LGA_CODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
LGA55740,0,0,0,0,0,0,0,196,48,23,11,277,559,71,125,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,808,922,276,36,2047,1137,171,220,3581,541,899,186,23,1656,320,40,76,2090,62,17,31,0,106,170,16,25,319,58,32,29,3,120,100,11,25,251,119,49,56,3,230,262,24,45,568,17,3,4,3,23,47,3,11,84,62,12,8,3,82,228,13,70,398,109,25,14,4,149,181,38,44,418,0,0,0,0,0,0,0,0,0,186,41,21,8,258,455,56,132,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,851,984,272,34
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,0,3,0,0,21,26,0,0,0,0,0,0,0,7,7,45,51,19,8,119,65,4,43,241,33,25,13,3,78,48,6,55,185,0,0,0,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,46,53,0,0,0,0,0,0,0,0,3,42,32,9,3
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,65,64,5,0,138,49,3,14,208,55,71,13,0,132,55,6,21,212,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,8,10,0,0,0,0,0,0,0,0,0,59,71,13,0
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,8,9,0,0,0,0,0,0,0,0,0,89,60,8,0,155,54,0,11,223,82,56,9,0,146,46,0,11,204,0,0,0,0,3,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,84,61,12,4
LGA56090,0,0,3,7,0,0,12,24,3,7,0,37,58,0,4,100,0,0,0,0,3,11,0,10,23,0,0,0,0,0,0,0,0,3,3,0,0,0,4,8,0,0,12,5,0,3,0,8,21,0,12,38,0,3,0,0,4,0,0,0,4,3916,4579,1293,88,9873,2299,221,554,12943,3924,4560,1257,96,9840,2202,240,593,12876,108,34,45,5,190,270,3,14,486,0,3,0,0,3,0,0,0,4,108,35,45,3,196,276,3,14,493,0,0,3,0,3,10,0,6,16,3,0,0,0,3,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,0,9,26,0,6,36,3,0,0,0,3,17,0,4,28,3,0,0,0,4,0,0,4,14,0,7,0,0,6,3,0,0,12,10,4,0,0,18,24,0,13,46,4,10,4,0,15,10,7,3,28,4050,4606,1313,107
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,18,5,5,0,26,6,0,14,47,9,5,0,0,15,12,0,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,3,0,0,7,0,0,11,13,12,10,3,0
LGA56230,0,0,0,0,0,0,0,10,4,12,0,30,44,0,3,77,49,3,13,0,66,99,3,39,202,6,8,0,0,11,3,0,3,19,0,0,0,0,3,0,0,3,7,55,17,13,0,79,104,4,50,232,0,0,0,0,0,3,0,0,5,1835,1524,495,35,3882,1191,104,311,5486,1930,1705,610,33,4274,1029,113,366,5784,97,10,23,0,132,199,9,51,389,4,0,0,0,5,3,0,3,15,101,10,23,3,142,206,9,55,402,6,5,3,0,17,5,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,17,8,0,3,26,34,7,15,0,48,108,7,119,284,4,0,3,0,12,0,0,10,23,3,0,0,0,3,3,0,0,4,46,5,18,0,70,113,10,130,312,8,0,0,0,6,12,0,4,22,2089,1726,652,36
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,31,3,0,0,0,3,5,0,3,8,0,3,3,0,9,3,0,0,13,4,5,3,0,15,10,0,26,51,0,0,0,0,0,0,0,0,0,205,109,42,0,354,147,15,50,564,195,93,41,4,337,140,14,61,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,10,15,0,0,0,0,0,0,0,3,3,3,0,0,0,9,3,0,0,12,9,3,0,0,10,4,0,13,30,0,0,0,0,0,0,0,0,5,204,103,38,3
LGA56370,0,0,0,0,0,0,0,3,0,3,0,5,3,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,130,89,20,4,234,86,0,9,337,119,79,18,3,211,75,4,27,325,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,79,18,3
LGA56460,0,0,0,0,0,0,0,25,11,9,0,40,78,0,6,127,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,5,5,0,0,8,0,0,0,0,0,3,0,0,0,532,525,194,21,1271,502,53,75,1895,461,479,198,19,1157,447,33,154,1796,16,10,12,4,46,50,7,23,123,0,0,0,0,0,0,0,0,0,16,10,12,4,46,50,7,23,123,4,0,0,0,7,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,7,0,0,19,9,0,0,0,9,3,0,9,22,0,0,0,0,0,0,0,0,0,9,0,0,0,14,39,0,4,59,16,0,0,0,16,43,0,12,76,0,0,0,0,3,4,0,0,6,502,486,217,18
LGA56580,0,0,0,0,0,0,0,94,42,22,3,156,246,44,35,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,3,1704,2938,547,113,5305,1425,286,252,7272,1510,2743,440,82,4774,818,169,205,5961,89,81,37,6,207,206,29,18,457,133,141,43,3,320,140,23,19,505,224,216,83,11,528,346,56,33,962,69,27,13,3,113,216,39,17,378,6,4,3,0,13,11,0,5,28,31,8,3,0,36,7,0,27,79,0,0,0,0,0,0,0,0,0,105,29,24,7,159,238,42,47,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,6,3,0,5,10,1835,2992,542,99
LGA56620,0,0,0,0,0,0,0,0,0,3,0,4,4,0,9,22,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,21,0,0,0,0,0,3,0,12,15,56,115,71,4,248,90,8,62,406,59,134,69,22,281,53,4,59,404,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,6,0,25,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,0,25,44,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,4,4,59,140,71,22
LGA56730,0,0,0,0,0,0,0,23,0,12,3,41,98,6,18,167,23,0,0,0,23,38,0,16,76,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,23,3,3,0,28,38,0,18,79,0,3,0,0,3,0,0,0,10,1157,1040,459,33,2690,986,103,295,4073,1130,978,453,23,2588,981,93,330,3990,13,3,13,0,23,38,3,17,78,0,0,0,0,0,0,0,0,0,11,3,13,0,23,38,3,17,80,14,5,7,0,28,53,3,15,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,5,7,0,26,55,3,15,100,7,3,0,0,12,27,0,10,51,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,5,7,10,0,0,16,31,0,17,62,4,3,0,0,8,6,0,7,28,1169,1000,474,23
LGA56790,0,0,0,0,0,0,0,7,3,0,0,8,14,0,11,36,31,6,0,0,34,29,0,321,389,0,0,0,0,5,0,0,25,29,3,0,0,0,7,7,0,0,15,35,6,4,0,45,37,3,349,431,3,0,0,0,3,0,0,11,12,492,303,96,6,897,348,22,455,1725,431,277,82,11,793,259,19,145,1220,10,3,0,3,16,27,0,15,62,3,0,0,0,7,6,0,0,12,17,3,3,3,26,35,0,12,69,15,0,0,0,18,40,4,9,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,18,40,4,9,73,27,0,0,0,26,54,0,502,582,0,3,0,0,3,3,0,5,10,0,0,0,0,0,0,0,0,3,26,5,0,0,30,59,0,503,598,3,0,0,0,10,0,0,5,18,494,284,83,12
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,7,0,57,31,4,8,95,27,28,4,0,59,27,0,12,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,28,28,4,0
LGA56930,0,0,0,0,0,0,0,22,8,3,0,34,45,14,16,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,191,39,8,372,98,15,43,534,105,188,33,4,329,54,6,29,419,0,0,0,0,0,3,0,0,9,15,7,9,4,27,17,3,6,57,14,7,9,4,34,21,3,6,57,9,0,0,0,9,7,0,5,18,5,3,0,0,11,23,4,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,20,34,8,9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,202,39,8
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,10,0,0,0,0,0,0,0,0,0,67,70,12,0,147,41,8,16,211,47,48,8,0,104,52,3,17,178,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,19,23,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,21,25,0,0,0,0,0,0,0,0,0,52,48,8,0
LGA57080,0,0,0,4,0,0,6,2133,488,168,135,2926,2734,664,1698,8019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,142,28,3,4,3,35,18,11,22,85,28,3,4,3,35,18,11,166,229,6,0,0,0,6,6,4,3,22,2395,609,214,150,3376,3039,749,1985,9142,35,19,3,4,53,27,12,17,110,8,0,3,0,13,5,5,5,28,178,99,15,7,300,113,50,42,505,188,99,21,8,310,119,54,50,535,74,15,11,6,105,128,34,136,408,346,102,46,21,512,496,153,215,1382,2379,607,222,121,3320,2706,632,1458,8122,0,0,0,0,0,0,0,3,4,2797,719,283,142,3942,3326,827,1812,9913,0,0,0,0,3,0,0,3,7,3,0,0,0,3,11,0,220,232,0,3,0,0,3,3,0,8,16,7,3,0,0,10,17,0,225,259,17,3,0,0,18,32,4,10,68,3039,841,308,153
LGA57140,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,21,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,9,0,0,0,0,0,0,0,0,0,162,109,49,0,329,114,11,17,463,155,87,43,3,292,122,12,45,473,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,15,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,163,90,45,3
LGA57210,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,12,3,0,3,0,8,7,0,4,25,0,4,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,10,4,3,0,12,8,0,6,32,0,0,0,0,3,0,0,0,3,642,490,190,18,1342,432,32,99,1900,639,465,170,19,1288,495,36,172,1985,3,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,5,3,0,0,0,4,3,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,5,13,9,0,0,0,10,3,0,3,18,0,0,0,0,3,0,0,0,7,0,3,0,0,4,0,0,0,5,12,3,3,0,14,6,0,9,33,16,10,0,0,21,0,0,0,28,663,474,175,20
LGA57280,0,0,0,0,0,0,0,81,31,21,7,139,141,27,172,477,68,32,3,3,109,59,9,320,501,12,6,0,0,18,18,3,30,70,16,6,0,0,26,24,11,35,93,94,45,8,8,156,97,20,392,663,11,4,0,0,10,3,0,42,55,1017,1385,301,66,2771,740,203,1451,5160,881,1372,298,41,2598,557,119,570,3844,39,47,21,4,115,81,4,59,255,34,57,10,0,110,24,5,28,169,77,105,37,3,224,105,10,90,422,142,51,19,3,208,197,18,190,615,18,3,0,0,19,18,0,34,69,9,7,0,0,19,20,3,24,70,0,0,0,0,0,0,0,0,3,172,62,19,3,248,237,21,243,755,22,3,0,0,25,40,0,271,336,3,4,0,0,3,3,0,53,57,3,0,0,0,3,0,0,3,4,24,8,0,0,31,45,0,322,402,3,7,3,0,15,19,0,27,60,1164,1552,359,48
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,0,0,0,0,0,0,0,0,0,163,86,34,4,287,121,14,10,433,132,69,33,5,241,127,3,59,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,7,0,0,3,10,135,76,35,5
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,7,0,0,0,3,14,0,22,41,3,0,0,0,3,6,0,6,12,0,0,0,0,3,0,0,0,7,11,5,0,0,12,19,0,29,62,0,0,0,0,0,0,0,0,0,244,219,34,8,505,203,10,109,820,206,142,33,3,387,171,6,91,663,4,0,0,0,4,9,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,0,0,13,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,4,3,0,0,0,8,10,0,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,7,15,0,9,27,5,0,0,0,4,5,0,3,13,221,145,38,3
LGA57490,3,0,3,12,0,3,13,366,100,140,19,631,1139,62,167,2000,102,6,8,0,118,204,9,41,369,3,7,0,0,9,4,0,16,23,3,0,0,0,6,0,0,4,14,107,14,10,0,133,211,6,56,410,0,3,0,0,3,7,0,4,12,9999,13244,4167,319,27732,7426,998,1715,37872,10494,15401,4710,338,30949,6561,969,2249,40733,529,183,260,23,1000,1199,74,186,2458,146,52,65,4,271,242,18,57,584,676,240,322,29,1266,1438,89,246,3045,130,42,79,6,256,524,33,76,894,0,0,0,0,0,9,0,8,20,46,11,9,0,62,59,7,100,227,0,0,0,0,0,0,0,0,0,181,48,89,10,326,596,39,183,1134,42,6,11,0,58,97,10,44,210,0,0,0,0,0,0,0,7,15,9,11,0,0,20,3,0,4,31,50,20,10,0,82,106,10,60,255,12,15,8,0,30,23,8,3,60,11411,15726,5136,387
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,29,0,0,0,0,0,4,0,3,3,20,7,0,0,29,15,0,42,79,19,0,0,0,15,12,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,20,0,0,0
