LGA_CODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
LGA54970,4,7,0,0,7,3,3,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,11,0,3,33
LGA55040,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,16,8,5,5,38
LGA55110,191,136,63,29,417,190,103,44,20,363,344,151,65,32,587,166,113,25,6,314,107,50,15,8,179,33,24,8,0,69,36,30,9,0,77,17,12,4,0,28,149,99,49,28,318,44,21,6,0,72,1888,1106,402,168,3567
LGA55180,26,5,6,0,34,25,8,0,0,36,30,15,3,3,50,9,7,0,3,26,7,4,0,0,13,0,0,0,0,8,5,0,0,0,7,0,0,0,0,0,15,13,3,0,34,0,0,3,0,8,199,100,31,11,344
LGA55250,3,0,0,0,4,0,3,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,0,0,14,9,5,6,40
LGA55320,151,66,17,8,249,168,73,22,3,271,391,198,46,10,649,283,170,29,3,486,220,110,15,4,356,81,42,10,3,137,74,65,13,4,154,42,38,10,0,95,151,142,39,3,337,38,8,9,0,56,1972,1114,294,67,3440
LGA55390,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,3,3,4,14
LGA55460,0,0,0,0,5,9,3,3,0,14,10,4,3,0,17,5,0,0,0,5,3,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,3,0,0,3,10,4,8,3,25,3,0,0,0,8,64,25,19,9,119
LGA55530,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,6,0,0,12
LGA55600,7,4,3,0,16,0,0,0,0,3,15,4,0,0,16,5,4,0,0,11,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,3,55,20,8,3,82
LGA55670,0,0,0,0,4,3,0,0,0,5,3,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,4,0,27
LGA55740,15,3,0,0,24,17,8,0,0,24,22,7,3,0,33,19,9,0,0,31,16,5,3,0,19,3,3,0,0,7,13,8,3,0,25,9,3,3,0,16,15,15,9,0,30,0,3,0,0,3,156,85,24,3,269
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,13
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,10
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13
LGA56090,68,32,14,3,115,81,33,18,6,137,144,73,26,5,248,111,41,14,3,173,81,37,13,0,127,23,15,0,0,40,17,17,0,0,31,10,12,0,0,22,81,62,34,9,180,18,4,0,0,18,750,430,156,43,1373
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
LGA56230,36,29,7,6,86,38,19,19,3,73,57,39,6,3,103,44,15,7,0,64,13,11,3,0,24,7,3,0,0,9,3,3,0,0,4,0,0,0,0,0,26,22,9,3,61,8,6,0,0,16,367,215,77,27,679
LGA56300,6,0,0,0,8,9,0,0,0,9,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,27,8,3,0,44
LGA56370,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,16
LGA56460,24,5,3,0,40,16,4,0,0,22,21,11,0,4,38,13,7,0,0,21,11,4,0,0,11,5,0,0,0,7,4,0,0,0,4,0,0,0,0,0,10,9,0,0,21,7,0,3,3,11,136,57,20,16,230
LGA56580,28,8,4,4,41,17,9,6,5,35,34,28,10,0,71,33,27,4,0,61,34,10,5,0,45,16,18,0,0,31,23,21,3,0,54,39,10,3,0,50,30,32,7,5,69,3,3,0,0,7,301,186,45,18,550
LGA56620,0,3,0,0,6,3,0,0,0,4,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,15,17,10,3,3,33,62,27,9,7,104
LGA56730,23,11,7,4,45,32,15,4,3,58,48,20,3,8,86,16,8,3,3,31,23,9,4,0,32,6,3,0,0,14,3,6,0,0,10,6,0,0,0,9,29,10,6,3,46,0,5,0,0,13,255,154,52,32,491
LGA56790,7,3,0,0,9,0,3,3,0,8,12,5,3,0,19,5,4,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,50,27,10,5,86
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
LGA56930,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,3,0,0,0,0,0,19,12,4,0,41
LGA57000,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9
LGA57080,17,7,0,0,26,11,5,0,0,15,35,9,0,0,44,32,9,0,0,38,21,3,0,0,29,12,4,0,0,12,15,3,0,0,15,15,5,0,0,20,18,11,0,0,31,0,0,0,0,3,241,57,6,3,309
LGA57140,4,0,0,0,7,4,3,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,25,10,9,4,48
LGA57210,15,6,3,0,28,14,3,0,0,19,18,10,3,0,30,9,0,5,0,15,3,0,0,0,5,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,9,6,3,0,16,7,0,0,0,9,107,49,17,9,187
LGA57280,17,8,3,4,28,11,9,0,0,20,21,18,10,0,51,26,18,3,0,45,20,14,5,0,40,8,0,0,0,15,18,0,0,0,27,8,3,3,0,13,15,4,7,0,21,10,0,0,6,17,210,103,42,20,379
LGA57350,0,0,3,0,7,0,4,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,3,0,42
LGA57420,8,3,0,0,11,4,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,8,0,0,0,0,0,23,11,3,3,39
LGA57490,231,187,93,36,550,246,162,64,40,514,533,298,104,46,984,294,172,52,15,535,161,117,26,15,316,70,49,19,4,141,54,37,16,9,114,35,16,0,0,56,196,152,68,32,454,68,8,14,0,93,2731,1716,663,256,5368
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,30,26,10,4,70,30,21,17,3,73,104,46,26,10,178,68,36,6,4,112,36,25,4,0,71,18,3,4,0,29,11,4,6,0,17,3,4,0,0,12,33,30,18,6,85,5,13,0,0,16,461,263,108,40,875
LGA57770,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,5,3,0,16
LGA57840,57,24,3,4,91,72,35,5,0,112,142,74,16,7,238,82,52,4,0,142,81,28,4,0,113,30,11,3,0,51,31,16,3,3,58,20,19,9,0,48,76,37,15,4,126,10,4,3,3,17,778,380,83,36,1280
LGA57910,430,181,36,24,670,452,181,50,19,709,983,399,91,27,1508,582,270,46,23,920,390,187,52,13,640,159,68,16,6,259,175,97,29,4,307,84,35,18,3,142,380,253,91,32,759,91,30,15,3,143,4809,2204,587,211,7811
LGA57980,18,3,0,0,20,18,12,0,0,34,58,27,5,3,90,36,17,3,0,62,48,21,3,0,68,18,10,0,0,24,16,16,6,0,40,17,5,0,0,31,22,19,12,0,48,3,3,0,0,5,310,161,42,3,512
LGA58050,268,143,70,39,515,343,169,58,41,607,658,363,120,42,1185,420,215,55,17,712,251,126,31,7,412,126,62,14,3,200,71,58,15,12,155,23,25,5,4,61,252,153,72,55,540,65,22,12,13,114,3246,1875,642,325,6094
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,11
LGA58260,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,4,5,22
LGA58330,6,9,3,0,13,10,3,0,0,15,11,9,3,0,23,10,0,0,0,10,9,3,0,0,12,3,0,0,0,3,4,0,0,0,6,0,0,0,0,3,13,4,0,0,22,5,0,0,0,5,88,43,13,4,146
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,9
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,8,3,0,5,20
LGA58510,53,22,4,4,85,77,24,4,5,108,126,61,9,8,201,95,23,12,5,133,57,15,6,4,82,17,13,3,0,35,19,13,4,0,31,9,3,0,0,14,52,28,10,3,93,16,0,0,0,16,662,268,73,29,1035
LGA58540,0,4,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,0,20
LGA58570,53,16,3,0,72,54,15,0,0,70,98,46,7,0,157,71,25,7,0,104,52,33,3,0,95,26,7,0,0,36,30,10,5,0,41,12,11,0,0,27,41,22,15,0,77,10,0,3,0,10,561,226,57,10,847
LGA58610,6,3,0,0,9,11,0,0,0,8,8,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,46,12,10,4,73
LGA58680,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
LGA58760,370,263,103,37,772,405,280,84,45,810,832,479,163,63,1537,522,303,78,28,925,318,198,47,17,584,124,85,19,8,240,70,74,19,10,169,22,27,9,7,62,285,244,102,62,693,65,33,20,20,139,4098,2668,872,425,8066
LGA58820,7,7,3,3,24,8,0,0,0,14,14,4,0,0,23,6,4,0,0,9,3,0,0,0,9,7,0,0,0,7,0,3,0,0,0,0,0,0,0,3,9,11,0,3,20,9,3,0,0,9,100,53,14,9,167
LGA58890,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,7,4,3,0,20
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA59100,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,15
LGA59170,5,0,0,0,8,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,5,0,24
LGA59250,0,0,0,3,3,3,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,4,6,25
LGA59310,0,3,0,0,4,0,0,0,0,3,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,0,0,0,0,0,18,13,6,5,43
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
LGA59330,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,14
LGA59340,11,7,3,0,21,22,6,3,7,35,18,23,11,4,53,14,6,0,4,21,11,7,0,0,17,3,0,0,0,6,0,3,0,0,6,0,0,0,0,3,15,10,8,14,45,10,6,10,3,30,138,102,51,37,327
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8
LGA59360,3,0,0,0,0,5,0,0,0,5,5,0,0,0,7,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,4,33,9,3,0,44
LGA59370,10,9,3,5,26,13,3,3,0,16,12,5,0,0,20,11,5,0,0,15,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,3,14,0,0,0,0,0,80,36,11,10,136
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,14,16,0,3,33,16,10,0,0,21,21,5,0,0,33,8,3,0,0,14,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,7,3,38,5,0,0,0,3,123,72,16,10,223
LGA60410,78,53,22,9,159,76,37,22,8,145,104,73,19,11,202,30,16,3,4,53,11,15,0,3,32,4,5,0,0,9,9,5,4,0,14,0,0,0,0,0,39,21,15,11,85,18,12,3,0,40,557,365,139,74,1138
LGA60610,58,41,20,9,123,90,28,12,3,130,112,50,19,10,188,45,25,7,6,75,16,18,0,0,39,9,0,0,0,11,3,3,0,0,5,3,0,0,0,6,34,33,15,11,86,17,5,0,4,28,586,293,111,41,1029
LGA60810,73,34,14,5,126,79,34,6,6,122,98,52,20,10,177,47,21,8,0,79,11,6,3,0,21,7,0,0,0,8,3,0,0,0,7,0,0,0,0,0,48,35,6,9,97,12,7,3,3,26,530,275,93,38,934
LGA61010,5,3,0,0,8,8,0,0,0,8,9,3,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,52,16,3,3,68
LGA61210,17,12,3,0,35,18,9,0,3,34,28,13,5,4,40,21,0,3,0,26,9,0,4,0,17,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,11,7,0,36,9,4,0,0,14,163,82,29,13,286
LGA61410,142,83,42,16,280,181,92,39,17,326,315,151,43,23,528,153,104,23,8,286,103,41,8,6,152,25,16,0,0,46,18,12,0,0,29,11,7,0,0,16,120,105,39,16,285,22,14,3,4,47,1431,806,278,113,2630
LGA61510,29,13,8,4,55,39,20,9,3,69,57,21,5,3,92,20,11,3,0,32,11,12,5,0,21,0,0,0,0,0,0,0,0,4,5,4,0,0,0,4,16,15,5,8,46,6,3,3,0,18,272,127,67,25,497
LGA61610,91,69,30,8,191,93,47,15,18,171,132,66,25,8,232,59,36,10,3,101,21,11,3,0,41,5,7,4,0,15,5,3,0,0,10,10,0,0,0,8,53,36,15,13,119,20,10,3,7,39,743,418,150,63,1374
LGA61810,14,3,3,0,28,18,6,0,4,26,27,8,3,0,39,8,0,5,0,15,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,10,4,3,20,0,0,0,0,0,133,54,36,8,238
LGA62010,0,0,0,0,0,6,0,0,0,6,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,18,3,0,0,22
LGA62210,22,9,7,3,44,18,3,4,0,24,33,9,4,3,57,8,4,0,0,13,3,0,0,0,3,0,3,0,0,8,0,3,0,0,3,3,0,0,0,3,17,14,9,3,34,3,3,0,0,7,177,79,47,21,327
LGA62410,9,6,3,0,19,9,5,0,0,23,16,0,0,0,14,4,0,0,0,4,0,0,0,0,6,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,10,6,4,0,22,0,0,3,0,5,78,47,18,3,141
LGA62610,217,102,45,25,391,191,97,34,26,347,346,137,45,13,546,153,79,20,8,263,60,46,9,0,110,18,13,3,3,34,20,11,6,3,36,3,0,0,0,7,100,95,27,15,237,31,17,8,4,59,1604,864,288,135,2888
LGA62810,85,40,0,4,129,104,44,4,4,159,226,90,20,5,345,149,68,10,4,235,88,41,20,7,154,38,16,3,0,57,21,12,0,0,42,20,6,4,0,31,84,56,24,4,161,8,5,0,0,13,1040,461,113,32,1647
LGA63010,47,22,9,3,76,46,20,0,3,65,62,31,3,8,104,39,12,8,3,61,8,5,0,0,15,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,18,13,7,61,7,3,0,0,11,354,186,55,25,621
LGA63210,16,7,4,3,28,9,11,0,4,23,28,12,3,3,47,6,3,0,3,18,3,7,0,0,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,3,3,0,19,3,3,0,0,11,126,72,12,15,221
LGA63410,0,0,0,0,4,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,0,0,23,12,0,3,40
LGA63610,80,49,27,7,163,95,47,20,6,170,218,97,27,14,350,99,66,15,3,173,54,40,8,0,101,21,5,0,0,26,9,7,0,0,17,3,0,3,0,5,68,48,26,3,152,8,9,3,0,19,853,490,153,43,1536
LGA63810,38,19,4,4,68,21,14,4,0,38,49,18,8,3,81,22,13,3,3,37,5,3,4,0,13,7,0,0,0,7,0,3,0,0,3,0,0,0,0,0,16,16,3,0,32,10,3,0,0,16,242,132,37,14,424
LGA64010,231,132,51,19,429,224,98,36,22,368,361,163,49,21,592,148,101,16,5,266,88,43,11,3,147,21,13,3,0,42,14,12,4,3,34,14,8,0,0,24,130,83,36,17,269,48,17,10,7,81,1851,981,328,112,3279
LGA64210,62,15,15,0,91,58,19,7,6,93,85,29,12,6,130,35,19,7,3,64,20,12,0,0,37,3,7,0,0,9,6,3,0,0,7,0,0,0,0,0,34,30,4,4,73,3,3,0,0,10,424,204,69,27,726
LGA64610,33,12,11,5,65,32,11,4,4,47,54,18,4,3,79,23,12,3,0,34,6,3,0,0,12,7,4,0,0,5,0,0,0,0,3,0,3,0,0,3,24,13,7,4,50,5,0,0,0,8,273,130,47,18,470
LGA64810,41,22,15,3,85,60,21,13,0,89,82,45,14,0,142,50,25,9,3,82,15,7,4,0,24,6,4,0,0,13,10,3,0,0,12,0,0,0,0,3,28,21,7,4,57,5,5,0,0,12,403,212,82,24,724
LGA65010,22,12,3,4,47,24,11,0,0,37,27,10,3,3,48,7,3,0,0,10,9,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,3,25,3,0,0,0,3,154,71,27,12,261
LGA65210,7,3,0,0,11,9,0,0,0,10,10,3,0,0,10,3,3,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,15,0,0,0,0,0,54,22,3,3,82
LGA65410,29,33,12,6,85,55,16,11,0,88,49,25,10,6,94,16,16,3,0,36,3,9,0,0,16,0,0,0,0,6,3,0,0,0,3,3,3,0,0,8,18,25,14,3,54,8,3,0,0,17,297,170,79,26,570
LGA65610,6,6,3,0,16,12,6,0,0,23,14,3,0,0,17,7,4,0,0,9,0,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,7,3,0,21,6,3,3,0,6,99,53,18,9,175
LGA65810,71,31,14,5,119,49,16,14,5,84,88,47,14,8,151,41,21,12,3,80,24,7,0,3,36,5,0,0,0,6,3,5,3,0,12,3,0,0,0,3,39,24,7,3,78,7,8,0,0,16,470,245,97,30,842
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,44,20,6,6,73,43,17,8,7,75,105,39,22,9,175,72,44,9,3,130,61,17,11,4,90,13,11,5,0,30,19,12,3,3,38,7,7,0,0,19,46,16,14,8,83,16,8,8,3,32,503,251,120,60,928
LGA70420,11,0,7,5,18,19,0,4,7,35,14,7,5,12,37,8,3,3,6,23,7,0,4,0,10,3,0,0,0,4,0,3,0,0,6,0,0,0,0,0,5,15,7,9,34,5,8,0,0,13,144,75,60,48,318
LGA70540,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,3,12
LGA70620,12,0,0,0,13,4,6,0,0,14,11,12,3,4,31,3,3,3,3,8,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,10,0,0,4,0,4,80,53,26,28,190
LGA70700,3,4,3,0,7,3,3,0,0,7,9,3,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,3,0,3,6,31,24,10,8,72
LGA71000,101,35,20,9,163,117,43,17,15,183,274,116,39,16,442,229,89,26,12,355,181,69,24,7,275,94,32,4,10,141,65,31,20,4,123,44,16,7,3,68,139,99,39,23,293,35,24,9,5,73,1529,684,241,126,2584
LGA71300,15,17,3,4,42,12,10,8,6,31,20,22,9,14,66,9,4,6,6,27,4,0,0,7,11,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,14,9,11,19,55,59,38,20,30,145,271,175,92,112,650
LGA72200,7,10,7,3,21,12,4,3,7,23,39,14,4,7,66,13,15,4,0,32,6,3,0,0,12,3,3,0,0,12,3,3,0,0,9,0,0,0,0,0,11,7,4,10,42,3,11,3,0,22,148,87,39,30,298
LGA72300,24,17,9,0,45,37,13,8,3,58,83,36,6,5,134,47,28,8,0,72,39,21,4,0,60,11,3,4,3,26,21,12,4,0,32,12,3,0,3,13,25,17,6,11,60,13,3,3,0,17,349,174,57,33,614
LGA72330,6,12,3,3,26,6,8,0,0,20,11,9,3,3,27,4,0,0,0,11,3,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,15,3,6,34,16,7,3,4,23,165,76,37,24,309
LGA72800,48,34,14,10,109,66,41,8,13,137,128,87,25,8,247,112,56,21,11,197,88,43,13,3,141,40,9,3,4,56,26,21,4,0,50,5,11,0,0,22,35,34,16,12,91,18,16,5,9,50,709,453,155,82,1398
LGA73600,7,5,0,3,17,12,9,0,8,23,9,12,3,4,33,6,3,0,3,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,8,10,38,7,6,0,3,20,151,96,34,38,321
LGA74050,8,6,0,0,13,3,3,3,0,10,7,10,0,3,17,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,12,3,0,0,0,4,75,37,18,17,149
