LGA_CODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
LGA37600,3,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,742,435,323,242,270,155,57,19,5,2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,5,3,0,0,0,0,17,57,34,36,20,20,17,6,0,0,188,59,15,7,4,8,3,0,0,0,98,867,487,368,270,296,176,67,23,5,2559
LGA39499,41,48,50,37,58,78,53,15,0,380,0,0,0,4,3,6,0,0,0,15,299,412,586,480,689,1288,1144,222,21,5143,5,11,29,13,0,3,0,0,0,65,9,13,24,12,9,3,0,0,0,69,0,3,0,0,0,3,3,0,0,12,5,0,0,0,0,0,0,0,0,7,3,3,5,0,0,0,0,0,0,13,5,14,10,7,11,5,4,0,0,60,8,13,17,14,11,5,4,0,0,82,331,707,935,446,439,554,413,74,3,3905,156,359,632,501,489,497,331,78,10,3063,821,1539,2293,1485,1663,2373,1916,381,44,12510
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,9,19,19,23,9,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,9,7,3,0,33,0,4,0,0,4,5,4,0,0,22,5,16,11,14,24,30,33,16,4,150
LGA40070,14,124,87,47,37,30,32,10,6,390,0,3,0,3,0,0,5,0,0,13,376,1374,1076,680,849,892,872,449,254,6816,53,107,174,82,14,9,5,3,0,451,86,185,198,80,24,12,11,0,3,603,0,0,4,7,0,4,5,0,0,30,0,3,0,0,0,0,0,0,0,9,4,16,19,4,0,0,0,0,0,40,3,28,20,11,11,5,5,0,0,79,5,37,36,22,13,8,5,0,0,133,498,3374,2639,1031,823,717,567,178,81,9914,159,774,832,386,357,308,270,91,25,3214,1213,6278,5197,2377,2132,1990,1758,740,379,22063
LGA40120,311,147,122,166,184,195,124,35,7,1284,49,26,28,18,32,11,27,8,0,192,2920,1897,1128,1887,2915,3000,2527,1160,481,17916,7,3,6,13,11,3,3,0,0,41,8,0,8,10,4,3,4,0,0,35,6,0,0,9,5,6,12,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,19,16,22,28,38,27,9,3,0,159,19,16,23,29,38,27,14,3,0,163,3629,2229,1549,2360,2657,2309,1429,403,143,16705,636,439,264,422,575,592,400,154,51,3527,7258,4637,3020,4799,6299,6022,4421,1732,674,38863
LGA40220,182,117,86,95,135,151,117,52,20,954,16,36,8,11,27,11,13,7,0,123,1422,892,697,994,1585,2179,2678,1495,551,12502,5,0,9,3,8,5,0,0,0,29,3,0,0,8,5,7,3,0,0,23,3,0,0,3,0,0,3,0,0,11,3,0,0,0,0,0,0,0,0,6,0,0,6,0,0,4,0,0,0,10,3,3,11,18,22,20,15,5,3,108,10,8,18,17,28,22,15,5,3,124,2199,1203,1016,1324,1348,1435,1229,471,147,10364,375,208,226,269,350,403,416,254,118,2627,4040,2323,1986,2653,3352,4094,4364,2234,824,25873
LGA40250,105,125,71,65,55,23,8,4,7,461,0,0,0,0,0,0,0,0,0,0,254,233,170,146,151,80,44,20,9,1102,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,38,19,24,21,13,5,8,3,3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,19,24,21,13,5,8,3,3,133,145,126,134,88,63,41,17,5,0,615,96,57,80,69,46,41,10,0,5,409,544,434,411,317,273,168,71,31,18,2276
LGA40310,149,55,96,78,100,96,66,23,3,669,14,9,4,12,6,0,9,0,0,58,2167,1172,934,1463,1907,2116,1896,1081,505,13243,9,0,17,6,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,10,3,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,13,7,9,15,8,3,0,0,70,3,13,9,9,14,8,3,0,0,73,1829,1080,1082,1186,1124,943,543,183,63,8040,367,230,188,259,295,347,209,112,59,2059,4377,2516,2257,2937,3362,3430,2669,1385,625,23558
LGA40430,15,8,4,4,0,7,9,0,0,47,0,0,0,0,0,0,0,0,0,0,177,87,66,125,176,299,320,181,75,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,4,0,0,3,3,0,0,3,0,0,6,147,75,84,86,124,94,119,36,6,786,21,15,17,20,43,44,42,15,22,238,348,177,171,235,342,449,483,232,105,2544
LGA40520,52,45,39,29,39,33,11,3,3,246,0,0,0,0,0,0,3,0,0,3,779,513,423,505,813,917,814,531,230,5528,7,0,6,7,0,0,0,0,0,22,8,0,3,9,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,24,19,21,20,8,3,0,145,3,3,5,7,12,8,3,3,0,43,36,21,30,22,27,27,10,6,0,189,894,496,496,490,435,475,288,110,41,3722,151,106,78,104,153,166,121,73,60,1004,1896,1145,1051,1146,1441,1584,1240,720,332,10545
LGA40700,123,120,86,97,115,120,112,51,19,836,10,10,3,8,8,12,11,10,3,81,3085,2377,1253,2105,3183,3137,3100,2085,1212,21537,207,86,127,230,100,48,48,28,0,860,179,66,97,134,46,35,6,7,0,564,8,9,8,11,9,22,28,13,5,113,0,0,0,0,3,0,0,0,0,4,27,14,35,20,12,7,9,8,3,130,35,22,17,30,42,28,25,16,6,220,59,36,52,52,63,33,30,21,9,356,3192,2580,1994,2155,2024,1855,1333,478,228,15844,572,424,291,404,487,457,406,225,199,3465,7491,5708,3974,5343,6101,5706,5040,2883,1666,43911
LGA40910,193,132,181,159,184,125,109,60,16,1163,0,9,4,3,5,4,6,4,0,31,4170,3280,2566,3183,4435,3623,3626,3091,1326,29299,307,121,307,286,111,60,14,12,9,1231,211,102,147,145,86,49,21,6,3,771,8,9,8,13,8,11,6,0,0,63,0,0,0,0,0,0,0,0,0,0,166,62,250,113,21,20,13,8,0,659,52,47,51,54,57,53,38,10,9,373,216,109,308,169,77,78,52,23,12,1039,2512,2054,2289,2000,1594,1215,823,456,198,13140,576,416,464,418,521,366,321,249,113,3447,8194,6239,6296,6432,6996,5546,4926,3851,1673,50164
LGA41010,3,0,5,6,8,10,3,0,0,34,0,0,0,0,0,0,0,0,0,0,287,181,149,189,243,312,231,87,45,1709,5,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,5,4,9,3,4,0,0,0,0,0,22,311,160,189,147,122,100,72,15,0,1119,101,64,63,75,58,76,40,19,26,531,706,414,410,420,424,488,351,127,67,3408
LGA41060,489,347,418,390,384,294,209,124,47,2698,16,9,18,5,12,12,16,13,8,100,8544,6426,5966,6808,9061,8509,7473,5508,2906,61196,334,145,491,339,90,46,26,10,3,1481,820,433,523,396,222,85,48,23,3,2545,3,3,8,9,6,12,5,3,5,50,0,3,6,0,0,5,0,0,0,6,242,117,408,158,35,19,15,4,3,1000,33,36,55,34,62,42,28,6,3,311,281,149,464,196,98,71,38,7,7,1313,5551,5075,6403,4787,4406,3597,2001,816,391,33027,1399,1152,1322,1150,1273,1114,841,516,281,9057,17336,13817,15663,14156,15669,13899,10630,6957,3637,111759
LGA41140,30,18,27,14,25,32,26,9,3,177,3,3,3,3,3,0,0,0,0,23,818,395,423,461,753,891,787,427,228,5199,0,0,3,0,0,0,0,0,0,9,4,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,17,6,0,3,4,12,3,0,0,0,32,8,0,15,4,12,3,0,0,0,47,652,326,378,347,401,413,273,72,26,2891,140,58,100,84,102,170,117,47,18,833,1631,788,926,905,1278,1490,1181,551,276,9023
LGA41190,17,13,3,11,11,11,8,0,3,74,0,0,0,0,0,0,0,0,0,0,195,97,93,116,151,184,153,79,49,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,124,51,72,50,75,71,21,16,7,477,39,22,22,24,17,23,11,5,12,168,361,166,188,186,243,274,189,93,61,1771
LGA41330,3,0,0,4,12,14,6,3,0,48,0,0,0,0,0,0,0,0,0,0,112,47,89,74,116,121,153,70,10,795,3,0,3,3,0,0,0,0,0,9,4,3,11,6,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,12,97,63,74,55,91,80,63,23,0,547,54,23,46,29,55,47,46,24,3,328,283,139,247,180,270,250,261,123,15,1762
LGA41560,60,41,48,38,50,38,43,11,3,339,0,0,0,0,0,0,0,0,0,8,865,521,494,625,971,1337,1574,919,292,7589,8,4,4,8,3,0,0,0,0,27,3,0,4,0,3,0,0,0,0,12,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,9,8,3,4,3,11,3,0,39,3,9,12,3,4,3,11,3,0,42,1089,663,625,536,688,646,478,164,38,4925,212,118,125,93,203,243,242,132,117,1478,2185,1307,1280,1269,1880,2244,2316,1214,445,14139
LGA41750,14,3,3,4,6,3,0,3,0,38,0,0,0,0,0,0,0,0,0,0,126,47,62,70,108,128,68,37,13,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,21,34,34,42,65,27,4,0,287,20,4,13,9,12,19,5,3,3,84,207,69,106,109,165,219,110,47,21,1045
LGA41830,3,8,0,3,8,0,3,3,0,26,0,0,0,0,0,0,0,0,0,4,99,68,62,75,134,181,171,72,32,892,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,3,115,75,61,61,93,75,50,26,3,547,31,13,16,20,16,39,25,17,6,174,251,154,142,159,253,285,250,111,42,1643
LGA41960,10,8,3,6,3,3,3,0,0,32,0,0,0,0,0,0,0,0,0,0,108,47,33,69,118,132,154,48,26,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,43,57,48,55,44,43,13,6,391,29,9,13,12,17,28,32,0,13,157,222,106,109,132,188,205,231,63,46,1298
LGA42030,166,93,95,78,77,102,55,26,12,696,0,0,7,0,0,3,0,3,0,20,1643,1243,1077,1124,1666,1817,1619,1158,479,11815,13,0,6,16,0,0,0,0,0,43,8,6,5,7,0,4,0,0,0,40,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,3,9,11,12,15,14,12,7,4,3,88,14,11,12,16,17,12,7,4,3,104,2054,1470,1401,1090,1099,849,449,253,92,8759,309,235,252,207,296,290,233,165,99,2091,4077,2975,2791,2487,3117,3006,2311,1590,668,23034
LGA42110,9,3,7,4,12,19,6,3,0,59,0,0,0,0,0,0,0,0,0,3,408,199,165,265,343,480,360,226,74,2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,11,0,0,0,3,3,3,3,0,0,11,213,142,115,135,166,192,120,25,7,1110,87,32,46,44,77,74,71,34,9,471,710,372,330,450,590,753,558,283,91,4136
LGA42250,49,12,21,22,30,21,12,8,0,175,0,3,0,0,0,3,0,0,0,9,676,410,260,443,751,734,579,237,81,4176,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,13,3,0,5,0,4,3,0,0,0,17,718,339,319,429,440,341,195,49,7,2829,139,92,180,201,214,156,111,38,17,1149,1537,842,767,1087,1407,1247,892,323,111,8203
LGA42600,110,82,94,92,105,105,59,20,19,678,0,3,0,5,7,7,7,4,7,37,2097,1710,1327,1709,2515,2903,2761,1790,1230,18038,53,21,66,58,13,9,7,3,0,233,55,35,49,36,20,18,0,0,0,216,5,0,4,6,6,8,5,12,3,53,0,0,0,0,0,3,0,0,0,5,16,12,44,14,0,3,0,0,0,87,28,16,25,18,31,23,9,3,6,157,44,35,68,30,30,26,9,8,4,248,2121,1740,2114,1876,1705,1695,1051,407,235,12951,356,304,424,381,412,536,420,252,214,3308,4753,3886,4097,4162,4757,5237,4292,2481,1686,35360
LGA42750,27,4,11,12,11,15,19,3,4,111,3,3,0,0,0,3,0,0,0,15,218,118,119,158,277,373,405,171,91,1926,0,0,0,3,0,0,0,0,0,5,6,0,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,14,3,0,0,0,3,3,0,0,0,14,449,185,257,257,310,353,196,68,20,2091,103,59,57,51,81,113,86,44,22,608,777,376,448,474,685,849,691,279,123,4702
LGA43080,18,10,6,6,10,9,9,8,4,73,0,0,0,0,0,3,0,0,0,3,109,56,38,70,109,127,105,62,35,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,43,27,43,39,20,24,8,4,277,15,7,6,11,12,20,22,11,6,101,202,99,70,125,157,166,152,79,50,1090
LGA43220,9,5,10,0,0,3,3,3,0,33,0,0,0,0,0,0,0,0,0,0,120,36,57,64,85,92,74,59,22,600,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,102,39,59,43,43,31,23,15,7,350,24,4,18,10,9,10,7,4,3,101,252,76,140,109,137,136,107,75,32,1061
LGA43360,5,0,3,3,3,7,5,3,0,35,0,0,0,0,0,0,0,0,0,0,128,82,87,87,146,259,256,160,50,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,3,3,0,0,0,13,215,105,124,116,88,100,71,33,3,868,25,13,16,19,18,29,35,32,16,202,367,207,229,231,259,389,364,225,70,2349
LGA43650,100,67,51,60,68,48,34,8,0,431,9,12,4,3,9,0,0,0,0,33,1523,863,673,1018,1280,1209,839,358,125,7895,0,3,3,0,0,0,0,0,0,9,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,4,13,0,3,0,42,4,9,7,3,4,13,0,3,0,42,1431,835,680,790,827,567,245,95,24,5498,219,144,125,125,182,208,132,38,15,1193,3186,1873,1509,1956,2320,2011,1220,493,166,14736
LGA43710,34,15,12,24,22,21,17,5,0,146,3,0,0,3,0,3,0,0,0,9,515,242,216,336,480,440,376,169,50,2823,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,8,460,188,233,275,278,287,128,26,16,1891,113,75,110,117,118,102,66,33,14,753,1093,508,562,736,889,831,578,232,76,5510
LGA43790,55,29,26,36,58,48,38,16,5,319,33,28,13,19,21,10,20,0,3,154,931,551,449,645,974,1096,1102,596,275,6622,7,0,5,4,0,3,0,0,0,24,6,12,4,8,3,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,12,27,13,12,15,0,0,0,96,3,0,3,6,3,0,0,0,0,13,24,12,26,19,17,15,4,0,0,118,877,517,449,461,467,426,259,113,47,3616,163,106,61,113,169,141,147,54,52,1010,2022,1201,1010,1255,1642,1694,1516,759,380,11487
LGA43920,48,29,18,31,38,32,15,3,0,218,0,0,0,0,7,0,0,0,0,5,756,481,381,541,781,712,538,206,61,4460,0,0,3,3,0,0,0,0,0,4,0,6,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,16,3,0,0,35,0,7,4,3,6,16,3,0,0,41,770,489,401,468,608,366,180,48,19,3348,159,96,96,109,139,126,82,26,18,845,1700,1082,898,1147,1561,1231,809,284,90,8801
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,3,7,5,3,0,0,0,38,7,18,4,9,10,12,0,0,0,59
LGA44060,519,338,387,390,367,333,191,69,34,2631,35,16,17,29,16,29,25,14,11,189,5539,4347,4074,4710,5784,6527,5211,3480,2046,41724,440,181,543,420,123,74,26,10,0,1820,667,300,527,321,135,58,30,15,3,2065,5,7,5,6,3,9,3,7,0,52,8,0,3,0,0,0,0,0,0,10,130,49,186,103,35,15,10,3,0,528,54,48,82,82,83,71,59,18,5,506,186,97,279,190,116,86,65,17,5,1044,6204,5392,6326,4933,3945,3450,1880,781,435,33338,1164,905,1033,918,904,920,639,390,255,7119,14380,11403,13075,11775,11220,11325,7949,4722,2760,88618
LGA44210,40,19,15,24,31,31,34,14,3,210,3,3,0,5,8,0,0,0,0,21,476,331,247,340,657,917,855,396,131,4350,8,0,9,0,0,4,0,0,0,23,3,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,3,3,10,8,0,0,0,32,3,5,7,6,10,12,5,0,0,43,537,340,336,343,494,434,376,135,25,3030,104,95,136,160,172,188,162,70,27,1117,1139,776,734,861,1350,1571,1406,610,188,8642
LGA44340,325,221,237,262,243,239,195,84,37,1835,59,19,23,37,15,21,29,10,3,220,4766,3477,2314,3437,4565,4386,4110,2733,1671,31462,140,83,171,140,58,18,8,7,0,628,262,108,234,165,65,27,29,4,0,884,4,7,3,7,11,9,12,7,4,70,0,4,0,0,3,0,0,0,0,12,31,18,37,20,12,14,9,3,0,142,18,26,36,28,42,38,20,13,4,218,50,40,73,46,59,52,28,12,3,364,5283,3996,3472,3821,3386,2818,1872,683,338,25659,828,601,548,571,677,629,513,342,207,4908,11420,8397,6957,8353,8946,8061,6634,3805,2225,64805
LGA44550,292,136,153,145,167,149,93,35,8,1178,42,29,30,20,24,13,24,9,0,180,2750,1760,1412,1871,2408,2317,1985,980,444,15918,29,10,27,14,3,3,3,0,0,96,12,5,4,12,8,3,0,0,0,42,0,3,3,7,4,8,4,3,0,28,0,0,0,3,0,0,0,0,0,9,3,3,8,5,0,0,0,0,0,25,22,23,19,20,24,26,9,6,0,154,29,25,32,26,24,27,15,6,0,187,3284,2012,2001,2024,1837,1417,855,232,109,13767,599,373,319,416,446,411,283,146,58,3056,6738,4223,3843,4425,4791,4230,3155,1372,620,33397
LGA44620,163,88,104,90,106,69,43,26,3,699,0,0,0,3,0,5,4,0,0,12,2058,1232,1189,1354,1876,2073,1740,1138,533,13200,18,5,14,19,12,4,0,0,0,62,24,9,16,15,7,3,0,0,0,60,0,0,0,3,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,9,6,3,0,9,0,0,0,0,0,18,8,12,17,23,13,3,3,0,0,71,16,13,23,31,14,4,0,0,0,102,2686,1655,1685,1397,1287,876,559,251,87,10471,393,243,236,241,278,289,273,183,84,2223,5206,3189,3187,3078,3491,3267,2589,1573,696,26276
LGA44830,5,6,0,14,19,26,8,6,0,86,0,0,0,0,0,3,0,0,0,3,185,123,98,126,249,357,282,160,61,1646,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,3,0,0,0,0,3,3,0,0,9,178,111,65,101,146,152,99,36,10,908,27,28,11,28,36,45,59,24,10,266,402,256,178,266,434,563,451,222,88,2864
LGA45040,194,116,110,112,105,108,81,31,16,864,3,5,11,5,7,6,3,7,0,44,1516,1081,898,1022,1425,1536,1590,992,397,10467,15,7,20,13,8,0,0,0,0,63,47,32,44,47,15,13,13,0,0,205,0,0,0,3,0,3,0,0,0,6,5,0,0,3,0,0,0,0,0,8,13,3,23,10,4,0,4,0,0,64,7,7,5,10,11,10,8,0,0,61,30,13,30,21,19,10,10,0,0,132,1647,1290,1233,862,1022,736,488,206,55,7536,325,287,381,304,300,253,211,105,54,2223,3617,2729,2685,2316,2811,2567,2321,1305,503,20858
LGA45090,60,21,20,28,27,17,15,7,5,195,0,0,0,0,0,0,0,0,0,0,771,407,411,534,685,702,638,366,177,4693,0,0,0,0,3,0,0,0,0,7,57,42,73,80,44,19,3,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,0,4,6,0,0,0,0,0,15,6,0,10,6,0,0,0,0,0,18,630,329,389,351,314,271,139,56,24,2495,106,69,76,71,72,83,71,42,18,614,1608,867,980,1064,1131,1094,856,457,226,8291
