LGA_CODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
LGA59100,0,32,29,340,9,416,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,3,0,0,13,52,32,35,150,5,272,3,0,0,0,0,3,0,0,0,3,0,3,12,3,3,13,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,21,0,45,3,3,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,3,3,0,0,0,7,4,0,0,0,0,4,0,0,0,3,0,7,8,15,4,37,3,67,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,15,0,0,0,18,13,30,96,60,52,483,27,716,3,23
LGA59170,0,31,43,383,14,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,47,28,29,235,18,357,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,21,0,34,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,54,0,62,4,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,17,8,4,41,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,9,3,6,3,0,23,9,0,0,17,27,54,105,50,59,606,49,864,0,29
LGA59250,0,11,10,166,3,194,0,0,0,149,0,155,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,4,0,19,59,9,7,79,3,166,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,4,3,16,0,44,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,17,9,0,21,0,41,4,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,17,3,0,4,0,22,3,0,0,23,51,84,143,26,22,426,65,680,3,20
LGA59310,14,65,47,595,13,730,0,0,0,0,0,3,3,3,0,0,0,6,0,0,0,3,0,4,4,3,0,3,0,11,107,57,44,372,18,605,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,30,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,81,3,110,3,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,3,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,19,18,8,72,3,116,0,3,0,3,0,7,20,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,24,0,0,3,0,34,0,3,3,32,35,69,180,108,68,956,69,1385,4,52
LGA59320,0,4,19,178,3,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,28,3,14,103,3,148,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,19,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,22,3,40,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,5,3,30,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,0,0,0,8,26,34,45,15,26,286,29,402,0,8
LGA59330,6,31,24,222,8,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,40,19,16,167,8,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,4,5,0,35,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,11,4,0,0,0,0,4,0,0,0,0,0,0,11,4,5,38,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,3,0,0,0,7,0,0,0,9,11,23,77,40,37,385,37,562,0,24
LGA59340,29,149,157,1895,81,2313,0,13,0,1360,21,1394,17,3,4,15,0,39,11,4,3,0,0,21,64,15,8,15,0,103,316,122,109,947,33,1529,8,0,0,3,3,17,10,3,0,12,0,18,77,16,15,109,0,224,3,4,4,8,0,10,7,0,0,0,0,7,4,3,3,3,0,13,51,24,16,264,5,364,30,8,6,40,4,87,9,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,18,4,0,0,0,24,32,4,3,5,0,47,11,3,0,6,0,21,3,0,0,0,0,6,62,30,25,239,3,361,12,0,3,3,0,19,15,0,0,0,0,19,4,3,0,21,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,11,0,29,111,21,18,78,3,229,10,9,6,132,954,1119,758,267,230,4265,1074,6594,39,163
LGA59350,0,8,6,91,3,104,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,57,3,87,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,0,27,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,12,27,39,18,8,12,166,39,242,3,12
LGA59360,12,58,53,511,20,644,0,0,0,15,0,14,0,0,0,0,0,0,0,3,0,0,0,6,16,0,4,0,0,23,123,54,41,297,11,521,4,0,0,0,0,4,0,0,0,0,0,0,11,9,0,32,0,50,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,21,5,3,91,0,125,36,25,9,98,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,5,3,3,35,19,0,0,0,0,22,3,0,0,0,0,6,0,0,0,0,0,0,28,5,11,77,0,124,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,23,9,6,9,0,47,3,4,0,43,81,129,258,109,85,845,114,1413,7,59
LGA59370,13,151,118,1103,34,1411,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,32,10,6,10,3,59,417,153,115,700,42,1426,7,0,0,0,0,3,3,0,0,0,0,9,29,10,4,49,3,99,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,7,58,29,12,196,9,300,12,10,4,32,4,59,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,3,0,0,0,0,6,15,0,3,0,3,21,21,10,10,0,0,40,10,0,0,3,0,20,0,0,0,5,0,5,103,20,21,127,6,280,3,3,0,0,0,8,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,19,3,0,3,0,32,50,11,8,25,0,92,13,10,5,50,110,179,673,253,202,1801,191,3117,23,145
LGA59499,28,230,180,1569,60,2067,0,0,0,30,3,35,77,6,4,8,8,99,9,3,0,4,0,19,81,21,11,12,0,125,929,198,169,902,42,2234,17,0,0,0,0,19,28,0,0,10,0,34,94,15,17,122,3,245,6,0,3,4,0,16,7,0,0,0,0,10,31,3,7,3,0,46,175,28,30,302,9,544,44,13,14,65,3,143,13,0,0,0,0,12,12,0,0,0,0,13,6,0,0,0,0,8,7,4,3,0,0,18,51,4,3,3,0,62,72,15,12,3,3,100,18,6,4,7,0,37,13,0,0,3,0,16,192,37,27,225,10,488,9,3,0,5,0,12,37,3,3,0,3,44,5,0,0,3,0,17,3,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,12,35,3,0,12,0,57,258,46,17,49,9,382,43,12,3,64,649,777,1933,393,287,2608,762,5986,31,227
LGA59799,8,7,10,65,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,56,10,8,55,4,130,5,0,0,0,0,5,0,0,0,0,0,4,11,0,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,10,4,0,17,0,32,0,3,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,3,21,4,0,9,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,26,3,0,9,0,39,0,0,0,3,21,29,133,20,13,133,37,339,3,10
LGA60210,14,163,99,2472,62,2810,0,0,3,8,5,16,10,0,5,6,0,28,3,0,0,0,0,3,51,6,8,10,0,80,455,134,93,1722,72,2478,15,0,3,0,7,23,5,0,0,28,0,34,61,9,5,180,3,263,7,0,0,5,0,9,10,0,0,3,0,10,7,0,0,0,0,4,76,19,14,462,23,591,20,9,0,30,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,14,5,7,0,0,0,16,14,0,3,0,0,21,16,3,3,17,0,31,8,0,0,0,0,8,100,36,25,323,3,488,0,0,0,4,0,3,3,0,3,0,0,8,4,0,0,3,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,9,6,3,6,0,27,79,21,8,32,4,143,14,3,5,152,327,506,812,263,171,4343,477,6068,13,133
LGA60410,37,271,148,6300,169,6924,0,0,0,38,3,45,17,0,0,3,3,30,4,9,0,4,0,16,43,11,15,38,3,105,355,229,124,4359,213,5280,25,0,7,0,0,35,4,0,0,18,0,21,71,23,21,264,17,399,27,11,0,19,0,54,11,0,0,8,0,25,10,0,3,4,0,17,49,38,17,880,48,1032,37,34,4,59,3,135,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,12,16,4,0,3,0,23,14,12,0,3,3,29,78,18,10,37,5,140,3,0,0,4,0,7,70,60,23,560,31,742,9,3,0,0,0,6,0,0,0,0,0,0,7,0,0,6,0,20,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,8,8,0,24,0,38,86,24,15,115,11,252,17,14,5,646,960,1641,838,488,253,11187,1355,14122,25,296
LGA60610,50,521,327,8510,280,9687,0,0,0,27,0,27,54,8,0,39,4,102,26,9,0,3,3,35,108,55,21,90,0,277,838,419,263,5699,192,7410,40,0,12,3,3,59,14,0,3,12,4,31,107,51,24,392,16,589,16,4,0,12,0,25,12,12,0,5,0,25,48,6,5,7,0,61,103,77,39,1431,45,1692,29,36,3,65,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,5,0,25,7,3,5,6,0,23,34,23,14,13,0,91,35,10,3,14,0,59,13,0,0,4,0,16,220,107,64,1014,33,1442,21,7,0,0,6,34,36,4,5,3,0,44,13,0,0,19,0,39,20,0,0,0,0,24,4,0,3,0,0,7,0,0,0,0,0,0,27,10,7,35,3,75,216,55,34,147,26,473,37,18,16,602,759,1436,1835,867,522,14552,1277,19056,49,530
LGA60810,40,479,361,9356,234,10478,0,0,0,55,0,55,78,17,11,349,17,469,8,5,0,3,0,14,353,89,59,208,9,711,1109,429,310,6179,255,8290,44,0,16,0,0,61,25,0,3,22,0,48,105,18,18,340,12,498,6,10,0,6,0,29,12,7,0,0,0,32,17,11,4,11,0,43,131,73,45,1439,41,1729,25,21,9,64,9,132,6,0,0,0,0,8,3,0,0,9,0,13,0,0,0,0,0,0,11,9,4,12,3,36,14,5,8,12,0,30,30,14,15,12,0,75,29,7,7,15,0,49,3,0,0,0,0,8,208,88,68,1159,29,1550,7,10,0,0,0,14,10,3,4,0,0,15,14,3,0,6,0,20,4,0,7,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,38,7,6,43,0,100,176,65,11,118,8,383,27,23,4,592,703,1345,2124,840,610,15882,1204,20664,45,497
LGA61010,4,40,38,966,22,1073,0,0,0,14,0,14,0,0,0,0,0,3,0,0,0,0,0,0,14,3,0,3,0,17,70,33,31,798,25,966,3,0,0,0,0,5,0,0,0,0,0,0,7,6,3,35,3,55,4,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,19,3,3,140,0,166,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,6,0,0,0,0,12,3,3,0,0,0,4,0,0,0,0,0,0,34,0,9,103,0,145,3,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,12,9,0,8,0,25,0,0,0,71,116,192,163,63,55,1796,163,2244,3,46
LGA61210,16,157,134,3745,96,4156,0,0,0,23,0,28,10,0,0,7,0,19,5,0,0,0,0,5,75,35,20,41,3,170,315,126,105,2447,91,3089,16,0,3,0,0,22,3,0,0,5,0,6,38,9,9,139,3,203,0,0,0,3,0,4,5,0,0,4,0,13,11,3,3,10,0,25,54,28,17,633,13,751,3,4,0,22,0,30,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,29,4,6,0,0,39,31,12,10,5,3,62,11,3,0,17,0,33,0,0,0,4,3,9,96,42,22,458,8,626,0,0,0,0,0,4,9,0,0,3,0,11,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,21,64,20,20,44,0,155,13,7,4,248,200,479,684,274,211,6389,392,7956,15,160
LGA61410,121,1622,1109,20449,533,23837,0,4,0,71,0,78,124,17,8,52,9,198,64,26,4,14,3,108,336,118,85,185,9,731,2863,1408,937,14406,530,20143,72,0,17,0,0,96,49,6,11,96,3,158,417,123,68,958,54,1608,161,29,11,88,10,299,51,16,3,12,5,84,56,11,10,10,5,94,360,244,174,3982,83,4853,208,85,21,222,16,553,21,0,0,4,0,25,0,3,3,8,0,13,3,0,0,0,0,3,16,25,6,21,0,65,26,29,3,16,0,79,103,63,51,16,6,243,146,67,14,96,0,326,36,14,5,21,0,71,639,269,201,2457,59,3618,14,14,0,13,0,38,43,8,0,0,0,52,33,5,3,27,5,71,18,3,0,0,0,17,7,0,0,0,0,7,10,3,0,0,0,9,109,28,18,102,0,255,683,224,127,303,48,1391,84,51,31,1216,2479,3861,5747,2770,1782,35736,3604,49638,123,1658
LGA61510,30,173,129,3971,148,4449,0,0,0,22,0,24,8,0,0,3,0,8,0,4,0,0,0,5,38,10,4,24,3,83,448,165,112,3070,185,3974,9,0,0,0,0,13,11,0,0,19,0,33,50,18,6,188,0,266,9,0,0,0,0,18,5,4,0,3,0,11,4,3,0,0,0,8,72,34,9,652,18,782,14,10,0,27,3,58,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,9,0,7,0,3,22,21,8,6,3,3,44,21,4,3,9,0,28,0,0,0,0,0,4,105,36,12,329,3,498,9,0,3,0,0,12,3,0,0,0,0,5,0,0,0,8,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,13,0,39,84,17,13,43,9,169,11,10,5,333,559,920,828,305,200,7284,867,9478,26,218
LGA61610,54,559,398,10496,333,11841,0,0,0,58,0,62,36,0,4,34,0,79,7,3,0,7,0,17,187,50,48,102,15,400,1192,487,375,7397,302,9753,82,3,16,0,3,102,16,3,0,38,0,66,89,40,30,470,18,648,21,5,3,13,0,41,9,4,3,0,0,19,25,0,0,0,0,25,136,65,45,1807,59,2110,45,32,7,95,4,188,3,0,0,0,0,3,3,0,0,4,0,7,4,0,0,0,0,4,15,6,0,13,0,33,26,19,12,11,0,64,45,14,26,15,4,107,32,17,9,22,7,82,13,0,0,11,0,31,299,141,78,1302,43,1857,19,8,0,3,0,30,31,4,0,0,0,34,17,0,3,23,0,49,4,0,8,4,0,12,0,0,0,0,0,0,6,0,0,0,0,6,59,13,4,51,0,125,299,53,23,114,28,520,35,17,5,764,846,1670,2401,964,659,18482,1510,24015,41,566
LGA61810,7,150,113,3358,91,3718,0,0,0,3,0,3,3,0,0,18,0,22,0,0,0,0,0,3,62,8,19,27,6,115,250,110,89,2260,67,2777,7,0,0,3,0,9,3,0,0,13,0,16,34,11,13,183,0,239,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,49,9,6,362,12,435,18,18,0,39,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,13,0,3,3,0,19,14,8,3,3,0,26,5,0,0,5,0,11,0,3,0,0,0,4,49,25,18,413,6,513,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,8,0,22,63,22,13,34,8,135,13,4,7,219,282,526,497,232,174,5649,438,6996,10,123
LGA62010,0,15,18,406,8,440,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,10,37,17,10,237,3,307,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,22,0,35,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,11,4,3,71,0,90,6,3,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,55,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,18,4,0,0,17,17,37,95,27,26,684,29,859,3,15
LGA62210,23,195,142,2723,102,3191,0,0,0,11,0,11,13,0,0,14,0,23,3,4,0,3,0,10,61,11,16,46,0,133,415,180,128,1763,100,2584,9,0,0,0,0,9,3,0,0,5,0,9,60,30,4,114,3,213,4,0,0,0,0,4,12,3,0,3,0,23,6,0,4,0,0,10,64,27,14,432,8,543,25,24,0,38,6,91,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,7,5,6,0,3,0,11,12,13,3,4,0,36,6,0,0,3,0,12,0,0,0,0,0,0,131,40,32,281,9,498,6,0,0,0,0,4,5,0,0,0,0,11,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,11,0,36,47,16,15,25,0,101,21,7,5,230,302,562,831,348,223,4622,503,6529,21,203
LGA62410,10,79,79,1752,47,1969,0,0,0,5,0,9,11,0,3,3,0,22,3,3,0,3,0,5,23,4,3,14,0,43,252,91,74,1224,71,1702,6,0,3,0,0,13,11,0,0,5,0,13,30,0,9,86,3,129,3,4,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,33,15,10,308,12,376,14,9,0,16,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,11,5,3,0,3,0,8,18,0,0,8,0,28,0,0,0,0,0,0,46,18,15,237,10,329,9,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,32,47,13,0,25,0,83,8,0,3,95,215,319,474,156,130,3092,338,4188,13,78
LGA62610,108,1231,730,17972,608,20652,0,3,0,134,0,139,150,17,0,50,9,217,127,31,0,20,5,180,182,70,52,119,6,429,1762,1050,686,12181,563,16233,125,4,32,8,12,188,34,10,9,69,0,116,323,95,49,911,31,1419,163,51,13,75,0,300,40,20,0,25,0,90,121,14,13,25,0,170,235,167,91,3239,116,3853,320,125,44,268,21,776,9,0,3,0,0,9,22,11,3,9,0,43,5,4,0,0,0,9,21,13,0,13,3,43,40,12,3,16,3,73,53,40,28,18,8,141,411,91,23,88,14,622,39,11,0,3,3,57,376,217,151,1846,54,2643,74,17,3,9,3,115,19,4,4,5,0,32,65,6,9,31,4,117,20,5,0,0,0,22,12,10,5,0,0,25,26,0,6,0,0,28,62,18,10,66,0,155,908,214,80,309,42,1552,145,59,30,1152,2163,3554,5243,2228,1264,31229,3439,43414,112,1237
