LGA_CODE_2016,C11_Rel_NS_0_14,C11_Rel_NS_15_24,C11_Rel_NS_25_34,C11_Rel_NS_35_44,C11_Rel_NS_45_54,C11_Rel_NS_55_64,C11_Rel_NS_65_74,C11_Rel_NS_75_84,C11_Rel_NS_85ov,C11_Rel_NS_T,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85oe,C16_Buddhism_Tot,C16_Christ_Angli_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Anglic_85oe,C16_Christ_Anglic_Tot,C16_Chr_Ass_Apo_0_14,C16_Chr_Ass_Apo_15_24,C16_Chr_Ass_Apo_25_34,C16_Chr_Ass_Apo_35_44,C16_Chr_Ass_Apo_45_54,C16_Chr_Ass_Apo_55_64,C16_Chr_Ass_Apo_65_74,C16_Chr_Ass_Apo_75_84,C16_Chr_Ass_Apo_85ov,C16_Chr_Ass_Apo_Tot,C16_Chr_Bapt_0_14,C16_Chr_Bapt_15_24,C16_Chr_Bapt_25_34,C16_Chr_Bapt_35_44,C16_Chr_Bapt_45_54,C16_Chr_Bapt_55_64,C16_Chr_Bapt_65_74,C16_Chr_Bapt_75_84,C16_Chr_Bapt_85ov,C16_Chr_Bapt_Tot,C16_Chr_Breth_0_14,C16_Chr_Bret_15_24,C16_Chr_Bret_25_34,C16_Chr_Bret_35_44,C16_Chr_Bret_45_54,C16_Chr_Bret_55_64,C16_Chr_Bret_65_74,C16_Chr_Bret_75_84,C16_Chr_Breth_85ov,C16_Chr_Bret_To,C16_Chr_Cath_0_14,C16_Chr_Cath_15_24,C16_Chr_Cath_25_34,C16_Chr_Cath_35_44,C16_Chr_Cath_45_54,C16_Chr_Cath_55_64,C16_Chr_Cath_65_74,C16_Chr_Cath_75_84,C16_Chr_Catho_85ov,C16_Chr_Catho_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_To,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot,C16_C_La_Da_Sai_0_14,C16_C_La_Da_Sa_15_24,C16_C_La_Da_Sa_25_34,C16_C_La_Da_Sa_35_44,C16_C_La_Da_Sa_45_54,C16_C_La_Da_Sa_55_64,C16_C_La_Da_Sa_65_74,C16_C_La_Da_Sa_75_84,C16_C_Lat_Da_Sa_85ov,C16_C_Lat_Da_Sa_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Ort_To,C16_C_Oth_Pro_0_14,C16_C_Oth_Pro_15_24,C16_C_Oth_Pro_25_34,C16_C_Oth_Pro_35_44,C16_C_Oth_Pro_45_54,C16_C_Oth_Pro_55_64,C16_C_Oth_Pro_65_74,C16_C_Oth_Pro_75_84,C16_C_Oth_Pro_85ov,C16_C_Oth_Pro_Tot,C16_C_Pent_0_14,C16_C_Pent_15_24,C16_C_Pent_25_34,C16_C_Pent_35_44,C16_C_Pent_45_54,C16_C_Pent_55_64,C16_C_Pent_65_74,C16_C_Pent_75_84,C16_C_Pent_85ov,C16_C_Pent_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_Chr_Unit_Ch_0_14,C16_Chr_Unit_Ch_15_24,C16_Chr_Unit_Ch_25_34,C16_Chr_Unit_Ch_35_44,C16_Chr_Unit_Ch_45_54,C16_Chr_Unit_Ch_55_64,C16_Chr_Unit_Ch_65_74,C16_Chr_Unit_Ch_75_84,C16_Chr_Unit_Ch_85ov,C16_Chr_Unit_Ch_Tot
LGA41960,35,12,14,19,20,30,7,8,3,142,223,128,100,159,156,227,142,63,22,1213,0,3,0,0,3,0,0,0,0,11,15,4,9,11,30,24,34,7,3,149,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,20,0,0,0,0,0,0,0,0,0,3,34,9,15,18,17,26,24,3,5,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,26,14,7,19,11,5,17,3,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,11,16,40,46,65,22,14,242
LGA42030,458,349,219,282,266,189,163,125,46,2091,3737,2768,2320,2570,3017,2413,1862,1356,494,20537,33,13,31,27,39,25,12,7,0,179,380,289,259,272,487,547,507,376,164,3278,0,0,0,0,0,0,0,0,0,0,47,44,29,36,44,57,42,27,15,351,0,0,0,0,0,0,3,0,0,3,618,411,410,392,494,468,342,232,78,3446,14,3,4,16,10,23,20,9,5,108,24,31,16,16,29,13,11,14,3,154,18,8,15,22,23,21,21,21,7,143,5,5,0,3,4,0,0,4,0,31,142,128,84,90,143,154,142,89,53,1020,0,0,4,0,0,0,0,0,0,4,17,6,6,8,29,20,25,18,5,123,41,45,25,25,63,49,35,25,10,322,11,8,10,11,18,47,42,36,22,204,6,3,3,7,4,11,16,11,3,61,0,3,3,3,3,3,13,9,0,34,150,165,102,152,235,309,334,260,103,1812
LGA42110,70,30,19,49,51,41,42,18,16,336,773,424,299,492,689,628,472,268,117,4163,0,0,3,5,3,3,4,0,0,20,58,25,28,39,82,106,108,39,11,500,0,0,0,0,0,0,0,0,0,0,13,3,5,4,0,6,7,4,0,43,0,0,0,0,0,0,0,0,0,0,122,53,49,67,68,106,56,47,4,573,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,3,118,62,46,75,81,113,71,63,27,649,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,5,0,0,11,0,3,3,0,3,4,4,0,0,17,0,9,0,3,7,10,6,4,3,34,0,0,0,0,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,8,81,39,32,74,81,99,96,62,26,587
LGA42250,163,87,105,140,147,139,88,46,23,938,1656,835,694,1202,1310,1187,619,267,82,7856,0,3,4,3,0,10,0,0,0,21,90,56,49,68,153,161,157,50,20,805,0,0,0,0,0,0,0,0,0,0,29,6,10,24,19,19,11,5,0,119,5,0,0,3,0,0,0,0,0,7,319,172,124,182,267,216,132,67,25,1497,0,0,0,0,0,4,6,0,0,9,0,0,0,3,8,0,6,0,0,20,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,3,0,0,0,6,54,28,17,35,45,48,30,22,7,284,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,19,13,4,3,3,7,16,9,0,0,50,29,33,20,39,85,126,101,50,11,499,10,0,0,7,4,5,11,4,0,46,0,0,0,0,0,0,0,0,0,3,71,83,17,62,116,113,98,37,14,611
LGA42600,364,472,458,407,442,431,250,252,200,3277,4358,4307,4120,4155,5176,5025,3104,2628,1722,34604,26,45,43,67,54,52,32,10,0,316,422,312,214,380,670,776,893,630,450,4741,0,0,0,0,0,0,0,0,0,0,49,34,52,57,56,63,73,60,36,480,0,0,0,0,0,0,0,0,0,0,1056,905,695,782,1048,1130,809,507,291,7218,4,0,3,0,8,20,30,27,22,116,113,62,39,81,106,75,53,46,16,594,8,3,7,8,12,6,7,10,4,72,10,12,3,10,4,8,9,3,3,60,113,68,59,62,95,104,105,57,37,713,0,0,3,0,0,0,3,0,0,9,5,4,12,10,11,17,20,8,24,113,25,23,13,33,31,30,23,3,4,193,13,21,16,29,51,77,97,54,42,398,7,0,0,3,6,15,0,11,5,50,0,3,3,0,7,0,3,0,0,14,156,158,100,152,292,483,564,359,277,2540
LGA42750,118,39,61,74,95,82,67,26,14,577,793,344,431,558,753,794,446,204,102,4416,0,5,9,3,11,5,3,0,0,44,33,19,17,30,79,121,137,75,31,550,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,10,0,3,26,0,0,0,0,0,0,0,0,0,0,55,41,56,50,82,94,65,29,11,480,3,0,0,3,0,3,0,0,0,12,3,0,0,6,4,3,0,0,0,17,4,7,0,3,0,0,4,0,0,17,0,7,3,3,0,0,9,0,0,25,19,5,5,10,15,17,28,8,4,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,15,14,6,3,6,7,3,3,3,0,44,3,0,0,3,8,8,8,3,3,39,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,5,0,0,0,11,43,26,19,30,52,94,102,44,29,447
LGA43080,17,10,8,19,17,20,10,9,0,97,194,96,63,140,170,182,89,76,22,1033,0,0,0,0,0,0,0,0,0,0,15,3,3,12,11,17,18,9,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,5,11,11,23,14,18,6,5,104,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,10,8,29,25,13,14,3,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,31,16,3,30,30,54,36,22,18,236
LGA43220,20,0,11,9,6,16,10,12,15,99,215,97,131,119,160,154,103,83,32,1089,0,0,0,0,0,0,0,0,0,0,13,3,9,9,15,6,5,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,3,25,18,16,19,14,4,6,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,3,4,3,12,3,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,3,3,3,0,7,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,15,11,30,39,59,44,38,16,294
LGA43360,60,21,39,27,45,42,21,23,19,295,362,237,227,258,310,388,277,174,55,2280,0,0,4,0,0,4,0,0,0,10,49,19,23,18,51,81,72,54,16,385,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,27,23,26,21,33,40,37,19,8,243,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,9,5,8,12,11,12,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,6,4,6,8,6,9,3,0,45,3,0,0,0,4,10,10,6,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,16,28,39,89,103,51,22,405
LGA43650,314,168,128,195,202,138,72,50,19,1276,3109,1729,1395,2071,2330,1601,933,438,181,13783,10,12,12,18,16,11,3,0,0,92,254,163,128,218,326,305,222,103,27,1748,0,0,0,0,0,0,0,0,0,0,42,23,17,23,30,21,24,3,0,169,0,0,0,0,0,0,0,0,0,0,480,262,196,308,354,243,158,71,19,2079,7,3,3,7,10,10,0,0,3,39,10,3,6,4,4,11,3,4,0,44,10,4,8,10,9,14,12,5,4,75,0,0,0,0,0,3,0,0,0,4,369,189,153,217,218,273,194,79,36,1745,0,0,3,0,0,0,0,0,0,3,9,5,7,3,4,9,5,5,5,51,32,16,6,14,21,23,17,7,0,132,13,9,3,6,28,19,19,6,5,114,4,3,0,5,5,3,8,0,0,33,0,3,0,3,0,8,0,0,0,18,179,100,99,136,202,224,145,71,22,1184
LGA43710,102,57,52,97,109,56,36,20,0,528,1086,496,482,723,801,660,430,193,54,4916,4,0,4,3,8,4,4,0,0,36,79,52,28,54,140,111,108,49,11,636,0,0,0,0,0,0,0,0,0,0,17,3,6,9,3,13,3,5,0,52,0,0,0,0,0,0,0,0,0,0,184,93,82,120,138,100,80,28,14,835,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,9,4,0,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,59,18,23,33,41,38,30,25,5,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,25,9,15,10,16,7,3,0,0,93,0,0,0,0,3,3,11,9,0,34,5,3,0,3,3,8,6,0,0,25,3,0,0,0,0,0,0,0,0,6,99,46,41,80,106,126,112,48,17,677
LGA43790,213,131,75,115,150,107,81,51,28,953,2147,1245,1027,1466,1632,1641,1159,636,331,11288,9,5,14,7,7,6,3,0,0,51,91,81,53,78,158,208,237,115,73,1084,0,0,0,0,0,0,0,0,0,0,4,7,7,4,10,15,15,5,3,75,0,0,0,0,0,0,0,0,0,0,227,115,117,155,175,177,145,82,31,1225,13,8,3,10,14,14,12,10,4,78,22,8,11,24,21,15,27,21,3,145,5,3,3,4,8,3,10,4,0,42,0,0,0,0,0,3,0,0,0,9,363,196,151,213,289,329,304,181,86,2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,9,26,9,5,4,4,10,12,3,0,0,57,3,0,6,3,9,21,23,12,3,84,3,0,3,3,3,0,6,3,0,27,14,0,7,6,5,5,10,7,0,58,82,70,44,86,180,228,251,139,62,1141
LGA43920,184,129,95,122,175,115,67,22,4,914,1702,1061,824,1321,1468,1084,591,224,72,8346,14,6,9,19,20,8,3,0,0,86,145,108,85,130,222,221,162,56,17,1149,0,0,0,0,0,0,0,0,0,0,24,10,5,8,10,19,7,0,0,83,0,0,0,0,0,0,0,0,0,0,308,194,183,196,275,193,127,56,17,1551,0,0,0,0,0,5,4,0,0,19,36,20,12,24,15,11,18,11,0,154,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,3,0,0,9,44,13,13,36,31,29,17,3,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,6,0,0,25,8,12,4,17,12,8,5,3,0,70,3,3,0,4,10,10,25,5,0,58,6,4,0,6,8,8,3,3,0,35,0,0,0,0,0,0,3,0,0,12,128,80,59,91,140,164,143,64,26,893
LGA44000,0,0,0,0,3,3,0,0,0,10,18,12,3,13,14,8,3,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,1300,1034,1022,963,1001,842,464,519,371,7512,13464,11099,11531,11178,11603,10253,6370,5085,2416,82991,176,171,294,282,206,194,90,26,14,1459,776,684,548,875,1342,1577,1438,997,596,8837,0,0,0,0,0,0,0,0,0,0,213,184,191,208,244,234,192,113,64,1656,0,0,3,4,0,3,0,3,0,20,2623,2000,1821,1990,2202,2319,1603,1049,540,16144,25,15,18,28,33,55,90,68,31,358,268,246,224,230,353,240,194,197,57,2008,26,8,21,34,28,27,20,12,7,180,40,26,24,29,24,30,12,12,3,197,187,162,181,177,183,271,155,89,84,1499,41,33,36,26,27,14,11,8,3,202,27,27,30,34,45,67,44,33,23,335,163,110,109,119,111,116,72,29,28,856,58,38,59,65,92,160,168,125,71,830,13,3,3,22,19,23,32,20,21,164,12,25,12,18,10,18,11,3,4,115,519,427,390,439,674,1005,962,637,458,5509
LGA44210,167,106,125,181,184,166,119,45,13,1096,1242,736,623,1014,1323,1527,1063,476,138,8136,4,4,7,11,13,16,12,3,0,64,45,43,32,39,122,212,248,105,21,869,0,0,0,0,0,0,0,0,0,0,12,6,8,4,13,30,24,10,5,109,0,0,0,0,0,0,0,0,0,0,103,74,56,73,130,169,118,55,12,796,0,0,0,0,0,4,3,6,0,15,0,0,0,0,0,4,3,3,0,11,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,4,176,132,75,114,213,190,161,94,47,1211,0,0,0,0,0,0,0,0,0,0,0,4,6,3,8,13,15,0,3,49,3,3,4,4,4,13,5,0,0,41,3,0,0,3,20,15,26,12,3,83,0,0,0,0,0,12,9,0,0,17,0,0,0,3,3,0,0,0,0,9,89,45,39,70,105,219,206,99,34,906
LGA44340,849,726,546,651,671,584,326,252,146,4753,10982,8495,6840,8527,8911,8085,5444,3661,1964,62899,88,85,145,169,127,126,65,17,9,829,899,616,336,687,1066,1091,1191,768,547,7195,0,0,0,0,0,0,0,0,0,0,239,213,146,177,204,223,189,138,68,1584,36,38,35,16,20,17,10,5,3,183,1906,1309,850,1248,1562,1277,986,611,294,10057,23,20,12,17,37,48,45,43,26,278,323,303,196,243,406,284,237,221,54,2265,4,0,15,10,11,20,4,10,3,76,8,9,10,4,4,3,5,0,0,42,241,193,96,181,222,195,178,157,110,1576,16,3,9,8,0,0,0,0,0,46,16,13,22,12,21,27,25,18,22,166,106,73,50,72,71,59,57,12,4,504,40,22,41,42,70,87,117,72,53,552,4,5,4,8,12,20,8,5,5,71,6,3,7,8,4,4,5,5,0,49,508,410,224,404,602,781,841,569,420,4761
LGA44550,659,360,303,395,372,282,151,61,30,2617,6514,3715,3233,4575,4402,3705,2109,1057,452,29766,39,38,52,56,59,37,25,0,0,295,417,330,217,363,591,601,534,313,147,3502,0,0,0,0,0,0,0,0,0,0,169,90,94,104,98,84,76,23,6,739,16,24,14,9,8,6,7,0,0,89,821,518,389,569,628,519,356,156,62,4023,3,4,3,4,9,12,25,18,4,88,32,13,18,14,23,14,8,0,0,128,15,13,12,23,19,16,12,9,11,140,26,24,21,8,14,20,13,6,0,129,466,228,176,237,299,228,221,116,52,2017,0,0,0,0,4,0,3,0,0,11,8,4,3,12,7,35,24,4,16,113,83,73,60,51,63,72,47,8,3,464,13,13,12,30,39,72,78,41,26,327,12,7,10,8,20,11,12,6,8,90,19,5,8,13,10,4,8,4,0,65,325,247,183,259,386,448,452,225,113,2630
LGA44620,537,326,348,314,275,242,159,138,52,2395,5248,3223,3232,3224,3427,2947,2032,1389,527,25249,21,19,22,27,32,20,13,3,0,151,255,151,132,209,347,425,402,255,123,2302,0,0,0,0,0,0,0,0,0,0,175,80,84,87,73,83,63,32,14,685,31,19,22,9,12,9,8,3,3,108,885,538,512,561,705,631,505,336,133,4810,0,3,5,0,7,7,5,3,0,30,19,11,5,16,20,19,7,15,0,109,12,4,12,16,13,20,6,3,0,95,10,9,12,6,5,17,5,0,3,63,113,47,54,63,83,123,67,47,16,613,3,0,3,5,0,0,0,3,3,17,21,5,12,8,11,18,10,3,7,102,80,42,43,40,44,28,43,13,5,342,101,80,86,86,195,281,246,191,101,1371,8,9,10,16,30,22,26,21,6,147,9,8,3,9,6,5,4,0,0,45,164,136,91,145,222,319,291,185,104,1656
LGA44830,73,29,26,36,64,46,44,13,0,331,479,252,221,287,513,482,375,192,74,2874,3,7,0,3,5,6,3,4,0,23,22,26,16,26,48,73,73,26,12,330,0,0,0,0,0,0,0,0,0,0,4,0,4,0,9,6,3,4,0,36,0,0,0,0,0,0,0,3,0,6,86,34,30,38,54,62,55,23,6,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,32,13,13,18,23,40,25,12,7,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,8,0,0,0,0,9,3,0,0,0,0,11,10,8,0,32,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,6,34,36,28,30,77,134,105,71,38,546
LGA45040,569,383,358,421,316,220,167,108,50,2595,3785,2592,2205,2665,2714,2359,1870,1143,406,19742,30,25,76,46,27,18,4,0,0,230,185,115,125,134,247,305,276,196,62,1646,0,0,0,0,0,0,0,0,0,0,28,32,14,24,25,41,31,10,0,217,0,0,0,0,0,0,0,0,0,0,518,373,304,374,394,333,306,169,53,2829,5,6,6,3,4,22,20,19,15,106,3,0,3,9,7,8,5,0,0,43,20,20,13,20,25,24,38,20,4,178,15,16,9,5,10,5,4,3,0,68,235,156,123,132,228,237,269,190,77,1651,0,0,0,4,0,0,0,0,0,3,8,0,12,10,9,15,12,7,3,73,73,61,34,34,41,35,27,9,7,329,5,5,10,10,33,40,58,34,10,215,4,3,0,6,11,16,11,9,5,67,9,6,0,4,12,5,12,3,4,62,216,150,108,140,266,339,426,289,149,2079
LGA45090,185,104,87,80,102,88,62,42,22,772,1620,882,1021,1089,1191,1042,667,404,205,8115,33,14,27,24,14,13,8,0,0,144,160,78,77,116,167,178,167,97,46,1089,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,7,5,3,0,38,0,0,0,0,0,0,0,0,0,0,254,143,155,171,168,132,98,47,26,1193,8,3,0,5,6,11,20,7,3,68,0,0,0,0,0,0,0,3,0,8,0,3,9,3,3,0,4,3,0,25,7,3,3,6,7,0,0,0,0,25,59,29,24,44,50,52,33,21,9,316,0,0,0,0,0,0,0,0,0,0,5,0,5,10,0,7,0,0,3,37,43,11,22,31,5,15,13,0,0,140,37,25,11,31,58,69,92,57,20,412,0,0,0,3,0,0,0,0,0,9,10,0,0,4,0,0,4,0,0,17,124,95,72,92,175,211,180,113,48,1117
LGA45120,67,54,29,35,64,52,42,23,8,371,832,415,440,486,707,698,500,298,127,4505,0,3,0,4,6,0,3,0,0,20,75,18,35,51,67,103,94,50,19,514,0,0,0,0,0,0,0,0,0,0,8,7,6,6,10,11,9,3,7,70,0,0,0,0,0,0,0,0,0,0,222,108,105,97,116,125,112,44,29,965,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,9,49,15,15,19,25,44,33,14,15,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,4,0,5,3,11,12,3,0,37,0,0,3,4,5,13,10,8,0,40,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,3,0,0,3,80,40,44,75,108,161,159,90,37,790
LGA45290,457,441,537,377,419,299,230,158,101,3019,4855,4898,5657,4763,4543,3906,2708,2266,1282,34887,54,93,148,124,88,65,41,11,7,630,301,248,261,271,438,481,565,331,196,3086,0,0,0,0,0,0,0,0,0,0,52,42,54,40,56,29,48,26,9,350,0,0,0,0,0,0,0,0,0,0,1270,994,825,1033,1312,1011,772,858,409,8482,0,0,0,3,3,13,15,12,17,55,186,135,95,148,239,147,111,132,63,1248,8,10,19,8,21,16,14,10,4,102,10,16,14,6,0,10,13,3,0,68,63,46,63,56,63,78,80,82,98,638,12,0,6,8,0,0,0,0,0,32,18,8,11,15,12,16,15,11,9,111,38,22,59,34,27,34,29,21,12,277,36,37,25,36,45,57,51,48,9,342,8,0,4,5,8,6,16,10,12,77,0,0,3,3,0,0,3,0,0,18,135,144,89,150,199,274,271,187,147,1598
LGA45340,3435,2272,2005,2132,2140,1760,1076,663,393,15871,31107,20830,20147,21922,22587,20919,12368,6873,2822,159575,163,168,236,311,254,181,88,15,8,1420,1941,1542,1103,1846,3147,3444,3563,1905,893,19379,0,0,0,0,0,0,0,0,0,0,434,335,320,300,414,516,412,255,115,3109,52,27,33,25,25,12,13,11,5,210,4115,2689,2538,3025,3332,3242,2753,1131,427,23250,47,33,33,42,49,129,118,75,40,555,195,183,174,157,262,234,151,91,25,1477,104,77,77,109,107,104,126,59,31,795,97,61,38,47,47,60,54,19,5,431,503,321,285,341,417,538,455,248,96,3201,22,11,17,11,14,6,6,4,0,89,59,48,48,57,118,154,145,78,61,770,337,230,205,256,199,275,205,95,25,1833,105,86,78,96,200,323,418,214,87,1608,29,9,17,37,43,74,57,32,18,318,46,30,32,35,39,42,30,26,8,291,1181,908,665,982,1426,2077,2216,984,450,10887
