LGA_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
LGA54200,3,3,3,0,0,10,15,65,263,336,315,105,211,142,84,1563,0,0,0,3,7,12,19,22,57,42,50,23,13,23,31,309,0,0,0,0,0,3,3,5,17,13,20,12,6,9,19,101,0,0,0,0,0,0,0,0,3,8,6,6,4,7,15,52,22,5,3,3,22,13,23,31,96,87,57,26,27,26,52,493,0,0,0,0,0,0,0,0,6,0,4,3,0,0,622,635,31,13,5,8,34,43,70,158,721,1009,1134,916,1090,923,1144,7291,0,0,0,0,0,8,25,50,207,147,121,57,53,28,89,792,0,0,10,17,30,62,61,82,116,51,30,13,8,0,55,546,0,0,0,0,0,3,0,6,10,15,8,5,3,0,12,61,7,3,8,5,18,16,9,8,13,4,5,3,3,0,12,130,21,16,23,56,58,85,65,51,127,46,31,25,4,3,78,692,0,0,3,0,0,0,0,0
LGA54280,0,0,0,0,0,4,14,14,88,192,261,51,144,52,36,866,0,0,3,0,3,0,3,3,18,16,15,4,8,6,8,96,0,0,0,0,0,0,0,0,3,7,11,5,12,3,10,58,0,0,0,0,0,0,0,0,0,3,5,8,10,7,13,42,5,4,3,0,11,3,19,10,24,10,7,4,6,8,23,127,0,0,0,0,0,0,0,0,0,3,0,0,0,0,332,337,12,4,8,0,16,15,36,39,218,389,588,487,691,571,540,3609,0,0,0,0,3,10,18,25,85,72,67,27,18,12,44,378,0,0,8,13,9,19,24,27,31,17,5,4,5,0,19,186,0,0,0,0,4,4,3,3,9,0,3,0,0,0,3,27,3,5,5,3,10,5,10,5,10,0,3,0,3,0,6,65,17,9,19,33,33,45,32,35,32,27,15,3,4,3,30,324,0,0,0,0,0,0,0,0
LGA54310,0,0,0,0,0,0,4,10,33,73,204,50,195,116,31,724,0,0,0,0,0,3,4,3,8,10,15,0,5,13,4,68,0,0,0,0,0,3,0,0,3,3,12,9,15,8,8,56,0,0,0,0,0,0,0,0,0,0,5,3,7,4,3,36,8,0,3,6,13,11,13,9,12,5,6,0,6,3,18,112,0,0,0,0,0,0,0,0,0,0,3,0,4,0,174,188,11,0,6,6,13,16,22,37,81,165,405,269,557,706,363,2647,0,0,0,0,0,0,7,15,38,43,41,12,31,16,14,226,0,0,3,0,3,6,11,3,6,8,4,0,6,0,3,54,0,0,0,3,0,0,3,0,4,3,4,0,0,0,0,19,7,0,6,5,5,3,0,0,3,0,3,0,0,0,7,43,9,8,13,17,28,28,20,14,14,3,3,3,6,0,31,179,0,0,0,0,0,0,0,0
LGA54340,0,0,0,0,0,0,6,9,15,23,9,3,0,0,11,79,0,0,0,0,0,0,0,4,3,3,0,0,0,0,3,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,4,4,4,9,9,6,0,0,0,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,0,0,0,0,6,10,16,19,62,62,45,30,24,27,65,380,0,0,0,0,0,0,4,3,9,3,0,0,0,0,5,27,0,0,0,0,0,8,6,4,8,3,0,0,0,0,9,36,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,3,3,6,15,0,6,0,0,0,3,0,13,67,0,3,0,0,0,0,0,0
LGA54410,0,0,0,0,0,0,0,4,7,9,0,0,0,3,0,29,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,4,3,0,11,27,18,12,7,7,7,24,116,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,7,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,6,16,8,8,6,8,9,14,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA54550,0,0,0,0,0,0,0,4,8,6,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,4,3,7,8,23,39,24,17,16,23,40,205,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,14,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,3,3,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0
LGA54620,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,6,9,11,19,10,8,5,19,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,0,4,8,7,8,3,0,15,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,7,17,8,15,3,4,6,22,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
LGA54830,4,0,0,0,3,15,16,75,327,293,222,62,100,35,59,1218,0,0,0,0,8,17,15,41,74,40,19,21,9,11,25,269,0,0,0,0,0,8,6,3,16,16,16,10,0,4,13,93,0,0,0,0,0,0,0,0,10,8,3,8,3,7,10,37,12,5,7,0,20,17,43,41,79,40,29,9,11,7,49,377,0,0,0,0,0,0,0,0,3,3,0,0,0,0,398,410,18,9,11,3,39,59,88,187,734,814,787,521,472,249,686,4668,3,0,0,0,0,10,16,53,158,85,72,29,8,11,48,489,0,0,7,14,24,58,60,50,62,30,17,9,4,0,26,370,0,0,0,0,0,3,6,4,3,7,3,0,0,0,6,36,11,0,20,16,25,31,32,21,15,4,3,0,0,0,18,205,24,12,40,65,90,118,92,70,89,33,22,13,5,3,61,734,0,0,0,0,0,4,0,0
LGA54900,0,0,0,0,0,0,0,3,10,5,6,3,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,9,8,13,21,19,18,10,16,29,134,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,7,7,3,4,0,3,4,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,0,3,4,0,0,0,0,0,0,4,23,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,0,0,0,6,11,5,3,3,0,0,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,3,14,18,15,4,16,3,15,87,0,0,0,0,0,0,0,0,3,7,3,0,3,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0
LGA55110,3,0,0,3,4,15,24,65,345,381,381,102,187,126,102,1746,0,3,5,10,14,23,33,60,123,60,40,18,26,12,45,476,0,0,0,0,0,0,6,12,33,28,40,6,17,12,22,182,0,0,0,0,0,0,0,0,7,0,11,14,11,11,16,66,30,11,7,9,48,37,56,82,139,65,41,25,16,19,79,653,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1071,1083,41,14,20,19,75,78,141,264,964,1037,1190,893,986,886,1667,8261,3,0,0,3,0,22,40,73,210,152,101,49,51,16,107,829,0,7,17,42,54,135,134,105,154,63,29,12,6,0,68,827,0,0,3,3,3,13,12,3,27,14,8,0,5,0,16,109,18,9,33,36,38,59,33,19,27,5,0,0,0,0,22,295,62,27,58,95,161,252,193,157,170,73,34,7,16,10,150,1464,4,0,0,0,0,0,0,0
LGA55180,0,0,0,0,0,0,3,15,48,35,16,3,3,8,3,132,0,0,0,0,0,5,7,9,12,3,0,0,0,0,3,42,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,4,0,0,3,5,15,0,0,0,0,3,3,11,13,9,7,5,3,0,4,14,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,77,4,3,4,3,9,11,29,55,150,148,122,90,70,43,163,895,0,0,3,0,0,3,11,5,22,13,9,6,4,0,11,83,0,0,3,10,8,15,14,10,15,4,5,0,0,0,6,87,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,0,0,3,3,3,0,0,0,0,0,0,0,0,3,29,9,0,8,12,21,17,15,14,12,8,0,0,0,0,15,124,0,0,0,0,0,0,0,0
LGA55250,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,3,4,3,12,5,4,3,0,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,6,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0
LGA55320,3,3,4,4,3,16,12,50,237,315,482,177,557,504,133,2504,3,4,8,12,16,28,30,68,87,70,65,55,68,80,44,628,0,0,0,0,3,3,6,6,14,17,20,10,12,26,15,142,0,0,0,0,0,0,0,0,0,6,6,13,14,27,6,68,44,10,21,9,27,36,42,42,130,137,83,67,86,77,101,920,0,0,0,0,0,0,0,0,0,3,4,0,3,3,1101,1116,58,19,37,23,52,103,113,217,769,1023,1431,1344,2221,3393,1930,12725,3,0,3,3,4,21,34,55,214,240,212,67,110,67,139,1175,0,10,16,22,40,75,76,93,198,105,62,26,21,11,85,849,0,0,0,0,0,7,3,6,13,11,7,10,4,0,19,84,17,8,14,10,18,16,8,8,20,11,3,0,0,3,16,155,77,22,44,51,66,99,119,104,198,114,70,40,19,17,126,1167,0,0,0,0,0,0,4,3
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,4,8,3,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
LGA55460,0,0,0,0,0,0,6,3,15,20,5,4,3,3,3,58,0,0,0,0,3,4,0,3,5,0,5,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,5,8,5,10,42,45,50,40,27,24,47,317,0,0,0,0,0,0,0,3,11,7,0,0,3,0,4,29,0,0,0,0,0,3,3,12,0,0,0,0,0,0,4,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,0,5,5,4,3,3,4,0,0,0,0,0,9,46,0,0,0,0,0,0,0,0
LGA55530,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,10,4,3,3,3,0,16,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0
LGA55600,0,0,0,0,0,0,0,3,11,10,13,0,5,4,0,53,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,4,0,3,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,3,0,6,3,7,5,35,43,44,26,23,13,46,262,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,9,0,0,0,0,0,3,3,0,10,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,7,6,0,5,3,0,0,0,0,9,37,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,0,0,0,3,3,5,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,10,10,7,4,4,3,16,70,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
LGA55740,0,0,0,0,0,0,3,0,16,17,22,12,56,72,21,216,0,0,0,0,0,4,3,4,6,10,4,3,12,12,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,12,0,0,0,0,0,0,4,0,8,3,5,7,5,6,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,69,0,0,0,4,4,5,10,4,44,50,62,69,156,424,153,991,0,3,0,0,0,0,0,5,13,13,6,4,14,9,10,84,0,0,0,0,3,4,12,7,10,10,4,3,3,0,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,17,11,3,3,0,9,6,10,8,10,11,10,0,3,4,5,85,0,0,0,0,0,0,0,0
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,4,6,4,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,3,13,11,7,6,3,3,13,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
