LGA_CODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
LGA24130,0,0,4,8,0,9,0,0,0,11,10,14,41,3,19,4,91,1050,183,696,73,127,87,2211,3,9,74,14,14,67,182,3,12,6,19,0,0,44,8,53,39,5,4,0,115,15,31,47,17,8,0,110,43,13,53,11,15,0,131,102,19,90,8,14,0,237,424,10,149,0,12,6,595,478,3,103,0,4,0,600,137,0,32,0,3,0,175,43,0,7,0,0,0,48,13,0,5,0,0,0,18,3,0,4,0,0,0,5,0,0,0,0,0,0,0,7,0,7,0,0,0,15,28,15,26,5,18,3,98,1311,159,653,81,95,80,2385
LGA24210,0,0,18,49,0,11,0,0,0,64,97,6,118,13,29,8,272,4316,146,1380,69,118,146,6170,19,3,228,10,16,123,396,4,0,3,3,0,0,9,25,60,43,9,3,0,137,22,39,68,19,18,3,163,20,7,32,6,3,0,76,73,12,84,11,6,0,184,489,28,214,13,12,3,751,2221,10,359,7,29,9,2628,1470,0,210,4,14,5,1698,631,3,72,0,3,3,716,210,0,20,0,4,0,236,80,0,10,0,0,0,94,27,0,6,0,0,0,34,80,0,22,0,3,0,99,135,19,136,16,15,12,331,5507,179,1511,82,116,163,7558
LGA24250,0,0,0,0,0,3,0,0,0,3,8,7,15,0,35,0,57,243,63,215,3,73,45,646,0,4,23,0,30,36,91,0,3,0,0,0,0,9,3,35,20,0,3,0,60,22,10,28,0,4,0,74,22,5,28,0,8,0,63,54,0,24,0,0,0,77,120,0,42,0,3,0,166,41,0,11,0,0,0,55,3,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,6,0,11,0,16,0,32,289,54,194,0,69,42,651
LGA24330,0,0,12,38,0,13,0,3,0,53,101,102,107,16,27,17,372,6446,1535,1983,220,312,154,10653,26,98,121,13,11,79,353,7,73,18,10,6,4,110,69,616,88,28,20,4,821,254,226,133,52,18,5,689,434,134,115,31,17,13,733,962,106,226,47,40,8,1389,2502,97,479,38,92,18,3225,3101,54,407,11,34,7,3616,1244,16,207,0,17,0,1482,419,5,62,0,3,0,497,141,3,29,0,0,0,174,46,0,9,0,9,0,65,15,0,3,0,5,0,30,72,0,16,0,17,0,112,166,92,162,7,27,13,469,9466,1514,2064,244,316,153,13752
LGA24410,0,0,10,40,0,13,0,0,0,47,101,69,78,10,17,24,292,5478,887,1784,219,113,147,8624,15,34,126,11,3,75,265,6,27,8,6,3,3,57,17,321,66,28,4,3,435,38,119,109,103,8,5,377,52,66,87,20,4,6,232,277,52,194,26,12,3,566,2454,73,474,12,29,11,3047,2745,43,392,7,14,4,3204,699,10,79,0,4,3,800,141,0,20,0,0,0,164,32,3,11,0,0,0,52,14,0,7,0,0,0,23,8,0,0,0,0,0,8,41,0,3,0,0,0,46,133,64,90,16,14,5,328,6668,813,1671,234,102,117,9605
LGA24600,11,3,285,445,0,124,0,30,4,603,385,131,247,36,81,41,927,18695,2316,4105,610,588,337,26653,105,115,614,29,68,214,1141,6,141,11,7,4,0,164,77,882,122,33,22,9,1137,176,389,211,82,41,5,898,165,173,163,53,14,4,575,831,258,350,105,76,6,1630,2985,261,639,152,129,21,4180,7884,130,999,83,169,25,9291,7577,47,973,46,117,29,8786,4583,25,620,18,86,11,5342,1896,9,299,5,32,11,2251,874,3,170,4,16,3,1072,431,0,106,0,15,0,558,782,0,235,0,29,9,1054,552,145,377,57,96,46,1278,28896,2581,5886,671,910,397,39352
LGA24650,0,0,0,29,0,11,0,0,0,42,89,18,84,14,18,9,236,4727,359,1474,103,229,122,7010,21,24,134,4,10,71,263,3,21,11,4,6,0,45,23,105,47,8,13,0,189,45,56,117,23,49,3,293,115,35,142,23,21,7,339,1290,54,350,23,37,8,1758,2661,14,482,3,52,15,3230,1800,12,265,7,28,13,2121,276,0,46,0,4,0,328,41,0,14,0,3,0,57,9,0,9,0,0,0,14,14,0,5,0,3,0,16,3,0,3,0,0,0,4,25,0,9,0,0,0,28,131,34,98,16,20,7,304,6444,357,1714,114,244,132,9002
LGA24780,0,0,3,16,0,6,0,4,0,26,52,59,65,9,38,21,238,2995,856,1280,148,454,199,5932,12,53,142,14,72,95,386,18,50,31,19,21,3,133,120,311,160,31,64,16,700,660,199,308,48,54,12,1273,388,64,245,11,43,3,757,852,41,228,5,29,4,1167,874,14,144,9,24,3,1075,250,8,37,3,14,0,312,23,0,15,0,3,3,51,8,0,3,0,5,0,16,4,0,9,0,7,0,17,4,0,0,0,0,0,6,0,3,3,0,0,0,5,5,0,4,0,5,0,12,59,47,73,12,47,6,254,3283,783,1401,153,394,150,6166
LGA24850,0,0,3,3,0,0,0,4,0,4,22,18,35,0,23,6,103,1175,372,600,22,379,68,2612,4,17,69,3,17,54,165,0,15,6,4,3,0,33,28,114,46,3,11,4,196,93,71,93,0,18,3,285,119,35,71,3,14,3,245,338,20,151,0,147,3,660,790,6,130,3,79,6,1016,254,4,53,0,15,7,324,19,3,16,0,3,0,47,4,0,3,0,0,0,9,7,0,3,0,0,0,10,3,0,3,0,0,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,8,32,23,34,7,19,3,121,1694,310,678,25,334,80,3119
LGA24900,0,0,0,3,0,3,0,0,0,10,21,24,36,0,38,13,129,1096,331,730,40,232,136,2561,6,16,86,3,70,92,272,0,8,18,0,12,0,34,78,135,95,7,45,10,367,240,63,182,10,26,10,533,189,17,122,0,19,3,356,314,3,115,0,4,3,446,254,3,66,0,5,5,334,94,3,25,0,3,0,132,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,18,16,51,0,24,3,120,1209,278,760,26,218,127,2620
LGA24970,0,0,28,105,0,37,0,3,0,155,226,82,207,20,31,49,606,10288,1100,3263,184,267,309,15411,43,59,333,17,17,164,636,9,45,13,15,3,0,77,74,449,168,32,34,3,758,125,189,285,72,24,3,702,65,88,134,28,21,3,341,357,95,211,41,34,10,742,1957,72,495,21,48,11,2609,5369,70,723,15,66,9,6252,2952,14,439,11,39,3,3462,1211,0,198,4,18,4,1434,380,0,93,0,11,0,486,117,0,51,0,10,0,174,40,0,20,0,3,0,61,152,0,45,0,12,0,208,265,68,229,24,31,23,648,13123,1149,3430,285,375,237,18594
LGA25060,0,0,16,61,3,22,0,0,0,87,140,136,116,11,18,19,437,7528,2000,2116,160,133,203,12154,24,138,216,7,10,129,526,10,111,15,4,0,0,148,42,751,69,13,13,5,898,117,291,119,61,3,3,606,132,137,88,8,3,0,362,827,174,177,20,10,8,1218,2404,147,458,30,37,4,3078,3571,33,454,8,25,18,4103,1490,8,215,0,15,4,1731,559,7,76,0,0,3,649,214,3,32,0,0,0,252,77,3,21,0,0,0,101,41,0,9,0,0,0,48,88,0,20,0,3,0,113,163,122,104,31,15,17,451,9766,1929,2061,189,135,194,14279
LGA25150,0,0,0,6,0,3,0,3,0,10,17,17,35,4,3,8,91,855,252,454,30,110,66,1763,9,11,54,0,14,53,143,0,8,10,6,0,0,27,13,97,38,11,8,0,173,51,45,41,27,6,3,171,88,16,69,21,9,0,207,228,27,111,6,13,0,380,512,3,130,3,5,0,654,178,3,31,0,0,0,209,5,0,6,0,0,0,16,4,0,3,0,0,0,8,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,5,22,12,23,3,11,3,80,1114,232,517,77,74,63,2084
LGA25250,0,0,20,114,0,36,0,4,0,152,250,126,191,25,36,47,671,12828,1472,3679,181,362,445,18968,46,75,332,15,16,177,659,11,76,22,12,6,0,127,79,620,110,34,23,13,877,229,204,206,39,20,3,705,290,103,164,16,10,6,586,1261,84,329,24,43,6,1756,4312,105,899,15,103,13,5454,6137,43,833,13,50,24,7091,2680,8,395,3,15,13,3111,1076,4,188,3,12,9,1290,428,4,88,0,3,0,532,146,0,46,0,3,0,198,67,0,27,0,3,0,93,160,0,39,0,5,0,206,306,74,190,23,38,31,673,17229,1413,3865,200,356,301,23365
LGA25340,0,0,24,48,0,14,0,3,3,69,163,79,153,7,38,19,447,6778,1030,2627,75,507,336,11351,13,43,310,12,37,255,666,5,24,20,5,11,0,64,32,397,108,19,51,11,616,132,157,195,25,54,9,576,205,59,211,14,42,7,534,959,63,349,16,138,5,1527,2754,66,554,12,71,15,3471,2310,13,371,7,30,7,2736,790,3,116,3,14,0,922,255,0,31,0,0,0,298,142,0,11,0,0,0,155,58,0,12,0,0,0,77,33,0,3,0,0,0,35,71,0,20,0,4,0,94,143,60,165,21,37,11,431,7899,882,2490,119,486,325,12209
LGA25430,0,0,0,0,0,3,0,0,0,3,8,8,21,0,5,3,48,556,162,481,23,51,54,1327,0,10,39,0,12,33,98,0,4,0,0,0,0,11,14,77,48,11,0,3,149,31,13,77,11,3,0,131,37,9,59,4,7,0,120,139,3,80,3,6,5,230,282,3,87,0,4,0,382,92,0,25,0,3,0,123,13,0,6,0,0,0,21,3,0,5,0,0,0,9,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,10,11,18,3,10,3,44,623,137,444,33,45,45,1333
LGA25490,0,0,0,4,0,5,0,0,0,11,0,4,26,0,29,3,57,334,65,492,20,172,131,1221,0,0,105,0,90,79,277,0,3,11,0,7,0,17,17,30,72,6,14,0,141,57,10,88,0,29,3,182,46,0,54,0,10,0,114,96,5,62,0,12,0,171,93,0,39,0,6,3,142,56,0,21,0,3,0,88,10,0,0,0,0,0,7,0,0,3,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,4,10,3,18,3,31,0,68,394,56,485,8,196,93,1227
LGA25620,0,0,0,0,0,0,0,7,0,3,11,9,24,0,21,0,73,306,93,321,13,119,38,883,3,3,25,3,29,34,99,0,3,4,0,7,0,12,5,17,37,0,17,0,82,54,17,42,0,11,3,127,66,3,39,3,4,0,116,110,0,58,0,5,0,178,89,0,34,0,4,0,133,43,0,15,0,0,0,56,10,0,4,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,6,4,14,3,14,3,43,387,48,276,8,84,49,863
LGA25710,0,0,14,13,0,0,0,0,0,10,21,13,29,8,16,4,91,1075,112,541,64,52,76,1908,0,6,70,3,5,50,139,4,4,4,5,0,0,14,5,49,23,12,0,0,99,10,11,38,0,3,0,57,11,3,29,0,0,0,49,27,6,39,3,0,0,75,216,5,104,0,6,6,337,461,0,87,0,3,3,562,249,0,51,0,0,0,299,99,0,18,0,0,0,114,38,0,4,0,0,0,43,13,0,3,0,0,0,20,6,0,0,0,0,0,6,7,0,4,0,0,0,15,26,12,43,3,6,3,85,1167,98,524,24,27,60,1910
LGA25810,0,0,3,0,0,6,0,3,0,9,9,16,17,0,23,3,69,432,151,307,40,106,54,1084,3,16,35,0,21,36,108,4,10,9,6,0,0,23,65,62,61,19,20,3,235,157,30,93,9,30,3,325,78,5,59,0,5,0,145,79,11,36,0,6,0,125,27,5,11,0,4,0,42,7,4,3,0,0,0,12,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,0,0,4,4,0,5,0,0,0,11,4,11,20,3,22,0,58,418,144,337,36,117,45,1097
LGA25900,0,0,272,431,0,94,0,3,4,534,278,121,137,11,30,39,621,16671,1992,3679,218,176,294,23024,36,107,249,11,18,118,534,15,106,18,13,0,0,146,32,967,60,48,3,6,1126,130,351,150,134,8,10,787,201,159,101,63,3,11,537,1080,89,231,32,9,5,1451,3097,76,475,30,25,9,3710,5655,46,700,12,25,16,6447,3617,12,510,0,10,15,4163,1966,4,338,0,10,6,2328,1063,0,161,3,4,3,1235,575,3,101,0,3,0,681,301,0,64,0,0,3,369,627,0,106,0,4,4,748,306,108,155,26,25,22,646,18698,2020,3418,377,151,227,24897
LGA25990,0,0,0,0,0,0,0,0,0,0,3,0,20,0,4,4,29,53,16,247,3,49,38,406,0,0,39,0,12,33,91,0,3,10,0,0,0,12,3,5,41,0,4,0,64,26,0,40,0,7,0,70,13,0,36,0,0,0,54,19,0,30,0,3,0,51,16,0,10,0,0,0,29,7,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,6,3,24,93,9,221,3,39,45,406
LGA26080,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,10,126,13,87,14,41,22,289,0,0,15,0,0,10,27,0,0,0,0,0,0,3,3,6,4,0,0,0,12,4,3,7,0,3,0,19,3,0,8,0,0,0,9,20,0,6,0,0,0,22,46,0,13,0,0,0,60,41,0,12,0,0,0,54,3,0,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,11,122,7,72,4,9,10,225
LGA26170,0,0,3,3,0,3,0,0,0,6,15,5,61,7,25,3,115,802,161,673,60,155,131,1978,3,11,93,10,51,98,272,0,26,14,10,3,0,62,32,51,74,12,12,3,180,95,35,110,15,22,5,282,153,13,105,8,11,3,288,358,4,128,4,18,7,503,234,0,50,0,10,0,297,35,0,9,3,3,0,50,0,0,8,0,0,0,6,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,9,0,5,0,12,13,6,42,0,27,4,87,929,150,641,65,160,122,2067
LGA26260,0,0,0,0,0,0,0,0,0,0,11,6,22,3,29,0,78,489,194,535,55,173,79,1524,5,15,66,3,55,56,206,3,17,18,0,3,0,39,60,77,72,21,12,4,253,125,32,100,7,10,0,268,103,10,73,0,9,0,190,155,16,60,5,4,0,243,77,5,29,5,3,3,117,22,0,3,0,0,0,29,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,14,0,20,0,46,548,174,447,47,123,70,1419
LGA26350,6,0,190,401,0,109,0,10,4,522,209,67,139,20,26,35,501,12658,1084,2943,220,192,268,17367,40,48,278,13,15,139,530,11,74,12,10,0,0,108,31,585,71,67,17,16,779,113,180,128,61,12,5,492,115,86,88,8,6,0,308,760,49,207,21,8,3,1054,2752,52,405,6,22,10,3241,5164,48,615,8,20,8,5858,2964,0,376,0,18,4,3372,1763,3,285,0,8,8,2069,850,0,109,0,6,0,967,462,0,77,0,0,0,538,256,0,46,0,3,0,303,620,0,120,0,5,0,752,286,89,155,16,33,18,591,16174,1215,2973,208,177,210,20963
LGA26430,0,0,0,3,0,0,0,0,0,3,10,3,18,0,16,0,55,316,58,236,15,77,61,762,0,3,49,10,31,41,134,3,0,5,0,5,0,10,7,33,45,10,14,4,112,60,10,67,3,7,3,149,55,9,41,0,0,3,102,106,0,40,0,4,0,157,67,0,13,0,0,0,86,26,0,5,0,0,0,31,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,3,6,11,0,19,4,41,341,56,281,24,94,49,847
LGA26490,0,0,0,4,0,13,0,3,0,21,17,3,28,3,12,0,62,1140,57,715,25,80,72,2092,4,4,59,0,14,67,151,3,4,3,3,0,0,15,10,16,28,3,4,0,66,21,11,52,7,3,0,89,26,7,50,0,6,0,84,78,3,72,3,6,0,159,221,0,118,0,10,0,354,525,0,121,0,11,0,658,316,0,64,0,7,0,385,78,0,7,0,0,0,85,16,0,8,0,0,0,25,7,0,0,0,3,0,11,0,0,0,0,3,0,5,7,0,3,0,0,0,5,16,3,42,4,14,3,79,1324,43,630,19,74,78,2171
LGA26610,0,0,0,0,0,3,0,3,0,6,18,21,24,7,36,6,120,891,397,551,73,317,103,2334,0,21,82,10,55,64,231,6,25,9,6,21,0,67,95,117,63,19,37,10,340,178,93,128,25,44,6,474,148,31,110,3,17,3,312,246,19,84,0,9,3,362,110,4,41,0,12,3,173,46,0,23,0,7,0,77,0,0,0,0,0,0,4,3,0,0,0,0,0,7,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,6,15,20,29,3,24,4,99,864,336,569,63,229,95,2157
LGA26670,0,0,0,0,0,0,0,0,0,0,3,9,14,0,6,0,28,134,27,225,3,49,37,476,0,3,43,0,12,30,83,0,0,4,0,4,0,14,24,14,45,3,6,7,88,33,0,70,4,8,0,116,25,0,14,0,0,3,44,30,0,20,0,4,0,57,15,0,6,0,0,0,21,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,14,135,17,216,6,41,39,455
LGA26700,0,0,0,3,0,4,0,3,0,13,24,34,40,12,17,7,136,1037,433,663,80,133,97,2447,3,18,83,6,19,58,185,0,20,4,8,0,3,36,33,183,81,13,15,0,329,245,81,140,10,19,5,503,160,30,114,3,6,0,313,359,35,112,3,16,7,531,331,5,70,0,0,0,405,119,0,27,0,0,0,146,9,0,4,0,0,0,16,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,14,34,30,4,5,11,98,1279,412,664,54,86,80,2581
LGA26730,0,0,0,8,0,9,0,3,0,25,31,41,29,7,21,9,135,2001,683,818,67,131,76,3777,4,36,50,4,15,26,140,10,28,8,4,0,0,54,64,260,43,17,18,3,401,208,100,102,45,6,0,467,258,60,105,9,7,3,445,530,64,141,12,12,4,757,768,8,170,4,13,4,974,404,4,72,3,10,0,493,57,0,8,0,4,0,68,10,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,11,29,38,24,8,14,9,119,2346,598,733,110,108,51,3945
LGA26810,0,0,0,6,0,6,0,0,0,14,27,31,35,3,45,3,144,1770,476,844,79,354,155,3671,6,37,118,11,72,125,362,7,32,16,3,14,0,67,88,209,117,13,36,7,460,295,106,178,22,32,4,628,288,18,124,14,20,4,461,540,10,124,9,65,5,743,447,10,69,3,53,3,576,238,0,32,0,14,0,285,43,0,9,0,4,0,56,7,0,0,0,0,0,9,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,13,36,24,66,8,38,6,180,1993,438,844,80,355,144,3856
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,4,31,33,20,136,15,67,54,325,0,4,43,3,35,47,130,0,5,14,3,8,0,28,18,0,38,3,12,0,67,14,3,23,0,5,0,39,3,0,3,0,0,0,9,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,24,36,12,137,10,70,47,308
LGA26980,0,0,35,80,0,34,0,3,0,121,164,81,202,34,31,47,556,8384,1128,3080,358,292,305,13552,33,51,321,20,27,167,622,9,51,13,45,6,3,132,59,448,162,53,28,8,758,137,155,196,79,42,7,624,277,90,144,46,31,0,591,468,77,245,43,17,3,850,1946,71,487,27,47,10,2586,4799,53,690,15,60,10,5628,2047,13,333,12,40,11,2447,694,0,119,5,12,3,837,290,0,68,0,9,0,365,93,0,36,0,5,0,138,39,0,4,0,4,0,52,100,0,36,0,5,3,142,196,66,215,39,40,39,597,11184,1082,3070,381,373,268,16357
LGA27070,0,0,4,89,0,14,0,3,3,103,186,47,123,7,41,23,430,6729,681,1937,102,326,208,9975,48,28,248,7,15,127,474,8,26,3,8,3,0,52,36,168,79,11,15,3,309,69,120,124,29,24,7,383,63,49,114,21,11,3,253,519,73,257,35,82,4,965,5652,86,878,40,134,18,6812,4353,56,429,4,70,18,4931,456,6,85,0,12,4,563,85,3,23,0,4,3,117,28,0,14,3,0,0,45,29,3,5,5,5,0,48,10,0,5,0,0,0,20,85,0,16,0,3,0,103,252,41,155,10,26,30,521,11688,663,2441,176,403,218,15589
LGA27170,0,0,0,7,0,5,0,3,0,16,39,78,24,9,21,13,187,2535,1009,695,56,331,78,4705,3,47,45,9,5,20,129,0,30,0,7,3,0,42,58,367,42,8,6,3,495,303,173,99,13,11,8,601,331,142,131,5,21,3,631,695,54,173,4,184,9,1122,997,19,125,3,77,7,1221,593,6,46,0,8,3,655,41,0,12,0,11,0,62,7,3,0,0,0,0,14,8,0,0,0,0,0,10,3,0,3,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,3,0,5,45,46,29,3,14,3,145,3090,882,718,50,351,56,5140
LGA27260,0,0,20,62,0,16,0,4,0,90,175,54,122,10,34,25,416,9814,628,2319,131,366,173,13432,49,22,213,7,9,107,413,12,20,11,4,3,0,44,29,191,86,12,17,10,331,90,115,161,23,34,4,418,167,59,196,19,34,3,481,1503,69,452,39,101,5,2179,7359,69,1013,12,115,20,8590,4599,18,401,4,37,12,5071,638,0,109,0,11,0,754,166,0,19,0,3,0,187,57,0,6,0,3,0,73,30,0,8,0,0,0,35,10,0,3,0,0,0,14,87,0,17,0,3,0,111,307,48,147,12,28,22,563,15108,614,2834,126,398,191,19264
LGA27350,0,0,149,126,0,37,0,0,0,168,174,206,102,20,17,24,546,9466,3368,2900,247,138,202,16322,23,174,163,16,15,88,479,10,215,13,14,0,0,247,25,1315,72,71,15,18,1520,79,592,93,73,15,4,848,84,307,60,77,3,0,534,423,274,148,41,8,3,894,1430,234,379,38,26,3,2112,3107,103,479,6,10,11,3722,3008,18,566,0,9,11,3611,2189,5,399,3,8,3,2600,1152,7,206,3,3,3,1365,588,4,99,0,3,3,696,307,0,67,0,3,0,383,368,0,72,0,0,3,444,221,177,114,32,14,20,579,13006,3419,2914,374,149,180,20043
LGA27450,0,0,9,18,0,6,0,0,0,28,92,29,127,20,24,11,307,4140,475,2191,185,283,238,7517,13,26,179,15,33,151,412,8,13,17,22,7,0,63,29,164,101,31,17,0,348,77,66,143,27,38,0,348,121,30,202,6,22,0,380,403,23,223,15,24,9,700,1390,46,497,11,52,9,2003,1900,20,413,10,16,12,2363,380,0,87,3,6,3,473,89,0,13,0,0,0,101,23,0,5,0,0,0,31,15,0,5,0,0,0,23,5,0,0,0,0,0,5,15,0,13,0,0,0,31,107,31,129,16,28,15,323,4568,424,2026,153,236,199,7608
LGA27630,0,0,0,0,0,0,0,0,0,3,0,0,18,0,5,3,33,157,44,185,20,53,43,500,0,5,50,3,25,32,119,3,9,12,0,0,0,29,40,6,41,0,17,0,102,88,3,45,5,0,0,142,14,0,11,0,0,0,24,7,0,4,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,16,0,8,0,27,165,31,178,9,51,31,463
