LGA_CODE_2016,C06_N_inc_R0_74,C06_N_inc_R75_99,C06_Ne_Ni_inc_R100_149,C06_Ne_Ni_inc_R150_199,C06_Ne_Ni_inc_R200_224,C06_Ne_Ni_inc_R225_274,C06_Ne_Ni_inc_R275_349,C06_Ne_Ni_inc_R350_449,C06_Ne_Ni_inc_R450_549,C06_Ne_Ni_inc_R550_649,C06_Ne_Ni_inc_R650m,C06_Ne_Ni_inc_R_NS,C06_N_inc_R_Tot,C06_1_149_R0_74,C06_1_149_R75_99,C06_1_149_R100_149,C06_1_149_R150_199,C06_1_149_R200_224,C06_1_149_R225_274,C06_1_149_R275_349,C06_1_149_R350_449,C06_1_149_R450_549,C06_1_149_R550_649,C06_1_149_R650m,C06_1_149_R_NS,C06_1_149_R_Tot,C06_150_299_R0_74,C06_150_299_R75_99,C06_150_299_R100_149,C06_150_299_R150_199,C06_150_299_R200_224,C06_150_299_R225_274,C06_150_299_R275_349,C06_150_299_R350_449,C06_150_299_R450_549,C06_150_299_R550_649,C06_150_299_R650m,C06_150_299_R_NS,C06_150_299_R_Tot,C06_300_399_R0_74,C06_300_399_R75_99,C06_300_399_R100_149,C06_300_399_R150_199,C06_300_399_R200_224,C06_300_399_R225_274,C06_300_399_R275_349,C06_300_399_R350_449,C06_300_399_R450_549,C06_300_399_R550_649,C06_300_399_R650m,C06_300_399_R_NS,C06_300_399_R_Tot,C06_400_499_R0_74,C06_400_499_R75_99,C06_400_499_R100_149,C06_400_499_R150_199,C06_400_499_R200_224,C06_400_499_R225_274,C06_400_499_R275_349,C06_400_499_R350_449,C06_400_499_R450_549,C06_400_499_R550_649,C06_400_499_R650m,C06_400_499_R_NS,C06_400_499_R_Tot,C06_500_649_R0_74,C06_500_649_R75_99,C06_500_649_R100_149,C06_500_649_R150_199,C06_500_649_R200_224,C06_500_649_R225_274,C06_500_649_R275_349,C06_500_649_R350_449,C06_500_649_R450_549,C06_500_649_R550_649,C06_500_649_R650m,C06_500_649_R_NS,C06_500_649_R_Tot,C06_650_799_R0_74,C06_650_799_R75_99,C06_650_799_R100_149,C06_650_799_R150_199,C06_650_799_R200_224,C06_650_799_R225_274,C06_650_799_R275_349,C06_650_799_R350_449,C06_650_799_R450_549,C06_650_799_R550_649,C06_650_799_R650m,C06_650_799_R_NS,C06_650_799_R_Tot,C06_800_999_R0_74,C06_800_999_R75_99,C06_800_999_R100_149,C06_800_999_R150_199,C06_800_999_R200_224,C06_800_999_R225_274,C06_800_999_R275_349,C06_800_999_R350_449,C06_800_999_R450_549,C06_800_999_R550_649,C06_800_999_R650m,C06_800_999_R_NS,C06_800_999_R_Tot,C06_1000_1249_R0_74,C06_1000_1249_R75_99,C06_1000_1249_R100_149,C06_1000_1249_R150_199,C06_1000_1249_R200_224,C06_1000_1249_R225_274,C06_1000_1249_R275_349,C06_1000_1249_R350_449,C06_1000_1249_R450_549,C06_1000_1249_R550_649,C06_1000_1249_R650m,C06_1000_1249_R_NS,C06_1000_1249_R_Tot,C06_1250_1499_R0_74,C06_1250_1499_R75_99,C06_1250_1499_R100_149,C06_1250_1499_R150_199,C06_1250_1499_R200_224,C06_1250_1499_R225_274,C06_1250_1499_R275_349,C06_1250_1499_R350_449,C06_1250_1499_R450_549,C06_1250_1499_R550_649,C06_1250_1499_R650m,C06_1250_1499_R_NS,C06_1250_1499_R_Tot,C06_1500_1999_R0_74,C06_1500_1999_R75_99,C06_1500_1999_R100_149,C06_1500_1999_R150_199,C06_1500_1999_R200_224,C06_1500_1999_R225_274,C06_1500_1999_R275_349,C06_1500_1999_R350_449,C06_1500_1999_R450_549,C06_1500_1999_R550_649,C06_1500_1999_R650m,C06_1500_1999_R_NS,C06_1500_1999_R_Tot,C06_2000_2499_R0_74,C06_2000_2499_R75_99,C06_2000_2499_R100_149,C06_2000_2499_R150_199,C06_2000_2499_R200_224,C06_2000_2499_R225_274,C06_2000_2499_R275_349,C06_2000_2499_R350_449,C06_2000_2499_R450_549,C06_2000_2499_R550_649,C06_2000_2499_R650m,C06_2000_2499_R_NS,C06_2000_2499_R_Tot,C06_2500_2999_R0_74,C06_2500_2999_R75_99,C06_2500_2999_R100_149,C06_2500_2999_R150_199,C06_2500_2999_R200_224,C06_2500_2999_R225_274,C06_2500_2999_R275_349,C06_2500_2999_R350_449,C06_2500_2999_R450_549,C06_2500_2999_R550_649,C06_2500_2999_R650m,C06_2500_2999_R_NS,C06_2500_2999_R_Tot,C06_3000_3999_R0_74,C06_3000_3999_R75_99,C06_3000_3999_R100_149,C06_3000_3999_R150_199,C06_3000_3999_R200_224,C06_3000_3999_R225_274,C06_3000_3999_R275_349,C06_3000_3999_R350_449,C06_3000_3999_R450_549,C06_3000_3999_R550_649,C06_3000_3999_R650m,C06_3000_3999_R_NS,C06_3000_3999_R_Tot,C06_4000m_R0_74,C06_4000m_R75_99,C06_4000m_R100_149,C06_4000m_R150_199,C06_4000m_R200_224,C06_4000m_R225_274,C06_4000m_R275_349,C06_4000m_R350_449,C06_4000m_R450_549,C06_4000m_R550_649,C06_4000m_R650m,C06_4000m_R_NS,C06_4000m_R_Tot,C06_PI_S_R0_74,C06_PI_S_R75_99,C06_PI_S_R100_149,C06_PI_S_R150_199,C06_PI_S_R200_224
LGA22980,6,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,0,0,0,0,0,0,0,0,0,11,28,5,12,0,0,0,0,0,0,0,0,3,51,32,12,9,0,0,0,0,0,0,0,0,0,58,11,7,10,0,0,0,0,0,0,0,0,0,22,18,11,31,7,0,0,0,0,0,0,0,4,75,13,3,7,0,0,0,0,0,0,0,0,0,20,10,3,9,0,0,0,0,0,0,0,0,0,28,10,4,13,0,0,0,0,0,0,0,0,0,33,4,0,8,3,0,0,0,0,0,0,0,0,15,6,7,6,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,0
LGA23110,17,5,17,30,21,7,5,3,0,0,4,12,120,37,12,23,33,11,4,3,3,0,0,3,19,147,210,67,109,137,32,21,5,3,4,0,14,39,641,101,78,141,189,58,30,17,3,0,0,8,30,642,19,13,63,78,18,9,7,3,0,0,0,4,222,52,34,155,340,144,69,38,19,0,0,8,27,897,24,9,91,284,111,75,35,12,3,0,12,8,659,29,9,78,275,127,95,34,16,0,3,6,14,688,37,3,75,332,185,152,83,26,3,5,11,18,936,20,0,32,164,125,130,68,25,3,0,4,10,584,26,0,16,162,130,144,105,44,13,3,7,11,660,14,0,15,66,50,91,73,33,7,4,10,6,360,11,0,11,46,26,44,82,56,16,15,5,3,316,8,0,3,13,9,21,36,38,22,3,7,0,156,0,0,0,5,3,4,3,12,4,3,3,0,31,27,15,40,152,94
LGA23190,4,0,7,0,0,0,0,0,0,0,0,0,16,12,7,13,4,0,0,0,0,0,0,0,3,41,91,20,59,30,3,0,0,0,0,0,0,7,212,62,42,96,39,4,0,0,0,0,0,0,9,260,13,8,43,21,5,4,0,0,0,0,0,3,95,32,31,109,84,9,0,0,0,0,0,3,9,277,23,8,44,51,7,0,0,0,0,0,0,3,132,13,12,40,55,14,3,0,0,0,0,0,4,143,21,9,33,67,15,12,3,0,0,0,0,7,167,6,5,16,31,14,12,11,0,0,0,0,4,113,14,3,9,19,15,10,4,0,0,0,0,0,79,3,4,5,5,0,3,3,0,0,0,0,0,28,3,3,3,3,3,6,3,0,0,0,0,4,28,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,23,34,13
LGA23270,22,4,9,33,17,19,3,0,0,0,0,20,137,43,22,29,58,27,9,4,0,3,0,3,20,218,208,69,107,154,55,29,7,4,3,0,7,36,688,96,92,131,277,125,37,8,4,0,0,3,31,807,25,16,120,145,75,28,0,3,0,0,6,11,432,63,61,148,522,273,134,26,10,3,3,16,37,1285,50,11,77,291,197,91,16,6,4,0,3,21,758,35,3,48,274,195,123,19,14,0,0,8,23,745,44,8,55,331,277,175,33,14,3,3,14,25,1001,15,4,22,129,141,119,22,13,0,0,3,17,478,23,3,14,164,149,135,35,6,0,0,4,16,555,7,3,5,45,42,50,18,3,0,0,3,8,201,10,4,3,21,20,29,21,6,0,3,0,3,108,3,0,0,13,10,14,11,0,0,0,0,0,49,0,0,0,4,3,0,0,0,0,0,0,0,10,42,29,79,206,148
LGA23350,3,0,5,0,0,0,0,0,0,0,0,3,10,10,0,3,4,0,0,0,0,0,0,0,0,16,44,9,33,8,0,0,0,0,0,0,0,0,95,24,10,56,17,4,0,0,0,0,0,0,4,112,6,3,12,11,0,0,0,0,0,0,0,0,36,28,11,47,42,14,4,3,0,0,0,0,3,153,14,3,27,29,7,5,0,0,0,0,0,3,88,7,0,23,34,6,3,0,0,0,0,0,4,80,13,4,31,34,18,10,0,0,0,0,0,6,105,7,4,6,21,9,6,0,0,0,0,0,0,62,7,0,12,15,14,10,3,0,0,0,0,0,60,4,0,4,3,4,0,0,0,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,16,13,12
LGA23430,7,3,20,44,17,43,11,9,3,0,8,11,177,34,7,15,31,21,20,8,3,0,0,0,10,159,259,49,170,174,34,38,9,3,0,0,12,44,799,142,85,287,297,85,80,31,12,0,0,13,34,1063,30,21,92,89,30,25,15,5,0,0,0,7,314,77,36,275,507,237,194,78,18,3,3,6,43,1480,28,10,157,466,199,156,54,22,3,3,7,27,1139,31,16,131,373,193,190,84,17,4,0,11,17,1061,54,8,130,454,310,313,166,51,8,4,15,36,1545,30,7,39,178,149,236,119,37,11,0,3,14,822,36,9,44,182,165,298,177,60,17,3,15,16,1017,15,0,15,75,70,131,101,52,8,0,0,12,476,7,0,3,32,24,69,80,77,24,6,3,5,339,7,0,0,11,11,27,39,42,6,0,6,5,149,3,0,3,3,0,4,6,5,8,0,0,0,34,32,13,60,132,114
LGA23670,17,3,7,21,6,19,8,0,0,0,0,9,95,24,6,12,19,6,12,3,0,0,0,0,6,89,180,54,67,77,37,26,3,0,0,0,10,28,483,134,75,111,184,81,78,11,7,0,0,7,28,706,35,22,46,54,26,19,7,0,0,0,0,8,210,54,27,146,376,191,208,61,8,6,0,15,20,1102,33,11,86,264,168,166,35,3,4,0,3,28,800,31,4,39,216,176,180,51,12,0,0,6,8,726,41,11,61,256,248,331,103,11,3,0,8,25,1099,17,0,19,124,138,201,54,19,0,0,5,13,595,19,0,27,115,155,278,112,26,3,0,10,12,750,3,0,0,35,53,122,64,14,3,0,0,0,302,5,0,5,18,24,56,57,27,8,3,0,3,202,3,0,0,10,12,33,23,9,5,0,0,0,84,0,0,0,0,0,3,7,0,0,0,0,0,20,24,14,26,106,99
LGA23810,12,9,19,10,0,3,0,0,0,0,3,10,69,52,27,56,7,4,3,0,0,0,0,3,11,166,376,199,262,48,4,4,0,3,0,0,18,41,952,226,243,367,95,15,5,3,0,0,3,16,40,1006,45,54,175,44,7,0,0,0,0,0,3,11,329,123,170,513,274,26,21,3,0,0,3,15,26,1165,56,59,231,116,17,5,7,0,0,0,4,4,500,31,35,185,129,20,20,5,0,0,0,3,6,438,30,38,199,163,45,34,10,0,4,0,3,5,531,20,12,65,74,31,23,11,3,0,0,0,3,247,24,7,55,89,30,14,15,0,0,0,0,4,250,10,0,19,24,18,17,9,0,0,0,0,7,100,12,3,13,24,9,18,20,3,0,0,0,3,103,0,0,3,3,3,6,3,0,0,0,0,0,23,0,3,3,0,0,0,0,0,0,0,0,0,8,31,32,111,82,29
LGA23940,0,0,3,0,0,0,0,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,0,0,0,11,36,4,20,4,0,0,0,0,0,0,0,5,75,42,14,16,3,0,0,0,0,0,0,0,7,85,22,3,6,3,0,0,0,0,0,0,0,0,42,45,10,30,3,0,0,0,0,0,0,3,4,98,21,3,16,0,0,0,0,0,0,0,0,3,49,10,5,8,3,0,0,0,0,0,0,0,3,31,24,7,22,4,0,0,0,0,0,0,0,3,62,9,4,3,0,0,0,0,0,0,0,0,0,23,10,0,6,3,0,0,0,0,0,0,0,4,24,3,0,6,0,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0
LGA24130,4,0,3,9,3,3,0,0,0,0,0,3,24,15,3,5,5,4,0,0,0,0,0,0,4,43,56,7,37,31,7,6,0,0,0,0,0,8,155,46,25,59,58,15,6,4,0,0,0,0,7,219,14,0,22,13,6,6,4,0,0,0,0,7,78,29,14,71,97,35,30,5,4,0,0,3,10,293,13,7,20,69,18,22,9,4,0,0,0,4,157,12,3,11,57,19,16,5,4,0,0,3,6,142,25,0,26,77,52,40,12,3,0,0,0,9,238,11,0,9,23,24,37,10,0,0,0,0,4,123,20,0,4,32,38,39,13,3,0,0,3,4,148,11,0,0,8,7,16,14,3,0,0,0,3,61,8,0,5,3,9,16,11,3,0,0,0,0,57,0,0,0,0,0,3,6,3,0,0,0,3,18,0,0,0,0,0,3,0,0,0,0,0,0,8,18,4,8,22,23
LGA24210,11,0,4,3,12,25,29,17,3,0,4,11,118,11,3,7,6,8,18,15,8,3,0,0,3,88,60,17,18,31,20,37,14,8,4,0,4,14,224,49,6,28,41,34,67,27,15,4,0,0,12,293,11,3,27,23,25,22,16,3,0,0,0,4,140,36,6,43,58,80,167,76,20,9,0,10,26,531,39,5,10,43,72,120,74,16,6,0,3,10,396,32,3,10,60,67,150,70,19,4,0,3,12,434,36,8,19,70,93,233,147,39,4,3,13,10,662,29,0,8,29,52,132,84,35,10,0,9,6,392,21,0,12,39,56,176,175,66,22,8,3,18,592,19,5,3,19,26,96,101,42,10,3,14,10,343,8,0,0,4,16,64,95,85,20,16,12,4,335,6,0,0,0,8,22,50,46,18,6,3,0,156,5,0,0,0,0,3,17,18,6,0,3,0,55,19,0,13,29,40
LGA24250,3,0,0,0,3,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,0,0,0,0,0,15,21,3,13,6,0,0,0,0,0,0,3,0,49,19,5,28,12,3,0,0,0,0,0,3,4,71,0,0,13,3,4,0,0,0,0,0,0,3,21,8,0,40,28,9,3,0,0,0,0,0,0,95,6,0,15,11,8,0,0,0,0,0,0,9,59,4,0,5,22,5,3,0,0,0,0,0,0,39,10,4,15,16,10,6,0,0,0,0,0,4,73,11,0,6,13,7,7,0,0,0,0,0,0,47,6,0,3,9,5,3,0,0,0,0,0,0,31,3,0,0,3,5,3,0,0,0,0,3,0,16,3,0,0,4,0,4,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,12,3
LGA24330,28,18,49,45,20,42,25,8,3,0,0,21,250,71,24,71,47,16,16,5,3,4,0,3,18,269,378,81,214,144,33,23,11,3,3,4,6,46,950,175,97,241,144,42,39,17,0,4,0,13,24,801,42,21,159,92,24,19,7,3,0,0,3,15,388,64,48,354,327,101,112,27,13,8,0,15,40,1104,45,14,188,242,91,93,30,3,4,0,9,19,741,31,16,142,259,108,99,32,10,3,0,7,16,716,44,7,166,300,179,208,76,15,3,0,19,29,1045,12,3,58,140,71,150,74,15,5,4,5,6,543,19,7,54,155,113,195,116,16,0,0,10,16,704,9,0,27,41,58,130,98,10,3,3,3,8,389,8,0,7,22,31,64,62,21,3,5,4,11,229,0,0,3,7,10,31,36,17,3,0,0,0,112,0,3,3,0,0,8,6,3,0,0,0,0,32,32,27,88,152,73
LGA24410,3,0,5,27,11,17,4,0,0,0,0,14,92,31,11,19,25,6,10,3,0,0,0,5,6,108,163,64,84,116,40,30,4,4,0,3,3,19,526,114,72,141,266,82,51,4,7,0,0,3,24,753,4,3,48,47,24,19,4,3,0,0,0,7,169,46,36,146,410,215,132,22,5,0,5,6,24,1051,25,13,65,372,154,122,25,10,0,0,9,11,805,27,10,33,334,175,129,48,6,0,0,3,15,774,28,6,43,351,266,235,61,12,0,0,9,17,1023,14,3,21,144,148,162,46,10,3,0,4,11,564,11,3,7,163,137,197,67,15,4,0,0,10,620,3,0,12,50,46,103,43,15,0,0,0,3,273,3,0,5,21,24,43,38,5,0,0,3,3,151,4,0,0,3,5,17,13,4,4,0,5,0,61,4,0,0,7,0,3,8,0,0,0,0,0,23,17,9,31,113,112
LGA24600,64,6,35,257,181,428,733,518,106,25,57,70,2486,85,35,44,75,48,97,172,111,18,3,13,43,741,518,97,97,112,48,99,135,81,22,5,37,50,1310,205,83,113,118,88,134,152,71,16,6,14,31,1034,30,17,105,38,22,37,66,66,12,3,3,15,403,105,33,167,209,113,251,336,188,41,12,22,56,1528,45,13,57,185,109,224,257,151,35,6,15,25,1135,50,12,52,174,112,263,356,162,66,7,27,26,1304,70,10,72,163,165,425,587,355,99,23,41,35,2034,34,3,30,85,102,281,515,252,71,18,28,36,1451,56,3,15,69,75,322,662,374,91,32,45,31,1775,18,3,4,27,40,145,444,339,90,26,36,16,1195,33,0,7,31,25,141,513,496,183,89,129,38,1688,27,0,6,12,9,43,196,298,110,48,64,10,831,11,0,0,4,3,4,32,93,49,24,43,6,271,32,25,40,56,39
LGA24650,3,3,9,12,12,4,0,0,0,0,0,6,43,11,3,10,17,6,3,0,0,0,0,0,5,62,61,21,36,77,23,12,0,0,0,0,3,19,248,33,30,55,163,50,26,4,0,0,0,4,17,382,8,3,23,61,14,9,0,0,0,0,0,3,132,33,19,75,295,101,82,10,3,0,0,3,25,639,13,5,42,197,86,67,9,3,0,0,7,3,423,19,3,25,152,86,58,3,5,0,0,5,7,362,16,3,32,185,135,86,21,5,0,0,0,10,493,11,0,17,77,58,70,12,3,0,0,3,10,260,14,4,5,88,83,105,14,3,0,3,3,4,322,7,0,3,14,34,44,9,0,0,0,3,3,117,3,0,0,15,13,21,6,4,0,0,3,0,68,0,0,3,3,8,6,9,0,0,0,0,0,33,0,0,0,0,0,4,0,0,0,0,0,0,8,13,0,23,85,44
LGA24780,10,0,8,12,3,4,0,0,0,0,3,3,42,41,14,29,13,3,3,3,0,0,0,3,4,121,225,62,164,89,18,3,0,3,0,0,6,24,582,152,104,244,155,17,10,0,0,3,0,3,20,709,23,19,85,73,6,6,0,0,0,0,0,11,232,76,69,296,331,65,34,14,3,3,0,4,25,929,51,15,122,197,47,30,3,0,0,0,0,13,484,40,19,84,168,50,34,3,0,0,0,3,17,409,48,10,89,217,94,50,13,3,3,0,3,18,558,38,0,30,87,43,35,15,0,0,0,3,7,260,28,0,30,86,56,36,11,3,0,0,3,3,256,15,0,8,19,9,6,11,0,0,0,7,0,71,12,0,0,8,5,12,3,3,3,0,0,3,46,3,0,6,0,4,3,4,0,0,0,0,0,25,0,0,0,3,0,0,4,0,0,0,0,0,10,35,25,83,112,28
LGA24850,7,0,8,6,3,0,0,0,0,0,0,0,26,7,3,6,7,0,3,0,0,0,0,3,12,46,86,21,43,27,5,3,0,0,0,0,4,4,200,48,31,62,66,10,8,0,0,0,0,3,6,243,11,4,30,37,3,0,0,0,0,0,3,0,94,39,13,78,111,43,18,0,3,0,0,0,13,315,11,9,48,76,19,13,3,0,0,0,0,3,183,16,6,52,73,13,13,4,0,0,0,0,6,184,17,11,69,113,28,30,6,3,3,0,0,4,286,10,3,24,61,11,13,3,0,0,0,0,4,132,11,3,37,62,16,33,8,0,0,0,0,3,177,3,0,11,31,12,16,0,0,0,0,0,0,81,0,0,7,11,9,6,3,0,0,0,0,3,45,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,49,59,21
LGA24900,3,0,5,8,3,3,0,0,0,0,0,3,31,21,4,8,4,0,0,0,0,0,0,0,3,42,93,23,60,23,3,0,0,0,0,0,3,4,210,64,44,107,59,8,3,0,0,0,3,5,9,299,16,7,63,31,5,8,0,0,0,0,0,3,139,52,30,125,107,30,12,3,5,0,0,4,3,362,33,9,72,58,11,8,0,0,0,0,0,4,206,24,4,58,74,20,11,0,0,0,0,0,10,200,47,12,59,79,34,16,3,0,0,0,3,10,262,23,4,23,35,13,12,5,0,0,0,3,11,127,21,0,17,25,20,10,4,0,0,0,5,3,105,13,0,7,6,6,4,3,0,0,0,0,0,40,5,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,8,18,8,27,41,16
LGA24970,28,13,15,52,94,160,173,54,9,0,21,52,683,49,16,21,43,43,63,51,15,4,0,9,17,337,236,54,59,90,69,75,52,14,7,4,10,36,713,159,93,82,149,76,97,67,20,3,0,11,35,783,28,19,81,87,50,62,24,13,0,0,7,18,398,79,33,107,255,265,284,150,44,12,5,17,35,1277,40,7,44,189,183,236,104,31,12,0,18,22,889,38,12,55,196,215,293,161,39,9,8,14,25,1064,60,8,54,290,315,458,254,80,10,3,22,37,1593,35,3,34,150,211,357,181,58,12,3,14,11,1069,27,4,23,152,212,464,300,85,22,3,22,34,1356,27,3,5,57,76,243,189,66,10,0,7,17,698,26,0,5,35,50,132,169,117,23,3,14,13,600,6,0,3,9,13,55,99,64,21,0,6,3,271,3,0,0,3,0,9,30,6,5,4,0,0,74,43,21,39,117,136
LGA25060,21,10,18,36,15,28,13,6,0,0,0,28,177,92,23,40,32,19,9,3,7,0,0,7,17,240,493,126,157,112,38,32,12,9,0,3,14,59,1057,223,110,196,156,64,44,17,9,0,3,15,39,871,31,23,121,60,32,28,9,0,0,0,3,8,306,83,53,252,316,156,122,60,9,0,3,8,41,1100,28,8,146,290,115,126,47,6,0,3,9,22,800,40,14,123,315,159,149,59,15,3,0,14,23,920,57,8,114,355,255,272,150,32,7,0,10,16,1275,32,5,36,131,122,230,128,27,6,0,3,11,732,36,3,32,154,157,287,210,54,6,6,10,18,973,20,8,9,63,81,178,139,55,9,0,3,10,571,9,3,5,23,37,107,149,60,13,3,6,13,437,7,3,0,8,13,34,50,34,10,3,0,3,177,3,0,0,3,0,6,17,16,3,3,3,0,54,45,19,72,123,77
LGA25150,3,3,5,0,3,0,0,0,0,0,0,3,15,4,4,7,7,0,0,0,0,0,0,0,0,32,41,22,33,24,8,0,0,3,0,0,5,3,146,32,36,56,58,9,0,0,0,0,0,0,15,212,5,3,26,30,3,0,0,0,0,0,0,3,72,20,11,49,78,16,11,0,0,0,0,0,4,193,9,3,31,54,10,9,0,0,0,0,0,4,127,8,7,22,60,14,4,0,0,0,0,0,3,118,15,8,26,77,20,8,0,0,0,0,0,4,166,12,0,9,36,13,10,0,0,0,0,0,0,80,15,0,8,33,16,20,3,0,0,0,0,3,100,4,0,4,8,10,5,0,0,0,0,0,4,34,4,0,0,3,0,3,0,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,19,27,14
LGA25250,27,13,50,113,34,44,29,7,0,0,3,26,354,52,25,67,93,23,23,17,3,0,0,6,31,334,373,95,238,207,66,47,25,14,6,3,15,58,1153,235,90,304,337,103,72,28,12,7,3,8,37,1249,31,12,126,146,60,46,22,3,0,0,4,24,481,106,39,343,751,274,245,95,22,4,3,12,43,1947,65,17,201,551,201,182,82,23,3,5,17,39,1372,57,11,165,534,256,267,112,29,9,0,14,23,1482,63,13,139,590,372,460,244,71,15,4,20,48,2044,43,3,52,275,188,312,194,42,13,0,8,18,1163,40,6,35,257,223,369,327,101,10,5,10,14,1398,21,5,18,90,97,208,218,82,9,0,8,10,769,9,0,11,45,39,109,118,72,15,0,5,5,423,4,0,3,18,17,38,71,44,4,0,6,4,213,0,0,3,4,4,6,18,19,3,3,3,0,62,39,25,85,251,163
LGA25340,18,0,21,20,11,12,3,7,0,0,0,13,106,33,11,23,47,5,14,7,3,0,0,5,8,161,223,80,174,192,38,18,11,4,0,0,10,30,773,168,83,341,409,84,54,14,5,0,0,13,37,1214,42,11,99,135,28,23,4,5,3,0,3,12,350,108,59,265,689,183,134,42,10,0,0,10,35,1536,46,8,132,386,114,102,39,10,0,0,3,12,844,61,12,95,333,120,126,41,11,5,0,3,20,820,65,7,131,396,209,237,97,19,8,0,4,19,1200,36,4,29,201,94,109,57,11,4,0,6,11,575,37,7,46,157,96,133,71,30,6,0,3,10,598,21,0,6,49,24,55,36,20,8,4,3,4,233,9,0,9,21,11,50,26,18,7,8,6,6,176,3,0,0,14,9,17,25,19,4,4,3,0,96,0,0,0,0,4,3,8,0,3,0,0,0,19,37,8,95,193,100
LGA25430,6,0,3,4,0,0,0,0,0,0,0,0,14,15,3,8,10,0,0,0,0,0,0,0,0,39,83,17,32,32,0,0,3,0,0,0,3,13,184,45,13,82,80,12,0,0,0,0,0,0,8,244,8,3,19,24,3,0,0,0,0,0,0,0,60,27,7,60,119,13,7,0,0,3,0,0,9,242,9,0,18,47,15,3,0,0,0,0,0,3,96,10,3,17,47,17,5,0,0,0,0,0,0,105,10,0,17,53,30,12,3,0,0,0,3,6,127,4,0,3,12,4,0,0,0,0,0,0,0,27,3,0,7,14,8,4,0,0,0,0,0,0,36,0,0,0,3,3,0,0,0,0,0,0,0,10,3,0,3,3,6,3,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,12,30,7
LGA25490,6,0,0,4,0,0,0,0,0,0,0,0,9,5,5,7,3,3,0,0,0,0,0,0,0,20,42,6,19,15,0,0,0,0,0,0,0,0,78,33,16,42,19,6,0,0,0,0,0,0,3,124,14,4,14,8,0,0,0,0,0,0,3,6,48,50,13,55,50,12,0,0,0,0,0,0,6,186,17,4,27,18,4,0,0,3,0,0,0,4,90,25,4,22,24,7,0,0,0,0,0,0,7,93,51,8,34,30,16,9,3,0,0,0,0,8,158,20,3,6,7,12,13,0,3,0,0,0,3,58,40,3,8,8,11,3,3,0,0,0,0,6,89,21,0,0,12,0,3,3,0,0,0,0,9,42,6,0,3,0,0,0,6,10,3,0,0,3,29,3,0,0,3,0,0,0,3,0,0,0,0,12,14,0,0,0,0,0,0,3,0,0,0,3,18,21,4,14,15,10
LGA25620,8,0,3,5,0,0,0,0,0,0,0,0,18,4,4,8,5,0,0,0,0,0,0,0,0,25,41,11,23,9,4,3,0,0,0,0,0,5,89,18,7,46,26,4,3,0,0,0,0,0,7,105,6,3,13,8,3,0,0,0,0,0,0,5,40,30,6,47,41,15,6,0,0,0,0,3,7,147,3,0,26,23,15,0,0,0,0,0,0,0,64,13,0,17,19,7,3,0,0,0,0,0,0,64,13,0,22,26,6,10,5,0,3,0,0,3,93,13,0,9,15,4,0,0,0,0,0,0,3,51,13,3,14,12,3,4,7,0,0,0,0,3,52,3,0,7,3,3,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,17,13,3
