LGA_CODE_2016,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T,C16_SH_0b_NPFH_2,C16_SH_0b_NPFH_3,C16_SH_0b_NPFH_4,C16_SH_0b_NPFH_5,C16_SH_0b_NPFH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5
LGA55390,4,0,0,13,0,0,6,0,10,15,0,0,0,0,0,0,10,3,10,5,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,13,10,8,5,15,49,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,4,12,3,0,0,3,0,12,0,0,0,0,8,13,0,0,0,0,0,0,9,9,3,3
LGA55460,54,31,7,385,136,57,74,44,29,335,3,0,4,0,0,9,398,156,135,78,36,799,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,3,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,15,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,163,135,78,36,827,0,0,0,0,0,3,3,0,0,0,0,8,59,7,0,3,0,69,213,80,59,27,11,388,129,57,70,56,21,329,5,3,3,0,0,12,405,144,132,84
LGA55530,6,0,4,57,16,8,14,8,4,51,0,0,0,0,0,0,56,25,25,13,8,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,25,25,13,8,129,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,13,36,12,10,0,0,59,12,7,15,10,0,46,0,0,0,0,0,0,58,26,26,10
LGA55600,50,21,11,293,108,55,60,40,22,279,6,0,0,0,4,8,304,122,109,54,39,633,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,311,126,111,54,45,649,0,0,0,0,0,0,8,0,0,0,0,15,40,9,3,3,0,52,127,50,41,14,6,253,100,46,55,45,15,260,3,0,0,3,0,9,279,111,109,64
LGA55670,21,10,3,98,23,18,16,14,6,81,0,0,0,0,0,0,84,36,41,17,15,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,37,41,18,11,198,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,36,18,8,4,4,75,24,15,13,15,7,76,0,0,0,0,0,3,79,36,25,16
LGA55740,142,29,5,589,239,177,267,151,44,881,10,3,0,0,0,12,622,336,418,181,46,1604,0,0,0,0,0,0,0,0,0,0,0,0,48,11,4,0,0,65,46,21,19,3,0,92,0,0,3,3,0,6,0,0,0,0,0,0,97,34,24,5,3,165,0,0,0,0,0,0,72,12,0,0,0,86,120,35,14,0,0,173,13,0,0,0,0,12,0,0,3,0,0,3,0,0,0,0,0,0,208,48,19,3,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,411,470,192,53,2047,0,0,0,0,0,0,0,0,0,0,0,0,64,21,10,0,0,98,258,125,135,35,0,555,295,185,300,171,37,988,7,0,0,4,0,16,627,336,441,208
LGA55810,11,4,5,75,12,7,0,4,11,28,0,3,0,0,0,3,39,40,12,7,14,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,41,40,12,7,14,119,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,24,6,5,7,3,42,10,0,10,0,3,18,0,0,0,0,0,4,42,7,16,4
LGA55880,13,3,0,70,23,8,11,4,7,56,0,0,0,0,0,0,67,22,27,9,5,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,22,27,9,5,138,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,38,19,9,10,0,72,18,11,17,7,3,50,0,0,0,0,0,3,63,30,25,11
LGA55950,9,3,0,83,27,8,5,5,4,53,0,0,0,0,0,0,91,26,25,12,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,90,26,25,12,0,155,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,19,43,14,15,3,3,77,29,4,12,4,3,54,0,0,0,0,0,3,83,19,30,10
LGA56090,559,165,48,3348,1965,1126,1520,773,338,5719,58,13,13,3,10,92,4253,1958,2124,954,397,9686,0,0,0,0,0,0,3,0,0,0,0,3,43,9,0,0,0,52,38,8,6,0,4,55,14,3,11,7,0,28,0,0,0,0,0,0,97,21,14,9,4,145,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,0,21,7,0,0,0,0,7,0,0,0,0,0,4,3,0,0,0,0,3,33,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,4,4379,1981,2143,968,402,9873,5,0,0,0,4,3,38,7,6,0,3,57,377,74,39,8,4,500,1749,693,581,124,38,3190,2080,1241,1539,754,373,5995,59,11,8,5,0,95,4312,2026,2180,895
LGA56160,3,0,0,15,5,0,0,0,0,8,0,0,0,0,0,0,15,3,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,8,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,9,3,0,0,0,0,3,0,0,0,0,0,0,4,0,3,3
LGA56230,175,56,25,1240,778,391,534,252,118,2076,27,0,11,3,3,41,1869,640,738,310,154,3707,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,31,15,0,0,0,0,23,3,3,0,4,0,14,0,0,0,0,0,0,54,8,3,4,0,68,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,19,3,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,8,5,0,0,30,3,0,0,0,0,3,30,4,0,0,0,33,21,9,0,0,0,29,8,4,0,0,0,7,3,0,0,3,0,11,0,0,0,0,0,0,62,12,0,5,0,79,0,0,0,0,0,0,1994,668,742,320,151,3882,3,0,0,0,0,3,21,9,0,0,0,30,243,30,16,11,4,292,832,250,165,52,20,1319,981,520,620,302,167,2587,29,14,6,3,0,48,2108,811,803,363
LGA56300,22,11,3,158,65,20,17,15,7,127,0,0,0,0,0,3,219,44,44,32,11,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,15,0,0,0,0,0,0,226,50,44,27,12,354,0,0,0,0,0,0,6,0,0,0,0,12,31,5,3,0,0,46,99,20,19,12,0,152,65,25,21,17,6,128,3,0,0,0,0,3,209,55,43,21
LGA56370,15,10,0,111,49,16,21,7,5,90,0,0,0,0,0,0,135,40,30,18,4,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,40,30,18,4,234,3,0,0,0,0,3,0,0,0,0,0,3,15,0,3,0,0,18,60,19,10,3,0,101,41,18,13,16,3,85,3,0,0,0,0,3,122,43,26,16
LGA56460,103,31,15,568,188,86,109,84,38,501,5,3,0,0,0,9,589,215,223,119,49,1194,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,12,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,24,10,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,33,5,3,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,636,223,229,128,52,1271,0,0,0,0,0,0,3,0,0,0,0,3,60,12,4,7,0,88,286,123,87,33,23,555,195,79,120,57,40,492,10,9,3,0,0,22,552,227,214,98
LGA56580,344,66,15,1413,776,563,1003,574,179,3099,18,8,3,0,0,29,1674,966,1385,654,193,4873,0,0,0,0,0,0,6,0,0,0,0,6,77,17,9,0,0,96,68,30,19,4,0,122,19,15,21,12,0,54,0,0,0,0,0,3,167,59,43,10,3,279,0,0,0,0,0,0,13,0,0,0,0,13,61,14,7,4,0,86,28,20,10,5,0,52,0,0,0,0,0,0,0,0,0,0,0,0,100,39,13,9,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1941,1061,1440,675,195,5305,0,0,0,0,0,0,5,0,0,0,0,12,135,48,25,6,3,214,616,265,307,67,7,1272,904,591,985,585,175,3241,18,8,10,8,0,42,1677,910,1329,674
LGA56620,23,27,48,166,5,14,8,3,21,53,0,0,0,3,0,7,59,43,39,32,71,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,43,39,32,70,248,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,13,42,38,23,37,59,197,9,3,6,9,15,43,5,5,3,11,6,30,60,50,31,61
LGA56730,205,85,23,1196,375,197,245,142,106,1065,12,3,9,0,3,28,1243,483,486,238,135,2587,0,0,0,0,0,0,3,0,0,0,0,3,12,3,3,0,0,16,6,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,17,3,9,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,3,0,21,8,0,0,0,0,14,4,0,0,0,0,3,0,0,0,0,0,3,32,4,3,0,0,41,0,0,0,0,0,0,11,0,0,0,0,11,10,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,24,3,0,0,0,28,3,0,0,0,0,3,1318,491,497,244,138,2690,3,0,0,0,0,3,16,3,0,0,0,22,205,35,25,7,0,278,618,230,184,65,30,1125,412,189,249,150,115,1113,35,5,3,5,0,42,1287,466,468,229
LGA56790,65,28,6,396,124,46,55,40,17,282,8,0,4,0,3,17,468,125,127,70,29,819,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,8,7,0,0,0,0,7,14,0,0,0,0,13,3,3,0,0,0,10,8,0,0,0,0,16,3,3,0,0,0,6,0,0,0,0,0,0,38,5,0,0,0,45,4,0,0,0,0,3,527,138,135,71,27,897,0,0,0,0,0,0,9,0,0,0,0,10,81,7,11,0,0,96,232,66,47,27,4,381,140,54,59,25,12,290,5,0,0,0,0,11,466,131,122,59
LGA56860,3,0,0,17,9,3,3,3,3,29,0,0,0,0,0,0,27,7,6,3,7,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,6,3,7,57,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,14,7,3,0,0,20,11,8,10,10,3,32,3,0,0,0,0,3,30,10,14,10
LGA56930,13,3,0,74,76,33,71,36,27,251,0,0,0,0,0,0,132,48,84,42,27,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,12,9,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,22,5,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,60,87,47,27,372,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,43,9,10,4,0,72,68,50,77,33,26,250,3,3,0,0,0,3,116,65,89,35
LGA57000,19,3,0,64,34,10,16,5,3,68,0,0,0,0,0,0,70,27,38,14,3,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,23,38,14,3,147,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,26,9,10,5,0,45,25,10,8,10,0,58,0,0,0,0,0,0,52,17,16,17
LGA57080,10,3,0,42,13,19,4,7,0,40,0,0,0,0,0,0,51,22,15,6,0,101,0,0,0,0,0,0,5,0,0,0,0,5,79,4,0,0,0,85,102,32,15,0,0,152,25,24,10,9,0,61,0,0,0,0,0,0,207,60,23,7,0,303,21,0,0,0,0,26,477,55,6,0,0,543,1223,286,73,10,0,1591,466,136,79,14,7,694,30,9,6,3,0,49,14,6,0,0,0,18,2231,498,161,27,10,2926,0,0,0,0,0,0,4,0,0,0,0,4,15,4,0,0,0,24,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,29,8,0,0,0,35,6,0,0,0,0,6,2520,594,204,39,10,3376,0,0,0,0,0,0,3,0,0,0,0,3,9,3,0,0,0,12,11,7,3,0,3,24,3,0,7,3,0,11,0,0,0,0,0,3,30,14,9,4
LGA57140,17,4,4,160,54,21,20,23,5,123,3,0,0,0,0,3,186,60,44,30,13,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,60,44,30,11,329,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,0,4,33,91,30,15,8,3,148,53,18,16,15,5,105,9,0,0,4,0,9,174,48,27,28
LGA57210,88,26,13,583,199,99,105,61,30,488,8,3,4,4,3,21,682,234,206,93,45,1262,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,10,11,3,6,3,0,22,7,8,5,0,4,20,0,0,0,0,0,0,24,9,13,3,4,56,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,12,0,0,0,0,0,3,728,249,223,100,48,1342,5,0,0,0,0,5,25,0,0,0,0,26,124,16,9,8,0,157,336,99,89,33,15,569,206,93,109,68,34,512,19,0,3,0,4,26,712,220,208,101
