LGA_CODE_2016,C06_0_74_1PF_CU15DS,C06_0_74_1PF_CU15NDS,C06_0_74_1PFnCU15DS,C06_0_74_1PF_NDCO,C06_0_74_T,C06_75_99_1PF_CU15DS,C06_75_99_1PF_CU15NDS,C06_75_99_1PFnCU15DS,C06_75_99_1PF_NDCO,C06_75_99_T,C06_100_149_1PF_CU15DS,C06_100_149_1PF_CU15NDS,C06_100_149_1PFnCU15DS,C06_100_149_1PF_NDCO,C06_100_149_T,C06_150_199_1PF_CU15DS,C06_150_199_1PF_CU15NDS,C06_150_199_1PFnCU15DS,C06_150_199_1PF_NDCO,C06_150_199_T,C06_200_224_1PF_CU15DS,C06_200_224_1PF_CU15NDS,C06_200_224_1PFnCU15DS,C06_200_224_1PF_NDCO,C06_200_224_T,C06_225_274_1PF_CU15DS,C06_225_274_1PF_CU15NDS,C06_225_274_1PFnCU15DS,C06_225_274_1PF_NDCO,C06_225_274_T,C06_275_349_1PF_CU15DS,C06_275_349_1PF_CU15NDS,C06_275_349_1PFnCU15DS,C06_275_349_1PF_NDCO,C06_275_349_T,C06_350_449_1PF_CU15DS,C06_350_449_1PF_CU15NDS,C06_350_449_1PFnCU15DS,C06_350_449_1PF_NDCO,C06_350_449_T,C06_450_549_1PF_CU15DS,C06_450_549_1PF_CU15NDS,C06_450_549_1PFnCU15DS,C06_450_549_1PF_NDCO,C06_450_549_T,C06_550_649_1PF_CU15DS,C06_550_649_1PF_CU15NDS,C06_550_649_1PFnCU15DS,C06_550_649_1PF_NDCO,C06_550_649_T,C06_650_749_1PF_CU15DS,C06_650_749_1PF_CU15NDS,C06_650_749_1PFnCU15DS,C06_650_749_1PF_NDCO,C06_650_749_T,C06_750_849_1PF_CU15DS,C06_750_849_1PF_CU15NDS,C06_750_849_1PFnCU15DS,C06_750_849_1PF_NDCO,C06_750_849_T,C06_850_949_1PF_CU15DS,C06_850_949_1PF_CU15NDS,C06_850_949_1PFnCU15DS,C06_850_949_1PF_NDCO,C06_850_949_T,C06_950ov_1PF_CU15DS,C06_950ov_1PF_CU15NDS,C06_950ov_1PFnCU15DS,C06_950ov_1PF_NDCO,C06_950ov_T,C06_Rns_1PF_CU15DS,C06_Rns_1PF_CU15NDS,C06_Rns_1PFnCU15DS,C06_Rns_1PF_NDCO,C06_Rns_T,C06_Tot_1PF_CU15DS,C06_Tot_1PF_CU15NDS,C06_Tot_1PFnCU15DS,C06_Tot_1PF_NDCO,C06_Tot_T,C11_0_74_1PF_CU15DS,C11_0_74_1PF_CU15NDS,C11_0_74_1PFnCU15DS,C11_0_74_1PF_NDCO,C11_0_74_T,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_T,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_T,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_T,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_T,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_T,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_T,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_T,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_T,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_T,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_T,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_T,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_T,C11_950ov_1PF_CU15_DS,C11_950ov_1PF_CU15_NDS,C11_950ov_1PFnoCU15_DS,C11_950ov_1PF_NDCO,C11_950ov_T,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_T,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_T,C16_0_74_1PF_CU15DS,C16_0_74_1PF_CU15NDS,C16_0_74_1PFnCU15DS,C16_0_74_1PF_NDCO,C16_0_74_T,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_T,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_T,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_T,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_T,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_T,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_T,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_T
LGA35010,16,153,39,81,286,29,300,22,56,413,81,375,70,197,720,111,991,155,347,1606,99,962,110,204,1372,194,1310,142,245,1893,89,446,60,114,708,18,61,5,14,97,6,11,0,5,25,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,21,3,8,37,9,86,14,35,149,652,4730,631,1308,7319,16,79,20,70,185,24,161,31,76,293,63,331,36,121,555,39,225,54,130,451,22,169,36,97,318,67,747,115,271,1199,337,2505,315,607,3767,246,1273,209,327,2058,28,154,14,33,232,6,21,3,7,38,3,4,0,3,18,3,3,0,0,3,0,0,0,0,0,9,20,3,10,41,33,126,12,67,232,905,5803,866,1826,9406,12,62,13,31,117,4,17,3,18,42,18,172,42,86,321,44,191,41,110,391,17,136,26,100,280,60,596,81,253,989,310,2316,369,814,3812,457,2401,443,769,4065
LGA35250,0,43,3,8,54,0,9,0,0,9,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,53,3,13,67,3,24,0,9,29,0,10,0,0,16,0,11,0,3,14,0,5,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,61,0,13,78,0,8,0,4,10,0,0,0,0,0,3,19,0,7,31,0,15,0,4,21,0,3,0,0,3,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0
LGA35300,0,48,7,9,62,7,38,0,5,45,6,53,5,16,82,5,58,4,9,79,0,18,3,4,30,5,26,3,3,37,3,16,3,4,30,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,19,0,3,27,28,283,19,60,393,0,27,0,13,44,3,32,3,5,51,11,72,4,13,105,5,30,0,9,49,0,16,0,4,24,3,13,3,8,33,3,21,3,5,35,0,17,0,7,26,0,20,3,0,29,0,8,0,3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,11,44,32,302,29,88,445,0,6,0,7,18,3,3,3,3,8,5,33,6,9,58,9,54,4,10,79,3,32,3,10,49,3,34,4,14,53,11,58,3,13,78,6,46,4,19,78
LGA35600,0,11,3,0,15,0,3,0,0,3,0,11,3,6,26,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,42,3,16,62,0,4,0,0,3,0,6,0,0,12,0,9,0,4,13,4,11,0,10,26,0,6,3,0,11,3,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,8,11,77,0,4,0,0,4,0,0,0,0,0,0,6,0,3,7,3,16,4,6,34,0,7,3,4,12,3,9,3,3,19,0,3,0,0,4,0,0,0,0,0
LGA35670,3,27,3,13,40,3,26,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,52,3,15,81,0,7,0,4,9,0,12,0,14,23,0,14,3,3,21,0,7,0,0,11,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,4,23,77,0,3,0,0,3,0,3,0,0,4,3,15,0,11,34,0,18,0,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,7,34,11,10,57,9,23,6,5,36,3,35,16,13,57,15,86,8,15,125,12,99,25,30,164,23,244,42,53,365,22,119,16,38,196,5,29,5,7,53,0,3,3,0,7,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,6,25,91,686,129,186,1092,4,20,3,14,43,4,15,8,9,30,7,22,9,24,60,3,16,10,8,37,3,15,10,8,33,5,59,10,28,97,28,222,39,60,350,51,220,54,69,397,9,54,6,20,93,4,3,5,5,15,0,6,0,0,9,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,3,10,25,124,666,153,249,1191,3,17,0,4,27,0,3,0,4,8,3,22,4,5,39,0,13,3,14,27,0,20,0,12,29,0,21,10,19,51,11,107,18,51,194,41,212,58,100,416
LGA35760,0,13,3,5,26,0,18,0,8,21,8,74,6,11,92,0,30,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,136,9,23,179,0,7,0,3,17,0,7,0,0,7,7,30,4,7,51,10,43,0,10,68,0,10,0,0,12,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,10,20,111,8,25,171,3,3,0,7,13,0,3,0,0,3,0,12,0,8,20,4,31,5,0,44,0,18,3,4,25,4,28,3,0,38,0,6,0,0,11,0,0,0,0,0
LGA35780,8,70,3,13,96,0,15,0,4,24,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,3,14,13,104,3,19,145,6,55,3,22,83,0,27,3,5,33,0,15,0,4,25,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,100,3,31,148,0,17,3,0,20,3,13,3,0,20,9,66,3,16,96,4,28,0,13,43,0,7,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA35790,3,60,0,14,76,0,22,0,4,29,0,9,0,8,13,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,18,7,111,0,29,149,0,16,0,14,31,0,21,3,5,26,5,52,0,19,78,0,16,0,4,27,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,111,8,47,172,0,10,0,6,16,3,13,0,9,24,4,67,0,23,95,3,47,0,9,62,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,10,0,5,16,4,19,0,3,27,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,0,8,48,0,5,0,0,9,0,13,0,0,15,0,13,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,28,3,9,42,0,0,0,0,0,0,0,0,0,8,4,25,0,3,28,0,3,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,24,0,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,27,0,11,38,0,10,0,6,15,0,3,0,0,6,0,8,0,3,11,0,4,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,15,40,0,13,0,9,18,0,3,0,0,3,0,20,0,0,26,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,3,0,0,8,0,0,0,0,0,0,9,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,20,0,0,0,8,9,0,0,0,0,0,0,11,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,11,24,0,4,0,3,3,0,0,0,0,0,0,8,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,3,46,10,22,81,15,58,9,13,95,24,100,30,52,209,19,206,32,58,318,24,181,23,62,287,76,481,84,130,775,56,285,41,78,454,11,70,11,24,109,0,10,0,3,11,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,7,10,23,9,9,51,240,1467,255,452,2417,3,27,21,31,77,3,45,13,23,76,20,79,14,33,152,15,120,19,39,191,5,57,18,32,112,14,116,15,37,180,39,316,74,116,544,107,561,141,195,1002,44,153,33,51,280,8,27,5,8,43,0,8,3,4,17,0,0,0,0,3,0,0,0,0,0,6,4,0,5,10,0,38,3,21,69,270,1552,357,581,2760,0,18,4,23,42,0,4,3,5,11,10,55,15,38,115,12,72,24,41,144,8,54,6,24,94,14,109,24,48,198,25,201,36,92,351,109,635,142,252,1135
LGA36300,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,9,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,8,97,10,32,146,16,117,6,17,157,30,333,38,93,499,67,473,55,106,698,15,114,7,21,159,18,79,5,17,119,3,27,7,3,38,0,3,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,3,44,0,11,62,156,1294,130,318,1902,3,47,8,15,72,6,80,6,12,110,21,145,13,36,216,12,138,20,64,231,11,132,17,57,219,30,280,27,116,458,41,308,38,94,471,14,110,15,21,163,0,7,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,38,3,19,61,146,1293,147,427,2019,5,31,0,15,51,0,11,0,9,15,6,86,6,34,132,14,112,10,43,183,18,115,13,49,202,45,328,34,82,492,79,485,69,144,776,44,154,31,51,280
LGA36510,8,25,3,7,48,0,12,0,3,18,11,74,6,26,119,9,130,16,26,177,7,50,3,6,62,6,62,11,5,92,4,36,11,4,57,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,12,3,6,22,50,402,57,89,592,3,9,4,11,24,0,15,0,4,15,3,14,6,6,35,4,29,3,16,46,6,37,11,15,63,21,84,12,16,122,27,142,13,27,204,18,83,13,23,131,0,14,4,3,23,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,3,11,30,82,434,60,122,705,0,12,3,13,28,0,4,0,0,4,0,6,7,10,20,0,29,3,11,40,5,24,5,18,46,7,65,24,31,126,34,166,31,48,276,20,133,24,39,214
LGA36580,0,20,0,0,21,0,4,0,3,5,10,32,5,9,49,16,89,12,20,131,6,20,0,3,38,4,24,0,0,24,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,0,8,16,31,201,11,43,296,3,12,0,3,15,0,3,0,3,6,0,5,3,3,11,3,22,8,9,38,6,27,6,5,42,7,73,13,12,108,21,101,8,16,147,5,19,3,3,28,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,12,45,279,35,56,421,7,6,6,5,20,0,0,0,0,0,0,8,0,3,10,0,16,7,9,25,0,15,6,12,30,16,75,6,22,111,28,171,17,39,255,4,32,3,7,53
LGA36630,0,24,3,4,34,0,31,3,6,44,8,104,6,26,146,20,161,8,35,216,0,24,3,3,36,3,8,0,0,15,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,7,18,32,382,29,83,519,0,10,0,7,23,3,17,0,8,23,9,36,4,12,63,9,117,20,30,178,12,81,5,20,121,20,131,20,19,186,11,42,7,8,69,3,10,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,0,3,13,69,465,50,110,696,0,15,3,3,20,0,3,0,0,5,5,20,3,8,34,6,68,8,20,103,7,69,13,35,125,22,183,18,37,263,25,101,5,31,168,4,7,0,4,14
LGA36660,0,22,3,10,35,0,15,0,3,19,12,136,17,40,202,21,207,18,37,281,9,33,3,3,54,0,10,0,6,17,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,14,47,442,37,100,622,0,13,0,0,19,0,8,0,0,14,8,35,7,23,69,9,91,7,33,141,11,99,10,20,137,21,184,23,29,258,10,63,7,7,94,4,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,76,519,55,120,763,0,15,3,12,24,0,4,0,0,6,3,19,0,5,30,3,54,14,31,93,12,62,9,25,100,25,200,24,53,299,31,118,10,30,192,3,17,3,5,23
LGA36720,12,129,22,56,217,30,91,32,38,191,37,199,26,75,331,50,477,75,174,771,51,521,68,108,750,129,998,147,271,1548,143,698,114,197,1155,30,154,29,43,259,7,12,3,9,29,0,5,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,19,6,59,15,20,105,492,3366,538,992,5389,7,72,34,54,170,9,75,19,35,142,29,96,26,63,217,21,123,39,64,243,16,97,11,47,180,31,377,73,132,613,138,1145,211,323,1814,235,1193,231,325,1978,44,194,53,54,352,10,39,5,12,70,0,8,0,3,11,0,5,0,0,5,0,0,0,0,3,3,8,3,5,25,11,57,18,28,112,563,3499,724,1150,5930,6,47,12,20,94,0,23,0,9,31,6,81,32,58,176,18,107,25,65,209,7,61,21,47,134,20,174,37,98,332,73,853,171,392,1495,272,1356,367,556,2547
LGA36820,0,32,7,5,48,3,30,0,4,38,7,97,8,37,158,17,109,16,25,168,9,36,5,5,56,3,22,0,3,30,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,10,42,335,42,82,501,7,21,0,10,36,0,11,3,9,17,7,31,9,22,64,3,50,12,14,79,3,55,5,14,76,10,115,8,23,161,14,74,9,15,113,3,3,0,0,12,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,52,377,42,104,575,0,10,3,4,21,0,3,0,0,3,3,10,5,15,31,3,19,11,21,56,4,36,7,16,61,14,93,13,24,142,22,117,12,24,175,0,33,3,5,50
LGA36910,13,75,18,39,148,10,119,12,25,160,42,375,44,127,582,79,730,89,157,1059,38,286,35,64,424,50,250,46,38,384,13,73,6,9,105,0,6,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,19,4,37,0,22,67,251,1961,267,480,2960,0,45,9,34,98,6,77,5,21,112,27,146,24,55,253,28,285,43,113,471,31,279,37,75,420,97,676,71,156,998,114,436,65,98,720,31,117,16,35,201,3,7,3,3,22,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,9,45,13,18,82,347,2133,293,611,3382,6,26,4,17,64,3,7,0,3,14,14,76,15,39,138,13,132,25,60,229,22,136,24,85,262,49,485,73,168,769,132,807,156,256,1346,124,363,75,97,656
LGA36950,3,32,4,3,37,5,10,0,3,17,5,21,0,0,25,3,11,0,3,16,0,5,0,0,4,0,0,0,3,5,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,19,13,94,5,21,138,0,14,0,5,24,5,8,3,0,15,5,17,0,3,28,3,13,0,3,17,3,0,0,3,10,0,7,0,4,14,0,10,3,8,19,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,23,82,7,30,136,0,12,0,10,20,0,0,0,0,3,3,11,0,0,15,6,11,0,0,22,0,4,0,0,5,0,12,0,4,20,4,28,0,10,42,0,5,0,3,8
LGA36960,7,168,3,44,222,0,25,0,6,34,0,26,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,14,8,232,4,58,303,3,116,3,27,153,0,54,3,13,67,0,44,0,10,54,0,3,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,17,10,231,8,44,292,0,45,0,15,62,0,27,0,8,37,0,82,3,20,101,0,82,3,22,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,15,138,20,50,222,25,221,18,39,302,68,342,51,128,589,65,636,81,183,964,45,304,41,63,461,67,384,48,96,602,24,169,22,31,258,6,26,5,6,40,0,3,0,0,4,0,3,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,0,0,15,14,74,12,27,128,330,2316,298,635,3580,15,50,9,49,119,8,127,19,47,201,48,287,19,76,434,21,213,34,84,357,21,168,23,61,270,37,373,76,89,570,122,759,126,186,1192,112,496,94,141,842,12,65,19,11,108,3,8,0,4,13,0,6,3,3,10,0,0,0,0,3,0,0,0,0,0,0,11,0,0,9,13,79,16,32,142,413,2646,445,783,4281,3,40,22,26,89,3,28,5,19,50,28,169,23,52,275,33,206,30,57,323,20,187,30,85,317,65,543,92,162,864,178,1080,190,352,1797,165,580,143,170,1058
LGA37300,5,15,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,4,29,3,8,51,3,9,0,10,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,3,0,10,0,7,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,4,27,9,17,56,0,6,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,0,4,0,0,3
