LGA_NAME16	Year	Sex	IndigenousStatus	persons
Campbelltown (C) (NSW)	2011	F	Aboriginal	2437
Campbelltown (C) (NSW)	2011	F	Both Aboriginal & Torres Strait Islander	35
Campbelltown (C) (NSW)	2011	F	Non-indigenous	72079
Campbelltown (C) (NSW)	2011	F	Torres Strait Islander	76
Campbelltown (C) (NSW)	2011	M	Aboriginal	2078
Campbelltown (C) (NSW)	2011	M	Both Aboriginal & Torres Strait Islander	38
Campbelltown (C) (NSW)	2011	M	Non-indigenous	69156
Campbelltown (C) (NSW)	2011	M	Torres Strait Islander	66
Campbelltown (C) (NSW)	2016	F	Aboriginal	3079
Campbelltown (C) (NSW)	2016	F	Both Aboriginal & Torres Strait Islander	53
Campbelltown (C) (NSW)	2016	F	Non-indigenous	76804
Campbelltown (C) (NSW)	2016	F	Torres Strait Islander	63
Campbelltown (C) (NSW)	2016	M	Aboriginal	2660
Campbelltown (C) (NSW)	2016	M	Both Aboriginal & Torres Strait Islander	53
Campbelltown (C) (NSW)	2016	M	Non-indigenous	74222
Campbelltown (C) (NSW)	2016	M	Torres Strait Islander	67
Canada Bay (A)	2006	F	Aboriginal	111
Canada Bay (A)	2006	F	Both Aboriginal & Torres Strait Islander	0
Canada Bay (A)	2006	F	Non-indigenous	33997
Canada Bay (A)	2006	F	Torres Strait Islander	6
Canada Bay (A)	2006	M	Aboriginal	87
Canada Bay (A)	2006	M	Both Aboriginal & Torres Strait Islander	7
Canada Bay (A)	2006	M	Non-indigenous	31536
Canada Bay (A)	2006	M	Torres Strait Islander	7
Canada Bay (A)	2011	F	Aboriginal	147
Canada Bay (A)	2011	F	Both Aboriginal & Torres Strait Islander	0
Canada Bay (A)	2011	F	Non-indigenous	38803
Canada Bay (A)	2011	F	Torres Strait Islander	10
Canada Bay (A)	2011	M	Aboriginal	120
Canada Bay (A)	2011	M	Both Aboriginal & Torres Strait Islander	0
Canada Bay (A)	2011	M	Non-indigenous	36676
Canada Bay (A)	2011	M	Torres Strait Islander	8
Canada Bay (A)	2016	F	Aboriginal	199
Canada Bay (A)	2016	F	Both Aboriginal & Torres Strait Islander	3
Canada Bay (A)	2016	F	Non-indigenous	45452
Canada Bay (A)	2016	F	Torres Strait Islander	12
Canada Bay (A)	2016	M	Aboriginal	196
Canada Bay (A)	2016	M	Both Aboriginal & Torres Strait Islander	0
Canada Bay (A)	2016	M	Non-indigenous	42140
Canada Bay (A)	2016	M	Torres Strait Islander	12
Canterbury-Bankstown (A)	2006	F	Aboriginal	886
Canterbury-Bankstown (A)	2006	F	Both Aboriginal & Torres Strait Islander	18
Canterbury-Bankstown (A)	2006	F	Non-indigenous	150810
Canterbury-Bankstown (A)	2006	F	Torres Strait Islander	81
Canterbury-Bankstown (A)	2006	M	Aboriginal	793
Canterbury-Bankstown (A)	2006	M	Both Aboriginal & Torres Strait Islander	9
Canterbury-Bankstown (A)	2006	M	Non-indigenous	147774
Canterbury-Bankstown (A)	2006	M	Torres Strait Islander	80
Canterbury-Bankstown (A)	2011	F	Aboriginal	1070
Canterbury-Bankstown (A)	2011	F	Both Aboriginal & Torres Strait Islander	31
Canterbury-Bankstown (A)	2011	F	Non-indigenous	159994
Canterbury-Bankstown (A)	2011	F	Torres Strait Islander	73
Canterbury-Bankstown (A)	2011	M	Aboriginal	928
Canterbury-Bankstown (A)	2011	M	Both Aboriginal & Torres Strait Islander	14
Canterbury-Bankstown (A)	2011	M	Non-indigenous	157624
Canterbury-Bankstown (A)	2011	M	Torres Strait Islander	69
Canterbury-Bankstown (A)	2016	F	Aboriginal	1286
Canterbury-Bankstown (A)	2016	F	Both Aboriginal & Torres Strait Islander	29
Canterbury-Bankstown (A)	2016	F	Non-indigenous	172592
Canterbury-Bankstown (A)	2016	F	Torres Strait Islander	70
Canterbury-Bankstown (A)	2016	M	Aboriginal	1099
Canterbury-Bankstown (A)	2016	M	Both Aboriginal & Torres Strait Islander	21
Canterbury-Bankstown (A)	2016	M	Non-indigenous	171163
Canterbury-Bankstown (A)	2016	M	Torres Strait Islander	44
Carrathool (A)	2006	F	Aboriginal	81
Carrathool (A)	2006	F	Both Aboriginal & Torres Strait Islander	0
Carrathool (A)	2006	F	Non-indigenous	1229
Carrathool (A)	2006	F	Torres Strait Islander	0
Carrathool (A)	2006	M	Aboriginal	85
Carrathool (A)	2006	M	Both Aboriginal & Torres Strait Islander	0
Carrathool (A)	2006	M	Non-indigenous	1417
Carrathool (A)	2006	M	Torres Strait Islander	3
Carrathool (A)	2011	F	Aboriginal	98
Carrathool (A)	2011	F	Both Aboriginal & Torres Strait Islander	0
Carrathool (A)	2011	F	Non-indigenous	1125
Carrathool (A)	2011	F	Torres Strait Islander	0
Carrathool (A)	2011	M	Aboriginal	74
Carrathool (A)	2011	M	Both Aboriginal & Torres Strait Islander	0
Carrathool (A)	2011	M	Non-indigenous	1292
Carrathool (A)	2011	M	Torres Strait Islander	0
Carrathool (A)	2016	F	Aboriginal	97
Carrathool (A)	2016	F	Both Aboriginal & Torres Strait Islander	3
Carrathool (A)	2016	F	Non-indigenous	1199
Carrathool (A)	2016	F	Torres Strait Islander	4
Carrathool (A)	2016	M	Aboriginal	108
Carrathool (A)	2016	M	Both Aboriginal & Torres Strait Islander	0
Carrathool (A)	2016	M	Non-indigenous	1313
Carrathool (A)	2016	M	Torres Strait Islander	0
Central Coast (C) (NSW)	2006	F	Aboriginal	3049
Central Coast (C) (NSW)	2006	F	Both Aboriginal & Torres Strait Islander	54
Central Coast (C) (NSW)	2006	F	Non-indigenous	150767
Central Coast (C) (NSW)	2006	F	Torres Strait Islander	143
Central Coast (C) (NSW)	2006	M	Aboriginal	3010
Central Coast (C) (NSW)	2006	M	Both Aboriginal & Torres Strait Islander	64
Central Coast (C) (NSW)	2006	M	Non-indigenous	140737
Central Coast (C) (NSW)	2006	M	Torres Strait Islander	132
Central Coast (C) (NSW)	2011	F	Aboriginal	4375
Central Coast (C) (NSW)	2011	F	Both Aboriginal & Torres Strait Islander	92
Central Coast (C) (NSW)	2011	F	Non-indigenous	156891
Central Coast (C) (NSW)	2011	F	Torres Strait Islander	126
Central Coast (C) (NSW)	2011	M	Aboriginal	4220
Central Coast (C) (NSW)	2011	M	Both Aboriginal & Torres Strait Islander	78
Central Coast (C) (NSW)	2011	M	Non-indigenous	146270
Central Coast (C) (NSW)	2011	M	Torres Strait Islander	136
Central Coast (C) (NSW)	2016	F	Aboriginal	6030
Central Coast (C) (NSW)	2016	F	Both Aboriginal & Torres Strait Islander	109
Central Coast (C) (NSW)	2016	F	Non-indigenous	162681
Central Coast (C) (NSW)	2016	F	Torres Strait Islander	152
Central Coast (C) (NSW)	2016	M	Aboriginal	5957
Central Coast (C) (NSW)	2016	M	Both Aboriginal & Torres Strait Islander	88
Central Coast (C) (NSW)	2016	M	Non-indigenous	152576
Central Coast (C) (NSW)	2016	M	Torres Strait Islander	147
Central Darling (A)	2006	F	Aboriginal	339
Central Darling (A)	2006	F	Both Aboriginal & Torres Strait Islander	4
Central Darling (A)	2006	F	Non-indigenous	540
Central Darling (A)	2006	F	Torres Strait Islander	0
Central Darling (A)	2006	M	Aboriginal	355
Central Darling (A)	2006	M	Both Aboriginal & Torres Strait Islander	0
Central Darling (A)	2006	M	Non-indigenous	704
Central Darling (A)	2006	M	Torres Strait Islander	0
Central Darling (A)	2011	F	Aboriginal	393
Central Darling (A)	2011	F	Both Aboriginal & Torres Strait Islander	0
Central Darling (A)	2011	F	Non-indigenous	552
Central Darling (A)	2011	F	Torres Strait Islander	0
Central Darling (A)	2011	M	Aboriginal	365
Central Darling (A)	2011	M	Both Aboriginal & Torres Strait Islander	0
Central Darling (A)	2011	M	Non-indigenous	680
Central Darling (A)	2011	M	Torres Strait Islander	0
Central Darling (A)	2016	F	Aboriginal	366
Central Darling (A)	2016	F	Both Aboriginal & Torres Strait Islander	0
Central Darling (A)	2016	F	Non-indigenous	493
Central Darling (A)	2016	F	Torres Strait Islander	0
Central Darling (A)	2016	M	Aboriginal	352
Central Darling (A)	2016	M	Both Aboriginal & Torres Strait Islander	7
Central Darling (A)	2016	M	Non-indigenous	614
Central Darling (A)	2016	M	Torres Strait Islander	0
Cessnock (C)	2006	F	Aboriginal	744
Cessnock (C)	2006	F	Both Aboriginal & Torres Strait Islander	19
Cessnock (C)	2006	F	Non-indigenous	22547
Cessnock (C)	2006	F	Torres Strait Islander	37
Cessnock (C)	2006	M	Aboriginal	749
Cessnock (C)	2006	M	Both Aboriginal & Torres Strait Islander	17
Cessnock (C)	2006	M	Non-indigenous	22065
Cessnock (C)	2006	M	Torres Strait Islander	31
Cessnock (C)	2011	F	Aboriginal	1140
Cessnock (C)	2011	F	Both Aboriginal & Torres Strait Islander	39
Cessnock (C)	2011	F	Non-indigenous	24367
Cessnock (C)	2011	F	Torres Strait Islander	37
Cessnock (C)	2011	M	Aboriginal	1174
Cessnock (C)	2011	M	Both Aboriginal & Torres Strait Islander	35
Cessnock (C)	2011	M	Non-indigenous	24014
Cessnock (C)	2011	M	Torres Strait Islander	34
Cessnock (C)	2016	F	Aboriginal	1775
Cessnock (C)	2016	F	Both Aboriginal & Torres Strait Islander	47
Cessnock (C)	2016	F	Non-indigenous	26066
Cessnock (C)	2016	F	Torres Strait Islander	40
Cessnock (C)	2016	M	Aboriginal	2052
Cessnock (C)	2016	M	Both Aboriginal & Torres Strait Islander	48
Cessnock (C)	2016	M	Non-indigenous	25477
Cessnock (C)	2016	M	Torres Strait Islander	56
Clarence Valley (A)	2006	F	Aboriginal	1081
Clarence Valley (A)	2006	F	Both Aboriginal & Torres Strait Islander	25
Clarence Valley (A)	2006	F	Non-indigenous	23144
Clarence Valley (A)	2006	F	Torres Strait Islander	23
Clarence Valley (A)	2006	M	Aboriginal	1121
Clarence Valley (A)	2006	M	Both Aboriginal & Torres Strait Islander	28
Clarence Valley (A)	2006	M	Non-indigenous	22697
Clarence Valley (A)	2006	M	Torres Strait Islander	29
Clarence Valley (A)	2011	F	Aboriginal	1380
Clarence Valley (A)	2011	F	Both Aboriginal & Torres Strait Islander	23
Clarence Valley (A)	2011	F	Non-indigenous	23707
Clarence Valley (A)	2011	F	Torres Strait Islander	40
Clarence Valley (A)	2011	M	Aboriginal	1346
Clarence Valley (A)	2011	M	Both Aboriginal & Torres Strait Islander	17
Clarence Valley (A)	2011	M	Non-indigenous	23111
Clarence Valley (A)	2011	M	Torres Strait Islander	40
Clarence Valley (A)	2016	F	Aboriginal	1538
Clarence Valley (A)	2016	F	Both Aboriginal & Torres Strait Islander	34
Clarence Valley (A)	2016	F	Non-indigenous	23916
Clarence Valley (A)	2016	F	Torres Strait Islander	42
Clarence Valley (A)	2016	M	Aboriginal	1548
Clarence Valley (A)	2016	M	Both Aboriginal & Torres Strait Islander	28
Clarence Valley (A)	2016	M	Non-indigenous	23536
Clarence Valley (A)	2016	M	Torres Strait Islander	28
Cobar (A)	2006	F	Aboriginal	240
Cobar (A)	2006	F	Both Aboriginal & Torres Strait Islander	0
Cobar (A)	2006	F	Non-indigenous	2103
Cobar (A)	2006	F	Torres Strait Islander	5
Cobar (A)	2006	M	Aboriginal	268
Cobar (A)	2006	M	Both Aboriginal & Torres Strait Islander	4
Cobar (A)	2006	M	Non-indigenous	2295
Cobar (A)	2006	M	Torres Strait Islander	3
Cobar (A)	2011	F	Aboriginal	277
Cobar (A)	2011	F	Both Aboriginal & Torres Strait Islander	7
Cobar (A)	2011	F	Non-indigenous	1955
Cobar (A)	2011	F	Torres Strait Islander	8
Cobar (A)	2011	M	Aboriginal	318
Cobar (A)	2011	M	Both Aboriginal & Torres Strait Islander	3
Cobar (A)	2011	M	Non-indigenous	2135
Cobar (A)	2011	M	Torres Strait Islander	3
Cobar (A)	2016	F	Aboriginal	315
Cobar (A)	2016	F	Both Aboriginal & Torres Strait Islander	0
Cobar (A)	2016	F	Non-indigenous	1940
Cobar (A)	2016	F	Torres Strait Islander	0
Cobar (A)	2016	M	Aboriginal	313
Cobar (A)	2016	M	Both Aboriginal & Torres Strait Islander	0
Cobar (A)	2016	M	Non-indigenous	2077
Cobar (A)	2016	M	Torres Strait Islander	4
Coffs Harbour (C)	2006	F	Aboriginal	1132
Coffs Harbour (C)	2006	F	Both Aboriginal & Torres Strait Islander	18
Coffs Harbour (C)	2006	F	Non-indigenous	32159
Coffs Harbour (C)	2006	F	Torres Strait Islander	27
Coffs Harbour (C)	2006	M	Aboriginal	1076
Coffs Harbour (C)	2006	M	Both Aboriginal & Torres Strait Islander	23
Coffs Harbour (C)	2006	M	Non-indigenous	30443
Coffs Harbour (C)	2006	M	Torres Strait Islander	31
Coffs Harbour (C)	2011	F	Aboriginal	1411
Coffs Harbour (C)	2011	F	Both Aboriginal & Torres Strait Islander	29
Coffs Harbour (C)	2011	F	Non-indigenous	33739
Coffs Harbour (C)	2011	F	Torres Strait Islander	33
Coffs Harbour (C)	2011	M	Aboriginal	1262
Coffs Harbour (C)	2011	M	Both Aboriginal & Torres Strait Islander	33
Coffs Harbour (C)	2011	M	Non-indigenous	31865
Coffs Harbour (C)	2011	M	Torres Strait Islander	41
Coffs Harbour (C)	2016	F	Aboriginal	1813
Coffs Harbour (C)	2016	F	Both Aboriginal & Torres Strait Islander	43
Coffs Harbour (C)	2016	F	Non-indigenous	35740
Coffs Harbour (C)	2016	F	Torres Strait Islander	33
Coffs Harbour (C)	2016	M	Aboriginal	1687
Coffs Harbour (C)	2016	M	Both Aboriginal & Torres Strait Islander	30
Coffs Harbour (C)	2016	M	Non-indigenous	33569
Coffs Harbour (C)	2016	M	Torres Strait Islander	33
Coolamon (A)	2006	F	Aboriginal	23
Coolamon (A)	2006	F	Both Aboriginal & Torres Strait Islander	0
Coolamon (A)	2006	F	Non-indigenous	2012
Coolamon (A)	2006	F	Torres Strait Islander	0
Coolamon (A)	2006	M	Aboriginal	19
Coolamon (A)	2006	M	Both Aboriginal & Torres Strait Islander	0
Coolamon (A)	2006	M	Non-indigenous	1971
Coolamon (A)	2006	M	Torres Strait Islander	0
Coolamon (A)	2011	F	Aboriginal	56
Coolamon (A)	2011	F	Both Aboriginal & Torres Strait Islander	0
Coolamon (A)	2011	F	Non-indigenous	2036
Coolamon (A)	2011	F	Torres Strait Islander	0
Coolamon (A)	2011	M	Aboriginal	45
Coolamon (A)	2011	M	Both Aboriginal & Torres Strait Islander	0
Coolamon (A)	2011	M	Non-indigenous	1959
Coolamon (A)	2011	M	Torres Strait Islander	0
Coolamon (A)	2016	F	Aboriginal	72
Coolamon (A)	2016	F	Both Aboriginal & Torres Strait Islander	0
Coolamon (A)	2016	F	Non-indigenous	2084
Coolamon (A)	2016	F	Torres Strait Islander	0
Coolamon (A)	2016	M	Aboriginal	64
Coolamon (A)	2016	M	Both Aboriginal & Torres Strait Islander	0
Coolamon (A)	2016	M	Non-indigenous	2096
Coolamon (A)	2016	M	Torres Strait Islander	0
Coonamble (A)	2006	F	Aboriginal	543
Coonamble (A)	2006	F	Both Aboriginal & Torres Strait Islander	3
Coonamble (A)	2006	F	Non-indigenous	1556
Coonamble (A)	2006	F	Torres Strait Islander	3
Coonamble (A)	2006	M	Aboriginal	508
Coonamble (A)	2006	M	Both Aboriginal & Torres Strait Islander	8
Coonamble (A)	2006	M	Non-indigenous	1590
Coonamble (A)	2006	M	Torres Strait Islander	0
Coonamble (A)	2011	F	Aboriginal	606
Coonamble (A)	2011	F	Both Aboriginal & Torres Strait Islander	0
Coonamble (A)	2011	F	Non-indigenous	1394
Coonamble (A)	2011	F	Torres Strait Islander	0
Coonamble (A)	2011	M	Aboriginal	566
Coonamble (A)	2011	M	Both Aboriginal & Torres Strait Islander	0
Coonamble (A)	2011	M	Non-indigenous	1463
Coonamble (A)	2011	M	Torres Strait Islander	0
Coonamble (A)	2016	F	Aboriginal	618
Coonamble (A)	2016	F	Both Aboriginal & Torres Strait Islander	9
Coonamble (A)	2016	F	Non-indigenous	1339
Coonamble (A)	2016	F	Torres Strait Islander	4
Coonamble (A)	2016	M	Aboriginal	546
Coonamble (A)	2016	M	Both Aboriginal & Torres Strait Islander	9
Coonamble (A)	2016	M	Non-indigenous	1392
Coonamble (A)	2016	M	Torres Strait Islander	0
Cowra (A)	2006	F	Aboriginal	374
Cowra (A)	2006	F	Both Aboriginal & Torres Strait Islander	7
Cowra (A)	2006	F	Non-indigenous	5893
Cowra (A)	2006	F	Torres Strait Islander	3
Cowra (A)	2006	M	Aboriginal	352
Cowra (A)	2006	M	Both Aboriginal & Torres Strait Islander	8
Cowra (A)	2006	M	Non-indigenous	5835
Cowra (A)	2006	M	Torres Strait Islander	11
Cowra (A)	2011	F	Aboriginal	364
Cowra (A)	2011	F	Both Aboriginal & Torres Strait Islander	9
Cowra (A)	2011	F	Non-indigenous	5712
Cowra (A)	2011	F	Torres Strait Islander	7
Cowra (A)	2011	M	Aboriginal	397
Cowra (A)	2011	M	Both Aboriginal & Torres Strait Islander	3
Cowra (A)	2011	M	Non-indigenous	5643
Cowra (A)	2011	M	Torres Strait Islander	12
Cowra (A)	2016	F	Aboriginal	468
Cowra (A)	2016	F	Both Aboriginal & Torres Strait Islander	8
Cowra (A)	2016	F	Non-indigenous	5829
Cowra (A)	2016	F	Torres Strait Islander	3
Cowra (A)	2016	M	Aboriginal	484
Cowra (A)	2016	M	Both Aboriginal & Torres Strait Islander	7
Cowra (A)	2016	M	Non-indigenous	5655
Cowra (A)	2016	M	Torres Strait Islander	11
Cumberland (A)	2006	F	Aboriginal	570
Cumberland (A)	2006	F	Both Aboriginal & Torres Strait Islander	12
Cumberland (A)	2006	F	Non-indigenous	86323
Cumberland (A)	2006	F	Torres Strait Islander	56
Cumberland (A)	2006	M	Aboriginal	483
Cumberland (A)	2006	M	Both Aboriginal & Torres Strait Islander	18
Cumberland (A)	2006	M	Non-indigenous	86600
Cumberland (A)	2006	M	Torres Strait Islander	58
Cumberland (A)	2011	F	Aboriginal	614
Cumberland (A)	2011	F	Both Aboriginal & Torres Strait Islander	16
Cumberland (A)	2011	F	Non-indigenous	95492
Cumberland (A)	2011	F	Torres Strait Islander	46
Cumberland (A)	2011	M	Aboriginal	552
Cumberland (A)	2011	M	Both Aboriginal & Torres Strait Islander	19
Cumberland (A)	2011	M	Non-indigenous	96452
Cumberland (A)	2011	M	Torres Strait Islander	38
Cumberland (A)	2016	F	Aboriginal	655
Cumberland (A)	2016	F	Both Aboriginal & Torres Strait Islander	12
Cumberland (A)	2016	F	Non-indigenous	104303
Cumberland (A)	2016	F	Torres Strait Islander	30
Cumberland (A)	2016	M	Aboriginal	654
Cumberland (A)	2016	M	Both Aboriginal & Torres Strait Islander	16
Cumberland (A)	2016	M	Non-indigenous	110387
Cumberland (A)	2016	M	Torres Strait Islander	23
Dungog (A)	2006	F	Aboriginal	78
Dungog (A)	2006	F	Both Aboriginal & Torres Strait Islander	0
Dungog (A)	2006	F	Non-indigenous	3943
Dungog (A)	2006	F	Torres Strait Islander	3
Dungog (A)	2006	M	Aboriginal	83
Dungog (A)	2006	M	Both Aboriginal & Torres Strait Islander	0
Dungog (A)	2006	M	Non-indigenous	3948
Dungog (A)	2006	M	Torres Strait Islander	5
Dungog (A)	2011	F	Aboriginal	129
Dungog (A)	2011	F	Both Aboriginal & Torres Strait Islander	3
Dungog (A)	2011	F	Non-indigenous	3996
Dungog (A)	2011	F	Torres Strait Islander	3
Dungog (A)	2011	M	Aboriginal	126
Dungog (A)	2011	M	Both Aboriginal & Torres Strait Islander	3
Dungog (A)	2011	M	Non-indigenous	4057
Dungog (A)	2011	M	Torres Strait Islander	3
Dungog (A)	2016	F	Aboriginal	213
Dungog (A)	2016	F	Both Aboriginal & Torres Strait Islander	6
Dungog (A)	2016	F	Non-indigenous	4249
Dungog (A)	2016	F	Torres Strait Islander	11
Dungog (A)	2016	M	Aboriginal	212
Dungog (A)	2016	M	Both Aboriginal & Torres Strait Islander	9
Dungog (A)	2016	M	Non-indigenous	4265
Dungog (A)	2016	M	Torres Strait Islander	11
Edward River (A)	2006	F	Aboriginal	105
Edward River (A)	2006	F	Both Aboriginal & Torres Strait Islander	0
Edward River (A)	2006	F	Non-indigenous	4480
Edward River (A)	2006	F	Torres Strait Islander	0
Edward River (A)	2006	M	Aboriginal	129
Edward River (A)	2006	M	Both Aboriginal & Torres Strait Islander	0
Edward River (A)	2006	M	Non-indigenous	4395
Edward River (A)	2006	M	Torres Strait Islander	0
Edward River (A)	2011	F	Aboriginal	121
Edward River (A)	2011	F	Both Aboriginal & Torres Strait Islander	0
Edward River (A)	2011	F	Non-indigenous	4267
Edward River (A)	2011	F	Torres Strait Islander	7
Edward River (A)	2011	M	Aboriginal	152
Edward River (A)	2011	M	Both Aboriginal & Torres Strait Islander	0
Edward River (A)	2011	M	Non-indigenous	4106
Edward River (A)	2011	M	Torres Strait Islander	8
Edward River (A)	2016	F	Aboriginal	180
Edward River (A)	2016	F	Both Aboriginal & Torres Strait Islander	6
Edward River (A)	2016	F	Non-indigenous	4298
Edward River (A)	2016	F	Torres Strait Islander	8
Edward River (A)	2016	M	Aboriginal	159
Edward River (A)	2016	M	Both Aboriginal & Torres Strait Islander	0
Edward River (A)	2016	M	Non-indigenous	4189
Edward River (A)	2016	M	Torres Strait Islander	5
Eurobodalla (A)	2006	F	Aboriginal	741
Eurobodalla (A)	2006	F	Both Aboriginal & Torres Strait Islander	13
Eurobodalla (A)	2006	F	Non-indigenous	17081
Eurobodalla (A)	2006	F	Torres Strait Islander	14
Eurobodalla (A)	2006	M	Aboriginal	763
Eurobodalla (A)	2006	M	Both Aboriginal & Torres Strait Islander	13
Eurobodalla (A)	2006	M	Non-indigenous	16379
Eurobodalla (A)	2006	M	Torres Strait Islander	12
Eurobodalla (A)	2011	F	Aboriginal	889
Eurobodalla (A)	2011	F	Both Aboriginal & Torres Strait Islander	13
Eurobodalla (A)	2011	F	Non-indigenous	17243
Eurobodalla (A)	2011	F	Torres Strait Islander	20
Eurobodalla (A)	2011	M	Aboriginal	869
Eurobodalla (A)	2011	M	Both Aboriginal & Torres Strait Islander	6
Eurobodalla (A)	2011	M	Non-indigenous	16687
Eurobodalla (A)	2011	M	Torres Strait Islander	18
Eurobodalla (A)	2016	F	Aboriginal	1058
Eurobodalla (A)	2016	F	Both Aboriginal & Torres Strait Islander	13
Eurobodalla (A)	2016	F	Non-indigenous	17871
Eurobodalla (A)	2016	F	Torres Strait Islander	13
Eurobodalla (A)	2016	M	Aboriginal	963
Eurobodalla (A)	2016	M	Both Aboriginal & Torres Strait Islander	22
Eurobodalla (A)	2016	M	Non-indigenous	17270
Eurobodalla (A)	2016	M	Torres Strait Islander	15
Fairfield (C)	2006	F	Aboriginal	514
Fairfield (C)	2006	F	Both Aboriginal & Torres Strait Islander	3
Fairfield (C)	2006	F	Non-indigenous	90355
Fairfield (C)	2006	F	Torres Strait Islander	62
Fairfield (C)	2006	M	Aboriginal	470
Fairfield (C)	2006	M	Both Aboriginal & Torres Strait Islander	7
Fairfield (C)	2006	M	Non-indigenous	88421
Fairfield (C)	2006	M	Torres Strait Islander	63
Fairfield (C)	2011	F	Aboriginal	598
Fairfield (C)	2011	F	Both Aboriginal & Torres Strait Islander	12
Fairfield (C)	2011	F	Non-indigenous	94588
Fairfield (C)	2011	F	Torres Strait Islander	47
Fairfield (C)	2011	M	Aboriginal	604
Fairfield (C)	2011	M	Both Aboriginal & Torres Strait Islander	8
Fairfield (C)	2011	M	Non-indigenous	91856
Fairfield (C)	2011	M	Torres Strait Islander	53
Fairfield (C)	2016	F	Aboriginal	702
Fairfield (C)	2016	F	Both Aboriginal & Torres Strait Islander	10
Fairfield (C)	2016	F	Non-indigenous	100107
Fairfield (C)	2016	F	Torres Strait Islander	36
Fairfield (C)	2016	M	Aboriginal	684
Fairfield (C)	2016	M	Both Aboriginal & Torres Strait Islander	8
Fairfield (C)	2016	M	Non-indigenous	97223
