LGA_NAME16	Year	LabourForceStatus	adults
Cowra (A)	2016	Employed (away from work)	288
Cowra (A)	2016	Employed (full-time)	2880
Cowra (A)	2016	Employed (part-time)	1644
Cowra (A)	2016	Not in the labour force	4298
Cowra (A)	2016	Unemployed (looking for work)	335
Cumberland (A)	2006		11057
Cumberland (A)	2006	Employed (away from work)	4877
Cumberland (A)	2006	Employed (full-time)	44725
Cumberland (A)	2006	Employed (part-time)	17004
Cumberland (A)	2006	Not in the labour force	52684
Cumberland (A)	2006	Unemployed (looking for work)	6090
Cumberland (A)	2011		10964
Cumberland (A)	2011	Employed (away from work)	5259
Cumberland (A)	2011	Employed (full-time)	49337
Cumberland (A)	2011	Employed (part-time)	21235
Cumberland (A)	2011	Not in the labour force	58688
Cumberland (A)	2011	Unemployed (looking for work)	6947
Cumberland (A)	2016		10431
Cumberland (A)	2016	Employed (away from work)	4899
Cumberland (A)	2016	Employed (full-time)	54613
Cumberland (A)	2016	Employed (part-time)	27324
Cumberland (A)	2016	Not in the labour force	65337
Cumberland (A)	2016	Unemployed (looking for work)	9103
Dungog (A)	2006		382
Dungog (A)	2006	Employed (away from work)	234
Dungog (A)	2006	Employed (full-time)	2088
Dungog (A)	2006	Employed (part-time)	1137
Dungog (A)	2006	Not in the labour force	2348
Dungog (A)	2006	Unemployed (looking for work)	175
Dungog (A)	2011		297
Dungog (A)	2011	Employed (away from work)	261
Dungog (A)	2011	Employed (full-time)	2204
Dungog (A)	2011	Employed (part-time)	1263
Dungog (A)	2011	Not in the labour force	2561
Dungog (A)	2011	Unemployed (looking for work)	173
Dungog (A)	2016		552
Dungog (A)	2016	Employed (away from work)	233
Dungog (A)	2016	Employed (full-time)	2254
Dungog (A)	2016	Employed (part-time)	1404
Dungog (A)	2016	Not in the labour force	2645
Dungog (A)	2016	Unemployed (looking for work)	227
Edward River (A)	2006		411
Edward River (A)	2006	Employed (away from work)	267
Edward River (A)	2006	Employed (full-time)	2640
Edward River (A)	2006	Employed (part-time)	1213
Edward River (A)	2006	Not in the labour force	2446
Edward River (A)	2006	Unemployed (looking for work)	188
Edward River (A)	2011		439
Edward River (A)	2011	Employed (away from work)	277
Edward River (A)	2011	Employed (full-time)	2393
Edward River (A)	2011	Employed (part-time)	1184
Edward River (A)	2011	Not in the labour force	2491
Edward River (A)	2011	Unemployed (looking for work)	156
Edward River (A)	2016		744
Edward River (A)	2016	Employed (away from work)	236
Edward River (A)	2016	Employed (full-time)	2306
Edward River (A)	2016	Employed (part-time)	1270
Edward River (A)	2016	Not in the labour force	2520
Edward River (A)	2016	Unemployed (looking for work)	200
Eurobodalla (A)	2006		1456
Eurobodalla (A)	2006	Employed (away from work)	902
Eurobodalla (A)	2006	Employed (full-time)	6392
Eurobodalla (A)	2006	Employed (part-time)	4933
Eurobodalla (A)	2006	Not in the labour force	13992
Eurobodalla (A)	2006	Unemployed (looking for work)	1230
Eurobodalla (A)	2011		1785
Eurobodalla (A)	2011	Employed (away from work)	924
Eurobodalla (A)	2011	Employed (full-time)	6411
Eurobodalla (A)	2011	Employed (part-time)	5196
Eurobodalla (A)	2011	Not in the labour force	14528
Eurobodalla (A)	2011	Unemployed (looking for work)	1016
Eurobodalla (A)	2016		2694
Eurobodalla (A)	2016	Employed (away from work)	835
Eurobodalla (A)	2016	Employed (full-time)	6483
Eurobodalla (A)	2016	Employed (part-time)	5662
Eurobodalla (A)	2016	Not in the labour force	15254
Eurobodalla (A)	2016	Unemployed (looking for work)	986
Fairfield (C)	2006		9062
Fairfield (C)	2006	Employed (away from work)	5235
Fairfield (C)	2006	Employed (full-time)	44100
Fairfield (C)	2006	Employed (part-time)	16203
Fairfield (C)	2006	Not in the labour force	58787
Fairfield (C)	2006	Unemployed (looking for work)	7726
Fairfield (C)	2011		7754
Fairfield (C)	2011	Employed (away from work)	5048
Fairfield (C)	2011	Employed (full-time)	44629
Fairfield (C)	2011	Employed (part-time)	18934
Fairfield (C)	2011	Not in the labour force	65840
Fairfield (C)	2011	Unemployed (looking for work)	7342
Fairfield (C)	2016		7895
Fairfield (C)	2016	Employed (away from work)	4041
Fairfield (C)	2016	Employed (full-time)	45228
Fairfield (C)	2016	Employed (part-time)	22628
Fairfield (C)	2016	Not in the labour force	72659
Fairfield (C)	2016	Unemployed (looking for work)	8429
Federation (A)	2006		485
Federation (A)	2006	Employed (away from work)	381
Federation (A)	2006	Employed (full-time)	3327
Federation (A)	2006	Employed (part-time)	1491
Federation (A)	2006	Not in the labour force	3901
Federation (A)	2006	Unemployed (looking for work)	265
Federation (A)	2011		517
Federation (A)	2011	Employed (away from work)	349
Federation (A)	2011	Employed (full-time)	3202
Federation (A)	2011	Employed (part-time)	1570
Federation (A)	2011	Not in the labour force	4016
Federation (A)	2011	Unemployed (looking for work)	247
Federation (A)	2016		916
Federation (A)	2016	Employed (away from work)	381
Federation (A)	2016	Employed (full-time)	2936
Federation (A)	2016	Employed (part-time)	1648
Federation (A)	2016	Not in the labour force	4049
Federation (A)	2016	Unemployed (looking for work)	257
Forbes (A)	2006		396
Forbes (A)	2006	Employed (away from work)	247
Forbes (A)	2006	Employed (full-time)	2484
Forbes (A)	2006	Employed (part-time)	1105
Forbes (A)	2006	Not in the labour force	2808
Forbes (A)	2006	Unemployed (looking for work)	244
Forbes (A)	2011		355
Forbes (A)	2011	Employed (away from work)	266
Forbes (A)	2011	Employed (full-time)	2518
Forbes (A)	2011	Employed (part-time)	1107
Forbes (A)	2011	Not in the labour force	2772
Forbes (A)	2011	Unemployed (looking for work)	221
Forbes (A)	2016		705
Forbes (A)	2016	Employed (away from work)	272
Forbes (A)	2016	Employed (full-time)	2493
Forbes (A)	2016	Employed (part-time)	1177
Forbes (A)	2016	Not in the labour force	2764
Forbes (A)	2016	Unemployed (looking for work)	225
Georges River (A)	2006		6103
Georges River (A)	2006	Employed (away from work)	3644
Georges River (A)	2006	Employed (full-time)	38465
Georges River (A)	2006	Employed (part-time)	16263
Georges River (A)	2006	Not in the labour force	35644
Georges River (A)	2006	Unemployed (looking for work)	3270
Georges River (A)	2011		4790
Georges River (A)	2011	Employed (away from work)	3718
Georges River (A)	2011	Employed (full-time)	41310
Georges River (A)	2011	Employed (part-time)	18477
Georges River (A)	2011	Not in the labour force	38589
Georges River (A)	2011	Unemployed (looking for work)	3932
Georges River (A)	2016		5425
Georges River (A)	2016	Employed (away from work)	3380
Georges River (A)	2016	Employed (full-time)	43243
Georges River (A)	2016	Employed (part-time)	22916
Georges River (A)	2016	Not in the labour force	42408
Georges River (A)	2016	Unemployed (looking for work)	4844
Gilgandra (A)	2006		200
Gilgandra (A)	2006	Employed (away from work)	127
Gilgandra (A)	2006	Employed (full-time)	1196
Gilgandra (A)	2006	Employed (part-time)	602
Gilgandra (A)	2006	Not in the labour force	1288
Gilgandra (A)	2006	Unemployed (looking for work)	114
Gilgandra (A)	2011		231
Gilgandra (A)	2011	Employed (away from work)	108
Gilgandra (A)	2011	Employed (full-time)	1159
Gilgandra (A)	2011	Employed (part-time)	562
Gilgandra (A)	2011	Not in the labour force	1318
Gilgandra (A)	2011	Unemployed (looking for work)	120
Gilgandra (A)	2016		289
Gilgandra (A)	2016	Employed (away from work)	121
Gilgandra (A)	2016	Employed (full-time)	1109
Gilgandra (A)	2016	Employed (part-time)	554
Gilgandra (A)	2016	Not in the labour force	1257
Gilgandra (A)	2016	Unemployed (looking for work)	110
Glen Innes Severn (A)	2006		360
Glen Innes Severn (A)	2006	Employed (away from work)	231
Glen Innes Severn (A)	2006	Employed (full-time)	1994
Glen Innes Severn (A)	2006	Employed (part-time)	1075
Glen Innes Severn (A)	2006	Not in the labour force	3048
Glen Innes Severn (A)	2006	Unemployed (looking for work)	278
Glen Innes Severn (A)	2011		370
Glen Innes Severn (A)	2011	Employed (away from work)	221
Glen Innes Severn (A)	2011	Employed (full-time)	2033
Glen Innes Severn (A)	2011	Employed (part-time)	1158
Glen Innes Severn (A)	2011	Not in the labour force	3062
Glen Innes Severn (A)	2011	Unemployed (looking for work)	245
Glen Innes Severn (A)	2016		679
Glen Innes Severn (A)	2016	Employed (away from work)	215
Glen Innes Severn (A)	2016	Employed (full-time)	1845
Glen Innes Severn (A)	2016	Employed (part-time)	1166
Glen Innes Severn (A)	2016	Not in the labour force	3134
Glen Innes Severn (A)	2016	Unemployed (looking for work)	283
Goulburn Mulwaree (A)	2006		1059
Goulburn Mulwaree (A)	2006	Employed (away from work)	817
Goulburn Mulwaree (A)	2006	Employed (full-time)	6910
Goulburn Mulwaree (A)	2006	Employed (part-time)	3372
Goulburn Mulwaree (A)	2006	Not in the labour force	8055
Goulburn Mulwaree (A)	2006	Unemployed (looking for work)	729
Goulburn Mulwaree (A)	2011		1091
Goulburn Mulwaree (A)	2011	Employed (away from work)	750
Goulburn Mulwaree (A)	2011	Employed (full-time)	7669
Goulburn Mulwaree (A)	2011	Employed (part-time)	3707
Goulburn Mulwaree (A)	2011	Not in the labour force	8313
Goulburn Mulwaree (A)	2011	Unemployed (looking for work)	737
Goulburn Mulwaree (A)	2016		1812
Goulburn Mulwaree (A)	2016	Employed (away from work)	745
Goulburn Mulwaree (A)	2016	Employed (full-time)	7861
Goulburn Mulwaree (A)	2016	Employed (part-time)	4121
Goulburn Mulwaree (A)	2016	Not in the labour force	8848
Goulburn Mulwaree (A)	2016	Unemployed (looking for work)	851
Greater Hume Shire (A)	2006		317
Greater Hume Shire (A)	2006	Employed (away from work)	316
Greater Hume Shire (A)	2006	Employed (full-time)	2944
Greater Hume Shire (A)	2006	Employed (part-time)	1323
Greater Hume Shire (A)	2006	Not in the labour force	2519
Greater Hume Shire (A)	2006	Unemployed (looking for work)	177
Greater Hume Shire (A)	2011		417
Greater Hume Shire (A)	2011	Employed (away from work)	292
Greater Hume Shire (A)	2011	Employed (full-time)	2843
Greater Hume Shire (A)	2011	Employed (part-time)	1421
Greater Hume Shire (A)	2011	Not in the labour force	2571
Greater Hume Shire (A)	2011	Unemployed (looking for work)	193
Greater Hume Shire (A)	2016		583
Greater Hume Shire (A)	2016	Employed (away from work)	314
Greater Hume Shire (A)	2016	Employed (full-time)	2729
Greater Hume Shire (A)	2016	Employed (part-time)	1572
Greater Hume Shire (A)	2016	Not in the labour force	2695
Greater Hume Shire (A)	2016	Unemployed (looking for work)	223
Griffith (C)	2006		1257
Griffith (C)	2006	Employed (away from work)	780
Griffith (C)	2006	Employed (full-time)	7299
Griffith (C)	2006	Employed (part-time)	2992
Griffith (C)	2006	Not in the labour force	5469
Griffith (C)	2006	Unemployed (looking for work)	453
Griffith (C)	2011		1368
Griffith (C)	2011	Employed (away from work)	771
Griffith (C)	2011	Employed (full-time)	7139
Griffith (C)	2011	Employed (part-time)	3307
Griffith (C)	2011	Not in the labour force	5717
Griffith (C)	2011	Unemployed (looking for work)	580
Griffith (C)	2016		2125
Griffith (C)	2016	Employed (away from work)	638
Griffith (C)	2016	Employed (full-time)	7579
Griffith (C)	2016	Employed (part-time)	3493
Griffith (C)	2016	Not in the labour force	5853
Griffith (C)	2016	Unemployed (looking for work)	586
Gundagai (A)	2006		366
Gundagai (A)	2006	Employed (away from work)	299
Gundagai (A)	2006	Employed (full-time)	2794
Gundagai (A)	2006	Employed (part-time)	1412
Gundagai (A)	2006	Not in the labour force	3500
Gundagai (A)	2006	Unemployed (looking for work)	311
Gundagai (A)	2011		468
Gundagai (A)	2011	Employed (away from work)	292
Gundagai (A)	2011	Employed (full-time)	2793
Gundagai (A)	2011	Employed (part-time)	1385
Gundagai (A)	2011	Not in the labour force	3654
Gundagai (A)	2011	Unemployed (looking for work)	232
Gundagai (A)	2016		670
Gundagai (A)	2016	Employed (away from work)	275
Gundagai (A)	2016	Employed (full-time)	2622
Gundagai (A)	2016	Employed (part-time)	1489
Gundagai (A)	2016	Not in the labour force	3816
Gundagai (A)	2016	Unemployed (looking for work)	254
Gunnedah (A)	2006		432
Gunnedah (A)	2006	Employed (away from work)	310
Gunnedah (A)	2006	Employed (full-time)	3030
Gunnedah (A)	2006	Employed (part-time)	1337
Gunnedah (A)	2006	Not in the labour force	3399
Gunnedah (A)	2006	Unemployed (looking for work)	424
Gunnedah (A)	2011		663
Gunnedah (A)	2011	Employed (away from work)	307
Gunnedah (A)	2011	Employed (full-time)	3327
Gunnedah (A)	2011	Employed (part-time)	1600
Gunnedah (A)	2011	Not in the labour force	3282
Gunnedah (A)	2011	Unemployed (looking for work)	334
Gunnedah (A)	2016		781
Gunnedah (A)	2016	Employed (away from work)	320
Gunnedah (A)	2016	Employed (full-time)	3474
Gunnedah (A)	2016	Employed (part-time)	1586
Gunnedah (A)	2016	Not in the labour force	3211
Gunnedah (A)	2016	Unemployed (looking for work)	314
Gwydir (A)	2006		175
Gwydir (A)	2006	Employed (away from work)	156
Gwydir (A)	2006	Employed (full-time)	1506
Gwydir (A)	2006	Employed (part-time)	560
Gwydir (A)	2006	Not in the labour force	1731
Gwydir (A)	2006	Unemployed (looking for work)	123
Gwydir (A)	2011		133
Gwydir (A)	2011	Employed (away from work)	132
Gwydir (A)	2011	Employed (full-time)	1370
Gwydir (A)	2011	Employed (part-time)	526
Gwydir (A)	2011	Not in the labour force	1753
Gwydir (A)	2011	Unemployed (looking for work)	107
Gwydir (A)	2016		441
Gwydir (A)	2016	Employed (away from work)	137
Gwydir (A)	2016	Employed (full-time)	1327
Gwydir (A)	2016	Employed (part-time)	618
Gwydir (A)	2016	Not in the labour force	1651
Gwydir (A)	2016	Unemployed (looking for work)	106
Hawkesbury (C)	2006		2676
Hawkesbury (C)	2006	Employed (away from work)	1935
Hawkesbury (C)	2006	Employed (full-time)	19524
Hawkesbury (C)	2006	Employed (part-time)	8309
Hawkesbury (C)	2006	Not in the labour force	12841
Hawkesbury (C)	2006	Unemployed (looking for work)	1265
Hawkesbury (C)	2011		2431
Hawkesbury (C)	2011	Employed (away from work)	1893
Hawkesbury (C)	2011	Employed (full-time)	20257
Hawkesbury (C)	2011	Employed (part-time)	9030
Hawkesbury (C)	2011	Not in the labour force	13866
Hawkesbury (C)	2011	Unemployed (looking for work)	1509
Hawkesbury (C)	2016		3134
Hawkesbury (C)	2016	Employed (away from work)	1583
Hawkesbury (C)	2016	Employed (full-time)	21093
Hawkesbury (C)	2016	Employed (part-time)	9645
Hawkesbury (C)	2016	Not in the labour force	14817
Hawkesbury (C)	2016	Unemployed (looking for work)	1446
Hay (A)	2006		115
Hay (A)	2006	Employed (away from work)	98
Hay (A)	2006	Employed (full-time)	961
Hay (A)	2006	Employed (part-time)	418
Hay (A)	2006	Not in the labour force	874
Hay (A)	2006	Unemployed (looking for work)	66
Hay (A)	2011		118
Hay (A)	2011	Employed (away from work)	101
Hay (A)	2011	Employed (full-time)	816
Hay (A)	2011	Employed (part-time)	387
Hay (A)	2011	Not in the labour force	886
Hay (A)	2011	Unemployed (looking for work)	49
Hay (A)	2016		304
Hay (A)	2016	Employed (away from work)	95
Hay (A)	2016	Employed (full-time)	807
Hay (A)	2016	Employed (part-time)	391
Hay (A)	2016	Not in the labour force	772
Hay (A)	2016	Unemployed (looking for work)	62
Hilltops (A)	2006		557
Hilltops (A)	2006	Employed (away from work)	533
Hilltops (A)	2006	Employed (full-time)	4754
Hilltops (A)	2006	Employed (part-time)	2184
Hilltops (A)	2006	Not in the labour force	5414
Hilltops (A)	2006	Unemployed (looking for work)	455
Hilltops (A)	2011		718
Hilltops (A)	2011	Employed (away from work)	502
Hilltops (A)	2011	Employed (full-time)	4603
Hilltops (A)	2011	Employed (part-time)	2402
Hilltops (A)	2011	Not in the labour force	5657
Hilltops (A)	2011	Unemployed (looking for work)	464
Hilltops (A)	2016		1139
Hilltops (A)	2016	Employed (away from work)	464
Hilltops (A)	2016	Employed (full-time)	4551
Hilltops (A)	2016	Employed (part-time)	2549
Hilltops (A)	2016	Not in the labour force	5739
Hilltops (A)	2016	Unemployed (looking for work)	441
Hornsby (A)	2006		4195
Hornsby (A)	2006	Employed (away from work)	3578
Hornsby (A)	2006	Employed (full-time)	42875
Hornsby (A)	2006	Employed (part-time)	20458
Hornsby (A)	2006	Not in the labour force	32223
Hornsby (A)	2006	Unemployed (looking for work)	2473
Hornsby (A)	2011		3578
Hornsby (A)	2011	Employed (away from work)	3495
Hornsby (A)	2011	Employed (full-time)	43638
Hornsby (A)	2011	Employed (part-time)	21910
Hornsby (A)	2011	Not in the labour force	34237
Hornsby (A)	2011	Unemployed (looking for work)	3325
Hornsby (A)	2016		4586
Hornsby (A)	2016	Employed (away from work)	2987
Hornsby (A)	2016	Employed (full-time)	44920
Hornsby (A)	2016	Employed (part-time)	22889
Hornsby (A)	2016	Not in the labour force	35842
Hornsby (A)	2016	Unemployed (looking for work)	3572
Hunters Hill (A)	2006		736
Hunters Hill (A)	2006	Employed (away from work)	318
Hunters Hill (A)	2006	Employed (full-time)	3667
Hunters Hill (A)	2006	Employed (part-time)	1737
Hunters Hill (A)	2006	Not in the labour force	4169
Hunters Hill (A)	2006	Unemployed (looking for work)	157
Hunters Hill (A)	2011		425
Hunters Hill (A)	2011	Employed (away from work)	297
Hunters Hill (A)	2011	Employed (full-time)	3795
Hunters Hill (A)	2011	Employed (part-time)	1796
Hunters Hill (A)	2011	Not in the labour force	4158
Hunters Hill (A)	2011	Unemployed (looking for work)	221
Hunters Hill (A)	2016		603
Hunters Hill (A)	2016	Employed (away from work)	304
Hunters Hill (A)	2016	Employed (full-time)	3968
Hunters Hill (A)	2016	Employed (part-time)	1964
Hunters Hill (A)	2016	Not in the labour force	4289
Hunters Hill (A)	2016	Unemployed (looking for work)	222
Inner West (A)	2006		12718
Inner West (A)	2006	Employed (away from work)	4885
Inner West (A)	2006	Employed (full-time)	59771
Inner West (A)	2006	Employed (part-time)	20670
Inner West (A)	2006	Not in the labour force	35042
