STE_NAME16	Year	Age5yr	LabourForceStatus	Sex	adults
New South Wales	2016	40-44	Employed (part-time)	M	23873
New South Wales	2016	40-44	Not in the labour force	F	51845
New South Wales	2016	40-44	Not in the labour force	M	23901
New South Wales	2016	40-44	Unemployed (looking for full-time work)	F	4467
New South Wales	2016	40-44	Unemployed (looking for full-time work)	M	7092
New South Wales	2016	40-44	Unemployed (looking for part-time work)	F	5190
New South Wales	2016	40-44	Unemployed (looking for part-time work)	M	1648
New South Wales	2016	45-49		F	13566
New South Wales	2016	45-49		M	14877
New South Wales	2016	45-49	Employed (away from work)	F	3976
New South Wales	2016	45-49	Employed (away from work)	M	3665
New South Wales	2016	45-49	Employed (full-time)	F	98710
New South Wales	2016	45-49	Employed (full-time)	M	157457
New South Wales	2016	45-49	Employed (hours worked not stated)	F	2550
New South Wales	2016	45-49	Employed (hours worked not stated)	M	3622
New South Wales	2016	45-49	Employed (part-time)	F	74542
New South Wales	2016	45-49	Employed (part-time)	M	24070
New South Wales	2016	45-49	Not in the labour force	F	50382
New South Wales	2016	45-49	Not in the labour force	M	27125
New South Wales	2016	45-49	Unemployed (looking for full-time work)	F	4624
New South Wales	2016	45-49	Unemployed (looking for full-time work)	M	7104
New South Wales	2016	45-49	Unemployed (looking for part-time work)	F	4499
New South Wales	2016	45-49	Unemployed (looking for part-time work)	M	1678
New South Wales	2016	50-54		F	13574
New South Wales	2016	50-54		M	14774
New South Wales	2016	50-54	Employed (away from work)	F	4636
New South Wales	2016	50-54	Employed (away from work)	M	4228
New South Wales	2016	50-54	Employed (full-time)	F	93417
New South Wales	2016	50-54	Employed (full-time)	M	148509
New South Wales	2016	50-54	Employed (hours worked not stated)	F	2462
New South Wales	2016	50-54	Employed (hours worked not stated)	M	3327
New South Wales	2016	50-54	Employed (part-time)	F	68789
New South Wales	2016	50-54	Employed (part-time)	M	26009
New South Wales	2016	50-54	Not in the labour force	F	55511
New South Wales	2016	50-54	Not in the labour force	M	33326
New South Wales	2016	50-54	Unemployed (looking for full-time work)	F	4332
New South Wales	2016	50-54	Unemployed (looking for full-time work)	M	6831
New South Wales	2016	50-54	Unemployed (looking for part-time work)	F	3962
New South Wales	2016	50-54	Unemployed (looking for part-time work)	M	1845
New South Wales	2016	55-59		F	13599
New South Wales	2016	55-59		M	14377
New South Wales	2016	55-59	Employed (away from work)	F	5248
New South Wales	2016	55-59	Employed (away from work)	M	4960
New South Wales	2016	55-59	Employed (full-time)	F	75610
New South Wales	2016	55-59	Employed (full-time)	M	124896
New South Wales	2016	55-59	Employed (hours worked not stated)	F	2051
New South Wales	2016	55-59	Employed (hours worked not stated)	M	2657
New South Wales	2016	55-59	Employed (part-time)	F	62755
New South Wales	2016	55-59	Employed (part-time)	M	27679
New South Wales	2016	55-59	Not in the labour force	F	74735
New South Wales	2016	55-59	Not in the labour force	M	45557
New South Wales	2016	55-59	Unemployed (looking for full-time work)	F	3303
New South Wales	2016	55-59	Unemployed (looking for full-time work)	M	6250
New South Wales	2016	55-59	Unemployed (looking for part-time work)	F	3656
New South Wales	2016	55-59	Unemployed (looking for part-time work)	M	2390
New South Wales	2016	60-64		F	12759
New South Wales	2016	60-64		M	13078
New South Wales	2016	60-64	Employed (away from work)	F	4136
New South Wales	2016	60-64	Employed (away from work)	M	4083
New South Wales	2016	60-64	Employed (full-time)	F	40266
New South Wales	2016	60-64	Employed (full-time)	M	74782
New South Wales	2016	60-64	Employed (hours worked not stated)	F	1460
New South Wales	2016	60-64	Employed (hours worked not stated)	M	1932
New South Wales	2016	60-64	Employed (part-time)	F	45830
New South Wales	2016	60-64	Employed (part-time)	M	29150
New South Wales	2016	60-64	Not in the labour force	F	106828
New South Wales	2016	60-64	Not in the labour force	M	73684
New South Wales	2016	60-64	Unemployed (looking for full-time work)	F	1862
New South Wales	2016	60-64	Unemployed (looking for full-time work)	M	4782
New South Wales	2016	60-64	Unemployed (looking for part-time work)	F	2627
New South Wales	2016	60-64	Unemployed (looking for part-time work)	M	2791
New South Wales	2016	65-69		F	12831
New South Wales	2016	65-69		M	12611
New South Wales	2016	65-69	Employed (away from work)	F	2016
New South Wales	2016	65-69	Employed (away from work)	M	2235
New South Wales	2016	65-69	Employed (full-time)	F	12939
New South Wales	2016	65-69	Employed (full-time)	M	29864
New South Wales	2016	65-69	Employed (hours worked not stated)	F	807
New South Wales	2016	65-69	Employed (hours worked not stated)	M	1095
New South Wales	2016	65-69	Employed (part-time)	F	22971
New South Wales	2016	65-69	Employed (part-time)	M	21325
New South Wales	2016	65-69	Not in the labour force	F	143783
New South Wales	2016	65-69	Not in the labour force	M	119423
New South Wales	2016	65-69	Unemployed (looking for full-time work)	F	185
New South Wales	2016	65-69	Unemployed (looking for full-time work)	M	723
New South Wales	2016	65-69	Unemployed (looking for part-time work)	F	567
New South Wales	2016	65-69	Unemployed (looking for part-time work)	M	1083
New South Wales	2016	70-74		F	11035
New South Wales	2016	70-74		M	10557
New South Wales	2016	70-74	Employed (away from work)	F	710
New South Wales	2016	70-74	Employed (away from work)	M	869
New South Wales	2016	70-74	Employed (full-time)	F	3271
New South Wales	2016	70-74	Employed (full-time)	M	8978
New South Wales	2016	70-74	Employed (hours worked not stated)	F	493
New South Wales	2016	70-74	Employed (hours worked not stated)	M	586
New South Wales	2016	70-74	Employed (part-time)	F	8466
New South Wales	2016	70-74	Employed (part-time)	M	11031
New South Wales	2016	70-74	Not in the labour force	F	126229
New South Wales	2016	70-74	Not in the labour force	M	109491
New South Wales	2016	70-74	Unemployed (looking for full-time work)	F	51
New South Wales	2016	70-74	Unemployed (looking for full-time work)	M	178
New South Wales	2016	70-74	Unemployed (looking for part-time work)	F	198
New South Wales	2016	70-74	Unemployed (looking for part-time work)	M	417
New South Wales	2016	75+		F	35637
New South Wales	2016	75+		M	23054
New South Wales	2016	75+	Employed (away from work)	F	371
New South Wales	2016	75+	Employed (away from work)	M	630
New South Wales	2016	75+	Employed (full-time)	F	1409
New South Wales	2016	75+	Employed (full-time)	M	4499
New South Wales	2016	75+	Employed (hours worked not stated)	F	768
New South Wales	2016	75+	Employed (hours worked not stated)	M	815
New South Wales	2016	75+	Employed (part-time)	F	3658
New South Wales	2016	75+	Employed (part-time)	M	6731
New South Wales	2016	75+	Not in the labour force	F	265912
New South Wales	2016	75+	Not in the labour force	M	196578
New South Wales	2016	75+	Unemployed (looking for full-time work)	F	84
New South Wales	2016	75+	Unemployed (looking for full-time work)	M	136
New South Wales	2016	75+	Unemployed (looking for part-time work)	F	122
New South Wales	2016	75+	Unemployed (looking for part-time work)	M	211
Victoria	2006	15-19		F	7291
Victoria	2006	15-19		M	8695
Victoria	2006	15-19	Employed (away from work)	F	2612
Victoria	2006	15-19	Employed (away from work)	M	2242
Victoria	2006	15-19	Employed (full-time)	F	10092
Victoria	2006	15-19	Employed (full-time)	M	22710
Victoria	2006	15-19	Employed (hours worked not stated)	F	3438
Victoria	2006	15-19	Employed (hours worked not stated)	M	3610
Victoria	2006	15-19	Employed (part-time)	F	52234
Victoria	2006	15-19	Employed (part-time)	M	36165
Victoria	2006	15-19	Not in the labour force	F	77262
Victoria	2006	15-19	Not in the labour force	M	87135
Victoria	2006	15-19	Unemployed (looking for full-time work)	F	3507
Victoria	2006	15-19	Unemployed (looking for full-time work)	M	4946
Victoria	2006	15-19	Unemployed (looking for part-time work)	F	7172
Victoria	2006	15-19	Unemployed (looking for part-time work)	M	6074
Victoria	2006	20-24		F	9221
Victoria	2006	20-24		M	12185
Victoria	2006	20-24	Employed (away from work)	F	3480
Victoria	2006	20-24	Employed (away from work)	M	3178
Victoria	2006	20-24	Employed (full-time)	F	58037
Victoria	2006	20-24	Employed (full-time)	M	74353
Victoria	2006	20-24	Employed (hours worked not stated)	F	3685
Victoria	2006	20-24	Employed (hours worked not stated)	M	5166
Victoria	2006	20-24	Employed (part-time)	F	47353
Victoria	2006	20-24	Employed (part-time)	M	34509
Victoria	2006	20-24	Not in the labour force	F	35579
Victoria	2006	20-24	Not in the labour force	M	29038
Victoria	2006	20-24	Unemployed (looking for full-time work)	F	5407
Victoria	2006	20-24	Unemployed (looking for full-time work)	M	8356
Victoria	2006	20-24	Unemployed (looking for part-time work)	F	4829
Victoria	2006	20-24	Unemployed (looking for part-time work)	M	4347
Victoria	2006	25-29		F	8740
Victoria	2006	25-29		M	11279
Victoria	2006	25-29	Employed (away from work)	F	4728
Victoria	2006	25-29	Employed (away from work)	M	3330
Victoria	2006	25-29	Employed (full-time)	F	77281
Victoria	2006	25-29	Employed (full-time)	M	102969
Victoria	2006	25-29	Employed (hours worked not stated)	F	2263
Victoria	2006	25-29	Employed (hours worked not stated)	M	3899
Victoria	2006	25-29	Employed (part-time)	F	29309
Victoria	2006	25-29	Employed (part-time)	M	17228
Victoria	2006	25-29	Not in the labour force	F	33856
Victoria	2006	25-29	Not in the labour force	M	14383
Victoria	2006	25-29	Unemployed (looking for full-time work)	F	3786
Victoria	2006	25-29	Unemployed (looking for full-time work)	M	6541
Victoria	2006	25-29	Unemployed (looking for part-time work)	F	2648
Victoria	2006	25-29	Unemployed (looking for part-time work)	M	1582
Victoria	2006	30-34		F	9073
Victoria	2006	30-34		M	10432
Victoria	2006	30-34	Employed (away from work)	F	7195
Victoria	2006	30-34	Employed (away from work)	M	3908
Victoria	2006	30-34	Employed (full-time)	F	63632
Victoria	2006	30-34	Employed (full-time)	M	119998
Victoria	2006	30-34	Employed (hours worked not stated)	F	2173
Victoria	2006	30-34	Employed (hours worked not stated)	M	4046
Victoria	2006	30-34	Employed (part-time)	F	43893
Victoria	2006	30-34	Employed (part-time)	M	14715
Victoria	2006	30-34	Not in the labour force	F	49363
Victoria	2006	30-34	Not in the labour force	M	12630
Victoria	2006	30-34	Unemployed (looking for full-time work)	F	3086
Victoria	2006	30-34	Unemployed (looking for full-time work)	M	5856
Victoria	2006	30-34	Unemployed (looking for part-time work)	F	3070
Victoria	2006	30-34	Unemployed (looking for part-time work)	M	989
Victoria	2006	35-39		F	9161
Victoria	2006	35-39		M	10224
Victoria	2006	35-39	Employed (away from work)	F	6066
Victoria	2006	35-39	Employed (away from work)	M	4124
Victoria	2006	35-39	Employed (full-time)	F	55006
Victoria	2006	35-39	Employed (full-time)	M	127737
Victoria	2006	35-39	Employed (hours worked not stated)	F	2539
Victoria	2006	35-39	Employed (hours worked not stated)	M	4311
Victoria	2006	35-39	Employed (part-time)	F	60462
Victoria	2006	35-39	Employed (part-time)	M	15296
Victoria	2006	35-39	Not in the labour force	F	53642
Victoria	2006	35-39	Not in the labour force	M	13793
Victoria	2006	35-39	Unemployed (looking for full-time work)	F	2939
Victoria	2006	35-39	Unemployed (looking for full-time work)	M	5275
Victoria	2006	35-39	Unemployed (looking for part-time work)	F	3625
Victoria	2006	35-39	Unemployed (looking for part-time work)	M	851
Victoria	2006	40-44		F	8317
Victoria	2006	40-44		M	9657
Victoria	2006	40-44	Employed (away from work)	F	4254
Victoria	2006	40-44	Employed (away from work)	M	3914
Victoria	2006	40-44	Employed (full-time)	F	59468
Victoria	2006	40-44	Employed (full-time)	M	124880
Victoria	2006	40-44	Employed (hours worked not stated)	F	2776
Victoria	2006	40-44	Employed (hours worked not stated)	M	4274
Victoria	2006	40-44	Employed (part-time)	F	63829
Victoria	2006	40-44	Employed (part-time)	M	15186
Victoria	2006	40-44	Not in the labour force	F	42532
Victoria	2006	40-44	Not in the labour force	M	14987
Victoria	2006	40-44	Unemployed (looking for full-time work)	F	2948
Victoria	2006	40-44	Unemployed (looking for full-time work)	M	4946
Victoria	2006	40-44	Unemployed (looking for part-time work)	F	3481
Victoria	2006	40-44	Unemployed (looking for part-time work)	M	847
Victoria	2006	45-49		F	7681
Victoria	2006	45-49		M	9128
Victoria	2006	45-49	Employed (away from work)	F	4227
Victoria	2006	45-49	Employed (away from work)	M	3750
Victoria	2006	45-49	Employed (full-time)	F	66419
Victoria	2006	45-49	Employed (full-time)	M	121432
Victoria	2006	45-49	Employed (hours worked not stated)	F	2957
Victoria	2006	45-49	Employed (hours worked not stated)	M	3898
Victoria	2006	45-49	Employed (part-time)	F	58812
Victoria	2006	45-49	Employed (part-time)	M	15029
Victoria	2006	45-49	Not in the labour force	F	36295
Victoria	2006	45-49	Not in the labour force	M	16129
Victoria	2006	45-49	Unemployed (looking for full-time work)	F	2851
Victoria	2006	45-49	Unemployed (looking for full-time work)	M	4478
Victoria	2006	45-49	Unemployed (looking for part-time work)	F	2644
Victoria	2006	45-49	Unemployed (looking for part-time work)	M	781
Victoria	2006	50-54		F	7187
Victoria	2006	50-54		M	8149
Victoria	2006	50-54	Employed (away from work)	F	4660
Victoria	2006	50-54	Employed (away from work)	M	4035
Victoria	2006	50-54	Employed (full-time)	F	58917
Victoria	2006	50-54	Employed (full-time)	M	105084
Victoria	2006	50-54	Employed (hours worked not stated)	F	2354
Victoria	2006	50-54	Employed (hours worked not stated)	M	3268
Victoria	2006	50-54	Employed (part-time)	F	46972
Victoria	2006	50-54	Employed (part-time)	M	14282
Victoria	2006	50-54	Not in the labour force	F	40124
Victoria	2006	50-54	Not in the labour force	M	18866
Victoria	2006	50-54	Unemployed (looking for full-time work)	F	2316
Victoria	2006	50-54	Unemployed (looking for full-time work)	M	4144
Victoria	2006	50-54	Unemployed (looking for part-time work)	F	1836
Victoria	2006	50-54	Unemployed (looking for part-time work)	M	836
Victoria	2006	55-59		F	7266
Victoria	2006	55-59		M	7773
Victoria	2006	55-59	Employed (away from work)	F	4071
Victoria	2006	55-59	Employed (away from work)	M	3950
Victoria	2006	55-59	Employed (full-time)	F	37991
Victoria	2006	55-59	Employed (full-time)	M	80649
Victoria	2006	55-59	Employed (hours worked not stated)	F	1761
Victoria	2006	55-59	Employed (hours worked not stated)	M	2443
Victoria	2006	55-59	Employed (part-time)	F	38455
Victoria	2006	55-59	Employed (part-time)	M	16606
Victoria	2006	55-59	Not in the labour force	F	60745
