STE_NAME16	Year	Age	Denomination	Religion	persons
New South Wales	2016	0-14	Latter Day Saints	Christianity	4343
New South Wales	2016	0-14	Lutheran	Christianity	2169
New South Wales	2016	0-14	Oriental Orthodox	Christianity	5467
New South Wales	2016	0-14	Pentecostal	Christianity	17279
New South Wales	2016	0-14	Presbyterian Reformed	Christianity	18921
New South Wales	2016	0-14	Protestant (Other)	Christianity	4866
New South Wales	2016	0-14	Salvation Army	Christianity	1956
New South Wales	2016	0-14	Seventh Day Adventist	Christianity	4278
New South Wales	2016	0-14	Sikhism	(Other)	7018
New South Wales	2016	0-14	Uniting Church	Christianity	27253
New South Wales	2016	15-24		(Other)	84820
New South Wales	2016	15-24		Buddhism	25620
New South Wales	2016	15-24		Christianity	22155
New South Wales	2016	15-24		Hinduism	20580
New South Wales	2016	15-24		Islam	41389
New South Wales	2016	15-24		Judaism	3467
New South Wales	2016	15-24		No religion	295815
New South Wales	2016	15-24	(Other)	(Other)	3788
New South Wales	2016	15-24	(Other)	Christianity	736
New South Wales	2016	15-24	Anglican	Christianity	106002
New South Wales	2016	15-24	Assyrian Apostolic	Christianity	1348
New South Wales	2016	15-24	Australian Aboriginal Traditional	(Other)	240
New South Wales	2016	15-24	Baptist	Christianity	10522
New South Wales	2016	15-24	Brethren	Christianity	1172
New South Wales	2016	15-24	Catholic	Christianity	231426
New South Wales	2016	15-24	Churches Of Christ	Christianity	604
New South Wales	2016	15-24	Eastern Orthodox	Christianity	20601
New South Wales	2016	15-24	Jehovah's Witnesses	Christianity	2186
New South Wales	2016	15-24	Latter Day Saints	Christianity	2713
New South Wales	2016	15-24	Lutheran	Christianity	1438
New South Wales	2016	15-24	Oriental Orthodox	Christianity	3241
New South Wales	2016	15-24	Pentecostal	Christianity	11898
New South Wales	2016	15-24	Presbyterian Reformed	Christianity	13483
New South Wales	2016	15-24	Protestant (Other)	Christianity	3682
New South Wales	2016	15-24	Salvation Army	Christianity	1416
New South Wales	2016	15-24	Seventh Day Adventist	Christianity	2804
New South Wales	2016	15-24	Sikhism	(Other)	4068
New South Wales	2016	15-24	Uniting Church	Christianity	20888
New South Wales	2016	25-34		(Other)	109629
New South Wales	2016	25-34		Buddhism	38016
New South Wales	2016	25-34		Christianity	24577
New South Wales	2016	25-34		Hinduism	53887
New South Wales	2016	25-34		Islam	54389
New South Wales	2016	25-34		Judaism	3670
New South Wales	2016	25-34		No religion	351312
New South Wales	2016	25-34	(Other)	(Other)	5378
New South Wales	2016	25-34	(Other)	Christianity	737
New South Wales	2016	25-34	Anglican	Christianity	97459
New South Wales	2016	25-34	Assyrian Apostolic	Christianity	1639
New South Wales	2016	25-34	Australian Aboriginal Traditional	(Other)	224
New South Wales	2016	25-34	Baptist	Christianity	11371
New South Wales	2016	25-34	Brethren	Christianity	1110
New South Wales	2016	25-34	Catholic	Christianity	221397
New South Wales	2016	25-34	Churches Of Christ	Christianity	780
New South Wales	2016	25-34	Eastern Orthodox	Christianity	19152
New South Wales	2016	25-34	Jehovah's Witnesses	Christianity	2654
New South Wales	2016	25-34	Latter Day Saints	Christianity	2292
New South Wales	2016	25-34	Lutheran	Christianity	1513
New South Wales	2016	25-34	Oriental Orthodox	Christianity	4151
New South Wales	2016	25-34	Pentecostal	Christianity	11716
New South Wales	2016	25-34	Presbyterian Reformed	Christianity	14232
New South Wales	2016	25-34	Protestant (Other)	Christianity	4021
New South Wales	2016	25-34	Salvation Army	Christianity	1271
New South Wales	2016	25-34	Seventh Day Adventist	Christianity	2661
New South Wales	2016	25-34	Sikhism	(Other)	10258
New South Wales	2016	25-34	Uniting Church	Christianity	18030
New South Wales	2016	35-44		(Other)	91489
New South Wales	2016	35-44		Buddhism	35657
New South Wales	2016	35-44		Christianity	22883
New South Wales	2016	35-44		Hinduism	35382
New South Wales	2016	35-44		Islam	41394
New South Wales	2016	35-44		Judaism	4778
New South Wales	2016	35-44		No religion	270948
New South Wales	2016	35-44	(Other)	(Other)	5085
New South Wales	2016	35-44	(Other)	Christianity	953
New South Wales	2016	35-44	Anglican	Christianity	136938
New South Wales	2016	35-44	Assyrian Apostolic	Christianity	1458
New South Wales	2016	35-44	Australian Aboriginal Traditional	(Other)	224
New South Wales	2016	35-44	Baptist	Christianity	11984
New South Wales	2016	35-44	Brethren	Christianity	758
New South Wales	2016	35-44	Catholic	Christianity	238039
New South Wales	2016	35-44	Churches Of Christ	Christianity	753
New South Wales	2016	35-44	Eastern Orthodox	Christianity	27046
New South Wales	2016	35-44	Jehovah's Witnesses	Christianity	3189
New South Wales	2016	35-44	Latter Day Saints	Christianity	2092
New South Wales	2016	35-44	Lutheran	Christianity	2134
New South Wales	2016	35-44	Oriental Orthodox	Christianity	3878
New South Wales	2016	35-44	Pentecostal	Christianity	10844
New South Wales	2016	35-44	Presbyterian Reformed	Christianity	19862
New South Wales	2016	35-44	Protestant (Other)	Christianity	3987
New South Wales	2016	35-44	Salvation Army	Christianity	1577
New South Wales	2016	35-44	Seventh Day Adventist	Christianity	2790
New South Wales	2016	35-44	Sikhism	(Other)	5045
New South Wales	2016	35-44	Uniting Church	Christianity	21710
New South Wales	2016	45-54		(Other)	86374
New South Wales	2016	45-54		Buddhism	33229
New South Wales	2016	45-54		Christianity	21948
New South Wales	2016	45-54		Hinduism	15505
New South Wales	2016	45-54		Islam	24840
New South Wales	2016	45-54		Judaism	4580
New South Wales	2016	45-54		No religion	229490
New South Wales	2016	45-54	(Other)	(Other)	4687
New South Wales	2016	45-54	(Other)	Christianity	929
New South Wales	2016	45-54	Anglican	Christianity	167893
New South Wales	2016	45-54	Assyrian Apostolic	Christianity	1546
New South Wales	2016	45-54	Australian Aboriginal Traditional	(Other)	214
New South Wales	2016	45-54	Baptist	Christianity	12711
New South Wales	2016	45-54	Brethren	Christianity	664
New South Wales	2016	45-54	Catholic	Christianity	251838
New South Wales	2016	45-54	Churches Of Christ	Christianity	832
New South Wales	2016	45-54	Eastern Orthodox	Christianity	29147
New South Wales	2016	45-54	Jehovah's Witnesses	Christianity	3183
New South Wales	2016	45-54	Latter Day Saints	Christianity	1882
New South Wales	2016	45-54	Lutheran	Christianity	3035
New South Wales	2016	45-54	Oriental Orthodox	Christianity	3188
New South Wales	2016	45-54	Pentecostal	Christianity	10343
New South Wales	2016	45-54	Presbyterian Reformed	Christianity	28017
New South Wales	2016	45-54	Protestant (Other)	Christianity	4758
New South Wales	2016	45-54	Salvation Army	Christianity	2041
New South Wales	2016	45-54	Seventh Day Adventist	Christianity	2961
New South Wales	2016	45-54	Sikhism	(Other)	2277
New South Wales	2016	45-54	Uniting Church	Christianity	29877
New South Wales	2016	55-64		(Other)	80426
New South Wales	2016	55-64		Buddhism	28915
New South Wales	2016	55-64		Christianity	19681
New South Wales	2016	55-64		Hinduism	10419
New South Wales	2016	55-64		Islam	14967
New South Wales	2016	55-64		Judaism	4978
New South Wales	2016	55-64		No religion	192675
New South Wales	2016	55-64	(Other)	(Other)	3801
New South Wales	2016	55-64	(Other)	Christianity	1029
New South Wales	2016	55-64	Anglican	Christianity	177556
New South Wales	2016	55-64	Assyrian Apostolic	Christianity	1369
New South Wales	2016	55-64	Australian Aboriginal Traditional	(Other)	141
New South Wales	2016	55-64	Baptist	Christianity	13246
New South Wales	2016	55-64	Brethren	Christianity	454
New South Wales	2016	55-64	Catholic	Christianity	219121
New South Wales	2016	55-64	Churches Of Christ	Christianity	1063
New South Wales	2016	55-64	Eastern Orthodox	Christianity	19973
New South Wales	2016	55-64	Jehovah's Witnesses	Christianity	3296
New South Wales	2016	55-64	Latter Day Saints	Christianity	1487
New South Wales	2016	55-64	Lutheran	Christianity	3159
New South Wales	2016	55-64	Oriental Orthodox	Christianity	3080
New South Wales	2016	55-64	Pentecostal	Christianity	8661
New South Wales	2016	55-64	Presbyterian Reformed	Christianity	33399
New South Wales	2016	55-64	Protestant (Other)	Christianity	4569
New South Wales	2016	55-64	Salvation Army	Christianity	2582
New South Wales	2016	55-64	Seventh Day Adventist	Christianity	2680
New South Wales	2016	55-64	Sikhism	(Other)	1765
New South Wales	2016	55-64	Uniting Church	Christianity	35261
New South Wales	2016	65-74		(Other)	62582
New South Wales	2016	65-74		Buddhism	13648
New South Wales	2016	65-74		Christianity	12494
New South Wales	2016	65-74		Hinduism	5054
New South Wales	2016	65-74		Islam	7637
New South Wales	2016	65-74		Judaism	4663
New South Wales	2016	65-74		No religion	112589
New South Wales	2016	65-74	(Other)	(Other)	1985
New South Wales	2016	65-74	(Other)	Christianity	854
New South Wales	2016	65-74	Anglican	Christianity	166179
New South Wales	2016	65-74	Assyrian Apostolic	Christianity	838
New South Wales	2016	65-74	Australian Aboriginal Traditional	(Other)	56
New South Wales	2016	65-74	Baptist	Christianity	10340
New South Wales	2016	65-74	Brethren	Christianity	335
New South Wales	2016	65-74	Catholic	Christianity	170940
New South Wales	2016	65-74	Churches Of Christ	Christianity	862
New South Wales	2016	65-74	Eastern Orthodox	Christianity	19186
New South Wales	2016	65-74	Jehovah's Witnesses	Christianity	2664
New South Wales	2016	65-74	Latter Day Saints	Christianity	997
New South Wales	2016	65-74	Lutheran	Christianity	3200
New South Wales	2016	65-74	Oriental Orthodox	Christianity	2192
New South Wales	2016	65-74	Pentecostal	Christianity	4562
New South Wales	2016	65-74	Presbyterian Reformed	Christianity	31294
New South Wales	2016	65-74	Protestant (Other)	Christianity	3411
New South Wales	2016	65-74	Salvation Army	Christianity	2338
New South Wales	2016	65-74	Seventh Day Adventist	Christianity	2268
New South Wales	2016	65-74	Sikhism	(Other)	817
New South Wales	2016	65-74	Uniting Church	Christianity	33035
New South Wales	2016	75-84		(Other)	36417
New South Wales	2016	75-84		Buddhism	5377
New South Wales	2016	75-84		Christianity	5616
New South Wales	2016	75-84		Hinduism	2011
New South Wales	2016	75-84		Islam	2495
New South Wales	2016	75-84		Judaism	2416
New South Wales	2016	75-84		No religion	44530
New South Wales	2016	75-84	(Other)	(Other)	820
New South Wales	2016	75-84	(Other)	Christianity	442
New South Wales	2016	75-84	Anglican	Christianity	97498
New South Wales	2016	75-84	Assyrian Apostolic	Christianity	471
New South Wales	2016	75-84	Australian Aboriginal Traditional	(Other)	18
New South Wales	2016	75-84	Baptist	Christianity	5595
New South Wales	2016	75-84	Brethren	Christianity	270
New South Wales	2016	75-84	Catholic	Christianity	100384
New South Wales	2016	75-84	Churches Of Christ	Christianity	477
New South Wales	2016	75-84	Eastern Orthodox	Christianity	15289
New South Wales	2016	75-84	Jehovah's Witnesses	Christianity	1500
New South Wales	2016	75-84	Latter Day Saints	Christianity	436
New South Wales	2016	75-84	Lutheran	Christianity	2571
New South Wales	2016	75-84	Oriental Orthodox	Christianity	1239
New South Wales	2016	75-84	Pentecostal	Christianity	1672
New South Wales	2016	75-84	Presbyterian Reformed	Christianity	19513
New South Wales	2016	75-84	Protestant (Other)	Christianity	1996
New South Wales	2016	75-84	Salvation Army	Christianity	1437
New South Wales	2016	75-84	Seventh Day Adventist	Christianity	1478
New South Wales	2016	75-84	Sikhism	(Other)	399
New South Wales	2016	75-84	Uniting Church	Christianity	20759
New South Wales	2016	85+		(Other)	21246
New South Wales	2016	85+		Buddhism	2180
New South Wales	2016	85+		Christianity	1943
New South Wales	2016	85+		Hinduism	553
New South Wales	2016	85+		Islam	613
New South Wales	2016	85+		Judaism	1697
New South Wales	2016	85+		No religion	16783
New South Wales	2016	85+	(Other)	(Other)	251
New South Wales	2016	85+	(Other)	Christianity	191
New South Wales	2016	85+	Anglican	Christianity	47487
New South Wales	2016	85+	Assyrian Apostolic	Christianity	142
New South Wales	2016	85+	Australian Aboriginal Traditional	(Other)	3
New South Wales	2016	85+	Baptist	Christianity	2385
New South Wales	2016	85+	Brethren	Christianity	136
New South Wales	2016	85+	Catholic	Christianity	41420
New South Wales	2016	85+	Churches Of Christ	Christianity	219
New South Wales	2016	85+	Eastern Orthodox	Christianity	4872
New South Wales	2016	85+	Jehovah's Witnesses	Christianity	570
New South Wales	2016	85+	Latter Day Saints	Christianity	180
New South Wales	2016	85+	Lutheran	Christianity	1236
New South Wales	2016	85+	Oriental Orthodox	Christianity	365
New South Wales	2016	85+	Pentecostal	Christianity	431
New South Wales	2016	85+	Presbyterian Reformed	Christianity	9622
New South Wales	2016	85+	Protestant (Other)	Christianity	1126
New South Wales	2016	85+	Salvation Army	Christianity	595
New South Wales	2016	85+	Seventh Day Adventist	Christianity	744
New South Wales	2016	85+	Sikhism	(Other)	85
New South Wales	2016	85+	Uniting Church	Christianity	10435
Victoria	2006	0-14		(Other)	121219
Victoria	2006	0-14		Buddhism	24064
Victoria	2006	0-14		Christianity	15821
Victoria	2006	0-14		Hinduism	7494
Victoria	2006	0-14		Islam	32247
Victoria	2006	0-14		Judaism	7097
Victoria	2006	0-14		No religion	239776
Victoria	2006	0-14	(Other)	(Other)	1908
Victoria	2006	0-14	(Other)	Christianity	877
Victoria	2006	0-14	Anglican	Christianity	90691
Victoria	2006	0-14	Assyrian Apostolic	Christianity	249
Victoria	2006	0-14	Australian Aboriginal Traditional	(Other)	58
Victoria	2006	0-14	Baptist	Christianity	12660
Victoria	2006	0-14	Brethren	Christianity	1211
Victoria	2006	0-14	Catholic	Christianity	274538
Victoria	2006	0-14	Churches Of Christ	Christianity	2335
Victoria	2006	0-14	Eastern Orthodox	Christianity	39344
Victoria	2006	0-14	Jehovah's Witnesses	Christianity	2266
Victoria	2006	0-14	Latter Day Saints	Christianity	2729
Victoria	2006	0-14	Lutheran	Christianity	6080
Victoria	2006	0-14	Oriental Orthodox	Christianity	1876
Victoria	2006	0-14	Pentecostal	Christianity	9580
Victoria	2006	0-14	Presbyterian Reformed	Christianity	11429
Victoria	2006	0-14	Protestant (Other)	Christianity	2030
Victoria	2006	0-14	Salvation Army	Christianity	2045
Victoria	2006	0-14	Seventh Day Adventist	Christianity	1730
Victoria	2006	0-14	Sikhism	(Other)	1548
Victoria	2006	0-14	Uniting Church	Christianity	37473
Victoria	2006	15-24		(Other)	87903
Victoria	2006	15-24		Buddhism	22322
Victoria	2006	15-24		Christianity	11220
Victoria	2006	15-24		Hinduism	8440
Victoria	2006	15-24		Islam	20628
Victoria	2006	15-24		Judaism	4990
Victoria	2006	15-24		No religion	170403
Victoria	2006	15-24	(Other)	(Other)	2814
Victoria	2006	15-24	(Other)	Christianity	578
Victoria	2006	15-24	Anglican	Christianity	63500
Victoria	2006	15-24	Assyrian Apostolic	Christianity	198
Victoria	2006	15-24	Australian Aboriginal Traditional	(Other)	32
Victoria	2006	15-24	Baptist	Christianity	9275
Victoria	2006	15-24	Brethren	Christianity	935
Victoria	2006	15-24	Catholic	Christianity	183726
Victoria	2006	15-24	Churches Of Christ	Christianity	1630
Victoria	2006	15-24	Eastern Orthodox	Christianity	23869
Victoria	2006	15-24	Jehovah's Witnesses	Christianity	1647
Victoria	2006	15-24	Latter Day Saints	Christianity	1738
Victoria	2006	15-24	Lutheran	Christianity	4188
Victoria	2006	15-24	Oriental Orthodox	Christianity	1405
Victoria	2006	15-24	Pentecostal	Christianity	6793
Victoria	2006	15-24	Presbyterian Reformed	Christianity	9882
Victoria	2006	15-24	Protestant (Other)	Christianity	1797
Victoria	2006	15-24	Salvation Army	Christianity	1425
Victoria	2006	15-24	Seventh Day Adventist	Christianity	1202
Victoria	2006	15-24	Sikhism	(Other)	2525
Victoria	2006	15-24	Uniting Church	Christianity	28825
Victoria	2006	25-34		(Other)	85706
Victoria	2006	25-34		Buddhism	23513
Victoria	2006	25-34		Christianity	9865
Victoria	2006	25-34		Hinduism	12166
Victoria	2006	25-34		Islam	20313
Victoria	2006	25-34		Judaism	5034
Victoria	2006	25-34		No religion	182185
Victoria	2006	25-34	(Other)	(Other)	3875
Victoria	2006	25-34	(Other)	Christianity	680
Victoria	2006	25-34	Anglican	Christianity	65369
Victoria	2006	25-34	Assyrian Apostolic	Christianity	147
Victoria	2006	25-34	Australian Aboriginal Traditional	(Other)	41
Victoria	2006	25-34	Baptist	Christianity	8301
Victoria	2006	25-34	Brethren	Christianity	528
Victoria	2006	25-34	Catholic	Christianity	172667
