SA2_NAME16	Year	persons
West Pennant Hills	2006	12579
West Pennant Hills	2011	12445
West Pennant Hills	2016	12639
Castle Hill - Central	2006	6819
Castle Hill - Central	2011	7216
Castle Hill - Central	2016	7611
Castle Hill - East	2006	5636
Castle Hill - East	2011	5581
Castle Hill - East	2016	5593
Castle Hill - North	2006	10278
Castle Hill - North	2011	11367
Castle Hill - North	2016	11885
Castle Hill - South	2006	8063
Castle Hill - South	2011	8878
Castle Hill - South	2016	9517
Castle Hill - West	2006	4599
Castle Hill - West	2011	5146
Castle Hill - West	2016	5241
Cherrybrook	2006	19106
Cherrybrook	2011	18779
Cherrybrook	2016	18765
Kellyville	2006	15313
Kellyville	2011	18612
Kellyville	2016	23228
Dural - Kenthurst - Wisemans Ferry	2006	19784
Dural - Kenthurst - Wisemans Ferry	2011	20240
Dural - Kenthurst - Wisemans Ferry	2016	21016
Galston - Laughtondale	2006	4859
Galston - Laughtondale	2011	5095
Galston - Laughtondale	2016	5210
Bilpin - Colo - St Albans	2006	2509
Bilpin - Colo - St Albans	2011	2638
Bilpin - Colo - St Albans	2016	2692
Kurrajong Heights - Ebenezer	2006	20979
Kurrajong Heights - Ebenezer	2011	21439
Kurrajong Heights - Ebenezer	2016	21900
Pitt Town - McGraths Hill	2006	8660
Pitt Town - McGraths Hill	2011	9013
Pitt Town - McGraths Hill	2016	10528
Rouse Hill - Beaumont Hills	2006	16986
Rouse Hill - Beaumont Hills	2011	18170
Rouse Hill - Beaumont Hills	2016	22652
Blacktown (East) - Kings Park	2006	12990
Blacktown (East) - Kings Park	2011	15544
Blacktown (East) - Kings Park	2016	16921
Blacktown (North) - Marayong	2006	15942
Blacktown (North) - Marayong	2011	16875
Blacktown (North) - Marayong	2016	18023
Doonside - Woodcroft	2006	18384
Doonside - Woodcroft	2011	19505
Doonside - Woodcroft	2016	22530
Lalor Park - Kings Langley	2006	23616
Lalor Park - Kings Langley	2011	23968
Lalor Park - Kings Langley	2016	24879
Seven Hills - Toongabbie	2006	21765
Seven Hills - Toongabbie	2011	22510
Seven Hills - Toongabbie	2016	23921
Blacktown (South)	2006	10750
Blacktown (South)	2011	11593
Blacktown (South)	2016	12322
Blacktown (West)	2006	13712
Blacktown (West)	2011	15022
Blacktown (West)	2016	16156
Glenwood	2006	13897
Glenwood	2011	15324
Glenwood	2016	16130
Parklea - Kellyville Ridge	2006	11159
Parklea - Kellyville Ridge	2011	22403
Parklea - Kellyville Ridge	2016	32645
Riverstone - Marsden Park	2006	10657
Riverstone - Marsden Park	2011	11236
Riverstone - Marsden Park	2016	17312
Acacia Gardens	2006	3108
Acacia Gardens	2011	3682
Acacia Gardens	2016	3793
Quakers Hill	2006	21174
Quakers Hill	2011	22125
Quakers Hill	2016	22938
Bidwill - Hebersham - Emerton	2006	18248
Bidwill - Hebersham - Emerton	2011	18599
Bidwill - Hebersham - Emerton	2016	18445
Glendenning - Dean Park	2006	7928
Glendenning - Dean Park	2011	8129
Glendenning - Dean Park	2016	8356
Hassall Grove - Plumpton	2006	18760
Hassall Grove - Plumpton	2011	19592
Hassall Grove - Plumpton	2016	20671
Lethbridge Park - Tregear	2006	14590
Lethbridge Park - Tregear	2011	16045
Lethbridge Park - Tregear	2016	20709
Mount Druitt - Whalan	2006	19086
Mount Druitt - Whalan	2011	21720
Mount Druitt - Whalan	2016	22698
Prospect Reservoir	2006	0
Prospect Reservoir	2011	15
Prospect Reservoir	2016	40
Rooty Hill - Minchinbury	2006	18157
Rooty Hill - Minchinbury	2011	19627
Rooty Hill - Minchinbury	2016	21154
Banksmeadow	2006	0
Banksmeadow	2011	10
Banksmeadow	2016	18
Botany	2006	7938
Botany	2011	8883
Botany	2016	10817
Mascot - Eastlakes	2006	17811
Mascot - Eastlakes	2011	19866
Mascot - Eastlakes	2016	24410
Pagewood - Hillsdale - Daceyville	2006	10245
Pagewood - Hillsdale - Daceyville	2011	10590
Pagewood - Hillsdale - Daceyville	2016	11373
Port Botany Industrial	2006	0
Port Botany Industrial	2011	0
Port Botany Industrial	2016	10
Sydney Airport	2006	0
Sydney Airport	2011	5
Sydney Airport	2016	58
Marrickville	2006	23763
Marrickville	2011	24611
Marrickville	2016	26533
Petersham - Stanmore	2006	17303
Petersham - Stanmore	2011	18807
Petersham - Stanmore	2016	20231
Sydenham - Tempe - St Peters	2006	6743
Sydenham - Tempe - St Peters	2011	7192
Sydenham - Tempe - St Peters	2016	7846
Darlinghurst	2006	10126
Darlinghurst	2011	10060
Darlinghurst	2016	11320
Erskineville - Alexandria	2006	11792
Erskineville - Alexandria	2011	13896
Erskineville - Alexandria	2016	16233
Glebe - Forest Lodge	2006	15330
Glebe - Forest Lodge	2011	16574
Glebe - Forest Lodge	2016	19609
Newtown - Camperdown - Darlington	2006	20421
Newtown - Camperdown - Darlington	2011	21518
Newtown - Camperdown - Darlington	2016	24839
Potts Point - Woolloomooloo	2006	17578
Potts Point - Woolloomooloo	2011	18040
Potts Point - Woolloomooloo	2016	21205
Pyrmont - Ultimo	2006	16639
Pyrmont - Ultimo	2011	18731
Pyrmont - Ultimo	2016	21656
Redfern - Chippendale	2006	16169
Redfern - Chippendale	2011	16561
Redfern - Chippendale	2016	22501
Surry Hills	2006	15039
Surry Hills	2011	15344
Surry Hills	2016	16412
Sydney - Haymarket - The Rocks	2006	21247
Sydney - Haymarket - The Rocks	2011	22758
Sydney - Haymarket - The Rocks	2016	27407
Waterloo - Beaconsfield	2006	16536
Waterloo - Beaconsfield	2011	21089
Waterloo - Beaconsfield	2016	33060
Bondi - Tamarama - Bronte	2006	16583
Bondi - Tamarama - Bronte	2011	17887
Bondi - Tamarama - Bronte	2016	18398
Bondi Beach - North Bondi	2006	18920
Bondi Beach - North Bondi	2011	19327
Bondi Beach - North Bondi	2016	20728
Bondi Junction - Waverly	2006	15317
Bondi Junction - Waverly	2011	15844
Bondi Junction - Waverly	2016	16857
Centennial Park	2006	0
Centennial Park	2011	0
Centennial Park	2016	0
Double Bay - Bellevue Hill	2006	22217
Double Bay - Bellevue Hill	2011	23929
Double Bay - Bellevue Hill	2016	24868
Dover Heights	2006	9895
Dover Heights	2011	10424
Dover Heights	2016	10829
Paddington - Moore Park	2006	13800
Paddington - Moore Park	2011	14239
Paddington - Moore Park	2016	15170
Rose Bay - Vaucluse - Watsons Bay	2006	11585
Rose Bay - Vaucluse - Watsons Bay	2011	11713
Rose Bay - Vaucluse - Watsons Bay	2016	11840
Woollahra	2006	7299
Woollahra	2011	7182
Woollahra	2016	7685
Coogee - Clovelly	2006	22977
Coogee - Clovelly	2011	23671
Coogee - Clovelly	2016	25452
Malabar - La Perouse - Chifley	2006	19474
Malabar - La Perouse - Chifley	2011	21113
Malabar - La Perouse - Chifley	2016	24036
Kensington (NSW)	2006	10846
Kensington (NSW)	2011	12775
Kensington (NSW)	2016	14882
Kingsford	2006	13182
Kingsford	2011	14101
Kingsford	2016	15599
Maroubra - North	2006	8774
Maroubra - North	2011	9250
Maroubra - North	2016	9812
Maroubra - South	2006	9875
Maroubra - South	2011	10740
Maroubra - South	2016	10683
Maroubra - West	2006	8945
Maroubra - West	2011	9599
Maroubra - West	2016	10199
Randwick - North	2006	15099
Randwick - North	2011	16152
Randwick - North	2016	16873
Randwick - South	2006	10722
Randwick - South	2011	11590
Randwick - South	2016	13112
Bass Hill - Georges Hall	2006	19242
Bass Hill - Georges Hall	2011	20069
Bass Hill - Georges Hall	2016	21828
Chullora	2006	0
Chullora	2011	0
Chullora	2016	900
Condell Park	2006	9450
Condell Park	2011	10186
Condell Park	2016	11309
Greenacre - Mount Lewis	2006	22777
Greenacre - Mount Lewis	2011	24311
Greenacre - Mount Lewis	2016	25964
Padstow	2006	14918
Padstow	2011	15631
Padstow	2016	16475
Panania - Milperra - Picnic Point	2006	23397
Panania - Milperra - Picnic Point	2011	24218
Panania - Milperra - Picnic Point	2016	25788
Revesby	2006	13420
Revesby	2011	14870
Revesby	2016	16219
Yagoona - Birrong	2006	16861
Yagoona - Birrong	2011	18953
Yagoona - Birrong	2016	20706
Bankstown - North	2006	14060
Bankstown - North	2011	15387
Bankstown - North	2016	16237
Bankstown - South	2006	13354
Bankstown - South	2011	15444
Bankstown - South	2016	15998
Belmore - Belfield	2006	17837
Belmore - Belfield	2011	18619
Belmore - Belfield	2016	19037
Canterbury (South) - Campsie	2006	24902
Canterbury (South) - Campsie	2011	26817
Canterbury (South) - Campsie	2016	30622
Kingsgrove (North) - Earlwood	2006	22021
Kingsgrove (North) - Earlwood	2011	22522
Kingsgrove (North) - Earlwood	2016	23680
Punchbowl	2006	17925
Punchbowl	2011	19199
Punchbowl	2016	20757
Roselands	2006	11448
Roselands	2011	13063
Roselands	2016	13738
Lakemba	2006	14471
Lakemba	2011	15507
Lakemba	2016	17023
Wiley Park	2006	8922
Wiley Park	2011	9696
Wiley Park	2016	10218
Hurstville	2006	18310
Hurstville	2011	20152
Hurstville	2016	23608
Mortdale - Penshurst	2006	21259
Mortdale - Penshurst	2011	22270
Mortdale - Penshurst	2016	23904
Narwee - Beverly Hills	2006	11784
Narwee - Beverly Hills	2011	12762
Narwee - Beverly Hills	2016	13784
Oatley - Hurstville Grove	2006	11441
Oatley - Hurstville Grove	2011	11946
Oatley - Hurstville Grove	2016	12613
Peakhurst - Lugarno	2006	17179
Peakhurst - Lugarno	2011	17419
Peakhurst - Lugarno	2016	17933
Riverwood	2006	9120
Riverwood	2011	9456
Riverwood	2016	11280
South Hurstville - Blakehurst	2006	21212
South Hurstville - Blakehurst	2011	22603
South Hurstville - Blakehurst	2016	24070
Arncliffe - Bardwell Valley	2006	13573
Arncliffe - Bardwell Valley	2011	14671
Arncliffe - Bardwell Valley	2016	21448
Bexley	2006	24045
Bexley	2011	25120
Bexley	2016	26478
Kingsgrove (South) - Bardwell Park	2006	11392
Kingsgrove (South) - Bardwell Park	2011	12009
Kingsgrove (South) - Bardwell Park	2016	12611
Kogarah	2006	9036
Kogarah	2011	9607
Kogarah	2016	11311
Kogarah Bay - Carlton - Allawah	2006	14058
Kogarah Bay - Carlton - Allawah	2011	14839
Kogarah Bay - Carlton - Allawah	2016	15969
Monterey - Brighton-le-Sands - Kyeemagh	2006	12128
Monterey - Brighton-le-Sands - Kyeemagh	2011	13128
Monterey - Brighton-le-Sands - Kyeemagh	2016	13969
Rockdale - Banksia	2006	17506
Rockdale - Banksia	2011	18323
Rockdale - Banksia	2016	19961
Sans Souci - Ramsgate	2006	13956
Sans Souci - Ramsgate	2011	14806
Sans Souci - Ramsgate	2016	15976
Concord - Mortlake - Cabarita	2006	17432
Concord - Mortlake - Cabarita	2011	19582
Concord - Mortlake - Cabarita	2016	21740
Concord West - North Strathfield	2006	12516
Concord West - North Strathfield	2011	18018
Concord West - North Strathfield	2016	24847
Drummoyne - Rodd Point	2006	16697
Drummoyne - Rodd Point	2011	17459
Drummoyne - Rodd Point	2016	18325
Five Dock - Abbotsford	2006	17891
Five Dock - Abbotsford	2011	19101
Five Dock - Abbotsford	2016	20441
Balmain	2006	13764
Balmain	2011	14753
Balmain	2016	15687
Leichhardt - Annandale	2006	22454
Leichhardt - Annandale	2011	24433
Leichhardt - Annandale	2016	26387
Lilyfield - Rozelle	2006	12556
Lilyfield - Rozelle	2011	13017
Lilyfield - Rozelle	2016	13991
Ashfield	2006	21816
Ashfield	2011	22772
Ashfield	2016	24501
Burwood - Croydon	2006	19967
Burwood - Croydon	2011	21013
Burwood - Croydon	2016	24649
Canterbury (North) - Ashbury	2006	9085
Canterbury (North) - Ashbury	2011	9378
Canterbury (North) - Ashbury	2016	10448
Croydon Park - Enfield	2006	15701
Croydon Park - Enfield	2011	16385
Croydon Park - Enfield	2016	17228
Dulwich Hill - Lewisham	2006	14964
Dulwich Hill - Lewisham	2011	15904
Dulwich Hill - Lewisham	2016	16811
Haberfield - Summer Hill	2006	12715
Haberfield - Summer Hill	2011	13235
Haberfield - Summer Hill	2016	13470
Homebush	2006	9921
Homebush	2011	12517
Homebush	2016	16211
Strathfield	2006	22528
Strathfield	2011	22790
Strathfield	2016	25013
Strathfield South	2006	3105
Strathfield South	2011	3213
Strathfield South	2016	3546
Chatswood (East) - Artarmon	2006	23015
Chatswood (East) - Artarmon	2011	24343
Chatswood (East) - Artarmon	2016	28683
Chatswood (West) - Lane Cove North	2006	16593
Chatswood (West) - Lane Cove North	2011	18122
Chatswood (West) - Lane Cove North	2016	20857
Lane Cove - Greenwich	2006	23873
Lane Cove - Greenwich	2011	24147
Lane Cove - Greenwich	2016	26734
St Leonards - Naremburn	2006	8023
St Leonards - Naremburn	2011	9262
St Leonards - Naremburn	2016	10500
Willoughby - Castle Cove - Northbridge	2006	23151
Willoughby - Castle Cove - Northbridge	2011	24322
Willoughby - Castle Cove - Northbridge	2016	25462
Asquith - Mount Colah	2006	17516
Asquith - Mount Colah	2011	17735
Asquith - Mount Colah	2016	18287
Berowra - Brooklyn - Cowan	2006	11056
Berowra - Brooklyn - Cowan	2011	11395
Berowra - Brooklyn - Cowan	2016	11699
Normanhurst - Thornleigh - Westleigh	2006	17811
Normanhurst - Thornleigh - Westleigh	2011	18047
Normanhurst - Thornleigh - Westleigh	2016	18531
Hornsby - East	2006	9310
Hornsby - East	2011	10711
Hornsby - East	2016	11801
Hornsby - West	2006	9527
Hornsby - West	2011	9985
Hornsby - West	2016	10679
Waitara - Wahroonga (West)	2006	7700
Waitara - Wahroonga (West)	2011	8655
Waitara - Wahroonga (West)	2016	9601
Gordon - Killara	2006	16885
Gordon - Killara	2011	18753
Gordon - Killara	2016	21327
Lindfield - Roseville	2006	20573
Lindfield - Roseville	2011	21171
Lindfield - Roseville	2016	23148
Pymble	2006	14311
Pymble	2011	15736
Pymble	2016	16352
St Ives	2006	17119
St Ives	2011	18644
St Ives	2016	20451
Turramurra	2006	17185
Turramurra	2011	18029
Turramurra	2016	19268
Wahroonga (East) - Warrawee	2006	15469
Wahroonga (East) - Warrawee	2011	17247
Wahroonga (East) - Warrawee	2016	17826
Cremorne - Cammeray	2006	17220
Cremorne - Cammeray	2011	18058
Cremorne - Cammeray	2016	19079
Crows Nest - Waverton	2006	15618
Crows Nest - Waverton	2011	16621
Crows Nest - Waverton	2016	18022
Mosman	2006	26237
Mosman	2011	27452
Mosman	2016	28475
Neutral Bay - Kirribilli	2006	15926
Neutral Bay - Kirribilli	2011	16712
Neutral Bay - Kirribilli	2016	17852
North Sydney - Lavender Bay	2006	8410
North Sydney - Lavender Bay	2011	9514
North Sydney - Lavender Bay	2016	10706
Balgowlah - Clontarf - Seaforth	2006	17540
Balgowlah - Clontarf - Seaforth	2011	19183
Balgowlah - Clontarf - Seaforth	2016	20186
Manly - Fairlight	2006	19575
Manly - Fairlight	2011	20565
Manly - Fairlight	2016	21704
Avalon - Palm Beach	2006	12288
Avalon - Palm Beach	2011	12198
Avalon - Palm Beach	2016	12376
Bayview - Elanora Heights	2006	9815
Bayview - Elanora Heights	2011	10236
Bayview - Elanora Heights	2016	10742
Newport - Bilgola	2006	12238
Newport - Bilgola	2011	12898
Newport - Bilgola	2016	13181
Warriewood - Mona Vale	2006	19814
Warriewood - Mona Vale	2011	21815
Warriewood - Mona Vale	2016	24132
Beacon Hill - Narraweena	2006	11617
Beacon Hill - Narraweena	2011	13042
Beacon Hill - Narraweena	2016	13885
Cromer	2006	7026
Cromer	2011	7207
Cromer	2016	7482
Dee Why - North Curl Curl	2006	20180
Dee Why - North Curl Curl	2011	22756
Dee Why - North Curl Curl	2016	24951
Forestville - Killarney Heights	2006	11941
Forestville - Killarney Heights	2011	12290
Forestville - Killarney Heights	2016	12798
Frenchs Forest - Belrose	2006	23688
Frenchs Forest - Belrose	2011	24082
Frenchs Forest - Belrose	2016	25170
Freshwater - Brookvale	2006	18630
Freshwater - Brookvale	2011	19235
Freshwater - Brookvale	2016	20978
Manly Vale - Allambie Heights	2006	15283
Manly Vale - Allambie Heights	2011	15900
Manly Vale - Allambie Heights	2016	16870
Narrabeen - Collaroy	2006	21914
Narrabeen - Collaroy	2011	22690
Narrabeen - Collaroy	2016	24773
Terrey Hills - Duffys Forest	2006	3560
Terrey Hills - Duffys Forest	2011	3535
Terrey Hills - Duffys Forest	2016	3646
Camden - Ellis Lane	2006	10620
Camden - Ellis Lane	2011	12134
Camden - Ellis Lane	2016	12960
Elderslie - Harrington Park	2006	12865
Elderslie - Harrington Park	2011	16075
Elderslie - Harrington Park	2016	20980
Mount Annan - Currans Hill	2006	20995
Mount Annan - Currans Hill	2011	24024
Mount Annan - Currans Hill	2016	28575
Bradbury - Wedderburn	2006	18571
Bradbury - Wedderburn	2011	19153
Bradbury - Wedderburn	2016	18963
Campbelltown - Woodbine	2006	14428
Campbelltown - Woodbine	2011	15756
Campbelltown - Woodbine	2016	18192
Claymore - Eagle Vale - Raby	2006	21016
Claymore - Eagle Vale - Raby	2011	21014
Claymore - Eagle Vale - Raby	2016	20399
Holsworthy Military Area	2006	0
Holsworthy Military Area	2011	0
Holsworthy Military Area	2016	0
Ingleburn - Denham Court	2006	16078
Ingleburn - Denham Court	2011	16589
Ingleburn - Denham Court	2016	19987
Leumeah - Minto Heights	2006	15339
Leumeah - Minto Heights	2011	15983
Leumeah - Minto Heights	2016	16536
Macquarie Fields - Glenfield	2006	20074
Macquarie Fields - Glenfield	2011	20931
Macquarie Fields - Glenfield	2016	23554
Minto - St Andrews	2006	18542
Minto - St Andrews	2011	17579
Minto - St Andrews	2016	19885
Rosemeadow - Glen Alpine	2006	20371
Rosemeadow - Glen Alpine	2011	20158
Rosemeadow - Glen Alpine	2016	20880
Bargo	2006	5172
Bargo	2011	5407
Bargo	2016	5741
Douglas Park - Appin	2006	6945
Douglas Park - Appin	2011	7062
Douglas Park - Appin	2016	9626
Picton - Tahmoor - Buxton	2006	14466
Picton - Tahmoor - Buxton	2011	15370
Picton - Tahmoor - Buxton	2016	16790
The Oaks - Oakdale	2006	8174
The Oaks - Oakdale	2011	8566
The Oaks - Oakdale	2016	8998
Blackheath - Megalong Valley	2006	5204
Blackheath - Megalong Valley	2011	5462
Blackheath - Megalong Valley	2016	5561
Blaxland - Warrimoo - Lapstone	2006	18230
Blaxland - Warrimoo - Lapstone	2011	18499
Blaxland - Warrimoo - Lapstone	2016	18938
Blue Mountains - North	2006	0
Blue Mountains - North	2011	30
Blue Mountains - North	2016	13
Katoomba - Leura	2006	12468
Katoomba - Leura	2011	12920
Katoomba - Leura	2016	13224
Lawson - Hazelbrook - Linden	2006	10659
Lawson - Hazelbrook - Linden	2011	11081
Lawson - Hazelbrook - Linden	2016	11259
Springwood - Winmalee	2006	21637
Springwood - Winmalee	2011	21771
Springwood - Winmalee	2016	21634
Wentworth Falls	2006	5654
Wentworth Falls	2011	5935
Wentworth Falls	2016	6076
Blue Mountains - South	2006	0
Blue Mountains - South	2011	8
Blue Mountains - South	2016	3
Cambridge Park	2006	15175
Cambridge Park	2011	15136
Cambridge Park	2016	15641
Castlereagh - Cranebrook	2006	16168
Castlereagh - Cranebrook	2011	17372
Castlereagh - Cranebrook	2016	23720
Emu Plains - Leonay	2006	13670
Emu Plains - Leonay	2011	13881
Emu Plains - Leonay	2016	14220
Glenmore Park - Regentville	2006	19921
Glenmore Park - Regentville	2011	20888
Glenmore Park - Regentville	2016	21202
Jamisontown - South Penrith	2006	16348
Jamisontown - South Penrith	2011	16888
Jamisontown - South Penrith	2016	17288
Kingswood - Werrington	2006	15165
Kingswood - Werrington	2011	17112
Kingswood - Werrington	2016	19584
Mulgoa - Luddenham - Orchard Hills	2006	6476
Mulgoa - Luddenham - Orchard Hills	2011	6518
Mulgoa - Luddenham - Orchard Hills	2016	9543
Penrith	2006	11398
Penrith	2011	11813
Penrith	2016	13295
Warragamba - Silverdale	2006	4822
Warragamba - Silverdale	2011	5058
Warragamba - Silverdale	2016	5189
Richmond - Clarendon	2006	12949
Richmond - Clarendon	2011	13441
Richmond - Clarendon	2016	13842
Windsor - Bligh Park	2006	15158
Windsor - Bligh Park	2011	15462
Windsor - Bligh Park	2016	15328
Yarramundi - Londonderry	2006	7088
Yarramundi - Londonderry	2011	6847
Yarramundi - Londonderry	2016	7374
Erskine Park	2006	6918
Erskine Park	2011	6668
Erskine Park	2016	6436
St Clair	2006	20131
St Clair	2011	19840
St Clair	2016	19897
Colyton - Oxley Park	2006	10404
Colyton - Oxley Park	2011	10919
Colyton - Oxley Park	2016	11591
St Marys - North St Marys	2006	13365
St Marys - North St Marys	2011	14639
St Marys - North St Marys	2016	16072
Homebush Bay - Silverwater	2006	9108
Homebush Bay - Silverwater	2011	11308
Homebush Bay - Silverwater	2016	18737
Rookwood Cemetery	2006	0
Rookwood Cemetery	2011	10
Rookwood Cemetery	2016	3
Auburn - Central	2006	14301
Auburn - Central	2011	15586
Auburn - Central	2016	17174
Auburn - North	2006	9138
Auburn - North	2011	9892
Auburn - North	2016	11323
Auburn - South	2006	6534
Auburn - South	2011	7646
Auburn - South	2016	8484
Berala	2006	7890
Berala	2011	8422
Berala	2016	8899
Lidcombe	2006	14164
Lidcombe	2011	16671
Lidcombe	2016	19983
Regents Park	2006	4982
Regents Park	2011	4894
Regents Park	2016	5064
Carlingford	2006	23668
Carlingford	2011	24621
Carlingford	2016	27361
Ermington - Rydalmere	2006	17508
Ermington - Rydalmere	2011	19216
Ermington - Rydalmere	2016	21424
Oatlands - Dundas Valley	2006	14492
Oatlands - Dundas Valley	2011	15763
Oatlands - Dundas Valley	2016	17786
Chester Hill - Sefton	2006	15651
Chester Hill - Sefton	2011	16644
Chester Hill - Sefton	2016	18467
Fairfield - East	2006	12880
Fairfield - East	2011	14401
Fairfield - East	2016	15515
Granville - Clyde	2006	16592
Granville - Clyde	2011	18246
Granville - Clyde	2016	20826
Greystanes - Pemulwuy	2006	20997
Greystanes - Pemulwuy	2011	23467
Greystanes - Pemulwuy	2016	26312
Guildford - South Granville	2006	16132
