SA2_NAME16	Year	medianRentWeekly
The Parks	2011	171
Torrens Island	2011	0
Adelaide Airport	2011	0
Fulham	2011	250
Lockleys	2011	240
Plympton	2011	240
Richmond (SA)	2011	250
West Beach	2011	260
Barossa - Angaston	2011	185
Light	2011	185
Lyndoch	2011	223
Mallala	2011	160
Nuriootpa	2011	220
Tanunda	2011	230
Clare	2011	190
Gilbert Valley	2011	155
Goyder	2011	120
Wakefield - Barunga West	2011	150
Jamestown	2011	120
Peterborough - Mount Remarkable	2011	110
Port Pirie	2011	150
Port Pirie Region	2011	138
Kadina	2011	170
Moonta	2011	190
Wallaroo	2011	190
Yorke Peninsula - North	2011	132
Yorke Peninsula - South	2011	150
Ceduna	2011	150
Eyre Peninsula	2011	132
Kimba - Cleve - Franklin Harbour	2011	100
Le Hunte - Elliston	2011	84
Port Lincoln	2011	180
West Coast (SA)	2011	100
Western	2011	0
Whyalla	2011	150
Whyalla - North	2011	0
APY Lands	2011	20
Coober Pedy	2011	110
Quorn - Lake Gilles	2011	130
Outback	2011	47
Port Augusta	2011	150
Roxby Downs	2011	196
Goolwa - Port Elliot	2011	210
Kangaroo Island	2011	160
Strathalbyn	2011	240
Strathalbyn Region	2011	170
Victor Harbor	2011	220
Yankalilla	2011	185
Grant	2011	120
Kingston - Robe	2011	150
Millicent	2011	130
Naracoorte	2011	170
Naracoorte Region	2011	80
Penola	2011	130
Tatiara	2011	135
Wattle Range	2011	120
Mount Gambier - East	2011	160
Mount Gambier - West	2011	160
Barmera	2011	130
Berri	2011	152
Karoonda - Lameroo	2011	95
Loxton	2011	145
Loxton Region	2011	100
Mannum	2011	155
Murray Bridge	2011	185
Murray Bridge Region	2011	124
Renmark	2011	150
Renmark Region	2011	145
The Coorong	2011	100
Waikerie	2011	130
Migratory - Offshore - Shipping (SA)	2011	0
No usual address (SA)	2011	0
Augusta	2011	195
Busselton	2011	260
Busselton Region	2011	300
Margaret River	2011	295
Australind - Leschenault	2011	300
Capel	2011	250
College Grove - Carey Park	2011	250
Collie	2011	200
Dardanup	2011	231
Davenport	2011	0
Eaton - Pelican Point	2011	300
Harvey	2011	200
East Bunbury - Glen Iris	2011	265
Waroona	2011	200
Dalyellup	2011	350
Gelorup - Stratham	2011	220
South Bunbury - Bunbury	2011	269
Withers - Usher	2011	205
Bridgetown - Boyup Brook	2011	160
Donnybrook - Balingup	2011	198
Manjimup	2011	150
Pemberton	2011	140
Dawesville - Bouvard	2011	290
Falcon - Wannanup	2011	280
Greenfields	2011	260
Halls Head - Erskine	2011	300
Mandurah	2011	240
Mandurah - East	2011	265
Mandurah - North	2011	320
Mandurah - South	2011	245
Pinjarra	2011	225
City Beach	2011	623
Claremont (WA)	2011	380
Cottesloe	2011	475
Floreat	2011	460
Mosman Park - Peppermint Grove	2011	295
Nedlands - Dalkeith - Crawley	2011	400
Swanbourne - Mount Claremont	2011	350
Kings Park (WA)	2011	0
Mount Hawthorn - Leederville	2011	390
Mount Lawley - Inglewood	2011	320
North Perth	2011	369
Perth City	2011	400
Subiaco - Shenton Park	2011	366
Wembley - West Leederville - Glendalough	2011	300
Bassendean - Eden Hill - Ashfield	2011	300
Bayswater - Embleton - Bedford	2011	300
Maylands	2011	270
Morley	2011	330
Noranda	2011	320
Chidlow	2011	280
Glen Forrest - Darlington	2011	360
Helena Valley - Koongamia	2011	275
Malmalling - Reservoir	2011	0
Mundaring	2011	300
Swan View - Greenmount - Midvale	2011	280
Avon Valley National Park	2011	0
Ballajura	2011	340
Beechboro	2011	310
Bullsbrook	2011	300
Ellenbrook	2011	370
Gidgegannup	2011	200
Hazelmere - Guildford	2011	330
Lockridge - Kiara	2011	260
Malaga	2011	0
Melaleuca - Lexia	2011	0
Middle Swan - Herne Hill	2011	300
Midland - Guildford	2011	300
Stratton - Jane Brook	2011	320
The Vines	2011	380
Walyunga National Park	2011	0
Craigie - Beldon	2011	330
Currambine - Kinross	2011	390
Duncraig	2011	400
Greenwood - Warwick	2011	350
Heathridge - Connolly	2011	340
Hillarys	2011	420
Iluka - Burns Beach	2011	649
Joondalup - Edgewater	2011	360
Kingsley	2011	369
Mullaloo - Kallaroo	2011	400
Ocean Reef	2011	460
Padbury	2011	350
Sorrento - Marmion	2011	420
Woodvale	2011	400
Balcatta - Hamersley	2011	320
Balga - Mirrabooka	2011	290
Dianella	2011	300
Herdsman	2011	0
Innaloo - Doubleview	2011	332
Karrinyup - Gwelup - Carine	2011	360
Nollamara - Westminster	2011	320
Osborne Park Industrial	2011	0
Scarborough	2011	350
Stirling - Osborne Park	2011	295
Trigg - North Beach - Watermans Bay	2011	320
Tuart Hill - Joondanna	2011	300
Wembley Downs - Churchlands - Woodlands	2011	340
Yokine - Coolbinia - Menora	2011	300
Alexander Heights - Koondoola	2011	300
Butler - Merriwa - Ridgewood	2011	350
Carramar	2011	375
Clarkson	2011	350
Girrawheen	2011	280
Madeley - Darch - Landsdale	2011	425
Marangaroo	2011	320
Mindarie - Quinns Rocks - Jindalee	2011	375
Neerabup National Park	2011	0
Tapping - Ashby - Sinagra	2011	420
Wanneroo	2011	350
Alkimos - Eglinton	2011	0
Carabooda - Pinjar	2011	240
Two Rocks	2011	280
Yanchep	2011	325
Armadale - Wungong - Brookdale	2011	270
Ashendon - Lesley	2011	0
Camillo - Champion Lakes	2011	280
Forrestdale - Harrisdale - Piara Waters	2011	450
Kelmscott	2011	280
Mount Nasura - Mount Richon - Bedfordale	2011	300
Roleystone	2011	288
Seville Grove	2011	320
Belmont - Ascot - Redcliffe	2011	300
East Victoria Park - Carlisle	2011	310
Kewdale Commercial	2011	0
Perth Airport	2011	0
Rivervale - Kewdale - Cloverdale	2011	300
Victoria Park - Lathlain - Burswood	2011	330
Bentley - Wilson - St James	2011	290
Canning Vale - West	2011	430
Canning Vale Commercial	2011	0
Cannington - Queens Park	2011	330
Parkwood - Ferndale - Lynwood	2011	310
Riverton - Shelley - Rossmoyne	2011	350
Welshpool	2011	0
Willetton	2011	350
Beckenham - Kenwick - Langford	2011	300
Canning Vale - East	2011	430
Gosnells	2011	290
Huntingdale - Southern River	2011	350
Maddington - Orange Grove - Martin	2011	280
Thornlie	2011	320
Forrestfield - Wattle Grove	2011	320
High Wycombe	2011	330
Kalamunda - Maida Vale - Gooseberry Hill	2011	320
Lesmurdie - Bickley - Carmel	2011	300
Byford	2011	360
Mundijong	2011	250
Serpentine - Jarrahdale	2011	200
Como	2011	330
Manning - Waterford	2011	295
South Perth - Kensington	2011	350
Banjup	2011	410
Bibra Industrial	2011	0
Bibra Lake	2011	0
Coogee	2011	370
Coolbellup	2011	280
Hamilton Hill	2011	265
Henderson	2011	0
North Coogee	2011	700
South Lake - Cockburn Central	2011	335
Spearwood	2011	300
Success - Hammond Park	2011	390
Yangebup	2011	320
Beeliar - Wattleup	2011	360
Jandakot	2011	407
East Fremantle	2011	355
Fremantle	2011	320
Fremantle - South	2011	295
O'Connor (WA)	2011	0
Bertram - Wellard (West)	2011	350
Calista	2011	240
Hope Valley - Postans	2011	300
Kwinana Industrial	2011	0
Parmelia - Orelia	2011	250
Casuarina - Wandi	2011	350
Applecross - Ardross	2011	400
Bateman	2011	380
Bicton - Palmyra	2011	320
Booragoon	2011	360
Bull Creek	2011	365
Leeming	2011	400
Melville	2011	360
Murdoch - Kardinya	2011	365
Willagee	2011	165
Winthrop	2011	480
Baldivis	2011	370
Cooloongup	2011	260
Port Kennedy	2011	330
Rockingham	2011	250
Rockingham Lakes	2011	0
Safety Bay - Shoalwater	2011	260
Singleton - Golden Bay - Secret Harbour	2011	350
Waikiki	2011	290
Warnbro	2011	290
Albany	2011	240
Albany Region	2011	139
Bayonet Head - Lower King	2011	270
Denmark	2011	215
Gnowangerup	2011	90
Katanning	2011	140
Kojonup	2011	100
Little Grove - Elleker	2011	240
McKail - Willyung	2011	220
Plantagenet	2011	162
Stirling Range National Park	2011	0
Chittering	2011	200
Cunderdin	2011	100
Dowerin	2011	100
Gingin - Dandaragan	2011	196
Merredin	2011	119
Moora	2011	100
Mukinbudin	2011	75
Northam	2011	180
Toodyay	2011	230
York - Beverley	2011	150
Brookton	2011	104
Kulin	2011	91
Murray	2011	250
Narrogin	2011	170
Wagin	2011	110
Broome	2011	237
Derby - West Kimberley	2011	65
Halls Creek	2011	50
Kununurra	2011	125
Roebuck	2011	50
East Pilbara	2011	60
Newman	2011	71
Port Hedland	2011	100
South Hedland	2011	121
Ashburton (WA)	2011	30
Karratha	2011	132
Roebourne	2011	48
Esperance	2011	200
Esperance Region	2011	140
Carnarvon	2011	155
Exmouth	2011	205
Boulder	2011	254
Kalgoorlie	2011	250
Kalgoorlie - North	2011	295
Kalgoorlie Airport	2011	0
Kambalda - Coolgardie - Norseman	2011	150
Leinster - Leonora	2011	21
Trafalgar (WA)	2011	0
Geraldton	2011	210
Geraldton - East	2011	200
Geraldton - North	2011	290
Geraldton - South	2011	300
Irwin	2011	200
Meekatharra	2011	80
Morawa	2011	100
Northampton - Mullewa - Greenough	2011	150
Migratory - Offshore - Shipping (WA)	2011	0
No usual address (WA)	2011	0
Bridgewater - Gagebrook	2011	152
Brighton - Pontville	2011	260
Old Beach - Otago	2011	320
Bellerive - Rosny	2011	235
Cambridge	2011	290
Geilston Bay - Risdon	2011	270
Howrah - Tranmere	2011	290
Lindisfarne - Rose Bay	2011	265
Mornington - Warrane	2011	215
Risdon Vale	2011	200
Rokeby	2011	195
South Arm	2011	250
Austins Ferry - Granton	2011	270
Berriedale - Chigwell	2011	180
Claremont (Tas.)	2011	210
Derwent Park - Lutana	2011	220
Glenorchy	2011	200
Montrose - Rosetta	2011	220
Moonah	2011	235
New Norfolk	2011	190
West Moonah	2011	220
Kingston - Huntingfield	2011	270
Kingston Beach - Blackmans Bay	2011	285
Margate - Snug	2011	270
Mount Wellington	2011	0
Taroona - Bonnet Hill	2011	279
Hobart	2011	285
Lenah Valley - Mount Stuart	2011	250
Mount Nelson - Dynnyrne	2011	250
New Town	2011	210
Sandy Bay	2011	290
South Hobart - Fern Tree	2011	260
West Hobart	2011	280
Dodges Ferry - Lewisham	2011	220
Sorell - Richmond	2011	240
Invermay	2011	185
Kings Meadows - Punchbowl	2011	215
Launceston	2011	230
Legana	2011	260
Mowbray	2011	210
Newnham - Mayfield	2011	190
Newstead	2011	220
Norwood (Tas.)	2011	235
Prospect Vale - Blackstone	2011	230
Ravenswood	2011	144
Riverside	2011	240
South Launceston	2011	202
Summerhill - Prospect	2011	220
Trevallyn	2011	240
Waverley - St Leonards	2011	170
West Launceston	2011	225
Youngtown - Relbia	2011	210
Beauty Point - Beaconsfield	2011	180
Deloraine	2011	160
Grindelwald - Lanena	2011	200
Hadspen - Carrick	2011	185
Westbury	2011	160
Dilston - Lilydale	2011	150
George Town	2011	170
Longford	2011	175
Northern Midlands	2011	107
Perth - Evandale	2011	200
St Helens - Scamander	2011	160
Flinders and Cape Barren Islands	2011	81
Scottsdale - Bridport	2011	142
Central Highlands	2011	88
Derwent Valley	2011	170
Southern Midlands	2011	120
Wilderness - East	2011	0
Bruny Island - Kettering	2011	195
Cygnet	2011	200
Geeveston - Dover	2011	180
Huonville - Franklin	2011	200
Forestier - Tasman	2011	160
Triabunna - Bicheno	2011	165
Acton - Upper Burnie	2011	175
Burnie - Ulverstone Region	2011	150
Burnie - Wivenhoe	2011	175
Parklands - Camdale	2011	165
Penguin - Sulphur Creek	2011	190
Romaine - Havenview	2011	190
Somerset	2011	175
Ulverstone	2011	175
West Ulverstone	2011	170
Wynyard	2011	170
Devonport	2011	190
East Devonport	2011	170
Latrobe	2011	175
Miandetta - Don	2011	216
Port Sorell	2011	220
Quoiba - Spreyton	2011	220
Sheffield - Railton	2011	161
Turners Beach - Forth	2011	200
King Island	2011	100
North West	2011	100
Smithton	2011	143
Waratah	2011	165
West Coast (Tas.)	2011	120
Wilderness - West	2011	0
Migratory - Offshore - Shipping (Tas.)	2011	0
No usual address (Tas.)	2011	0
Darwin Airport	2011	175
Darwin City	2011	500
East Point	2011	0
Fannie Bay - The Gardens	2011	365
Larrakeyah	2011	430
Ludmilla - The Narrows	2011	185
Parap	2011	420
Stuart Park	2011	430
Woolner - Bayview - Winnellie	2011	500
Alawa	2011	335
Anula	2011	400
Berrimah	2011	185
Brinkin - Nakara	2011	390
Buffalo Creek	2011	0
Charles Darwin	2011	0
Coconut Grove	2011	320
East Arm	2011	0
Jingili	2011	355
Karama	2011	310
Leanyer	2011	420
Lyons (NT)	2011	250
Malak - Marrara	2011	310
Millner	2011	340
Moil	2011	300
Nightcliff	2011	330
Rapid Creek	2011	360
Tiwi	2011	320
Wagaman	2011	320
Wanguri	2011	315
Wulagi	2011	418
Howard Springs	2011	270
Humpty Doo	2011	340
Koolpinyah	2011	0
Virginia	2011	330
Weddell	2011	180
Bakewell	2011	385
Driver	2011	350
Durack - Marlow Lagoon	2011	305
Gray	2011	278
Moulden	2011	225
Palmerston - North	2011	450
Palmerston - South	2011	0
Rosebery - Bellamack	2011	450
Woodroffe	2011	330
Charles	2011	300
East Side	2011	315
Flynn (NT)	2011	330
Larapinta	2011	320
Mount Johns	2011	280
Petermann - Simpson	2011	88
Ross	2011	150
Sandover - Plenty	2011	25
Tanami	2011	35
Yuendumu - Anmatjere	2011	20
Barkly	2011	40
Tennant Creek	2011	125
Alligator	2011	60
Daly	2011	50
Thamarrurr	2011	50
Tiwi Islands	2011	40
West Arnhem	2011	60
Anindilyakwa	2011	75
East Arnhem	2011	40
Nhulunbuy	2011	3
Elsey	2011	60
Gulf	2011	30
Katherine	2011	200
Victoria River	2011	20
Migratory - Offshore - Shipping (NT)	2011	0
No usual address (NT)	2011	0
Aranda	2011	400
Belconnen	2011	375
Bruce	2011	430
Charnwood	2011	320
Cook	2011	380
Dunlop	2011	401
Evatt	2011	380
Florey	2011	350
Flynn (ACT)	2011	391
Fraser	2011	370
Giralang	2011	400
Gooromon	2011	0
Hawker	2011	330
Higgins	2011	340
Holt	2011	340
Kaleen	2011	400
Latham	2011	360
Lawson	2011	0
Macgregor (ACT)	2011	400
Macquarie	2011	355
McKellar	2011	400
Melba	2011	350
Page	2011	376
Scullin	2011	310
Spence	2011	240
Weetangera	2011	438
Molonglo Corridor	2011	0
West Belconnen	2011	0
Hume	2011	0
Kowen	2011	154
Canberra East	2011	139
Canberra Airport	2011	318
Majura	2011	200
Amaroo	2011	410
Bonner	2011	493
Casey	2011	485
Crace	2011	307
Forde	2011	520
Franklin	2011	425
Gungahlin	2011	420
Hall	2011	175
Harrison	2011	381
Mitchell	2011	148
Ngunnawal	2011	390
Nicholls	2011	400
Palmerston	2011	390
Gungahlin - East	2011	0
Gungahlin - West	2011	0
Jacka	2011	0
Kenny	2011	220
Moncrieff	2011	0
Taylor	2011	0
Throsby	2011	0
Acton	2011	440
Ainslie	2011	305
Braddon	2011	410
Civic	2011	500
Dickson	2011	400
Downer	2011	375
Hackett	2011	330
Lyneham	2011	350
O'Connor (ACT)	2011	400
Turner	2011	430
Watson	2011	400
Black Mountain	2011	0
Campbell	2011	360
Duntroon	2011	220
Parkes (ACT) - North	2011	0
Reid	2011	199
Russell	2011	0
Deakin	2011	451
Forrest	2011	540
Griffith (ACT)	2011	400
Lake Burley Griffin	2011	0
Narrabundah	2011	390
Parkes (ACT) - South	2011	0
Red Hill (ACT)	2011	350
Yarralumla	2011	400
Barton	2011	520
Fyshwick	2011	200
Kingston (ACT)	2011	451
Banks	2011	370
Bonython	2011	391
Calwell	2011	370
Chisholm	2011	350
Conder	2011	350
Fadden	2011	495
Gilmore	2011	365
Gordon (ACT)	2011	370
Gowrie (ACT)	2011	374
Greenway	2011	430
Isabella Plains	2011	384
Kambah	2011	330
Macarthur	2011	438
Monash	2011	390
Mount Taylor	2011	0
Oxley (ACT)	2011	350
Richardson	2011	320
Theodore	2011	353
Tuggeranong	2011	200
Wanniassa	2011	344
Tuggeranong - West	2011	0
Chapman	2011	443
Duffy	2011	370
Fisher	2011	325
Holder	2011	380
Rivett	2011	310
Stirling	2011	305
Waramanga	2011	298
Weston	2011	360
Scrivener	2011	0
Chifley	2011	360
Curtin	2011	377
Farrer	2011	365
Garran	2011	450
Hughes	2011	300
Isaacs	2011	436
Lyons (ACT)	2011	300
Mawson	2011	320
O'Malley	2011	900
Pearce	2011	380
Phillip	2011	380
Torrens	2011	360
Arboretum	2011	0
Coombs	2011	0
Denman Prospect	2011	0
Molonglo	2011	0
Molonglo - North	2011	0
Wright	2011	0
ACT - South West	2011	165
Namadgi	2011	108
Migratory - Offshore - Shipping (ACT)	2011	0
No usual address (ACT)	2011	0
Christmas Island	2011	92
Cocos (Keeling) Islands	2011	145
Jervis Bay	2011	70
Norfolk Island	2011	0
Migratory - Offshore - Shipping (OT)	2011	0
No usual address (OT)	2011	0
Braidwood	2016	250
Karabar	2016	300
Queanbeyan	2016	280
Queanbeyan - East	2016	270
Queanbeyan Region	2016	380
Queanbeyan West - Jerrabomberra	2016	370
Bombala	2016	150
Cooma	2016	220
Cooma Region	2016	160
Jindabyne - Berridale	2016	320
Batemans Bay	2016	265
Batemans Bay - South	2016	280
Bega - Tathra	2016	270
Bega-Eden Hinterland	2016	200
Broulee - Tomakin	2016	270
Deua - Wadbilliga	2016	0
Eden	2016	230
Eurobodalla Hinterland	2016	180
Merimbula - Tura Beach	2016	270
Moruya - Tuross Head	2016	250
Narooma - Bermagui	2016	230
Goulburn	2016	260
Goulburn Region	2016	200
Yass	2016	300
Yass Region	2016	250
Young	2016	225
Young Region	2016	160
Avoca Beach - Copacabana	2016	430
Box Head - MacMasters Beach	2016	380
Calga - Kulnura	2016	250
Erina - Green Point	2016	360
Gosford - Springfield	2016	330
Kariong	2016	400
Kincumber - Picketts Valley	2016	340
Narara	2016	360
Niagara Park - Lisarow	2016	370
Point Clare - Koolewong	2016	375
Saratoga - Davistown	2016	388
Terrigal - North Avoca	2016	450
Umina - Booker Bay - Patonga	2016	350
Wamberal - Forresters Beach	2016	420
Woy Woy - Blackwall	2016	340
Wyoming	2016	350
Bateau Bay - Killarney Vale	2016	350
Blue Haven - San Remo	2016	355
Budgewoi - Buff Point - Halekulani	2016	310
Chittaway Bay - Tumbi Umbi	2016	370
Gorokan - Kanwal - Charmhaven	2016	315
Jilliby - Yarramalong	2016	300
Lake Munmorah - Mannering Park	2016	320
Ourimbah - Fountaindale	2016	345
Summerland Point - Gwandalan	2016	340
The Entrance	2016	320
Toukley - Norah Head	2016	300
Tuggerah - Kangy Angy	2016	380
Warnervale - Wadalba	2016	450
Wyong	2016	312
Bathurst	2016	275
Bathurst - East	2016	310
Bathurst Region	2016	180
Oberon	2016	210
Condobolin	2016	150
Cowra	2016	190
Cowra Region	2016	165
Forbes	2016	178
Grenfell	2016	135
Parkes (NSW)	2016	210
Parkes Region	2016	120
West Wyalong	2016	150
Lithgow	2016	233
Lithgow Region	2016	200
Mudgee	2016	300
Mudgee Region - East	2016	190
Mudgee Region - West	2016	200
Wollangambe - Wollemi	2016	0
Blayney	2016	220
Orange	2016	250
Orange - North	2016	320
Orange Region	2016	200
Grafton	2016	250
Grafton Region	2016	240
Maclean - Yamba - Iluka	2016	290
Bellingen	2016	300
Coffs Harbour - North	2016	300
Coffs Harbour - South	2016	300
Coramba - Nana Glen - Bucca	2016	300
Dorrigo	2016	200
Korora - Emerald Beach	2016	380
Sawtell - Boambee	2016	309
Urunga	2016	280
Woolgoolga - Arrawarra	2016	310
Bourke - Brewarrina	2016	100
Cobar	2016	160
Coonamble	2016	150
Nyngan - Warren	2016	150
Walgett - Lightning Ridge	2016	140
Broken Hill	2016	189
Far West	2016	100
Coonabarabran	2016	152
Dubbo - East	2016	260
Dubbo - South	2016	275
Dubbo - West	2016	270
Dubbo Region	2016	200
Gilgandra	2016	160
Narromine	2016	184
Wellington	2016	180
Branxton - Greta - Pokolbin	2016	320
Cessnock	2016	280
Cessnock Region	2016	270
Dungog	2016	242
Kurri Kurri - Abermain	2016	280
Singleton	2016	290
Singleton Region	2016	250
Maitland	2016	350
Maitland - East	2016	300
Maitland - North	2016	350
Maitland - West	2016	330
Thornton - Millers Forest	2016	340
Anna Bay	2016	350
Lemon Tree Passage - Tanilba Bay	2016	320
Nelson Bay Peninsula	2016	330
Raymond Terrace	2016	270
Seaham - Woodville	2016	300
Tea Gardens - Hawks Nest	2016	295
Williamtown - Medowie - Karuah	2016	320
Muswellbrook	2016	250
Muswellbrook Region	2016	230
Scone	2016	250
Scone Region	2016	190
Dapto - Avondale	2016	320
Horsley - Kembla Grange	2016	408
Port Kembla Industrial	2016	0
Unanderra - Mount Kembla	2016	293
Berkeley - Lake Heights - Cringila	2016	280
Port Kembla - Warrawong	2016	240
Windang - Primbee	2016	270
Illawarra Catchment Reserve	2016	0
Albion Park - Macquarie Pass	2016	385
Albion Park Rail	2016	320
Kiama	2016	397
Kiama Downs - Minnamurra	2016	400
Kiama Hinterland - Gerringong	2016	400
Shellharbour - Flinders	2016	420
Shellharbour - Oak Flats	2016	350
Warilla	2016	300
Balgownie - Fairy Meadow	2016	330
Corrimal - Tarrawanna - Bellambi	2016	280
Figtree - Keiraville	2016	340
Helensburgh	2016	470
Thirroul - Austinmer - Coalcliff	2016	450
Woonona - Bulli - Russell Vale	2016	320
Wollongong - East	2016	355
Wollongong - West	2016	330
Bulahdelah - Stroud	2016	225
Forster	2016	280
Forster-Tuncurry Region	2016	280
Tuncurry	2016	250
Kempsey	2016	230
Kempsey Region	2016	225
Macksville - Scotts Head	2016	260
Nambucca Heads	2016	250
Nambucca Heads Region	2016	230
South West Rocks	2016	280
Lord Howe Island	2016	220
Laurieton - Bonny Hills	2016	300
Port Macquarie - East	2016	333
Port Macquarie - West	2016	320
Port Macquarie Region	2016	250
Wauchope	2016	300
Gloucester	2016	220
Old Bar - Manning Point - Red Head	2016	300
Taree	2016	240
Taree Region	2016	245
Wingham	2016	250
Albury - East	2016	280
Albury - North	2016	231
Albury - South	2016	220
Albury Region	2016	180
Lavington	2016	210
Hay	2016	145
Wentworth - Buronga	2016	173
Wentworth-Balranald Region	2016	130
Corowa	2016	200
Corowa Region	2016	200
Deniliquin	2016	195
Deniliquin Region	2016	110
Moama	2016	275
Tocumwal - Finley - Jerilderie	2016	170
Armidale	2016	260
Armidale Region - North	2016	200
Armidale Region - South	2016	195
Walcha	2016	141
Glen Innes	2016	200
Inverell	2016	230
Inverell Region - East	2016	130
Inverell Region - West	2016	140
Tenterfield	2016	180
Moree	2016	195
Moree Region	2016	100
Narrabri	2016	230
Narrabri Region	2016	140
Gunnedah	2016	250
Gunnedah Region	2016	198
Quirindi	2016	180
Tamworth - East	2016	270
Tamworth - North	2016	285
Tamworth - West	2016	250
Tamworth Region	2016	200
Belmont - Bennetts Green	2016	320
Belmont South - Blacksmiths	2016	285
Charlestown - Dudley	2016	340
Glendale - Cardiff - Hillsborough	2016	340
Mount Hutton - Windale	2016	200
Redhead	2016	365
Swansea - Caves Beach	2016	310
Valentine - Eleebana	2016	420
Warners Bay - Boolaroo	2016	350
Bolton Point - Teralba	2016	276
Bonnells Bay - Silverwater	2016	350
Edgeworth - Cameron Park	2016	390
Morisset - Cooranbong	2016	315
Toronto - Awaba	2016	300
Wangi Wangi - Rathmines	2016	325
West Wallsend - Barnsley - Killingworth	2016	335
Adamstown - Kotara	2016	350
Beresfield - Hexham	2016	280
Hamilton - Broadmeadow	2016	310
Lambton - New Lambton	2016	330
Maryland - Fletcher - Minmi	2016	395
Mayfield - Warabrook	2016	325
Merewether - The Junction	2016	360
Newcastle - Cooks Hill	2016	380
Newcastle Port - Kooragang	2016	0
Shortland - Jesmond	2016	325
Stockton - Fullerton Cove	2016	330
Wallsend - Elermore Vale	2016	330
Waratah - North Lambton	2016	330
Wickham - Carrington - Tighes Hill	2016	360
Ballina	2016	320
Ballina Region	2016	330
Bangalow	2016	400
Brunswick Heads - Ocean Shores	2016	380
Byron Bay	2016	500
Evans Head	2016	265
Lennox Head - Skennars Head	2016	455
Mullumbimby	2016	350
Casino	2016	241
Casino Region	2016	200
Goonellabah	2016	275
Kyogle	2016	200
Lismore	2016	250
Lismore Region	2016	265
Kingscliff - Fingal Head	2016	365
Murwillumbah	2016	290
Murwillumbah Region	2016	285
Pottsville	2016	370
Tweed Heads	2016	320
Banora Point	2016	360
Terranora - North Tumblegum	2016	450
Tweed Heads South	2016	340
Griffith (NSW)	2016	230
Griffith Region	2016	150
Leeton	2016	200
Narrandera	2016	170
Tumbarumba	2016	170
Tumut	2016	200
Tumut Region	2016	150
Cootamundra	2016	190
Gundagai	2016	160
Junee	2016	200
Temora	2016	160
Wagga Wagga - East	2016	280
Wagga Wagga - North	2016	350
Wagga Wagga - South	2016	275
Wagga Wagga - West	2016	250
Wagga Wagga Region	2016	200
Berry - Kangaroo Valley	2016	300
Callala Bay - Currarong	2016	325
Culburra Beach	2016	277
Ettrema - Sassafras - Budawang	2016	0
Huskisson - Vincentia	2016	308
North Nowra - Bomaderry	2016	275
Nowra	2016	260
St Georges Basin - Erowal Bay	2016	290
Sussex Inlet - Berrara	2016	250
Tomerong - Wandandian - Woollamia	2016	250
Ulladulla	2016	290
Ulladulla Region	2016	263
Bowral	2016	400
Hill Top - Colo Vale	2016	375
Mittagong	2016	349
Moss Vale - Berrima	2016	320
Robertson - Fitzroy Falls	2016	350
Southern Highlands	2016	300
Baulkham Hills (East)	2016	510
Baulkham Hills (West) - Bella Vista	2016	585
Glenhaven	2016	648
West Pennant Hills	2016	630
Castle Hill - Central	2016	545
Castle Hill - East	2016	462
Castle Hill - North	2016	580
Castle Hill - South	2016	550
Castle Hill - West	2016	650
Cherrybrook	2016	650
Kellyville	2016	620
Dural - Kenthurst - Wisemans Ferry	2016	450
Galston - Laughtondale	2016	430
Bilpin - Colo - St Albans	2016	180
Kurrajong Heights - Ebenezer	2016	390
Pitt Town - McGraths Hill	2016	400
Rouse Hill - Beaumont Hills	2016	620
Blacktown (East) - Kings Park	2016	380
Blacktown (North) - Marayong	2016	380
Doonside - Woodcroft	2016	345
Lalor Park - Kings Langley	2016	365
Seven Hills - Toongabbie	2016	400
Blacktown (South)	2016	385
Blacktown (West)	2016	400
Glenwood	2016	570
Parklea - Kellyville Ridge	2016	600
Riverstone - Marsden Park	2016	420
Acacia Gardens	2016	520
Quakers Hill	2016	450
Bidwill - Hebersham - Emerton	2016	265
Glendenning - Dean Park	2016	400
Hassall Grove - Plumpton	2016	400
Lethbridge Park - Tregear	2016	300
Mount Druitt - Whalan	2016	330
Prospect Reservoir	2016	0
Rooty Hill - Minchinbury	2016	400
Banksmeadow	2016	0
Botany	2016	520
Mascot - Eastlakes	2016	520
Pagewood - Hillsdale - Daceyville	2016	400
Port Botany Industrial	2016	0
Sydney Airport	2016	0
Marrickville	2016	450
Petersham - Stanmore	2016	460
Sydenham - Tempe - St Peters	2016	580
Darlinghurst	2016	560
Erskineville - Alexandria	2016	600
Glebe - Forest Lodge	2016	508
Newtown - Camperdown - Darlington	2016	500
Potts Point - Woolloomooloo	2016	480
Pyrmont - Ultimo	2016	600
Redfern - Chippendale	2016	531
Surry Hills	2016	550
Sydney - Haymarket - The Rocks	2016	725
Waterloo - Beaconsfield	2016	580
Bondi - Tamarama - Bronte	2016	625
Bondi Beach - North Bondi	2016	640
Bondi Junction - Waverly	2016	600
Centennial Park	2016	0
Double Bay - Bellevue Hill	2016	655
Dover Heights	2016	600
Paddington - Moore Park	2016	570
Rose Bay - Vaucluse - Watsons Bay	2016	650
Woollahra	2016	660
Coogee - Clovelly	2016	585
Malabar - La Perouse - Chifley	2016	410
Kensington (NSW)	2016	510
Kingsford	2016	520
Maroubra - North	2016	580
Maroubra - South	2016	450
Maroubra - West	2016	600
Randwick - North	2016	560
Randwick - South	2016	561
Bass Hill - Georges Hall	2016	300
