SA2_NAME16	Year	medianTotalPersonalIncomeWeekly
Seaton - Grange	2011	495
West Lakes	2011	579
Woodville - Cheltenham	2011	453
Dry Creek - South	2011	0
Largs Bay - Semaphore	2011	603
North Haven	2011	534
Port Adelaide	2011	474
The Parks	2011	372
Torrens Island	2011	366
Adelaide Airport	2011	0
Fulham	2011	531
Lockleys	2011	551
Plympton	2011	557
Richmond (SA)	2011	524
West Beach	2011	642
Barossa - Angaston	2011	572
Light	2011	535
Lyndoch	2011	578
Mallala	2011	497
Nuriootpa	2011	537
Tanunda	2011	576
Clare	2011	545
Gilbert Valley	2011	501
Goyder	2011	413
Wakefield - Barunga West	2011	444
Jamestown	2011	460
Peterborough - Mount Remarkable	2011	389
Port Pirie	2011	395
Port Pirie Region	2011	458
Kadina	2011	438
Moonta	2011	386
Wallaroo	2011	390
Yorke Peninsula - North	2011	405
Yorke Peninsula - South	2011	382
Ceduna	2011	602
Eyre Peninsula	2011	483
Kimba - Cleve - Franklin Harbour	2011	516
Le Hunte - Elliston	2011	514
Port Lincoln	2011	530
West Coast (SA)	2011	486
Western	2011	528
Whyalla	2011	473
Whyalla - North	2011	0
APY Lands	2011	277
Coober Pedy	2011	428
Quorn - Lake Gilles	2011	481
Outback	2011	843
Port Augusta	2011	537
Roxby Downs	2011	1467
Goolwa - Port Elliot	2011	397
Kangaroo Island	2011	490
Strathalbyn	2011	511
Strathalbyn Region	2011	519
Victor Harbor	2011	406
Yankalilla	2011	445
Grant	2011	555
Kingston - Robe	2011	505
Millicent	2011	427
Naracoorte	2011	567
Naracoorte Region	2011	603
Penola	2011	536
Tatiara	2011	529
Wattle Range	2011	487
Mount Gambier - East	2011	523
Mount Gambier - West	2011	504
Barmera	2011	438
Berri	2011	454
Karoonda - Lameroo	2011	441
Loxton	2011	477
Loxton Region	2011	468
Mannum	2011	404
Murray Bridge	2011	448
Murray Bridge Region	2011	480
Renmark	2011	414
Renmark Region	2011	506
The Coorong	2011	427
Waikerie	2011	417
Migratory - Offshore - Shipping (SA)	2011	1125
No usual address (SA)	2011	369
Augusta	2011	536
Busselton	2011	524
Busselton Region	2011	656
Margaret River	2011	636
Australind - Leschenault	2011	670
Capel	2011	562
College Grove - Carey Park	2011	525
Collie	2011	557
Dardanup	2011	655
Davenport	2011	1125
Eaton - Pelican Point	2011	647
Harvey	2011	513
East Bunbury - Glen Iris	2011	574
Waroona	2011	499
Dalyellup	2011	760
Gelorup - Stratham	2011	655
South Bunbury - Bunbury	2011	653
Withers - Usher	2011	498
Bridgetown - Boyup Brook	2011	474
Donnybrook - Balingup	2011	497
Manjimup	2011	524
Pemberton	2011	452
Dawesville - Bouvard	2011	525
Falcon - Wannanup	2011	509
Greenfields	2011	416
Halls Head - Erskine	2011	543
Mandurah	2011	446
Mandurah - East	2011	487
Mandurah - North	2011	603
Mandurah - South	2011	428
Pinjarra	2011	471
City Beach	2011	874
Claremont (WA)	2011	823
Cottesloe	2011	1037
Floreat	2011	916
Mosman Park - Peppermint Grove	2011	776
Nedlands - Dalkeith - Crawley	2011	679
Swanbourne - Mount Claremont	2011	793
Kings Park (WA)	2011	1750
Mount Hawthorn - Leederville	2011	934
Mount Lawley - Inglewood	2011	818
North Perth	2011	843
Perth City	2011	957
Subiaco - Shenton Park	2011	940
Wembley - West Leederville - Glendalough	2011	831
Bassendean - Eden Hill - Ashfield	2011	643
Bayswater - Embleton - Bedford	2011	684
Maylands	2011	792
Morley	2011	578
Noranda	2011	616
Chidlow	2011	608
Glen Forrest - Darlington	2011	701
Helena Valley - Koongamia	2011	657
Malmalling - Reservoir	2011	350
Mundaring	2011	648
Swan View - Greenmount - Midvale	2011	587
Avon Valley National Park	2011	0
Ballajura	2011	613
Beechboro	2011	610
Bullsbrook	2011	650
Ellenbrook	2011	778
Gidgegannup	2011	725
Hazelmere - Guildford	2011	714
Lockridge - Kiara	2011	593
Malaga	2011	749
Melaleuca - Lexia	2011	0
Middle Swan - Herne Hill	2011	597
Midland - Guildford	2011	575
Stratton - Jane Brook	2011	678
The Vines	2011	772
Walyunga National Park	2011	0
Craigie - Beldon	2011	696
Currambine - Kinross	2011	710
Duncraig	2011	761
Greenwood - Warwick	2011	686
Heathridge - Connolly	2011	710
Hillarys	2011	793
Iluka - Burns Beach	2011	779
Joondalup - Edgewater	2011	669
Kingsley	2011	707
Mullaloo - Kallaroo	2011	733
Ocean Reef	2011	690
Padbury	2011	722
Sorrento - Marmion	2011	766
Woodvale	2011	686
Balcatta - Hamersley	2011	611
Balga - Mirrabooka	2011	454
Dianella	2011	613
Herdsman	2011	0
Innaloo - Doubleview	2011	809
Karrinyup - Gwelup - Carine	2011	761
Nollamara - Westminster	2011	594
Osborne Park Industrial	2011	3000
Scarborough	2011	921
Stirling - Osborne Park	2011	716
Trigg - North Beach - Watermans Bay	2011	817
Tuart Hill - Joondanna	2011	730
Wembley Downs - Churchlands - Woodlands	2011	718
Yokine - Coolbinia - Menora	2011	695
Alexander Heights - Koondoola	2011	531
Butler - Merriwa - Ridgewood	2011	631
Carramar	2011	761
Clarkson	2011	686
Girrawheen	2011	495
Madeley - Darch - Landsdale	2011	761
Marangaroo	2011	530
Mindarie - Quinns Rocks - Jindalee	2011	708
Neerabup National Park	2011	0
Tapping - Ashby - Sinagra	2011	753
Wanneroo	2011	688
Alkimos - Eglinton	2011	700
Carabooda - Pinjar	2011	550
Two Rocks	2011	493
Yanchep	2011	608
Armadale - Wungong - Brookdale	2011	488
Ashendon - Lesley	2011	0
Camillo - Champion Lakes	2011	575
Forrestdale - Harrisdale - Piara Waters	2011	929
Kelmscott	2011	566
Mount Nasura - Mount Richon - Bedfordale	2011	650
Roleystone	2011	702
Seville Grove	2011	691
Belmont - Ascot - Redcliffe	2011	705
East Victoria Park - Carlisle	2011	706
Kewdale Commercial	2011	0
Perth Airport	2011	0
Rivervale - Kewdale - Cloverdale	2011	634
Victoria Park - Lathlain - Burswood	2011	802
Bentley - Wilson - St James	2011	420
Canning Vale - West	2011	697
Canning Vale Commercial	2011	0
Cannington - Queens Park	2011	604
Parkwood - Ferndale - Lynwood	2011	642
Riverton - Shelley - Rossmoyne	2011	614
Welshpool	2011	1062
Willetton	2011	643
Beckenham - Kenwick - Langford	2011	561
Canning Vale - East	2011	774
Gosnells	2011	551
Huntingdale - Southern River	2011	728
Maddington - Orange Grove - Martin	2011	549
Thornlie	2011	616
Forrestfield - Wattle Grove	2011	687
High Wycombe	2011	700
Kalamunda - Maida Vale - Gooseberry Hill	2011	686
Lesmurdie - Bickley - Carmel	2011	641
Byford	2011	718
Mundijong	2011	653
Serpentine - Jarrahdale	2011	577
Como	2011	806
Manning - Waterford	2011	557
South Perth - Kensington	2011	911
Banjup	2011	888
Bibra Industrial	2011	1042
Bibra Lake	2011	0
Coogee	2011	646
Coolbellup	2011	604
Hamilton Hill	2011	533
Henderson	2011	924
North Coogee	2011	1161
South Lake - Cockburn Central	2011	687
Spearwood	2011	527
Success - Hammond Park	2011	862
Yangebup	2011	697
Beeliar - Wattleup	2011	739
Jandakot	2011	700
East Fremantle	2011	857
Fremantle	2011	778
Fremantle - South	2011	594
O'Connor (WA)	2011	449
Bertram - Wellard (West)	2011	836
Calista	2011	487
Hope Valley - Postans	2011	513
Kwinana Industrial	2011	1125
Parmelia - Orelia	2011	540
Casuarina - Wandi	2011	672
Applecross - Ardross	2011	837
Bateman	2011	646
Bicton - Palmyra	2011	773
Booragoon	2011	742
Bull Creek	2011	623
Leeming	2011	741
Melville	2011	737
Murdoch - Kardinya	2011	544
Willagee	2011	555
Winthrop	2011	620
Baldivis	2011	827
Cooloongup	2011	497
Port Kennedy	2011	651
Rockingham	2011	531
Rockingham Lakes	2011	0
Safety Bay - Shoalwater	2011	542
Singleton - Golden Bay - Secret Harbour	2011	762
Waikiki	2011	585
Warnbro	2011	585
Albany	2011	517
Albany Region	2011	537
Bayonet Head - Lower King	2011	544
Denmark	2011	469
Gnowangerup	2011	604
Katanning	2011	527
Kojonup	2011	499
Little Grove - Elleker	2011	556
McKail - Willyung	2011	501
Plantagenet	2011	472
Stirling Range National Park	2011	0
Chittering	2011	563
Cunderdin	2011	457
Dowerin	2011	533
Gingin - Dandaragan	2011	518
Merredin	2011	565
Moora	2011	604
Mukinbudin	2011	688
Northam	2011	517
Toodyay	2011	496
York - Beverley	2011	452
Brookton	2011	492
Kulin	2011	562
Murray	2011	1019
Narrogin	2011	506
Wagin	2011	513
Broome	2011	861
Derby - West Kimberley	2011	411
Halls Creek	2011	310
Kununurra	2011	795
Roebuck	2011	333
East Pilbara	2011	1807
Newman	2011	1854
Port Hedland	2011	1571
South Hedland	2011	1269
Ashburton (WA)	2011	1872
Karratha	2011	1542
Roebourne	2011	1585
Esperance	2011	578
Esperance Region	2011	656
Carnarvon	2011	598
Exmouth	2011	659
Boulder	2011	787
Kalgoorlie	2011	877
Kalgoorlie - North	2011	1030
Kalgoorlie Airport	2011	0
Kambalda - Coolgardie - Norseman	2011	832
Leinster - Leonora	2011	977
Trafalgar (WA)	2011	0
Geraldton	2011	529
Geraldton - East	2011	548
Geraldton - North	2011	654
Geraldton - South	2011	763
Irwin	2011	517
Meekatharra	2011	1025
Morawa	2011	633
Northampton - Mullewa - Greenough	2011	498
Migratory - Offshore - Shipping (WA)	2011	3000
No usual address (WA)	2011	490
Bridgewater - Gagebrook	2011	380
Brighton - Pontville	2011	583
Old Beach - Otago	2011	640
Bellerive - Rosny	2011	594
Cambridge	2011	686
Geilston Bay - Risdon	2011	651
Howrah - Tranmere	2011	623
Lindisfarne - Rose Bay	2011	614
Mornington - Warrane	2011	435
Risdon Vale	2011	409
Rokeby	2011	446
South Arm	2011	662
Austins Ferry - Granton	2011	620
Berriedale - Chigwell	2011	468
Claremont (Tas.)	2011	492
Derwent Park - Lutana	2011	488
Glenorchy	2011	430
Montrose - Rosetta	2011	522
Moonah	2011	482
New Norfolk	2011	414
West Moonah	2011	515
Kingston - Huntingfield	2011	575
Kingston Beach - Blackmans Bay	2011	638
Margate - Snug	2011	591
Mount Wellington	2011	0
Taroona - Bonnet Hill	2011	683
Hobart	2011	672
Lenah Valley - Mount Stuart	2011	681
Mount Nelson - Dynnyrne	2011	613
New Town	2011	562
Sandy Bay	2011	601
South Hobart - Fern Tree	2011	624
West Hobart	2011	729
Dodges Ferry - Lewisham	2011	507
Sorell - Richmond	2011	533
Invermay	2011	391
Kings Meadows - Punchbowl	2011	453
Launceston	2011	652
Legana	2011	561
Mowbray	2011	358
Newnham - Mayfield	2011	382
Newstead	2011	545
Norwood (Tas.)	2011	538
Prospect Vale - Blackstone	2011	544
Ravenswood	2011	359
Riverside	2011	569
South Launceston	2011	548
Summerhill - Prospect	2011	505
Trevallyn	2011	628
Waverley - St Leonards	2011	430
West Launceston	2011	595
Youngtown - Relbia	2011	547
Beauty Point - Beaconsfield	2011	379
Deloraine	2011	393
Grindelwald - Lanena	2011	497
Hadspen - Carrick	2011	574
Westbury	2011	432
Dilston - Lilydale	2011	533
George Town	2011	395
Longford	2011	458
Northern Midlands	2011	412
Perth - Evandale	2011	529
St Helens - Scamander	2011	366
Flinders and Cape Barren Islands	2011	464
Scottsdale - Bridport	2011	394
Central Highlands	2011	378
Derwent Valley	2011	441
Southern Midlands	2011	429
Wilderness - East	2011	0
Bruny Island - Kettering	2011	481
Cygnet	2011	398
Geeveston - Dover	2011	398
Huonville - Franklin	2011	482
Forestier - Tasman	2011	375
Triabunna - Bicheno	2011	422
Acton - Upper Burnie	2011	413
Burnie - Ulverstone Region	2011	448
Burnie - Wivenhoe	2011	462
Parklands - Camdale	2011	464
Penguin - Sulphur Creek	2011	454
Romaine - Havenview	2011	486
Somerset	2011	423
Ulverstone	2011	436
West Ulverstone	2011	417
Wynyard	2011	408
Devonport	2011	443
East Devonport	2011	396
Latrobe	2011	453
Miandetta - Don	2011	564
Port Sorell	2011	504
Quoiba - Spreyton	2011	523
Sheffield - Railton	2011	394
Turners Beach - Forth	2011	543
King Island	2011	619
North West	2011	509
Smithton	2011	511
Waratah	2011	448
West Coast (Tas.)	2011	467
Wilderness - West	2011	0
Migratory - Offshore - Shipping (Tas.)	2011	1238
No usual address (Tas.)	2011	338
Darwin Airport	2011	840
Darwin City	2011	1015
East Point	2011	340
Fannie Bay - The Gardens	2011	984
Larrakeyah	2011	1088
Ludmilla - The Narrows	2011	830
Parap	2011	1051
Stuart Park	2011	992
Woolner - Bayview - Winnellie	2011	1131
Alawa	2011	782
Anula	2011	871
Berrimah	2011	768
Brinkin - Nakara	2011	814
Buffalo Creek	2011	0
Charles Darwin	2011	833
Coconut Grove	2011	794
East Arm	2011	1093
Jingili	2011	869
Karama	2011	757
Leanyer	2011	913
Lyons (NT)	2011	1022
Malak - Marrara	2011	832
Millner	2011	854
Moil	2011	824
Nightcliff	2011	929
Rapid Creek	2011	931
Tiwi	2011	821
Wagaman	2011	739
Wanguri	2011	807
Wulagi	2011	897
Howard Springs	2011	928
Humpty Doo	2011	882
Koolpinyah	2011	325
Virginia	2011	829
Weddell	2011	697
Bakewell	2011	931
Driver	2011	878
Durack - Marlow Lagoon	2011	1044
Gray	2011	728
Moulden	2011	737
Palmerston - North	2011	1042
Palmerston - South	2011	1125
Rosebery - Bellamack	2011	1024
Woodroffe	2011	829
Charles	2011	795
East Side	2011	885
Flynn (NT)	2011	858
Larapinta	2011	907
Mount Johns	2011	953
Petermann - Simpson	2011	582
Ross	2011	721
Sandover - Plenty	2011	246
Tanami	2011	258
Yuendumu - Anmatjere	2011	261
Barkly	2011	278
Tennant Creek	2011	631
Alligator	2011	616
Daly	2011	350
Thamarrurr	2011	186
Tiwi Islands	2011	249
West Arnhem	2011	282
Anindilyakwa	2011	519
East Arnhem	2011	258
Nhulunbuy	2011	1268
Elsey	2011	266
Gulf	2011	286
Katherine	2011	756
Victoria River	2011	310
Migratory - Offshore - Shipping (NT)	2011	1298
No usual address (NT)	2011	493
Aranda	2011	1049
Belconnen	2011	834
Bruce	2011	805
Charnwood	2011	705
Cook	2011	981
Dunlop	2011	979
Evatt	2011	907
Florey	2011	769
Flynn (ACT)	2011	895
Fraser	2011	907
Giralang	2011	892
Gooromon	2011	0
Hawker	2011	958
Higgins	2011	777
Holt	2011	806
Kaleen	2011	806
Latham	2011	855
Lawson	2011	0
Macgregor (ACT)	2011	935
Macquarie	2011	785
McKellar	2011	834
Melba	2011	898
Page	2011	702
Scullin	2011	778
Spence	2011	846
Weetangera	2011	1014
Molonglo Corridor	2011	350
West Belconnen	2011	666
Hume	2011	724
Kowen	2011	833
Canberra East	2011	584
Canberra Airport	2011	1284
Majura	2011	726
Amaroo	2011	1078
Bonner	2011	1127
Casey	2011	1100
Crace	2011	1182
Forde	2011	1261
Franklin	2011	1049
Gungahlin	2011	957
Hall	2011	966
Harrison	2011	1162
Mitchell	2011	1333
Ngunnawal	2011	935
Nicholls	2011	1016
Palmerston	2011	886
Gungahlin - East	2011	0
Gungahlin - West	2011	0
Jacka	2011	0
Kenny	2011	0
Moncrieff	2011	0
Taylor	2011	0
Throsby	2011	0
Acton	2011	206
Ainslie	2011	917
Braddon	2011	972
Civic	2011	475
Dickson	2011	811
Downer	2011	791
Hackett	2011	946
Lyneham	2011	882
O'Connor (ACT)	2011	970
Turner	2011	1164
Watson	2011	1006
Black Mountain	2011	0
Campbell	2011	1061
Duntroon	2011	751
Parkes (ACT) - North	2011	0
Reid	2011	873
Russell	2011	0
Deakin	2011	1152
Forrest	2011	1454
Griffith (ACT)	2011	1174
Lake Burley Griffin	2011	0
Narrabundah	2011	972
Parkes (ACT) - South	2011	0
Red Hill (ACT)	2011	953
Yarralumla	2011	1130
Barton	2011	1479
Fyshwick	2011	566
Kingston (ACT)	2011	1379
Banks	2011	948
Bonython	2011	943
Calwell	2011	940
Chisholm	2011	851
Conder	2011	903
Fadden	2011	1055
Gilmore	2011	861
Gordon (ACT)	2011	925
Gowrie (ACT)	2011	912
Greenway	2011	992
Isabella Plains	2011	861
Kambah	2011	880
Macarthur	2011	1035
Monash	2011	890
Mount Taylor	2011	0
Oxley (ACT)	2011	840
Richardson	2011	779
Theodore	2011	907
Tuggeranong	2011	825
Wanniassa	2011	865
Tuggeranong - West	2011	799
Chapman	2011	1027
Duffy	2011	970
Fisher	2011	889
Holder	2011	916
Rivett	2011	832
Stirling	2011	836
Waramanga	2011	905
Weston	2011	895
Scrivener	2011	900
Chifley	2011	863
Curtin	2011	1002
Farrer	2011	930
Garran	2011	1065
Hughes	2011	1007
Isaacs	2011	909
Lyons (ACT)	2011	772
Mawson	2011	893
O'Malley	2011	1110
Pearce	2011	927
Phillip	2011	1078
Torrens	2011	918
Arboretum	2011	0
Coombs	2011	0
Denman Prospect	2011	0
Molonglo	2011	0
Molonglo - North	2011	0
Wright	2011	749
ACT - South West	2011	908
Namadgi	2011	833
Migratory - Offshore - Shipping (ACT)	2011	0
No usual address (ACT)	2011	498
Christmas Island	2011	1021
Cocos (Keeling) Islands	2011	487
Jervis Bay	2011	456
Norfolk Island	2011	0
Migratory - Offshore - Shipping (OT)	2011	0
No usual address (OT)	2011	1525
Braidwood	2016	594
Karabar	2016	812
Queanbeyan	2016	837
Queanbeyan - East	2016	883
Queanbeyan Region	2016	1076
Queanbeyan West - Jerrabomberra	2016	1118
Bombala	2016	577
Cooma	2016	608
Cooma Region	2016	634
Jindabyne - Berridale	2016	761
Batemans Bay	2016	503
Batemans Bay - South	2016	521
Bega - Tathra	2016	586
Bega-Eden Hinterland	2016	496
Broulee - Tomakin	2016	596
Deua - Wadbilliga	2016	537
Eden	2016	486
Eurobodalla Hinterland	2016	512
Merimbula - Tura Beach	2016	565
Moruya - Tuross Head	2016	502
Narooma - Bermagui	2016	492
Goulburn	2016	627
Goulburn Region	2016	602
Yass	2016	728
Yass Region	2016	921
Young	2016	535
Young Region	2016	538
Avoca Beach - Copacabana	2016	761
Box Head - MacMasters Beach	2016	641
Calga - Kulnura	2016	682
Erina - Green Point	2016	609
Gosford - Springfield	2016	653
Kariong	2016	703
Kincumber - Picketts Valley	2016	571
Narara	2016	665
Niagara Park - Lisarow	2016	666
Point Clare - Koolewong	2016	645
Saratoga - Davistown	2016	660
Terrigal - North Avoca	2016	753
Umina - Booker Bay - Patonga	2016	551
Wamberal - Forresters Beach	2016	758
Woy Woy - Blackwall	2016	531
Wyoming	2016	576
Bateau Bay - Killarney Vale	2016	583
Blue Haven - San Remo	2016	550
Budgewoi - Buff Point - Halekulani	2016	518
Chittaway Bay - Tumbi Umbi	2016	657
Gorokan - Kanwal - Charmhaven	2016	516
Jilliby - Yarramalong	2016	694
Lake Munmorah - Mannering Park	2016	504
Ourimbah - Fountaindale	2016	727
Summerland Point - Gwandalan	2016	543
The Entrance	2016	558
Toukley - Norah Head	2016	533
Tuggerah - Kangy Angy	2016	661
Warnervale - Wadalba	2016	631
Wyong	2016	508
Bathurst	2016	635
Bathurst - East	2016	672
Bathurst Region	2016	653
Oberon	2016	596
Condobolin	2016	553
Cowra	2016	508
Cowra Region	2016	515
Forbes	2016	567
Grenfell	2016	493
Parkes (NSW)	2016	579
Parkes Region	2016	497
West Wyalong	2016	579
Lithgow	2016	495
Lithgow Region	2016	542
Mudgee	2016	636
Mudgee Region - East	2016	450
Mudgee Region - West	2016	499
Wollangambe - Wollemi	2016	0
Blayney	2016	620
Orange	2016	589
Orange - North	2016	738
Orange Region	2016	693
Grafton	2016	496
Grafton Region	2016	464
Maclean - Yamba - Iluka	2016	469
Bellingen	2016	529
Coffs Harbour - North	2016	556
Coffs Harbour - South	2016	561
Coramba - Nana Glen - Bucca	2016	590
Dorrigo	2016	473
Korora - Emerald Beach	2016	675
Sawtell - Boambee	2016	560
Urunga	2016	523
Woolgoolga - Arrawarra	2016	528
Bourke - Brewarrina	2016	606
Cobar	2016	705
Coonamble	2016	537
Nyngan - Warren	2016	629
Walgett - Lightning Ridge	2016	461
Broken Hill	2016	527
Far West	2016	497
Coonabarabran	2016	475
Dubbo - East	2016	673
Dubbo - South	2016	700
Dubbo - West	2016	682
Dubbo Region	2016	687
Gilgandra	2016	538
Narromine	2016	589
Wellington	2016	491
Branxton - Greta - Pokolbin	2016	706
Cessnock	2016	499
Cessnock Region	2016	584
Dungog	2016	578
Kurri Kurri - Abermain	2016	516
Singleton	2016	690
Singleton Region	2016	635
Maitland	2016	646
Maitland - East	2016	630
Maitland - North	2016	761
Maitland - West	2016	615
Thornton - Millers Forest	2016	724
Anna Bay	2016	533
Lemon Tree Passage - Tanilba Bay	2016	483
Nelson Bay Peninsula	2016	565
Raymond Terrace	2016	551
Seaham - Woodville	2016	717
Tea Gardens - Hawks Nest	2016	484
Williamtown - Medowie - Karuah	2016	646
Muswellbrook	2016	630
Muswellbrook Region	2016	673
Scone	2016	676
Scone Region	2016	595
Dapto - Avondale	2016	539
Horsley - Kembla Grange	2016	700
Port Kembla Industrial	2016	349
Unanderra - Mount Kembla	2016	609
Berkeley - Lake Heights - Cringila	2016	470
Port Kembla - Warrawong	2016	446
Windang - Primbee	2016	495
Illawarra Catchment Reserve	2016	374
Albion Park - Macquarie Pass	2016	646
Albion Park Rail	2016	550
Kiama	2016	649
Kiama Downs - Minnamurra	2016	714
Kiama Hinterland - Gerringong	2016	699
Shellharbour - Flinders	2016	696
Shellharbour - Oak Flats	2016	569
Warilla	2016	487
Balgownie - Fairy Meadow	2016	550
Corrimal - Tarrawanna - Bellambi	2016	573
Figtree - Keiraville	2016	591
Helensburgh	2016	834
Thirroul - Austinmer - Coalcliff	2016	827
Woonona - Bulli - Russell Vale	2016	696
Wollongong - East	2016	644
Wollongong - West	2016	502
Bulahdelah - Stroud	2016	475
Forster	2016	487
Forster-Tuncurry Region	2016	479
Tuncurry	2016	453
Kempsey	2016	472
Kempsey Region	2016	472
Macksville - Scotts Head	2016	487
Nambucca Heads	2016	451
Nambucca Heads Region	2016	471
South West Rocks	2016	480
Lord Howe Island	2016	762
Laurieton - Bonny Hills	2016	483
Port Macquarie - East	2016	597
Port Macquarie - West	2016	530
Port Macquarie Region	2016	534
Wauchope	2016	532
Gloucester	2016	481
Old Bar - Manning Point - Red Head	2016	519
Taree	2016	472
Taree Region	2016	455
Wingham	2016	479
Albury - East	2016	726
Albury - North	2016	599
Albury - South	2016	719
Albury Region	2016	621
Lavington	2016	537
Hay	2016	590
Wentworth - Buronga	2016	543
Wentworth-Balranald Region	2016	615
Corowa	2016	563
Corowa Region	2016	561
Deniliquin	2016	583
Deniliquin Region	2016	539
Moama	2016	600
Tocumwal - Finley - Jerilderie	2016	535
Armidale	2016	564
Armidale Region - North	2016	575
Armidale Region - South	2016	580
Walcha	2016	575
Glen Innes	2016	478
Inverell	2016	542
Inverell Region - East	2016	434
Inverell Region - West	2016	484
Tenterfield	2016	454
Moree	2016	667
Moree Region	2016	682
Narrabri	2016	650
Narrabri Region	2016	619
Gunnedah	2016	617
Gunnedah Region	2016	606
Quirindi	2016	533
Tamworth - East	2016	651
Tamworth - North	2016	682
Tamworth - West	2016	557
Tamworth Region	2016	592
Belmont - Bennetts Green	2016	606
Belmont South - Blacksmiths	2016	531
Charlestown - Dudley	2016	665
Glendale - Cardiff - Hillsborough	2016	665
Mount Hutton - Windale	2016	487
Redhead	2016	639
Swansea - Caves Beach	2016	545
Valentine - Eleebana	2016	728
Warners Bay - Boolaroo	2016	641
Bolton Point - Teralba	2016	542
Bonnells Bay - Silverwater	2016	581
Edgeworth - Cameron Park	2016	678
Morisset - Cooranbong	2016	522
Toronto - Awaba	2016	570
Wangi Wangi - Rathmines	2016	605
West Wallsend - Barnsley - Killingworth	2016	616
Adamstown - Kotara	2016	713
Beresfield - Hexham	2016	514
Hamilton - Broadmeadow	2016	682
Lambton - New Lambton	2016	727
Maryland - Fletcher - Minmi	2016	706
Mayfield - Warabrook	2016	619
Merewether - The Junction	2016	885
Newcastle - Cooks Hill	2016	930
Newcastle Port - Kooragang	2016	725
Shortland - Jesmond	2016	400
Stockton - Fullerton Cove	2016	590
Wallsend - Elermore Vale	2016	581
Waratah - North Lambton	2016	593
Wickham - Carrington - Tighes Hill	2016	754
Ballina	2016	556
Ballina Region	2016	611
Bangalow	2016	659
Brunswick Heads - Ocean Shores	2016	566
Byron Bay	2016	654
Evans Head	2016	498
Lennox Head - Skennars Head	2016	707
Mullumbimby	2016	520
Casino	2016	492
Casino Region	2016	470
Goonellabah	2016	576
Kyogle	2016	464
Lismore	2016	516
Lismore Region	2016	567
Kingscliff - Fingal Head	2016	615
Murwillumbah	2016	501
Murwillumbah Region	2016	513
Pottsville	2016	566
Tweed Heads	2016	527
Banora Point	2016	545
Terranora - North Tumblegum	2016	628
Tweed Heads South	2016	473
Griffith (NSW)	2016	672
Griffith Region	2016	674
Leeton	2016	610
Narrandera	2016	573
Tumbarumba	2016	582
Tumut	2016	553
Tumut Region	2016	601
Cootamundra	2016	524
Gundagai	2016	570
Junee	2016	598
Temora	2016	534
Wagga Wagga - East	2016	720
Wagga Wagga - North	2016	631
Wagga Wagga - South	2016	691
Wagga Wagga - West	2016	662
Wagga Wagga Region	2016	687
Berry - Kangaroo Valley	2016	599
Callala Bay - Currarong	2016	483
Culburra Beach	2016	500
Ettrema - Sassafras - Budawang	2016	706
Huskisson - Vincentia	2016	627
North Nowra - Bomaderry	2016	562
Nowra	2016	524
St Georges Basin - Erowal Bay	2016	465
Sussex Inlet - Berrara	2016	454
Tomerong - Wandandian - Woollamia	2016	583
Ulladulla	2016	491
Ulladulla Region	2016	490
Bowral	2016	665
Hill Top - Colo Vale	2016	652
Mittagong	2016	620
Moss Vale - Berrima	2016	630
Robertson - Fitzroy Falls	2016	709
Southern Highlands	2016	639
Baulkham Hills (East)	2016	799
Baulkham Hills (West) - Bella Vista	2016	795
Glenhaven	2016	795
West Pennant Hills	2016	878
Castle Hill - Central	2016	819
Castle Hill - East	2016	646
Castle Hill - North	2016	791
Castle Hill - South	2016	808
Castle Hill - West	2016	875
Cherrybrook	2016	768
Kellyville	2016	872
Dural - Kenthurst - Wisemans Ferry	2016	750
Galston - Laughtondale	2016	741
Bilpin - Colo - St Albans	2016	640
Kurrajong Heights - Ebenezer	2016	777
Pitt Town - McGraths Hill	2016	786
Rouse Hill - Beaumont Hills	2016	895
Blacktown (East) - Kings Park	2016	667
Blacktown (North) - Marayong	2016	609
Doonside - Woodcroft	2016	653
Lalor Park - Kings Langley	2016	699
Seven Hills - Toongabbie	2016	658
Blacktown (South)	2016	623
Blacktown (West)	2016	617
Glenwood	2016	785
Parklea - Kellyville Ridge	2016	958
Riverstone - Marsden Park	2016	770
Acacia Gardens	2016	905
Quakers Hill	2016	806
Bidwill - Hebersham - Emerton	2016	471
Glendenning - Dean Park	2016	694
Hassall Grove - Plumpton	2016	691
Lethbridge Park - Tregear	2016	553
Mount Druitt - Whalan	2016	487
Prospect Reservoir	2016	875
Rooty Hill - Minchinbury	2016	663
Banksmeadow	2016	1031
Botany	2016	900
Mascot - Eastlakes	2016	687
Pagewood - Hillsdale - Daceyville	2016	643
Port Botany Industrial	2016	900
Sydney Airport	2016	1375
Marrickville	2016	791
Petersham - Stanmore	2016	1038
Sydenham - Tempe - St Peters	2016	926
Darlinghurst	2016	1285
Erskineville - Alexandria	2016	1360
Glebe - Forest Lodge	2016	950
Newtown - Camperdown - Darlington	2016	922
Potts Point - Woolloomooloo	2016	1304
Pyrmont - Ultimo	2016	761
Redfern - Chippendale	2016	792
Surry Hills	2016	1160
Sydney - Haymarket - The Rocks	2016	634
Waterloo - Beaconsfield	2016	861
Bondi - Tamarama - Bronte	2016	1172
Bondi Beach - North Bondi	2016	1227
Bondi Junction - Waverly	2016	1079
Centennial Park	2016	0
Double Bay - Bellevue Hill	2016	1406
Dover Heights	2016	1074
