SA2_NAME16	Year	averageHouseholdSize
Roma Region	2011	2.5
Tara	2011	2.4
Crows Nest - Rosalie	2011	2.4
Jondaryan	2011	2.7
Millmerran	2011	2.5
Pittsworth	2011	2.7
Wambo	2011	2.6
Clifton - Greenmount	2011	2.5
Southern Downs - East	2011	2.6
Southern Downs - West	2011	2.5
Stanthorpe	2011	2.2
Stanthorpe Region	2011	2.5
Warwick	2011	2.5
Central Highlands - East	2011	2.9
Central Highlands - West	2011	2.6
Emerald	2011	2.9
Berserker	2011	2.4
Bouldercombe	2011	2.6
Emu Park	2011	2.3
Frenchville - Mount Archer	2011	2.6
Glenlee - Rockyview	2011	3.1
Gracemere	2011	2.9
Lakes Creek	2011	2.7
Mount Morgan	2011	2.2
Norman Gardens	2011	2.7
Park Avenue	2011	2.4
Parkhurst - Kawana	2011	2.6
Rockhampton - West	2011	2.4
Rockhampton City	2011	2.3
Rockhampton Region - East	2011	2.6
Rockhampton Region - North	2011	2.7
Rockhampton Region - West	2011	2.8
Shoalwater Bay	2011	2
The Range - Allenstown	2011	2.4
Yeppoon	2011	2.5
Banana	2011	2.6
Biloela	2011	2.6
Agnes Water - Miriam Vale	2011	2.4
Boyne Island - Tannum Sands	2011	2.9
Callemondah	2011	1.3
Clinton - New Auckland	2011	2.8
Gladstone	2011	2.3
Gladstone Hinterland	2011	2.9
Kin Kora - Sun Valley	2011	2.9
South Trees	2011	0
Telina - Toolooa	2011	3
West Gladstone	2011	2.5
Broadbeach Waters	2011	2.5
Burleigh Heads	2011	2.1
Burleigh Waters	2011	2.5
Mermaid Beach - Broadbeach	2011	1.9
Mermaid Waters	2011	2.4
Miami	2011	2.2
Coolangatta	2011	1.8
Currumbin - Tugun	2011	2.2
Currumbin Waters	2011	2.6
Elanora	2011	2.7
Palm Beach	2011	2.2
Arundel	2011	2.8
Biggera Waters	2011	2.1
Coombabah	2011	2.2
Labrador	2011	2.1
Paradise Point - Hollywell	2011	2.3
Runaway Bay	2011	2.2
Guanaba - Springbrook	2011	2.6
Tamborine - Canungra	2011	2.6
Currumbin Valley - Tallebudgera	2011	3
Mudgeeraba - Bonogin	2011	2.9
Reedy Creek - Andrews	2011	2.9
Carrara	2011	2.5
Highland Park	2011	2.8
Nerang - Mount Nathan	2011	2.6
Pacific Pines - Gaven	2011	3.2
Worongary - Tallai	2011	3
Coomera	2011	3
Helensvale	2011	2.8
Hope Island	2011	2.4
Jacobs Well - Alberton	2011	2.6
Ormeau - Yatala	2011	3.1
Oxenford - Maudsland	2011	2.9
Pimpama	2011	2.8
Upper Coomera - Willow Vale	2011	3.1
Clear Island Waters	2011	2.4
Merrimac	2011	2.7
Robina	2011	2.6
Varsity Lakes	2011	2.6
Ashmore	2011	2.5
Molendinar	2011	2.9
Parkwood	2011	3
Southport - North	2011	2
Southport - South	2011	2.2
Benowa	2011	2.8
Bundall	2011	2.6
Main Beach	2011	1.8
Surfers Paradise	2011	1.9
Darra - Sumner	2011	2.9
Durack	2011	2.6
Forest Lake - Doolandella	2011	3
Inala - Richlands	2011	2.8
Oxley (Qld)	2011	2.6
Wacol	2011	2.9
Boonah	2011	2.6
Esk	2011	2.3
Lake Manchester - England Creek	2011	0
Lockyer Valley - East	2011	2.7
Lowood	2011	2.7
Rosewood	2011	2.7
Brassall	2011	2.6
Bundamba	2011	2.6
Churchill - Yamanto	2011	2.8
Ipswich - Central	2011	2.4
Ipswich - East	2011	2.4
Ipswich - North	2011	3.2
Karalee - Barellan Point	2011	3.1
Karana Downs	2011	3
Leichhardt - One Mile	2011	2.7
North Ipswich - Tivoli	2011	2.3
Raceview	2011	2.7
Ripley	2011	3.1
Riverview	2011	2.9
Bellbird Park - Brookwater	2011	3
Camira - Gailes	2011	2.9
Carole Park	2011	0
Collingwood Park - Redbank	2011	2.9
Goodna	2011	3
New Chum	2011	0
Redbank Plains	2011	3.1
Springfield	2011	3.2
Springfield Lakes	2011	2.9
Beaudesert	2011	2.6
Beenleigh	2011	2.5
Eagleby	2011	2.5
Edens Landing - Holmview	2011	2.9
Mount Warren Park	2011	2.6
Wolffdene - Bahrs Scrub	2011	3
Boronia Heights - Park Ridge	2011	2.8
Browns Plains	2011	2.8
Chambers Flat - Logan Reserve	2011	3.1
Crestmead	2011	3.2
Greenbank Military Camp	2011	0
Hillcrest	2011	3
Marsden	2011	3.2
Munruben - Park Ridge South	2011	3.2
Regents Park - Heritage Park	2011	3.1
Greenbank	2011	3.3
Jimboomba	2011	3.2
Logan Village	2011	3.1
Bethania - Waterford	2011	2.5
Cornubia - Carbrook	2011	3
Loganholme - Tanah Merah	2011	2.9
Loganlea	2011	2.9
Shailer Park	2011	3
Waterford West	2011	2.8
Daisy Hill	2011	2.8
Kingston (Qld.)	2011	3
Logan Central	2011	2.8
Rochedale South - Priestdale	2011	2.7
Slacks Creek	2011	2.7
Springwood	2011	2.6
Underwood	2011	2.9
Woodridge	2011	2.7
Bowen	2011	2.4
Broadsound - Nebo	2011	2.8
Clermont	2011	2.7
Collinsville	2011	2.4
Moranbah	2011	3
Andergrove - Beaconsfield	2011	2.8
East Mackay	2011	2.5
Eimeo - Rural View	2011	3.1
Eungella Hinterland	2011	0
Mackay	2011	2.1
Mackay Harbour	2011	2.2
Mount Pleasant - Glenella	2011	2.9
North Mackay	2011	2.4
Ooralea - Bakers Creek	2011	2.7
Pioneer Valley	2011	2.8
Sarina	2011	2.7
Seaforth - Calen	2011	2.7
Shoal Point - Bucasia	2011	2.9
Slade Point	2011	2.7
South Mackay	2011	2.5
Walkerston - Eton	2011	2.8
West Mackay	2011	2.4
Airlie - Whitsundays	2011	2.3
Cape Conway	2011	0
Proserpine	2011	2.5
Beachmere - Sandstone Point	2011	2.5
Bribie Island	2011	2.1
Burpengary - East	2011	3.3
Caboolture	2011	2.6
Caboolture - South	2011	2.8
Elimbah	2011	3.1
Morayfield - East	2011	2.9
Wamuran	2011	2.9
Kilcoy	2011	2.5
Woodford - D'Aguilar	2011	2.7
Burpengary	2011	2.9
Deception Bay	2011	2.6
Morayfield	2011	3.2
Narangba	2011	3.2
Upper Caboolture	2011	3
Clontarf	2011	2.4
Margate - Woody Point	2011	2.1
Redcliffe	2011	2.1
Rothwell - Kippa-Ring	2011	2.6
Scarborough - Newport - Moreton Island	2011	2.3
Albany Creek	2011	2.9
Cashmere	2011	3.2
Dayboro	2011	3
Eatons Hill	2011	3.3
The Hills District	2011	2.8
Samford Valley	2011	3.1
Dakabin - Kallangur	2011	2.6
Murrumba Downs - Griffin	2011	2.8
North Lakes - Mango Hill	2011	3
Bray Park	2011	2.9
Lawnton	2011	2.5
Petrie	2011	2.8
Strathpine - Brendale	2011	2.5
Aurukun	2011	5
Cape York	2011	2.8
Croydon - Etheridge	2011	2.4
Kowanyama - Pormpuraaw	2011	3.9
Northern Peninsula	2011	3.6
Tablelands	2011	2.5
Torres	2011	3.4
Torres Strait Islands	2011	3.7
Weipa	2011	2.8
Carpentaria	2011	3.3
Mount Isa	2011	2.7
Mount Isa Region	2011	2.6
Northern Highlands	2011	2.4
Barcaldine - Blackall	2011	2.4
Charleville	2011	2.5
Far Central West	2011	2.3
Far South West	2011	2.4
Longreach	2011	2.5
Buderim - North	2011	2.4
Buderim - South	2011	2.8
Mountain Creek	2011	2.8
Sippy Downs	2011	2.7
Aroona - Currimundi	2011	2.6
Buddina - Minyama	2011	2.3
Caloundra - Kings Beach	2011	1.9
Caloundra - West	2011	2.7
Golden Beach - Pelican Waters	2011	2.3
Moffat Beach - Battery Hill	2011	2.4
Parrearra - Warana	2011	2.4
Wurtulla - Birtinya	2011	2.6
Coolum Beach	2011	2.5
Marcoola - Mudjimba	2011	2.5
Maroochydore - Kuluin	2011	2.1
Mooloolaba - Alexandra Headland	2011	2.1
Noosa Heads	2011	2.2
Noosaville	2011	2.2
Sunshine Beach	2011	2.4
Tewantin	2011	2.3
Peregian Beach - Marcus Beach	2011	2.4
Peregian Springs	2011	2.9
Beerwah	2011	2.7
Caloundra Hinterland	2011	2.3
Glass House Mountains	2011	2.7
Landsborough	2011	2.8
Maroochy Hinterland	2011	2.4
Palmwoods	2011	2.7
Bli Bli	2011	2.7
Diddillibah - Rosemount	2011	2.7
Eumundi - Yandina	2011	2.6
Nambour	2011	2.5
Noosa Hinterland	2011	2.6
Cambooya - Wyreema	2011	3
Darling Heights	2011	2.4
Drayton - Harristown	2011	2.3
Gatton	2011	2.6
Gowrie (Qld)	2011	3
Highfields	2011	3
Lockyer Valley - West	2011	2.8
Middle Ridge	2011	2.8
Newtown (Qld)	2011	2.2
North Toowoomba - Harlaxton	2011	2.3
Rangeville	2011	2.5
Toowoomba - Central	2011	2.2
Toowoomba - East	2011	2.3
Toowoomba - West	2011	2.9
Wilsonton	2011	2.4
Ayr	2011	2.4
Burdekin	2011	2.6
Charters Towers	2011	2.5
Dalrymple	2011	2.7
Ingham	2011	2.3
Ingham Region	2011	2.4
Palm Island	2011	4.8
Aitkenvale	2011	2.5
Annandale	2011	3.1
Belgian Gardens - Pallarenda	2011	2.3
Bohle Plains	2011	3.1
Condon - Rasmussen	2011	2.7
Cranbrook	2011	2.6
Deeragun	2011	3
Douglas	2011	2.8
Garbutt - West End	2011	2.1
Gulliver - Currajong - Vincent	2011	2.5
Heatley	2011	2.5
Hermit Park - Rosslea	2011	2.1
Hyde Park - Pimlico	2011	2.2
Kelso	2011	3
Kirwan - East	2011	2.7
Kirwan - West	2011	3
Magnetic Island	2011	2.1
Mount Louisa	2011	2.8
Mundingburra	2011	2.3
Northern Beaches	2011	2.5
Oonoonba	2011	2.8
South Townsville - Railway Estate	2011	2.1
Townsville - South	2011	2.7
Townsville City - North Ward	2011	2
Wulguru - Roseneath	2011	2.6
Ashfield - Kepnock	2011	2.5
Bargara - Burnett Heads	2011	2.5
Branyan - Kensington	2011	2.7
Bundaberg	2011	2.2
Bundaberg East - Kalkie	2011	2.5
Bundaberg North - Gooburrum	2011	2.4
Bundaberg Region - North	2011	2.6
Bundaberg Region - South	2011	2.4
Millbank - Avoca	2011	2.4
Svensson Heights - Norville	2011	2.3
Walkervale - Avenell Heights	2011	2.4
Gayndah - Mundubbera	2011	2.3
Gin Gin	2011	2.4
Kingaroy	2011	2.5
Kingaroy Region - North	2011	2.6
Kingaroy Region - South	2011	2.6
Monto - Eidsvold	2011	2.3
Nanango	2011	2.4
North Burnett	2011	2
Cooloola	2011	2.1
Gympie - North	2011	2.3
Gympie - South	2011	2.6
Gympie Region	2011	2.6
Kilkivan	2011	2.4
Booral - River Heads	2011	2.8
Craignish - Dundowran Beach	2011	2.8
Pialba - Eli Waters	2011	2.4
Point Vernon	2011	2.4
Torquay - Scarness - Kawungan	2011	2.3
Urangan - Wondunna	2011	2.4
Burrum - Fraser	2011	2.4
Granville	2011	2.5
Maryborough (Qld)	2011	2.3
Maryborough Region - South	2011	2.4
Tinana	2011	2.7
Migratory - Offshore - Shipping (Qld)	2011	0
No usual address (Qld)	2011	0
Adelaide	2011	1.8
North Adelaide	2011	1.9
Adelaide Hills	2011	2.8
Aldgate - Stirling	2011	2.7
Hahndorf - Echunga	2011	2.6
Lobethal - Woodside	2011	2.6
Mount Barker	2011	2.6
Mount Barker Region	2011	2.7
Nairne	2011	2.7
Uraidla - Summertown	2011	2.8
Burnside - Wattle Park	2011	2.5
Glenside - Beaumont	2011	2.5
Toorak Gardens	2011	2.2
Athelstone	2011	2.8
Paradise - Newton	2011	2.4
Rostrevor - Magill	2011	2.4
Norwood (SA)	2011	1.9
Payneham - Felixstow	2011	2.2
St Peters - Marden	2011	2.3
Nailsworth - Broadview	2011	2.4
Prospect	2011	2.5
Walkerville	2011	2.3
Goodwood - Millswood	2011	2.3
Unley - Parkside	2011	2.3
Gawler - North	2011	2.8
Gawler - South	2011	2.4
Lewiston - Two Wells	2011	2.8
Craigmore - Blakeview	2011	2.8
Davoren Park	2011	2.7
Elizabeth	2011	2.2
Elizabeth East	2011	2.5
Munno Para West - Angle Vale	2011	3
One Tree Hill	2011	2.9
Smithfield - Elizabeth North	2011	2.4
Virginia - Waterloo Corner	2011	2.6
Enfield - Blair Athol	2011	2.4
Northgate - Oakden - Gilles Plains	2011	2.5
Windsor Gardens	2011	2.3
Dry Creek - North	2011	0
Ingle Farm	2011	2.5
Para Hills	2011	2.6
Parafield	2011	0
Parafield Gardens	2011	2.8
Paralowie	2011	2.8
Salisbury	2011	2.4
Salisbury East	2011	2.5
Salisbury North	2011	2.6
Mawson Lakes - Globe Derby Park	2011	2.6
Pooraka - Cavan	2011	2.5
Golden Grove	2011	2.6
Greenwith	2011	2.8
Highbury - Dernancourt	2011	2.7
Hope Valley - Modbury	2011	2.3
Modbury Heights	2011	2.6
Redwood Park	2011	2.6
St Agnes - Ridgehaven	2011	2.4
Brighton (SA)	2011	2.2
Glenelg (SA)	2011	2.1
Edwardstown	2011	2.1
Hallett Cove	2011	2.7
Marino - Seaview Downs	2011	2.5
Mitchell Park	2011	2.2
Morphettville	2011	2.2
Sheidow Park - Trott Park	2011	2.8
Warradale	2011	2.2
Belair	2011	2.6
Bellevue Heights	2011	2.5
Blackwood	2011	2.6
Colonel Light Gardens	2011	2.5
Mitcham (SA)	2011	2.5
Panorama	2011	2.4
Aberfoyle Park	2011	2.7
Aldinga	2011	2.5
Christie Downs	2011	2.3
Christies Beach	2011	2.3
Clarendon	2011	2.8
Coromandel Valley	2011	2.8
Flagstaff Hill	2011	2.8
Hackham - Onkaparinga Hills	2011	2.6
Hackham West - Huntfield Heights	2011	2.4
Happy Valley	2011	2.5
Happy Valley Reservoir	2011	0
Lonsdale	2011	1.5
McLaren Vale	2011	2.5
Morphett Vale - East	2011	2.4
Morphett Vale - West	2011	2.3
Reynella	2011	2.4
Seaford (SA)	2011	2.5
Willunga	2011	2.7
Woodcroft	2011	2.8
Beverley	2011	2.4
Flinders Park	2011	2.4
Henley Beach	2011	2.4
Hindmarsh - Brompton	2011	2.3
Royal Park - Hendon - Albert Park	2011	2.3
Seaton - Grange	2011	2.3
West Lakes	2011	2.2
Woodville - Cheltenham	2011	2.5
Dry Creek - South	2011	0
Largs Bay - Semaphore	2011	2.2
North Haven	2011	2.4
Port Adelaide	2011	2.2
The Parks	2011	2.5
Torrens Island	2011	1
Adelaide Airport	2011	0
Fulham	2011	2.3
Lockleys	2011	2.3
Plympton	2011	2.2
Richmond (SA)	2011	2.3
West Beach	2011	2.3
Barossa - Angaston	2011	2.5
Light	2011	2.6
Lyndoch	2011	2.8
Mallala	2011	2.5
Nuriootpa	2011	2.4
Tanunda	2011	2.3
Clare	2011	2.4
Gilbert Valley	2011	2.4
Goyder	2011	2.3
Wakefield - Barunga West	2011	2.3
Jamestown	2011	2.3
Peterborough - Mount Remarkable	2011	2.2
Port Pirie	2011	2.3
Port Pirie Region	2011	2.4
Kadina	2011	2.4
Moonta	2011	2.2
Wallaroo	2011	2.1
Yorke Peninsula - North	2011	2.2
Yorke Peninsula - South	2011	2.1
Ceduna	2011	2.4
Eyre Peninsula	2011	2.4
Kimba - Cleve - Franklin Harbour	2011	2.3
Le Hunte - Elliston	2011	2.3
Port Lincoln	2011	2.4
West Coast (SA)	2011	2.5
Western	2011	2
Whyalla	2011	2.3
Whyalla - North	2011	0
APY Lands	2011	3.8
Coober Pedy	2011	2
Quorn - Lake Gilles	2011	2.2
Outback	2011	2.2
Port Augusta	2011	2.4
Roxby Downs	2011	2.9
Goolwa - Port Elliot	2011	2.1
Kangaroo Island	2011	2.2
Strathalbyn	2011	2.5
Strathalbyn Region	2011	2.6
Victor Harbor	2011	2.1
Yankalilla	2011	2.2
Grant	2011	2.6
Kingston - Robe	2011	2.2
Millicent	2011	2.3
Naracoorte	2011	2.3
Naracoorte Region	2011	2.6
Penola	2011	2.3
Tatiara	2011	2.5
Wattle Range	2011	2.5
Mount Gambier - East	2011	2.4
Mount Gambier - West	2011	2.3
Barmera	2011	2.4
Berri	2011	2.2
Karoonda - Lameroo	2011	2.3
Loxton	2011	2.3
Loxton Region	2011	2.5
Mannum	2011	2.2
Murray Bridge	2011	2.4
Murray Bridge Region	2011	2.6
Renmark	2011	2.2
Renmark Region	2011	2.6
The Coorong	2011	2.3
Waikerie	2011	2.3
Migratory - Offshore - Shipping (SA)	2011	0
No usual address (SA)	2011	0
Augusta	2011	2.3
Busselton	2011	2.5
Busselton Region	2011	2.6
Margaret River	2011	2.6
Australind - Leschenault	2011	2.8
Capel	2011	2.6
College Grove - Carey Park	2011	2.3
Collie	2011	2.5
Dardanup	2011	2.7
Davenport	2011	2
Eaton - Pelican Point	2011	2.7
Harvey	2011	2.6
East Bunbury - Glen Iris	2011	2.5
Waroona	2011	2.5
Dalyellup	2011	3.1
Gelorup - Stratham	2011	3
South Bunbury - Bunbury	2011	2.2
Withers - Usher	2011	2.3
Bridgetown - Boyup Brook	2011	2.4
Donnybrook - Balingup	2011	2.5
Manjimup	2011	2.4
Pemberton	2011	2.4
Dawesville - Bouvard	2011	2.6
Falcon - Wannanup	2011	2.4
Greenfields	2011	2.4
Halls Head - Erskine	2011	2.5
Mandurah	2011	2
Mandurah - East	2011	2.3
Mandurah - North	2011	2.7
Mandurah - South	2011	2.3
Pinjarra	2011	2.6
City Beach	2011	2.8
Claremont (WA)	2011	2.2
Cottesloe	2011	2.5
Floreat	2011	3
Mosman Park - Peppermint Grove	2011	2.4
Nedlands - Dalkeith - Crawley	2011	2.7
Swanbourne - Mount Claremont	2011	2.7
Kings Park (WA)	2011	1.9
Mount Hawthorn - Leederville	2011	2.4
Mount Lawley - Inglewood	2011	2.2
North Perth	2011	2.3
Perth City	2011	1.8
Subiaco - Shenton Park	2011	2.1
Wembley - West Leederville - Glendalough	2011	2.2
Bassendean - Eden Hill - Ashfield	2011	2.4
Bayswater - Embleton - Bedford	2011	2.4
Maylands	2011	2
Morley	2011	2.6
Noranda	2011	2.7
Chidlow	2011	2.7
Glen Forrest - Darlington	2011	2.8
Helena Valley - Koongamia	2011	2.7
Malmalling - Reservoir	2011	2
Mundaring	2011	2.8
Swan View - Greenmount - Midvale	2011	2.5
Avon Valley National Park	2011	0
Ballajura	2011	3.1
Beechboro	2011	2.9
Bullsbrook	2011	2.8
Ellenbrook	2011	3
Gidgegannup	2011	2.9
Hazelmere - Guildford	2011	2.5
Lockridge - Kiara	2011	2.6
Malaga	2011	1
Melaleuca - Lexia	2011	0
Middle Swan - Herne Hill	2011	2.6
Midland - Guildford	2011	2.1
Stratton - Jane Brook	2011	2.9
The Vines	2011	2.9
Walyunga National Park	2011	0
Craigie - Beldon	2011	2.5
Currambine - Kinross	2011	3.1
Duncraig	2011	2.8
Greenwood - Warwick	2011	2.6
Heathridge - Connolly	2011	2.7
Hillarys	2011	2.9
Iluka - Burns Beach	2011	3.3
Joondalup - Edgewater	2011	2.6
Kingsley	2011	2.7
Mullaloo - Kallaroo	2011	2.8
Ocean Reef	2011	3.1
Padbury	2011	2.6
Sorrento - Marmion	2011	2.8
Woodvale	2011	3
Balcatta - Hamersley	2011	2.3
Balga - Mirrabooka	2011	2.8
Dianella	2011	2.5
Herdsman	2011	0
Innaloo - Doubleview	2011	2.3
Karrinyup - Gwelup - Carine	2011	2.7
Nollamara - Westminster	2011	2.3
Osborne Park Industrial	2011	0
Scarborough	2011	2.1
Stirling - Osborne Park	2011	2.4
Trigg - North Beach - Watermans Bay	2011	2.4
Tuart Hill - Joondanna	2011	2
Wembley Downs - Churchlands - Woodlands	2011	2.6
Yokine - Coolbinia - Menora	2011	2.2
Alexander Heights - Koondoola	2011	2.9
Butler - Merriwa - Ridgewood	2011	2.9
Carramar	2011	3.1
Clarkson	2011	2.8
Girrawheen	2011	2.6
Madeley - Darch - Landsdale	2011	3.2
Marangaroo	2011	2.9
Mindarie - Quinns Rocks - Jindalee	2011	3.1
Neerabup National Park	2011	0
Tapping - Ashby - Sinagra	2011	3
Wanneroo	2011	2.7
Alkimos - Eglinton	2011	2.5
Carabooda - Pinjar	2011	3
Two Rocks	2011	2.5
Yanchep	2011	2.7
Armadale - Wungong - Brookdale	2011	2.5
Ashendon - Lesley	2011	0
Camillo - Champion Lakes	2011	2.7
Forrestdale - Harrisdale - Piara Waters	2011	2.9
Kelmscott	2011	2.5
Mount Nasura - Mount Richon - Bedfordale	2011	2.7
Roleystone	2011	2.8
Seville Grove	2011	2.9
Belmont - Ascot - Redcliffe	2011	2.4
East Victoria Park - Carlisle	2011	2.3
Kewdale Commercial	2011	0
Perth Airport	2011	0
Rivervale - Kewdale - Cloverdale	2011	2.4
Victoria Park - Lathlain - Burswood	2011	2.2
Bentley - Wilson - St James	2011	2.4
Canning Vale - West	2011	3.3
Canning Vale Commercial	2011	0
Cannington - Queens Park	2011	2.6
Parkwood - Ferndale - Lynwood	2011	2.5
Riverton - Shelley - Rossmoyne	2011	2.7
Welshpool	2011	0
Willetton	2011	2.9
Beckenham - Kenwick - Langford	2011	2.7
Canning Vale - East	2011	3.1
Gosnells	2011	2.5
Huntingdale - Southern River	2011	3
Maddington - Orange Grove - Martin	2011	2.6
Thornlie	2011	2.8
Forrestfield - Wattle Grove	2011	2.7
High Wycombe	2011	2.7
Kalamunda - Maida Vale - Gooseberry Hill	2011	2.6
Lesmurdie - Bickley - Carmel	2011	2.8
Byford	2011	3
Mundijong	2011	3.1
Serpentine - Jarrahdale	2011	2.7
Como	2011	2.1
Manning - Waterford	2011	2.6
South Perth - Kensington	2011	2.2
Banjup	2011	3.1
Bibra Industrial	2011	0
Bibra Lake	2011	0
Coogee	2011	2.8
Coolbellup	2011	2.4
Hamilton Hill	2011	2.3
Henderson	2011	1
North Coogee	2011	2.9
South Lake - Cockburn Central	2011	2.6
Spearwood	2011	2.4
Success - Hammond Park	2011	2.8
Yangebup	2011	2.8
Beeliar - Wattleup	2011	3
Jandakot	2011	3
East Fremantle	2011	2.5
Fremantle	2011	2.1
Fremantle - South	2011	2.4
O'Connor (WA)	2011	0
Bertram - Wellard (West)	2011	2.9
Calista	2011	2.5
Hope Valley - Postans	2011	2.6
Kwinana Industrial	2011	0
Parmelia - Orelia	2011	2.6
Casuarina - Wandi	2011	3.1
Applecross - Ardross	2011	2.5
Bateman	2011	2.9
Bicton - Palmyra	2011	2.2
Booragoon	2011	2.5
Bull Creek	2011	2.6
Leeming	2011	2.9
Melville	2011	2.5
Murdoch - Kardinya	2011	2.7
Willagee	2011	2.3
Winthrop	2011	3.2
Baldivis	2011	3
Cooloongup	2011	2.5
Port Kennedy	2011	3.1
Rockingham	2011	2.1
Rockingham Lakes	2011	0
Safety Bay - Shoalwater	2011	2.3
Singleton - Golden Bay - Secret Harbour	2011	3.2
Waikiki	2011	2.8
Warnbro	2011	2.8
Albany	2011	2.2
Albany Region	2011	2.6
Bayonet Head - Lower King	2011	2.6
Denmark	2011	2.3
Gnowangerup	2011	2.5
Katanning	2011	2.6
Kojonup	2011	2.5
Little Grove - Elleker	2011	2.6
McKail - Willyung	2011	2.7
Plantagenet	2011	2.4
Stirling Range National Park	2011	0
Chittering	2011	2.7
Cunderdin	2011	2.4
Dowerin	2011	2.3
Gingin - Dandaragan	2011	2.4
Merredin	2011	2.4
Moora	2011	2.5
Mukinbudin	2011	2.4
Northam	2011	2.5
Toodyay	2011	2.4
York - Beverley	2011	2.3
Brookton	2011	2.3
Kulin	2011	2.4
Murray	2011	2.6
Narrogin	2011	2.4
Wagin	2011	2.4
Broome	2011	2.7
Derby - West Kimberley	2011	3.2
Halls Creek	2011	3.7
Kununurra	2011	2.7
Roebuck	2011	3.6
East Pilbara	2011	3.7
Newman	2011	2.9
Port Hedland	2011	2.6
South Hedland	2011	2.9
Ashburton (WA)	2011	2.8
Karratha	2011	2.9
Roebourne	2011	3.1
Esperance	2011	2.5
Esperance Region	2011	2.6
Carnarvon	2011	2.5
Exmouth	2011	2.3
Boulder	2011	2.6
Kalgoorlie	2011	2.7
Kalgoorlie - North	2011	2.8
Kalgoorlie Airport	2011	0
Kambalda - Coolgardie - Norseman	2011	2.6
Leinster - Leonora	2011	3
Trafalgar (WA)	2011	0
Geraldton	2011	2.2
Geraldton - East	2011	2.9
Geraldton - North	2011	2.8
Geraldton - South	2011	2.7
Irwin	2011	2.4
Meekatharra	2011	2.6
Morawa	2011	2.4
Northampton - Mullewa - Greenough	2011	2.4
Migratory - Offshore - Shipping (WA)	2011	0
No usual address (WA)	2011	0
Bridgewater - Gagebrook	2011	2.7
Brighton - Pontville	2011	2.7
Old Beach - Otago	2011	2.8
Bellerive - Rosny	2011	2.1
Cambridge	2011	2.8
Geilston Bay - Risdon	2011	2.4
Howrah - Tranmere	2011	2.4
Lindisfarne - Rose Bay	2011	2.3
Mornington - Warrane	2011	2.3
Risdon Vale	2011	2.5
Rokeby	2011	2.6
South Arm	2011	2.6
Austins Ferry - Granton	2011	2.7
Berriedale - Chigwell	2011	2.4
Claremont (Tas.)	2011	2.3
Derwent Park - Lutana	2011	2.3
Glenorchy	2011	2.2
Montrose - Rosetta	2011	2.3
Moonah	2011	2.3
New Norfolk	2011	2.4
West Moonah	2011	2.3
Kingston - Huntingfield	2011	2.5
Kingston Beach - Blackmans Bay	2011	2.5
Margate - Snug	2011	2.8
Mount Wellington	2011	0
Taroona - Bonnet Hill	2011	2.5
Hobart	2011	2
Lenah Valley - Mount Stuart	2011	2.4
Mount Nelson - Dynnyrne	2011	2.5
New Town	2011	2.2
Sandy Bay	2011	2.3
South Hobart - Fern Tree	2011	2.3
West Hobart	2011	2.3
Dodges Ferry - Lewisham	2011	2.4
Sorell - Richmond	2011	2.5
Invermay	2011	2.1
Kings Meadows - Punchbowl	2011	2.2
Launceston	2011	2.1
Legana	2011	2.8
Mowbray	2011	2.4
Newnham - Mayfield	2011	2.4
Newstead	2011	2.3
Norwood (Tas.)	2011	2.4
Prospect Vale - Blackstone	2011	2.5
Ravenswood	2011	2.4
Riverside	2011	2.5
South Launceston	2011	2.1
Summerhill - Prospect	2011	2.4
Trevallyn	2011	2.5
Waverley - St Leonards	2011	2.5
West Launceston	2011	2.3
Youngtown - Relbia	2011	2.5
Beauty Point - Beaconsfield	2011	2.2
Deloraine	2011	2.4
Grindelwald - Lanena	2011	2.5
Hadspen - Carrick	2011	2.6
Westbury	2011	2.4
Dilston - Lilydale	2011	2.5
George Town	2011	2.4
Longford	2011	2.4
Northern Midlands	2011	2.4
Perth - Evandale	2011	2.5
St Helens - Scamander	2011	2.1
Flinders and Cape Barren Islands	2011	1.9
Scottsdale - Bridport	2011	2.3
Central Highlands	2011	2.2
Derwent Valley	2011	2.6
Southern Midlands	2011	2.5
Wilderness - East	2011	0
Bruny Island - Kettering	2011	2.3
Cygnet	2011	2.4
Geeveston - Dover	2011	2.3
Huonville - Franklin	2011	2.6
Forestier - Tasman	2011	2.1
Triabunna - Bicheno	2011	2.1
Acton - Upper Burnie	2011	2.2
Burnie - Ulverstone Region	2011	2.6
Burnie - Wivenhoe	2011	2.2
Parklands - Camdale	2011	2.4
Penguin - Sulphur Creek	2011	2.4
Romaine - Havenview	2011	2.5
Somerset	2011	2.4
Ulverstone	2011	2.2
West Ulverstone	2011	2.4
Wynyard	2011	2.3
Devonport	2011	2.2
East Devonport	2011	2.4
Latrobe	2011	2.4
Miandetta - Don	2011	2.6
Port Sorell	2011	2.4
Quoiba - Spreyton	2011	2.7
Sheffield - Railton	2011	2.5
Turners Beach - Forth	2011	2.6
King Island	2011	2.1
North West	2011	2.6
Smithton	2011	2.4
Waratah	2011	2.6
West Coast (Tas.)	2011	2.2
Wilderness - West	2011	0
Migratory - Offshore - Shipping (Tas.)	2011	0
No usual address (Tas.)	2011	0
Darwin Airport	2011	1.3
Darwin City	2011	2.1
East Point	2011	1.3
Fannie Bay - The Gardens	2011	2.3
Larrakeyah	2011	2.3
