SA2_NAME16	Year	overseas_visitors
Molendinar	2006	64
Molendinar	2011	50
Molendinar	2016	87
Parkwood	2006	131
Parkwood	2011	104
Parkwood	2016	152
Southport - North	2006	250
Southport - North	2011	355
Southport - North	2016	508
Southport - South	2006	266
Southport - South	2011	312
Southport - South	2016	492
Benowa	2006	272
Benowa	2011	139
Benowa	2016	376
Bundall	2006	51
Bundall	2011	52
Bundall	2016	66
Main Beach	2006	415
Main Beach	2011	666
Main Beach	2016	688
Surfers Paradise	2006	5434
Surfers Paradise	2011	3742
Surfers Paradise	2016	6162
Darra - Sumner	2006	16
Darra - Sumner	2011	24
Darra - Sumner	2016	39
Durack	2006	28
Durack	2011	39
Durack	2016	76
Forest Lake - Doolandella	2006	227
Forest Lake - Doolandella	2011	252
Forest Lake - Doolandella	2016	349
Inala - Richlands	2006	46
Inala - Richlands	2011	47
Inala - Richlands	2016	145
Oxley (Qld)	2006	64
Oxley (Qld)	2011	70
Oxley (Qld)	2016	76
Wacol	2006	15
Wacol	2011	14
Wacol	2016	11
Boonah	2006	71
Boonah	2011	75
Boonah	2016	60
Esk	2006	27
Esk	2011	16
Esk	2016	19
Lake Manchester - England Creek	2006	0
Lake Manchester - England Creek	2011	0
Lake Manchester - England Creek	2016	0
Lockyer Valley - East	2006	76
Lockyer Valley - East	2011	40
Lockyer Valley - East	2016	142
Lowood	2006	42
Lowood	2011	39
Lowood	2016	39
Rosewood	2006	43
Rosewood	2011	15
Rosewood	2016	26
Brassall	2006	29
Brassall	2011	21
Brassall	2016	25
Bundamba	2006	11
Bundamba	2011	22
Bundamba	2016	20
Churchill - Yamanto	2006	33
Churchill - Yamanto	2011	12
Churchill - Yamanto	2016	21
Ipswich - Central	2006	55
Ipswich - Central	2011	50
Ipswich - Central	2016	75
Ipswich - East	2006	54
Ipswich - East	2011	30
Ipswich - East	2016	46
Ipswich - North	2006	20
Ipswich - North	2011	3
Ipswich - North	2016	10
Karalee - Barellan Point	2006	12
Karalee - Barellan Point	2011	22
Karalee - Barellan Point	2016	23
Karana Downs	2006	31
Karana Downs	2011	22
Karana Downs	2016	32
Leichhardt - One Mile	2006	31
Leichhardt - One Mile	2011	15
Leichhardt - One Mile	2016	17
North Ipswich - Tivoli	2006	21
North Ipswich - Tivoli	2011	10
North Ipswich - Tivoli	2016	25
Raceview	2006	42
Raceview	2011	43
Raceview	2016	34
Ripley	2006	6
Ripley	2011	13
Ripley	2016	20
Riverview	2006	9
Riverview	2011	5
Riverview	2016	11
Bellbird Park - Brookwater	2006	20
Bellbird Park - Brookwater	2011	51
Bellbird Park - Brookwater	2016	92
Camira - Gailes	2006	46
Camira - Gailes	2011	46
Camira - Gailes	2016	44
Carole Park	2006	0
Carole Park	2011	0
Carole Park	2016	0
Collingwood Park - Redbank	2006	36
Collingwood Park - Redbank	2011	18
Collingwood Park - Redbank	2016	36
Goodna	2006	39
Goodna	2011	31
Goodna	2016	76
New Chum	2006	0
New Chum	2011	0
New Chum	2016	0
Redbank Plains	2006	31
Redbank Plains	2011	63
Redbank Plains	2016	112
Springfield	2006	26
Springfield	2011	36
Springfield	2016	48
Springfield Lakes	2006	42
Springfield Lakes	2011	131
Springfield Lakes	2016	201
Beaudesert	2006	144
Beaudesert	2011	57
Beaudesert	2016	67
Beenleigh	2006	31
Beenleigh	2011	25
Beenleigh	2016	58
Eagleby	2006	31
Eagleby	2011	39
Eagleby	2016	57
Edens Landing - Holmview	2006	41
Edens Landing - Holmview	2011	24
Edens Landing - Holmview	2016	31
Mount Warren Park	2006	23
Mount Warren Park	2011	17
Mount Warren Park	2016	20
Wolffdene - Bahrs Scrub	2006	16
Wolffdene - Bahrs Scrub	2011	36
Wolffdene - Bahrs Scrub	2016	31
Boronia Heights - Park Ridge	2006	44
Boronia Heights - Park Ridge	2011	51
Boronia Heights - Park Ridge	2016	52
Browns Plains	2006	16
Browns Plains	2011	36
Browns Plains	2016	66
Chambers Flat - Logan Reserve	2006	11
Chambers Flat - Logan Reserve	2011	20
Chambers Flat - Logan Reserve	2016	40
Crestmead	2006	36
Crestmead	2011	34
Crestmead	2016	61
Greenbank Military Camp	2006	0
Greenbank Military Camp	2011	0
Greenbank Military Camp	2016	0
Hillcrest	2006	32
Hillcrest	2011	45
Hillcrest	2016	58
Marsden	2006	27
Marsden	2011	40
Marsden	2016	80
Munruben - Park Ridge South	2006	23
Munruben - Park Ridge South	2011	23
Munruben - Park Ridge South	2016	14
Regents Park - Heritage Park	2006	66
Regents Park - Heritage Park	2011	71
Regents Park - Heritage Park	2016	104
Greenbank	2006	33
Greenbank	2011	21
Greenbank	2016	39
Jimboomba	2006	212
Jimboomba	2011	97
Jimboomba	2016	187
Logan Village	2006	22
Logan Village	2011	8
Logan Village	2016	29
Bethania - Waterford	2006	27
Bethania - Waterford	2011	13
Bethania - Waterford	2016	54
Cornubia - Carbrook	2006	70
Cornubia - Carbrook	2011	37
Cornubia - Carbrook	2016	41
Loganholme - Tanah Merah	2006	60
Loganholme - Tanah Merah	2011	61
Loganholme - Tanah Merah	2016	75
Loganlea	2006	41
Loganlea	2011	56
Loganlea	2016	94
Shailer Park	2006	82
Shailer Park	2011	86
Shailer Park	2016	85
Waterford West	2006	21
Waterford West	2011	42
Waterford West	2016	38
Daisy Hill	2006	62
Daisy Hill	2011	79
Daisy Hill	2016	78
Kingston (Qld.)	2006	35
Kingston (Qld.)	2011	41
Kingston (Qld.)	2016	36
Logan Central	2006	30
Logan Central	2011	18
Logan Central	2016	40
Rochedale South - Priestdale	2006	91
Rochedale South - Priestdale	2011	78
Rochedale South - Priestdale	2016	81
Slacks Creek	2006	48
Slacks Creek	2011	74
Slacks Creek	2016	68
Springwood	2006	109
Springwood	2011	102
Springwood	2016	101
Underwood	2006	33
Underwood	2011	63
Underwood	2016	110
Woodridge	2006	48
Woodridge	2011	55
Woodridge	2016	92
Bowen	2006	431
Bowen	2011	371
Bowen	2016	391
Broadsound - Nebo	2006	87
Broadsound - Nebo	2011	99
Broadsound - Nebo	2016	100
Clermont	2006	19
Clermont	2011	45
Clermont	2016	26
Collinsville	2006	69
Collinsville	2011	56
Collinsville	2016	25
Moranbah	2006	25
Moranbah	2011	57
Moranbah	2016	51
Andergrove - Beaconsfield	2006	46
Andergrove - Beaconsfield	2011	23
Andergrove - Beaconsfield	2016	64
East Mackay	2006	21
East Mackay	2011	20
East Mackay	2016	17
Eimeo - Rural View	2006	62
Eimeo - Rural View	2011	37
Eimeo - Rural View	2016	61
Eungella Hinterland	2006	0
Eungella Hinterland	2011	14
Eungella Hinterland	2016	0
Mackay	2006	63
Mackay	2011	82
Mackay	2016	34
Mackay Harbour	2006	0
Mackay Harbour	2011	15
Mackay Harbour	2016	10
Mount Pleasant - Glenella	2006	29
Mount Pleasant - Glenella	2011	37
Mount Pleasant - Glenella	2016	46
North Mackay	2006	23
North Mackay	2011	17
North Mackay	2016	31
Ooralea - Bakers Creek	2006	8
Ooralea - Bakers Creek	2011	6
Ooralea - Bakers Creek	2016	29
Pioneer Valley	2006	56
Pioneer Valley	2011	35
Pioneer Valley	2016	84
Sarina	2006	56
Sarina	2011	63
Sarina	2016	33
Seaforth - Calen	2006	144
Seaforth - Calen	2011	106
Seaforth - Calen	2016	75
Shoal Point - Bucasia	2006	14
Shoal Point - Bucasia	2011	19
Shoal Point - Bucasia	2016	28
Slade Point	2006	39
Slade Point	2011	16
Slade Point	2016	6
South Mackay	2006	29
South Mackay	2011	27
South Mackay	2016	29
Walkerston - Eton	2006	31
Walkerston - Eton	2011	26
Walkerston - Eton	2016	12
West Mackay	2006	56
West Mackay	2011	34
West Mackay	2016	59
Airlie - Whitsundays	2006	2215
Airlie - Whitsundays	2011	1247
Airlie - Whitsundays	2016	2760
Cape Conway	2006	0
Cape Conway	2011	0
Cape Conway	2016	0
Proserpine	2006	57
Proserpine	2011	79
Proserpine	2016	71
Beachmere - Sandstone Point	2006	55
Beachmere - Sandstone Point	2011	55
Beachmere - Sandstone Point	2016	96
Bribie Island	2006	153
Bribie Island	2011	151
Bribie Island	2016	129
Burpengary - East	2006	20
Burpengary - East	2011	10
Burpengary - East	2016	13
Caboolture	2006	66
Caboolture	2011	224
Caboolture	2016	350
Caboolture - South	2006	96
Caboolture - South	2011	92
Caboolture - South	2016	241
Elimbah	2006	3
Elimbah	2011	7
Elimbah	2016	20
Morayfield - East	2006	14
Morayfield - East	2011	25
Morayfield - East	2016	87
Wamuran	2006	32
Wamuran	2011	40
Wamuran	2016	73
Kilcoy	2006	10
Kilcoy	2011	39
Kilcoy	2016	34
Woodford - D'Aguilar	2006	23
Woodford - D'Aguilar	2011	18
Woodford - D'Aguilar	2016	35
Burpengary	2006	35
Burpengary	2011	46
Burpengary	2016	90
Deception Bay	2006	40
Deception Bay	2011	59
Deception Bay	2016	74
Morayfield	2006	33
Morayfield	2011	7
Morayfield	2016	24
Narangba	2006	49
Narangba	2011	58
Narangba	2016	59
Upper Caboolture	2006	17
Upper Caboolture	2011	5
Upper Caboolture	2016	7
Clontarf	2006	31
Clontarf	2011	34
Clontarf	2016	33
Margate - Woody Point	2006	92
Margate - Woody Point	2011	36
Margate - Woody Point	2016	95
Redcliffe	2006	69
Redcliffe	2011	96
Redcliffe	2016	105
Rothwell - Kippa-Ring	2006	59
Rothwell - Kippa-Ring	2011	66
Rothwell - Kippa-Ring	2016	81
Scarborough - Newport - Moreton Island	2006	253
Scarborough - Newport - Moreton Island	2011	224
Scarborough - Newport - Moreton Island	2016	549
Albany Creek	2006	79
Albany Creek	2011	72
Albany Creek	2016	88
Cashmere	2006	59
Cashmere	2011	73
Cashmere	2016	74
Dayboro	2006	36
Dayboro	2011	18
Dayboro	2016	36
Eatons Hill	2006	61
Eatons Hill	2011	41
Eatons Hill	2016	26
The Hills District	2006	117
The Hills District	2011	98
The Hills District	2016	147
Samford Valley	2006	70
Samford Valley	2011	56
Samford Valley	2016	83
Dakabin - Kallangur	2006	70
Dakabin - Kallangur	2011	72
Dakabin - Kallangur	2016	110
Murrumba Downs - Griffin	2006	37
Murrumba Downs - Griffin	2011	54
Murrumba Downs - Griffin	2016	109
North Lakes - Mango Hill	2006	62
North Lakes - Mango Hill	2011	110
North Lakes - Mango Hill	2016	281
Bray Park	2006	25
Bray Park	2011	36
Bray Park	2016	49
Lawnton	2006	17
Lawnton	2011	24
Lawnton	2016	32
Petrie	2006	34
Petrie	2011	44
Petrie	2016	40
Strathpine - Brendale	2006	44
Strathpine - Brendale	2011	37
Strathpine - Brendale	2016	47
Aurukun	2006	0
Aurukun	2011	0
Aurukun	2016	3
Cape York	2006	170
Cape York	2011	253
Cape York	2016	408
Croydon - Etheridge	2006	78
Croydon - Etheridge	2011	73
Croydon - Etheridge	2016	44
Kowanyama - Pormpuraaw	2006	0
Kowanyama - Pormpuraaw	2011	0
Kowanyama - Pormpuraaw	2016	3
Northern Peninsula	2006	6
Northern Peninsula	2011	20
Northern Peninsula	2016	11
Tablelands	2006	71
Tablelands	2011	112
Tablelands	2016	85
Torres	2006	17
Torres	2011	49
Torres	2016	34
Torres Strait Islands	2006	46
Torres Strait Islands	2011	54
Torres Strait Islands	2016	10
Weipa	2006	23
Weipa	2011	15
Weipa	2016	13
Carpentaria	2006	77
Carpentaria	2011	51
Carpentaria	2016	43
Mount Isa	2006	117
Mount Isa	2011	136
Mount Isa	2016	100
Mount Isa Region	2006	63
Mount Isa Region	2011	118
Mount Isa Region	2016	50
Northern Highlands	2006	68
Northern Highlands	2011	69
Northern Highlands	2016	60
Barcaldine - Blackall	2006	31
Barcaldine - Blackall	2011	45
Barcaldine - Blackall	2016	41
Charleville	2006	4
Charleville	2011	22
Charleville	2016	29
Far Central West	2006	38
Far Central West	2011	63
Far Central West	2016	38
Far South West	2006	37
Far South West	2011	40
Far South West	2016	15
Longreach	2006	34
Longreach	2011	39
Longreach	2016	26
Buderim - North	2006	122
Buderim - North	2011	139
Buderim - North	2016	133
Buderim - South	2006	123
Buderim - South	2011	105
Buderim - South	2016	153
Mountain Creek	2006	64
Mountain Creek	2011	37
Mountain Creek	2016	97
Sippy Downs	2006	306
Sippy Downs	2011	310
Sippy Downs	2016	330
Aroona - Currimundi	2006	31
Aroona - Currimundi	2011	39
Aroona - Currimundi	2016	55
Buddina - Minyama	2006	108
Buddina - Minyama	2011	50
Buddina - Minyama	2016	92
Caloundra - Kings Beach	2006	395
Caloundra - Kings Beach	2011	392
Caloundra - Kings Beach	2016	369
Caloundra - West	2006	66
Caloundra - West	2011	75
Caloundra - West	2016	110
Golden Beach - Pelican Waters	2006	168
Golden Beach - Pelican Waters	2011	121
Golden Beach - Pelican Waters	2016	194
Moffat Beach - Battery Hill	2006	106
Moffat Beach - Battery Hill	2011	90
Moffat Beach - Battery Hill	2016	107
Parrearra - Warana	2006	71
Parrearra - Warana	2011	80
Parrearra - Warana	2016	54
Wurtulla - Birtinya	2006	26
Wurtulla - Birtinya	2011	30
Wurtulla - Birtinya	2016	73
Coolum Beach	2006	326
Coolum Beach	2011	219
Coolum Beach	2016	291
Marcoola - Mudjimba	2006	190
Marcoola - Mudjimba	2011	146
Marcoola - Mudjimba	2016	135
Maroochydore - Kuluin	2006	890
Maroochydore - Kuluin	2011	653
Maroochydore - Kuluin	2016	622
Mooloolaba - Alexandra Headland	2006	1071
Mooloolaba - Alexandra Headland	2011	1319
Mooloolaba - Alexandra Headland	2016	1578
Noosa Heads	2006	840
Noosa Heads	2011	748
Noosa Heads	2016	893
Noosaville	2006	719
Noosaville	2011	640
Noosaville	2016	642
Sunshine Beach	2006	231
Sunshine Beach	2011	206
Sunshine Beach	2016	182
Tewantin	2006	101
Tewantin	2011	93
Tewantin	2016	119
Peregian Beach - Marcus Beach	2006	71
Peregian Beach - Marcus Beach	2011	84
Peregian Beach - Marcus Beach	2016	66
Peregian Springs	2006	23
Peregian Springs	2011	29
Peregian Springs	2016	72
Beerwah	2006	13
Beerwah	2011	47
Beerwah	2016	130
Caloundra Hinterland	2006	66
Caloundra Hinterland	2011	67
Caloundra Hinterland	2016	82
Glass House Mountains	2006	36
Glass House Mountains	2011	32
Glass House Mountains	2016	60
Landsborough	2006	69
Landsborough	2011	63
Landsborough	2016	50
Maroochy Hinterland	2006	58
Maroochy Hinterland	2011	89
Maroochy Hinterland	2016	45
Palmwoods	2006	98
Palmwoods	2011	68
Palmwoods	2016	89
Bli Bli	2006	25
Bli Bli	2011	26
Bli Bli	2016	38
Diddillibah - Rosemount	2006	27
Diddillibah - Rosemount	2011	20
Diddillibah - Rosemount	2016	37
Eumundi - Yandina	2006	60
Eumundi - Yandina	2011	74
Eumundi - Yandina	2016	58
Nambour	2006	54
Nambour	2011	60
Nambour	2016	93
Noosa Hinterland	2006	126
Noosa Hinterland	2011	143
Noosa Hinterland	2016	157
Cambooya - Wyreema	2006	13
Cambooya - Wyreema	2011	6
Cambooya - Wyreema	2016	16
Darling Heights	2006	221
Darling Heights	2011	196
Darling Heights	2016	137
Drayton - Harristown	2006	58
Drayton - Harristown	2011	35
Drayton - Harristown	2016	43
Gatton	2006	142
Gatton	2011	194
Gatton	2016	266
Gowrie (Qld)	2006	18
Gowrie (Qld)	2011	7
Gowrie (Qld)	2016	10
Highfields	2006	23
Highfields	2011	32
Highfields	2016	31
Lockyer Valley - West	2006	56
Lockyer Valley - West	2011	32
Lockyer Valley - West	2016	50
Middle Ridge	2006	36
Middle Ridge	2011	30
Middle Ridge	2016	46
Newtown (Qld)	2006	54
Newtown (Qld)	2011	48
Newtown (Qld)	2016	54
North Toowoomba - Harlaxton	2006	21
North Toowoomba - Harlaxton	2011	23
North Toowoomba - Harlaxton	2016	34
Rangeville	2006	52
Rangeville	2011	36
Rangeville	2016	49
Toowoomba - Central	2006	90
Toowoomba - Central	2011	100
Toowoomba - Central	2016	81
Toowoomba - East	2006	74
Toowoomba - East	2011	63
Toowoomba - East	2016	106
Toowoomba - West	2006	31
Toowoomba - West	2011	42
Toowoomba - West	2016	51
Wilsonton	2006	59
Wilsonton	2011	21
Wilsonton	2016	43
Ayr	2006	251
Ayr	2011	325
Ayr	2016	292
Burdekin	2006	129
Burdekin	2011	143
Burdekin	2016	105
Charters Towers	2006	37
Charters Towers	2011	24
Charters Towers	2016	42
Dalrymple	2006	41
Dalrymple	2011	29
Dalrymple	2016	23
Ingham	2006	21
Ingham	2011	13
Ingham	2016	9
Ingham Region	2006	37
Ingham Region	2011	44
Ingham Region	2016	24
Palm Island	2006	0
Palm Island	2011	3
Palm Island	2016	3
Aitkenvale	2006	36
Aitkenvale	2011	41
Aitkenvale	2016	56
Annandale	2006	73
Annandale	2011	49
Annandale	2016	63
Belgian Gardens - Pallarenda	2006	103
Belgian Gardens - Pallarenda	2011	27
Belgian Gardens - Pallarenda	2016	44
Bohle Plains	2006	4
Bohle Plains	2011	20
Bohle Plains	2016	20
Condon - Rasmussen	2006	36
Condon - Rasmussen	2011	37
Condon - Rasmussen	2016	47
Cranbrook	2006	37
Cranbrook	2011	32
Cranbrook	2016	47
Deeragun	2006	37
Deeragun	2011	61
Deeragun	2016	67
Douglas	2006	273
Douglas	2011	239
Douglas	2016	216
Garbutt - West End	2006	61
Garbutt - West End	2011	42
Garbutt - West End	2016	38
Gulliver - Currajong - Vincent	2006	31
Gulliver - Currajong - Vincent	2011	45
Gulliver - Currajong - Vincent	2016	33
Heatley	2006	20
Heatley	2011	11
Heatley	2016	4
Hermit Park - Rosslea	2006	38
Hermit Park - Rosslea	2011	73
Hermit Park - Rosslea	2016	53
Hyde Park - Pimlico	2006	18
Hyde Park - Pimlico	2011	21
Hyde Park - Pimlico	2016	46
Kelso	2006	23
Kelso	2011	15
Kelso	2016	36
Kirwan - East	2006	30
Kirwan - East	2011	30
Kirwan - East	2016	28
Kirwan - West	2006	32
Kirwan - West	2011	54
Kirwan - West	2016	68
Magnetic Island	2006	452
Magnetic Island	2011	316
Magnetic Island	2016	315
Mount Louisa	2006	29
Mount Louisa	2011	33
Mount Louisa	2016	30
Mundingburra	2006	16
Mundingburra	2011	31
Mundingburra	2016	22
Northern Beaches	2006	33
Northern Beaches	2011	38
Northern Beaches	2016	42
Oonoonba	2006	14
Oonoonba	2011	24
Oonoonba	2016	43
South Townsville - Railway Estate	2006	81
South Townsville - Railway Estate	2011	111
South Townsville - Railway Estate	2016	105
Townsville - South	2006	28
Townsville - South	2011	25
Townsville - South	2016	30
Townsville City - North Ward	2006	322
Townsville City - North Ward	2011	235
Townsville City - North Ward	2016	433
Wulguru - Roseneath	2006	21
Wulguru - Roseneath	2011	14
Wulguru - Roseneath	2016	14
Ashfield - Kepnock	2006	15
Ashfield - Kepnock	2011	18
Ashfield - Kepnock	2016	17
Bargara - Burnett Heads	2006	215
Bargara - Burnett Heads	2011	234
Bargara - Burnett Heads	2016	196
Branyan - Kensington	2006	6
Branyan - Kensington	2011	12
Branyan - Kensington	2016	13
Bundaberg	2006	432
Bundaberg	2011	390
Bundaberg	2016	431
Bundaberg East - Kalkie	2006	54
Bundaberg East - Kalkie	2011	81
Bundaberg East - Kalkie	2016	80
Bundaberg North - Gooburrum	2006	77
Bundaberg North - Gooburrum	2011	135
Bundaberg North - Gooburrum	2016	122
Bundaberg Region - North	2006	27
Bundaberg Region - North	2011	38
Bundaberg Region - North	2016	84
Bundaberg Region - South	2006	107
Bundaberg Region - South	2011	154
Bundaberg Region - South	2016	84
Millbank - Avoca	2006	56
Millbank - Avoca	2011	50
Millbank - Avoca	2016	42
Svensson Heights - Norville	2006	11
Svensson Heights - Norville	2011	18
Svensson Heights - Norville	2016	15
Walkervale - Avenell Heights	2006	20
Walkervale - Avenell Heights	2011	23
Walkervale - Avenell Heights	2016	63
Gayndah - Mundubbera	2006	63
Gayndah - Mundubbera	2011	246
Gayndah - Mundubbera	2016	276
Gin Gin	2006	34
Gin Gin	2011	59
Gin Gin	2016	42
Kingaroy	2006	40
Kingaroy	2011	30
Kingaroy	2016	29
Kingaroy Region - North	2006	29
Kingaroy Region - North	2011	26
Kingaroy Region - North	2016	16
Kingaroy Region - South	2006	14
Kingaroy Region - South	2011	12
Kingaroy Region - South	2016	12
Monto - Eidsvold	2006	41
Monto - Eidsvold	2011	11
Monto - Eidsvold	2016	11
Nanango	2006	31
Nanango	2011	19
Nanango	2016	23
North Burnett	2006	0
North Burnett	2011	0
North Burnett	2016	0
Cooloola	2006	129
Cooloola	2011	247
Cooloola	2016	189
Gympie - North	2006	69
Gympie - North	2011	50
Gympie - North	2016	55
Gympie - South	2006	24
Gympie - South	2011	13
Gympie - South	2016	19
Gympie Region	2006	78
Gympie Region	2011	80
Gympie Region	2016	255
Kilkivan	2006	17
Kilkivan	2011	25
Kilkivan	2016	20
Booral - River Heads	2006	7
Booral - River Heads	2011	7
Booral - River Heads	2016	21
Craignish - Dundowran Beach	2006	12
Craignish - Dundowran Beach	2011	40
Craignish - Dundowran Beach	2016	18
Pialba - Eli Waters	2006	129
Pialba - Eli Waters	2011	105
Pialba - Eli Waters	2016	115
Point Vernon	2006	57
Point Vernon	2011	41
Point Vernon	2016	11
Torquay - Scarness - Kawungan	2006	561
Torquay - Scarness - Kawungan	2011	358
Torquay - Scarness - Kawungan	2016	499
Urangan - Wondunna	2006	216
Urangan - Wondunna	2011	150
Urangan - Wondunna	2016	367
Burrum - Fraser	2006	517
Burrum - Fraser	2011	338
Burrum - Fraser	2016	265
Granville	2006	8
Granville	2011	4
Granville	2016	3
Maryborough (Qld)	2006	52
Maryborough (Qld)	2011	49
Maryborough (Qld)	2016	52
Maryborough Region - South	2006	10
Maryborough Region - South	2011	16
Maryborough Region - South	2016	23
Tinana	2006	13
Tinana	2011	16
Tinana	2016	14
Migratory - Offshore - Shipping (Qld)	2006	320
Migratory - Offshore - Shipping (Qld)	2011	797
Migratory - Offshore - Shipping (Qld)	2016	388
No usual address (Qld)	2006	0
No usual address (Qld)	2011	0
No usual address (Qld)	2016	0
Adelaide	2006	1446
Adelaide	2011	1724
Adelaide	2016	2182
North Adelaide	2006	267
North Adelaide	2011	227
North Adelaide	2016	205
Adelaide Hills	2006	17
Adelaide Hills	2011	21
Adelaide Hills	2016	25
Aldgate - Stirling	2006	85
Aldgate - Stirling	2011	71
Aldgate - Stirling	2016	85
Hahndorf - Echunga	2006	16
Hahndorf - Echunga	2011	46
Hahndorf - Echunga	2016	10
Lobethal - Woodside	2006	50
Lobethal - Woodside	2011	27
Lobethal - Woodside	2016	44
Mount Barker	2006	44
Mount Barker	2011	62
Mount Barker	2016	56
Mount Barker Region	2006	18
Mount Barker Region	2011	21
Mount Barker Region	2016	15
Nairne	2006	9
Nairne	2011	10
Nairne	2016	14
Uraidla - Summertown	2006	44
Uraidla - Summertown	2011	24
Uraidla - Summertown	2016	32
Burnside - Wattle Park	2006	210
Burnside - Wattle Park	2011	207
Burnside - Wattle Park	2016	246
Glenside - Beaumont	2006	86
Glenside - Beaumont	2011	94
Glenside - Beaumont	2016	169
Toorak Gardens	2006	135
Toorak Gardens	2011	165
Toorak Gardens	2016	197
Athelstone	2006	71
Athelstone	2011	34
Athelstone	2016	51
Paradise - Newton	2006	99
Paradise - Newton	2011	114
Paradise - Newton	2016	204
Rostrevor - Magill	2006	135
Rostrevor - Magill	2011	198
Rostrevor - Magill	2016	275
Norwood (SA)	2006	115
Norwood (SA)	2011	154
Norwood (SA)	2016	108
Payneham - Felixstow	2006	65
Payneham - Felixstow	2011	139
Payneham - Felixstow	2016	173
St Peters - Marden	2006	125
St Peters - Marden	2011	122
St Peters - Marden	2016	145
Nailsworth - Broadview	2006	39
Nailsworth - Broadview	2011	40
Nailsworth - Broadview	2016	35
Prospect	2006	68
Prospect	2011	125
Prospect	2016	173
Walkerville	2006	69
Walkerville	2011	48
Walkerville	2016	105
Goodwood - Millswood	2006	134
Goodwood - Millswood	2011	138
Goodwood - Millswood	2016	160
Unley - Parkside	2006	198
Unley - Parkside	2011	168
Unley - Parkside	2016	222
Gawler - North	2006	17
Gawler - North	2011	20
Gawler - North	2016	18
Gawler - South	2006	45
Gawler - South	2011	37
Gawler - South	2016	50
Lewiston - Two Wells	2006	7
Lewiston - Two Wells	2011	3
Lewiston - Two Wells	2016	12
Craigmore - Blakeview	2006	27
Craigmore - Blakeview	2011	34
Craigmore - Blakeview	2016	47
Davoren Park	2006	9
Davoren Park	2011	29
Davoren Park	2016	49
Elizabeth	2006	10
Elizabeth	2011	9
Elizabeth	2016	44
Elizabeth East	2006	9
Elizabeth East	2011	15
Elizabeth East	2016	24
Munno Para West - Angle Vale	2006	8
Munno Para West - Angle Vale	2011	21
Munno Para West - Angle Vale	2016	23
One Tree Hill	2006	20
One Tree Hill	2011	5
One Tree Hill	2016	9
Smithfield - Elizabeth North	2006	15
Smithfield - Elizabeth North	2011	24
Smithfield - Elizabeth North	2016	10
Virginia - Waterloo Corner	2006	3
Virginia - Waterloo Corner	2011	8
Virginia - Waterloo Corner	2016	12
Enfield - Blair Athol	2006	81
Enfield - Blair Athol	2011	129
Enfield - Blair Athol	2016	289
Northgate - Oakden - Gilles Plains	2006	100
Northgate - Oakden - Gilles Plains	2011	97
Northgate - Oakden - Gilles Plains	2016	283
Windsor Gardens	2006	126
Windsor Gardens	2011	165
Windsor Gardens	2016	289
Dry Creek - North	2006	0
Dry Creek - North	2011	0
Dry Creek - North	2016	0
Ingle Farm	2006	37
Ingle Farm	2011	50
Ingle Farm	2016	105
Para Hills	2006	45
Para Hills	2011	48
Para Hills	2016	48
Parafield	2006	0
Parafield	2011	73
Parafield	2016	84
Parafield Gardens	2006	26
Parafield Gardens	2011	55
Parafield Gardens	2016	152
Paralowie	2006	18
Paralowie	2011	38
Paralowie	2016	50
Salisbury	2006	76
Salisbury	2011	46
Salisbury	2016	111
Salisbury East	2006	31
Salisbury East	2011	37
Salisbury East	2016	42
Salisbury North	2006	28
Salisbury North	2011	28
Salisbury North	2016	72
Mawson Lakes - Globe Derby Park	2006	74
Mawson Lakes - Globe Derby Park	2011	136
Mawson Lakes - Globe Derby Park	2016	267
Pooraka - Cavan	2006	30
Pooraka - Cavan	2011	34
Pooraka - Cavan	2016	86
Golden Grove	2006	39
Golden Grove	2011	34
Golden Grove	2016	54
Greenwith	2006	33
Greenwith	2011	23
Greenwith	2016	21
Highbury - Dernancourt	2006	51
Highbury - Dernancourt	2011	46
Highbury - Dernancourt	2016	68
Hope Valley - Modbury	2006	113
Hope Valley - Modbury	2011	118
Hope Valley - Modbury	2016	146
Modbury Heights	2006	76
Modbury Heights	2011	90
Modbury Heights	2016	123
Redwood Park	2006	75
Redwood Park	2011	66
Redwood Park	2016	55
St Agnes - Ridgehaven	2006	38
St Agnes - Ridgehaven	2011	47
St Agnes - Ridgehaven	2016	75
Brighton (SA)	2006	77
Brighton (SA)	2011	88
Brighton (SA)	2016	71
Glenelg (SA)	2006	292
Glenelg (SA)	2011	295
Glenelg (SA)	2016	250
Edwardstown	2006	43
Edwardstown	2011	83
Edwardstown	2016	135
Hallett Cove	2006	59
Hallett Cove	2011	66
Hallett Cove	2016	92
Marino - Seaview Downs	2006	54
Marino - Seaview Downs	2011	61
Marino - Seaview Downs	2016	60
Mitchell Park	2006	106
Mitchell Park	2011	133
Mitchell Park	2016	187
Morphettville	2006	44
Morphettville	2011	65
Morphettville	2016	112
Sheidow Park - Trott Park	2006	37
Sheidow Park - Trott Park	2011	35
Sheidow Park - Trott Park	2016	61
Warradale	2006	60
Warradale	2011	106
Warradale	2016	193
Belair	2006	46
Belair	2011	74
Belair	2016	38
Bellevue Heights	2006	138
Bellevue Heights	2011	147
Bellevue Heights	2016	139
Blackwood	2006	74
Blackwood	2011	50
Blackwood	2016	69
Colonel Light Gardens	2006	74
Colonel Light Gardens	2011	90
Colonel Light Gardens	2016	113
Mitcham (SA)	2006	117
