SA2_NAME16	Year	medianTotalFamilyIncomeWeekly
Moffat Beach - Battery Hill	2011	1219
Parrearra - Warana	2011	1272
Wurtulla - Birtinya	2011	1239
Coolum Beach	2011	1296
Marcoola - Mudjimba	2011	1216
Maroochydore - Kuluin	2011	1085
Mooloolaba - Alexandra Headland	2011	1319
Noosa Heads	2011	1272
Noosaville	2011	1148
Sunshine Beach	2011	1298
Tewantin	2011	1033
Peregian Beach - Marcus Beach	2011	1302
Peregian Springs	2011	1384
Beerwah	2011	1143
Caloundra Hinterland	2011	1025
Glass House Mountains	2011	1179
Landsborough	2011	1265
Maroochy Hinterland	2011	1123
Palmwoods	2011	1309
Bli Bli	2011	1299
Diddillibah - Rosemount	2011	1277
Eumundi - Yandina	2011	1228
Nambour	2011	1150
Noosa Hinterland	2011	1146
Cambooya - Wyreema	2011	1575
Darling Heights	2011	1249
Drayton - Harristown	2011	1114
Gatton	2011	1076
Gowrie (Qld)	2011	1479
Highfields	2011	1669
Lockyer Valley - West	2011	1349
Middle Ridge	2011	1906
Newtown (Qld)	2011	1113
North Toowoomba - Harlaxton	2011	1099
Rangeville	2011	1479
Toowoomba - Central	2011	1201
Toowoomba - East	2011	1715
Toowoomba - West	2011	1627
Wilsonton	2011	1064
Ayr	2011	1299
Burdekin	2011	1269
Charters Towers	2011	1242
Dalrymple	2011	1195
Ingham	2011	1167
Ingham Region	2011	1211
Palm Island	2011	936
Aitkenvale	2011	1413
Annandale	2011	2070
Belgian Gardens - Pallarenda	2011	1905
Bohle Plains	2011	1923
Condon - Rasmussen	2011	1355
Cranbrook	2011	1413
Deeragun	2011	1827
Douglas	2011	2055
Garbutt - West End	2011	1360
Gulliver - Currajong - Vincent	2011	1308
Heatley	2011	1307
Hermit Park - Rosslea	2011	1390
Hyde Park - Pimlico	2011	1511
Kelso	2011	1471
Kirwan - East	2011	1369
Kirwan - West	2011	1828
Magnetic Island	2011	1033
Mount Louisa	2011	1846
Mundingburra	2011	1517
Northern Beaches	2011	1385
Oonoonba	2011	1884
South Townsville - Railway Estate	2011	1561
Townsville - South	2011	1630
Townsville City - North Ward	2011	2069
Wulguru - Roseneath	2011	1381
Ashfield - Kepnock	2011	996
Bargara - Burnett Heads	2011	1052
Branyan - Kensington	2011	1152
Bundaberg	2011	919
Bundaberg East - Kalkie	2011	1216
Bundaberg North - Gooburrum	2011	950
Bundaberg Region - North	2011	995
Bundaberg Region - South	2011	906
Millbank - Avoca	2011	1040
Svensson Heights - Norville	2011	960
Walkervale - Avenell Heights	2011	946
Gayndah - Mundubbera	2011	945
Gin Gin	2011	798
Kingaroy	2011	1189
Kingaroy Region - North	2011	863
Kingaroy Region - South	2011	1042
Monto - Eidsvold	2011	954
Nanango	2011	787
North Burnett	2011	0
Cooloola	2011	761
Gympie - North	2011	936
Gympie - South	2011	1170
Gympie Region	2011	997
Kilkivan	2011	871
Booral - River Heads	2011	970
Craignish - Dundowran Beach	2011	1182
Pialba - Eli Waters	2011	862
Point Vernon	2011	874
Torquay - Scarness - Kawungan	2011	878
Urangan - Wondunna	2011	908
Burrum - Fraser	2011	831
Granville	2011	926
Maryborough (Qld)	2011	943
Maryborough Region - South	2011	864
Tinana	2011	1231
Migratory - Offshore - Shipping (Qld)	2011	0
No usual address (Qld)	2011	0
Adelaide	2011	1693
North Adelaide	2011	2160
Adelaide Hills	2011	1567
Aldgate - Stirling	2011	2036
Hahndorf - Echunga	2011	1766
Lobethal - Woodside	2011	1473
Mount Barker	2011	1458
Mount Barker Region	2011	1444
Nairne	2011	1502
Uraidla - Summertown	2011	1853
Burnside - Wattle Park	2011	2070
Glenside - Beaumont	2011	2237
Toorak Gardens	2011	2123
Athelstone	2011	1658
Paradise - Newton	2011	1229
Rostrevor - Magill	2011	1379
Norwood (SA)	2011	1885
Payneham - Felixstow	2011	1334
St Peters - Marden	2011	1935
Nailsworth - Broadview	2011	1814
Prospect	2011	1831
Walkerville	2011	2122
Goodwood - Millswood	2011	2045
Unley - Parkside	2011	2077
Gawler - North	2011	1556
Gawler - South	2011	1270
Lewiston - Two Wells	2011	1386
Craigmore - Blakeview	2011	1390
Davoren Park	2011	949
Elizabeth	2011	769
Elizabeth East	2011	1085
Munno Para West - Angle Vale	2011	1385
One Tree Hill	2011	1820
Smithfield - Elizabeth North	2011	819
Virginia - Waterloo Corner	2011	933
Enfield - Blair Athol	2011	1051
Northgate - Oakden - Gilles Plains	2011	1344
Windsor Gardens	2011	1270
Dry Creek - North	2011	0
Ingle Farm	2011	1160
Para Hills	2011	1297
Parafield	2011	0
Parafield Gardens	2011	1113
Paralowie	2011	1228
Salisbury	2011	964
Salisbury East	2011	1234
Salisbury North	2011	1067
Mawson Lakes - Globe Derby Park	2011	1892
Pooraka - Cavan	2011	1148
Golden Grove	2011	1740
Greenwith	2011	1789
Highbury - Dernancourt	2011	1649
Hope Valley - Modbury	2011	1182
Modbury Heights	2011	1534
Redwood Park	2011	1528
St Agnes - Ridgehaven	2011	1411
Brighton (SA)	2011	1711
Glenelg (SA)	2011	1774
Edwardstown	2011	1377
Hallett Cove	2011	1672
Marino - Seaview Downs	2011	1598
Mitchell Park	2011	1157
Morphettville	2011	1386
Sheidow Park - Trott Park	2011	1632
Warradale	2011	1253
Belair	2011	1982
Bellevue Heights	2011	1564
Blackwood	2011	1876
Colonel Light Gardens	2011	1901
Mitcham (SA)	2011	2120
Panorama	2011	1280
Aberfoyle Park	2011	1637
Aldinga	2011	1155
Christie Downs	2011	974
Christies Beach	2011	1034
Clarendon	2011	1767
Coromandel Valley	2011	1992
Flagstaff Hill	2011	1825
Hackham - Onkaparinga Hills	2011	1285
Hackham West - Huntfield Heights	2011	972
Happy Valley	2011	1498
Happy Valley Reservoir	2011	0
Lonsdale	2011	725
McLaren Vale	2011	1416
Morphett Vale - East	2011	1188
Morphett Vale - West	2011	1050
Reynella	2011	1228
Seaford (SA)	2011	1284
Willunga	2011	1389
Woodcroft	2011	1534
Beverley	2011	1400
Flinders Park	2011	1207
Henley Beach	2011	1597
Hindmarsh - Brompton	2011	1391
Royal Park - Hendon - Albert Park	2011	1194
Seaton - Grange	2011	1259
West Lakes	2011	1459
Woodville - Cheltenham	2011	1206
Dry Creek - South	2011	0
Largs Bay - Semaphore	2011	1518
North Haven	2011	1347
Port Adelaide	2011	1120
The Parks	2011	987
Torrens Island	2011	0
Adelaide Airport	2011	0
Fulham	2011	1474
Lockleys	2011	1386
Plympton	2011	1338
Richmond (SA)	2011	1339
West Beach	2011	1612
Barossa - Angaston	2011	1358
Light	2011	1317
Lyndoch	2011	1480
Mallala	2011	1185
Nuriootpa	2011	1278
Tanunda	2011	1468
Clare	2011	1266
Gilbert Valley	2011	1116
Goyder	2011	944
Wakefield - Barunga West	2011	1001
Jamestown	2011	1075
Peterborough - Mount Remarkable	2011	912
Port Pirie	2011	982
Port Pirie Region	2011	1132
Kadina	2011	1048
Moonta	2011	876
Wallaroo	2011	854
Yorke Peninsula - North	2011	915
Yorke Peninsula - South	2011	845
Ceduna	2011	1353
Eyre Peninsula	2011	1120
Kimba - Cleve - Franklin Harbour	2011	1199
Le Hunte - Elliston	2011	1119
Port Lincoln	2011	1231
West Coast (SA)	2011	1133
Western	2011	593
Whyalla	2011	1279
Whyalla - North	2011	0
APY Lands	2011	667
Coober Pedy	2011	1030
Quorn - Lake Gilles	2011	1136
Outback	2011	1503
Port Augusta	2011	1244
Roxby Downs	2011	2844
Goolwa - Port Elliot	2011	866
Kangaroo Island	2011	1060
Strathalbyn	2011	1198
Strathalbyn Region	2011	1286
Victor Harbor	2011	904
Yankalilla	2011	953
Grant	2011	1284
Kingston - Robe	2011	1025
Millicent	2011	1069
Naracoorte	2011	1218
Naracoorte Region	2011	1310
Penola	2011	1160
Tatiara	2011	1152
Wattle Range	2011	1169
Mount Gambier - East	2011	1250
Mount Gambier - West	2011	1159
Barmera	2011	1061
Berri	2011	926
Karoonda - Lameroo	2011	1007
Loxton	2011	1130
Loxton Region	2011	1019
Mannum	2011	932
Murray Bridge	2011	996
Murray Bridge Region	2011	1131
Renmark	2011	921
Renmark Region	2011	1181
The Coorong	2011	964
Waikerie	2011	982
Migratory - Offshore - Shipping (SA)	2011	0
No usual address (SA)	2011	0
Augusta	2011	1187
Busselton	2011	1259
Busselton Region	2011	1502
Margaret River	2011	1411
Australind - Leschenault	2011	1857
Capel	2011	1375
College Grove - Carey Park	2011	1246
Collie	2011	1718
Dardanup	2011	1670
Davenport	2011	0
Eaton - Pelican Point	2011	1767
Harvey	2011	1380
East Bunbury - Glen Iris	2011	1444
Waroona	2011	1427
Dalyellup	2011	1959
Gelorup - Stratham	2011	1994
South Bunbury - Bunbury	2011	1730
Withers - Usher	2011	1133
Bridgetown - Boyup Brook	2011	1130
Donnybrook - Balingup	2011	1277
Manjimup	2011	1196
Pemberton	2011	1015
Dawesville - Bouvard	2011	1376
Falcon - Wannanup	2011	1192
Greenfields	2011	1005
Halls Head - Erskine	2011	1498
Mandurah	2011	939
Mandurah - East	2011	1274
Mandurah - North	2011	1676
Mandurah - South	2011	1004
Pinjarra	2011	1302
City Beach	2011	2831
Claremont (WA)	2011	2565
Cottesloe	2011	2802
Floreat	2011	2823
Mosman Park - Peppermint Grove	2011	2624
Nedlands - Dalkeith - Crawley	2011	2745
Swanbourne - Mount Claremont	2011	2693
Kings Park (WA)	2011	2916
Mount Hawthorn - Leederville	2011	2544
Mount Lawley - Inglewood	2011	2404
North Perth	2011	2379
Perth City	2011	2271
Subiaco - Shenton Park	2011	2649
Wembley - West Leederville - Glendalough	2011	2279
Bassendean - Eden Hill - Ashfield	2011	1618
Bayswater - Embleton - Bedford	2011	1792
Maylands	2011	1769
Morley	2011	1410
Noranda	2011	1716
Chidlow	2011	1575
Glen Forrest - Darlington	2011	2057
Helena Valley - Koongamia	2011	1867
Malmalling - Reservoir	2011	724
Mundaring	2011	1821
Swan View - Greenmount - Midvale	2011	1479
Avon Valley National Park	2011	0
Ballajura	2011	1638
Beechboro	2011	1502
Bullsbrook	2011	1682
Ellenbrook	2011	1862
Gidgegannup	2011	2111
Hazelmere - Guildford	2011	1705
Lockridge - Kiara	2011	1374
Malaga	2011	0
Melaleuca - Lexia	2011	0
Middle Swan - Herne Hill	2011	1417
Midland - Guildford	2011	1425
Stratton - Jane Brook	2011	1710
The Vines	2011	2151
Walyunga National Park	2011	0
Craigie - Beldon	2011	1606
Currambine - Kinross	2011	2048
Duncraig	2011	2241
Greenwood - Warwick	2011	1831
Heathridge - Connolly	2011	1810
Hillarys	2011	2432
Iluka - Burns Beach	2011	2648
Joondalup - Edgewater	2011	1802
Kingsley	2011	2030
Mullaloo - Kallaroo	2011	2093
Ocean Reef	2011	2313
Padbury	2011	1819
Sorrento - Marmion	2011	2457
Woodvale	2011	2210
Balcatta - Hamersley	2011	1559
Balga - Mirrabooka	2011	1087
Dianella	2011	1695
Herdsman	2011	0
Innaloo - Doubleview	2011	2095
Karrinyup - Gwelup - Carine	2011	2352
Nollamara - Westminster	2011	1309
Osborne Park Industrial	2011	0
Scarborough	2011	2114
Stirling - Osborne Park	2011	1829
Trigg - North Beach - Watermans Bay	2011	2294
Tuart Hill - Joondanna	2011	1582
Wembley Downs - Churchlands - Woodlands	2011	2321
Yokine - Coolbinia - Menora	2011	1816
Alexander Heights - Koondoola	2011	1396
Butler - Merriwa - Ridgewood	2011	1519
Carramar	2011	1836
Clarkson	2011	1607
Girrawheen	2011	1116
Madeley - Darch - Landsdale	2011	2059
Marangaroo	2011	1369
Mindarie - Quinns Rocks - Jindalee	2011	2019
Neerabup National Park	2011	0
Tapping - Ashby - Sinagra	2011	1976
Wanneroo	2011	1757
Alkimos - Eglinton	2011	1812
Carabooda - Pinjar	2011	1656
Two Rocks	2011	1240
Yanchep	2011	1449
Armadale - Wungong - Brookdale	2011	1121
Ashendon - Lesley	2011	0
Camillo - Champion Lakes	2011	1299
Forrestdale - Harrisdale - Piara Waters	2011	2184
Kelmscott	2011	1400
Mount Nasura - Mount Richon - Bedfordale	2011	1886
Roleystone	2011	1976
Seville Grove	2011	1546
Belmont - Ascot - Redcliffe	2011	1680
East Victoria Park - Carlisle	2011	1848
Kewdale Commercial	2011	0
Perth Airport	2011	0
Rivervale - Kewdale - Cloverdale	2011	1475
Victoria Park - Lathlain - Burswood	2011	1938
Bentley - Wilson - St James	2011	1305
Canning Vale - West	2011	2153
Canning Vale Commercial	2011	0
Cannington - Queens Park	2011	1460
Parkwood - Ferndale - Lynwood	2011	1566
Riverton - Shelley - Rossmoyne	2011	1911
Welshpool	2011	0
Willetton	2011	1978
Beckenham - Kenwick - Langford	2011	1315
Canning Vale - East	2011	2059
Gosnells	2011	1270
Huntingdale - Southern River	2011	1840
Maddington - Orange Grove - Martin	2011	1304
Thornlie	2011	1587
Forrestfield - Wattle Grove	2011	1696
High Wycombe	2011	1685
Kalamunda - Maida Vale - Gooseberry Hill	2011	1926
Lesmurdie - Bickley - Carmel	2011	1920
Byford	2011	1793
Mundijong	2011	1823
Serpentine - Jarrahdale	2011	1592
Como	2011	2039
Manning - Waterford	2011	2131
South Perth - Kensington	2011	2530
Banjup	2011	2183
Bibra Industrial	2011	0
Bibra Lake	2011	0
Coogee	2011	1870
Coolbellup	2011	1548
Hamilton Hill	2011	1285
Henderson	2011	0
North Coogee	2011	2926
South Lake - Cockburn Central	2011	1725
Spearwood	2011	1375
Success - Hammond Park	2011	2121
Yangebup	2011	1737
Beeliar - Wattleup	2011	1879
Jandakot	2011	2266
East Fremantle	2011	2532
Fremantle	2011	2134
Fremantle - South	2011	1617
O'Connor (WA)	2011	0
Bertram - Wellard (West)	2011	1820
Calista	2011	1179
Hope Valley - Postans	2011	1125
Kwinana Industrial	2011	0
Parmelia - Orelia	2011	1239
Casuarina - Wandi	2011	2039
Applecross - Ardross	2011	2535
Bateman	2011	2204
Bicton - Palmyra	2011	2044
Booragoon	2011	2205
Bull Creek	2011	1994
Leeming	2011	2371
Melville	2011	2207
Murdoch - Kardinya	2011	1785
Willagee	2011	1508
Winthrop	2011	2373
Baldivis	2011	2043
Cooloongup	2011	1224
Port Kennedy	2011	1761
Rockingham	2011	1285
Rockingham Lakes	2011	0
Safety Bay - Shoalwater	2011	1444
Singleton - Golden Bay - Secret Harbour	2011	2095
Waikiki	2011	1568
Warnbro	2011	1464
Albany	2011	1262
Albany Region	2011	1277
Bayonet Head - Lower King	2011	1272
Denmark	2011	1032
Gnowangerup	2011	1289
Katanning	2011	1137
Kojonup	2011	1077
Little Grove - Elleker	2011	1478
McKail - Willyung	2011	1220
Plantagenet	2011	1082
Stirling Range National Park	2011	0
Chittering	2011	1604
Cunderdin	2011	1067
Dowerin	2011	1142
Gingin - Dandaragan	2011	1185
Merredin	2011	1308
Moora	2011	1371
Mukinbudin	2011	1259
Northam	2011	1242
Toodyay	2011	1267
York - Beverley	2011	1066
Brookton	2011	1107
Kulin	2011	1115
Murray	2011	1924
Narrogin	2011	1223
Wagin	2011	1114
Broome	2011	2008
Derby - West Kimberley	2011	1039
Halls Creek	2011	749
Kununurra	2011	1773
Roebuck	2011	811
East Pilbara	2011	872
Newman	2011	2988
Port Hedland	2011	3035
South Hedland	2011	2910
Ashburton (WA)	2011	2830
Karratha	2011	2987
Roebourne	2011	2728
Esperance	2011	1420
Esperance Region	2011	1423
Carnarvon	2011	1394
Exmouth	2011	1492
Boulder	2011	1912
Kalgoorlie	2011	2319
Kalgoorlie - North	2011	2536
Kalgoorlie Airport	2011	0
Kambalda - Coolgardie - Norseman	2011	1942
Leinster - Leonora	2011	886
Trafalgar (WA)	2011	0
Geraldton	2011	1242
Geraldton - East	2011	1346
Geraldton - North	2011	1636
Geraldton - South	2011	1907
Irwin	2011	1267
Meekatharra	2011	990
Morawa	2011	1232
Northampton - Mullewa - Greenough	2011	1098
Migratory - Offshore - Shipping (WA)	2011	0
No usual address (WA)	2011	0
Bridgewater - Gagebrook	2011	800
Brighton - Pontville	2011	1308
Old Beach - Otago	2011	1616
Bellerive - Rosny	2011	1456
Cambridge	2011	1797
Geilston Bay - Risdon	2011	1572
Howrah - Tranmere	2011	1538
Lindisfarne - Rose Bay	2011	1616
Mornington - Warrane	2011	993
Risdon Vale	2011	921
Rokeby	2011	977
South Arm	2011	1613
Austins Ferry - Granton	2011	1463
Berriedale - Chigwell	2011	1078
Claremont (Tas.)	2011	1114
Derwent Park - Lutana	2011	1073
Glenorchy	2011	985
Montrose - Rosetta	2011	1241
Moonah	2011	1156
New Norfolk	2011	1020
West Moonah	2011	1187
Kingston - Huntingfield	2011	1448
Kingston Beach - Blackmans Bay	2011	1557
Margate - Snug	2011	1471
Mount Wellington	2011	0
Taroona - Bonnet Hill	2011	1858
Hobart	2011	1735
Lenah Valley - Mount Stuart	2011	1752
Mount Nelson - Dynnyrne	2011	1932
New Town	2011	1639
Sandy Bay	2011	1894
South Hobart - Fern Tree	2011	1697
West Hobart	2011	1873
Dodges Ferry - Lewisham	2011	1158
Sorell - Richmond	2011	1267
Invermay	2011	960
Kings Meadows - Punchbowl	2011	1092
Launceston	2011	1646
Legana	2011	1428
Mowbray	2011	929
Newnham - Mayfield	2011	943
Newstead	2011	1403
Norwood (Tas.)	2011	1440
Prospect Vale - Blackstone	2011	1378
Ravenswood	2011	733
Riverside	2011	1461
South Launceston	2011	1290
Summerhill - Prospect	2011	1199
Trevallyn	2011	1533
Waverley - St Leonards	2011	1026
West Launceston	2011	1462
Youngtown - Relbia	2011	1389
Beauty Point - Beaconsfield	2011	900
Deloraine	2011	947
Grindelwald - Lanena	2011	1179
Hadspen - Carrick	2011	1407
Westbury	2011	1054
Dilston - Lilydale	2011	1305
George Town	2011	977
Longford	2011	1103
Northern Midlands	2011	962
Perth - Evandale	2011	1291
St Helens - Scamander	2011	829
Flinders and Cape Barren Islands	2011	967
Scottsdale - Bridport	2011	919
Central Highlands	2011	845
Derwent Valley	2011	1141
Southern Midlands	2011	1034
Wilderness - East	2011	0
Bruny Island - Kettering	2011	1047
Cygnet	2011	934
Geeveston - Dover	2011	938
Huonville - Franklin	2011	1184
Forestier - Tasman	2011	786
Triabunna - Bicheno	2011	909
Acton - Upper Burnie	2011	928
Burnie - Ulverstone Region	2011	1112
Burnie - Wivenhoe	2011	979
Parklands - Camdale	2011	1152
Penguin - Sulphur Creek	2011	1168
Romaine - Havenview	2011	1203
Somerset	2011	1026
Ulverstone	2011	1061
West Ulverstone	2011	966
Wynyard	2011	1033
Devonport	2011	998
East Devonport	2011	914
Latrobe	2011	1051
Miandetta - Don	2011	1354
Port Sorell	2011	1189
Quoiba - Spreyton	2011	1267
Sheffield - Railton	2011	965
Turners Beach - Forth	2011	1337
King Island	2011	1334
North West	2011	1151
Smithton	2011	1146
Waratah	2011	1170
West Coast (Tas.)	2011	1299
Wilderness - West	2011	0
Migratory - Offshore - Shipping (Tas.)	2011	0
No usual address (Tas.)	2011	0
Darwin Airport	2011	999
Darwin City	2011	2230
East Point	2011	599
Fannie Bay - The Gardens	2011	2584
Larrakeyah	2011	2540
Ludmilla - The Narrows	2011	1907
Parap	2011	2433
Stuart Park	2011	2164
Woolner - Bayview - Winnellie	2011	2578
Alawa	2011	1634
Anula	2011	2002
Berrimah	2011	1740
Brinkin - Nakara	2011	2154
Buffalo Creek	2011	0
Charles Darwin	2011	0
Coconut Grove	2011	1680
East Arm	2011	0
Jingili	2011	1921
Karama	2011	1748
Leanyer	2011	2135
Lyons (NT)	2011	2380
Malak - Marrara	2011	1932
Millner	2011	1820
Moil	2011	1843
Nightcliff	2011	2101
Rapid Creek	2011	2094
Tiwi	2011	1938
Wagaman	2011	1721
Wanguri	2011	2094
Wulagi	2011	2069
Howard Springs	2011	2063
Humpty Doo	2011	2085
Koolpinyah	2011	724
Virginia	2011	1956
Weddell	2011	1690
Bakewell	2011	1955
Driver	2011	1856
Durack - Marlow Lagoon	2011	2306
Gray	2011	1549
Moulden	2011	1552
Palmerston - North	2011	2242
Palmerston - South	2011	0
Rosebery - Bellamack	2011	2236
Woodroffe	2011	1923
Charles	2011	1837
East Side	2011	1922
Flynn (NT)	2011	1938
Larapinta	2011	2081
Mount Johns	2011	2160
Petermann - Simpson	2011	940
Ross	2011	1907
Sandover - Plenty	2011	584
Tanami	2011	570
Yuendumu - Anmatjere	2011	630
Barkly	2011	639
Tennant Creek	2011	1401
Alligator	2011	1398
Daly	2011	797
Thamarrurr	2011	458
Tiwi Islands	2011	612
West Arnhem	2011	840
Anindilyakwa	2011	1343
East Arnhem	2011	699
Nhulunbuy	2011	2712
Elsey	2011	662
Gulf	2011	746
Katherine	2011	1761
Victoria River	2011	790
Migratory - Offshore - Shipping (NT)	2011	0
No usual address (NT)	2011	0
Aranda	2011	2644
Belconnen	2011	1765
Bruce	2011	2512
Charnwood	2011	1602
Cook	2011	2229
Dunlop	2011	2223
Evatt	2011	2230
Florey	2011	1939
Flynn (ACT)	2011	2287
Fraser	2011	2408
Giralang	2011	2297
Gooromon	2011	0
Hawker	2011	2371
Higgins	2011	1856
Holt	2011	1824
Kaleen	2011	2189
Latham	2011	1980
Lawson	2011	0
Macgregor (ACT)	2011	2064
Macquarie	2011	1907
McKellar	2011	2319
Melba	2011	2191
Page	2011	1665
Scullin	2011	1836
Spence	2011	2103
Weetangera	2011	2716
Molonglo Corridor	2011	0
West Belconnen	2011	0
Hume	2011	0
Kowen	2011	2750
Canberra East	2011	1312
Canberra Airport	2011	2125
Majura	2011	1724
Amaroo	2011	2459
Bonner	2011	2236
Casey	2011	2275
Crace	2011	2312
Forde	2011	2733
Franklin	2011	2393
Gungahlin	2011	2268
Hall	2011	2444
Harrison	2011	2689
Mitchell	2011	0
Ngunnawal	2011	2050
Nicholls	2011	2680
Palmerston	2011	2140
Gungahlin - East	2011	0
Gungahlin - West	2011	0
Jacka	2011	0
Kenny	2011	0
Moncrieff	2011	0
Taylor	2011	0
Throsby	2011	0
Acton	2011	1687
Ainslie	2011	2561
Braddon	2011	2243
Civic	2011	2709
Dickson	2011	2094
Downer	2011	1975
Hackett	2011	2371
Lyneham	2011	2251
O'Connor (ACT)	2011	2641
Turner	2011	2611
Watson	2011	2373
Black Mountain	2011	0
Campbell	2011	2970
Duntroon	2011	2355
Parkes (ACT) - North	2011	0
Reid	2011	2454
Russell	2011	0
Deakin	2011	2993
Forrest	2011	3490
Griffith (ACT)	2011	2886
Lake Burley Griffin	2011	0
Narrabundah	2011	2472
Parkes (ACT) - South	2011	0
Red Hill (ACT)	2011	2981
Yarralumla	2011	2921
Barton	2011	3076
Fyshwick	2011	1374
Kingston (ACT)	2011	2836
Banks	2011	2141
Bonython	2011	2243
Calwell	2011	2321
Chisholm	2011	2190
Conder	2011	2298
Fadden	2011	2830
Gilmore	2011	2095
Gordon (ACT)	2011	2208
Gowrie (ACT)	2011	2294
Greenway	2011	2003
Isabella Plains	2011	2029
Kambah	2011	2163
Macarthur	2011	2781
Monash	2011	2220
Mount Taylor	2011	0
Oxley (ACT)	2011	2129
Richardson	2011	1835
Theodore	2011	2226
Tuggeranong	2011	1375
Wanniassa	2011	2166
Tuggeranong - West	2011	0
Chapman	2011	2825
Duffy	2011	2312
Fisher	2011	2081
Holder	2011	2164
Rivett	2011	2065
Stirling	2011	2147
Waramanga	2011	2183
Weston	2011	2292
Scrivener	2011	0
Chifley	2011	2069
Curtin	2011	2585
Farrer	2011	2507
Garran	2011	2725
Hughes	2011	2674
Isaacs	2011	2404
Lyons (ACT)	2011	1871
Mawson	2011	2154
O'Malley	2011	3018
Pearce	2011	2406
Phillip	2011	2033
Torrens	2011	2274
Arboretum	2011	0
Coombs	2011	0
Denman Prospect	2011	0
Molonglo	2011	0
Molonglo - North	2011	0
Wright	2011	0
ACT - South West	2011	2267
Namadgi	2011	2749
Migratory - Offshore - Shipping (ACT)	2011	0
No usual address (ACT)	2011	0
Christmas Island	2011	2176
Cocos (Keeling) Islands	2011	1108
Jervis Bay	2011	933
Norfolk Island	2011	0
Migratory - Offshore - Shipping (OT)	2011	0
No usual address (OT)	2011	0
Braidwood	2016	1432
Karabar	2016	2007
Queanbeyan	2016	1844
Queanbeyan - East	2016	2001
Queanbeyan Region	2016	2672
Queanbeyan West - Jerrabomberra	2016	2789
Bombala	2016	1397
Cooma	2016	1413
Cooma Region	2016	1525
Jindabyne - Berridale	2016	1765
Batemans Bay	2016	1137
Batemans Bay - South	2016	1199
Bega - Tathra	2016	1345
Bega-Eden Hinterland	2016	1208
Broulee - Tomakin	2016	1366
Deua - Wadbilliga	2016	1374
Eden	2016	1134
Eurobodalla Hinterland	2016	1234
Merimbula - Tura Beach	2016	1273
Moruya - Tuross Head	2016	1174
Narooma - Bermagui	2016	1123
Goulburn	2016	1485
Goulburn Region	2016	1505
Yass	2016	1853
Yass Region	2016	2341
Young	2016	1234
Young Region	2016	1290
Avoca Beach - Copacabana	2016	2118
Box Head - MacMasters Beach	2016	1731
Calga - Kulnura	2016	1751
Erina - Green Point	2016	1797
Gosford - Springfield	2016	1576
Kariong	2016	1929
Kincumber - Picketts Valley	2016	1482
Narara	2016	1734
Niagara Park - Lisarow	2016	1898
Point Clare - Koolewong	2016	1767
Saratoga - Davistown	2016	1741
Terrigal - North Avoca	2016	2041
Umina - Booker Bay - Patonga	2016	1365
Wamberal - Forresters Beach	2016	2059
Woy Woy - Blackwall	2016	1401
Wyoming	2016	1538
Bateau Bay - Killarney Vale	2016	1529
Blue Haven - San Remo	2016	1348
Budgewoi - Buff Point - Halekulani	2016	1266
Chittaway Bay - Tumbi Umbi	2016	1722
Gorokan - Kanwal - Charmhaven	2016	1320
Jilliby - Yarramalong	2016	2088
Lake Munmorah - Mannering Park	2016	1256
Ourimbah - Fountaindale	2016	1943
Summerland Point - Gwandalan	2016	1365
The Entrance	2016	1271
Toukley - Norah Head	2016	1308
Tuggerah - Kangy Angy	2016	1730
Warnervale - Wadalba	2016	1801
Wyong	2016	1259
Bathurst	2016	1591
Bathurst - East	2016	1708
Bathurst Region	2016	1643
Oberon	2016	1485
Condobolin	2016	1284
Cowra	2016	1222
Cowra Region	2016	1261
Forbes	2016	1316
Grenfell	2016	1193
Parkes (NSW)	2016	1467
Parkes Region	2016	1267
West Wyalong	2016	1354
Lithgow	2016	1257
Lithgow Region	2016	1426
Mudgee	2016	1632
Mudgee Region - East	2016	1066
Mudgee Region - West	2016	1331
Wollangambe - Wollemi	2016	0
Blayney	2016	1581
Orange	2016	1400
Orange - North	2016	1871
Orange Region	2016	1816
Grafton	2016	1182
Grafton Region	2016	1139
Maclean - Yamba - Iluka	2016	1076
Bellingen	2016	1238
Coffs Harbour - North	2016	1305
Coffs Harbour - South	2016	1317
Coramba - Nana Glen - Bucca	2016	1435
Dorrigo	2016	1112
Korora - Emerald Beach	2016	1627
Sawtell - Boambee	2016	1325
Urunga	2016	1229
Woolgoolga - Arrawarra	2016	1279
Bourke - Brewarrina	2016	1329
Cobar	2016	1922
Coonamble	2016	1264
Nyngan - Warren	2016	1485
Walgett - Lightning Ridge	2016	1031
Broken Hill	2016	1279
Far West	2016	1145
Coonabarabran	2016	1101
Dubbo - East	2016	1545
Dubbo - South	2016	1637
Dubbo - West	2016	1491
Dubbo Region	2016	1707
Gilgandra	2016	1202
Narromine	2016	1360
Wellington	2016	1209
Branxton - Greta - Pokolbin	2016	1924
Cessnock	2016	1262
Cessnock Region	2016	1640
Dungog	2016	1474
Kurri Kurri - Abermain	2016	1362
Singleton	2016	1960
Singleton Region	2016	1921
Maitland	2016	1697
Maitland - East	2016	1604
Maitland - North	2016	2139
Maitland - West	2016	1576
Thornton - Millers Forest	2016	1858
Anna Bay	2016	1402
Lemon Tree Passage - Tanilba Bay	2016	1174
Nelson Bay Peninsula	2016	1357
Raymond Terrace	2016	1320
