SA2_NAME16	Year	unemployment
Balmoral	2006	2.9
Balmoral	2011	3.3
Balmoral	2016	4.8
Bulimba	2006	3
Bulimba	2011	3.7
Bulimba	2016	4.5
East Brisbane	2006	4.5
East Brisbane	2011	5.3
East Brisbane	2016	6.4
Hawthorne	2006	2.7
Hawthorne	2011	4
Hawthorne	2016	4
Morningside - Seven Hills	2006	3.3
Morningside - Seven Hills	2011	4
Morningside - Seven Hills	2016	4.6
Norman Park	2006	3.5
Norman Park	2011	3.7
Norman Park	2016	4.9
Albion	2006	4.1
Albion	2011	5
Albion	2016	5.1
Alderley	2006	2.4
Alderley	2011	4.2
Alderley	2016	4.3
Ascot	2006	2.7
Ascot	2011	4.5
Ascot	2016	4.7
Clayfield	2006	3.3
Clayfield	2011	3.7
Clayfield	2016	5.3
Grange	2006	3.4
Grange	2011	3.9
Grange	2016	4.1
Hamilton (Qld)	2006	3
Hamilton (Qld)	2011	3.9
Hamilton (Qld)	2016	4.9
Hendra	2006	2.8
Hendra	2011	3.6
Hendra	2016	4.5
Kelvin Grove - Herston	2006	5.1
Kelvin Grove - Herston	2011	7.4
Kelvin Grove - Herston	2016	11.5
Newmarket	2006	3.4
Newmarket	2011	5.1
Newmarket	2016	6.3
Newstead - Bowen Hills	2006	2.4
Newstead - Bowen Hills	2011	3.4
Newstead - Bowen Hills	2016	4.7
Wilston	2006	2.9
Wilston	2011	3.2
Wilston	2016	4.6
Windsor	2006	4.1
Windsor	2011	4.8
Windsor	2016	6.2
Wooloowin - Lutwyche	2006	3.2
Wooloowin - Lutwyche	2011	4.8
Wooloowin - Lutwyche	2016	5.7
Ashgrove	2006	3.1
Ashgrove	2011	4.1
Ashgrove	2016	4.7
Auchenflower	2006	4
Auchenflower	2011	5
Auchenflower	2016	7.2
Bardon	2006	2.9
Bardon	2011	3.7
Bardon	2016	5
Paddington - Milton	2006	3.1
Paddington - Milton	2011	3.8
Paddington - Milton	2016	5.1
Red Hill (Qld)	2006	3.4
Red Hill (Qld)	2011	4.8
Red Hill (Qld)	2016	5.7
Toowong	2006	5.3
Toowong	2011	5.9
Toowong	2016	8.2
Brinsmead	2006	2.1
Brinsmead	2011	4
Brinsmead	2016	5
Clifton Beach - Kewarra Beach	2006	3.5
Clifton Beach - Kewarra Beach	2011	5.5
Clifton Beach - Kewarra Beach	2016	6.7
Freshwater - Stratford	2006	3.6
Freshwater - Stratford	2011	4.4
Freshwater - Stratford	2016	4.9
Redlynch	2006	3.2
Redlynch	2011	4.1
Redlynch	2016	4.9
Trinity Beach - Smithfield	2006	4.2
Trinity Beach - Smithfield	2011	6.2
Trinity Beach - Smithfield	2016	7
Yorkeys Knob - Machans Beach	2006	4.7
Yorkeys Knob - Machans Beach	2011	7.6
Yorkeys Knob - Machans Beach	2016	8.3
Bentley Park	2006	3.6
Bentley Park	2011	6.5
Bentley Park	2016	7.8
Cairns City	2006	6.1
Cairns City	2011	9.7
Cairns City	2016	9.3
Earlville - Bayview Heights	2006	3.2
Earlville - Bayview Heights	2011	5.1
Earlville - Bayview Heights	2016	6.1
Edmonton	2006	4.2
Edmonton	2011	6.1
Edmonton	2016	8.2
Gordonvale - Trinity	2006	3.3
Gordonvale - Trinity	2011	6.3
Gordonvale - Trinity	2016	7.2
Kanimbla - Mooroobool	2006	3.7
Kanimbla - Mooroobool	2011	5.6
Kanimbla - Mooroobool	2016	7
Lamb Range	2006	0
Lamb Range	2011	0
Lamb Range	2016	0
Manoora	2006	7.6
Manoora	2011	12.5
Manoora	2016	14.4
Manunda	2006	6.4
Manunda	2011	11.5
Manunda	2016	13.8
Mount Sheridan	2006	3.1
Mount Sheridan	2011	5
Mount Sheridan	2016	6.2
Westcourt - Bungalow	2006	7.6
Westcourt - Bungalow	2011	11.4
Westcourt - Bungalow	2016	11.7
White Rock	2006	5.5
White Rock	2011	9
White Rock	2016	9
Whitfield - Edge Hill	2006	3.8
Whitfield - Edge Hill	2011	5.3
Whitfield - Edge Hill	2016	6.3
Woree	2006	6.7
Woree	2011	11.1
Woree	2016	12
Babinda	2006	3.8
Babinda	2011	5.9
Babinda	2016	7.4
Innisfail	2006	6
Innisfail	2011	8.1
Innisfail	2016	10.6
Johnstone	2006	3.7
Johnstone	2011	4.7
Johnstone	2016	6.8
Tully	2006	3.8
Tully	2011	5.5
Tully	2016	6.8
Wooroonooran	2006	0
Wooroonooran	2011	0
Wooroonooran	2016	0
Yarrabah	2006	8.6
Yarrabah	2011	62
Yarrabah	2016	45.5
Daintree	2006	2.7
Daintree	2011	6.4
Daintree	2016	5.6
Port Douglas	2006	1.9
Port Douglas	2011	3.8
Port Douglas	2016	4.4
Atherton	2006	4.8
Atherton	2011	5.7
Atherton	2016	6.4
Herberton	2006	8.8
Herberton	2011	9.7
Herberton	2016	13.6
Kuranda	2006	5.3
Kuranda	2011	9
Kuranda	2016	9.1
Malanda - Yungaburra	2006	4.4
Malanda - Yungaburra	2011	5.4
Malanda - Yungaburra	2016	6.2
Mareeba	2006	5.4
Mareeba	2011	7
Mareeba	2016	8.2
Balonne	2006	3.2
Balonne	2011	4.3
Balonne	2016	4.4
Chinchilla	2006	3.6
Chinchilla	2011	2.9
Chinchilla	2016	6.4
Goondiwindi	2006	4.3
Goondiwindi	2011	2.7
Goondiwindi	2016	3.3
Inglewood - Waggamba	2006	3.1
Inglewood - Waggamba	2011	3.3
Inglewood - Waggamba	2016	4.2
Miles - Wandoan	2006	2
Miles - Wandoan	2011	2.2
Miles - Wandoan	2016	3.6
Roma	2006	2.7
Roma	2011	2.8
Roma	2016	4.1
Roma Region	2006	2.2
Roma Region	2011	2
Roma Region	2016	3.3
Tara	2006	7.3
Tara	2011	6.3
Tara	2016	8.3
Crows Nest - Rosalie	2006	4.4
Crows Nest - Rosalie	2011	4.6
Crows Nest - Rosalie	2016	6.5
Jondaryan	2006	4.4
Jondaryan	2011	4.2
Jondaryan	2016	5.6
Millmerran	2006	4.3
Millmerran	2011	3.4
Millmerran	2016	5.2
Pittsworth	2006	3.2
Pittsworth	2011	2.9
Pittsworth	2016	4.4
Wambo	2006	4.5
Wambo	2011	3.6
Wambo	2016	6.5
Clifton - Greenmount	2006	3.4
Clifton - Greenmount	2011	4.7
Clifton - Greenmount	2016	5.1
Southern Downs - East	2006	3.9
Southern Downs - East	2011	3.8
Southern Downs - East	2016	4.3
Southern Downs - West	2006	5.5
Southern Downs - West	2011	5.6
Southern Downs - West	2016	5.7
Stanthorpe	2006	5.6
Stanthorpe	2011	4.7
Stanthorpe	2016	7.3
Stanthorpe Region	2006	5.2
Stanthorpe Region	2011	4.8
Stanthorpe Region	2016	6.2
Warwick	2006	5.7
Warwick	2011	5.6
Warwick	2016	6.8
Central Highlands - East	2006	2.3
Central Highlands - East	2011	4.1
Central Highlands - East	2016	6.3
Central Highlands - West	2006	3
Central Highlands - West	2011	2.6
Central Highlands - West	2016	5
Emerald	2006	2.1
Emerald	2011	2.5
Emerald	2016	5.6
Berserker	2006	7.7
Berserker	2011	7.9
Berserker	2016	12.2
Bouldercombe	2006	3.8
Bouldercombe	2011	5.3
Bouldercombe	2016	6.3
Emu Park	2006	5.6
Emu Park	2011	6
Emu Park	2016	11.4
Frenchville - Mount Archer	2006	3.1
Frenchville - Mount Archer	2011	4.1
Frenchville - Mount Archer	2016	7.5
Glenlee - Rockyview	2006	1.8
Glenlee - Rockyview	2011	2.4
Glenlee - Rockyview	2016	5.2
Gracemere	2006	4.2
Gracemere	2011	4.5
Gracemere	2016	9.9
Lakes Creek	2006	5.7
Lakes Creek	2011	5.4
Lakes Creek	2016	10.2
Mount Morgan	2006	14.5
Mount Morgan	2011	12.3
Mount Morgan	2016	18.2
Norman Gardens	2006	4.6
Norman Gardens	2011	4
Norman Gardens	2016	7
Park Avenue	2006	5.6
Park Avenue	2011	5.8
Park Avenue	2016	9.9
Parkhurst - Kawana	2006	5.7
Parkhurst - Kawana	2011	5.3
Parkhurst - Kawana	2016	8.2
Rockhampton - West	2006	5.9
Rockhampton - West	2011	4.3
Rockhampton - West	2016	8.2
Rockhampton City	2006	12.7
Rockhampton City	2011	9.6
Rockhampton City	2016	15.3
Rockhampton Region - East	2006	5.1
Rockhampton Region - East	2011	4.8
Rockhampton Region - East	2016	7.2
Rockhampton Region - North	2006	4.1
Rockhampton Region - North	2011	4.6
Rockhampton Region - North	2016	7.4
Rockhampton Region - West	2006	2.8
Rockhampton Region - West	2011	2.5
Rockhampton Region - West	2016	6.1
Shoalwater Bay	2006	0
Shoalwater Bay	2011	0
Shoalwater Bay	2016	0
The Range - Allenstown	2006	4.7
The Range - Allenstown	2011	5
The Range - Allenstown	2016	8.4
Yeppoon	2006	5
Yeppoon	2011	4.9
Yeppoon	2016	8.1
Banana	2006	2
Banana	2011	2.2
Banana	2016	4
Biloela	2006	2.8
Biloela	2011	3.3
Biloela	2016	4
Agnes Water - Miriam Vale	2006	8.8
Agnes Water - Miriam Vale	2011	9.8
Agnes Water - Miriam Vale	2016	12.2
Boyne Island - Tannum Sands	2006	4.5
Boyne Island - Tannum Sands	2011	3.8
Boyne Island - Tannum Sands	2016	10.7
Callemondah	2006	0
Callemondah	2011	11.4
Callemondah	2016	0
Clinton - New Auckland	2006	4.7
Clinton - New Auckland	2011	3.4
Clinton - New Auckland	2016	10.5
Gladstone	2006	7.5
Gladstone	2011	5.8
Gladstone	2016	13.8
Gladstone Hinterland	2006	4.2
Gladstone Hinterland	2011	3.4
Gladstone Hinterland	2016	9.3
Kin Kora - Sun Valley	2006	4.1
Kin Kora - Sun Valley	2011	4.2
Kin Kora - Sun Valley	2016	11.3
South Trees	2006	2.2
South Trees	2011	0
South Trees	2016	0
Telina - Toolooa	2006	4.2
Telina - Toolooa	2011	3.5
Telina - Toolooa	2016	10.5
West Gladstone	2006	6.9
West Gladstone	2011	5.4
West Gladstone	2016	14
Broadbeach Waters	2006	5.7
Broadbeach Waters	2011	6.6
Broadbeach Waters	2016	6
Burleigh Heads	2006	4.8
Burleigh Heads	2011	7.5
Burleigh Heads	2016	5.6
Burleigh Waters	2006	4.8
Burleigh Waters	2011	6.2
Burleigh Waters	2016	5.6
Mermaid Beach - Broadbeach	2006	4.4
Mermaid Beach - Broadbeach	2011	6.2
Mermaid Beach - Broadbeach	2016	5.5
Mermaid Waters	2006	4.9
Mermaid Waters	2011	7
Mermaid Waters	2016	6.5
Miami	2006	5.3
Miami	2011	6.9
Miami	2016	5.3
Coolangatta	2006	9.2
Coolangatta	2011	11.1
Coolangatta	2016	7.1
Currumbin - Tugun	2006	6.1
Currumbin - Tugun	2011	8.1
Currumbin - Tugun	2016	6.1
Currumbin Waters	2006	4.8
Currumbin Waters	2011	7.3
Currumbin Waters	2016	6.7
Elanora	2006	4.2
Elanora	2011	6.9
Elanora	2016	6.2
Palm Beach	2006	6.2
Palm Beach	2011	8.1
Palm Beach	2016	6.3
Arundel	2006	4.6
Arundel	2011	7.1
Arundel	2016	7.4
Biggera Waters	2006	7.2
Biggera Waters	2011	8.9
Biggera Waters	2016	9
Coombabah	2006	6
Coombabah	2011	8.3
Coombabah	2016	8.2
Labrador	2006	7.5
Labrador	2011	10.1
Labrador	2016	10.2
Paradise Point - Hollywell	2006	4.2
Paradise Point - Hollywell	2011	5.9
Paradise Point - Hollywell	2016	5.1
Runaway Bay	2006	4.9
Runaway Bay	2011	6.5
Runaway Bay	2016	6.6
Guanaba - Springbrook	2006	4.2
Guanaba - Springbrook	2011	7.3
Guanaba - Springbrook	2016	6.4
Tamborine - Canungra	2006	4.3
Tamborine - Canungra	2011	5.7
Tamborine - Canungra	2016	5.3
Currumbin Valley - Tallebudgera	2006	4.2
Currumbin Valley - Tallebudgera	2011	6.8
Currumbin Valley - Tallebudgera	2016	5.2
Mudgeeraba - Bonogin	2006	4.7
Mudgeeraba - Bonogin	2011	6.5
Mudgeeraba - Bonogin	2016	5.7
Reedy Creek - Andrews	2006	4.7
Reedy Creek - Andrews	2011	6.3
Reedy Creek - Andrews	2016	5.5
Carrara	2006	5.1
Carrara	2011	7
Carrara	2016	6.6
Highland Park	2006	4.9
Highland Park	2011	8
Highland Park	2016	6.7
Nerang - Mount Nathan	2006	5.7
Nerang - Mount Nathan	2011	8.2
Nerang - Mount Nathan	2016	7.6
Pacific Pines - Gaven	2006	4.9
Pacific Pines - Gaven	2011	7.1
Pacific Pines - Gaven	2016	7.1
Worongary - Tallai	2006	4.1
Worongary - Tallai	2011	6.5
Worongary - Tallai	2016	5.9
Coomera	2006	5.7
Coomera	2011	7.2
Coomera	2016	8
Helensvale	2006	4.5
Helensvale	2011	6.3
Helensvale	2016	6.5
Hope Island	2006	3.8
Hope Island	2011	6.9
Hope Island	2016	5.6
Jacobs Well - Alberton	2006	3.6
Jacobs Well - Alberton	2011	5.1
Jacobs Well - Alberton	2016	5.5
Ormeau - Yatala	2006	3.9
Ormeau - Yatala	2011	5.2
Ormeau - Yatala	2016	6.2
Oxenford - Maudsland	2006	4.4
Oxenford - Maudsland	2011	7
Oxenford - Maudsland	2016	6.6
Pimpama	2006	4.7
Pimpama	2011	6.2
Pimpama	2016	8.5
Upper Coomera - Willow Vale	2006	5.6
Upper Coomera - Willow Vale	2011	7.3
Upper Coomera - Willow Vale	2016	7.1
Clear Island Waters	2006	4.1
Clear Island Waters	2011	5.8
Clear Island Waters	2016	5.4
Merrimac	2006	5.1
Merrimac	2011	6.7
Merrimac	2016	5.9
Robina	2006	5
Robina	2011	7.6
Robina	2016	7.1
Varsity Lakes	2006	6.2
Varsity Lakes	2011	8.3
Varsity Lakes	2016	7.1
Ashmore	2006	4.4
Ashmore	2011	7.2
Ashmore	2016	6.7
Molendinar	2006	4.8
Molendinar	2011	8.8
Molendinar	2016	7.9
Parkwood	2006	5.6
Parkwood	2011	7.9
Parkwood	2016	7.7
Southport - North	2006	8.6
Southport - North	2011	11.6
Southport - North	2016	12.1
Southport - South	2006	5.7
Southport - South	2011	8.3
Southport - South	2016	8.9
Benowa	2006	4.2
Benowa	2011	6.6
Benowa	2016	5.9
Bundall	2006	3.6
Bundall	2011	5.6
Bundall	2016	5.3
Main Beach	2006	3.4
Main Beach	2011	5.8
Main Beach	2016	6
Surfers Paradise	2006	6.5
Surfers Paradise	2011	9.5
Surfers Paradise	2016	9.1
Darra - Sumner	2006	6.8
Darra - Sumner	2011	7.4
Darra - Sumner	2016	9
Durack	2006	6.1
Durack	2011	8
Durack	2016	10.2
Forest Lake - Doolandella	2006	3.5
Forest Lake - Doolandella	2011	5.9
Forest Lake - Doolandella	2016	7.6
Inala - Richlands	2006	10.8
Inala - Richlands	2011	12.9
Inala - Richlands	2016	16.7
Oxley (Qld)	2006	3.3
Oxley (Qld)	2011	5.1
Oxley (Qld)	2016	6.2
Wacol	2006	9.5
Wacol	2011	11.8
Wacol	2016	18.4
Boonah	2006	3.3
Boonah	2011	4.4
Boonah	2016	5
Esk	2006	6.3
Esk	2011	7.4
Esk	2016	8.2
Lake Manchester - England Creek	2006	0
Lake Manchester - England Creek	2011	0
Lake Manchester - England Creek	2016	0
Lockyer Valley - East	2006	6.2
Lockyer Valley - East	2011	7.6
Lockyer Valley - East	2016	9.1
Lowood	2006	5.3
Lowood	2011	6.8
Lowood	2016	8.5
Rosewood	2006	4.2
Rosewood	2011	5.6
Rosewood	2016	6.5
Brassall	2006	4
Brassall	2011	6.5
Brassall	2016	9.2
Bundamba	2006	6.2
Bundamba	2011	8.4
Bundamba	2016	10.4
Churchill - Yamanto	2006	3.6
Churchill - Yamanto	2011	5.3
Churchill - Yamanto	2016	7.4
Ipswich - Central	2006	6.9
Ipswich - Central	2011	9.5
Ipswich - Central	2016	10.9
Ipswich - East	2006	5.7
Ipswich - East	2011	8.3
Ipswich - East	2016	10.3
Ipswich - North	2006	3.2
Ipswich - North	2011	4.6
Ipswich - North	2016	5
Karalee - Barellan Point	2006	3.1
Karalee - Barellan Point	2011	2.9
Karalee - Barellan Point	2016	5.2
Karana Downs	2006	3.6
Karana Downs	2011	4.5
Karana Downs	2016	5.3
Leichhardt - One Mile	2006	7.4
Leichhardt - One Mile	2011	10.8
Leichhardt - One Mile	2016	13.2
North Ipswich - Tivoli	2006	6.4
North Ipswich - Tivoli	2011	8.9
North Ipswich - Tivoli	2016	9.5
Raceview	2006	4
Raceview	2011	5.9
Raceview	2016	7.7
Ripley	2006	2.8
Ripley	2011	3.6
Ripley	2016	4.7
Riverview	2006	9.9
Riverview	2011	15.2
Riverview	2016	15.8
Bellbird Park - Brookwater	2006	5.3
Bellbird Park - Brookwater	2011	6.2
Bellbird Park - Brookwater	2016	7.2
Camira - Gailes	2006	4.2
Camira - Gailes	2011	6.3
Camira - Gailes	2016	9
Carole Park	2006	0
Carole Park	2011	0
Carole Park	2016	0
Collingwood Park - Redbank	2006	4.7
Collingwood Park - Redbank	2011	7.4
Collingwood Park - Redbank	2016	9.8
Goodna	2006	9.2
Goodna	2011	11.7
Goodna	2016	14.5
New Chum	2006	0
New Chum	2011	0
New Chum	2016	0
Redbank Plains	2006	4.8
Redbank Plains	2011	9.6
Redbank Plains	2016	12.5
Springfield	2006	4.8
Springfield	2011	5.3
Springfield	2016	6.7
Springfield Lakes	2006	3.5
Springfield Lakes	2011	4.8
Springfield Lakes	2016	7
Beaudesert	2006	4.5
Beaudesert	2011	6.7
Beaudesert	2016	7.7
Beenleigh	2006	7.5
Beenleigh	2011	9.5
Beenleigh	2016	12.6
Eagleby	2006	9.3
Eagleby	2011	12
Eagleby	2016	13.8
Edens Landing - Holmview	2006	5.2
Edens Landing - Holmview	2011	6.8
Edens Landing - Holmview	2016	8.2
Mount Warren Park	2006	4.9
Mount Warren Park	2011	5.9
Mount Warren Park	2016	7.8
Wolffdene - Bahrs Scrub	2006	2.5
Wolffdene - Bahrs Scrub	2011	4.4
Wolffdene - Bahrs Scrub	2016	6
Boronia Heights - Park Ridge	2006	5.9
Boronia Heights - Park Ridge	2011	7.4
Boronia Heights - Park Ridge	2016	9.8
Browns Plains	2006	7.1
Browns Plains	2011	8.1
Browns Plains	2016	10
Chambers Flat - Logan Reserve	2006	4.8
Chambers Flat - Logan Reserve	2011	5.9
Chambers Flat - Logan Reserve	2016	7.1
Crestmead	2006	7.5
Crestmead	2011	8.4
Crestmead	2016	11.5
Greenbank Military Camp	2006	0
Greenbank Military Camp	2011	0
Greenbank Military Camp	2016	0
Hillcrest	2006	4.7
Hillcrest	2011	5.6
Hillcrest	2016	7.6
Marsden	2006	7.5
Marsden	2011	10.4
Marsden	2016	12.2
Munruben - Park Ridge South	2006	2.8
Munruben - Park Ridge South	2011	4.4
Munruben - Park Ridge South	2016	6.9
Regents Park - Heritage Park	2006	4.8
Regents Park - Heritage Park	2011	6
Regents Park - Heritage Park	2016	7
Greenbank	2006	2.7
Greenbank	2011	5.1
Greenbank	2016	6.3
Jimboomba	2006	4.1
Jimboomba	2011	5.5
Jimboomba	2016	6.3
Logan Village	2006	3.7
Logan Village	2011	5
Logan Village	2016	5.1
Bethania - Waterford	2006	6.6
Bethania - Waterford	2011	6.7
Bethania - Waterford	2016	7.7
Cornubia - Carbrook	2006	3.8
Cornubia - Carbrook	2011	4.8
Cornubia - Carbrook	2016	5.5
Loganholme - Tanah Merah	2006	3.8
Loganholme - Tanah Merah	2011	6
Loganholme - Tanah Merah	2016	6.7
Loganlea	2006	7.1
Loganlea	2011	8.4
Loganlea	2016	11.6
Shailer Park	2006	3.1
Shailer Park	2011	4.7
Shailer Park	2016	5.9
Waterford West	2006	6.3
Waterford West	2011	9.6
Waterford West	2016	10.5
Daisy Hill	2006	3.6
Daisy Hill	2011	5
Daisy Hill	2016	7
Kingston (Qld.)	2006	10.2
Kingston (Qld.)	2011	12.1
Kingston (Qld.)	2016	15.8
Logan Central	2006	12
Logan Central	2011	15
Logan Central	2016	20.5
Rochedale South - Priestdale	2006	3.2
Rochedale South - Priestdale	2011	4.5
Rochedale South - Priestdale	2016	5.7
Slacks Creek	2006	8.4
Slacks Creek	2011	9.6
Slacks Creek	2016	11.8
Springwood	2006	3.5
Springwood	2011	5.5
Springwood	2016	6.7
Underwood	2006	4.3
Underwood	2011	5.7
Underwood	2016	7.4
Woodridge	2006	11.8
Woodridge	2011	14
Woodridge	2016	19.1
Bowen	2006	4.7
Bowen	2011	5.6
Bowen	2016	8.7
Broadsound - Nebo	2006	2.2
Broadsound - Nebo	2011	1.8
Broadsound - Nebo	2016	4.6
Clermont	2006	2.4
Clermont	2011	2
Clermont	2016	4.5
Collinsville	2006	4.6
Collinsville	2011	3.5
Collinsville	2016	7.2
Moranbah	2006	1.7
Moranbah	2011	2.2
Moranbah	2016	5.5
Andergrove - Beaconsfield	2006	3.5
Andergrove - Beaconsfield	2011	3.9
Andergrove - Beaconsfield	2016	9.5
East Mackay	2006	2.8
East Mackay	2011	3
East Mackay	2016	9
Eimeo - Rural View	2006	3.2
Eimeo - Rural View	2011	3.3
Eimeo - Rural View	2016	8.5
Eungella Hinterland	2006	0
Eungella Hinterland	2011	0
Eungella Hinterland	2016	0
Mackay	2006	8.8
Mackay	2011	4.8
Mackay	2016	14.7
Mackay Harbour	2006	0
Mackay Harbour	2011	1.3
Mackay Harbour	2016	8.7
Mount Pleasant - Glenella	2006	2.9
Mount Pleasant - Glenella	2011	2.5
Mount Pleasant - Glenella	2016	6.2
North Mackay	2006	5.3
North Mackay	2011	5.4
North Mackay	2016	12.1
Ooralea - Bakers Creek	2006	3.3
Ooralea - Bakers Creek	2011	3.2
Ooralea - Bakers Creek	2016	7.5
Pioneer Valley	2006	3.9
Pioneer Valley	2011	3.3
Pioneer Valley	2016	6.6
Sarina	2006	4.4
Sarina	2011	4
Sarina	2016	9.3
Seaforth - Calen	2006	2.6
Seaforth - Calen	2011	3.4
Seaforth - Calen	2016	7.1
Shoal Point - Bucasia	2006	4.2
Shoal Point - Bucasia	2011	3.7
Shoal Point - Bucasia	2016	8.6
Slade Point	2006	4.3
Slade Point	2011	5.1
Slade Point	2016	11.2
South Mackay	2006	3.9
South Mackay	2011	4.1
South Mackay	2016	10.8
Walkerston - Eton	2006	2.3
Walkerston - Eton	2011	2.4
Walkerston - Eton	2016	6.1
West Mackay	2006	3.6
West Mackay	2011	3.6
West Mackay	2016	7.8
Airlie - Whitsundays	2006	3.1
Airlie - Whitsundays	2011	4.8
Airlie - Whitsundays	2016	5.5
Cape Conway	2006	0
Cape Conway	2011	0
Cape Conway	2016	0
Proserpine	2006	3.2
Proserpine	2011	4.5
Proserpine	2016	6.3
Beachmere - Sandstone Point	2006	6.7
Beachmere - Sandstone Point	2011	8.7
Beachmere - Sandstone Point	2016	9.2
Bribie Island	2006	7.7
Bribie Island	2011	8.3
Bribie Island	2016	9.6
Burpengary - East	2006	3
Burpengary - East	2011	3.7
Burpengary - East	2016	5.9
Caboolture	2006	8.5
Caboolture	2011	10.2
Caboolture	2016	12
Caboolture - South	2006	7.5
Caboolture - South	2011	10.6
Caboolture - South	2016	12.4
Elimbah	2006	3.8
Elimbah	2011	4.6
Elimbah	2016	6.8
Morayfield - East	2006	6.7
Morayfield - East	2011	7.9
Morayfield - East	2016	10.4
Wamuran	2006	3
Wamuran	2011	5
Wamuran	2016	5.5
Kilcoy	2006	4.6
Kilcoy	2011	5.3
Kilcoy	2016	6.7
Woodford - D'Aguilar	2006	4.5
Woodford - D'Aguilar	2011	5
Woodford - D'Aguilar	2016	6.1
Burpengary	2006	3.9
Burpengary	2011	6.2
Burpengary	2016	7.2
Deception Bay	2006	7.4
Deception Bay	2011	9
Deception Bay	2016	11.3
Morayfield	2006	3.9
Morayfield	2011	4.9
Morayfield	2016	6.6
Narangba	2006	4.4
Narangba	2011	5.2
Narangba	2016	6.7
Upper Caboolture	2006	3.6
Upper Caboolture	2011	5.6
Upper Caboolture	2016	5.4
Clontarf	2006	6.1
Clontarf	2011	6.9
Clontarf	2016	7.4
Margate - Woody Point	2006	7
Margate - Woody Point	2011	7.8
Margate - Woody Point	2016	10
Redcliffe	2006	7.6
Redcliffe	2011	6.9
Redcliffe	2016	9.7
Rothwell - Kippa-Ring	2006	5.4
Rothwell - Kippa-Ring	2011	7.5
Rothwell - Kippa-Ring	2016	8.7
Scarborough - Newport - Moreton Island	2006	4.7
Scarborough - Newport - Moreton Island	2011	5.6
Scarborough - Newport - Moreton Island	2016	6.4
Albany Creek	2006	2.6
Albany Creek	2011	3.8
Albany Creek	2016	4.7
Cashmere	2006	2.8
Cashmere	2011	3.7
Cashmere	2016	5
Dayboro	2006	2.5
Dayboro	2011	4
Dayboro	2016	4.3
Eatons Hill	2006	2
Eatons Hill	2011	3.4
Eatons Hill	2016	4.9
The Hills District	2006	2.4
The Hills District	2011	4
The Hills District	2016	4.8
Samford Valley	2006	2.8
Samford Valley	2011	4
Samford Valley	2016	4.6
Dakabin - Kallangur	2006	4.9
Dakabin - Kallangur	2011	6.3
Dakabin - Kallangur	2016	8.9
Murrumba Downs - Griffin	2006	2.4
Murrumba Downs - Griffin	2011	4.1
Murrumba Downs - Griffin	2016	6.2
North Lakes - Mango Hill	2006	3.4
North Lakes - Mango Hill	2011	5.1
North Lakes - Mango Hill	2016	7.4
Bray Park	2006	4.1
Bray Park	2011	5.4
Bray Park	2016	7.7
Lawnton	2006	5.6
Lawnton	2011	7.8
Lawnton	2016	8.9
Petrie	2006	3.8
Petrie	2011	5.3
Petrie	2016	7.3
Strathpine - Brendale	2006	4.8
Strathpine - Brendale	2011	6.6
Strathpine - Brendale	2016	8.4
Aurukun	2006	8.1
Aurukun	2011	22.2
Aurukun	2016	37.7
Cape York	2006	6.2
Cape York	2011	12.6
Cape York	2016	15.8
Croydon - Etheridge	2006	5.2
Croydon - Etheridge	2011	4.2
Croydon - Etheridge	2016	7
Kowanyama - Pormpuraaw	2006	3.2
Kowanyama - Pormpuraaw	2011	14.8
Kowanyama - Pormpuraaw	2016	30.2
Northern Peninsula	2006	5.9
Northern Peninsula	2011	8.5
Northern Peninsula	2016	20
Tablelands	2006	4.5
Tablelands	2011	5.6
Tablelands	2016	7.6
Torres	2006	4.8
Torres	2011	5.2
Torres	2016	7.7
Torres Strait Islands	2006	3.6
Torres Strait Islands	2011	7.5
Torres Strait Islands	2016	15.9
Weipa	2006	1
Weipa	2011	2.6
Weipa	2016	2.6
Carpentaria	2006	4.4
Carpentaria	2011	9.3
Carpentaria	2016	14.1
Mount Isa	2006	3.9
Mount Isa	2011	4.4
Mount Isa	2016	6.1
Mount Isa Region	2006	3.1
Mount Isa Region	2011	4.4
Mount Isa Region	2016	4.7
Northern Highlands	2006	2.2
Northern Highlands	2011	2.2
Northern Highlands	2016	3.3
Barcaldine - Blackall	2006	2.9
Barcaldine - Blackall	2011	2.5
Barcaldine - Blackall	2016	3.1
Charleville	2006	2.6
Charleville	2011	4.7
Charleville	2016	5.2
Far Central West	2006	3.1
Far Central West	2011	3.3
Far Central West	2016	4
Far South West	2006	5.4
Far South West	2011	4.3
Far South West	2016	4.2
Longreach	2006	2.8
Longreach	2011	2.4
Longreach	2016	3.5
Buderim - North	2006	4.7
Buderim - North	2011	6.1
Buderim - North	2016	7
Buderim - South	2006	4.7
Buderim - South	2011	5.7
Buderim - South	2016	6.6
Mountain Creek	2006	5.4
Mountain Creek	2011	6.7
Mountain Creek	2016	7.1
Sippy Downs	2006	8.5
Sippy Downs	2011	9
Sippy Downs	2016	10
Aroona - Currimundi	2006	5.7
Aroona - Currimundi	2011	7
Aroona - Currimundi	2016	6.6
Buddina - Minyama	2006	5
Buddina - Minyama	2011	7
Buddina - Minyama	2016	7.2
Caloundra - Kings Beach	2006	8.2
Caloundra - Kings Beach	2011	8.9
Caloundra - Kings Beach	2016	9.6
Caloundra - West	2006	4.8
Caloundra - West	2011	6.7
Caloundra - West	2016	6.9
