SA2_NAME16	Year	averageNumberOfPersonsPerBedroom
Lethbridge Park - Tregear	2011	0.9
Mount Druitt - Whalan	2011	1.1
Prospect Reservoir	2011	0
Rooty Hill - Minchinbury	2011	0.9
Banksmeadow	2011	1
Botany	2011	1
Mascot - Eastlakes	2011	1.1
Pagewood - Hillsdale - Daceyville	2011	1
Port Botany Industrial	2011	0
Sydney Airport	2011	0
Marrickville	2011	1
Petersham - Stanmore	2011	1
Sydenham - Tempe - St Peters	2011	1
Darlinghurst	2011	1.1
Erskineville - Alexandria	2011	1.1
Glebe - Forest Lodge	2011	1
Newtown - Camperdown - Darlington	2011	1
Potts Point - Woolloomooloo	2011	1.1
Pyrmont - Ultimo	2011	1.2
Redfern - Chippendale	2011	1
Surry Hills	2011	1.1
Sydney - Haymarket - The Rocks	2011	1.3
Waterloo - Beaconsfield	2011	1.1
Bondi - Tamarama - Bronte	2011	1
Bondi Beach - North Bondi	2011	1
Bondi Junction - Waverly	2011	1
Centennial Park	2011	0
Double Bay - Bellevue Hill	2011	0.9
Dover Heights	2011	0.9
Paddington - Moore Park	2011	1
Rose Bay - Vaucluse - Watsons Bay	2011	0.9
Woollahra	2011	0.9
Coogee - Clovelly	2011	1
Malabar - La Perouse - Chifley	2011	0.9
Kensington (NSW)	2011	1.1
Kingsford	2011	1.1
Maroubra - North	2011	1
Maroubra - South	2011	0.9
Maroubra - West	2011	1
Randwick - North	2011	1
Randwick - South	2011	1
Bass Hill - Georges Hall	2011	0.9
Chullora	2011	0
Condell Park	2011	1
Greenacre - Mount Lewis	2011	1.1
Padstow	2011	0.9
Panania - Milperra - Picnic Point	2011	0.9
Revesby	2011	0.9
Yagoona - Birrong	2011	1
Bankstown - North	2011	1.2
Bankstown - South	2011	1.2
Belmore - Belfield	2011	1
Canterbury (South) - Campsie	2011	1.2
Kingsgrove (North) - Earlwood	2011	0.9
Punchbowl	2011	1.2
Roselands	2011	1
Lakemba	2011	1.3
Wiley Park	2011	1.3
Hurstville	2011	1.1
Mortdale - Penshurst	2011	1
Narwee - Beverly Hills	2011	1
Oatley - Hurstville Grove	2011	0.9
Peakhurst - Lugarno	2011	0.8
Riverwood	2011	0.9
South Hurstville - Blakehurst	2011	1
Arncliffe - Bardwell Valley	2011	1.1
Bexley	2011	1.1
Kingsgrove (South) - Bardwell Park	2011	1
Kogarah	2011	1.1
Kogarah Bay - Carlton - Allawah	2011	1
Monterey - Brighton-le-Sands - Kyeemagh	2011	0.9
Rockdale - Banksia	2011	1.1
Sans Souci - Ramsgate	2011	0.8
Concord - Mortlake - Cabarita	2011	0.9
Concord West - North Strathfield	2011	1.1
Drummoyne - Rodd Point	2011	0.9
Five Dock - Abbotsford	2011	0.9
Balmain	2011	0.9
Leichhardt - Annandale	2011	1
Lilyfield - Rozelle	2011	1
Ashfield	2011	1.1
Burwood - Croydon	2011	1
Canterbury (North) - Ashbury	2011	1
Croydon Park - Enfield	2011	1
Dulwich Hill - Lewisham	2011	1
Haberfield - Summer Hill	2011	1
Homebush	2011	1.2
Strathfield	2011	1
Strathfield South	2011	1
Chatswood (East) - Artarmon	2011	1.1
Chatswood (West) - Lane Cove North	2011	1
Lane Cove - Greenwich	2011	0.9
St Leonards - Naremburn	2011	1.1
Willoughby - Castle Cove - Northbridge	2011	0.9
Asquith - Mount Colah	2011	0.9
Berowra - Brooklyn - Cowan	2011	0.9
Normanhurst - Thornleigh - Westleigh	2011	0.8
Hornsby - East	2011	1.1
Hornsby - West	2011	0.9
Waitara - Wahroonga (West)	2011	1.1
Gordon - Killara	2011	0.8
Lindfield - Roseville	2011	0.9
Pymble	2011	0.8
St Ives	2011	0.8
Turramurra	2011	0.8
Wahroonga (East) - Warrawee	2011	0.8
Cremorne - Cammeray	2011	0.9
Crows Nest - Waverton	2011	1
Mosman	2011	0.9
Neutral Bay - Kirribilli	2011	1
North Sydney - Lavender Bay	2011	1
Balgowlah - Clontarf - Seaforth	2011	0.9
Manly - Fairlight	2011	1
Avalon - Palm Beach	2011	0.8
Bayview - Elanora Heights	2011	0.8
Newport - Bilgola	2011	0.9
Warriewood - Mona Vale	2011	0.9
Beacon Hill - Narraweena	2011	0.9
Cromer	2011	0.9
Dee Why - North Curl Curl	2011	1.1
Forestville - Killarney Heights	2011	0.9
Frenchs Forest - Belrose	2011	0.8
Freshwater - Brookvale	2011	1
Manly Vale - Allambie Heights	2011	1
Narrabeen - Collaroy	2011	0.9
Terrey Hills - Duffys Forest	2011	0.8
Camden - Ellis Lane	2011	0.8
Elderslie - Harrington Park	2011	0.8
Mount Annan - Currans Hill	2011	0.8
Bradbury - Wedderburn	2011	0.9
Campbelltown - Woodbine	2011	0.8
Claymore - Eagle Vale - Raby	2011	0.9
Holsworthy Military Area	2011	0
Ingleburn - Denham Court	2011	0.9
Leumeah - Minto Heights	2011	0.8
Macquarie Fields - Glenfield	2011	0.9
Minto - St Andrews	2011	0.9
Rosemeadow - Glen Alpine	2011	0.9
Bargo	2011	0.8
Douglas Park - Appin	2011	0.8
Picton - Tahmoor - Buxton	2011	0.8
The Oaks - Oakdale	2011	0.9
Blackheath - Megalong Valley	2011	0.7
Blaxland - Warrimoo - Lapstone	2011	0.8
Blue Mountains - North	2011	1.6
Katoomba - Leura	2011	0.7
Lawson - Hazelbrook - Linden	2011	0.8
Springwood - Winmalee	2011	0.8
Wentworth Falls	2011	0.7
Blue Mountains - South	2011	0
Cambridge Park	2011	0.8
Castlereagh - Cranebrook	2011	0.9
Emu Plains - Leonay	2011	0.8
Glenmore Park - Regentville	2011	0.8
Jamisontown - South Penrith	2011	0.8
Kingswood - Werrington	2011	0.9
Mulgoa - Luddenham - Orchard Hills	2011	0.8
Penrith	2011	0.8
Warragamba - Silverdale	2011	0.8
Richmond - Clarendon	2011	0.8
Windsor - Bligh Park	2011	0.8
Yarramundi - Londonderry	2011	1
Erskine Park	2011	0.9
St Clair	2011	0.9
Colyton - Oxley Park	2011	0.9
St Marys - North St Marys	2011	0.9
Homebush Bay - Silverwater	2011	1
Rookwood Cemetery	2011	0
Auburn - Central	2011	1.2
Auburn - North	2011	1.4
Auburn - South	2011	1.1
Berala	2011	1.1
Lidcombe	2011	1.1
Regents Park	2011	1.1
Carlingford	2011	0.9
Ermington - Rydalmere	2011	0.9
Oatlands - Dundas Valley	2011	0.9
Chester Hill - Sefton	2011	1
Fairfield - East	2011	1.1
Granville - Clyde	2011	1.1
Greystanes - Pemulwuy	2011	0.9
Guildford - South Granville	2011	1.1
Guildford West - Merrylands West	2011	1
Merrylands - Holroyd	2011	1
Smithfield Industrial	2011	0
Yennora Industrial	2011	0
North Parramatta	2011	1
North Rocks	2011	0.8
Northmead	2011	1
Parramatta - Rosehill	2011	1.2
Toongabbie - Constitution Hill	2011	0.9
Winston Hills	2011	0.8
Pendle Hill - Girraween	2011	1
Wentworthville - Westmead	2011	1.1
Epping - North Epping	2011	0.9
Pennant Hills - Cheltenham	2011	0.8
Eastwood - Denistone	2011	0.9
Gladesville - Huntleys Point	2011	0.9
Hunters Hill - Woolwich	2011	0.8
Macquarie Park - Marsfield	2011	1
North Ryde - East Ryde	2011	0.9
West Ryde - Meadowbank	2011	1.1
Putney	2011	0.9
Ryde	2011	0.9
Ashcroft - Busby - Miller	2011	1
Austral - Greendale	2011	0.9
Cobbitty - Leppington	2011	0.9
Badgerys Creek	2011	0.9
Cecil Hills	2011	0.9
Green Valley	2011	1
Hinchinbrook	2011	1
Hoxton Park - Carnes Hill - Horningsea Park	2011	0.9
West Hoxton - Middleton Grange	2011	0.9
Bonnyrigg Heights - Bonnyrigg	2011	1
Bossley Park - Abbotsbury	2011	0.9
Cabramatta - Lansvale	2011	1.2
Cabramatta West - Mount Pritchard	2011	1
Canley Vale - Canley Heights	2011	1.1
Edensor Park	2011	1
Fairfield	2011	1.2
Fairfield - West	2011	1
Greenfield Park - Prairiewood	2011	1
Horsley Park - Kemps Creek	2011	0.9
Smithfield - Wetherill Park	2011	0.9
St Johns Park - Wakeley	2011	1
Wetherill Park Industrial	2011	0
Casula	2011	0.9
Chipping Norton - Moorebank	2011	0.8
Holsworthy - Wattle Grove	2011	0.9
Liverpool	2011	1.1
Lurnea - Cartwright	2011	1
Prestons - Edmondson Park	2011	0.9
Warwick Farm	2011	1.1
Gymea - Grays Point	2011	0.9
Miranda - Yowie Bay	2011	0.9
Sylvania - Taren Point	2011	0.8
Caringbah	2011	0.9
Caringbah South	2011	0.8
Cronulla - Kurnell - Bundeena	2011	0.9
Lilli Pilli - Port Hacking - Dolans Bay	2011	0.8
Woolaware - Burraneer	2011	0.9
Heathcote - Waterfall	2011	0.9
Illawong - Alfords Point	2011	0.8
Menai - Lucas Heights - Woronora	2011	0.9
Oyster Bay - Como - Jannali	2011	0.9
Royal National Park	2011	0
Sutherland - Kirrawee	2011	0.9
Engadine	2011	0.9
Loftus - Yarrawarrah	2011	0.8
Woronora Heights	2011	0.9
Migratory - Offshore - Shipping (NSW)	2011	0
No usual address (NSW)	2011	0
Alfredton	2011	0.8
Ballarat	2011	0.8
Ballarat - North	2011	0.8
Ballarat - South	2011	0.8
Buninyong	2011	0.8
Delacombe	2011	0.8
Smythes Creek	2011	0.9
Wendouree - Miners Rest	2011	0.8
Bacchus Marsh Region	2011	0.8
Creswick - Clunes	2011	0.8
Daylesford	2011	0.8
Gordon (Vic.)	2011	0.8
Avoca	2011	0.8
Beaufort	2011	0.8
Golden Plains - North	2011	0.8
Maryborough (Vic.)	2011	0.8
Maryborough Region	2011	0.8
Bendigo	2011	0.8
California Gully - Eaglehawk	2011	0.8
East Bendigo - Kennington	2011	0.7
Flora Hill - Spring Gully	2011	0.8
Kangaroo Flat - Golden Square	2011	0.8
Maiden Gully	2011	0.9
Strathfieldsaye	2011	0.8
White Hills - Ascot	2011	0.8
Bendigo Region - South	2011	0.8
Castlemaine	2011	0.8
Castlemaine Region	2011	0.8
Heathcote	2011	0.8
Kyneton	2011	0.8
Woodend	2011	0.8
Bendigo Region - North	2011	0.8
Loddon	2011	0.8
Bannockburn	2011	0.8
Golden Plains - South	2011	0.8
Winchelsea	2011	0.8
Belmont	2011	0.8
Corio - Norlane	2011	0.8
Geelong	2011	0.8
Geelong West - Hamlyn Heights	2011	0.8
Grovedale	2011	0.8
Highton	2011	0.8
Lara	2011	0.8
Leopold	2011	0.8
Newcomb - Moolap	2011	0.8
Newtown (Vic.)	2011	0.8
North Geelong - Bell Park	2011	0.8
Clifton Springs	2011	0.8
Lorne - Anglesea	2011	0.8
Ocean Grove - Barwon Heads	2011	0.8
Portarlington	2011	0.7
Point Lonsdale - Queenscliff	2011	0.7
Torquay	2011	0.8
Alexandra	2011	0.8
Euroa	2011	0.8
Kilmore - Broadford	2011	0.8
Mansfield (Vic.)	2011	0.7
Nagambie	2011	0.8
Seymour	2011	0.8
Seymour Region	2011	0.9
Upper Yarra Valley	2011	0.9
Yea	2011	0.8
Benalla	2011	0.7
Benalla Region	2011	0.8
Rutherglen	2011	0.8
Wangaratta	2011	0.8
Wangaratta Region	2011	0.8
Beechworth	2011	0.8
Bright - Mount Beauty	2011	0.8
Chiltern - Indigo Valley	2011	0.8
Myrtleford	2011	0.7
Towong	2011	0.7
West Wodonga	2011	0.8
Wodonga	2011	0.8
Yackandandah	2011	0.8
Drouin	2011	0.8
Mount Baw Baw Region	2011	0.8
Trafalgar (Vic.)	2011	0.8
Warragul	2011	0.8
Alps - East	2011	0
Bairnsdale	2011	0.8
Bruthen - Omeo	2011	0.8
Lake King	2011	0
Lakes Entrance	2011	0.8
Orbost	2011	0.8
Paynesville	2011	0.7
Foster	2011	0.7
French Island	2011	0.7
Korumburra	2011	0.8
Leongatha	2011	0.8
Phillip Island	2011	0.7
Wilsons Promontory	2011	1.3
Wonthaggi - Inverloch	2011	0.7
Churchill	2011	0.8
Moe - Newborough	2011	0.8
Morwell	2011	0.8
Traralgon	2011	0.8
Yallourn North - Glengarry	2011	0.8
Alps - West	2011	1
Longford - Loch Sport	2011	0.8
Maffra	2011	0.8
Rosedale	2011	0.8
Sale	2011	0.8
Yarram	2011	0.7
Brunswick	2011	1
Brunswick East	2011	0.9
Brunswick West	2011	1
Coburg	2011	0.9
Pascoe Vale South	2011	0.9
Alphington - Fairfield	2011	1
Northcote	2011	1
Thornbury	2011	1
Ascot Vale	2011	0.9
Essendon - Aberfeldie	2011	0.9
Flemington	2011	1
Moonee Ponds	2011	0.9
Carlton	2011	1.1
Docklands	2011	1.1
East Melbourne	2011	1
Flemington Racecourse	2011	1
Kensington (Vic.)	2011	1
Melbourne	2011	1.2
North Melbourne	2011	1
Parkville	2011	1
South Yarra - West	2011	1
Southbank	2011	1
West Melbourne	2011	0
Albert Park	2011	0.9
Elwood	2011	1
Port Melbourne	2011	0.9
Port Melbourne Industrial	2011	0
South Melbourne	2011	0.9
St Kilda	2011	1
St Kilda East	2011	1
Armadale	2011	0.9
Prahran - Windsor	2011	1
South Yarra - East	2011	1
Toorak	2011	0.8
Abbotsford	2011	1
Carlton North - Princes Hill	2011	0.9
Collingwood	2011	1
Fitzroy	2011	1
Fitzroy North	2011	0.9
Richmond (Vic.)	2011	1
Yarra - North	2011	0.9
Ashburton (Vic.)	2011	0.9
Balwyn	2011	0.8
Balwyn North	2011	0.8
Camberwell	2011	0.9
Glen Iris - East	2011	0.9
Hawthorn	2011	1
Hawthorn East	2011	1
Kew	2011	0.9
Kew East	2011	0.9
Surrey Hills (West) - Canterbury	2011	0.9
Bulleen	2011	0.8
Doncaster	2011	0.8
Templestowe	2011	0.8
Templestowe Lower	2011	0.8
Doncaster East (North)	2011	0.8
Doncaster East (South)	2011	0.8
Blackburn	2011	0.8
Blackburn South	2011	0.9
Box Hill	2011	0.9
Box Hill North	2011	0.8
Burwood	2011	0.9
Burwood East	2011	0.8
Surrey Hills (East) - Mont Albert	2011	0.9
Beaumaris	2011	0.8
Brighton (Vic.)	2011	0.8
Brighton East	2011	0.9
Cheltenham - Highett (West)	2011	0.9
Hampton	2011	0.9
Sandringham - Black Rock	2011	0.8
Bentleigh - McKinnon	2011	0.9
Carnegie	2011	1
Caulfield - North	2011	0.9
Caulfield - South	2011	0.9
Elsternwick	2011	0.9
Hughesdale	2011	0.9
Murrumbeena	2011	1
Ormond - Glen Huntly	2011	1
Bentleigh East (North)	2011	0.9
Bentleigh East (South)	2011	0.8
Aspendale Gardens - Waterways	2011	0.9
Braeside	2011	0.3
Carrum - Patterson Lakes	2011	0.8
Chelsea - Bonbeach	2011	0.8
Chelsea Heights	2011	0.9
Cheltenham - Highett (East)	2011	0.8
Edithvale - Aspendale	2011	0.8
Mentone	2011	0.9
Moorabbin - Heatherton	2011	0.9
Moorabbin Airport	2011	0
Mordialloc - Parkdale	2011	0.9
Malvern - Glen Iris	2011	0.9
Malvern East	2011	0.9
Bundoora - East	2011	0.8
Greensborough	2011	0.8
Heidelberg - Rosanna	2011	0.8
Heidelberg West	2011	0.9
Ivanhoe	2011	0.9
Ivanhoe East - Eaglemont	2011	0.9
Montmorency - Briar Hill	2011	0.8
Viewbank - Yallambie	2011	0.8
Watsonia	2011	0.8
Kingsbury	2011	0.9
Reservoir - East	2011	0.9
Reservoir - West	2011	0.9
Preston - East	2011	1
Preston - West	2011	0.9
Eltham	2011	0.9
Hurstbridge	2011	0.9
Kinglake	2011	0.9
Panton Hill - St Andrews	2011	0.9
Plenty - Yarrambat	2011	0.9
Research - North Warrandyte	2011	0.8
Wattle Glen - Diamond Creek	2011	0.9
Bundoora - North	2011	0.9
Bundoora - West	2011	0.8
Lalor	2011	0.9
Mill Park - North	2011	0.9
Mill Park - South	2011	0.9
Thomastown	2011	0.9
Wallan	2011	0.9
Whittlesea	2011	0.8
Doreen	2011	0.8
Epping - East	2011	0.9
Epping - South	2011	0.9
Epping - West	2011	0.8
Mernda	2011	0.8
South Morang (North)	2011	0.9
South Morang (South)	2011	0.9
Wollert	2011	0.8
Airport West	2011	0.8
Essendon Airport	2011	0
Keilor	2011	0.8
Keilor East	2011	0.8
Niddrie - Essendon West	2011	0.8
Strathmore	2011	0.9
Gisborne	2011	0.8
Macedon	2011	0.8
Riddells Creek	2011	0.8
Romsey	2011	0.8
Coburg North	2011	0.9
Fawkner	2011	0.9
Pascoe Vale	2011	0.9
Glenroy	2011	0.9
Gowanbrae	2011	0.8
Hadfield	2011	0.9
Sunbury	2011	0.8
Sunbury - South	2011	0.8
Broadmeadows	2011	1
Campbellfield - Coolaroo	2011	1
Gladstone Park - Westmeadows	2011	0.8
Greenvale - Bulla	2011	0.9
Meadow Heights	2011	1.1
Melbourne Airport	2011	0.6
Roxburgh Park - Somerton	2011	1.1
Tullamarine	2011	0.8
Craigieburn - Central	2011	0.9
Craigieburn - North	2011	0.9
Craigieburn - South	2011	0.9
Craigieburn - West	2011	0.8
Mickleham - Yuroke	2011	0.9
Bayswater	2011	0.8
Knoxfield - Scoresby	2011	0.8
Lysterfield	2011	0.9
Rowville - Central	2011	0.9
Rowville - North	2011	0.9
Rowville - South	2011	0.9
Wantirna	2011	0.8
Wantirna South	2011	0.8
Boronia	2011	0.8
Ferntree Gully (North)	2011	0.8
Ferntree Gully (South) - Upper Ferntree Gully	2011	0.8
The Basin	2011	0.8
Donvale - Park Orchards	2011	0.8
Warrandyte - Wonga Park	2011	0.8
Bayswater North	2011	0.8
Croydon Hills - Warranwood	2011	0.9
Ringwood	2011	0.8
Ringwood East	2011	0.8
Ringwood North	2011	0.8
Croydon - East	2011	0.8
Croydon - West	2011	0.8
Croydon South	2011	0.8
Forest Hill	2011	0.8
Mitcham (Vic.)	2011	0.8
Nunawading	2011	0.9
Vermont	2011	0.8
Vermont South	2011	0.8
Belgrave - Selby	2011	0.9
Chirnside Park	2011	0.8
Healesville - Yarra Glen	2011	0.8
Kilsyth	2011	0.8
Lilydale - Coldstream	2011	0.8
Monbulk - Silvan	2011	0.8
Montrose	2011	0.8
Mooroolbark	2011	0.8
Mount Dandenong - Olinda	2011	0.8
Mount Evelyn	2011	0.9
Upwey - Tecoma	2011	0.8
Wandin - Seville	2011	0.9
Yarra Valley	2011	0.8
Beaconsfield - Officer	2011	0.9
Bunyip - Garfield	2011	0.9
Emerald - Cockatoo	2011	0.9
Koo Wee Rup	2011	0.8
Pakenham - North	2011	0.8
Pakenham - South	2011	0.8
Berwick - North	2011	0.8
Berwick - South	2011	0.9
Doveton	2011	0.9
Hallam	2011	0.9
Narre Warren North	2011	0.9
Endeavour Hills - North	2011	0.9
Endeavour Hills - South	2011	0.9
Narre Warren - North East	2011	0.9
Narre Warren - South West	2011	0.9
Cranbourne	2011	0.8
Cranbourne East	2011	0.8
Cranbourne North	2011	0.9
Cranbourne South	2011	0.8
Cranbourne West	2011	0.9
Hampton Park - Lynbrook	2011	1
Lynbrook - Lyndhurst	2011	0.9
Pearcedale - Tooradin	2011	0.8
Narre Warren South (East)	2011	0.9
Narre Warren South (West)	2011	0.9
Clarinda - Oakleigh South	2011	0.9
Clayton South	2011	1
Dandenong	2011	1.1
Dandenong North	2011	0.9
Dingley Village	2011	0.8
Keysborough	2011	0.9
Noble Park North	2011	0.9
Springvale	2011	1
Springvale South	2011	1
Noble Park - East	2011	1
Noble Park - West	2011	1
Ashwood - Chadstone	2011	0.9
Clayton	2011	1
Glen Waverley - East	2011	0.8
Glen Waverley - West	2011	0.8
Mount Waverley - North	2011	0.8
Mount Waverley - South	2011	0.8
Mulgrave	2011	0.8
Oakleigh - Huntingdale	2011	0.9
Wheelers Hill	2011	0.8
Ardeer - Albion	2011	1
Cairnlea	2011	0.9
Deer Park - Derrimut	2011	0.9
Delahey	2011	1
Keilor Downs	2011	0.9
Kings Park (Vic.)	2011	0.9
St Albans - North	2011	0.9
St Albans - South	2011	0.9
Sunshine	2011	1
Sunshine North	2011	1
Sunshine West	2011	0.9
Sydenham	2011	0.9
Taylors Lakes	2011	0.9
Altona	2011	0.8
Altona Meadows	2011	0.9
Altona North	2011	0.9
Newport	2011	0.9
Seabrook	2011	0.9
Williamstown	2011	0.9
Braybrook	2011	1
Footscray	2011	1.1
Maribyrnong	2011	0.9
Seddon - Kingsville	2011	0.9
West Footscray - Tottenham	2011	1
Yarraville	2011	0.9
Bacchus Marsh	2011	0.8
Hillside	2011	0.9
Melton	2011	0.8
Melton South	2011	0.8
Melton West	2011	0.8
Rockbank - Mount Cottrell	2011	0.9
Taylors Hill	2011	0.9
Burnside	2011	0.9
Burnside Heights	2011	0.9
Caroline Springs	2011	0.9
Hoppers Crossing - North	2011	0.9
Hoppers Crossing - South	2011	0.8
Laverton	2011	0.9
Tarneit	2011	0.8
Truganina	2011	0.8
Werribee - South	2011	0.8
Wyndham Vale	2011	0.8
Point Cook - East	2011	0.8
Point Cook - North	2011	0.9
Point Cook - South	2011	0.8
Werribee - East	2011	0.9
Werribee - West	2011	0.8
Carrum Downs	2011	0.8
Frankston	2011	0.8
Frankston North	2011	0.8
Frankston South	2011	0.8
Langwarrin	2011	0.8
Seaford (Vic.)	2011	0.8
Skye - Sandhurst	2011	0.8
Dromana	2011	0.7
Flinders	2011	0.8
Hastings - Somers	2011	0.8
Mornington	2011	0.8
Mount Eliza	2011	0.8
Mount Martha	2011	0.8
Point Nepean	2011	0.7
Rosebud - McCrae	2011	0.7
Somerville	2011	0.8
Ararat	2011	0.8
Ararat Region	2011	0.7
Horsham	2011	0.7
Horsham Region	2011	0.8
Nhill Region	2011	0.8
St Arnaud	2011	0.8
Stawell	2011	0.8
West Wimmera	2011	0.7
Yarriambiack	2011	0.7
Irymple	2011	0.8
Merbein	2011	0.8
Mildura Region	2011	0.8
Red Cliffs	2011	0.8
Mildura - North	2011	0.8
Mildura - South	2011	0.8
Buloke	2011	0.7
Gannawarra	2011	0.7
Kerang	2011	0.7
Robinvale	2011	0.9
Swan Hill	2011	0.8
Swan Hill Region	2011	0.8
Echuca	2011	0.8
Kyabram	2011	0.8
Lockington - Gunbower	2011	0.8
Rochester	2011	0.7
Rushworth	2011	0.8
Cobram	2011	0.8
Moira	2011	0.8
Numurkah	2011	0.8
Yarrawonga	2011	0.7
Mooroopna	2011	0.8
Shepparton - North	2011	0.8
Shepparton - South	2011	0.8
Shepparton Region - East	2011	0.8
Shepparton Region - West	2011	0.8
Glenelg (Vic.)	2011	0.8
Hamilton (Vic.)	2011	0.7
Portland	2011	0.7
Southern Grampians	2011	0.7
Camperdown	2011	0.7
Colac	2011	0.8
Colac Region	2011	0.8
Corangamite - North	2011	0.8
Corangamite - South	2011	0.8
Otway	2011	0.8
Moyne - East	2011	0.8
Moyne - West	2011	0.8
Warrnambool - North	2011	0.8
Warrnambool - South	2011	0.8
Migratory - Offshore - Shipping (Vic.)	2011	0
No usual address (Vic.)	2011	0
Alexandra Hills	2011	0.8
Belmont - Gumdale	2011	0.8
Birkdale	2011	0.8
Capalaba	2011	0.8
Thorneside	2011	0.8
Wellington Point	2011	0.8
Cleveland	2011	0.8
Ormiston	2011	0.8
Redland Bay	2011	0.8
Sheldon - Mount Cotton	2011	0.8
Thornlands	2011	0.8
Victoria Point	2011	0.8
Redland Islands	2011	0.8
Brisbane Port - Lytton	2011	0
Manly - Lota	2011	0.8
Manly West	2011	0.8
Murarrie	2011	0.8
Tingalpa	2011	0.8
Wakerley	2011	0.8
Wynnum	2011	0.8
Wynnum West - Hemmant	2011	0.8
Bald Hills	2011	0.8
Bridgeman Downs	2011	0.8
Carseldine	2011	0.7
Everton Park	2011	0.8
McDowall	2011	0.8
Aspley	2011	0.8
Chermside	2011	0.8
Chermside West	2011	0.8
Geebung	2011	0.8
Kedron - Gordon Park	2011	0.8
Stafford	2011	0.8
Stafford Heights	2011	0.8
Wavell Heights	2011	0.8
Boondall	2011	0.8
Brisbane Airport	2011	0.8
Eagle Farm - Pinkenba	2011	0.8
Northgate - Virginia	2011	0.8
Nudgee - Banyo	2011	0.8
Nundah	2011	0.9
Bracken Ridge	2011	0.8
Brighton (Qld)	2011	0.8
Deagon	2011	0.8
Sandgate - Shorncliffe	2011	0.9
Taigum - Fitzgibbon	2011	0.8
Zillmere	2011	0.8
Camp Hill	2011	0.8
Cannon Hill	2011	0.8
Carina	2011	0.8
Carina Heights	2011	0.8
Carindale	2011	0.8
Annerley	2011	0.9
Coorparoo	2011	0.9
Fairfield - Dutton Park	2011	0.9
Greenslopes	2011	0.9
Holland Park	2011	0.9
Holland Park West	2011	0.8
Woolloongabba	2011	1
Yeronga	2011	0.8
Eight Mile Plains	2011	0.8
Macgregor (Qld)	2011	0.8
Mansfield (Qld)	2011	0.8
Mount Gravatt	2011	0.8
Rochedale - Burbank	2011	0.8
Upper Mount Gravatt	2011	0.8
Wishart	2011	0.8
Coopers Plains	2011	0.8
Moorooka	2011	0.9
Robertson	2011	0.8
Salisbury - Nathan	2011	0.8
Tarragindi	2011	0.8
Algester	2011	0.8
Calamvale - Stretton	2011	0.8
Pallara - Willawong	2011	0.8
Parkinson - Drewvale	2011	0.8
Rocklea - Acacia Ridge	2011	0.8
Kuraby	2011	0.9
Runcorn	2011	0.9
Sunnybank	2011	0.8
Sunnybank Hills	2011	0.8
Jindalee - Mount Ommaney	2011	0.7
Middle Park - Jamboree Heights	2011	0.8
Riverhills	2011	0.8
Seventeen Mile Rocks - Sinnamon Park	2011	0.8
Westlake	2011	0.8
Bellbowrie - Moggill	2011	0.8
Brookfield - Kenmore Hills	2011	0.8
Chapel Hill	2011	0.8
Fig Tree Pocket	2011	0.8
Kenmore	2011	0.8
Pinjarra Hills - Pullenvale	2011	0.8
Chelmer - Graceville	2011	0.8
Corinda	2011	0.8
Indooroopilly	2011	0.9
Sherwood	2011	0.8
St Lucia	2011	0.9
Taringa	2011	0.9
Enoggera	2011	0.8
Enoggera Reservoir	2011	0.8
Keperra	2011	0.8
Mitchelton	2011	0.8
Mount Coot-tha	2011	0
The Gap	2011	0.8
Upper Kedron - Ferny Grove	2011	0.8
Brisbane City	2011	1
Fortitude Valley	2011	1.1
Highgate Hill	2011	0.9
Kangaroo Point	2011	0.9
New Farm	2011	0.9
South Brisbane	2011	1
Spring Hill	2011	1.1
West End	2011	1
Balmoral	2011	0.8
Bulimba	2011	0.9
East Brisbane	2011	0.9
Hawthorne	2011	0.8
Morningside - Seven Hills	2011	0.8
Norman Park	2011	0.8
Albion	2011	0.8
Alderley	2011	0.8
Ascot	2011	0.8
Clayfield	2011	0.8
Grange	2011	0.8
Hamilton (Qld)	2011	0.8
Hendra	2011	0.8
Kelvin Grove - Herston	2011	1
Newmarket	2011	0.9
Newstead - Bowen Hills	2011	0.9
Wilston	2011	0.9
Windsor	2011	0.9
Wooloowin - Lutwyche	2011	0.9
Ashgrove	2011	0.9
Auchenflower	2011	0.9
Bardon	2011	0.8
Paddington - Milton	2011	0.9
Red Hill (Qld)	2011	0.9
Toowong	2011	0.9
Brinsmead	2011	0.8
Clifton Beach - Kewarra Beach	2011	0.8
Freshwater - Stratford	2011	0.8
Redlynch	2011	0.8
Trinity Beach - Smithfield	2011	0.8
Yorkeys Knob - Machans Beach	2011	0.8
Bentley Park	2011	0.9
Cairns City	2011	0.9
Earlville - Bayview Heights	2011	0.8
Edmonton	2011	0.9
Gordonvale - Trinity	2011	0.9
Kanimbla - Mooroobool	2011	0.8
Lamb Range	2011	0
Manoora	2011	1
Manunda	2011	0.9
Mount Sheridan	2011	0.8
Westcourt - Bungalow	2011	1
White Rock	2011	0.8
Whitfield - Edge Hill	2011	0.8
Woree	2011	0.9
Babinda	2011	0.8
Innisfail	2011	0.8
Johnstone	2011	0.8
Tully	2011	0.9
Wooroonooran	2011	0
Yarrabah	2011	1.5
Daintree	2011	0.9
Port Douglas	2011	0.8
Atherton	2011	0.8
Herberton	2011	0.9
Kuranda	2011	1
Malanda - Yungaburra	2011	0.8
