SA2_NAME16	Year	adults
Bundaberg Region - North	2016	7283
Bundaberg Region - South	2006	6728
Bundaberg Region - South	2011	7762
Bundaberg Region - South	2016	8298
Bundall	2006	3383
Bundall	2011	3445
Bundall	2016	3720
Bundamba	2006	5749
Bundamba	2011	6188
Bundamba	2016	7196
Bundoora - East	2006	7646
Bundoora - East	2011	7928
Bundoora - East	2016	8287
Bundoora - North	2006	3536
Bundoora - North	2011	4410
Bundoora - North	2016	6184
Bundoora - West	2006	5408
Bundoora - West	2011	5314
Bundoora - West	2016	5409
Buninyong	2006	4535
Buninyong	2011	5270
Buninyong	2016	5671
Bunyip - Garfield	2006	5830
Bunyip - Garfield	2011	6427
Bunyip - Garfield	2016	6930
Burdekin	2006	6444
Burdekin	2011	6417
Burdekin	2016	6521
Burleigh Heads	2006	6666
Burleigh Heads	2011	7022
Burleigh Heads	2016	7682
Burleigh Waters	2006	10566
Burleigh Waters	2011	11310
Burleigh Waters	2016	11426
Burnie - Ulverstone Region	2006	3774
Burnie - Ulverstone Region	2011	4044
Burnie - Ulverstone Region	2016	4084
Burnie - Wivenhoe	2006	3022
Burnie - Wivenhoe	2011	3085
Burnie - Wivenhoe	2016	3025
Burnside	2006	3470
Burnside	2011	3398
Burnside	2016	3736
Burnside - Wattle Park	2006	15083
Burnside - Wattle Park	2011	15076
Burnside - Wattle Park	2016	15364
Burnside Heights	2006	559
Burnside Heights	2011	3626
Burnside Heights	2016	4266
Burpengary	2006	8377
Burpengary	2011	10138
Burpengary	2016	11133
Burpengary - East	2006	2625
Burpengary - East	2011	2843
Burpengary - East	2016	3192
Burrum - Fraser	2006	5702
Burrum - Fraser	2011	7021
Burrum - Fraser	2016	8018
Burwood	2006	8494
Burwood	2011	9370
Burwood	2016	10857
Burwood - Croydon	2006	16890
Burwood - Croydon	2011	18029
Burwood - Croydon	2016	21641
Burwood East	2006	8494
Burwood East	2011	8727
Burwood East	2016	8803
Busselton	2006	14164
Busselton	2011	17225
Busselton	2016	21126
Busselton Region	2006	5640
Busselton Region	2011	6498
Busselton Region	2016	8031
Butler - Merriwa - Ridgewood	2006	8290
Butler - Merriwa - Ridgewood	2011	13942
Butler - Merriwa - Ridgewood	2016	17487
Byford	2006	3319
Byford	2011	6088
Byford	2016	11769
Byron Bay	2006	7431
Byron Bay	2011	7379
Byron Bay	2016	8151
Caboolture	2006	13297
Caboolture	2011	17209
Caboolture	2016	21108
Caboolture - South	2006	9521
Caboolture - South	2011	13830
Caboolture - South	2016	15184
Cabramatta - Lansvale	2006	17317
Cabramatta - Lansvale	2011	18571
Cabramatta - Lansvale	2016	20279
Cabramatta West - Mount Pritchard	2006	11822
Cabramatta West - Mount Pritchard	2011	12333
Cabramatta West - Mount Pritchard	2016	13630
Cairnlea	2006	4547
Cairnlea	2011	6665
Cairnlea	2016	7459
Cairns City	2006	7336
Cairns City	2011	8831
Cairns City	2016	10262
Calamvale - Stretton	2006	11542
Calamvale - Stretton	2011	14824
Calamvale - Stretton	2016	16975
Calga - Kulnura	2006	3203
Calga - Kulnura	2011	3546
Calga - Kulnura	2016	3955
California Gully - Eaglehawk	2006	7510
California Gully - Eaglehawk	2011	8044
California Gully - Eaglehawk	2016	9574
Calista	2006	4935
Calista	2011	5691
Calista	2016	6004
Callala Bay - Currarong	2006	2540
Callala Bay - Currarong	2011	2835
Callala Bay - Currarong	2016	3115
Callemondah	2006	3
Callemondah	2011	55
Callemondah	2016	19
Caloundra - Kings Beach	2006	4970
Caloundra - Kings Beach	2011	5409
Caloundra - Kings Beach	2016	6075
Caloundra - West	2006	7743
Caloundra - West	2011	11466
Caloundra - West	2016	15712
Caloundra Hinterland	2006	5851
Caloundra Hinterland	2011	6729
Caloundra Hinterland	2016	7370
Calwell	2006	4423
Calwell	2011	4592
Calwell	2016	4624
Camberwell	2006	15949
Camberwell	2011	16401
Camberwell	2016	17598
Cambooya - Wyreema	2006	3338
Cambooya - Wyreema	2011	4224
Cambooya - Wyreema	2016	5150
Cambridge	2006	5362
Cambridge	2011	5740
Cambridge	2016	6103
Cambridge Park	2006	11797
Cambridge Park	2011	11994
Cambridge Park	2016	12368
Camden - Ellis Lane	2006	8564
Camden - Ellis Lane	2011	9761
Camden - Ellis Lane	2016	10369
Camillo - Champion Lakes	2006	3916
Camillo - Champion Lakes	2011	4124
Camillo - Champion Lakes	2016	4425
Camira - Gailes	2006	6894
Camira - Gailes	2011	7041
Camira - Gailes	2016	7378
Camp Hill	2006	7783
Camp Hill	2011	8174
Camp Hill	2016	8601
Campbell	2006	2617
Campbell	2011	2769
Campbell	2016	2726
Campbellfield - Coolaroo	2006	11694
Campbellfield - Coolaroo	2011	12358
Campbellfield - Coolaroo	2016	12533
Campbelltown - Woodbine	2006	11495
Campbelltown - Woodbine	2011	12610
Campbelltown - Woodbine	2016	14732
Camperdown	2006	2542
Camperdown	2011	2839
Camperdown	2016	2905
Canberra Airport	2006	63
Canberra Airport	2011	45
Canberra Airport	2016	77
Canberra East	2006	745
Canberra East	2011	772
Canberra East	2016	786
Canley Vale - Canley Heights	2006	14514
Canley Vale - Canley Heights	2011	15486
Canley Vale - Canley Heights	2016	16831
Canning Vale - East	2006	10469
Canning Vale - East	2011	15732
Canning Vale - East	2016	18065
Canning Vale - West	2006	6819
Canning Vale - West	2011	7975
Canning Vale - West	2016	8101
Canning Vale Commercial	2006	0
Canning Vale Commercial	2011	0
Canning Vale Commercial	2016	0
Cannington - Queens Park	2006	9377
Cannington - Queens Park	2011	12375
Cannington - Queens Park	2016	14721
Cannon Hill	2006	3379
Cannon Hill	2011	3665
Cannon Hill	2016	4640
Canterbury (North) - Ashbury	2006	7483
Canterbury (North) - Ashbury	2011	7746
Canterbury (North) - Ashbury	2016	8696
Canterbury (South) - Campsie	2006	20270
Canterbury (South) - Campsie	2011	22201
Canterbury (South) - Campsie	2016	25834
Capalaba	2006	13411
Capalaba	2011	13551
Capalaba	2016	14285
Cape Conway	2006	0
Cape Conway	2011	0
Cape Conway	2016	0
Cape York	2006	4701
Cape York	2011	5473
Cape York	2016	5782
Capel	2006	3245
Capel	2011	3611
Capel	2016	4114
Carabooda - Pinjar	2006	558
Carabooda - Pinjar	2011	604
Carabooda - Pinjar	2016	616
Carina	2006	7546
Carina	2011	8483
Carina	2016	9132
Carina Heights	2006	4761
Carina Heights	2011	5095
Carina Heights	2016	5488
Carindale	2006	11913
Carindale	2011	12662
Carindale	2016	13033
Caringbah	2006	7409
Caringbah	2011	8994
Caringbah	2016	9574
Caringbah South	2006	10384
Caringbah South	2011	9278
Caringbah South	2016	9623
Carlingford	2006	19181
Carlingford	2011	20051
Carlingford	2016	22231
Carlton	2006	11093
Carlton	2011	13092
Carlton	2016	17890
Carlton North - Princes Hill	2006	7307
Carlton North - Princes Hill	2011	7390
Carlton North - Princes Hill	2016	7500
Carnarvon	2006	4013
Carnarvon	2011	4097
Carnarvon	2016	4082
Carnegie	2006	12915
Carnegie	2011	13900
Carnegie	2016	15376
Carole Park	2006	0
Carole Park	2011	0
Carole Park	2016	0
Caroline Springs	2006	7468
Caroline Springs	2011	12015
Caroline Springs	2016	14698
Carpentaria	2006	3281
Carpentaria	2011	3617
Carpentaria	2016	3486
Carramar	2006	4813
Carramar	2011	8139
Carramar	2016	12297
Carrara	2006	8721
Carrara	2011	9470
Carrara	2016	10124
Carrum - Patterson Lakes	2006	8734
Carrum - Patterson Lakes	2011	9256
Carrum - Patterson Lakes	2016	9621
Carrum Downs	2006	12930
Carrum Downs	2011	15036
Carrum Downs	2016	16527
Carseldine	2006	5743
Carseldine	2011	6604
Carseldine	2016	7569
Casey	2006	0
Casey	2011	1152
Casey	2016	4302
Cashmere	2006	7610
Cashmere	2011	11394
Cashmere	2016	14204
Casino	2006	8775
Casino	2011	9263
Casino	2016	9737
Casino Region	2006	5239
Casino Region	2011	5452
Casino Region	2016	5689
Castle Hill - Central	2006	5497
Castle Hill - Central	2011	5784
Castle Hill - Central	2016	6032
Castle Hill - East	2006	4626
Castle Hill - East	2011	4722
Castle Hill - East	2016	4800
Castle Hill - North	2006	8294
Castle Hill - North	2011	9254
Castle Hill - North	2016	9585
Castle Hill - South	2006	6585
Castle Hill - South	2011	7147
Castle Hill - South	2016	7544
Castle Hill - West	2006	3459
Castle Hill - West	2011	3891
Castle Hill - West	2016	4125
Castlemaine	2006	7801
Castlemaine	2011	8115
Castlemaine	2016	8991
Castlemaine Region	2006	6310
Castlemaine Region	2011	6891
Castlemaine Region	2016	7222
Castlereagh - Cranebrook	2006	11804
Castlereagh - Cranebrook	2011	13137
Castlereagh - Cranebrook	2016	18130
Casuarina - Wandi	2006	2374
Casuarina - Wandi	2011	2594
Casuarina - Wandi	2016	5126
Casula	2006	10105
Casula	2011	11351
Casula	2016	12296
Caulfield - North	2006	15709
Caulfield - North	2011	16183
Caulfield - North	2016	17120
Caulfield - South	2006	13148
Caulfield - South	2011	13530
Caulfield - South	2016	14395
Cecil Hills	2006	4990
Cecil Hills	2011	5254
Cecil Hills	2016	5578
Ceduna	2006	1812
Ceduna	2011	2071
Ceduna	2016	2044
Centennial Park	2006	0
Centennial Park	2011	0
Centennial Park	2016	0
Central Highlands	2006	1816
Central Highlands	2011	1776
Central Highlands	2016	1731
Central Highlands - East	2006	5549
Central Highlands - East	2011	5573
Central Highlands - East	2016	5433
Central Highlands - West	2006	6308
Central Highlands - West	2011	6857
Central Highlands - West	2016	6321
Cessnock	2006	14613
Cessnock	2011	16181
Cessnock	2016	17638
Cessnock Region	2006	4993
Cessnock Region	2011	5566
Cessnock Region	2016	6380
Chambers Flat - Logan Reserve	2006	2832
Chambers Flat - Logan Reserve	2011	3019
Chambers Flat - Logan Reserve	2016	4058
Chapel Hill	2006	8105
Chapel Hill	2011	8306
Chapel Hill	2016	8308
Chapman	2006	2171
Chapman	2011	2225
Chapman	2016	2179
Charles	2006	2836
Charles	2011	3489
Charles	2016	3406
Charles Darwin	2006	0
Charles Darwin	2011	10
Charles Darwin	2016	0
Charlestown - Dudley	2006	18844
Charlestown - Dudley	2011	19112
Charlestown - Dudley	2016	19392
Charleville	2006	3506
Charleville	2011	3589
Charleville	2016	3406
Charnwood	2006	2346
Charnwood	2011	2380
Charnwood	2016	2336
Charters Towers	2006	6107
Charters Towers	2011	6367
Charters Towers	2016	6361
Chatswood (East) - Artarmon	2006	19439
Chatswood (East) - Artarmon	2011	20320
Chatswood (East) - Artarmon	2016	23660
Chatswood (West) - Lane Cove North	2006	13891
Chatswood (West) - Lane Cove North	2011	14912
Chatswood (West) - Lane Cove North	2016	17270
Chelmer - Graceville	2006	5212
Chelmer - Graceville	2011	5083
Chelmer - Graceville	2016	5709
Chelsea - Bonbeach	2006	10004
Chelsea - Bonbeach	2011	11031
Chelsea - Bonbeach	2016	11795
Chelsea Heights	2006	3972
Chelsea Heights	2011	4118
Chelsea Heights	2016	4290
Cheltenham - Highett (East)	2006	16236
Cheltenham - Highett (East)	2011	16903
Cheltenham - Highett (East)	2016	18372
Cheltenham - Highett (West)	2006	7745
Cheltenham - Highett (West)	2011	8180
Cheltenham - Highett (West)	2016	8678
Chermside	2006	5567
Chermside	2011	7138
Chermside	2016	8109
Chermside West	2006	4802
Chermside West	2011	4902
Chermside West	2016	5129
Cherrybrook	2006	15101
Cherrybrook	2011	15231
Cherrybrook	2016	15342
Chester Hill - Sefton	2006	12294
Chester Hill - Sefton	2011	13172
Chester Hill - Sefton	2016	14495
Chidlow	2006	2957
Chidlow	2011	3487
Chidlow	2016	4156
Chifley	2006	1957
Chifley	2011	2003
Chifley	2016	1974
Chiltern - Indigo Valley	2006	2214
Chiltern - Indigo Valley	2011	2345
Chiltern - Indigo Valley	2016	2524
Chinchilla	2006	4620
Chinchilla	2011	5445
Chinchilla	2016	6216
Chipping Norton - Moorebank	2006	11710
Chipping Norton - Moorebank	2011	12547
Chipping Norton - Moorebank	2016	14603
Chirnside Park	2006	7309
Chirnside Park	2011	7466
Chirnside Park	2016	8133
Chisholm	2006	4150
Chisholm	2011	4127
Chisholm	2016	4122
Chittaway Bay - Tumbi Umbi	2006	11398
Chittaway Bay - Tumbi Umbi	2011	12001
Chittaway Bay - Tumbi Umbi	2016	12316
Chittering	2006	2665
Chittering	2011	3444
Chittering	2016	4420
Christie Downs	2006	6387
Christie Downs	2011	6964
Christie Downs	2016	7589
Christies Beach	2006	7761
Christies Beach	2011	8176
Christies Beach	2016	8530
Christmas Island	2006	1026
Christmas Island	2011	1817
Christmas Island	2016	1516
Chullora	2006	0
Chullora	2011	0
Chullora	2016	714
Churchill	2006	8824
Churchill	2011	9166
Churchill	2016	9363
Churchill - Yamanto	2006	4115
Churchill - Yamanto	2011	4553
Churchill - Yamanto	2016	5149
City Beach	2006	4876
City Beach	2011	5082
City Beach	2016	5295
Civic	2006	699
Civic	2011	2773
Civic	2016	4174
Clare	2006	2824
Clare	2011	3156
Clare	2016	3283
Claremont (Tas.)	2006	6009
Claremont (Tas.)	2011	6179
Claremont (Tas.)	2016	6302
Claremont (WA)	2006	6215
Claremont (WA)	2011	6456
Claremont (WA)	2016	6948
Clarendon	2006	2225
Clarendon	2011	2156
Clarendon	2016	2218
Clarinda - Oakleigh South	2006	9983
Clarinda - Oakleigh South	2011	9941
Clarinda - Oakleigh South	2016	9966
Clarkson	2006	5078
Clarkson	2011	8762
Clarkson	2016	10147
Clayfield	2006	8198
Clayfield	2011	8502
Clayfield	2016	8863
Claymore - Eagle Vale - Raby	2006	15565
Claymore - Eagle Vale - Raby	2011	15869
Claymore - Eagle Vale - Raby	2016	15866
Clayton	2006	14248
Clayton	2011	15903
Clayton	2016	20325
Clayton South	2006	8864
Clayton South	2011	9873
Clayton South	2016	10631
Clear Island Waters	2006	3408
Clear Island Waters	2011	3435
Clear Island Waters	2016	3553
Clermont	2006	2383
Clermont	2011	2876
Clermont	2016	2814
Cleveland	2006	11547
Cleveland	2011	12315
Cleveland	2016	12694
Clifton - Greenmount	2006	3502
Clifton - Greenmount	2011	3584
Clifton - Greenmount	2016	3991
Clifton Beach - Kewarra Beach	2006	6224
Clifton Beach - Kewarra Beach	2011	7885
Clifton Beach - Kewarra Beach	2016	8819
Clifton Springs	2006	8415
Clifton Springs	2011	9575
Clifton Springs	2016	10954
Clinton - New Auckland	2006	7093
Clinton - New Auckland	2011	8240
Clinton - New Auckland	2016	9993
Clontarf	2006	6356
Clontarf	2011	6510
Clontarf	2016	6836
Cobar	2006	3793
Cobar	2011	3659
Cobar	2016	3631
Cobbitty - Leppington	2006	4699
Cobbitty - Leppington	2011	5130
Cobbitty - Leppington	2016	13654
Cobram	2006	4431
Cobram	2011	5023
Cobram	2016	5248
Coburg	2006	19537
Coburg	2011	20752
Coburg	2016	21946
Coburg North	2006	5085
Coburg North	2011	5460
Coburg North	2016	6317
Coconut Grove	2006	2204
Coconut Grove	2011	2405
Coconut Grove	2016	2568
Cocos (Keeling) Islands	2006	422
Cocos (Keeling) Islands	2011	424
Cocos (Keeling) Islands	2016	431
Coffs Harbour - North	2006	12827
Coffs Harbour - North	2011	13220
Coffs Harbour - North	2016	14251
Coffs Harbour - South	2006	7279
Coffs Harbour - South	2011	8232
Coffs Harbour - South	2016	8689
Colac	2006	8862
Colac	2011	9552
Colac	2016	10018
Colac Region	2006	4573
Colac Region	2011	4194
Colac Region	2016	4266
College Grove - Carey Park	2006	4718
College Grove - Carey Park	2011	5443
College Grove - Carey Park	2016	5646
Collie	2006	6588
Collie	2011	7355
Collie	2016	7131
Collingwood	2006	4821
Collingwood	2011	5623
Collingwood	2016	7539
Collingwood Park - Redbank	2006	4854
Collingwood Park - Redbank	2011	5743
Collingwood Park - Redbank	2016	6331
Collinsville	2006	3008
Collinsville	2011	3261
Collinsville	2016	2846
Colonel Light Gardens	2006	11995
Colonel Light Gardens	2011	12100
Colonel Light Gardens	2016	12568
Colyton - Oxley Park	2006	8051
Colyton - Oxley Park	2011	8534
Colyton - Oxley Park	2016	9169
Como	2006	11084
Como	2011	11847
Como	2016	12255
Concord - Mortlake - Cabarita	2006	14244
Concord - Mortlake - Cabarita	2011	15989
Concord - Mortlake - Cabarita	2016	18010
Concord West - North Strathfield	2006	10303
Concord West - North Strathfield	2011	15107
Concord West - North Strathfield	2016	21180
Condell Park	2006	7266
Condell Park	2011	7831
Condell Park	2016	8654
Conder	2006	3578
Conder	2011	4064
Conder	2016	4024
Condobolin	2006	5517
Condobolin	2011	5429
Condobolin	2016	5210
Condon - Rasmussen	2006	7594
Condon - Rasmussen	2011	7818
Condon - Rasmussen	2016	8111
Coober Pedy	2006	1577
Coober Pedy	2011	1407
Coober Pedy	2016	1488
Coogee	2006	5548
Coogee	2011	6164
Coogee	2016	7201
Coogee - Clovelly	2006	19761
Coogee - Clovelly	2011	19892
Coogee - Clovelly	2016	21255
Cook	2006	2363
Cook	2011	2394
Cook	2016	2294
Coolangatta	2006	4464
Coolangatta	2011	4735
Coolangatta	2016	5462
Coolbellup	2006	6098
Coolbellup	2011	6341
Coolbellup	2016	6731
Cooloola	2006	4172
Cooloola	2011	4812
Cooloola	2016	5476
Cooloongup	2006	6912
Cooloongup	2011	6942
Cooloongup	2016	7042
Coolum Beach	2006	9456
Coolum Beach	2011	10435
Coolum Beach	2016	11822
Cooma	2006	5407
Cooma	2011	5438
Cooma	2016	5667
Cooma Region	2006	2206
Cooma Region	2011	2586
Cooma Region	2016	2716
Coombabah	2006	7869
Coombabah	2011	8154
Coombabah	2016	8727
Coombs	2006	0
Coombs	2011	0
Coombs	2016	1335
Coomera	2006	2986
Coomera	2011	6273
Coomera	2016	9436
Coonabarabran	2006	6347
Coonabarabran	2011	6524
Coonabarabran	2016	6543
Coonamble	2006	3330
Coonamble	2011	3340
Coonamble	2016	3257
Coopers Plains	2006	3342
Coopers Plains	2011	3830
Coopers Plains	2016	4675
Coorparoo	2006	11701
Coorparoo	2011	12583
Coorparoo	2016	13537
Cootamundra	2006	5989
Cootamundra	2011	6038
Cootamundra	2016	6271
Coramba - Nana Glen - Bucca	2006	2925
Coramba - Nana Glen - Bucca	2011	2833
Coramba - Nana Glen - Bucca	2016	3066
Corangamite - North	2006	4816
Corangamite - North	2011	4357
Corangamite - North	2016	4439
Corangamite - South	2006	5636
Corangamite - South	2011	5735
Corangamite - South	2016	5777
Corinda	2006	3683
Corinda	2011	3791
Corinda	2016	3872
Corio - Norlane	2006	19292
Corio - Norlane	2011	20454
Corio - Norlane	2016	21260
Cornubia - Carbrook	2006	6316
Cornubia - Carbrook	2011	6496
Cornubia - Carbrook	2016	6816
Coromandel Valley	2006	2965
Coromandel Valley	2011	3367
Coromandel Valley	2016	3415
Corowa	2006	4717
Corowa	2011	4600
Corowa	2016	4578
Corowa Region	2006	4925
Corowa Region	2011	5272
Corowa Region	2016	5551
Corrimal - Tarrawanna - Bellambi	2006	12171
Corrimal - Tarrawanna - Bellambi	2011	12331
Corrimal - Tarrawanna - Bellambi	2016	12708
Cottesloe	2006	5883
Cottesloe	2011	6115
Cottesloe	2016	6076
Cowra	2006	7235
Cowra	2011	7203
Cowra	2016	7504
Cowra Region	2006	4189
Cowra Region	2011	4365
Cowra Region	2016	4468
Crace	2006	0
Crace	2011	468
Crace	2016	3364
Craigie - Beldon	2006	7844
Craigie - Beldon	2011	7797
Craigie - Beldon	2016	7883
Craigieburn - Central	2006	5967
Craigieburn - Central	2011	6121
Craigieburn - Central	2016	6544
Craigieburn - North	2006	2265
Craigieburn - North	2011	6241
Craigieburn - North	2016	8115
Craigieburn - South	2006	6846
Craigieburn - South	2011	8860
Craigieburn - South	2016	12451
Craigieburn - West	2006	54
Craigieburn - West	2011	3220
Craigieburn - West	2016	10078
Craigmore - Blakeview	2006	10847
Craigmore - Blakeview	2011	12308
Craigmore - Blakeview	2016	13974
Craignish - Dundowran Beach	2006	2877
Craignish - Dundowran Beach	2011	3535
Craignish - Dundowran Beach	2016	3933
Cranbourne	2006	11595
Cranbourne	2011	14596
Cranbourne	2016	15782
Cranbourne East	2006	3066
Cranbourne East	2011	6153
Cranbourne East	2016	18587
Cranbourne North	2006	7045
Cranbourne North	2011	10952
Cranbourne North	2016	14918
Cranbourne South	2006	4397
Cranbourne South	2011	5427
Cranbourne South	2016	7031
Cranbourne West	2006	5269
Cranbourne West	2011	6362
Cranbourne West	2016	11159
Cranbrook	2006	5072
Cranbrook	2011	4954
Cranbrook	2016	4882
Cremorne - Cammeray	2006	15016
Cremorne - Cammeray	2011	15395
Cremorne - Cammeray	2016	16032
Crestmead	2006	7009
Crestmead	2011	7866
Crestmead	2016	8593
Creswick - Clunes	2006	5654
Creswick - Clunes	2011	6052
Creswick - Clunes	2016	6485
Cromer	2006	5563
Cromer	2011	5650
Cromer	2016	5926
Cronulla - Kurnell - Bundeena	2006	18332
Cronulla - Kurnell - Bundeena	2011	18620
Cronulla - Kurnell - Bundeena	2016	20071
Crows Nest - Rosalie	2006	6374
Crows Nest - Rosalie	2011	6469
Crows Nest - Rosalie	2016	6906
Crows Nest - Waverton	2006	14137
Crows Nest - Waverton	2011	14803
Crows Nest - Waverton	2016	15681
Croydon - East	2006	10196
Croydon - East	2011	11350
Croydon - East	2016	12434
Croydon - Etheridge	2006	867
Croydon - Etheridge	2011	958
Croydon - Etheridge	2016	887
Croydon - West	2006	9056
Croydon - West	2011	9444
Croydon - West	2016	10957
Croydon Hills - Warranwood	2006	13458
Croydon Hills - Warranwood	2011	14228
Croydon Hills - Warranwood	2016	14483
Croydon Park - Enfield	2006	12794
Croydon Park - Enfield	2011	13451
Croydon Park - Enfield	2016	14264
Croydon South	2006	3434
Croydon South	2011	3656
Croydon South	2016	3768
Culburra Beach	2006	4206
Culburra Beach	2011	4148
Culburra Beach	2016	4322
Cunderdin	2006	2989
Cunderdin	2011	3103
Cunderdin	2016	3348
Currambine - Kinross	2006	10046
Currambine - Kinross	2011	10735
Currambine - Kinross	2016	10973
Currumbin - Tugun	2006	8224
Currumbin - Tugun	2011	8857
Currumbin - Tugun	2016	9545
Currumbin Valley - Tallebudgera	2006	4929
Currumbin Valley - Tallebudgera	2011	5408
Currumbin Valley - Tallebudgera	2016	5743
Currumbin Waters	2006	7143
Currumbin Waters	2011	7138
Currumbin Waters	2016	7375
Curtin	2006	4180
Curtin	2011	4196
Curtin	2016	4202
Cygnet	2006	2861
Cygnet	2011	3119
Cygnet	2016	3488
Daintree	2006	4684
Daintree	2011	4697
Daintree	2016	5165
Daisy Hill	2006	4764
Daisy Hill	2011	4995
Daisy Hill	2016	5208
Dakabin - Kallangur	2006	12977
Dakabin - Kallangur	2011	15948
Dakabin - Kallangur	2016	18609
Dalrymple	2006	2660
