SA2_NAME16	Year	medianTotalHouseholdIncomeWeekly
Cranbrook	2011	1186
Deeragun	2011	1705
Douglas	2011	1761
Garbutt - West End	2011	1009
Gulliver - Currajong - Vincent	2011	1072
Heatley	2011	1117
Hermit Park - Rosslea	2011	1046
Hyde Park - Pimlico	2011	1038
Kelso	2011	1415
Kirwan - East	2011	1192
Kirwan - West	2011	1706
Magnetic Island	2011	937
Mount Louisa	2011	1704
Mundingburra	2011	1109
Northern Beaches	2011	1112
Oonoonba	2011	1626
South Townsville - Railway Estate	2011	1182
Townsville - South	2011	1386
Townsville City - North Ward	2011	1492
Wulguru - Roseneath	2011	1207
Ashfield - Kepnock	2011	862
Bargara - Burnett Heads	2011	908
Branyan - Kensington	2011	1008
Bundaberg	2011	689
Bundaberg East - Kalkie	2011	955
Bundaberg North - Gooburrum	2011	796
Bundaberg Region - North	2011	897
Bundaberg Region - South	2011	797
Millbank - Avoca	2011	842
Svensson Heights - Norville	2011	774
Walkervale - Avenell Heights	2011	798
Gayndah - Mundubbera	2011	789
Gin Gin	2011	697
Kingaroy	2011	961
Kingaroy Region - North	2011	747
Kingaroy Region - South	2011	932
Monto - Eidsvold	2011	794
Nanango	2011	694
North Burnett	2011	0
Cooloola	2011	695
Gympie - North	2011	775
Gympie - South	2011	988
Gympie Region	2011	867
Kilkivan	2011	752
Booral - River Heads	2011	898
Craignish - Dundowran Beach	2011	1062
Pialba - Eli Waters	2011	763
Point Vernon	2011	781
Torquay - Scarness - Kawungan	2011	747
Urangan - Wondunna	2011	781
Burrum - Fraser	2011	761
Granville	2011	805
Maryborough (Qld)	2011	772
Maryborough Region - South	2011	738
Tinana	2011	1014
Migratory - Offshore - Shipping (Qld)	2011	0
No usual address (Qld)	2011	0
Adelaide	2011	937
North Adelaide	2011	1523
Adelaide Hills	2011	1382
Aldgate - Stirling	2011	1699
Hahndorf - Echunga	2011	1415
Lobethal - Woodside	2011	1221
Mount Barker	2011	1175
Mount Barker Region	2011	1276
Nairne	2011	1317
Uraidla - Summertown	2011	1615
Burnside - Wattle Park	2011	1493
Glenside - Beaumont	2011	1673
Toorak Gardens	2011	1344
Athelstone	2011	1451
Paradise - Newton	2011	959
Rostrevor - Magill	2011	1053
Norwood (SA)	2011	1196
Payneham - Felixstow	2011	968
St Peters - Marden	2011	1278
Nailsworth - Broadview	2011	1296
Prospect	2011	1360
Walkerville	2011	1454
Goodwood - Millswood	2011	1429
Unley - Parkside	2011	1418
Gawler - North	2011	1331
Gawler - South	2011	958
Lewiston - Two Wells	2011	1255
Craigmore - Blakeview	2011	1262
Davoren Park	2011	852
Elizabeth	2011	614
Elizabeth East	2011	869
Munno Para West - Angle Vale	2011	1295
One Tree Hill	2011	1650
Smithfield - Elizabeth North	2011	711
Virginia - Waterloo Corner	2011	793
Enfield - Blair Athol	2011	836
Northgate - Oakden - Gilles Plains	2011	1118
Windsor Gardens	2011	974
Dry Creek - North	2011	0
Ingle Farm	2011	983
Para Hills	2011	1113
Parafield	2011	0
Parafield Gardens	2011	983
Paralowie	2011	1113
Salisbury	2011	793
Salisbury East	2011	1042
Salisbury North	2011	940
Mawson Lakes - Globe Derby Park	2011	1628
Pooraka - Cavan	2011	953
Golden Grove	2011	1430
Greenwith	2011	1532
Highbury - Dernancourt	2011	1438
Hope Valley - Modbury	2011	926
Modbury Heights	2011	1309
Redwood Park	2011	1347
St Agnes - Ridgehaven	2011	1127
Brighton (SA)	2011	1161
Glenelg (SA)	2011	1162
Edwardstown	2011	942
Hallett Cove	2011	1458
Marino - Seaview Downs	2011	1306
Mitchell Park	2011	862
Morphettville	2011	942
Sheidow Park - Trott Park	2011	1486
Warradale	2011	908
Belair	2011	1685
Bellevue Heights	2011	1262
Blackwood	2011	1530
Colonel Light Gardens	2011	1379
Mitcham (SA)	2011	1488
Panorama	2011	996
Aberfoyle Park	2011	1405
Aldinga	2011	987
Christie Downs	2011	779
Christies Beach	2011	849
Clarendon	2011	1551
Coromandel Valley	2011	1813
Flagstaff Hill	2011	1593
Hackham - Onkaparinga Hills	2011	1092
Hackham West - Huntfield Heights	2011	794
Happy Valley	2011	1291
Happy Valley Reservoir	2011	0
Lonsdale	2011	725
McLaren Vale	2011	1143
Morphett Vale - East	2011	954
Morphett Vale - West	2011	851
Reynella	2011	1029
Seaford (SA)	2011	1075
Willunga	2011	1183
Woodcroft	2011	1343
Beverley	2011	1067
Flinders Park	2011	954
Henley Beach	2011	1185
Hindmarsh - Brompton	2011	1062
Royal Park - Hendon - Albert Park	2011	887
Seaton - Grange	2011	942
West Lakes	2011	1102
Woodville - Cheltenham	2011	948
Dry Creek - South	2011	0
Largs Bay - Semaphore	2011	1127
North Haven	2011	1037
Port Adelaide	2011	849
The Parks	2011	805
Torrens Island	2011	350
Adelaide Airport	2011	0
Fulham	2011	1026
Lockleys	2011	1027
Plympton	2011	985
Richmond (SA)	2011	1028
West Beach	2011	1223
Barossa - Angaston	2011	1109
Light	2011	1096
Lyndoch	2011	1328
Mallala	2011	976
Nuriootpa	2011	979
Tanunda	2011	1116
Clare	2011	998
Gilbert Valley	2011	911
Goyder	2011	770
Wakefield - Barunga West	2011	813
Jamestown	2011	856
Peterborough - Mount Remarkable	2011	737
Port Pirie	2011	752
Port Pirie Region	2011	915
Kadina	2011	823
Moonta	2011	732
Wallaroo	2011	731
Yorke Peninsula - North	2011	758
Yorke Peninsula - South	2011	711
Ceduna	2011	1038
Eyre Peninsula	2011	885
Kimba - Cleve - Franklin Harbour	2011	941
Le Hunte - Elliston	2011	873
Port Lincoln	2011	950
West Coast (SA)	2011	910
Western	2011	1125
Whyalla	2011	943
Whyalla - North	2011	0
APY Lands	2011	1144
Coober Pedy	2011	735
Quorn - Lake Gilles	2011	904
Outback	2011	1257
Port Augusta	2011	986
Roxby Downs	2011	2718
Goolwa - Port Elliot	2011	747
Kangaroo Island	2011	847
Strathalbyn	2011	982
Strathalbyn Region	2011	1098
Victor Harbor	2011	755
Yankalilla	2011	796
Grant	2011	1077
Kingston - Robe	2011	844
Millicent	2011	802
Naracoorte	2011	984
Naracoorte Region	2011	1125
Penola	2011	902
Tatiara	2011	946
Wattle Range	2011	985
Mount Gambier - East	2011	995
Mount Gambier - West	2011	869
Barmera	2011	836
Berri	2011	763
Karoonda - Lameroo	2011	823
Loxton	2011	856
Loxton Region	2011	855
Mannum	2011	766
Murray Bridge	2011	811
Murray Bridge Region	2011	967
Renmark	2011	742
Renmark Region	2011	966
The Coorong	2011	788
Waikerie	2011	762
Migratory - Offshore - Shipping (SA)	2011	0
No usual address (SA)	2011	0
Augusta	2011	947
Busselton	2011	990
Busselton Region	2011	1327
Margaret River	2011	1220
Australind - Leschenault	2011	1672
Capel	2011	1169
College Grove - Carey Park	2011	1013
Collie	2011	1358
Dardanup	2011	1444
Davenport	2011	0
Eaton - Pelican Point	2011	1564
Harvey	2011	1116
East Bunbury - Glen Iris	2011	1194
Waroona	2011	1105
Dalyellup	2011	1865
Gelorup - Stratham	2011	1858
South Bunbury - Bunbury	2011	1280
Withers - Usher	2011	938
Bridgetown - Boyup Brook	2011	880
Donnybrook - Balingup	2011	997
Manjimup	2011	954
Pemberton	2011	839
Dawesville - Bouvard	2011	1182
Falcon - Wannanup	2011	1030
Greenfields	2011	844
Halls Head - Erskine	2011	1217
Mandurah	2011	727
Mandurah - East	2011	1019
Mandurah - North	2011	1447
Mandurah - South	2011	843
Pinjarra	2011	1019
City Beach	2011	2570
Claremont (WA)	2011	1614
Cottesloe	2011	2453
Floreat	2011	2591
Mosman Park - Peppermint Grove	2011	1602
Nedlands - Dalkeith - Crawley	2011	2177
Swanbourne - Mount Claremont	2011	2105
Kings Park (WA)	2011	2708
Mount Hawthorn - Leederville	2011	1910
Mount Lawley - Inglewood	2011	1618
North Perth	2011	1673
Perth City	2011	1639
Subiaco - Shenton Park	2011	1681
Wembley - West Leederville - Glendalough	2011	1513
Bassendean - Eden Hill - Ashfield	2011	1270
Bayswater - Embleton - Bedford	2011	1366
Maylands	2011	1216
Morley	2011	1231
Noranda	2011	1407
Chidlow	2011	1328
Glen Forrest - Darlington	2011	1776
Helena Valley - Koongamia	2011	1557
Malmalling - Reservoir	2011	724
Mundaring	2011	1588
Swan View - Greenmount - Midvale	2011	1200
Avon Valley National Park	2011	0
Ballajura	2011	1489
Beechboro	2011	1384
Bullsbrook	2011	1456
Ellenbrook	2011	1742
Gidgegannup	2011	1853
Hazelmere - Guildford	2011	1452
Lockridge - Kiara	2011	1163
Malaga	2011	0
Melaleuca - Lexia	2011	0
Middle Swan - Herne Hill	2011	1200
Midland - Guildford	2011	1047
Stratton - Jane Brook	2011	1510
The Vines	2011	1951
Walyunga National Park	2011	0
Craigie - Beldon	2011	1371
Currambine - Kinross	2011	1888
Duncraig	2011	1957
Greenwood - Warwick	2011	1555
Heathridge - Connolly	2011	1569
Hillarys	2011	2208
Iluka - Burns Beach	2011	2584
Joondalup - Edgewater	2011	1553
Kingsley	2011	1715
Mullaloo - Kallaroo	2011	1833
Ocean Reef	2011	2092
Padbury	2011	1574
Sorrento - Marmion	2011	2014
Woodvale	2011	1992
Balcatta - Hamersley	2011	1236
Balga - Mirrabooka	2011	965
Dianella	2011	1277
Herdsman	2011	0
Innaloo - Doubleview	2011	1554
Karrinyup - Gwelup - Carine	2011	1937
Nollamara - Westminster	2011	1135
Osborne Park Industrial	2011	0
Scarborough	2011	1547
Stirling - Osborne Park	2011	1416
Trigg - North Beach - Watermans Bay	2011	1591
Tuart Hill - Joondanna	2011	1196
Wembley Downs - Churchlands - Woodlands	2011	1676
Yokine - Coolbinia - Menora	2011	1266
Alexander Heights - Koondoola	2011	1261
Butler - Merriwa - Ridgewood	2011	1365
Carramar	2011	1754
Clarkson	2011	1479
Girrawheen	2011	989
Madeley - Darch - Landsdale	2011	1943
Marangaroo	2011	1242
Mindarie - Quinns Rocks - Jindalee	2011	1867
Neerabup National Park	2011	0
Tapping - Ashby - Sinagra	2011	1803
Wanneroo	2011	1505
Alkimos - Eglinton	2011	1468
Carabooda - Pinjar	2011	1335
Two Rocks	2011	985
Yanchep	2011	1261
Armadale - Wungong - Brookdale	2011	940
Ashendon - Lesley	2011	0
Camillo - Champion Lakes	2011	1149
Forrestdale - Harrisdale - Piara Waters	2011	2110
Kelmscott	2011	1152
Mount Nasura - Mount Richon - Bedfordale	2011	1628
Roleystone	2011	1785
Seville Grove	2011	1440
Belmont - Ascot - Redcliffe	2011	1355
East Victoria Park - Carlisle	2011	1382
Kewdale Commercial	2011	0
Perth Airport	2011	0
Rivervale - Kewdale - Cloverdale	2011	1212
Victoria Park - Lathlain - Burswood	2011	1508
Bentley - Wilson - St James	2011	941
Canning Vale - West	2011	2101
Canning Vale Commercial	2011	0
Cannington - Queens Park	2011	1290
Parkwood - Ferndale - Lynwood	2011	1309
Riverton - Shelley - Rossmoyne	2011	1522
Welshpool	2011	1625
Willetton	2011	1711
Beckenham - Kenwick - Langford	2011	1171
Canning Vale - East	2011	1981
Gosnells	2011	1050
Huntingdale - Southern River	2011	1710
Maddington - Orange Grove - Martin	2011	1113
Thornlie	2011	1408
Forrestfield - Wattle Grove	2011	1441
High Wycombe	2011	1477
Kalamunda - Maida Vale - Gooseberry Hill	2011	1564
Lesmurdie - Bickley - Carmel	2011	1647
Byford	2011	1689
Mundijong	2011	1710
Serpentine - Jarrahdale	2011	1349
Como	2011	1432
Manning - Waterford	2011	1502
South Perth - Kensington	2011	1738
Banjup	2011	2104
Bibra Industrial	2011	1375
Bibra Lake	2011	0
Coogee	2011	1564
Coolbellup	2011	1181
Hamilton Hill	2011	978
Henderson	2011	0
North Coogee	2011	2824
South Lake - Cockburn Central	2011	1431
Spearwood	2011	1090
Success - Hammond Park	2011	1962
Yangebup	2011	1536
Beeliar - Wattleup	2011	1745
Jandakot	2011	2189
East Fremantle	2011	1754
Fremantle	2011	1398
Fremantle - South	2011	1181
O'Connor (WA)	2011	0
Bertram - Wellard (West)	2011	1694
Calista	2011	965
Hope Valley - Postans	2011	1125
Kwinana Industrial	2011	0
Parmelia - Orelia	2011	1080
Casuarina - Wandi	2011	1930
Applecross - Ardross	2011	1889
Bateman	2011	1816
Bicton - Palmyra	2011	1406
Booragoon	2011	1605
Bull Creek	2011	1545
Leeming	2011	2113
Melville	2011	1603
Murdoch - Kardinya	2011	1384
Willagee	2011	1013
Winthrop	2011	2214
Baldivis	2011	1911
Cooloongup	2011	1050
Port Kennedy	2011	1660
Rockingham	2011	892
Rockingham Lakes	2011	0
Safety Bay - Shoalwater	2011	1079
Singleton - Golden Bay - Secret Harbour	2011	1977
Waikiki	2011	1362
Warnbro	2011	1320
Albany	2011	912
Albany Region	2011	1091
Bayonet Head - Lower King	2011	1124
Denmark	2011	859
Gnowangerup	2011	983
Katanning	2011	946
Kojonup	2011	907
Little Grove - Elleker	2011	1208
McKail - Willyung	2011	1030
Plantagenet	2011	882
Stirling Range National Park	2011	0
Chittering	2011	1364
Cunderdin	2011	901
Dowerin	2011	924
Gingin - Dandaragan	2011	965
Merredin	2011	1024
Moora	2011	1118
Mukinbudin	2011	991
Northam	2011	1001
Toodyay	2011	1010
York - Beverley	2011	849
Brookton	2011	877
Kulin	2011	906
Murray	2011	1550
Narrogin	2011	998
Wagin	2011	916
Broome	2011	1477
Derby - West Kimberley	2011	1224
Halls Creek	2011	976
Kununurra	2011	1392
Roebuck	2011	920
East Pilbara	2011	1058
Newman	2011	2810
Port Hedland	2011	2746
South Hedland	2011	2788
Ashburton (WA)	2011	2545
Karratha	2011	2825
Roebourne	2011	2180
Esperance	2011	1127
Esperance Region	2011	1222
Carnarvon	2011	965
Exmouth	2011	982
Boulder	2011	1631
Kalgoorlie	2011	1920
Kalgoorlie - North	2011	2313
Kalgoorlie Airport	2011	0
Kambalda - Coolgardie - Norseman	2011	1571
Leinster - Leonora	2011	1201
Trafalgar (WA)	2011	313
Geraldton	2011	930
Geraldton - East	2011	1168
Geraldton - North	2011	1365
Geraldton - South	2011	1658
Irwin	2011	993
Meekatharra	2011	950
Morawa	2011	1003
Northampton - Mullewa - Greenough	2011	870
Migratory - Offshore - Shipping (WA)	2011	0
No usual address (WA)	2011	0
Bridgewater - Gagebrook	2011	707
Brighton - Pontville	2011	1175
Old Beach - Otago	2011	1472
Bellerive - Rosny	2011	1020
Cambridge	2011	1557
Geilston Bay - Risdon	2011	1237
Howrah - Tranmere	2011	1245
Lindisfarne - Rose Bay	2011	1190
Mornington - Warrane	2011	822
Risdon Vale	2011	784
Rokeby	2011	833
South Arm	2011	1416
Austins Ferry - Granton	2011	1297
Berriedale - Chigwell	2011	873
Claremont (Tas.)	2011	869
Derwent Park - Lutana	2011	852
Glenorchy	2011	746
Montrose - Rosetta	2011	938
Moonah	2011	862
New Norfolk	2011	799
West Moonah	2011	942
Kingston - Huntingfield	2011	1139
Kingston Beach - Blackmans Bay	2011	1269
Margate - Snug	2011	1297
Mount Wellington	2011	0
Taroona - Bonnet Hill	2011	1444
Hobart	2011	1232
Lenah Valley - Mount Stuart	2011	1297
Mount Nelson - Dynnyrne	2011	1375
New Town	2011	1041
Sandy Bay	2011	1280
South Hobart - Fern Tree	2011	1254
West Hobart	2011	1347
Dodges Ferry - Lewisham	2011	910
Sorell - Richmond	2011	1042
Invermay	2011	727
Kings Meadows - Punchbowl	2011	797
Launceston	2011	1130
Legana	2011	1262
Mowbray	2011	746
Newnham - Mayfield	2011	762
Newstead	2011	962
Norwood (Tas.)	2011	1115
Prospect Vale - Blackstone	2011	1055
Ravenswood	2011	632
Riverside	2011	1154
South Launceston	2011	955
Summerhill - Prospect	2011	935
Trevallyn	2011	1221
Waverley - St Leonards	2011	842
West Launceston	2011	1126
Youngtown - Relbia	2011	1088
Beauty Point - Beaconsfield	2011	746
Deloraine	2011	770
Grindelwald - Lanena	2011	986
Hadspen - Carrick	2011	1147
Westbury	2011	863
Dilston - Lilydale	2011	1091
George Town	2011	798
Longford	2011	865
Northern Midlands	2011	790
Perth - Evandale	2011	1060
St Helens - Scamander	2011	675
Flinders and Cape Barren Islands	2011	825
Scottsdale - Bridport	2011	741
Central Highlands	2011	726
Derwent Valley	2011	950
Southern Midlands	2011	870
Wilderness - East	2011	2749
Bruny Island - Kettering	2011	872
Cygnet	2011	774
Geeveston - Dover	2011	771
Huonville - Franklin	2011	979
Forestier - Tasman	2011	697
Triabunna - Bicheno	2011	756
Acton - Upper Burnie	2011	743
Burnie - Ulverstone Region	2011	951
Burnie - Wivenhoe	2011	786
Parklands - Camdale	2011	868
Penguin - Sulphur Creek	2011	916
Romaine - Havenview	2011	988
Somerset	2011	799
Ulverstone	2011	777
West Ulverstone	2011	795
Wynyard	2011	795
Devonport	2011	787
East Devonport	2011	733
Latrobe	2011	875
Miandetta - Don	2011	1169
Port Sorell	2011	954
Quoiba - Spreyton	2011	1103
Sheffield - Railton	2011	811
Turners Beach - Forth	2011	1121
King Island	2011	968
North West	2011	984
Smithton	2011	898
Waratah	2011	992
West Coast (Tas.)	2011	1045
Wilderness - West	2011	0
Migratory - Offshore - Shipping (Tas.)	2011	0
No usual address (Tas.)	2011	0
Darwin Airport	2011	885
Darwin City	2011	1815
East Point	2011	515
Fannie Bay - The Gardens	2011	1803
Larrakeyah	2011	2192
Ludmilla - The Narrows	2011	1610
Parap	2011	2013
Stuart Park	2011	1786
Woolner - Bayview - Winnellie	2011	2187
Alawa	2011	1572
Anula	2011	1795
Berrimah	2011	1488
Brinkin - Nakara	2011	1983
Buffalo Creek	2011	0
Charles Darwin	2011	1125
Coconut Grove	2011	1349
East Arm	2011	0
Jingili	2011	1851
Karama	2011	1592
Leanyer	2011	1899
Lyons (NT)	2011	1811
Malak - Marrara	2011	1578
Millner	2011	1540
Moil	2011	1719
Nightcliff	2011	1613
Rapid Creek	2011	1660
Tiwi	2011	1648
Wagaman	2011	1676
Wanguri	2011	1772
Wulagi	2011	2019
Howard Springs	2011	1579
Humpty Doo	2011	1852
Koolpinyah	2011	687
Virginia	2011	1556
Weddell	2011	1311
Bakewell	2011	1685
Driver	2011	1738
Durack - Marlow Lagoon	2011	2203
Gray	2011	1285
Moulden	2011	1299
Palmerston - North	2011	2130
Palmerston - South	2011	0
Rosebery - Bellamack	2011	2182
Woodroffe	2011	1623
Charles	2011	1502
East Side	2011	1616
Flynn (NT)	2011	1686
Larapinta	2011	1738
Mount Johns	2011	1726
Petermann - Simpson	2011	1139
Ross	2011	1207
Sandover - Plenty	2011	838
Tanami	2011	1100
Yuendumu - Anmatjere	2011	1056
Barkly	2011	949
Tennant Creek	2011	1373
Alligator	2011	1127
Daly	2011	1017
Thamarrurr	2011	865
Tiwi Islands	2011	775
West Arnhem	2011	1577
Anindilyakwa	2011	2101
East Arnhem	2011	1449
Nhulunbuy	2011	2563
Elsey	2011	947
Gulf	2011	1106
Katherine	2011	1426
Victoria River	2011	1121
Migratory - Offshore - Shipping (NT)	2011	0
No usual address (NT)	2011	0
Aranda	2011	2261
Belconnen	2011	1439
Bruce	2011	2080
Charnwood	2011	1341
Cook	2011	1694
Dunlop	2011	2074
Evatt	2011	1998
Florey	2011	1602
Flynn (ACT)	2011	2144
Fraser	2011	2219
Giralang	2011	1987
Gooromon	2011	0
Hawker	2011	1753
Higgins	2011	1585
Holt	2011	1421
Kaleen	2011	1940
Latham	2011	1686
Lawson	2011	0
Macgregor (ACT)	2011	1868
Macquarie	2011	1520
McKellar	2011	2105
Melba	2011	1815
Page	2011	1322
Scullin	2011	1496
Spence	2011	1834
Weetangera	2011	2476
Molonglo Corridor	2011	0
West Belconnen	2011	1625
Hume	2011	0
Kowen	2011	2583
Canberra East	2011	732
Canberra Airport	2011	2071
Majura	2011	1562
Amaroo	2011	2310
Bonner	2011	2110
Casey	2011	2162
Crace	2011	2121
Forde	2011	2664
Franklin	2011	2279
Gungahlin	2011	2055
Hall	2011	2111
Harrison	2011	2651
Mitchell	2011	1312
Ngunnawal	2011	1720
Nicholls	2011	2582
Palmerston	2011	1902
Gungahlin - East	2011	0
Gungahlin - West	2011	0
Jacka	2011	0
Kenny	2011	1125
Moncrieff	2011	0
Taylor	2011	0
Throsby	2011	0
Acton	2011	2174
Ainslie	2011	1832
Braddon	2011	1614
Civic	2011	2138
Dickson	2011	1607
Downer	2011	1537
Hackett	2011	1685
Lyneham	2011	1581
O'Connor (ACT)	2011	1918
Turner	2011	1845
Watson	2011	1823
Black Mountain	2011	0
Campbell	2011	2456
Duntroon	2011	2223
Parkes (ACT) - North	2011	0
Reid	2011	1395
Russell	2011	0
Deakin	2011	2517
Forrest	2011	2911
Griffith (ACT)	2011	2166
Lake Burley Griffin	2011	0
Narrabundah	2011	1703
Parkes (ACT) - South	2011	0
Red Hill (ACT)	2011	2525
Yarralumla	2011	2546
Barton	2011	2676
Fyshwick	2011	1375
Kingston (ACT)	2011	2520
Banks	2011	1967
Bonython	2011	1971
Calwell	2011	2073
Chisholm	2011	1947
Conder	2011	2126
Fadden	2011	2709
Gilmore	2011	1877
Gordon (ACT)	2011	1972
Gowrie (ACT)	2011	2134
Greenway	2011	1681
Isabella Plains	2011	1832
Kambah	2011	1832
Macarthur	2011	2678
Monash	2011	1836
Mount Taylor	2011	0
Oxley (ACT)	2011	1871
Richardson	2011	1645
Theodore	2011	1970
Tuggeranong	2011	1656
Wanniassa	2011	1865
Tuggeranong - West	2011	0
Chapman	2011	2589
Duffy	2011	1935
Fisher	2011	1623
Holder	2011	1716
Rivett	2011	1655
Stirling	2011	1704
Waramanga	2011	1645
Weston	2011	1696
Scrivener	2011	0
Chifley	2011	1581
Curtin	2011	1984
Farrer	2011	2002
Garran	2011	2403
Hughes	2011	1786
Isaacs	2011	2027
Lyons (ACT)	2011	1400
Mawson	2011	1549
O'Malley	2011	2904
Pearce	2011	1700
Phillip	2011	1566
Torrens	2011	1768
Arboretum	2011	0
Coombs	2011	0
Denman Prospect	2011	0
Molonglo	2011	0
Molonglo - North	2011	0
Wright	2011	0
ACT - South West	2011	1863
Namadgi	2011	1062
Migratory - Offshore - Shipping (ACT)	2011	0
No usual address (ACT)	2011	0
Christmas Island	2011	1778
Cocos (Keeling) Islands	2011	1488
Jervis Bay	2011	900
Norfolk Island	2011	0
Migratory - Offshore - Shipping (OT)	2011	0
No usual address (OT)	2011	0
Braidwood	2016	1084
Karabar	2016	1689
Queanbeyan	2016	1398
Queanbeyan - East	2016	1433
Queanbeyan Region	2016	2460
Queanbeyan West - Jerrabomberra	2016	2472
Bombala	2016	1061
Cooma	2016	1013
Cooma Region	2016	1251
Jindabyne - Berridale	2016	1627
Batemans Bay	2016	917
Batemans Bay - South	2016	1006
Bega - Tathra	2016	1062
Bega-Eden Hinterland	2016	979
Broulee - Tomakin	2016	1072
Deua - Wadbilliga	2016	849
Eden	2016	844
Eurobodalla Hinterland	2016	1022
Merimbula - Tura Beach	2016	1018
Moruya - Tuross Head	2016	915
Narooma - Bermagui	2016	859
Goulburn	2016	1164
Goulburn Region	2016	1205
Yass	2016	1466
Yass Region	2016	2050
Young	2016	970
Young Region	2016	967
Avoca Beach - Copacabana	2016	1864
Box Head - MacMasters Beach	2016	1415
Calga - Kulnura	2016	1431
Erina - Green Point	2016	1272
Gosford - Springfield	2016	1188
Kariong	2016	1809
Kincumber - Picketts Valley	2016	1099
Narara	2016	1556
Niagara Park - Lisarow	2016	1661
Point Clare - Koolewong	2016	1408
Saratoga - Davistown	2016	1402
Terrigal - North Avoca	2016	1760
Umina - Booker Bay - Patonga	2016	1071
Wamberal - Forresters Beach	2016	1848
Woy Woy - Blackwall	2016	1037
Wyoming	2016	1228
Bateau Bay - Killarney Vale	2016	1245
Blue Haven - San Remo	2016	1246
Budgewoi - Buff Point - Halekulani	2016	1005
Chittaway Bay - Tumbi Umbi	2016	1465
Gorokan - Kanwal - Charmhaven	2016	1051
Jilliby - Yarramalong	2016	1942
Lake Munmorah - Mannering Park	2016	978
Ourimbah - Fountaindale	2016	1669
Summerland Point - Gwandalan	2016	1187
The Entrance	2016	988
Toukley - Norah Head	2016	968
Tuggerah - Kangy Angy	2016	1513
Warnervale - Wadalba	2016	1677
Wyong	2016	1055
Bathurst	2016	1233
Bathurst - East	2016	1476
Bathurst Region	2016	1358
Oberon	2016	1205
Condobolin	2016	1030
Cowra	2016	941
Cowra Region	2016	979
Forbes	2016	1070
Grenfell	2016	904
Parkes (NSW)	2016	1135
Parkes Region	2016	982
West Wyalong	2016	1101
Lithgow	2016	923
Lithgow Region	2016	1126
Mudgee	2016	1306
Mudgee Region - East	2016	771
Mudgee Region - West	2016	1068
Wollangambe - Wollemi	2016	0
Blayney	2016	1227
Orange	2016	1074
Orange - North	2016	1579
Orange Region	2016	1481
Grafton	2016	922
Grafton Region	2016	952
Maclean - Yamba - Iluka	2016	890
Bellingen	2016	1051
Coffs Harbour - North	2016	1045
Coffs Harbour - South	2016	1008
Coramba - Nana Glen - Bucca	2016	1291
Dorrigo	2016	818
Korora - Emerald Beach	2016	1455
Sawtell - Boambee	2016	1088
Urunga	2016	993
Woolgoolga - Arrawarra	2016	1052
Bourke - Brewarrina	2016	1096
Cobar	2016	1461
Coonamble	2016	1008
Nyngan - Warren	2016	1102
Walgett - Lightning Ridge	2016	822
Broken Hill	2016	974
Far West	2016	978
Coonabarabran	2016	876
Dubbo - East	2016	1332
Dubbo - South	2016	1324
Dubbo - West	2016	1280
Dubbo Region	2016	1482
Gilgandra	2016	990
Narromine	2016	1076
Wellington	2016	937
Branxton - Greta - Pokolbin	2016	1663
Cessnock	2016	1042
Cessnock Region	2016	1405
Dungog	2016	1225
Kurri Kurri - Abermain	2016	1121
Singleton	2016	1630
Singleton Region	2016	1693
Maitland	2016	1421
Maitland - East	2016	1298
Maitland - North	2016	1840
Maitland - West	2016	1376
Thornton - Millers Forest	2016	1733
Anna Bay	2016	1159
Lemon Tree Passage - Tanilba Bay	2016	971
Nelson Bay Peninsula	2016	1101
Raymond Terrace	2016	1087
Seaham - Woodville	2016	1875
Tea Gardens - Hawks Nest	2016	910
Williamtown - Medowie - Karuah	2016	1485
Muswellbrook	2016	1334
Muswellbrook Region	2016	1376
Scone	2016	1332
Scone Region	2016	1176
Dapto - Avondale	2016	1216
Horsley - Kembla Grange	2016	1835
Port Kembla Industrial	2016	0
Unanderra - Mount Kembla	2016	1516
Berkeley - Lake Heights - Cringila	2016	1048
Port Kembla - Warrawong	2016	873
Windang - Primbee	2016	899
Illawarra Catchment Reserve	2016	0
Albion Park - Macquarie Pass	2016	1693
Albion Park Rail	2016	1199
Kiama	2016	1325
Kiama Downs - Minnamurra	2016	1775
Kiama Hinterland - Gerringong	2016	1580
Shellharbour - Flinders	2016	1808
Shellharbour - Oak Flats	2016	1294
Warilla	2016	987
Balgownie - Fairy Meadow	2016	1297
Corrimal - Tarrawanna - Bellambi	2016	1151
Figtree - Keiraville	2016	1467
Helensburgh	2016	2153
Thirroul - Austinmer - Coalcliff	2016	2005
Woonona - Bulli - Russell Vale	2016	1607
Wollongong - East	2016	1228
Wollongong - West	2016	1207
Bulahdelah - Stroud	2016	982
Forster	2016	879
Forster-Tuncurry Region	2016	936
Tuncurry	2016	757
Kempsey	2016	887
Kempsey Region	2016	918
Macksville - Scotts Head	2016	924
Nambucca Heads	2016	757
Nambucca Heads Region	2016	930
South West Rocks	2016	880
Lord Howe Island	2016	1416
Laurieton - Bonny Hills	2016	910
Port Macquarie - East	2016	1152
Port Macquarie - West	2016	958
Port Macquarie Region	2016	1172
Wauchope	2016	1106
Gloucester	2016	903
Old Bar - Manning Point - Red Head	2016	1041
Taree	2016	851
Taree Region	2016	887
Wingham	2016	912
Albury - East	2016	1483
Albury - North	2016	1116
Albury - South	2016	1221
Albury Region	2016	1237
Lavington	2016	931
Hay	2016	1086
