SA2_NAME16	Year	labourForceParticipation
Waroona	2011	56.6
Waroona	2016	52.9
Dalyellup	2006	74.7
Dalyellup	2011	72.4
Dalyellup	2016	70.1
Gelorup - Stratham	2006	67.9
Gelorup - Stratham	2011	65.5
Gelorup - Stratham	2016	64
South Bunbury - Bunbury	2006	60.1
South Bunbury - Bunbury	2011	62.2
South Bunbury - Bunbury	2016	58.9
Withers - Usher	2006	58.7
Withers - Usher	2011	57.8
Withers - Usher	2016	53.5
Bridgetown - Boyup Brook	2006	61.2
Bridgetown - Boyup Brook	2011	59.9
Bridgetown - Boyup Brook	2016	54.7
Donnybrook - Balingup	2006	62.2
Donnybrook - Balingup	2011	59.9
Donnybrook - Balingup	2016	55.6
Manjimup	2006	61.6
Manjimup	2011	63
Manjimup	2016	60.1
Pemberton	2006	61.1
Pemberton	2011	60.6
Pemberton	2016	55.2
Dawesville - Bouvard	2006	49.7
Dawesville - Bouvard	2011	56.7
Dawesville - Bouvard	2016	54.4
Falcon - Wannanup	2006	50.2
Falcon - Wannanup	2011	53.8
Falcon - Wannanup	2016	53.4
Greenfields	2006	49.2
Greenfields	2011	48.4
Greenfields	2016	47.6
Halls Head - Erskine	2006	55.2
Halls Head - Erskine	2011	55
Halls Head - Erskine	2016	53.1
Mandurah	2006	39.3
Mandurah	2011	46.8
Mandurah	2016	46.6
Mandurah - East	2006	48.9
Mandurah - East	2011	51.8
Mandurah - East	2016	50.4
Mandurah - North	2006	57.7
Mandurah - North	2011	60.7
Mandurah - North	2016	62.2
Mandurah - South	2006	42.3
Mandurah - South	2011	46
Mandurah - South	2016	45.3
Pinjarra	2006	49.9
Pinjarra	2011	54.5
Pinjarra	2016	52.4
City Beach	2006	58.6
City Beach	2011	57.8
City Beach	2016	58.1
Claremont (WA)	2006	53.3
Claremont (WA)	2011	55.6
Claremont (WA)	2016	54.5
Cottesloe	2006	59
Cottesloe	2011	62
Cottesloe	2016	62.6
Floreat	2006	65.6
Floreat	2011	67.3
Floreat	2016	67.8
Mosman Park - Peppermint Grove	2006	56.9
Mosman Park - Peppermint Grove	2011	59.1
Mosman Park - Peppermint Grove	2016	58.8
Nedlands - Dalkeith - Crawley	2006	56.8
Nedlands - Dalkeith - Crawley	2011	58.2
Nedlands - Dalkeith - Crawley	2016	56.4
Swanbourne - Mount Claremont	2006	61.1
Swanbourne - Mount Claremont	2011	61.4
Swanbourne - Mount Claremont	2016	60.4
Kings Park (WA)	2006	140
Kings Park (WA)	2011	53.1
Kings Park (WA)	2016	34.8
Mount Hawthorn - Leederville	2006	68.5
Mount Hawthorn - Leederville	2011	71.3
Mount Hawthorn - Leederville	2016	73
Mount Lawley - Inglewood	2006	65.4
Mount Lawley - Inglewood	2011	69.2
Mount Lawley - Inglewood	2016	67
North Perth	2006	62.8
North Perth	2011	66.9
North Perth	2016	67.8
Perth City	2006	55.8
Perth City	2011	65.8
Perth City	2016	64.8
Subiaco - Shenton Park	2006	64
Subiaco - Shenton Park	2011	64.8
Subiaco - Shenton Park	2016	62.6
Wembley - West Leederville - Glendalough	2006	63.1
Wembley - West Leederville - Glendalough	2011	67.6
Wembley - West Leederville - Glendalough	2016	67.4
Bassendean - Eden Hill - Ashfield	2006	61.8
Bassendean - Eden Hill - Ashfield	2011	64.2
Bassendean - Eden Hill - Ashfield	2016	63.5
Bayswater - Embleton - Bedford	2006	62
Bayswater - Embleton - Bedford	2011	65
Bayswater - Embleton - Bedford	2016	65.6
Maylands	2006	63
Maylands	2011	68
Maylands	2016	69.1
Morley	2006	60.4
Morley	2011	61.9
Morley	2016	61.5
Noranda	2006	66
Noranda	2011	64.9
Noranda	2016	60.6
Chidlow	2006	43.1
Chidlow	2011	40.2
Chidlow	2016	35.5
Glen Forrest - Darlington	2006	67.5
Glen Forrest - Darlington	2011	66.3
Glen Forrest - Darlington	2016	63.9
Helena Valley - Koongamia	2006	66.6
Helena Valley - Koongamia	2011	67.5
Helena Valley - Koongamia	2016	66
Malmalling - Reservoir	2006	0
Malmalling - Reservoir	2011	18.8
Malmalling - Reservoir	2016	50
Mundaring	2006	65.7
Mundaring	2011	65.5
Mundaring	2016	62.7
Swan View - Greenmount - Midvale	2006	60.7
Swan View - Greenmount - Midvale	2011	61.3
Swan View - Greenmount - Midvale	2016	59.1
Avon Valley National Park	2006	0
Avon Valley National Park	2011	0
Avon Valley National Park	2016	87.5
Ballajura	2006	67.6
Ballajura	2011	69
Ballajura	2016	66.5
Beechboro	2006	65.2
Beechboro	2011	65.5
Beechboro	2016	63.5
Bullsbrook	2006	67.9
Bullsbrook	2011	66.9
Bullsbrook	2016	63.8
Ellenbrook	2006	69.5
Ellenbrook	2011	72.5
Ellenbrook	2016	71
Gidgegannup	2006	66.4
Gidgegannup	2011	67.4
Gidgegannup	2016	65.7
Hazelmere - Guildford	2006	65.5
Hazelmere - Guildford	2011	66.3
Hazelmere - Guildford	2016	66.3
Lockridge - Kiara	2006	62
Lockridge - Kiara	2011	64
Lockridge - Kiara	2016	65.3
Malaga	2006	57.1
Malaga	2011	57.1
Malaga	2016	50
Melaleuca - Lexia	2006	0
Melaleuca - Lexia	2011	0
Melaleuca - Lexia	2016	0
Middle Swan - Herne Hill	2006	60.8
Middle Swan - Herne Hill	2011	59.8
Middle Swan - Herne Hill	2016	60.1
Midland - Guildford	2006	51.5
Midland - Guildford	2011	57.2
Midland - Guildford	2016	56.3
Stratton - Jane Brook	2006	69.9
Stratton - Jane Brook	2011	70.9
Stratton - Jane Brook	2016	69
The Vines	2006	68.1
The Vines	2011	70
The Vines	2016	70.7
Walyunga National Park	2006	0
Walyunga National Park	2011	0
Walyunga National Park	2016	0
Craigie - Beldon	2006	66.7
Craigie - Beldon	2011	71.3
Craigie - Beldon	2016	68.6
Currambine - Kinross	2006	72.4
Currambine - Kinross	2011	74.9
Currambine - Kinross	2016	73
Duncraig	2006	69.7
Duncraig	2011	69
Duncraig	2016	65.7
Greenwood - Warwick	2006	70.8
Greenwood - Warwick	2011	69.1
Greenwood - Warwick	2016	64.8
Heathridge - Connolly	2006	71.9
Heathridge - Connolly	2011	71.9
Heathridge - Connolly	2016	69.8
Hillarys	2006	71.1
Hillarys	2011	70.5
Hillarys	2016	67.5
Iluka - Burns Beach	2006	74.8
Iluka - Burns Beach	2011	75.6
Iluka - Burns Beach	2016	75.7
Joondalup - Edgewater	2006	68.4
Joondalup - Edgewater	2011	68.7
Joondalup - Edgewater	2016	66.9
Kingsley	2006	71.5
Kingsley	2011	67.4
Kingsley	2016	64.2
Mullaloo - Kallaroo	2006	68.5
Mullaloo - Kallaroo	2011	69.4
Mullaloo - Kallaroo	2016	65.6
Ocean Reef	2006	71.6
Ocean Reef	2011	69.2
Ocean Reef	2016	69
Padbury	2006	70.7
Padbury	2011	70.8
Padbury	2016	68.9
Sorrento - Marmion	2006	67.8
Sorrento - Marmion	2011	66.3
Sorrento - Marmion	2016	63.8
Woodvale	2006	72.1
Woodvale	2011	72.7
Woodvale	2016	70.2
Balcatta - Hamersley	2006	62.1
Balcatta - Hamersley	2011	62.1
Balcatta - Hamersley	2016	60.1
Balga - Mirrabooka	2006	51
Balga - Mirrabooka	2011	54
Balga - Mirrabooka	2016	56.9
Dianella	2006	58.2
Dianella	2011	61.7
Dianella	2016	60.8
Herdsman	2006	0
Herdsman	2011	0
Herdsman	2016	0
Innaloo - Doubleview	2006	62.1
Innaloo - Doubleview	2011	66.1
Innaloo - Doubleview	2016	66.6
Karrinyup - Gwelup - Carine	2006	66.3
Karrinyup - Gwelup - Carine	2011	65.8
Karrinyup - Gwelup - Carine	2016	64.6
Nollamara - Westminster	2006	53.6
Nollamara - Westminster	2011	60.9
Nollamara - Westminster	2016	63.6
Osborne Park Industrial	2006	0
Osborne Park Industrial	2011	0
Osborne Park Industrial	2016	83.3
Scarborough	2006	66.5
Scarborough	2011	68.6
Scarborough	2016	71.8
Stirling - Osborne Park	2006	65.1
Stirling - Osborne Park	2011	65.5
Stirling - Osborne Park	2016	65.9
Trigg - North Beach - Watermans Bay	2006	63.4
Trigg - North Beach - Watermans Bay	2011	63.8
Trigg - North Beach - Watermans Bay	2016	63.2
Tuart Hill - Joondanna	2006	61.8
Tuart Hill - Joondanna	2011	65.2
Tuart Hill - Joondanna	2016	67.4
Wembley Downs - Churchlands - Woodlands	2006	60.2
Wembley Downs - Churchlands - Woodlands	2011	63.6
Wembley Downs - Churchlands - Woodlands	2016	62.2
Yokine - Coolbinia - Menora	2006	57.6
Yokine - Coolbinia - Menora	2011	61.7
Yokine - Coolbinia - Menora	2016	61
Alexander Heights - Koondoola	2006	61.6
Alexander Heights - Koondoola	2011	62.2
Alexander Heights - Koondoola	2016	60.5
Butler - Merriwa - Ridgewood	2006	60.1
Butler - Merriwa - Ridgewood	2011	62.7
Butler - Merriwa - Ridgewood	2016	61.9
Carramar	2006	71.6
Carramar	2011	74.4
Carramar	2016	74
Clarkson	2006	67.6
Clarkson	2011	68.6
Clarkson	2016	70.3
Girrawheen	2006	54
Girrawheen	2011	57.3
Girrawheen	2016	56.3
Madeley - Darch - Landsdale	2006	70.2
Madeley - Darch - Landsdale	2011	73.5
Madeley - Darch - Landsdale	2016	71.6
Marangaroo	2006	60.2
Marangaroo	2011	63.2
Marangaroo	2016	61.5
Mindarie - Quinns Rocks - Jindalee	2006	66.7
Mindarie - Quinns Rocks - Jindalee	2011	68.8
Mindarie - Quinns Rocks - Jindalee	2016	69.9
Neerabup National Park	2006	0
Neerabup National Park	2011	0
Neerabup National Park	2016	100
Tapping - Ashby - Sinagra	2006	65.9
Tapping - Ashby - Sinagra	2011	71.2
Tapping - Ashby - Sinagra	2016	70.9
Wanneroo	2006	67.2
Wanneroo	2011	68.6
Wanneroo	2016	67.7
Alkimos - Eglinton	2006	0
Alkimos - Eglinton	2011	60.7
Alkimos - Eglinton	2016	75.6
Carabooda - Pinjar	2006	66.3
Carabooda - Pinjar	2011	64.6
Carabooda - Pinjar	2016	63.5
Two Rocks	2006	48.1
Two Rocks	2011	52.6
Two Rocks	2016	56.3
Yanchep	2006	52.3
Yanchep	2011	60.1
Yanchep	2016	61.6
Armadale - Wungong - Brookdale	2006	52.4
Armadale - Wungong - Brookdale	2011	55.2
Armadale - Wungong - Brookdale	2016	55.2
Ashendon - Lesley	2006	0
Ashendon - Lesley	2011	0
Ashendon - Lesley	2016	30
Camillo - Champion Lakes	2006	62.1
Camillo - Champion Lakes	2011	63.1
Camillo - Champion Lakes	2016	60.4
Forrestdale - Harrisdale - Piara Waters	2006	64.4
Forrestdale - Harrisdale - Piara Waters	2011	79.4
Forrestdale - Harrisdale - Piara Waters	2016	78.2
Kelmscott	2006	61.9
Kelmscott	2011	59.8
Kelmscott	2016	58.2
Mount Nasura - Mount Richon - Bedfordale	2006	60.9
Mount Nasura - Mount Richon - Bedfordale	2011	63.9
Mount Nasura - Mount Richon - Bedfordale	2016	61.9
Roleystone	2006	71
Roleystone	2011	70
Roleystone	2016	66.6
Seville Grove	2006	68.1
Seville Grove	2011	70.4
Seville Grove	2016	67.8
Belmont - Ascot - Redcliffe	2006	60.1
Belmont - Ascot - Redcliffe	2011	62.7
Belmont - Ascot - Redcliffe	2016	61.6
East Victoria Park - Carlisle	2006	64
East Victoria Park - Carlisle	2011	66.4
East Victoria Park - Carlisle	2016	65.6
Kewdale Commercial	2006	0
Kewdale Commercial	2011	100
Kewdale Commercial	2016	100
Perth Airport	2006	0
Perth Airport	2011	0
Perth Airport	2016	0
Rivervale - Kewdale - Cloverdale	2006	57.2
Rivervale - Kewdale - Cloverdale	2011	62
Rivervale - Kewdale - Cloverdale	2016	61.1
Victoria Park - Lathlain - Burswood	2006	62
Victoria Park - Lathlain - Burswood	2011	67.9
Victoria Park - Lathlain - Burswood	2016	68.9
Bentley - Wilson - St James	2006	48.6
Bentley - Wilson - St James	2011	52
Bentley - Wilson - St James	2016	54.2
Canning Vale - West	2006	73.1
Canning Vale - West	2011	73.1
Canning Vale - West	2016	70.1
Canning Vale Commercial	2006	0
Canning Vale Commercial	2011	0
Canning Vale Commercial	2016	0
Cannington - Queens Park	2006	60.9
Cannington - Queens Park	2011	64
Cannington - Queens Park	2016	64.8
Parkwood - Ferndale - Lynwood	2006	65.1
Parkwood - Ferndale - Lynwood	2011	66.2
Parkwood - Ferndale - Lynwood	2016	62.8
Riverton - Shelley - Rossmoyne	2006	61.2
Riverton - Shelley - Rossmoyne	2011	60.9
Riverton - Shelley - Rossmoyne	2016	59.7
Welshpool	2006	150
Welshpool	2011	61.1
Welshpool	2016	38.9
Willetton	2006	68.5
Willetton	2011	68.1
Willetton	2016	64.2
Beckenham - Kenwick - Langford	2006	61.1
Beckenham - Kenwick - Langford	2011	61.8
Beckenham - Kenwick - Langford	2016	61.6
Canning Vale - East	2006	70.2
Canning Vale - East	2011	68.6
Canning Vale - East	2016	66.5
Gosnells	2006	57.8
Gosnells	2011	57.5
Gosnells	2016	55.7
Huntingdale - Southern River	2006	71.1
Huntingdale - Southern River	2011	72.8
Huntingdale - Southern River	2016	70.6
Maddington - Orange Grove - Martin	2006	58.6
Maddington - Orange Grove - Martin	2011	58.9
Maddington - Orange Grove - Martin	2016	57.8
Thornlie	2006	66.7
Thornlie	2011	65.9
Thornlie	2016	63.3
Forrestfield - Wattle Grove	2006	67.7
Forrestfield - Wattle Grove	2011	67.6
Forrestfield - Wattle Grove	2016	67
High Wycombe	2006	68.5
High Wycombe	2011	68.2
High Wycombe	2016	65.8
Kalamunda - Maida Vale - Gooseberry Hill	2006	63.7
Kalamunda - Maida Vale - Gooseberry Hill	2011	63.2
Kalamunda - Maida Vale - Gooseberry Hill	2016	59.7
Lesmurdie - Bickley - Carmel	2006	64.5
Lesmurdie - Bickley - Carmel	2011	63.2
Lesmurdie - Bickley - Carmel	2016	59.8
Byford	2006	65.8
Byford	2011	70.5
Byford	2016	71.9
Mundijong	2006	71.5
Mundijong	2011	69.5
Mundijong	2016	67.7
Serpentine - Jarrahdale	2006	58.9
Serpentine - Jarrahdale	2011	59.1
Serpentine - Jarrahdale	2016	54.5
Como	2006	63.4
Como	2011	66.4
Como	2016	64.7
Manning - Waterford	2006	58
Manning - Waterford	2011	57.6
Manning - Waterford	2016	56.4
South Perth - Kensington	2006	62.8
South Perth - Kensington	2011	66.2
South Perth - Kensington	2016	64.3
Banjup	2006	71.5
Banjup	2011	77.3
Banjup	2016	74.8
Bibra Industrial	2006	0
Bibra Industrial	2011	53.3
Bibra Industrial	2016	66.7
Bibra Lake	2006	0
Bibra Lake	2011	0
Bibra Lake	2016	0
Coogee	2006	65.8
Coogee	2011	65.8
Coogee	2016	66.3
Coolbellup	2006	60.7
Coolbellup	2011	63.9
Coolbellup	2016	62.5
Hamilton Hill	2006	53.8
Hamilton Hill	2011	57.8
Hamilton Hill	2016	57.3
Henderson	2006	0
Henderson	2011	57.1
Henderson	2016	53.8
North Coogee	2006	0
North Coogee	2011	71.7
North Coogee	2016	69
South Lake - Cockburn Central	2006	67.3
South Lake - Cockburn Central	2011	68.7
South Lake - Cockburn Central	2016	66.6
Spearwood	2006	58.6
Spearwood	2011	58.4
Spearwood	2016	57.6
Success - Hammond Park	2006	71.1
Success - Hammond Park	2011	74.7
Success - Hammond Park	2016	73.8
Yangebup	2006	67.9
Yangebup	2011	70.1
Yangebup	2016	68.5
Beeliar - Wattleup	2006	68
Beeliar - Wattleup	2011	72.2
Beeliar - Wattleup	2016	72.1
Jandakot	2006	70.2
Jandakot	2011	68.2
Jandakot	2016	63.3
East Fremantle	2006	64.3
East Fremantle	2011	65.6
East Fremantle	2016	65.5
Fremantle	2006	58.8
Fremantle	2011	63.5
Fremantle	2016	60.2
Fremantle - South	2006	58.9
Fremantle - South	2011	60.5
Fremantle - South	2016	60.8
O'Connor (WA)	2006	75
O'Connor (WA)	2011	0
O'Connor (WA)	2016	20
Bertram - Wellard (West)	2006	74.8
Bertram - Wellard (West)	2011	74.1
Bertram - Wellard (West)	2016	74
Calista	2006	47
Calista	2011	53.1
Calista	2016	54
Hope Valley - Postans	2006	65.5
Hope Valley - Postans	2011	56.3
Hope Valley - Postans	2016	53.2
Kwinana Industrial	2006	94.6
Kwinana Industrial	2011	36.4
Kwinana Industrial	2016	68
Parmelia - Orelia	2006	54.9
Parmelia - Orelia	2011	58.9
Parmelia - Orelia	2016	55.9
Casuarina - Wandi	2006	50.1
Casuarina - Wandi	2011	53.1
Casuarina - Wandi	2016	59.5
Applecross - Ardross	2006	60.2
Applecross - Ardross	2011	60.9
Applecross - Ardross	2016	60.7
Bateman	2006	66.1
Bateman	2011	65.9
Bateman	2016	63.7
Bicton - Palmyra	2006	60.9
Bicton - Palmyra	2011	64.5
Bicton - Palmyra	2016	63.6
Booragoon	2006	59.5
Booragoon	2011	61.5
Booragoon	2016	60.8
Bull Creek	2006	60.9
Bull Creek	2011	61.4
Bull Creek	2016	57
Leeming	2006	72.5
Leeming	2011	72.8
Leeming	2016	67.9
Melville	2006	60.2
Melville	2011	63.7
Melville	2016	63.2
Murdoch - Kardinya	2006	61.2
Murdoch - Kardinya	2011	62.1
Murdoch - Kardinya	2016	58.1
Willagee	2006	54.9
Willagee	2011	58.3
Willagee	2016	57.8
Winthrop	2006	62.6
Winthrop	2011	65.6
Winthrop	2016	63.9
Baldivis	2006	69.2
Baldivis	2011	73.3
Baldivis	2016	69.2
Cooloongup	2006	54.7
Cooloongup	2011	57.5
Cooloongup	2016	54.3
Port Kennedy	2006	66.1
Port Kennedy	2011	66
Port Kennedy	2016	64.7
Rockingham	2006	47.6
Rockingham	2011	53.4
Rockingham	2016	51.3
Rockingham Lakes	2006	40
Rockingham Lakes	2011	0
Rockingham Lakes	2016	0
Safety Bay - Shoalwater	2006	51.1
Safety Bay - Shoalwater	2011	55.9
Safety Bay - Shoalwater	2016	54
Singleton - Golden Bay - Secret Harbour	2006	67.6
Singleton - Golden Bay - Secret Harbour	2011	72.4
Singleton - Golden Bay - Secret Harbour	2016	71.7
Waikiki	2006	60.7
Waikiki	2011	63.7
Waikiki	2016	61.7
Warnbro	2006	62.5
Warnbro	2011	63.6
Warnbro	2016	60.6
Albany	2006	54.2
Albany	2011	55.3
Albany	2016	52.9
Albany Region	2006	66.6
Albany Region	2011	67.9
Albany Region	2016	62.1
Bayonet Head - Lower King	2006	61.3
Bayonet Head - Lower King	2011	59.7
Bayonet Head - Lower King	2016	59.2
Denmark	2006	55.8
Denmark	2011	56.1
Denmark	2016	51.4
Gnowangerup	2006	74.6
Gnowangerup	2011	72.1
Gnowangerup	2016	66.1
Katanning	2006	60.2
Katanning	2011	61
Katanning	2016	57.3
Kojonup	2006	65.8
Kojonup	2011	62.9
Kojonup	2016	61.2
Little Grove - Elleker	2006	56.5
Little Grove - Elleker	2011	55.1
Little Grove - Elleker	2016	52
McKail - Willyung	2006	61.2
McKail - Willyung	2011	61.9
McKail - Willyung	2016	60.6
Plantagenet	2006	60.4
Plantagenet	2011	58.6
Plantagenet	2016	54.3
Stirling Range National Park	2006	0
Stirling Range National Park	2011	0
Stirling Range National Park	2016	0
Chittering	2006	63.6
Chittering	2011	63.2
Chittering	2016	61
Cunderdin	2006	59.8
Cunderdin	2011	56.4
Cunderdin	2016	52
Dowerin	2006	67.5
Dowerin	2011	63.1
Dowerin	2016	60.3
Gingin - Dandaragan	2006	54.5
Gingin - Dandaragan	2011	56.1
Gingin - Dandaragan	2016	54.2
Merredin	2006	64.5
Merredin	2011	63.7
Merredin	2016	59.3
Moora	2006	69.6
Moora	2011	69.2
Moora	2016	63.6
Mukinbudin	2006	70.4
Mukinbudin	2011	69.5
Mukinbudin	2016	62.3
Northam	2006	56.6
Northam	2011	57.8
Northam	2016	52.6
Toodyay	2006	56.9
Toodyay	2011	56
Toodyay	2016	53.2
York - Beverley	2006	55.2
York - Beverley	2011	53.6
York - Beverley	2016	49.3
Brookton	2006	61.3
Brookton	2011	60.7
Brookton	2016	54.7
Kulin	2006	76.5
Kulin	2011	72.6
Kulin	2016	68.8
Murray	2006	62.8
Murray	2011	64
Murray	2016	61.1
Narrogin	2006	59.3
Narrogin	2011	58.7
Narrogin	2016	53.7
Wagin	2006	66.2
Wagin	2011	65.3
Wagin	2016	58.9
Broome	2006	63.1
Broome	2011	67.1
Broome	2016	66.4
Derby - West Kimberley	2006	63
Derby - West Kimberley	2011	42.4
Derby - West Kimberley	2016	47.3
Halls Creek	2006	50.1
Halls Creek	2011	45.7
Halls Creek	2016	36.1
Kununurra	2006	63.5
Kununurra	2011	66.7
Kununurra	2016	63
Roebuck	2006	58.5
Roebuck	2011	51.7
Roebuck	2016	47.5
East Pilbara	2006	54.7
East Pilbara	2011	66.1
East Pilbara	2016	64.5
Newman	2006	72.1
Newman	2011	71.1
Newman	2016	71.9
Port Hedland	2006	71.2
Port Hedland	2011	68.5
Port Hedland	2016	73.9
South Hedland	2006	52.8
South Hedland	2011	65.1
South Hedland	2016	65.5
Ashburton (WA)	2006	74.6
Ashburton (WA)	2011	74.8
Ashburton (WA)	2016	74.9
Karratha	2006	71
Karratha	2011	70.2
Karratha	2016	72.9
Roebourne	2006	63.2
Roebourne	2011	60.3
Roebourne	2016	64
Esperance	2006	62.6
Esperance	2011	62.3
Esperance	2016	58.7
Esperance Region	2006	72.7
Esperance Region	2011	69
Esperance Region	2016	59.7
Carnarvon	2006	61.4
Carnarvon	2011	59.8
Carnarvon	2016	56.1
Exmouth	2006	67.2
Exmouth	2011	65.3
Exmouth	2016	64.2
Boulder	2006	66.6
Boulder	2011	64.9
Boulder	2016	63.1
Kalgoorlie	2006	66.5
Kalgoorlie	2011	68.8
Kalgoorlie	2016	68
Kalgoorlie - North	2006	71
Kalgoorlie - North	2011	72.4
Kalgoorlie - North	2016	73.1
Kalgoorlie Airport	2006	0
Kalgoorlie Airport	2011	0
Kalgoorlie Airport	2016	0
Kambalda - Coolgardie - Norseman	2006	64.5
Kambalda - Coolgardie - Norseman	2011	63.8
Kambalda - Coolgardie - Norseman	2016	57.9
Leinster - Leonora	2006	68.7
Leinster - Leonora	2011	60.2
Leinster - Leonora	2016	51.8
Trafalgar (WA)	2006	0
Trafalgar (WA)	2011	0
Trafalgar (WA)	2016	0
Geraldton	2006	53.8
Geraldton	2011	56.3
Geraldton	2016	51.9
Geraldton - East	2006	57.6
Geraldton - East	2011	59.9
Geraldton - East	2016	56.9
Geraldton - North	2006	63
Geraldton - North	2011	68.5
Geraldton - North	2016	65
Geraldton - South	2006	70
Geraldton - South	2011	71.7
Geraldton - South	2016	68.5
Irwin	2006	55
Irwin	2011	56.7
Irwin	2016	51
Meekatharra	2006	60.5
Meekatharra	2011	62.4
Meekatharra	2016	54.4
Morawa	2006	65.6
Morawa	2011	65.3
Morawa	2016	60.7
Northampton - Mullewa - Greenough	2006	61.8
Northampton - Mullewa - Greenough	2011	59.9
Northampton - Mullewa - Greenough	2016	56
Migratory - Offshore - Shipping (WA)	2006	87.9
Migratory - Offshore - Shipping (WA)	2011	80.3
Migratory - Offshore - Shipping (WA)	2016	78.6
No usual address (WA)	2006	48
No usual address (WA)	2011	45.7
No usual address (WA)	2016	39.8
Bridgewater - Gagebrook	2006	45.1
Bridgewater - Gagebrook	2011	43.6
Bridgewater - Gagebrook	2016	43.2
Brighton - Pontville	2006	63.8
Brighton - Pontville	2011	67.5
Brighton - Pontville	2016	66.3
Old Beach - Otago	2006	69.5
Old Beach - Otago	2011	69.8
Old Beach - Otago	2016	67.8
Bellerive - Rosny	2006	56.6
Bellerive - Rosny	2011	56.6
Bellerive - Rosny	2016	55.7
Cambridge	2006	70
Cambridge	2011	69.9
Cambridge	2016	67.4
Geilston Bay - Risdon	2006	64.2
Geilston Bay - Risdon	2011	64.5
Geilston Bay - Risdon	2016	64.3
Howrah - Tranmere	2006	57.8
Howrah - Tranmere	2011	60
Howrah - Tranmere	2016	58.9
Lindisfarne - Rose Bay	2006	55.7
Lindisfarne - Rose Bay	2011	57.3
Lindisfarne - Rose Bay	2016	53.2
Mornington - Warrane	2006	49.5
Mornington - Warrane	2011	51.3
Mornington - Warrane	2016	51.5
Risdon Vale	2006	41.9
Risdon Vale	2011	41.6
Risdon Vale	2016	39.8
Rokeby	2006	51.7
Rokeby	2011	53.9
Rokeby	2016	55
South Arm	2006	70.1
South Arm	2011	69.1
South Arm	2016	65.1
Austins Ferry - Granton	2006	65.1
Austins Ferry - Granton	2011	66.5
Austins Ferry - Granton	2016	64.3
Berriedale - Chigwell	2006	54.6
Berriedale - Chigwell	2011	55.7
Berriedale - Chigwell	2016	56.5
Claremont (Tas.)	2006	52.5
Claremont (Tas.)	2011	55.9
Claremont (Tas.)	2016	55.2
Derwent Park - Lutana	2006	55.5
Derwent Park - Lutana	2011	57.2
Derwent Park - Lutana	2016	56.2
Glenorchy	2006	51.2
Glenorchy	2011	51.7
Glenorchy	2016	49.5
Montrose - Rosetta	2006	53.7
Montrose - Rosetta	2011	56.3
Montrose - Rosetta	2016	55
Moonah	2006	56.6
Moonah	2011	58
Moonah	2016	56.6
New Norfolk	2006	50.2
New Norfolk	2011	52.6
New Norfolk	2016	50.4
West Moonah	2006	59.5
West Moonah	2011	60.8
West Moonah	2016	58.5
Kingston - Huntingfield	2006	62.4
Kingston - Huntingfield	2011	62.5
Kingston - Huntingfield	2016	60
Kingston Beach - Blackmans Bay	2006	63.3
Kingston Beach - Blackmans Bay	2011	64
Kingston Beach - Blackmans Bay	2016	60.7
Margate - Snug	2006	63.7
Margate - Snug	2011	65.7
Margate - Snug	2016	64.6
Mount Wellington	2006	0
Mount Wellington	2011	0
Mount Wellington	2016	0
Taroona - Bonnet Hill	2006	60.8
Taroona - Bonnet Hill	2011	61.3
Taroona - Bonnet Hill	2016	58.2
Hobart	2006	62.2
Hobart	2011	63.1
Hobart	2016	59.3
Lenah Valley - Mount Stuart	2006	65.9
Lenah Valley - Mount Stuart	2011	67.7
Lenah Valley - Mount Stuart	2016	65.4
Mount Nelson - Dynnyrne	2006	66.5
Mount Nelson - Dynnyrne	2011	62.3
Mount Nelson - Dynnyrne	2016	59.3
New Town	2006	58.6
New Town	2011	58.8
New Town	2016	57.5
Sandy Bay	2006	55.8
Sandy Bay	2011	55.9
Sandy Bay	2016	55.1
South Hobart - Fern Tree	2006	62.8
South Hobart - Fern Tree	2011	64.2
South Hobart - Fern Tree	2016	61.3
West Hobart	2006	68.5
West Hobart	2011	69.1
West Hobart	2016	67.1
Dodges Ferry - Lewisham	2006	59.3
Dodges Ferry - Lewisham	2011	60.5
Dodges Ferry - Lewisham	2016	57.5
Sorell - Richmond	2006	59.7
Sorell - Richmond	2011	60.5
Sorell - Richmond	2016	58.4
Invermay	2006	55.2
Invermay	2011	56.3
Invermay	2016	54.4
Kings Meadows - Punchbowl	2006	52.7
Kings Meadows - Punchbowl	2011	55.7
Kings Meadows - Punchbowl	2016	55.4
Launceston	2006	64.4
Launceston	2011	66.2
Launceston	2016	59.8
Legana	2006	60.7
Legana	2011	62.9
Legana	2016	60.3
Mowbray	2006	50.9
Mowbray	2011	50.8
Mowbray	2016	49.4
Newnham - Mayfield	2006	53.1
Newnham - Mayfield	2011	51.8
Newnham - Mayfield	2016	49.9
Newstead	2006	54.7
Newstead	2011	57.3
Newstead	2016	54.7
Norwood (Tas.)	2006	56
Norwood (Tas.)	2011	57.3
Norwood (Tas.)	2016	54.7
Prospect Vale - Blackstone	2006	62.1
Prospect Vale - Blackstone	2011	61.7
Prospect Vale - Blackstone	2016	58.6
Ravenswood	2006	48.6
Ravenswood	2011	45.8
Ravenswood	2016	45.6
Riverside	2006	61
Riverside	2011	63.1
Riverside	2016	60
South Launceston	2006	57.9
South Launceston	2011	62.7
South Launceston	2016	57.4
Summerhill - Prospect	2006	61.1
Summerhill - Prospect	2011	61
