SA2_NAME16	Year	medianAgeOfPersons
Port Adelaide	2011	40
The Parks	2011	35
Torrens Island	2011	60
Adelaide Airport	2011	0
Fulham	2011	46
Lockleys	2011	38
Plympton	2011	37
Richmond (SA)	2011	36
West Beach	2011	43
Barossa - Angaston	2011	42
Light	2011	41
Lyndoch	2011	39
Mallala	2011	42
Nuriootpa	2011	41
Tanunda	2011	43
Clare	2011	41
Gilbert Valley	2011	45
Goyder	2011	46
Wakefield - Barunga West	2011	45
Jamestown	2011	46
Peterborough - Mount Remarkable	2011	49
Port Pirie	2011	40
Port Pirie Region	2011	45
Kadina	2011	42
Moonta	2011	52
Wallaroo	2011	50
Yorke Peninsula - North	2011	52
Yorke Peninsula - South	2011	53
Ceduna	2011	37
Eyre Peninsula	2011	43
Kimba - Cleve - Franklin Harbour	2011	44
Le Hunte - Elliston	2011	41
Port Lincoln	2011	38
West Coast (SA)	2011	40
Western	2011	37
Whyalla	2011	38
Whyalla - North	2011	0
APY Lands	2011	26
Coober Pedy	2011	45
Quorn - Lake Gilles	2011	47
Outback	2011	39
Port Augusta	2011	38
Roxby Downs	2011	29
Goolwa - Port Elliot	2011	55
Kangaroo Island	2011	46
Strathalbyn	2011	42
Strathalbyn Region	2011	42
Victor Harbor	2011	56
Yankalilla	2011	51
Grant	2011	41
Kingston - Robe	2011	46
Millicent	2011	42
Naracoorte	2011	39
Naracoorte Region	2011	41
Penola	2011	41
Tatiara	2011	39
Wattle Range	2011	44
Mount Gambier - East	2011	37
Mount Gambier - West	2011	39
Barmera	2011	43
Berri	2011	39
Karoonda - Lameroo	2011	44
Loxton	2011	42
Loxton Region	2011	43
Mannum	2011	48
Murray Bridge	2011	39
Murray Bridge Region	2011	42
Renmark	2011	40
Renmark Region	2011	41
The Coorong	2011	44
Waikerie	2011	45
Migratory - Offshore - Shipping (SA)	2011	31
No usual address (SA)	2011	39
Augusta	2011	46
Busselton	2011	40
Busselton Region	2011	39
Margaret River	2011	35
Australind - Leschenault	2011	35
Capel	2011	40
College Grove - Carey Park	2011	37
Collie	2011	39
Dardanup	2011	39
Davenport	2011	58
Eaton - Pelican Point	2011	35
Harvey	2011	40
East Bunbury - Glen Iris	2011	37
Waroona	2011	41
Dalyellup	2011	29
Gelorup - Stratham	2011	41
South Bunbury - Bunbury	2011	43
Withers - Usher	2011	34
Bridgetown - Boyup Brook	2011	45
Donnybrook - Balingup	2011	44
Manjimup	2011	39
Pemberton	2011	46
Dawesville - Bouvard	2011	40
Falcon - Wannanup	2011	43
Greenfields	2011	41
Halls Head - Erskine	2011	42
Mandurah	2011	46
Mandurah - East	2011	49
Mandurah - North	2011	36
Mandurah - South	2011	48
Pinjarra	2011	39
City Beach	2011	44
Claremont (WA)	2011	42
Cottesloe	2011	40
Floreat	2011	39
Mosman Park - Peppermint Grove	2011	39
Nedlands - Dalkeith - Crawley	2011	35
Swanbourne - Mount Claremont	2011	41
Kings Park (WA)	2011	52
Mount Hawthorn - Leederville	2011	34
Mount Lawley - Inglewood	2011	36
North Perth	2011	36
Perth City	2011	32
Subiaco - Shenton Park	2011	39
Wembley - West Leederville - Glendalough	2011	34
Bassendean - Eden Hill - Ashfield	2011	38
Bayswater - Embleton - Bedford	2011	38
Maylands	2011	34
Morley	2011	38
Noranda	2011	42
Chidlow	2011	36
Glen Forrest - Darlington	2011	43
Helena Valley - Koongamia	2011	39
Malmalling - Reservoir	2011	49
Mundaring	2011	41
Swan View - Greenmount - Midvale	2011	39
Avon Valley National Park	2011	0
Ballajura	2011	34
Beechboro	2011	33
Bullsbrook	2011	38
Ellenbrook	2011	29
Gidgegannup	2011	42
Hazelmere - Guildford	2011	38
Lockridge - Kiara	2011	35
Malaga	2011	43
Melaleuca - Lexia	2011	0
Middle Swan - Herne Hill	2011	39
Midland - Guildford	2011	39
Stratton - Jane Brook	2011	31
The Vines	2011	41
Walyunga National Park	2011	0
Craigie - Beldon	2011	34
Currambine - Kinross	2011	34
Duncraig	2011	40
Greenwood - Warwick	2011	39
Heathridge - Connolly	2011	35
Hillarys	2011	40
Iluka - Burns Beach	2011	38
Joondalup - Edgewater	2011	35
Kingsley	2011	41
Mullaloo - Kallaroo	2011	40
Ocean Reef	2011	40
Padbury	2011	35
Sorrento - Marmion	2011	44
Woodvale	2011	41
Balcatta - Hamersley	2011	38
Balga - Mirrabooka	2011	31
Dianella	2011	40
Herdsman	2011	0
Innaloo - Doubleview	2011	35
Karrinyup - Gwelup - Carine	2011	40
Nollamara - Westminster	2011	32
Osborne Park Industrial	2011	66
Scarborough	2011	34
Stirling - Osborne Park	2011	36
Trigg - North Beach - Watermans Bay	2011	41
Tuart Hill - Joondanna	2011	35
Wembley Downs - Churchlands - Woodlands	2011	40
Yokine - Coolbinia - Menora	2011	39
Alexander Heights - Koondoola	2011	34
Butler - Merriwa - Ridgewood	2011	30
Carramar	2011	28
Clarkson	2011	28
Girrawheen	2011	33
Madeley - Darch - Landsdale	2011	32
Marangaroo	2011	34
Mindarie - Quinns Rocks - Jindalee	2011	36
Neerabup National Park	2011	0
Tapping - Ashby - Sinagra	2011	31
Wanneroo	2011	34
Alkimos - Eglinton	2011	36
Carabooda - Pinjar	2011	38
Two Rocks	2011	40
Yanchep	2011	37
Armadale - Wungong - Brookdale	2011	34
Ashendon - Lesley	2011	0
Camillo - Champion Lakes	2011	33
Forrestdale - Harrisdale - Piara Waters	2011	29
Kelmscott	2011	38
Mount Nasura - Mount Richon - Bedfordale	2011	43
Roleystone	2011	41
Seville Grove	2011	27
Belmont - Ascot - Redcliffe	2011	36
East Victoria Park - Carlisle	2011	33
Kewdale Commercial	2011	0
Perth Airport	2011	29
Rivervale - Kewdale - Cloverdale	2011	35
Victoria Park - Lathlain - Burswood	2011	33
Bentley - Wilson - St James	2011	30
Canning Vale - West	2011	35
Canning Vale Commercial	2011	0
Cannington - Queens Park	2011	30
Parkwood - Ferndale - Lynwood	2011	37
Riverton - Shelley - Rossmoyne	2011	40
Welshpool	2011	54
Willetton	2011	38
Beckenham - Kenwick - Langford	2011	33
Canning Vale - East	2011	31
Gosnells	2011	35
Huntingdale - Southern River	2011	31
Maddington - Orange Grove - Martin	2011	36
Thornlie	2011	36
Forrestfield - Wattle Grove	2011	35
High Wycombe	2011	34
Kalamunda - Maida Vale - Gooseberry Hill	2011	44
Lesmurdie - Bickley - Carmel	2011	41
Byford	2011	31
Mundijong	2011	38
Serpentine - Jarrahdale	2011	41
Como	2011	35
Manning - Waterford	2011	35
South Perth - Kensington	2011	37
Banjup	2011	30
Bibra Industrial	2011	43
Bibra Lake	2011	0
Coogee	2011	40
Coolbellup	2011	37
Hamilton Hill	2011	39
Henderson	2011	50
North Coogee	2011	39
South Lake - Cockburn Central	2011	35
Spearwood	2011	41
Success - Hammond Park	2011	30
Yangebup	2011	32
Beeliar - Wattleup	2011	32
Jandakot	2011	36
East Fremantle	2011	42
Fremantle	2011	41
Fremantle - South	2011	41
O'Connor (WA)	2011	59
Bertram - Wellard (West)	2011	28
Calista	2011	34
Hope Valley - Postans	2011	39
Kwinana Industrial	2011	56
Parmelia - Orelia	2011	33
Casuarina - Wandi	2011	38
Applecross - Ardross	2011	41
Bateman	2011	38
Bicton - Palmyra	2011	41
Booragoon	2011	42
Bull Creek	2011	43
Leeming	2011	39
Melville	2011	40
Murdoch - Kardinya	2011	38
Willagee	2011	35
Winthrop	2011	39
Baldivis	2011	29
Cooloongup	2011	38
Port Kennedy	2011	30
Rockingham	2011	43
Rockingham Lakes	2011	17
Safety Bay - Shoalwater	2011	44
Singleton - Golden Bay - Secret Harbour	2011	31
Waikiki	2011	35
Warnbro	2011	32
Albany	2011	43
Albany Region	2011	44
Bayonet Head - Lower King	2011	40
Denmark	2011	46
Gnowangerup	2011	38
Katanning	2011	37
Kojonup	2011	40
Little Grove - Elleker	2011	42
McKail - Willyung	2011	35
Plantagenet	2011	43
Stirling Range National Park	2011	0
Chittering	2011	41
Cunderdin	2011	43
Dowerin	2011	41
Gingin - Dandaragan	2011	44
Merredin	2011	39
Moora	2011	38
Mukinbudin	2011	40
Northam	2011	40
Toodyay	2011	47
York - Beverley	2011	48
Brookton	2011	45
Kulin	2011	40
Murray	2011	39
Narrogin	2011	37
Wagin	2011	43
Broome	2011	33
Derby - West Kimberley	2011	30
Halls Creek	2011	26
Kununurra	2011	31
Roebuck	2011	27
East Pilbara	2011	34
Newman	2011	32
Port Hedland	2011	34
South Hedland	2011	29
Ashburton (WA)	2011	33
Karratha	2011	32
Roebourne	2011	34
Esperance	2011	39
Esperance Region	2011	37
Carnarvon	2011	38
Exmouth	2011	39
Boulder	2011	31
Kalgoorlie	2011	31
Kalgoorlie - North	2011	30
Kalgoorlie Airport	2011	0
Kambalda - Coolgardie - Norseman	2011	32
Leinster - Leonora	2011	32
Trafalgar (WA)	2011	0
Geraldton	2011	40
Geraldton - East	2011	32
Geraldton - North	2011	36
Geraldton - South	2011	35
Irwin	2011	44
Meekatharra	2011	36
Morawa	2011	40
Northampton - Mullewa - Greenough	2011	44
Migratory - Offshore - Shipping (WA)	2011	36
No usual address (WA)	2011	40
Bridgewater - Gagebrook	2011	30
Brighton - Pontville	2011	34
Old Beach - Otago	2011	40
Bellerive - Rosny	2011	47
Cambridge	2011	41
Geilston Bay - Risdon	2011	42
Howrah - Tranmere	2011	43
Lindisfarne - Rose Bay	2011	47
Mornington - Warrane	2011	37
Risdon Vale	2011	33
Rokeby	2011	31
South Arm	2011	40
Austins Ferry - Granton	2011	38
Berriedale - Chigwell	2011	39
Claremont (Tas.)	2011	38
Derwent Park - Lutana	2011	37
Glenorchy	2011	40
Montrose - Rosetta	2011	45
Moonah	2011	37
New Norfolk	2011	40
West Moonah	2011	37
Kingston - Huntingfield	2011	36
Kingston Beach - Blackmans Bay	2011	42
Margate - Snug	2011	37
Mount Wellington	2011	0
Taroona - Bonnet Hill	2011	44
Hobart	2011	35
Lenah Valley - Mount Stuart	2011	39
Mount Nelson - Dynnyrne	2011	34
New Town	2011	41
Sandy Bay	2011	40
South Hobart - Fern Tree	2011	38
West Hobart	2011	37
Dodges Ferry - Lewisham	2011	40
Sorell - Richmond	2011	41
Invermay	2011	35
Kings Meadows - Punchbowl	2011	39
Launceston	2011	38
Legana	2011	40
Mowbray	2011	29
Newnham - Mayfield	2011	33
Newstead	2011	40
Norwood (Tas.)	2011	47
Prospect Vale - Blackstone	2011	41
Ravenswood	2011	33
Riverside	2011	40
South Launceston	2011	35
Summerhill - Prospect	2011	39
Trevallyn	2011	38
Waverley - St Leonards	2011	36
West Launceston	2011	39
Youngtown - Relbia	2011	41
Beauty Point - Beaconsfield	2011	48
Deloraine	2011	45
Grindelwald - Lanena	2011	45
Hadspen - Carrick	2011	38
Westbury	2011	44
Dilston - Lilydale	2011	43
George Town	2011	42
Longford	2011	44
Northern Midlands	2011	43
Perth - Evandale	2011	42
St Helens - Scamander	2011	50
Flinders and Cape Barren Islands	2011	52
Scottsdale - Bridport	2011	44
Central Highlands	2011	45
Derwent Valley	2011	40
Southern Midlands	2011	42
Wilderness - East	2011	38
Bruny Island - Kettering	2011	50
Cygnet	2011	45
Geeveston - Dover	2011	45
Huonville - Franklin	2011	39
Forestier - Tasman	2011	51
Triabunna - Bicheno	2011	53
Acton - Upper Burnie	2011	37
Burnie - Ulverstone Region	2011	41
Burnie - Wivenhoe	2011	37
Parklands - Camdale	2011	39
Penguin - Sulphur Creek	2011	43
Romaine - Havenview	2011	37
Somerset	2011	43
Ulverstone	2011	45
West Ulverstone	2011	43
Wynyard	2011	45
Devonport	2011	41
East Devonport	2011	39
Latrobe	2011	41
Miandetta - Don	2011	40
Port Sorell	2011	46
Quoiba - Spreyton	2011	39
Sheffield - Railton	2011	43
Turners Beach - Forth	2011	42
King Island	2011	45
North West	2011	38
Smithton	2011	38
Waratah	2011	42
West Coast (Tas.)	2011	39
Wilderness - West	2011	0
Migratory - Offshore - Shipping (Tas.)	2011	43
No usual address (Tas.)	2011	37
Darwin Airport	2011	26
Darwin City	2011	32
East Point	2011	47
Fannie Bay - The Gardens	2011	38
Larrakeyah	2011	33
Ludmilla - The Narrows	2011	32
Parap	2011	35
Stuart Park	2011	32
Woolner - Bayview - Winnellie	2011	34
Alawa	2011	34
Anula	2011	33
Berrimah	2011	30
Brinkin - Nakara	2011	33
Buffalo Creek	2011	0
Charles Darwin	2011	44
Coconut Grove	2011	34
East Arm	2011	57
Jingili	2011	34
Karama	2011	31
Leanyer	2011	34
Lyons (NT)	2011	29
Malak - Marrara	2011	35
Millner	2011	35
Moil	2011	34
Nightcliff	2011	37
Rapid Creek	2011	35
Tiwi	2011	38
Wagaman	2011	33
Wanguri	2011	37
Wulagi	2011	34
Howard Springs	2011	32
Humpty Doo	2011	36
Koolpinyah	2011	59
Virginia	2011	40
Weddell	2011	37
Bakewell	2011	29
Driver	2011	28
Durack - Marlow Lagoon	2011	29
Gray	2011	30
Moulden	2011	28
Palmerston - North	2011	28
Palmerston - South	2011	29
Rosebery - Bellamack	2011	26
Woodroffe	2011	30
Charles	2011	33
East Side	2011	33
Flynn (NT)	2011	32
Larapinta	2011	32
Mount Johns	2011	34
Petermann - Simpson	2011	29
Ross	2011	41
Sandover - Plenty	2011	28
Tanami	2011	26
Yuendumu - Anmatjere	2011	26
Barkly	2011	25
Tennant Creek	2011	32
Alligator	2011	39
Daly	2011	26
Thamarrurr	2011	21
Tiwi Islands	2011	27
West Arnhem	2011	23
Anindilyakwa	2011	28
East Arnhem	2011	25
Nhulunbuy	2011	32
Elsey	2011	25
Gulf	2011	24
Katherine	2011	31
Victoria River	2011	24
Migratory - Offshore - Shipping (NT)	2011	34
No usual address (NT)	2011	45
Aranda	2011	41
Belconnen	2011	29
Bruce	2011	26
Charnwood	2011	32
Cook	2011	39
Dunlop	2011	31
Evatt	2011	35
Florey	2011	35
Flynn (ACT)	2011	38
Fraser	2011	37
Giralang	2011	35
Gooromon	2011	19
Hawker	2011	40
Higgins	2011	36
Holt	2011	36
Kaleen	2011	37
Latham	2011	36
Lawson	2011	0
Macgregor (ACT)	2011	31
Macquarie	2011	36
McKellar	2011	38
Melba	2011	37
Page	2011	39
Scullin	2011	35
Spence	2011	36
Weetangera	2011	40
Molonglo Corridor	2011	53
West Belconnen	2011	35
Hume	2011	30
Kowen	2011	34
Canberra East	2011	48
Canberra Airport	2011	32
Majura	2011	42
Amaroo	2011	32
Bonner	2011	28
Casey	2011	28
Crace	2011	28
Forde	2011	30
Franklin	2011	28
Gungahlin	2011	29
Hall	2011	41
Harrison	2011	30
Mitchell	2011	58
Ngunnawal	2011	31
Nicholls	2011	38
Palmerston	2011	33
Gungahlin - East	2011	0
Gungahlin - West	2011	0
Jacka	2011	0
Kenny	2011	18
Moncrieff	2011	0
Taylor	2011	0
Throsby	2011	0
Acton	2011	21
Ainslie	2011	39
Braddon	2011	28
Civic	2011	24
Dickson	2011	32
Downer	2011	35
Hackett	2011	39
Lyneham	2011	36
O'Connor (ACT)	2011	35
Turner	2011	30
Watson	2011	33
Black Mountain	2011	0
Campbell	2011	40
Duntroon	2011	20
Parkes (ACT) - North	2011	0
Reid	2011	38
Russell	2011	0
Deakin	2011	43
Forrest	2011	42
Griffith (ACT)	2011	39
Lake Burley Griffin	2011	0
Narrabundah	2011	39
Parkes (ACT) - South	2011	0
Red Hill (ACT)	2011	42
Yarralumla	2011	46
Barton	2011	37
Fyshwick	2011	34
Kingston (ACT)	2011	32
Banks	2011	30
Bonython	2011	33
Calwell	2011	33
Chisholm	2011	33
Conder	2011	32
Fadden	2011	43
Gilmore	2011	32
Gordon (ACT)	2011	33
Gowrie (ACT)	2011	38
Greenway	2011	36
Isabella Plains	2011	32
Kambah	2011	37
Macarthur	2011	38
Monash	2011	39
Mount Taylor	2011	0
Oxley (ACT)	2011	34
Richardson	2011	33
Theodore	2011	31
Tuggeranong	2011	48
Wanniassa	2011	37
Tuggeranong - West	2011	29
Chapman	2011	44
Duffy	2011	38
Fisher	2011	39
Holder	2011	39
Rivett	2011	38
Stirling	2011	40
Waramanga	2011	39
Weston	2011	43
Scrivener	2011	46
Chifley	2011	36
Curtin	2011	41
Farrer	2011	43
Garran	2011	41
Hughes	2011	42
Isaacs	2011	47
Lyons (ACT)	2011	37
Mawson	2011	40
O'Malley	2011	45
Pearce	2011	41
Phillip	2011	32
Torrens	2011	39
Arboretum	2011	0
Coombs	2011	0
Denman Prospect	2011	0
Molonglo	2011	0
Molonglo - North	2011	0
Wright	2011	60
ACT - South West	2011	30
Namadgi	2011	39
Migratory - Offshore - Shipping (ACT)	2011	0
No usual address (ACT)	2011	31
Christmas Island	2011	31
Cocos (Keeling) Islands	2011	40
Jervis Bay	2011	28
Norfolk Island	2011	0
Migratory - Offshore - Shipping (OT)	2011	0
No usual address (OT)	2011	30
Braidwood	2016	49
Karabar	2016	37
Queanbeyan	2016	36
Queanbeyan - East	2016	35
Queanbeyan Region	2016	40
Queanbeyan West - Jerrabomberra	2016	36
Bombala	2016	48
Cooma	2016	45
Cooma Region	2016	48
Jindabyne - Berridale	2016	39
Batemans Bay	2016	52
Batemans Bay - South	2016	54
Bega - Tathra	2016	46
Bega-Eden Hinterland	2016	50
Broulee - Tomakin	2016	53
Deua - Wadbilliga	2016	65
Eden	2016	51
Eurobodalla Hinterland	2016	51
Merimbula - Tura Beach	2016	54
Moruya - Tuross Head	2016	54
Narooma - Bermagui	2016	58
Goulburn	2016	40
Goulburn Region	2016	47
Yass	2016	41
Yass Region	2016	42
Young	2016	40
Young Region	2016	48
Avoca Beach - Copacabana	2016	41
Box Head - MacMasters Beach	2016	47
Calga - Kulnura	2016	46
Erina - Green Point	2016	49
Gosford - Springfield	2016	40
Kariong	2016	35
Kincumber - Picketts Valley	2016	47
Narara	2016	39
Niagara Park - Lisarow	2016	39
Point Clare - Koolewong	2016	44
Saratoga - Davistown	2016	42
Terrigal - North Avoca	2016	42
Umina - Booker Bay - Patonga	2016	46
Wamberal - Forresters Beach	2016	40
Woy Woy - Blackwall	2016	47
Wyoming	2016	42
Bateau Bay - Killarney Vale	2016	41
Blue Haven - San Remo	2016	34
Budgewoi - Buff Point - Halekulani	2016	45
Chittaway Bay - Tumbi Umbi	2016	40
Gorokan - Kanwal - Charmhaven	2016	43
Jilliby - Yarramalong	2016	43
Lake Munmorah - Mannering Park	2016	49
Ourimbah - Fountaindale	2016	39
Summerland Point - Gwandalan	2016	44
The Entrance	2016	45
Toukley - Norah Head	2016	48
Tuggerah - Kangy Angy	2016	37
Warnervale - Wadalba	2016	35
Wyong	2016	40
Bathurst	2016	36
Bathurst - East	2016	35
Bathurst Region	2016	46
Oberon	2016	45
Condobolin	2016	41
Cowra	2016	46
Cowra Region	2016	48
Forbes	2016	43
Grenfell	2016	51
Parkes (NSW)	2016	39
Parkes Region	2016	47
West Wyalong	2016	43
Lithgow	2016	44
Lithgow Region	2016	46
Mudgee	2016	37
Mudgee Region - East	2016	50
Mudgee Region - West	2016	45
Wollangambe - Wollemi	2016	0
Blayney	2016	42
Orange	2016	41
Orange - North	2016	34
Orange Region	2016	42
Grafton	2016	43
Grafton Region	2016	49
Maclean - Yamba - Iluka	2016	55
Bellingen	2016	44
Coffs Harbour - North	2016	42
Coffs Harbour - South	2016	45
Coramba - Nana Glen - Bucca	2016	43
Dorrigo	2016	52
Korora - Emerald Beach	2016	43
Sawtell - Boambee	2016	44
Urunga	2016	52
Woolgoolga - Arrawarra	2016	44
Bourke - Brewarrina	2016	35
Cobar	2016	36
Coonamble	2016	43
Nyngan - Warren	2016	42
Walgett - Lightning Ridge	2016	42
Broken Hill	2016	45
Far West	2016	39
Coonabarabran	2016	49
Dubbo - East	2016	37
Dubbo - South	2016	36
Dubbo - West	2016	34
Dubbo Region	2016	42
Gilgandra	2016	45
Narromine	2016	42
Wellington	2016	42
Branxton - Greta - Pokolbin	2016	36
Cessnock	2016	38
Cessnock Region	2016	43
Dungog	2016	45
Kurri Kurri - Abermain	2016	38
Singleton	2016	35
Singleton Region	2016	42
Maitland	2016	35
Maitland - East	2016	38
Maitland - North	2016	39
Maitland - West	2016	34
Thornton - Millers Forest	2016	35
Anna Bay	2016	46
Lemon Tree Passage - Tanilba Bay	2016	49
Nelson Bay Peninsula	2016	52
Raymond Terrace	2016	38
Seaham - Woodville	2016	42
Tea Gardens - Hawks Nest	2016	62
Williamtown - Medowie - Karuah	2016	39
Muswellbrook	2016	34
Muswellbrook Region	2016	40
Scone	2016	39
Scone Region	2016	42
Dapto - Avondale	2016	41
Horsley - Kembla Grange	2016	35
Port Kembla Industrial	2016	56
Unanderra - Mount Kembla	2016	40
Berkeley - Lake Heights - Cringila	2016	38
Port Kembla - Warrawong	2016	42
Windang - Primbee	2016	50
Illawarra Catchment Reserve	2016	67
Albion Park - Macquarie Pass	2016	35
Albion Park Rail	2016	40
Kiama	2016	50
Kiama Downs - Minnamurra	2016	42
Kiama Hinterland - Gerringong	2016	47
Shellharbour - Flinders	2016	37
Shellharbour - Oak Flats	2016	42
Warilla	2016	42
Balgownie - Fairy Meadow	2016	40
Corrimal - Tarrawanna - Bellambi	2016	41
Figtree - Keiraville	2016	37
Helensburgh	2016	38
Thirroul - Austinmer - Coalcliff	2016	42
Woonona - Bulli - Russell Vale	2016	40
Wollongong - East	2016	36
Wollongong - West	2016	32
Bulahdelah - Stroud	2016	49
Forster	2016	54
Forster-Tuncurry Region	2016	51
Tuncurry	2016	61
Kempsey	2016	42
Kempsey Region	2016	50
Macksville - Scotts Head	2016	49
Nambucca Heads	2016	56
Nambucca Heads Region	2016	48
South West Rocks	2016	56
Lord Howe Island	2016	44
Laurieton - Bonny Hills	2016	55
Port Macquarie - East	2016	46
Port Macquarie - West	2016	50
Port Macquarie Region	2016	47
Wauchope	2016	44
Gloucester	2016	52
Old Bar - Manning Point - Red Head	2016	51
Taree	2016	46
Taree Region	2016	53
Wingham	2016	47
Albury - East	2016	35
Albury - North	2016	39
Albury - South	2016	44
Albury Region	2016	43
Lavington	2016	40
Hay	2016	46
Wentworth - Buronga	2016	44
Wentworth-Balranald Region	2016	43
Corowa	2016	49
Corowa Region	2016	49
Deniliquin	2016	45
Deniliquin Region	2016	49
Moama	2016	47
Tocumwal - Finley - Jerilderie	2016	48
Armidale	2016	34
Armidale Region - North	2016	43
Armidale Region - South	2016	46
Walcha	2016	48
Glen Innes	2016	47
Inverell	2016	41
Inverell Region - East	2016	45
Inverell Region - West	2016	48
Tenterfield	2016	53
Moree	2016	38
Moree Region	2016	37
Narrabri	2016	39
Narrabri Region	2016	41
Gunnedah	2016	38
Gunnedah Region	2016	43
Quirindi	2016	45
Tamworth - East	2016	39
Tamworth - North	2016	39
Tamworth - West	2016	30
Tamworth Region	2016	44
Belmont - Bennetts Green	2016	43
Belmont South - Blacksmiths	2016	47
Charlestown - Dudley	2016	39
Glendale - Cardiff - Hillsborough	2016	39
Mount Hutton - Windale	2016	41
Redhead	2016	46
Swansea - Caves Beach	2016	48
Valentine - Eleebana	2016	45
Warners Bay - Boolaroo	2016	43
Bolton Point - Teralba	2016	44
Bonnells Bay - Silverwater	2016	43
Edgeworth - Cameron Park	2016	34
Morisset - Cooranbong	2016	46
Toronto - Awaba	2016	46
Wangi Wangi - Rathmines	2016	47
West Wallsend - Barnsley - Killingworth	2016	37
Adamstown - Kotara	2016	38
Beresfield - Hexham	2016	41
Hamilton - Broadmeadow	2016	39
Lambton - New Lambton	2016	39
Maryland - Fletcher - Minmi	2016	34
Mayfield - Warabrook	2016	37
Merewether - The Junction	2016	39
Newcastle - Cooks Hill	2016	37
Newcastle Port - Kooragang	2016	51
Shortland - Jesmond	2016	26
Stockton - Fullerton Cove	2016	51
Wallsend - Elermore Vale	2016	40
Waratah - North Lambton	2016	36
Wickham - Carrington - Tighes Hill	2016	35
Ballina	2016	52
Ballina Region	2016	46
Bangalow	2016	45
Brunswick Heads - Ocean Shores	2016	45
Byron Bay	2016	41
Evans Head	2016	49
Lennox Head - Skennars Head	2016	43
Mullumbimby	2016	46
Casino	2016	42
Casino Region	2016	47
Goonellabah	2016	41
Kyogle	2016	50
Lismore	2016	41
Lismore Region	2016	46
Kingscliff - Fingal Head	2016	45
Murwillumbah	2016	45
Murwillumbah Region	2016	47
Pottsville	2016	43
Tweed Heads	2016	50
Banora Point	2016	49
Terranora - North Tumblegum	2016	41
Tweed Heads South	2016	55
Griffith (NSW)	2016	36
Griffith Region	2016	39
Leeton	2016	40
Narrandera	2016	44
Tumbarumba	2016	46
Tumut	2016	43
Tumut Region	2016	47
Cootamundra	2016	49
Gundagai	2016	44
Junee	2016	40
Temora	2016	46
Wagga Wagga - East	2016	38
Wagga Wagga - North	2016	28
Wagga Wagga - South	2016	35
Wagga Wagga - West	2016	35
Wagga Wagga Region	2016	40
Berry - Kangaroo Valley	2016	55
Callala Bay - Currarong	2016	51
Culburra Beach	2016	53
Ettrema - Sassafras - Budawang	2016	55
Huskisson - Vincentia	2016	53
North Nowra - Bomaderry	2016	44
Nowra	2016	37
St Georges Basin - Erowal Bay	2016	49
Sussex Inlet - Berrara	2016	59
Tomerong - Wandandian - Woollamia	2016	46
Ulladulla	2016	53
Ulladulla Region	2016	54
Bowral	2016	54
Hill Top - Colo Vale	2016	37
Mittagong	2016	45
Moss Vale - Berrima	2016	43
Robertson - Fitzroy Falls	2016	47
Southern Highlands	2016	52
Baulkham Hills (East)	2016	38
Baulkham Hills (West) - Bella Vista	2016	38
Glenhaven	2016	45
West Pennant Hills	2016	41
Castle Hill - Central	2016	38
Castle Hill - East	2016	51
Castle Hill - North	2016	41
Castle Hill - South	2016	39
Castle Hill - West	2016	37
Cherrybrook	2016	42
Kellyville	2016	36
Dural - Kenthurst - Wisemans Ferry	2016	42
Galston - Laughtondale	2016	44
Bilpin - Colo - St Albans	2016	47
Kurrajong Heights - Ebenezer	2016	39
Pitt Town - McGraths Hill	2016	37
Rouse Hill - Beaumont Hills	2016	34
Blacktown (East) - Kings Park	2016	32
Blacktown (North) - Marayong	2016	34
Doonside - Woodcroft	2016	34
Lalor Park - Kings Langley	2016	37
Seven Hills - Toongabbie	2016	36
Blacktown (South)	2016	34
Blacktown (West)	2016	34
Glenwood	2016	34
Parklea - Kellyville Ridge	2016	33
Riverstone - Marsden Park	2016	33
Acacia Gardens	2016	34
Quakers Hill	2016	33
Bidwill - Hebersham - Emerton	2016	31
Glendenning - Dean Park	2016	32
Hassall Grove - Plumpton	2016	31
Lethbridge Park - Tregear	2016	30
Mount Druitt - Whalan	2016	32
Prospect Reservoir	2016	36
Rooty Hill - Minchinbury	2016	34
Banksmeadow	2016	46
Botany	2016	36
Mascot - Eastlakes	2016	33
Pagewood - Hillsdale - Daceyville	2016	38
Port Botany Industrial	2016	46
Sydney Airport	2016	39
Marrickville	2016	36
Petersham - Stanmore	2016	35
Sydenham - Tempe - St Peters	2016	35
Darlinghurst	2016	35
Erskineville - Alexandria	2016	34
Glebe - Forest Lodge	2016	33
Newtown - Camperdown - Darlington	2016	30
Potts Point - Woolloomooloo	2016	35
Pyrmont - Ultimo	2016	30
Redfern - Chippendale	2016	31
Surry Hills	2016	34
Sydney - Haymarket - The Rocks	2016	30
Waterloo - Beaconsfield	2016	30
Bondi - Tamarama - Bronte	2016	34
Bondi Beach - North Bondi	2016	33
Bondi Junction - Waverly	2016	37
Centennial Park	2016	0
Double Bay - Bellevue Hill	2016	39
Dover Heights	2016	38
Paddington - Moore Park	2016	36
Rose Bay - Vaucluse - Watsons Bay	2016	41
Woollahra	2016	41
Coogee - Clovelly	2016	36
Malabar - La Perouse - Chifley	2016	41
Kensington (NSW)	2016	26
Kingsford	2016	27
Maroubra - North	2016	39
Maroubra - South	2016	38
Maroubra - West	2016	33
Randwick - North	2016	35
Randwick - South	2016	33
