SA2_NAME16	Year	employmentToPopulation
South Brisbane	2016	57.6
Spring Hill	2006	49.9
Spring Hill	2011	59.7
Spring Hill	2016	59.9
West End	2006	59.7
West End	2011	63.2
West End	2016	62.6
Balmoral	2006	67.7
Balmoral	2011	73.1
Balmoral	2016	69.6
Bulimba	2006	67.3
Bulimba	2011	69.7
Bulimba	2016	66.6
East Brisbane	2006	65
East Brisbane	2011	64.8
East Brisbane	2016	66.1
Hawthorne	2006	70.7
Hawthorne	2011	69.3
Hawthorne	2016	72.1
Morningside - Seven Hills	2006	66.7
Morningside - Seven Hills	2011	72.1
Morningside - Seven Hills	2016	70.8
Norman Park	2006	72.8
Norman Park	2011	74.9
Norman Park	2016	72.8
Albion	2006	59.7
Albion	2011	65.6
Albion	2016	68.3
Alderley	2006	64.7
Alderley	2011	72.8
Alderley	2016	71.1
Ascot	2006	64.3
Ascot	2011	66.6
Ascot	2016	64.4
Clayfield	2006	65.2
Clayfield	2011	67.2
Clayfield	2016	65.7
Grange	2006	70
Grange	2011	71.1
Grange	2016	72
Hamilton (Qld)	2006	61.5
Hamilton (Qld)	2011	67
Hamilton (Qld)	2016	64
Hendra	2006	63.3
Hendra	2011	65.8
Hendra	2016	66.4
Kelvin Grove - Herston	2006	64.5
Kelvin Grove - Herston	2011	60.7
Kelvin Grove - Herston	2016	51.6
Newmarket	2006	70.4
Newmarket	2011	68.9
Newmarket	2016	67
Newstead - Bowen Hills	2006	72.2
Newstead - Bowen Hills	2011	73.7
Newstead - Bowen Hills	2016	68.4
Wilston	2006	71.2
Wilston	2011	71.4
Wilston	2016	69.4
Windsor	2006	67.2
Windsor	2011	70.4
Windsor	2016	69.5
Wooloowin - Lutwyche	2006	65.6
Wooloowin - Lutwyche	2011	68
Wooloowin - Lutwyche	2016	67.3
Ashgrove	2006	66.7
Ashgrove	2011	69.3
Ashgrove	2016	68.1
Auchenflower	2006	68.7
Auchenflower	2011	71.3
Auchenflower	2016	66
Bardon	2006	69
Bardon	2011	70.1
Bardon	2016	67.2
Paddington - Milton	2006	72
Paddington - Milton	2011	73
Paddington - Milton	2016	70.8
Red Hill (Qld)	2006	69.3
Red Hill (Qld)	2011	72.2
Red Hill (Qld)	2016	67.2
Toowong	2006	62.9
Toowong	2011	65.2
Toowong	2016	60.2
Brinsmead	2006	73.3
Brinsmead	2011	73.3
Brinsmead	2016	68.9
Clifton Beach - Kewarra Beach	2006	65.8
Clifton Beach - Kewarra Beach	2011	65.1
Clifton Beach - Kewarra Beach	2016	59.2
Freshwater - Stratford	2006	72.5
Freshwater - Stratford	2011	69.5
Freshwater - Stratford	2016	67.1
Redlynch	2006	70.7
Redlynch	2011	71.4
Redlynch	2016	67.4
Trinity Beach - Smithfield	2006	65.2
Trinity Beach - Smithfield	2011	63.7
Trinity Beach - Smithfield	2016	63.1
Yorkeys Knob - Machans Beach	2006	65.6
Yorkeys Knob - Machans Beach	2011	61.4
Yorkeys Knob - Machans Beach	2016	54.7
Bentley Park	2006	67.6
Bentley Park	2011	64.6
Bentley Park	2016	62.8
Cairns City	2006	54.3
Cairns City	2011	53
Cairns City	2016	52.2
Earlville - Bayview Heights	2006	65.2
Earlville - Bayview Heights	2011	60.5
Earlville - Bayview Heights	2016	56.3
Edmonton	2006	65
Edmonton	2011	61.8
Edmonton	2016	59.1
Gordonvale - Trinity	2006	62.9
Gordonvale - Trinity	2011	59.7
Gordonvale - Trinity	2016	58.9
Kanimbla - Mooroobool	2006	64.8
Kanimbla - Mooroobool	2011	64
Kanimbla - Mooroobool	2016	58.7
Lamb Range	2006	0
Lamb Range	2011	0
Lamb Range	2016	0
Manoora	2006	55
Manoora	2011	49.9
Manoora	2016	45
Manunda	2006	47.2
Manunda	2011	49.8
Manunda	2016	44.7
Mount Sheridan	2006	72.1
Mount Sheridan	2011	68.2
Mount Sheridan	2016	65.2
Westcourt - Bungalow	2006	47.9
Westcourt - Bungalow	2011	47.3
Westcourt - Bungalow	2016	45.3
White Rock	2006	63.5
White Rock	2011	56.3
White Rock	2016	52.6
Whitfield - Edge Hill	2006	65.2
Whitfield - Edge Hill	2011	63.4
Whitfield - Edge Hill	2016	61.8
Woree	2006	57.5
Woree	2011	50.6
Woree	2016	49.9
Babinda	2006	59.7
Babinda	2011	56.3
Babinda	2016	54.2
Innisfail	2006	50.6
Innisfail	2011	51
Innisfail	2016	46.9
Johnstone	2006	58.2
Johnstone	2011	59.8
Johnstone	2016	55.2
Tully	2006	58
Tully	2011	56.9
Tully	2016	51.9
Wooroonooran	2006	0
Wooroonooran	2011	0
Wooroonooran	2016	0
Yarrabah	2006	63.5
Yarrabah	2011	19.8
Yarrabah	2016	20.3
Daintree	2006	60.5
Daintree	2011	57.2
Daintree	2016	53.1
Port Douglas	2006	70.9
Port Douglas	2011	63.5
Port Douglas	2016	60.5
Atherton	2006	53.3
Atherton	2011	53.3
Atherton	2016	50.1
Herberton	2006	43.1
Herberton	2011	41.8
Herberton	2016	36.7
Kuranda	2006	55.2
Kuranda	2011	53.4
Kuranda	2016	50
Malanda - Yungaburra	2006	54.4
Malanda - Yungaburra	2011	53.9
Malanda - Yungaburra	2016	51.4
Mareeba	2006	52
Mareeba	2011	51.5
Mareeba	2016	48.6
Balonne	2006	68
Balonne	2011	65.5
Balonne	2016	62.6
Chinchilla	2006	60.7
Chinchilla	2011	64.9
Chinchilla	2016	55.6
Goondiwindi	2006	63.4
Goondiwindi	2011	64.8
Goondiwindi	2016	60.9
Inglewood - Waggamba	2006	61.1
Inglewood - Waggamba	2011	59.1
Inglewood - Waggamba	2016	53.9
Miles - Wandoan	2006	64.1
Miles - Wandoan	2011	65.4
Miles - Wandoan	2016	60.9
Roma	2006	69
Roma	2011	65.8
Roma	2016	63.3
Roma Region	2006	69.6
Roma Region	2011	67.7
Roma Region	2016	65.2
Tara	2006	51.4
Tara	2011	48.3
Tara	2016	40.4
Crows Nest - Rosalie	2006	53.5
Crows Nest - Rosalie	2011	49.8
Crows Nest - Rosalie	2016	48.6
Jondaryan	2006	60
Jondaryan	2011	58.6
Jondaryan	2016	59
Millmerran	2006	59.7
Millmerran	2011	57.1
Millmerran	2016	51.8
Pittsworth	2006	63.4
Pittsworth	2011	62
Pittsworth	2016	56.2
Wambo	2006	60.3
Wambo	2011	59.7
Wambo	2016	57.7
Clifton - Greenmount	2006	61.1
Clifton - Greenmount	2011	57
Clifton - Greenmount	2016	54.3
Southern Downs - East	2006	59.1
Southern Downs - East	2011	57.1
Southern Downs - East	2016	54.3
Southern Downs - West	2006	54.3
Southern Downs - West	2011	51.4
Southern Downs - West	2016	49.9
Stanthorpe	2006	47.3
Stanthorpe	2011	47.9
Stanthorpe	2016	43.5
Stanthorpe Region	2006	56.7
Stanthorpe Region	2011	55.8
Stanthorpe Region	2016	49.1
Warwick	2006	53.9
Warwick	2011	53.8
Warwick	2016	50.2
Central Highlands - East	2006	69.4
Central Highlands - East	2011	68.3
Central Highlands - East	2016	62.1
Central Highlands - West	2006	64.7
Central Highlands - West	2011	63.1
Central Highlands - West	2016	57.9
Emerald	2006	76
Emerald	2011	74.7
Emerald	2016	66.4
Berserker	2006	50.3
Berserker	2011	52.3
Berserker	2016	49.8
Bouldercombe	2006	53.7
Bouldercombe	2011	58.2
Bouldercombe	2016	54.4
Emu Park	2006	46.5
Emu Park	2011	47.7
Emu Park	2016	44
Frenchville - Mount Archer	2006	64
Frenchville - Mount Archer	2011	63.7
Frenchville - Mount Archer	2016	59.6
Glenlee - Rockyview	2006	60.5
Glenlee - Rockyview	2011	62.8
Glenlee - Rockyview	2016	56.2
Gracemere	2006	61
Gracemere	2011	64.2
Gracemere	2016	58.7
Lakes Creek	2006	57.8
Lakes Creek	2011	60.7
Lakes Creek	2016	55.1
Mount Morgan	2006	31.9
Mount Morgan	2011	34.2
Mount Morgan	2016	31.3
Norman Gardens	2006	63.2
Norman Gardens	2011	64
Norman Gardens	2016	59.6
Park Avenue	2006	54.5
Park Avenue	2011	55.4
Park Avenue	2016	51.8
Parkhurst - Kawana	2006	60.8
Parkhurst - Kawana	2011	59.9
Parkhurst - Kawana	2016	56.1
Rockhampton - West	2006	54.3
Rockhampton - West	2011	57.2
Rockhampton - West	2016	53.8
Rockhampton City	2006	44.4
Rockhampton City	2011	47.7
Rockhampton City	2016	42.9
Rockhampton Region - East	2006	56.9
Rockhampton Region - East	2011	58.5
Rockhampton Region - East	2016	52.8
Rockhampton Region - North	2006	56.9
Rockhampton Region - North	2011	57.9
Rockhampton Region - North	2016	54.6
Rockhampton Region - West	2006	64.5
Rockhampton Region - West	2011	66.9
Rockhampton Region - West	2016	61.6
Shoalwater Bay	2006	0
Shoalwater Bay	2011	0
Shoalwater Bay	2016	18.8
The Range - Allenstown	2006	50.8
The Range - Allenstown	2011	54.8
The Range - Allenstown	2016	51.6
Yeppoon	2006	52.9
Yeppoon	2011	56.7
Yeppoon	2016	53.3
Banana	2006	69.8
Banana	2011	69
Banana	2016	64.2
Biloela	2006	66.4
Biloela	2011	66.7
Biloela	2016	64.7
Agnes Water - Miriam Vale	2006	46.7
Agnes Water - Miriam Vale	2011	46.8
Agnes Water - Miriam Vale	2016	42.8
Boyne Island - Tannum Sands	2006	64.9
Boyne Island - Tannum Sands	2011	66.5
Boyne Island - Tannum Sands	2016	59.5
Callemondah	2006	0
Callemondah	2011	52.6
Callemondah	2016	0
Clinton - New Auckland	2006	69
Clinton - New Auckland	2011	69.4
Clinton - New Auckland	2016	61.7
Gladstone	2006	55.7
Gladstone	2011	57
Gladstone	2016	51.2
Gladstone Hinterland	2006	60.8
Gladstone Hinterland	2011	65.1
Gladstone Hinterland	2016	58.2
Kin Kora - Sun Valley	2006	70.7
Kin Kora - Sun Valley	2011	68.5
Kin Kora - Sun Valley	2016	62.3
South Trees	2006	79.2
South Trees	2011	0
South Trees	2016	0
Telina - Toolooa	2006	66.8
Telina - Toolooa	2011	68.1
Telina - Toolooa	2016	61
West Gladstone	2006	57.6
West Gladstone	2011	59.6
West Gladstone	2016	51.3
Broadbeach Waters	2006	53.9
Broadbeach Waters	2011	53.9
Broadbeach Waters	2016	57.8
Burleigh Heads	2006	51.9
Burleigh Heads	2011	54.8
Burleigh Heads	2016	55.9
Burleigh Waters	2006	52.9
Burleigh Waters	2011	55.5
Burleigh Waters	2016	57.9
Mermaid Beach - Broadbeach	2006	52
Mermaid Beach - Broadbeach	2011	60.3
Mermaid Beach - Broadbeach	2016	60
Mermaid Waters	2006	52.4
Mermaid Waters	2011	54.8
Mermaid Waters	2016	57.5
Miami	2006	55.4
Miami	2011	57.4
Miami	2016	61.9
Coolangatta	2006	42.8
Coolangatta	2011	43.5
Coolangatta	2016	46.7
Currumbin - Tugun	2006	52.5
Currumbin - Tugun	2011	56.4
Currumbin - Tugun	2016	55.6
Currumbin Waters	2006	54.9
Currumbin Waters	2011	54.9
Currumbin Waters	2016	56.9
Elanora	2006	59
Elanora	2011	57.8
Elanora	2016	56.5
Palm Beach	2006	52.5
Palm Beach	2011	56
Palm Beach	2016	58.2
Arundel	2006	62.2
Arundel	2011	59.1
Arundel	2016	55.3
Biggera Waters	2006	49.9
Biggera Waters	2011	54.4
Biggera Waters	2016	53
Coombabah	2006	48.1
Coombabah	2011	47.6
Coombabah	2016	45.4
Labrador	2006	51.5
Labrador	2011	50.6
Labrador	2016	48.9
Paradise Point - Hollywell	2006	53.1
Paradise Point - Hollywell	2011	54
Paradise Point - Hollywell	2016	53.2
Runaway Bay	2006	49.9
Runaway Bay	2011	49.4
Runaway Bay	2016	48.2
Guanaba - Springbrook	2006	60.3
Guanaba - Springbrook	2011	57.7
Guanaba - Springbrook	2016	57.7
Tamborine - Canungra	2006	58.3
Tamborine - Canungra	2011	57.6
Tamborine - Canungra	2016	54.3
Currumbin Valley - Tallebudgera	2006	61.7
Currumbin Valley - Tallebudgera	2011	60.8
Currumbin Valley - Tallebudgera	2016	59.8
Mudgeeraba - Bonogin	2006	63.9
Mudgeeraba - Bonogin	2011	63.5
Mudgeeraba - Bonogin	2016	63.2
Reedy Creek - Andrews	2006	62.7
Reedy Creek - Andrews	2011	65.2
Reedy Creek - Andrews	2016	67.6
Carrara	2006	61.6
Carrara	2011	60.8
Carrara	2016	59.2
Highland Park	2006	63.5
Highland Park	2011	58.7
Highland Park	2016	59.9
Nerang - Mount Nathan	2006	58.1
Nerang - Mount Nathan	2011	56.6
Nerang - Mount Nathan	2016	56
Pacific Pines - Gaven	2006	70.4
Pacific Pines - Gaven	2011	68.2
Pacific Pines - Gaven	2016	66.2
Worongary - Tallai	2006	63.2
Worongary - Tallai	2011	59
Worongary - Tallai	2016	58.1
Coomera	2006	70.4
Coomera	2011	66.6
Coomera	2016	65.6
Helensvale	2006	61.5
Helensvale	2011	61.3
Helensvale	2016	58.6
Hope Island	2006	57.1
Hope Island	2011	54.2
Hope Island	2016	51.9
Jacobs Well - Alberton	2006	61.5
Jacobs Well - Alberton	2011	61.7
Jacobs Well - Alberton	2016	58.9
Ormeau - Yatala	2006	65.8
Ormeau - Yatala	2011	67.9
Ormeau - Yatala	2016	65.5
Oxenford - Maudsland	2006	66.8
Oxenford - Maudsland	2011	65.7
Oxenford - Maudsland	2016	64.6
Pimpama	2006	61.5
Pimpama	2011	63.4
Pimpama	2016	61.7
Upper Coomera - Willow Vale	2006	67.2
Upper Coomera - Willow Vale	2011	65.9
Upper Coomera - Willow Vale	2016	65.6
Clear Island Waters	2006	52.9
Clear Island Waters	2011	49.8
Clear Island Waters	2016	49.2
Merrimac	2006	61.8
Merrimac	2011	59.8
Merrimac	2016	58.5
Robina	2006	57.9
Robina	2011	57
Robina	2016	57.3
Varsity Lakes	2006	58
Varsity Lakes	2011	56.8
Varsity Lakes	2016	58.9
Ashmore	2006	59.2
Ashmore	2011	56.9
Ashmore	2016	55
Molendinar	2006	65.3
Molendinar	2011	58.8
Molendinar	2016	60.5
Parkwood	2006	67
Parkwood	2011	64.2
Parkwood	2016	60.5
Southport - North	2006	47.6
Southport - North	2011	47
Southport - North	2016	47
Southport - South	2006	51.4
Southport - South	2011	50
Southport - South	2016	49.9
Benowa	2006	56.8
Benowa	2011	57.1
Benowa	2016	54.9
Bundall	2006	59.2
Bundall	2011	60
Bundall	2016	60.2
Main Beach	2006	50.6
Main Beach	2011	50.4
Main Beach	2016	51.4
Surfers Paradise	2006	46.2
Surfers Paradise	2011	52.7
Surfers Paradise	2016	51.7
Darra - Sumner	2006	52.6
Darra - Sumner	2011	55.4
Darra - Sumner	2016	53.9
Durack	2006	48.7
Durack	2011	48.8
Durack	2016	47.5
Forest Lake - Doolandella	2006	68.6
Forest Lake - Doolandella	2011	67.1
Forest Lake - Doolandella	2016	62.7
Inala - Richlands	2006	40
Inala - Richlands	2011	39.9
Inala - Richlands	2016	38.8
Oxley (Qld)	2006	60.1
Oxley (Qld)	2011	60.4
Oxley (Qld)	2016	60.8
Wacol	2006	20.6
Wacol	2011	17.9
Wacol	2016	16.4
Boonah	2006	57.8
Boonah	2011	56.9
Boonah	2016	54.1
Esk	2006	43.3
Esk	2011	43
Esk	2016	39.1
Lake Manchester - England Creek	2006	0
Lake Manchester - England Creek	2011	0
Lake Manchester - England Creek	2016	0
Lockyer Valley - East	2006	50.7
Lockyer Valley - East	2011	50.4
Lockyer Valley - East	2016	47.8
Lowood	2006	54.6
Lowood	2011	53.9
Lowood	2016	49.4
Rosewood	2006	57.1
Rosewood	2011	55.9
Rosewood	2016	54.6
Brassall	2006	57.3
Brassall	2011	57
Brassall	2016	54.1
Bundamba	2006	54.7
Bundamba	2011	53.3
Bundamba	2016	50.5
Churchill - Yamanto	2006	65
Churchill - Yamanto	2011	62.3
Churchill - Yamanto	2016	62.1
Ipswich - Central	2006	50.1
Ipswich - Central	2011	50.3
Ipswich - Central	2016	49.3
Ipswich - East	2006	51.7
Ipswich - East	2011	51.4
Ipswich - East	2016	49.5
Ipswich - North	2006	68.8
Ipswich - North	2011	69.3
Ipswich - North	2016	65.7
Karalee - Barellan Point	2006	71.2
Karalee - Barellan Point	2011	69.7
Karalee - Barellan Point	2016	67.3
Karana Downs	2006	72.9
Karana Downs	2011	70.9
Karana Downs	2016	67.6
Leichhardt - One Mile	2006	50.7
Leichhardt - One Mile	2011	49.3
Leichhardt - One Mile	2016	44.8
North Ipswich - Tivoli	2006	51.9
North Ipswich - Tivoli	2011	49
North Ipswich - Tivoli	2016	48.1
Raceview	2006	62.3
Raceview	2011	60.4
Raceview	2016	57.2
Ripley	2006	73.8
Ripley	2011	72.3
Ripley	2016	71.1
Riverview	2006	40.1
Riverview	2011	38.3
Riverview	2016	34.8
Bellbird Park - Brookwater	2006	64.3
Bellbird Park - Brookwater	2011	68.4
Bellbird Park - Brookwater	2016	67.9
Camira - Gailes	2006	63.3
Camira - Gailes	2011	61.9
Camira - Gailes	2016	58.1
Carole Park	2006	0
Carole Park	2011	100
Carole Park	2016	0
Collingwood Park - Redbank	2006	64.4
Collingwood Park - Redbank	2011	62
Collingwood Park - Redbank	2016	58.3
Goodna	2006	52
Goodna	2011	50.4
Goodna	2016	47.1
New Chum	2006	42.9
New Chum	2011	0
New Chum	2016	0
Redbank Plains	2006	62.2
Redbank Plains	2011	60.7
Redbank Plains	2016	56
Springfield	2006	70.6
Springfield	2011	71.8
Springfield	2016	69.2
Springfield Lakes	2006	74.2
Springfield Lakes	2011	75
Springfield Lakes	2016	72
Beaudesert	2006	53.9
Beaudesert	2011	53
Beaudesert	2016	48
Beenleigh	2006	52.7
Beenleigh	2011	49
Beenleigh	2016	47.2
Eagleby	2006	45.8
Eagleby	2011	44.5
Eagleby	2016	41.6
Edens Landing - Holmview	2006	61.4
Edens Landing - Holmview	2011	63.6
Edens Landing - Holmview	2016	60.1
Mount Warren Park	2006	60.1
Mount Warren Park	2011	60.2
Mount Warren Park	2016	55.4
Wolffdene - Bahrs Scrub	2006	69.6
Wolffdene - Bahrs Scrub	2011	66.4
Wolffdene - Bahrs Scrub	2016	65
Boronia Heights - Park Ridge	2006	55.5
Boronia Heights - Park Ridge	2011	54.4
Boronia Heights - Park Ridge	2016	50
Browns Plains	2006	61.5
Browns Plains	2011	60.2
Browns Plains	2016	55.6
Chambers Flat - Logan Reserve	2006	63.4
Chambers Flat - Logan Reserve	2011	61.7
Chambers Flat - Logan Reserve	2016	60.6
Crestmead	2006	57
Crestmead	2011	59.3
Crestmead	2016	53.5
Greenbank Military Camp	2006	0
Greenbank Military Camp	2011	0
Greenbank Military Camp	2016	0
Hillcrest	2006	68.1
Hillcrest	2011	65.5
Hillcrest	2016	62.9
Marsden	2006	56.5
Marsden	2011	55.5
Marsden	2016	50.8
Munruben - Park Ridge South	2006	69.6
Munruben - Park Ridge South	2011	67.5
Munruben - Park Ridge South	2016	62.8
Regents Park - Heritage Park	2006	68.3
Regents Park - Heritage Park	2011	66.8
Regents Park - Heritage Park	2016	64.5
Greenbank	2006	67.9
Greenbank	2011	68
Greenbank	2016	64.7
Jimboomba	2006	65.1
Jimboomba	2011	66.3
Jimboomba	2016	64.1
Logan Village	2006	67.1
Logan Village	2011	64.5
Logan Village	2016	60.7
Bethania - Waterford	2006	51.2
Bethania - Waterford	2011	50.3
Bethania - Waterford	2016	49.4
Cornubia - Carbrook	2006	69
Cornubia - Carbrook	2011	67.5
Cornubia - Carbrook	2016	65.8
Loganholme - Tanah Merah	2006	68.7
Loganholme - Tanah Merah	2011	67.1
Loganholme - Tanah Merah	2016	63.6
Loganlea	2006	56.2
Loganlea	2011	55.9
Loganlea	2016	51.2
Shailer Park	2006	72.6
Shailer Park	2011	71.7
Shailer Park	2016	67
Waterford West	2006	55.7
Waterford West	2011	53.8
Waterford West	2016	47.6
Daisy Hill	2006	67.6
Daisy Hill	2011	66.5
Daisy Hill	2016	62.6
Kingston (Qld.)	2006	47.5
Kingston (Qld.)	2011	45.7
Kingston (Qld.)	2016	41.8
Logan Central	2006	41.2
Logan Central	2011	40.1
Logan Central	2016	34.7
Rochedale South - Priestdale	2006	67.8
Rochedale South - Priestdale	2011	67.1
Rochedale South - Priestdale	2016	63.3
Slacks Creek	2006	54.6
Slacks Creek	2011	52.9
Slacks Creek	2016	49.2
Springwood	2006	69.1
Springwood	2011	67
Springwood	2016	61
Underwood	2006	68.3
Underwood	2011	66.1
Underwood	2016	62.4
Woodridge	2006	44.9
Woodridge	2011	43.8
Woodridge	2016	40.1
Bowen	2006	53.8
Bowen	2011	56
Bowen	2016	51.4
Broadsound - Nebo	2006	65.1
Broadsound - Nebo	2011	68.6
Broadsound - Nebo	2016	59.2
Clermont	2006	68.5
Clermont	2011	68.7
Clermont	2016	62.1
Collinsville	2006	53.7
Collinsville	2011	57.9
Collinsville	2016	52.5
Moranbah	2006	74.9
Moranbah	2011	76.3
Moranbah	2016	69.5
Andergrove - Beaconsfield	2006	64.3
Andergrove - Beaconsfield	2011	65.7
Andergrove - Beaconsfield	2016	59.4
East Mackay	2006	60.6
East Mackay	2011	62.3
East Mackay	2016	54.1
Eimeo - Rural View	2006	70.9
Eimeo - Rural View	2011	72.5
Eimeo - Rural View	2016	65.1
Eungella Hinterland	2006	0
Eungella Hinterland	2011	0
Eungella Hinterland	2016	30.8
Mackay	2006	53.9
Mackay	2011	60.2
Mackay	2016	48.3
Mackay Harbour	2006	0
Mackay Harbour	2011	66.1
Mackay Harbour	2016	57.3
Mount Pleasant - Glenella	2006	63.6
Mount Pleasant - Glenella	2011	66.4
Mount Pleasant - Glenella	2016	61.4
North Mackay	2006	52.8
North Mackay	2011	60.1
North Mackay	2016	50.3
Ooralea - Bakers Creek	2006	66
Ooralea - Bakers Creek	2011	67.6
Ooralea - Bakers Creek	2016	62.6
Pioneer Valley	2006	57.1
Pioneer Valley	2011	65.4
Pioneer Valley	2016	59.2
Sarina	2006	57.6
Sarina	2011	60
Sarina	2016	52.4
Seaforth - Calen	2006	59
Seaforth - Calen	2011	60.6
Seaforth - Calen	2016	55.4
Shoal Point - Bucasia	2006	65
Shoal Point - Bucasia	2011	70.5
Shoal Point - Bucasia	2016	62.8
Slade Point	2006	60.5
Slade Point	2011	62.6
Slade Point	2016	55.3
South Mackay	2006	61.8
South Mackay	2011	63.1
South Mackay	2016	54.9
Walkerston - Eton	2006	67
Walkerston - Eton	2011	68.4
Walkerston - Eton	2016	61.9
West Mackay	2006	54.7
West Mackay	2011	60.3
West Mackay	2016	53.3
Airlie - Whitsundays	2006	66
Airlie - Whitsundays	2011	65.4
Airlie - Whitsundays	2016	62.1
Cape Conway	2006	0
Cape Conway	2011	0
Cape Conway	2016	0
Proserpine	2006	63.8
Proserpine	2011	60.4
Proserpine	2016	55.7
Beachmere - Sandstone Point	2006	44.9
Beachmere - Sandstone Point	2011	45.2
Beachmere - Sandstone Point	2016	42.1
Bribie Island	2006	34.7
Bribie Island	2011	35.5
Bribie Island	2016	32.5
Burpengary - East	2006	67.7
Burpengary - East	2011	62.5
Burpengary - East	2016	64
Caboolture	2006	49.5
Caboolture	2011	48.9
Caboolture	2016	47.3
Caboolture - South	2006	53.2
Caboolture - South	2011	52.2
Caboolture - South	2016	49.6
Elimbah	2006	64.8
Elimbah	2011	62.8
Elimbah	2016	60.6
Morayfield - East	2006	59.9
Morayfield - East	2011	58.5
Morayfield - East	2016	56.1
Wamuran	2006	60.8
Wamuran	2011	65
Wamuran	2016	59.6
Kilcoy	2006	52.6
Kilcoy	2011	53.3
Kilcoy	2016	50.5
Woodford - D'Aguilar	2006	46.3
Woodford - D'Aguilar	2011	50.1
Woodford - D'Aguilar	2016	44.6
Burpengary	2006	63.7
Burpengary	2011	61.7
Burpengary	2016	58.8
Deception Bay	2006	49.6
Deception Bay	2011	49
Deception Bay	2016	46.2
Morayfield	2006	67.5
Morayfield	2011	65.7
Morayfield	2016	62.1
Narangba	2006	70.1
Narangba	2011	70
Narangba	2016	67.5
Upper Caboolture	2006	66.8
Upper Caboolture	2011	64.7
Upper Caboolture	2016	61.9
Clontarf	2006	51.4
Clontarf	2011	54.4
Clontarf	2016	52.9
Margate - Woody Point	2006	47.5
Margate - Woody Point	2011	50.6
Margate - Woody Point	2016	50.7
Redcliffe	2006	47.8
Redcliffe	2011	49.2
Redcliffe	2016	44.9
Rothwell - Kippa-Ring	2006	51.3
Rothwell - Kippa-Ring	2011	52.4
Rothwell - Kippa-Ring	2016	48.5
Scarborough - Newport - Moreton Island	2006	54.8
Scarborough - Newport - Moreton Island	2011	55.2
Scarborough - Newport - Moreton Island	2016	51.8
Albany Creek	2006	70.4
Albany Creek	2011	68.9
Albany Creek	2016	65.3
Cashmere	2006	74.3
Cashmere	2011	74.4
Cashmere	2016	71.9
Dayboro	2006	69.5
Dayboro	2011	65.6
Dayboro	2016	61.9
Eatons Hill	2006	76.5
Eatons Hill	2011	74.9
Eatons Hill	2016	71.5
The Hills District	2006	72.1
The Hills District	2011	69.7
The Hills District	2016	67
Samford Valley	2006	69.5
Samford Valley	2011	67.2
Samford Valley	2016	62.9
Dakabin - Kallangur	2006	62.2
Dakabin - Kallangur	2011	62.1
Dakabin - Kallangur	2016	59
Murrumba Downs - Griffin	2006	68.8
Murrumba Downs - Griffin	2011	68.2
Murrumba Downs - Griffin	2016	65.8
North Lakes - Mango Hill	2006	69.4
North Lakes - Mango Hill	2011	69.5
North Lakes - Mango Hill	2016	66.3
Bray Park	2006	65.2
Bray Park	2011	65.7
Bray Park	2016	59.4
Lawnton	2006	58.9
Lawnton	2011	57.5
Lawnton	2016	56.1
Petrie	2006	68
Petrie	2011	68.3
Petrie	2016	63.9
Strathpine - Brendale	2006	62
Strathpine - Brendale	2011	61.5
Strathpine - Brendale	2016	57.1
Aurukun	2006	43.6
Aurukun	2011	25.5
Aurukun	2016	26.2
Cape York	2006	53.9
Cape York	2011	44.2
Cape York	2016	42.2
Croydon - Etheridge	2006	63.9
Croydon - Etheridge	2011	62.1
Croydon - Etheridge	2016	54.1
Kowanyama - Pormpuraaw	2006	62
Kowanyama - Pormpuraaw	2011	43.6
Kowanyama - Pormpuraaw	2016	35.2
Northern Peninsula	2006	62.6
Northern Peninsula	2011	51.2
Northern Peninsula	2016	45.3
Tablelands	2006	49.3
Tablelands	2011	48.5
Tablelands	2016	41.4
Torres	2006	59.9
Torres	2011	58.6
Torres	2016	52.6
Torres Strait Islands	2006	66.5
Torres Strait Islands	2011	56
Torres Strait Islands	2016	32.8
Weipa	2006	79.6
Weipa	2011	75
Weipa	2016	74.9
Carpentaria	2006	54.2
Carpentaria	2011	47.7
Carpentaria	2016	44.6
Mount Isa	2006	63.7
Mount Isa	2011	64.1
Mount Isa	2016	64.2
Mount Isa Region	2006	68.2
Mount Isa Region	2011	64.8
Mount Isa Region	2016	62.6
Northern Highlands	2006	70
Northern Highlands	2011	68.9
Northern Highlands	2016	66.6
Barcaldine - Blackall	2006	64.4
Barcaldine - Blackall	2011	64.5
Barcaldine - Blackall	2016	61.9
Charleville	2006	65.2
Charleville	2011	63.1
Charleville	2016	60
Far Central West	2006	67.4
Far Central West	2011	67.6
Far Central West	2016	63.3
Far South West	2006	61.4
Far South West	2011	64
Far South West	2016	61.6
Longreach	2006	69.3
Longreach	2011	70.4
Longreach	2016	65.5
Buderim - North	2006	51.1
Buderim - North	2011	51.6
Buderim - North	2016	50.5
Buderim - South	2006	63.1
Buderim - South	2011	62.7
Buderim - South	2016	59
Mountain Creek	2006	65.2
Mountain Creek	2011	65.4
Mountain Creek	2016	66.6
Sippy Downs	2006	45.5
Sippy Downs	2011	52.8
Sippy Downs	2016	51.5
Aroona - Currimundi	2006	53.8
Aroona - Currimundi	2011	54.3
Aroona - Currimundi	2016	54.6
Buddina - Minyama	2006	52.9
Buddina - Minyama	2011	54.3
Buddina - Minyama	2016	54.4
Caloundra - Kings Beach	2006	44.1
