SA2_MAINCODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
316051434,12,139,95,827,35,1097,0,0,0,0,0,0,26,0,0,0,0,28,8,0,0,0,0,15,37,9,7,8,0,60,503,99,88,729,32,1443,9,0,0,0,0,12,15,0,0,9,0,30,85,15,3,96,3,207,9,5,0,4,0,11,12,0,0,0,0,14,0,3,3,0,0,6,78,26,13,253,4,377,23,17,0,23,4,67,3,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,4,3,0,0,3,0,8,9,5,0,0,0,16,57,5,0,4,0,67,13,0,0,0,0,19,4,4,0,3,0,13,99,27,21,218,7,377,5,0,0,3,0,7,18,9,0,0,0,30,4,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,25,107,28,11,26,3,170,24,6,6,29,552,614,967,228,162,1681,617,3657,22,135
316051435,53,260,206,1931,67,2520,0,0,0,5,0,5,36,4,15,14,0,61,9,4,5,0,0,17,102,15,14,22,0,158,1020,253,176,1422,65,2931,29,0,5,0,0,35,35,7,3,16,0,55,112,30,24,208,3,372,23,4,0,8,3,36,10,7,0,3,0,24,28,0,3,0,0,28,125,46,36,536,13,751,43,17,3,69,0,140,4,0,0,0,0,4,3,0,0,5,0,7,0,0,0,0,0,0,16,5,4,12,0,29,26,4,0,0,0,36,79,15,13,4,3,112,24,0,0,9,0,39,12,0,0,8,0,15,220,49,39,360,17,685,13,4,0,0,0,18,33,0,0,4,0,37,13,0,0,6,0,26,0,0,0,0,0,4,8,0,0,0,0,8,3,0,3,0,0,3,31,8,3,19,0,62,191,30,30,49,10,310,34,16,6,104,458,616,1953,487,364,3647,600,7041,40,278
316051437,31,278,201,1881,83,2477,0,0,0,12,0,12,16,0,0,8,0,24,15,4,0,5,0,21,77,29,14,26,5,141,731,221,149,1257,75,2434,11,0,5,3,0,25,51,10,3,23,0,81,108,30,27,233,9,403,17,3,0,15,0,35,20,3,0,0,0,27,0,0,0,3,0,11,128,48,27,524,11,735,61,23,13,68,8,171,4,0,0,0,0,4,3,0,0,14,0,12,3,0,0,0,0,5,11,4,3,5,0,19,11,3,0,0,0,20,53,16,11,4,4,93,40,7,3,7,0,55,10,4,0,5,0,19,151,67,42,360,10,630,0,0,0,0,0,3,24,3,4,0,0,34,13,0,3,12,0,32,4,0,0,3,0,9,4,0,0,0,0,3,0,0,0,0,0,0,19,0,5,28,5,53,205,52,37,44,7,349,29,10,4,103,476,630,1493,499,337,3423,650,6403,29,291
316051438,70,395,332,3066,184,4050,0,4,0,11,0,14,18,0,8,15,3,42,11,0,0,0,0,12,93,40,11,39,11,185,1287,309,249,2234,133,4222,29,0,14,0,3,46,34,4,0,25,0,60,171,45,19,329,17,580,17,3,6,8,0,43,15,4,0,0,0,26,6,0,0,0,0,14,164,50,53,761,20,1048,58,17,10,99,7,192,0,0,0,0,0,4,4,0,0,8,0,18,0,0,0,0,0,3,6,0,0,4,3,17,48,3,10,0,3,66,121,38,16,6,3,184,26,3,3,13,3,49,9,4,0,4,0,18,253,61,53,549,18,934,14,0,0,4,0,19,24,0,3,5,0,33,12,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,14,10,22,0,86,254,59,54,74,15,459,42,10,34,161,469,716,2308,669,543,5619,819,9955,51,381
316051543,17,163,124,1016,26,1346,0,0,0,0,0,4,13,3,3,10,0,24,7,4,0,0,0,7,30,10,9,26,0,73,356,146,98,773,24,1408,9,0,3,0,0,11,19,4,0,12,0,37,77,13,7,119,9,226,5,0,0,3,0,8,5,4,0,0,0,8,3,0,0,3,0,5,64,35,19,337,3,459,21,14,3,23,3,61,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,0,0,4,0,6,11,3,0,0,0,18,34,4,6,3,0,51,11,0,0,3,0,20,7,0,0,0,0,8,81,28,28,237,5,386,7,0,0,0,0,9,17,3,0,3,0,21,8,0,3,6,0,14,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,11,0,34,96,28,24,43,3,188,9,8,6,50,141,219,747,296,205,1952,205,3403,15,173
316051544,13,56,53,485,21,622,0,0,0,7,0,7,4,5,0,4,0,14,0,0,0,0,0,0,17,0,3,5,5,35,299,52,41,349,22,764,0,0,0,0,0,3,7,0,3,8,0,18,34,7,4,37,3,83,8,0,0,3,0,15,3,0,0,0,0,3,0,0,0,0,0,0,17,10,3,88,0,125,11,10,0,14,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,18,0,4,0,0,29,6,0,0,0,0,6,0,0,0,0,0,3,60,13,13,86,0,169,0,0,0,0,0,0,23,0,0,0,0,22,3,0,3,3,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,12,46,5,11,19,10,90,7,3,0,21,75,102,503,101,81,871,117,1675,27,181
316061439,18,210,149,1962,48,2392,0,0,0,11,0,10,9,0,0,10,0,26,7,0,0,0,0,11,69,13,3,17,0,107,513,180,138,1297,58,2186,15,0,0,0,0,19,5,0,0,9,0,22,55,24,7,236,3,327,6,0,0,7,0,10,6,9,0,0,0,13,15,0,0,0,0,20,61,16,24,420,8,531,39,11,5,52,3,114,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,4,21,4,0,0,0,23,53,12,18,4,0,89,12,3,0,4,0,25,3,0,4,3,0,9,100,49,29,321,7,496,3,3,0,0,0,11,5,4,3,0,0,16,7,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,6,0,35,72,29,15,66,3,175,24,0,12,126,246,411,944,354,261,3434,357,5345,34,302
316061440,50,320,229,2182,75,2854,0,0,0,10,0,10,16,3,0,13,0,37,10,0,0,0,0,14,90,18,9,28,0,151,810,294,212,1625,54,3001,4,0,5,3,0,14,36,3,8,18,0,75,111,32,20,349,10,518,13,3,0,3,0,20,8,5,0,0,0,16,3,3,0,4,0,11,154,65,49,678,18,966,38,22,5,55,3,121,3,0,0,0,0,3,0,4,0,6,0,5,0,0,0,0,0,0,4,0,0,8,0,8,12,3,5,3,0,22,66,23,6,3,0,100,18,7,3,6,0,29,11,0,6,10,0,30,175,72,64,495,18,825,14,7,3,0,0,16,17,0,0,0,0,19,4,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,7,19,0,50,190,60,31,100,11,379,20,10,10,110,439,585,1517,581,394,4157,592,7235,56,303
316061441,20,205,156,1565,58,1997,0,0,0,4,0,4,3,0,0,5,0,10,5,0,0,3,0,7,70,21,9,17,4,117,439,175,143,1101,51,1909,9,0,5,0,0,15,20,4,3,9,0,38,56,22,8,246,0,340,4,3,0,8,0,16,6,0,0,0,0,6,3,4,0,3,0,7,57,27,20,331,11,438,59,12,0,50,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,0,13,15,0,6,0,3,29,42,23,11,3,0,76,19,0,10,8,4,40,3,0,0,5,0,4,88,41,43,263,3,432,16,3,0,0,0,15,7,0,0,0,0,6,6,3,0,9,0,18,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,16,3,3,3,0,26,85,19,20,43,0,171,25,4,8,85,307,432,886,362,267,2812,408,4735,34,219
316061442,54,416,281,3269,99,4120,0,0,0,14,0,15,10,4,4,13,0,35,7,0,0,3,0,14,93,36,14,34,3,186,857,340,242,1978,98,3521,6,0,3,0,0,14,19,4,3,28,3,58,104,34,34,370,6,547,7,0,4,9,0,19,12,3,0,0,0,16,6,0,4,8,0,11,139,72,51,618,13,887,49,24,0,55,9,140,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,5,4,8,0,29,25,15,10,3,4,56,72,18,28,6,3,123,12,3,4,18,0,31,5,0,0,3,0,13,188,67,46,493,16,820,3,0,0,0,3,8,17,0,0,4,0,18,7,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,3,36,0,75,179,49,39,82,13,358,34,17,22,206,338,606,1602,692,486,5556,550,8870,44,413
316061443,34,259,195,1822,78,2383,0,0,0,8,0,8,6,0,0,9,0,15,0,0,0,0,0,4,93,8,8,18,0,126,659,263,176,1435,63,2596,12,0,0,0,0,15,30,7,5,14,0,51,111,32,13,313,12,486,7,3,0,11,0,19,4,0,0,0,0,4,8,0,0,0,0,13,97,34,34,476,17,657,27,22,5,54,0,108,0,0,3,0,0,5,0,0,0,3,0,3,0,4,0,0,0,5,9,3,0,0,0,16,12,0,0,3,0,17,43,22,6,3,0,75,14,0,4,3,0,25,6,0,0,3,0,11,119,60,39,413,10,641,5,0,0,0,0,6,8,0,0,0,0,13,4,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,5,22,0,59,131,30,30,66,7,267,18,16,3,73,152,258,1188,468,325,3455,299,5733,27,205
316061444,49,410,306,3184,72,4020,0,0,0,3,0,8,16,6,5,11,0,43,4,0,0,0,0,5,98,23,15,44,0,180,961,377,235,2211,91,3870,17,0,12,0,0,27,27,9,0,29,0,66,124,45,16,436,13,633,8,3,3,11,3,32,12,3,0,6,0,17,20,11,0,4,0,32,114,60,32,705,19,924,39,19,8,75,9,149,4,0,0,0,0,5,0,0,0,4,0,3,0,0,0,0,0,0,3,3,0,3,0,9,35,6,3,6,0,55,105,15,22,5,0,149,19,3,0,11,0,40,12,0,0,9,3,22,214,117,56,649,19,1064,0,0,0,0,0,0,22,5,4,0,0,36,4,0,0,3,0,8,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,6,7,33,0,70,235,68,53,127,9,504,36,13,9,143,301,502,1803,720,492,5789,479,9280,62,411
316071545,25,228,211,2366,72,2912,0,0,0,11,0,11,9,3,0,8,0,22,3,0,0,3,0,8,54,12,16,37,3,115,647,201,167,1375,54,2439,21,0,0,3,0,23,18,3,3,10,3,35,72,23,19,259,3,378,5,3,0,10,0,17,5,3,0,0,0,14,6,0,0,3,0,13,79,39,33,450,15,614,36,14,5,47,8,102,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,11,3,0,6,6,28,23,0,0,0,0,32,55,6,25,3,3,95,14,7,0,17,0,36,9,0,0,3,0,15,113,54,43,327,10,544,4,0,0,0,0,3,7,0,0,0,0,15,12,0,0,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,16,0,11,12,0,39,136,48,10,61,5,269,22,10,18,183,287,524,1175,413,340,3998,425,6353,59,234
316071546,15,115,102,1013,18,1260,0,0,0,3,0,3,12,0,3,0,3,14,3,3,0,0,0,6,49,15,7,9,0,84,274,88,78,791,27,1257,3,0,4,0,0,11,16,4,0,15,0,32,39,14,11,161,3,230,3,0,3,0,0,3,9,0,0,4,0,14,12,0,0,0,0,14,41,10,8,273,8,348,18,10,9,37,0,80,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,8,0,0,0,0,8,16,0,0,0,0,13,29,8,4,3,0,45,4,0,3,5,0,8,0,0,0,0,0,0,76,28,23,231,12,368,3,0,0,0,0,3,5,0,0,0,0,8,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,9,0,19,70,11,5,37,3,128,12,3,3,41,107,164,594,194,154,1939,161,3050,9,124
316071547,33,365,244,2942,104,3687,0,0,0,17,0,17,21,0,3,15,0,39,7,5,0,0,0,13,97,36,17,30,3,187,809,328,255,2012,76,3485,16,0,4,0,3,23,31,4,3,15,0,55,150,39,28,430,8,651,14,0,0,9,3,33,13,12,0,3,0,32,14,0,0,4,0,16,150,64,32,658,17,921,49,28,4,87,3,173,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,20,3,0,11,0,40,20,3,0,7,0,37,64,13,14,5,3,101,16,0,0,3,0,22,7,0,0,6,0,14,184,80,60,553,17,885,8,4,0,0,0,11,15,0,0,0,0,17,13,4,0,5,0,23,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,26,11,3,20,0,63,208,49,27,83,12,379,34,19,3,206,282,548,1640,650,452,5346,483,8570,33,375
316071548,73,660,445,5915,211,7307,0,0,0,27,0,31,50,14,0,24,0,88,11,3,0,0,0,17,130,47,22,57,3,259,1281,573,403,3887,153,6289,62,0,12,3,3,72,37,15,13,45,0,108,159,94,46,806,25,1128,17,6,0,15,0,36,14,0,0,0,0,17,32,10,3,3,0,46,212,105,62,1315,24,1714,73,28,14,113,8,239,8,0,0,0,0,8,3,0,0,8,0,7,0,0,0,0,0,0,16,7,0,14,0,41,55,7,11,7,8,85,97,32,17,13,0,151,38,4,4,35,0,78,12,0,3,14,0,28,264,144,76,1082,37,1600,14,5,0,0,0,22,22,3,3,0,0,29,20,0,0,21,0,45,13,7,0,7,0,23,0,0,0,0,0,0,3,0,0,0,0,3,30,20,8,43,0,99,364,105,55,252,12,786,45,20,19,337,717,1140,2552,1167,764,10382,1101,15970,66,697
316081549,95,839,623,6385,231,8173,0,0,0,20,0,21,32,11,5,43,4,91,22,3,3,0,3,30,273,62,42,72,12,457,2227,694,493,4326,205,7940,43,4,13,3,0,62,78,13,6,49,3,150,347,78,59,721,23,1228,36,23,8,32,0,102,25,11,0,3,0,42,21,5,0,3,0,26,336,138,69,1420,43,2004,109,41,15,150,7,324,8,0,0,0,0,7,3,0,0,3,0,3,3,0,0,0,0,7,22,14,5,19,6,68,38,19,19,3,0,83,173,50,36,4,0,265,50,4,3,23,0,78,17,6,0,8,0,35,426,131,107,1130,34,1821,17,0,0,3,0,21,60,10,3,8,3,75,24,0,6,24,3,54,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,58,16,8,51,7,145,465,125,86,187,17,876,67,32,41,311,810,1270,4065,1416,1008,11248,1277,19003,109,793
317011445,11,128,112,1963,32,2250,0,0,0,8,0,8,0,3,0,13,0,17,0,0,0,0,0,0,26,13,0,21,0,60,199,87,82,1107,38,1507,5,0,0,0,0,5,3,0,0,8,0,20,35,21,16,485,8,567,0,4,0,10,0,13,0,0,0,0,0,5,5,0,0,0,0,5,30,17,17,471,9,534,12,9,3,18,0,41,0,0,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,4,0,3,0,6,6,3,0,9,0,16,15,6,0,0,0,22,9,3,0,3,0,13,0,0,0,0,0,3,48,26,13,291,9,386,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,12,36,11,4,28,5,84,7,5,8,120,272,405,367,199,163,3487,357,4574,16,134
317011446,38,343,268,4265,98,5012,0,0,0,20,0,20,408,0,9,18,10,453,8,0,0,3,0,13,97,24,24,51,0,198,481,288,207,2889,73,3946,58,6,14,0,0,79,5,3,0,22,0,35,83,54,20,1021,23,1202,3,7,0,16,0,33,6,3,0,0,0,15,180,3,0,0,8,186,75,41,47,1122,20,1307,37,11,8,110,0,172,21,0,0,0,0,21,3,7,0,9,0,15,0,0,0,0,0,0,6,0,3,4,0,17,9,10,0,3,0,28,37,14,15,3,4,66,25,6,0,16,0,47,11,3,0,8,0,17,136,73,62,779,16,1064,5,0,0,0,0,12,58,3,0,0,0,64,19,3,0,6,0,32,26,0,0,0,0,26,6,0,0,0,0,6,9,0,0,0,0,11,15,10,9,32,0,64,638,47,43,118,27,868,64,17,6,264,441,796,2219,598,452,7969,666,11901,59,263
317011447,37,274,187,3948,101,4544,0,0,0,24,0,30,39,3,0,15,0,62,5,0,0,0,0,11,58,22,16,42,0,134,349,230,173,2392,82,3219,22,3,4,0,5,35,0,0,0,14,0,21,45,55,22,965,9,1091,5,4,0,8,0,20,11,4,0,3,0,13,13,0,0,5,0,24,51,57,37,987,25,1145,12,15,6,73,0,118,0,0,0,0,0,0,12,3,8,14,0,36,0,0,0,0,0,0,0,3,0,5,0,9,20,6,7,16,3,55,17,4,10,4,0,40,12,3,3,10,0,32,3,0,0,4,0,12,92,59,53,604,7,817,0,0,0,0,0,0,8,0,0,0,0,7,5,5,0,0,0,9,3,0,0,0,0,3,5,0,0,0,0,6,0,0,0,0,0,0,12,0,3,18,0,27,289,36,24,84,6,441,14,10,8,235,464,736,960,494,339,7161,648,9601,28,271
317011448,22,135,99,2394,61,2708,0,0,0,14,0,17,29,3,0,11,4,47,0,0,0,0,0,0,36,8,10,32,0,87,180,120,101,1424,53,1873,42,0,6,0,0,45,3,3,5,12,0,24,33,36,32,1150,22,1276,4,0,0,3,0,9,7,0,0,0,0,5,25,0,0,0,0,26,34,34,32,497,14,604,14,5,4,30,0,48,38,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,3,0,0,27,16,3,0,3,0,29,3,0,0,14,0,25,3,0,0,3,0,5,50,33,23,325,5,434,3,0,0,0,0,3,8,0,0,0,0,9,3,0,0,8,0,13,12,0,0,3,0,16,23,3,0,3,0,32,15,0,0,0,0,15,5,0,3,21,0,27,245,19,15,63,6,345,32,3,3,173,228,441,784,253,216,4603,356,6208,35,139
317011449,5,113,133,2084,32,2363,0,0,0,4,0,4,0,0,0,7,3,12,0,0,0,0,0,6,18,15,9,21,0,58,224,119,96,1140,22,1600,10,0,4,0,0,17,6,0,0,6,0,16,24,9,16,410,9,463,4,0,0,3,0,5,5,3,0,0,0,5,5,0,0,0,0,4,28,14,15,387,5,454,14,12,0,29,0,61,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,3,3,0,0,0,3,11,0,7,0,0,19,13,5,5,3,0,29,0,0,0,3,0,11,0,0,0,0,0,3,50,25,21,302,0,397,0,0,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,0,24,36,13,13,43,3,111,11,3,3,130,115,257,394,219,189,3569,172,4540,13,156
317011450,20,299,189,3659,63,4224,0,0,0,3,0,3,13,0,0,16,0,29,4,4,0,4,0,8,75,32,10,39,0,147,499,233,182,2294,62,3267,11,0,3,0,0,15,8,0,0,21,0,28,54,28,15,762,22,880,0,3,3,7,0,20,15,7,7,0,0,22,7,0,3,3,0,11,100,53,38,832,32,1059,30,21,5,77,0,129,0,0,0,4,0,3,0,4,0,11,0,10,0,0,0,0,0,0,6,0,0,3,0,8,7,3,0,0,0,14,25,16,8,4,3,48,19,3,0,19,0,42,8,0,0,3,0,13,125,69,54,651,16,909,4,0,0,0,0,4,28,0,3,0,0,28,9,0,0,7,0,10,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,24,3,10,28,0,62,180,38,39,90,7,355,9,5,6,182,215,419,997,511,350,6510,349,8717,34,377
317011451,29,221,203,3607,75,4128,0,0,0,20,0,20,12,0,0,10,0,22,3,0,3,0,0,10,87,18,15,40,0,165,469,220,171,2226,69,3147,14,3,3,3,0,30,11,3,3,11,0,29,78,50,24,1148,16,1318,12,3,0,16,0,29,4,0,0,3,0,13,19,0,0,0,0,22,76,52,38,803,15,986,17,13,0,54,0,84,3,0,0,0,0,7,0,0,0,12,0,13,0,0,0,0,0,0,10,3,3,4,0,20,11,3,3,0,0,12,36,15,3,0,0,51,15,0,3,12,0,28,3,0,0,3,0,10,115,53,51,617,5,837,3,0,0,3,0,9,18,3,0,0,0,23,0,4,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,14,5,3,17,0,40,99,22,22,88,3,238,29,11,3,232,621,889,949,425,333,6711,763,9183,38,252
317011452,30,160,120,2287,31,2630,0,0,0,4,0,4,62,3,7,11,3,85,0,0,0,0,0,0,52,3,0,20,0,76,346,140,119,1390,18,2004,15,0,3,3,0,16,14,0,3,8,0,23,38,18,19,440,15,529,0,0,0,5,0,11,9,0,0,3,0,7,34,0,0,3,0,39,75,34,14,561,12,703,22,9,0,38,0,68,13,0,0,0,0,13,3,0,3,15,3,21,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,14,17,10,7,3,0,30,10,0,0,16,3,25,3,0,0,4,0,9,85,61,24,359,3,531,5,0,0,0,0,7,47,0,0,0,0,45,6,0,0,7,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,15,0,27,147,20,10,57,4,246,8,0,0,94,264,368,887,296,196,3993,337,5705,19,197
317011453,24,282,202,3943,122,4578,0,3,0,23,0,30,64,0,3,17,0,89,3,0,0,0,0,4,50,18,8,35,3,101,331,233,156,2447,85,3244,28,0,11,0,6,54,12,7,3,28,0,45,49,35,30,831,16,963,3,12,0,13,0,28,4,4,0,3,0,10,15,0,3,0,0,20,84,56,52,1084,31,1310,20,19,11,64,0,110,3,0,0,0,0,6,14,0,0,10,0,28,0,0,0,0,0,4,0,0,0,9,0,11,24,3,3,0,0,31,36,29,17,4,0,77,10,3,4,11,3,31,3,3,0,0,0,10,74,86,33,618,22,830,4,3,0,6,0,21,10,3,0,3,0,10,5,0,0,8,0,16,8,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,4,22,6,4,0,21,0,33,209,52,28,80,12,386,27,13,10,271,562,877,949,534,348,7173,793,9796,25,245
