SA2_MAINCODE_2016,C16_85o_Seprtd_M,C16_85o_Seprtd_F,C16_85o_Divorce_M,C16_85o_Divorce_F,C16_85o_Wid_M,C16_85o_Wid_F,C16_85o_Nvr_mard_M,C16_85o_Nvr_mard_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Married_M,C16_T_Married_F,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
309061249,0,0,0,0,8,31,0,0,24,36,59,3459,3485,194,324,420,621,55,222,2545,2359,6678,7014,13696
309061250,0,0,0,5,25,115,0,3,75,179,257,1738,1792,97,96,209,301,72,288,973,842,3084,3315,6403
309071251,0,0,0,5,6,9,0,0,14,14,23,2169,2188,183,235,260,425,35,97,1905,1957,4553,4904,9454
309071252,0,0,3,11,28,167,3,3,133,242,376,3672,3711,192,231,457,708,147,582,2150,1877,6619,7108,13729
309071253,3,4,5,13,27,117,0,0,93,157,244,2777,2830,166,151,434,587,91,376,1132,1058,4609,5006,9611
309071254,0,0,0,0,5,10,0,0,20,22,42,787,786,89,54,168,144,31,80,506,359,1582,1417,2998
309071255,0,0,4,0,13,48,0,3,38,65,104,3853,3861,211,290,493,652,89,304,2477,2244,7120,7345,14465
309071256,0,0,0,3,12,34,0,0,38,58,95,3044,3086,188,272,450,701,95,245,2090,1997,5868,6311,12176
309071257,0,0,0,6,3,17,0,0,19,31,49,1305,1310,105,185,182,281,31,82,1427,1587,3044,3454,6497
309071258,3,0,5,6,27,98,4,0,55,130,185,5552,5583,378,497,728,1052,137,407,4284,4071,11078,11611,22688
309081259,0,0,3,3,23,87,0,0,75,124,195,985,1008,45,40,126,189,52,234,466,398,1678,1880,3554
309081260,4,0,4,16,55,204,3,3,103,257,354,1171,1174,99,133,243,432,109,362,1030,986,2653,3091,5745
309081261,3,0,9,14,52,223,3,5,188,289,476,4688,4751,223,356,607,1086,155,817,3382,3153,9058,10164,19226
309081262,0,4,11,9,30,146,0,5,92,185,275,2402,2451,195,288,439,897,91,447,2450,2598,5578,6686,12258
309091263,3,0,4,18,77,295,4,3,165,370,531,2174,2225,132,196,385,680,158,665,1755,1504,4603,5268,9874
309091264,3,0,0,4,6,25,0,0,13,33,48,1138,1154,96,105,209,264,29,154,1117,975,2585,2647,5234
309091265,0,0,3,3,3,28,0,0,32,45,74,1595,1635,75,123,239,369,40,143,1622,1336,3568,3606,7174
309091540,3,0,13,14,50,201,14,8,154,274,430,1900,1886,244,310,699,897,163,623,3286,3099,6289,6813,13107
309091541,8,3,19,23,65,257,14,15,181,343,520,2686,2732,218,326,743,1060,183,777,3333,2764,7160,7657,14820
309101267,3,0,9,9,31,122,0,10,91,165,257,1844,1906,100,130,254,388,93,354,1037,987,3323,3761,7087
309101268,0,0,0,0,12,27,0,0,19,40,63,923,944,53,77,159,236,31,126,625,534,1795,1922,3714
309101269,0,0,7,0,11,35,0,0,47,42,90,756,768,68,65,274,281,52,146,657,527,1809,1780,3592
309101270,6,0,17,16,50,141,14,3,170,211,379,3825,3768,410,405,1219,1435,209,670,5426,4374,11075,10658,21740
310011271,0,0,0,0,8,28,0,0,21,37,60,880,849,74,75,140,178,32,146,902,707,2028,1954,3976
310011272,3,0,3,9,38,150,0,11,83,190,272,1476,1514,98,115,274,405,91,402,1058,964,2994,3404,6397
310011273,0,0,3,10,22,117,5,4,75,151,229,5466,5507,302,421,619,1179,130,593,3717,3584,10237,11287,21526
310011274,3,0,6,7,30,93,0,3,109,125,237,2723,2675,319,365,629,894,156,627,2796,2572,6624,7135,13760
310011275,0,0,3,3,18,123,4,8,68,157,224,1515,1531,70,104,186,248,59,279,1159,1032,2983,3196,6182
310011276,0,0,0,0,0,9,0,0,13,16,24,1136,482,254,97,231,141,35,88,2079,600,3727,1403,5132
310021277,0,0,3,3,29,117,6,9,102,159,262,2713,2727,147,136,402,418,125,433,1362,1207,4750,4926,9672
310021278,6,0,4,0,22,42,3,4,58,59,112,1135,1140,97,83,281,251,73,215,577,483,2162,2172,4335
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
310021280,4,0,5,13,40,128,11,3,112,167,273,3813,3740,361,383,765,878,188,563,2827,2367,7958,7933,15887
310021281,3,7,6,3,16,62,3,3,58,85,143,2547,2564,229,269,557,592,159,358,1971,1637,5462,5419,10879
310021282,3,0,5,0,22,94,6,0,68,115,187,2362,2276,223,188,449,435,108,343,1834,1405,4980,4648,9625
310031283,0,0,3,5,26,94,4,7,75,125,196,1695,1721,154,253,290,528,80,360,1687,1615,3910,4474,8385
310031284,0,0,0,0,12,39,3,0,36,53,91,1374,1390,199,171,336,398,78,252,1651,1345,3638,3560,7200
310031285,0,0,0,3,12,20,0,0,26,34,59,1195,1210,98,125,170,253,48,133,993,922,2511,2647,5155
310031286,3,0,5,8,17,78,3,10,52,106,158,976,965,130,135,254,310,66,241,1260,1067,2675,2722,5395
310031287,7,0,3,8,64,222,0,10,169,296,457,2767,2789,283,382,616,911,221,716,3038,2597,6930,7389,14318
310031288,0,0,0,0,7,9,3,0,14,16,28,980,990,54,59,116,138,27,57,632,561,1805,1811,3611
310031289,0,0,0,0,3,13,0,0,14,18,32,1258,1269,57,68,158,143,32,88,601,583,2107,2133,4245
310031290,0,0,0,0,4,12,0,0,15,9,25,1367,1390,53,66,146,247,24,90,688,582,2286,2372,4659
310031291,0,0,0,3,14,41,5,0,27,40,74,965,983,157,232,265,411,55,209,1299,1170,2741,3012,5750
310031292,0,0,3,3,32,66,10,4,71,87,157,1006,1003,128,132,259,329,96,302,1032,852,2523,2625,5142
310031293,3,0,3,9,35,161,10,6,94,195,281,2699,2719,184,304,419,623,133,519,2043,1930,5486,6089,11572
310031294,0,0,0,0,0,6,0,0,3,7,11,877,891,69,74,93,133,14,51,691,652,1750,1802,3556
310031295,0,3,0,3,20,59,3,10,43,91,134,399,390,63,74,111,158,68,184,519,434,1147,1241,2395
310041296,0,0,0,0,0,15,0,3,16,20,34,2637,2673,155,209,331,407,41,151,1855,1690,5017,5131,10151
310041297,0,0,0,0,17,23,0,0,41,31,63,1752,1751,141,138,291,352,79,191,1498,1187,3757,3615,7376
310041298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
310041299,0,0,4,0,10,27,0,3,23,39,59,1395,1415,113,166,224,330,47,187,1276,1170,3058,3268,6329
310041300,0,0,11,3,4,41,3,0,42,50,91,1499,1500,209,241,340,433,75,257,1804,1655,3936,4082,8013
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,0,0,0,3,11,40,0,0,24,60,80,2704,2709,273,411,439,613,87,303,3114,2980,6623,7021,13644
310041303,0,0,0,0,0,13,0,0,8,19,24,1210,1221,77,102,160,234,23,92,924,900,2394,2551,4950
310041304,0,0,0,0,0,19,0,0,5,21,24,2769,2789,166,271,281,500,31,150,2041,2084,5289,5794,11081
311011305,0,0,5,12,60,141,7,8,134,195,328,2644,2610,247,277,535,662,183,518,1865,1610,5470,5682,11152
311021306,0,0,5,0,12,58,4,0,52,72,117,1079,1087,174,185,411,502,93,274,1580,1296,3331,3337,6670
311021307,3,0,9,18,21,78,0,3,87,117,209,2076,2100,223,310,503,700,145,524,1976,1896,4916,5531,10448
311021308,5,0,4,7,16,36,0,0,37,47,84,1184,1195,104,140,210,339,55,178,1122,1106,2677,2958,5630
311021309,0,0,3,8,19,47,0,0,42,67,112,1038,1029,65,129,195,293,65,219,789,759,2154,2425,4582
311021310,0,0,0,0,14,19,0,0,31,24,57,1255,1252,82,108,153,207,44,111,830,733,2369,2415,4782
311031311,0,0,4,11,40,161,4,9,111,213,324,2192,2231,165,246,385,547,129,570,1720,1555,4600,5151,9753
311031312,0,0,0,3,10,59,0,3,29,77,110,1180,1182,125,150,223,326,49,212,1144,1067,2720,2945,5665
311031313,3,0,0,0,4,9,0,0,15,13,30,929,953,98,89,162,190,33,82,814,714,2038,2021,4058
311031314,0,0,0,0,3,25,0,0,16,29,48,1663,1681,184,221,316,427,64,211,2014,1807,4239,4346,8586
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,0,0,3,3,7,37,3,0,30,50,74,1502,1505,123,139,231,292,43,151,1289,1087,3200,3175,6377
311031317,0,0,0,4,5,43,3,0,21,44,61,2035,2043,235,341,357,512,66,311,2238,2144,4930,5346,10277
311031318,0,0,0,0,0,14,0,0,16,17,31,1052,1056,43,46,136,129,27,84,653,534,1908,1847,3756
311031319,0,0,4,3,8,34,0,0,38,41,81,3050,3080,189,257,424,555,69,310,2257,2021,5992,6214,12205
311041320,0,0,0,0,12,22,0,0,31,32,61,2789,2814,168,147,299,391,81,189,1580,1384,4920,4923,9845
311041321,0,0,3,3,23,46,0,0,55,67,124,4885,4931,342,429,664,829,117,370,3571,3143,9577,9696,19270
311041322,0,0,0,0,9,13,0,0,15,12,27,1485,1493,115,103,209,228,41,118,989,800,2835,2745,5581
311051323,0,0,10,21,67,250,3,11,166,321,485,1881,1853,164,226,329,514,171,661,1441,1413,3984,4664,8651
311051324,0,0,0,4,12,55,0,0,35,74,104,1889,1905,90,124,234,310,43,205,1063,958,3318,3496,6821
311051325,0,0,0,0,3,28,0,0,20,33,55,2106,2124,135,178,318,467,45,189,1644,1450,4250,4407,8649
311051326,0,0,0,3,6,18,0,0,27,32,52,1601,1602,157,197,319,529,49,224,1813,1585,3946,4136,8082
311051327,0,0,0,4,10,37,0,0,28,44,74,2531,2557,126,150,318,438,58,201,1648,1399,4681,4747,9427
311051328,0,0,0,5,11,80,3,0,58,108,161,1152,1154,109,138,245,358,80,325,1106,1021,2690,2996,5691
311061329,3,0,0,0,5,20,0,3,14,31,45,1334,1349,84,91,186,292,44,128,923,792,2571,2655,5228
311061330,3,0,8,3,9,25,0,0,34,32,65,1426,1382,191,207,363,458,79,279,1841,1674,3909,4000,7908
311061331,0,0,8,0,5,17,0,0,20,16,38,884,844,92,108,220,270,64,194,1159,868,2412,2292,4698
311061332,0,0,0,0,25,87,0,4,61,121,182,3242,3268,159,210,375,653,110,371,1989,1810,5878,6306,12192
311061333,0,0,5,8,27,86,0,6,59,120,171,1563,1570,173,231,343,502,94,371,1743,1460,3913,4141,8055
311061334,3,0,0,10,18,70,0,0,38,93,132,1861,1871,103,158,274,441,72,246,1348,1155,3652,3873,7530
311061335,0,0,0,0,3,12,0,0,10,13,26,1369,1380,60,89,136,221,27,105,824,656,2423,2446,4868
311061336,9,0,7,8,25,82,3,6,82,116,191,1864,1720,287,293,433,533,146,420,2106,1768,4833,4737,9569
312011337,0,0,6,0,31,100,3,0,78,117,198,1665,1626,134,143,406,360,117,355,1455,1145,3783,3634,7411
312011338,0,0,3,0,4,5,0,0,10,8,19,1719,1360,207,99,428,232,54,77,1484,926,3891,2696,6594
312011339,0,0,3,3,4,29,0,0,20,35,54,802,773,40,39,102,104,29,107,454,359,1430,1378,2817
312011340,0,0,0,0,13,18,0,0,24,18,46,741,722,56,46,160,103,57,111,500,345,1510,1335,2847
312011341,0,0,0,0,0,0,0,0,3,0,8,1671,1501,144,119,270,168,27,49,1263,1021,3375,2857,6237
312021342,0,3,0,5,13,99,3,0,55,130,184,2749,2729,211,275,451,578,112,460,2204,1893,5723,5931,11658
312021343,0,3,3,5,17,104,0,4,47,133,178,654,636,62,65,161,171,51,211,551,407,1473,1480,2960
312021344,0,0,0,3,5,19,0,0,17,23,39,2263,2245,152,198,324,368,45,137,1750,1655,4542,4599,9136
312021345,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,9,8,13
312021346,0,0,0,0,3,33,4,0,20,36,61,522,498,74,62,229,222,30,126,792,554,1654,1463,3116
312021347,0,0,0,0,0,0,0,0,0,0,0,123,128,14,24,40,26,4,7,62,51,244,227,464
312021348,0,0,3,0,32,83,5,0,83,106,192,2444,2397,94,126,251,347,94,369,1291,1108,4177,4343,8515
312021349,3,0,3,3,21,83,5,0,64,107,175,1010,993,112,126,251,275,69,304,1059,795,2506,2503,5004
312021350,0,0,0,0,7,10,0,0,20,16,31,988,973,72,60,161,141,49,112,835,628,2102,1914,4014
312021351,3,0,3,3,6,34,0,0,28,46,67,1723,1685,107,129,238,211,73,166,1045,819,3190,3004,6194
312021352,0,0,4,7,18,62,0,3,54,76,132,2394,2353,203,174,440,426,108,295,1647,1254,4789,4493,9285
312021353,0,0,0,8,8,20,0,0,27,36,67,1892,1892,126,99,380,240,85,169,1017,714,3500,3113,6610
312021354,0,0,0,0,3,3,0,0,11,10,15,1080,1057,83,110,171,202,39,66,756,704,2125,2143,4265
312021355,0,0,0,0,3,11,0,0,12,17,28,592,597,44,62,138,178,24,102,529,419,1318,1348,2668
312021356,0,0,3,7,14,65,0,3,46,81,128,1165,1140,116,146,256,338,72,262,1176,909,2776,2797,5572
312021357,0,0,6,0,11,22,4,0,42,33,77,1897,1886,122,103,255,224,71,156,1117,827,3463,3196,6659
312021358,3,4,3,5,36,119,7,8,99,167,264,1181,1130,113,106,199,261,87,330,920,729,2499,2559,5061
312031359,0,0,3,0,10,18,0,0,20,20,38,1994,1957,223,204,545,515,75,156,2747,2293,5583,5133,10714
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,0,0,4,8,25,77,0,3,59,100,160,1697,1727,122,115,330,313,116,275,1137,847,3400,3279,6684
313011362,4,0,12,11,37,89,3,3,132,138,272,3324,3347,277,290,700,731,208,552,1618,1384,6128,6302,12437
313011363,4,7,22,31,108,359,10,5,365,510,876,4248,4289,371,360,944,1160,384,1287,1696,1458,7640,8545,16183
313021364,0,0,4,4,3,13,0,0,12,19,33,942,947,40,38,103,80,25,69,525,420,1627,1559,3185
313021365,6,0,16,25,98,351,18,24,255,454,710,4151,4168,492,575,1033,1361,304,1047,4094,3888,10077,11044,21114
313021366,0,0,10,12,34,104,9,3,119,162,279,2925,2984,334,504,648,1024,130,543,3069,3031,7112,8081,15196
313021367,0,0,3,0,3,10,4,0,13,12,30,857,855,63,51,106,114,24,82,560,456,1609,1562,3170
313021368,0,0,3,0,13,19,0,0,31,30,62,1268,1285,129,198,271,399,48,176,1372,1297,3088,3357,6443
313021369,0,0,0,3,3,15,0,0,20,22,38,898,890,37,48,138,142,29,84,508,437,1604,1591,3201
313031370,0,0,3,3,14,49,8,0,33,58,84,1144,1094,89,95,234,233,51,202,693,522,2201,2143,4347
313031371,0,0,0,7,21,62,4,0,51,80,125,1717,1491,180,116,317,295,81,207,1451,716,3748,2823,6573
313041372,0,0,0,10,26,76,0,0,73,114,194,2708,2742,217,217,379,606,118,372,2001,1768,5416,5717,11127
313041373,5,0,8,19,78,216,4,5,215,295,507,3737,3774,379,481,866,1283,274,892,3255,2914,8511,9343,17853
313041374,0,0,0,0,3,15,0,0,15,19,36,1154,1167,39,51,144,155,33,93,631,521,2005,1977,3983
313041375,0,0,0,3,14,38,3,0,32,43,79,3732,3752,188,285,366,595,67,242,2267,2106,6622,6980,13600
313041376,0,0,0,0,3,10,0,0,8,8,18,679,685,37,29,90,90,30,59,390,334,1230,1202,2435
313051377,5,0,10,20,39,127,10,10,91,165,254,1415,1431,163,162,374,519,127,358,1269,1024,3345,3497,6845
313051378,6,0,10,14,27,105,3,5,96,145,238,1941,1932,236,300,658,858,135,486,1681,1521,4656,5093,9745
313051379,5,3,9,9,44,176,6,9,132,225,355,1744,1754,216,256,522,820,161,603,1446,1273,4082,4710,8794
313051380,3,8,18,25,82,363,10,14,234,490,724,3006,3020,245,386,521,904,239,1011,2298,2215,6300,7537,13836
313051542,3,0,3,4,45,182,13,16,123,251,372,2608,2648,168,210,521,721,134,599,1497,1334,4926,5510,10437
314011382,0,0,3,11,32,161,3,6,87,209,295,3567,3611,108,190,337,584,121,489,1910,1671,6045,6546,12592
314011383,0,0,0,4,14,27,0,0,33,40,72,4102,4148,174,242,322,518,55,227,2296,2122,6945,7253,14202
314011384,0,0,0,0,7,26,0,0,35,39,71,2057,2090,78,70,224,278,55,125,921,760,3333,3321,6651
314011385,0,0,0,0,3,9,0,0,16,14,28,1834,1869,46,71,129,233,22,76,954,801,2984,3050,6041
314011386,5,0,3,4,37,99,3,3,83,129,213,5041,5059,233,265,558,855,139,475,3011,2680,8982,9336,18318
314011387,4,0,0,3,13,33,3,0,43,49,91,2894,2923,91,99,271,326,67,184,1269,1164,4598,4697,9294
314021388,3,0,10,10,45,178,6,6,119,226,346,3932,3971,374,522,778,1120,187,672,3649,3388,8922,9679,18594
314021389,0,0,4,3,24,126,3,5,77,156,231,3355,3366,236,302,396,578,83,406,2270,2290,6335,6944,13286
314021390,3,0,3,6,34,167,3,4,108,219,328,5835,5964,315,459,641,1040,119,579,3468,3459,10375,11503,21875
314031391,0,0,0,5,20,83,0,9,57,111,167,1909,1901,126,175,258,466,63,277,1498,1325,3847,4140,7993
314031392,0,0,4,3,14,68,3,0,36,84,121,1001,1004,102,107,226,362,52,198,995,830,2377,2509,4884
314031393,0,0,0,0,3,24,3,0,27,38,62,1788,1801,93,124,261,374,41,148,1110,1021,3288,3477,6757
314031394,0,0,3,4,11,69,3,0,54,92,150,2111,2111,205,249,469,646,85,319,1986,1703,4853,5028,9880
315011395,0,0,0,0,0,0,0,0,3,0,0,72,68,7,3,13,5,9,16,347,363,449,459,901
315011396,0,0,0,3,7,12,8,3,26,24,46,765,715,110,86,278,180,77,155,1866,1556,3091,2692,5783
315011397,0,0,0,0,3,4,0,0,4,4,6,225,207,9,13,66,31,14,27,166,113,491,392,880
315011398,0,0,0,0,0,0,0,3,0,3,9,119,110,13,18,18,6,13,24,435,489,593,647,1244
315011399,0,0,0,0,0,0,0,0,6,0,6,193,202,20,14,26,18,18,39,583,659,844,926,1768
315011400,0,0,0,3,8,21,0,0,44,32,73,1301,1007,144,56,271,202,60,160,1360,541,3139,1970,5110
315011401,0,0,0,0,3,6,0,3,8,12,14,387,354,35,56,80,83,18,55,759,802,1280,1348,2627
315011402,0,0,0,0,0,0,0,0,5,7,6,351,323,31,23,26,23,28,81,1063,997,1503,1450,2954
315011403,0,0,0,0,0,0,0,0,0,0,3,688,672,41,24,122,91,19,18,676,517,1548,1317,2867
315021404,0,0,0,0,3,3,3,0,6,7,17,485,458,42,40,117,94,44,77,1035,1075,1728,1746,3474
315021405,4,0,3,3,7,43,3,3,27,52,81,2951,2876,252,222,536,524,112,300,3368,2771,7232,6693,13923
315021406,0,0,0,0,4,7,4,0,14,8,18,636,471,57,38,127,69,36,71,679,503,1545,1145,2687
315021407,0,0,3,0,6,22,3,3,16,30,46,664,625,26,33,112,91,49,116,499,350,1349,1218,2570
315031408,0,0,0,0,10,46,4,0,34,57,90,1040,1021,76,71,133,151,72,185,605,504,1918,1927,3853
315031409,0,0,3,0,9,58,3,0,35,65,102,838,839,51,51,137,128,40,195,603,537,1659,1744,3411
315031410,0,0,0,0,8,16,0,0,19,18,37,376,355,37,31,88,72,37,64,392,313,932,832,1765
315031411,0,0,0,0,9,18,3,0,14,23,38,517,476,54,35,126,73,44,91,427,417,1166,1099,2263
315031412,0,0,3,0,10,43,4,0,32,47,76,711,708,46,43,111,105,40,127,524,549,1432,1538,2964
316011413,3,5,12,24,95,405,7,14,308,535,843,3774,3765,163,185,469,928,230,989,1709,1677,6342,7545,13886
316011414,0,0,5,3,25,88,0,4,111,133,246,3594,3620,155,265,407,754,103,439,1936,1854,6189,6938,13125
316011415,0,0,0,4,11,26,0,0,33,38,72,2068,2107,103,174,293,505,38,156,1554,1585,4058,4522,8582
316011416,3,0,9,9,32,147,3,4,132,214,346,1848,1847,101,147,202,455,94,459,1453,1577,3693,4498,8187
316021417,0,0,6,14,37,159,5,3,122,215,329,2085,2100,127,151,323,520,114,433,1202,1039,3850,4242,8096
316021418,0,3,0,10,20,86,0,3,74,129,206,1335,1359,103,109,260,326,57,247,889,709,2642,2747,5392
316021419,3,0,13,16,57,229,8,5,148,289,439,1226,1236,145,151,411,556,131,515,892,804,2811,3259,6071
316021420,0,0,9,12,51,174,3,6,189,257,447,4126,4180,222,348,467,937,155,736,2327,2217,7294,8418,15715
316021421,3,4,11,14,46,224,5,9,164,309,467,2945,2981,153,145,402,567,159,600,1145,1001,4803,5297,10097
316021422,3,0,3,14,38,116,3,6,96,160,260,1565,1591,101,148,335,449,118,332,1002,909,3117,3435,6552
316021423,0,0,4,8,45,133,0,0,132,185,317,1952,1972,119,154,291,518,135,427,1230,1043,3725,4106,7835
316021424,3,0,0,7,24,61,0,0,63,86,145,1549,1552,91,143,251,428,67,245,1061,937,3018,3301,6317
316031425,0,0,8,20,42,137,13,8,118,200,321,2728,2759,180,232,561,900,151,503,1933,1873,5553,6268,11816
316031426,0,3,3,3,18,43,0,0,66,70,132,2212,2229,166,185,455,610,100,304,1458,1285,4398,4611,9005
316031427,6,3,14,18,74,325,7,7,240,443,684,3459,3445,315,349,933,1377,253,1027,2964,2753,7921,8949,16869
316031428,0,4,4,13,45,157,3,5,123,230,355,2116,2138,207,213,561,786,139,432,1946,1825,4972,5396,10362
316051434,4,0,11,3,16,69,0,7,64,89,152,1001,1010,58,54,207,257,51,189,595,484,1919,2003,3926
316051435,0,0,3,13,41,131,4,3,124,187,309,2040,2067,98,163,383,580,115,395,921,826,3566,4029,7598
316051437,0,0,3,3,5,24,3,0,29,31,60,1256,1263,84,111,299,426,36,148,912,855,2579,2798,5376
316051438,3,0,19,33,56,239,8,8,193,337,530,2109,2106,142,178,419,660,152,639,1202,1086,4021,4657,8683
316051543,0,0,0,0,5,20,0,0,25,27,54,782,786,46,65,147,191,19,89,506,435,1508,1570,3075
316051544,0,0,0,3,13,62,0,0,58,98,159,1548,1586,71,115,161,272,43,180,654,691,2482,2850,5328
316061439,0,0,5,8,24,81,4,3,75,105,182,1590,1600,136,150,321,383,77,278,1024,991,3142,3393,6536
316061440,0,0,4,18,33,88,3,0,94,127,220,1956,1976,117,132,392,562,98,336,952,846,3508,3854,7364
316061441,0,3,4,3,14,28,0,0,36,45,75,1262,1273,79,88,218,218,64,161,728,657,2343,2400,4745
316061442,0,0,7,0,13,35,3,0,40,51,94,2102,2109,131,160,341,442,75,188,1402,1161,4054,4063,8123
316061443,0,0,3,8,14,49,3,0,50,61,114,1483,1482,77,84,287,382,60,214,672,639,2576,2794,5371
316061444,0,3,5,0,26,100,3,3,87,140,233,2329,2349,131,153,340,469,78,296,1274,1091,4153,4361,8512
316071545,0,0,3,5,27,97,3,0,64,116,180,1818,1821,99,125,253,350,85,294,959,872,3218,3470,6685
316071546,0,0,0,0,8,14,0,0,28,24,55,892,917,44,45,131,165,40,106,393,335,1504,1563,3067
316071547,0,0,3,0,22,35,0,0,62,48,108,2248,2256,121,145,447,483,92,206,1404,1107,4313,4196,8507
316071548,0,4,11,28,54,309,13,12,216,436,655,3549,3557,285,393,725,1225,186,851,2776,2483,7518,8513,16029
316081549,7,0,3,12,31,111,3,5,130,162,291,4762,4820,291,334,938,1109,187,582,2598,2226,8781,9059,17842
317011445,0,0,0,0,9,10,0,0,23,15,37,1569,1594,56,65,170,182,41,93,705,698,2537,2631,5160
317011446,0,0,7,9,41,248,7,10,139,317,459,2506,2466,148,223,288,576,115,662,2190,1780,5240,5714,10957
317011447,6,0,10,15,36,254,3,3,144,315,459,1753,1777,129,168,332,518,137,677,1540,1349,3890,4493,8380
317011448,0,0,0,11,19,103,9,11,52,134,181,1225,1206,86,96,196,271,60,339,1295,1400,2865,3309,6173
317011449,0,0,0,0,0,9,0,0,14,13,24,1423,1438,46,80,160,199,25,88,721,564,2371,2370,4743
317011450,0,0,3,3,17,52,3,0,77,78,149,3313,3357,106,127,223,322,66,262,1297,1007,4999,5069,10069
317011451,0,0,3,0,24,53,3,4,59,69,132,2422,2463,166,141,359,410,97,270,1492,1176,4537,4471,9000
317011452,0,4,7,4,28,145,12,8,94,184,279,1749,1758,24,72,111,217,77,332,678,594,2645,2972,5620
317011453,3,0,0,9,23,123,6,8,84,159,237,1417,1401,162,184,366,554,96,415,1565,1663,3609,4218,7828
317011454,0,0,0,5,3,28,3,0,24,44,73,848,853,89,108,214,344,47,173,1107,924,2302,2401,4702
317011455,5,0,3,10,24,141,4,10,86,180,268,1851,1858,90,123,183,404,85,426,847,851,3062,3661,6724
317011456,6,4,17,15,39,200,11,27,143,281,422,2212,2215,210,262,468,718,122,634,2203,2059,5219,5891,11111
317011457,0,0,3,4,37,98,4,6,90,126,222,1908,1935,124,136,313,499,102,343,1261,1248,3716,4159,7872
317011458,0,0,0,0,38,115,0,3,81,144,223,2746,2779,131,171,265,378,98,354,1625,1557,4866,5247,10105
317011459,0,0,3,10,32,124,3,6,93,171,269,2326,2315,190,258,419,700,135,611,2018,1819,5091,5706,10795
318011460,0,0,7,9,35,152,9,3,98,193,289,1781,1818,124,130,292,333,133,497,1328,1050,3662,3821,7481
318011461,3,0,5,4,24,85,3,3,71,100,170,1813,1780,139,83,301,209,96,300,1048,747,3391,3127,6520
318011462,0,0,4,0,24,90,4,11,61,114,180,1321,1346,86,151,251,358,92,376,1284,1102,3029,3340,6364
318011463,0,0,0,0,7,6,0,0,15,11,32,838,831,65,47,168,104,43,73,431,366,1535,1426,2963
318011464,0,4,0,3,25,119,4,0,83,153,234,904,904,44,44,178,160,88,326,624,455,1834,1895,3724
318011465,3,0,6,0,20,85,5,0,76,106,180,1555,1542,77,63,224,197,88,287,891,520,2838,2612,5448
318011466,0,0,0,0,0,0,0,0,0,0,0,84,88,13,10,9,17,7,22,717,691,825,833,1662
318021467,0,0,7,0,12,40,3,0,40,52,94,831,819,60,73,157,228,46,162,825,664,1917,1946,3856
318021468,3,0,4,3,23,78,0,0,64,108,172,1915,1911,86,114,191,248,60,234,2317,1163,4573,3674,8245
318021469,0,0,7,7,37,126,6,10,67,160,228,602,613,39,41,140,155,65,255,468,345,1309,1407,2718
318021470,0,0,0,0,3,3,0,0,15,12,23,1488,1521,60,90,150,190,26,76,945,882,2669,2759,5428
318021471,0,0,6,3,23,69,3,0,74,98,163,1729,1734,123,217,279,420,90,354,1614,1558,3844,4284,8126
318021472,0,0,3,3,19,54,5,4,53,72,122,1071,1056,63,94,193,272,68,250,1016,803,2413,2481,4887
318021473,0,0,3,0,9,21,0,0,25,32,59,3858,3927,269,344,562,672,65,267,3336,3093,8083,8293,16377
318021474,0,0,0,0,4,8,0,0,11,17,21,1092,1092,53,75,117,207,27,76,1871,1929,3155,3380,6533
318021475,0,3,3,0,8,30,4,3,42,45,90,842,843,105,131,346,397,67,209,1406,1179,2765,2751,5512
318021476,0,0,0,6,18,68,3,0,49,80,130,1096,1115,132,143,283,393,61,236,1416,1215,2986,3106,6092
318021477,0,0,4,3,14,54,0,0,30,71,93,618,632,72,97,121,212,41,200,643,606,1495,1740,3238
318021478,0,3,5,3,8,27,4,0,23,30,59,704,716,80,122,238,337,35,141,958,919,2012,2236,4245
318021479,0,3,5,9,8,57,6,7,27,80,113,650,650,84,101,203,289,38,182,900,733,1869,1956,3824
318021480,0,0,0,0,10,25,0,0,21,27,49,1762,1784,167,241,260,384,71,190,1598,1521,3858,4119,7970
318021481,0,0,6,9,16,94,0,0,55,120,174,1275,1290,118,130,261,412,76,326,1232,1133,2955,3294,6251
318021482,0,0,0,4,8,59,0,0,31,66,98,2935,2957,187,290,388,603,64,287,2213,2123,5785,6261,12050
318021483,0,0,3,0,4,12,0,3,21,15,33,440,447,48,51,171,178,38,65,344,288,1042,1029,2069
