SA2_MAINCODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,5,150,11,11,0,26,196,3,97,3,6,0,0,108,13,131,28,4,0,8,180,69,83,30,0,4,0,184,71,31,33,0,0,0,136,88,23,32,0,3,0,139,28,0,12,0,0,0,38,23,0,3,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,3,31,5,9,0,3,54,300,557,149,34,6,41,1086,3,40,15,7,0,12,82,0,145,0,4,0,0,150,4,144,16,12,7,0,177,22,58,15,4,3,0,100,21,32,21,3,0,0,81,73,58,29,0,0,0,164,144,27,43,0,0,3,214,89,3,19,0,0,0,111,32,0,5,0,0,0,30,10,0,0,0,0,0,10,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
107011545,3,169,24,11,3,20,232,0,132,3,3,0,0,136,45,166,41,5,5,0,263,106,101,67,0,11,3,294,68,56,40,0,0,3,167,74,17,23,0,0,0,121,18,3,11,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,4,38,11,5,0,7,62,316,692,221,27,26,38,1316,0,61,12,3,0,10,88,6,171,0,0,0,3,179,21,164,20,3,3,3,206,52,98,41,8,3,0,211,31,47,31,0,7,0,118,105,54,34,0,9,0,205,135,24,51,0,3,3,216,36,5,18,0,0,0,66,3,0,4,0,0,0,7,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0
107011546,8,259,23,7,0,17,317,20,100,12,0,4,3,143,153,123,62,7,9,9,362,137,33,54,0,11,3,236,76,24,28,0,0,0,126,40,4,15,0,3,0,67,9,0,0,0,0,0,13,3,0,3,0,0,0,3,3,0,3,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,17,7,37,15,3,0,5,57,452,602,220,20,27,40,1347,3,101,15,0,3,15,136,8,152,4,0,0,3,166,70,124,34,6,8,0,239,140,95,47,3,8,0,298,62,23,41,0,6,0,131,118,13,37,0,3,3,183,128,3,29,0,3,0,165,38,3,19,0,0,0,61,5,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0
107011547,0,22,10,3,3,4,48,7,3,4,0,10,0,28,48,6,16,0,28,3,104,45,3,20,0,3,0,69,32,0,20,0,3,0,54,45,0,10,0,0,0,54,14,0,7,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,4,0,10,188,36,93,6,55,10,392,0,3,9,0,0,10,21,3,11,0,0,0,0,15,7,8,9,0,46,0,76,43,9,21,0,7,0,78,24,0,8,0,3,0,39,46,0,6,0,0,0,61,52,0,22,0,7,0,80,35,0,6,0,8,0,39,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,21,11,0,3,14,45,0,15,5,6,0,0,24,3,32,12,5,0,0,47,46,18,33,0,0,0,95,63,0,28,0,0,0,92,157,0,41,0,3,0,197,82,0,16,0,0,0,101,6,0,3,0,0,0,10,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,7,3,0,0,0,19,360,96,148,17,10,16,643,3,6,19,0,5,13,45,0,13,0,0,0,0,15,3,23,11,0,0,0,33,9,17,6,3,0,0,35,14,9,27,0,3,0,58,49,15,30,0,0,0,91,130,7,46,0,5,0,191,161,0,46,0,3,0,206,25,0,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031137,0,43,7,3,0,11,60,0,20,5,3,0,0,36,19,49,12,5,0,3,83,69,16,39,0,0,0,129,76,23,36,0,0,3,141,103,10,22,0,3,0,141,16,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,5,9,5,0,0,19,287,170,137,15,9,19,634,0,10,9,0,0,7,30,0,48,3,0,0,0,46,6,52,4,5,0,0,59,25,30,28,0,0,3,83,16,6,22,4,0,0,48,62,17,25,0,0,3,108,122,13,33,0,6,0,168,53,0,28,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031138,3,10,7,0,3,11,34,0,0,0,0,0,0,3,16,8,17,0,3,0,50,75,10,32,0,3,0,119,52,0,14,0,4,0,75,130,0,32,0,0,0,165,113,0,27,0,3,0,145,20,0,4,0,0,0,21,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,5,0,18,421,37,145,6,28,9,646,0,0,18,7,3,18,43,0,7,0,0,0,0,7,4,8,13,3,0,3,24,12,4,21,0,0,0,48,25,3,19,0,3,0,50,67,3,25,0,4,0,97,141,0,46,0,4,0,192,138,0,32,0,0,0,177,35,0,4,0,0,0,44,13,0,3,0,0,0,18,5,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0
107031139,0,8,3,0,0,4,18,0,0,0,0,0,0,0,6,3,12,0,0,0,22,22,0,13,0,0,0,34,28,0,14,0,0,0,47,67,0,32,0,4,0,99,60,0,20,0,0,0,77,7,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,192,13,85,0,5,4,304,0,0,9,0,0,3,11,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,3,7,0,0,0,22,14,0,14,0,0,0,26,23,4,20,0,0,0,44,49,0,26,0,0,0,75,78,3,17,0,0,0,100,12,0,7,0,0,0,26,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031140,0,0,17,13,3,20,46,0,0,4,8,0,0,14,9,0,16,6,4,0,40,28,0,17,4,0,0,52,35,0,11,0,4,0,49,74,0,19,0,0,0,96,58,0,13,0,0,0,74,14,0,3,0,0,0,16,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,12,227,5,111,33,16,20,407,0,0,16,8,3,10,42,0,0,0,11,0,0,17,0,3,10,4,0,0,22,23,5,10,4,3,0,49,16,0,19,0,3,0,37,33,3,16,0,3,0,54,69,0,28,0,4,0,107,99,0,19,0,4,0,123,29,0,3,0,0,0,36,6,0,3,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
107031141,3,50,9,3,3,16,79,0,22,0,0,0,0,28,8,34,15,8,3,0,67,33,10,10,4,0,0,58,69,0,24,0,0,0,90,174,16,49,0,4,0,244,194,0,33,0,0,0,225,48,0,9,0,0,0,61,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,6,0,6,4,0,0,0,21,539,146,153,15,21,18,894,0,9,14,0,3,13,39,0,52,0,0,3,0,58,0,32,3,5,0,0,38,7,24,7,0,4,3,53,16,6,10,0,3,0,38,55,8,15,0,4,0,80,173,13,44,3,3,0,239,245,3,48,0,0,3,299,112,0,16,0,3,0,127,16,0,4,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0
107031142,0,45,8,4,0,17,72,0,22,3,5,0,0,34,49,30,11,3,0,0,91,89,11,36,5,4,0,138,88,12,41,0,3,0,141,161,5,36,0,0,0,208,43,0,11,0,0,0,48,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,7,5,0,0,0,13,436,131,143,16,8,17,758,0,5,8,3,0,10,28,0,52,3,3,0,0,56,12,31,4,0,0,0,58,44,14,23,3,3,0,88,41,6,24,0,3,0,76,84,3,41,0,4,0,134,170,7,49,0,3,0,227,97,0,20,0,0,0,115,14,0,3,0,0,0,21,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
107031143,4,248,15,11,3,23,308,13,152,5,4,4,9,185,112,310,63,12,24,10,526,273,114,83,3,6,3,483,185,154,69,0,14,5,427,255,41,67,0,4,4,374,49,0,5,0,4,0,62,9,3,3,0,0,0,17,0,3,0,0,0,0,7,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,22,17,56,17,3,7,5,100,915,1102,329,35,68,56,2507,6,85,19,0,0,10,120,0,241,3,3,0,0,251,26,259,25,4,25,3,343,133,182,66,14,11,0,402,118,68,60,9,8,0,259,186,169,98,3,14,3,465,357,39,102,0,17,3,518,161,0,36,0,0,0,196,12,0,3,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
107041144,7,223,28,25,0,33,309,10,86,10,13,10,0,119,103,134,37,17,6,7,306,215,42,65,3,5,6,332,157,28,41,0,7,0,236,292,34,69,4,3,5,407,173,3,38,0,3,0,219,20,0,4,0,0,0,33,9,0,3,0,0,0,15,3,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,17,10,30,16,0,6,0,61,1006,599,310,60,36,47,2057,0,56,24,3,6,18,113,0,210,4,8,3,3,231,19,120,15,10,10,0,176,106,84,44,5,4,3,245,70,13,30,0,5,0,129,186,39,62,5,3,0,292,334,49,79,3,4,0,464,264,5,52,4,7,0,330,78,0,14,0,0,0,92,20,0,6,0,0,0,28,3,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0
107041145,3,234,20,13,3,20,288,9,165,0,10,0,3,188,204,213,57,20,6,7,500,307,81,71,8,10,3,481,146,55,56,4,3,0,266,220,57,68,0,0,0,342,105,7,27,0,3,0,145,13,0,4,0,0,0,16,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,12,42,5,3,0,3,68,1019,863,315,54,30,45,2323,0,73,22,0,0,13,112,0,240,3,8,3,0,255,32,184,23,15,3,0,261,119,132,46,9,5,0,322,100,65,41,8,3,0,209,260,69,68,3,3,3,401,244,55,73,8,3,0,385,181,10,35,0,0,0,227,21,0,9,0,0,0,32,4,3,0,0,0,0,5,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0
107041146,3,56,18,12,3,20,114,3,17,11,6,11,0,54,151,30,69,13,14,0,281,161,21,78,6,8,3,266,61,6,59,4,12,7,144,167,13,58,0,5,3,247,147,0,37,0,4,0,189,43,0,21,0,0,0,64,7,0,12,0,0,0,20,6,0,8,0,0,3,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,10,11,11,8,6,3,53,768,161,386,51,66,42,1478,3,23,20,14,10,16,75,3,58,0,0,0,0,64,23,33,37,8,16,0,111,98,24,77,5,20,4,233,76,12,36,6,11,0,141,133,16,58,5,16,0,234,161,7,79,0,13,0,254,218,0,59,0,0,3,285,77,0,23,0,0,3,104,23,0,11,0,0,0,27,3,0,3,0,0,0,5,3,0,16,3,0,4,29,0,0,0,0
107041147,0,3,7,3,4,8,30,0,7,0,0,0,0,9,3,9,7,0,0,0,21,14,5,3,0,0,0,23,24,3,13,0,10,0,48,55,7,15,0,3,0,79,93,5,38,0,0,3,139,32,0,12,0,0,0,44,3,0,3,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,231,38,111,3,19,13,414,0,3,13,0,0,10,26,0,3,0,4,0,0,9,0,11,0,4,0,0,12,3,4,9,0,0,0,19,5,0,6,0,0,0,16,16,3,7,3,8,0,41,39,4,29,0,6,0,75,85,0,31,0,0,0,120,53,0,3,0,0,0,55,23,0,3,0,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0
107041148,3,18,20,0,3,14,56,4,3,4,4,3,0,19,13,12,15,3,0,0,40,60,0,32,0,0,0,87,50,0,29,0,0,0,88,107,0,42,0,0,0,151,162,0,46,0,0,0,207,88,0,15,0,0,0,103,20,0,9,0,0,0,34,6,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,3,13,0,0,0,28,523,32,220,15,10,19,821,0,3,21,0,3,15,47,0,18,0,0,0,0,17,3,7,12,3,3,0,26,8,0,19,0,0,0,32,16,0,12,0,0,0,28,48,3,25,0,0,0,73,91,0,43,0,0,0,133,171,0,48,0,0,0,220,97,0,23,0,0,3,130,38,0,8,0,0,0,46,18,0,3,0,0,0,24,5,0,3,0,0,0,9,3,0,0,0
107041150,0,219,20,3,6,30,271,0,91,5,0,3,3,105,53,146,37,9,16,8,271,104,61,46,3,8,0,218,73,19,35,0,0,0,129,241,47,53,0,5,0,341,186,15,48,0,0,0,249,60,0,14,0,0,0,70,11,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,0,0,0,0,16,10,25,5,0,8,4,58,729,639,272,16,40,45,1744,0,65,19,3,3,20,106,0,218,7,9,0,0,238,11,117,13,5,5,0,152,39,86,33,4,5,4,173,46,35,18,3,0,0,107,84,24,34,0,6,0,153,213,64,53,0,3,0,340,224,3,50,0,0,0,283,80,0,19,0,0,0,100,16,0,3,0,0,0,23,3,0,0,0,0,0,9,3,3,0,0,0,0,3,0,0,0,0
107041548,4,214,21,16,3,20,281,10,62,10,4,0,3,88,125,63,50,11,9,3,253,402,32,113,0,14,5,571,280,0,63,0,5,0,351,405,0,64,0,4,0,473,269,0,41,0,0,0,315,147,0,18,0,0,0,167,45,0,10,0,0,0,58,15,0,3,0,0,0,18,7,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,15,3,0,0,0,27,22,21,24,4,8,3,80,1737,420,422,38,52,40,2708,13,65,23,10,3,25,137,3,209,9,0,0,0,225,21,66,27,8,3,0,137,143,60,60,13,3,0,278,151,19,55,3,6,0,236,343,5,81,3,5,3,441,717,3,107,0,10,5,839,461,4,60,0,3,0,526,252,0,47,0,0,0,293,113,0,16,0,0,0,133,28,0,8,0,0,0,35,11,0,4,0,0,0,10,0,0,0,0
107041549,14,221,29,8,6,29,305,12,75,12,3,0,5,108,206,97,87,3,11,0,407,389,37,114,7,22,5,572,156,17,62,0,6,3,244,255,8,88,0,6,0,353,191,0,38,0,4,0,234,64,0,8,0,3,0,84,4,0,3,0,0,0,11,0,0,0,0,0,0,8,0,3,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,15,17,37,14,4,3,0,78,1310,509,473,27,58,41,2416,10,89,29,0,5,31,170,3,203,3,3,3,0,217,58,84,36,0,4,3,192,168,54,65,0,3,3,295,158,14,55,0,3,3,237,256,30,92,3,9,0,390,374,17,90,3,4,0,483,312,3,87,0,0,0,406,99,0,17,0,0,0,124,22,3,13,0,0,0,33,5,0,0,0,0,0,14,0,0,4,0,0,0,9,0,0,0,0
108011151,4,0,21,3,9,19,62,9,0,10,0,0,0,14,27,0,39,0,12,0,77,60,0,29,0,5,0,95,7,0,6,0,0,0,11,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,10,112,0,115,3,35,20,284,0,0,26,0,8,13,53,0,0,9,0,0,0,9,15,0,22,0,5,0,45,56,0,36,0,8,0,94,38,0,21,0,7,0,67,25,0,15,0,4,0,40,15,0,3,0,0,0,23,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108011152,0,48,25,16,3,28,123,6,14,12,7,4,0,41,122,39,54,50,5,3,273,226,9,88,5,6,0,344,130,4,58,0,8,0,199,310,0,51,3,4,0,367,91,0,27,0,0,0,118,16,0,9,0,3,0,32,12,0,3,0,0,0,13,4,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,9,3,9,0,3,5,28,934,122,333,89,48,37,1556,3,15,24,5,4,17,73,0,40,3,3,0,0,40,46,28,32,35,11,3,157,209,28,60,28,15,0,341,81,3,39,4,4,0,137,219,8,63,3,5,0,302,315,3,62,0,0,0,385,135,0,21,0,3,0,164,17,0,0,0,0,0,22,11,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0
108011153,0,0,19,0,11,22,54,0,0,3,0,4,0,17,23,0,38,0,10,0,76,59,0,39,0,12,0,112,43,0,22,0,0,0,61,43,0,14,0,0,0,56,8,0,3,0,3,0,12,3,0,0,0,0,0,8,0,0,3,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,5,0,8,0,6,0,18,186,3,161,0,45,29,421,0,0,14,0,8,21,46,0,0,0,0,5,0,5,7,0,21,0,13,0,39,27,0,43,0,5,0,86,29,0,23,0,3,0,55,55,0,34,0,3,0,91,56,0,15,0,0,0,75,10,0,6,0,0,0,21,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108011154,0,56,12,6,3,18,103,3,11,3,3,10,0,29,45,14,38,12,10,0,126,174,11,72,0,16,3,275,57,3,20,0,0,0,85,83,0,22,0,3,0,111,26,0,6,0,0,0,32,5,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,10,7,5,0,3,0,22,404,103,185,28,51,29,791,0,18,5,3,7,15,43,0,41,3,4,0,0,52,17,19,16,5,19,0,81,154,4,44,7,8,0,224,71,0,27,3,0,0,102,109,4,24,3,4,0,142,101,0,28,0,0,0,135,17,0,3,0,3,0,26,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108021155,3,102,31,62,14,31,239,9,62,25,17,3,3,118,144,100,88,37,38,9,415,279,32,103,13,26,5,453,87,0,30,0,3,0,121,60,3,6,0,3,0,65,6,0,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,0,0,0,14,5,18,16,4,0,3,45,600,320,303,131,92,44,1482,0,36,26,13,9,22,102,0,66,10,11,5,0,95,54,89,45,33,22,3,253,208,97,96,40,28,6,474,165,39,55,7,13,0,284,179,13,50,3,5,0,261,64,0,13,0,3,0,82,15,0,3,0,0,0,19,3,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
