SA2_MAINCODE_2016,C06_N_in_1PF_1C,C06_N_in_1PF_2C,C06_N_in_1PF_3C,C06_N_in_1PF_4mor_c,C06_N_in_1PF_T,C06_1_149_1PF_1C,C06_1_149_1PF_2C,C06_1_149_1PF_3C,C06_1_149_1PF_4mC,C06_1_149_1PF_T,C06_150_299_1PF_1C,C06_150_299_1PF_2C,C06_150_299_1PF_3C,C06_150_299_1PF_4mC,C06_150_299_1PF_T,C06_300_399_1PF_1C,C06_300_399_1PF_2C,C06_300_399_1PF_3C,C06_300_399_1PF_4mC,C06_300_399_1PF_T,C06_400_499_1PF_1C,C06_400_499_1PF_2C,C06_400_499_1PF_3C,C06_400_499_1PF_4mC,C06_400_499_1PF_T,C06_500_649_1PF_1C,C06_500_649_1PF_2C,C06_500_649_1PF_3C,C06_500_649_1PF_4mC,C06_500_649_1PF_T,C06_650_799_1PF_1C,C06_650_799_1PF_2C,C06_650_799_1PF_3C,C06_650_799_1PF_4mC,C06_650_799_1PF_T,C06_800_999_1PF_1C,C06_800_999_1PF_2C,C06_800_999_1PF_3C,C06_800_999_1PF_4mC,C06_800_999_1PF_T,C06_1000_1499_1PF_1C,C06_1000_1499_1PF_2C,C06_1000_1499_1PF_3C,C06_1000_1499_1PF_4mC,C06_1000_1499_1PF_T,C06_1500_1999_1PF_1C,C06_1500_1999_1PF_2C,C06_1500_1999_1PF_3C,C06_1500_1999_1PF_4mC,C06_1500_1999_1PF_T,C06_2000_2499_1PF_1C,C06_2000_2499_1PF_2C,C06_2000_2499_1PF_3C,C06_2000_2499_1PF_4mC,C06_2000_2499_1PF_T,C06_2500_2999_1PF_1C,C06_2500_2999_1PF_2C,C06_2500_2999_1PF_3C,C06_2500_2999_1PF_4mC,C06_2500_2999_1PF_T,C06_3000_3999_1PF_1C,C06_3000_3999_1PF_2C,C06_3000_3999_1PF_3C,C06_3000_3999_1PF_4mC,C06_3000_3999_1PF_T,C06_4000m_1PF_1C,C06_4000m_1PF_2C,C06_4000m_1PF_3C,C06_4000m_1PF_4mo_ch,C06_4000m_1PF_T,C06_Par_inc_st_1PF_1C,C06_Par_inc_st_1PF_2C,C06_Par_inc_st_1PF_3C,C06_Par_inc_st_1PF_4mC,C06_Par_inc_st_1PF_T,C06_All_inc_ns_1PF_1Ch,C06_All_inc_ns_1PF_2C,C06_All_inc_ns_1PF_3C,C06_All_inc_ns_1PF_4mC,C06_All_inc_ns_1PF_T,C06_Tot_1PF_1C,C06_Tot_1PF_2C,C06_Tot_1PF_3C,C06_Tot_1PF_4mC,C06_Tot_1PF_T,C11_N_in_1PF_1C,C11_N_in_1PF_2C,C11_N_in_1PF_3C,C11_N_in_1PF_4mor_c,C11_N_in_1PF_T,C11_1_149_1PF_1C,C11_1_149_1PF_2C,C11_1_149_1PF_3C,C11_1_149_1PF_4mC,C11_1_149_1PF_T,C11_150_299_1PF_1C,C11_150_299_1PF_2C,C11_150_299_1PF_3C,C11_150_299_1PF_4mC,C11_150_299_1PF_T,C11_300_399_1PF_1C,C11_300_399_1PF_2C,C11_300_399_1PF_3C,C11_300_399_1PF_4mC,C11_300_399_1PF_T,C11_400_499_1PF_1C,C11_400_499_1PF_2C,C11_400_499_1PF_3C,C11_400_499_1PF_4mC,C11_400_499_1PF_T,C11_500_649_1PF_1C,C11_500_649_1PF_2C,C11_500_649_1PF_3C,C11_500_649_1PF_4mC,C11_500_649_1PF_T,C11_650_799_1PF_1C,C11_650_799_1PF_2C,C11_650_799_1PF_3C,C11_650_799_1PF_4mC,C11_650_799_1PF_T,C11_800_999_1PF_1C,C11_800_999_1PF_2C,C11_800_999_1PF_3C,C11_800_999_1PF_4mC,C11_800_999_1PF_T,C11_1000_1499_1PF_1C,C11_1000_1499_1PF_2C,C11_1000_1499_1PF_3C,C11_1000_1499_1PF_4mC,C11_1000_1499_1PF_T,C11_1500_1999_1PF_1C,C11_1500_1999_1PF_2C,C11_1500_1999_1PF_3C,C11_1500_1999_1PF_4mC,C11_1500_1999_1PF_T,C11_2000_2499_1PF_1C,C11_2000_2499_1PF_2C,C11_2000_2499_1PF_3C,C11_2000_2499_1PF_4mC,C11_2000_2499_1PF_T,C11_2500_2999_1PF_1C,C11_2500_2999_1PF_2C,C11_2500_2999_1PF_3C,C11_2500_2999_1PF_4mC,C11_2500_2999_1PF_T,C11_3000_3999_1PF_1C,C11_3000_3999_1PF_2C,C11_3000_3999_1PF_3C,C11_3000_3999_1PF_4mC,C11_3000_3999_1PF_T,C11_4000m_1PF_1C,C11_4000m_1PF_2C,C11_4000m_1PF_3C,C11_4000m_1PF_4mo_ch,C11_4000m_1PF_T,C11_Par_inc_st_1PF_1C,C11_Par_inc_st_1PF_2C,C11_Par_inc_st_1PF_3C,C11_Par_inc_st_1PF_4mC,C11_Par_inc_st_1PF_T,C11_All_inc_ns_1PF_1Ch,C11_All_inc_ns_1PF_2C,C11_All_inc_ns_1PF_3C,C11_All_inc_ns_1PF_4mC,C11_All_inc_ns_1PF_T,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1PF_4mC,C11_Tot_1PF_T,C16_N_in_1PF_1C,C16_N_in_1PF_2C,C16_N_in_1PF_3C,C16_N_in_1PF_4mor_c,C16_N_in_1PF_T,C16_1_149_1PF_1C,C16_1_149_1PF_2C,C16_1_149_1PF_3C,C16_1_149_1PF_4mC,C16_1_149_1PF_T,C16_150_299_1PF_1C,C16_150_299_1PF_2C,C16_150_299_1PF_3C,C16_150_299_1PF_4mC,C16_150_299_1PF_T,C16_300_399_1PF_1C,C16_300_399_1PF_2C,C16_300_399_1PF_3C,C16_300_399_1PF_4mC,C16_300_399_1PF_T,C16_400_499_1PF_1C,C16_400_499_1PF_2C,C16_400_499_1PF_3C,C16_400_499_1PF_4mC,C16_400_499_1PF_T,C16_500_649_1PF_1C,C16_500_649_1PF_2C,C16_500_649_1PF_3C,C16_500_649_1PF_4mC,C16_500_649_1PF_T
313021366,4,0,0,0,4,8,8,0,0,15,34,8,7,0,44,67,30,15,3,117,13,3,0,0,16,106,81,44,10,249,37,35,22,5,94,43,15,12,9,73,52,31,12,7,97,6,17,3,0,23,5,0,0,0,8,3,0,0,0,5,0,0,0,0,3,0,0,0,0,0,20,24,7,3,56,13,5,3,0,23,402,253,127,48,825,6,4,0,0,15,9,0,3,3,11,32,11,4,3,46,68,24,15,3,107,99,97,31,6,236,26,14,9,10,56,91,61,49,31,231,77,37,18,10,146,101,72,22,12,204,41,27,9,9,87,16,3,3,3,26,6,10,0,0,17,0,0,0,0,0,0,0,0,0,0,41,27,12,7,89,25,17,10,4,53,637,411,187,95,1326,10,7,3,0,20,8,0,0,0,7,24,9,3,0,35,22,12,6,3,48,59,28,9,9,106,101,85,35,9,230
313021367,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,10,0,0,0,14,0,0,0,0,0,8,6,3,0,17,8,3,0,0,11,5,8,0,0,10,7,0,0,3,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,47,21,4,8,81,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,10,5,3,3,0,11,0,0,0,0,4,9,8,0,0,12,9,3,0,0,14,13,4,3,0,21,9,0,0,0,10,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,7,0,0,0,3,4,56,27,11,6,107,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,6,7,0,0,0,8,3,0,0,0,7
313021368,4,0,0,0,4,3,0,0,0,3,10,9,3,0,18,26,15,8,0,42,6,0,0,0,5,34,35,23,4,104,12,12,9,7,43,17,12,5,3,38,27,13,4,3,48,10,6,0,0,15,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,12,3,0,22,3,3,0,0,7,155,126,65,20,366,0,0,0,0,0,3,0,0,0,3,14,3,3,0,22,11,12,5,0,26,33,27,11,0,73,13,3,0,4,23,34,12,17,12,78,26,13,5,3,48,44,25,4,3,77,16,13,8,0,30,9,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,4,4,33,5,7,0,3,21,224,137,51,39,447,3,0,0,0,3,0,0,0,0,0,16,0,3,3,22,10,5,0,0,25,22,10,0,0,32,45,19,4,0,69
313021369,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,11,0,0,0,14,0,0,0,0,0,9,5,0,0,21,3,3,3,0,15,8,4,0,0,15,13,0,0,0,15,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,60,25,10,3,94,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,4,0,0,0,4,6,7,0,0,9,3,3,0,0,8,7,11,4,0,18,3,3,0,0,5,6,4,0,0,11,10,0,0,0,7,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,3,3,3,16,3,0,0,0,4,50,32,13,8,95,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,9,3,5,0,0,7
313031370,0,0,0,0,0,0,0,0,0,0,12,3,0,0,8,11,6,0,0,23,10,0,0,0,10,15,9,10,3,41,5,4,0,5,14,11,7,0,0,21,6,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,14,3,3,0,0,6,81,39,19,10,152,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,18,4,0,0,19,14,11,4,0,27,9,0,0,0,10,16,9,11,3,37,11,8,3,3,20,14,12,3,3,31,3,0,0,0,3,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,4,0,0,16,3,0,0,0,4,95,56,26,6,190,0,0,3,0,3,0,0,0,0,4,3,3,0,0,9,3,5,0,0,12,12,3,4,3,15,12,3,3,0,15
313031371,0,0,0,0,0,0,5,0,0,3,7,4,0,0,15,24,12,4,0,39,7,0,0,0,7,27,16,9,6,53,7,0,6,4,26,8,4,0,0,14,14,6,3,0,27,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,6,26,6,3,0,0,6,112,64,33,16,227,0,4,0,0,5,3,0,0,0,3,6,5,0,0,10,16,3,0,0,21,17,22,5,0,46,12,4,0,0,16,14,10,11,3,35,10,4,0,0,17,19,10,3,0,32,8,10,0,0,16,0,4,0,0,7,3,3,0,0,3,3,0,0,0,3,0,0,0,0,0,16,10,0,0,25,5,0,0,3,7,136,83,25,11,256,0,0,0,0,0,0,0,0,0,0,9,3,0,0,9,8,0,0,0,11,14,0,4,0,18,17,12,6,0,33
313041372,3,0,0,0,3,0,0,0,0,4,7,3,3,0,12,34,9,6,3,47,5,0,0,0,7,54,33,19,5,110,35,20,10,0,63,13,9,3,3,33,35,15,6,0,62,6,11,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,8,4,36,5,9,4,0,18,232,120,58,21,435,3,0,0,0,3,6,3,0,0,3,6,7,0,0,16,26,7,0,0,35,45,26,12,4,89,17,6,0,3,25,38,17,7,3,71,43,17,3,3,72,65,27,13,8,112,34,11,0,0,43,18,3,4,0,19,12,5,0,0,18,4,0,0,0,5,0,0,0,0,0,21,18,3,5,48,12,6,5,0,19,345,154,55,26,587,3,3,0,0,9,7,0,0,0,4,8,3,0,0,8,13,10,4,0,28,25,11,8,0,41,39,24,12,0,71
313041373,3,0,3,0,13,5,3,0,0,13,41,24,9,0,81,107,68,21,10,208,19,4,5,0,24,137,112,54,20,322,68,39,26,11,150,47,28,14,3,86,89,32,6,8,138,14,9,4,5,29,9,0,0,0,11,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,32,29,13,5,82,21,14,4,5,48,588,367,164,70,1189,5,0,0,3,8,7,6,0,0,19,31,14,10,9,57,62,25,15,3,103,119,86,35,12,252,39,12,4,3,64,127,74,38,17,257,71,40,18,13,134,117,60,20,17,223,38,17,4,4,61,23,7,0,0,28,10,5,0,0,20,3,3,0,0,11,0,0,0,0,0,57,26,13,15,104,23,11,7,7,49,736,380,175,98,1392,8,5,0,0,20,12,3,0,3,19,23,13,6,3,40,24,21,7,3,55,62,24,6,8,101,69,69,26,13,175
313041374,0,0,0,0,0,0,3,0,0,3,3,3,0,0,7,13,0,0,0,12,0,0,0,0,0,18,10,6,0,30,11,3,3,3,18,15,7,0,0,20,17,8,4,3,29,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,10,0,0,0,0,0,73,42,10,5,143,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,8,5,0,0,17,0,0,0,0,3,9,4,0,0,17,4,4,0,0,6,9,8,0,0,18,6,3,6,0,15,0,3,0,0,6,11,0,0,0,11,0,0,0,0,3,0,0,0,0,0,3,5,0,0,7,0,3,0,0,3,50,39,11,5,107,3,0,0,0,3,0,0,0,0,0,7,0,0,0,7,4,0,0,0,4,4,3,0,0,6,4,7,0,0,9
313041375,0,0,0,0,0,8,3,0,0,6,7,3,3,0,17,24,19,3,0,51,3,3,0,0,3,36,31,23,10,103,27,20,9,3,61,20,24,8,0,49,55,24,4,3,88,16,8,3,0,23,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,11,0,28,6,0,3,0,10,212,152,67,17,446,4,0,0,0,4,6,3,0,0,9,3,7,0,0,11,22,8,0,0,31,29,30,8,3,71,6,3,4,0,15,39,38,16,9,106,36,26,14,0,77,68,38,16,12,129,25,11,6,0,44,4,6,0,0,14,7,3,0,0,9,0,0,0,0,4,0,0,0,0,0,12,15,5,7,33,11,6,0,0,25,274,197,78,36,587,4,3,6,0,17,7,3,0,0,9,11,3,0,0,18,11,10,3,0,23,18,6,0,0,28,20,37,9,3,65
313041376,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,4,5,0,0,11,3,4,0,0,7,3,0,0,0,3,7,3,0,0,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,24,17,3,4,58,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,3,0,0,0,3,4,6,0,0,16,3,0,0,0,3,3,3,0,3,7,3,4,0,0,10,10,11,3,0,20,0,3,0,0,6,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,32,35,16,4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,10,5,0,0,0,6,0,3,0,0,6
313051377,0,0,0,0,3,0,0,0,0,0,15,9,0,0,16,33,19,3,4,63,8,3,0,0,12,68,30,6,0,105,22,14,4,3,44,28,11,3,0,40,57,12,3,3,78,7,9,5,0,19,0,4,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,14,4,3,38,12,3,0,0,14,282,130,27,14,455,3,0,0,0,3,0,0,0,0,0,7,3,0,0,15,23,3,0,0,27,25,18,3,3,52,18,5,0,0,20,46,21,8,3,78,41,7,8,3,57,56,17,10,0,80,23,11,0,0,34,4,6,0,0,9,3,3,0,0,5,3,0,0,0,6,0,0,0,0,0,24,11,3,3,39,11,0,0,0,9,283,106,34,12,441,0,0,0,0,7,3,0,0,0,3,10,0,0,0,9,10,3,0,0,12,22,11,0,0,36,30,15,0,0,46
313051378,3,0,0,0,3,4,0,0,0,10,31,6,3,0,49,67,13,4,0,83,23,0,0,0,23,105,60,9,5,179,43,13,3,3,65,52,20,8,0,77,72,21,11,3,106,14,13,3,0,32,11,3,0,0,14,0,0,0,0,3,7,0,0,0,7,0,0,0,0,0,19,15,3,4,44,17,8,0,0,29,467,182,42,22,712,6,0,0,0,8,3,0,0,0,4,25,4,0,0,24,35,14,0,0,51,64,29,10,4,110,31,7,4,0,42,52,22,8,3,94,55,20,3,0,84,58,36,8,3,102,32,9,6,3,51,8,6,0,0,9,9,0,0,0,10,5,0,0,0,5,0,0,0,0,0,29,12,3,3,53,16,3,0,0,19,424,170,49,22,670,3,0,0,0,9,3,3,0,0,7,14,0,0,0,14,18,5,0,0,30,38,12,3,0,47,43,21,9,4,75
313051379,0,0,0,0,3,9,0,0,0,10,11,7,0,0,17,43,18,3,4,71,19,0,0,0,21,97,38,17,3,156,46,15,8,0,63,35,9,3,0,49,52,19,6,0,84,11,4,0,0,20,0,5,0,0,7,0,5,0,0,10,0,3,0,0,4,0,0,0,0,4,20,9,4,0,38,15,3,0,0,20,364,132,54,18,567,7,0,0,0,9,0,3,0,0,5,8,4,0,0,14,26,3,0,0,27,44,23,0,0,67,24,6,3,0,27,58,19,7,0,84,50,15,0,0,68,63,32,3,5,98,32,14,0,0,49,16,3,0,0,18,0,3,0,0,7,6,0,0,0,3,0,0,0,0,0,23,17,8,3,51,4,3,5,0,17,357,140,38,6,548,6,4,0,0,10,0,0,0,0,0,7,3,0,0,10,6,4,0,0,11,28,12,4,0,36,34,19,8,0,59
313051380,3,0,0,0,4,5,0,0,0,5,28,4,0,0,29,59,28,8,4,94,18,7,0,0,23,90,59,28,10,181,52,35,12,3,104,58,20,9,3,88,66,32,12,3,117,16,11,8,0,38,3,4,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,24,9,0,63,12,3,3,0,16,425,214,98,28,770,6,0,0,0,4,0,0,0,0,0,13,13,0,0,31,39,8,4,3,62,54,50,21,5,132,26,7,3,0,41,74,44,26,15,157,69,27,4,7,112,91,51,12,8,174,26,35,4,6,67,15,15,3,0,33,10,8,0,0,15,3,0,0,0,4,0,0,0,0,0,29,27,13,4,76,8,5,3,0,14,474,288,107,55,921,3,4,0,3,12,0,3,0,0,3,12,12,3,0,28,21,17,3,0,37,31,19,8,4,64,57,43,11,4,122
313051542,0,0,0,0,0,4,0,0,0,4,13,3,3,0,20,36,16,7,3,57,7,0,0,0,7,54,29,9,3,91,24,15,0,3,42,19,12,3,0,40,43,18,7,0,66,16,15,0,0,36,3,3,0,0,11,8,4,0,0,8,5,0,0,0,4,0,0,0,0,0,22,11,7,3,40,8,3,0,0,12,270,124,34,13,443,4,0,0,0,6,0,0,0,0,7,9,8,0,0,19,20,0,3,0,28,29,15,4,3,48,7,4,0,3,18,39,16,9,0,55,29,16,6,3,51,61,17,8,0,86,32,17,3,0,45,13,5,5,0,23,6,6,0,0,15,0,0,0,0,0,0,0,0,0,0,20,12,0,0,37,4,5,0,0,11,278,118,35,10,447,7,0,3,0,7,3,0,0,0,8,6,0,0,0,8,3,3,0,0,8,15,11,3,0,23,31,18,3,0,52
314011382,0,0,0,0,0,0,0,0,0,5,9,0,0,0,6,20,6,0,0,28,3,0,0,0,4,34,37,20,3,90,33,21,11,6,69,23,23,6,0,51,64,34,9,5,113,25,21,0,3,45,12,3,3,0,16,4,3,3,0,13,0,0,3,0,3,0,0,0,0,0,17,19,8,3,48,10,0,0,0,13,251,169,63,25,507,4,3,0,0,8,6,0,0,0,4,6,5,0,3,14,9,11,0,0,12,20,16,5,4,42,8,4,0,0,12,29,27,3,0,62,28,16,7,0,54,66,38,15,3,124,37,31,8,0,81,11,9,0,0,26,22,14,0,0,37,5,14,0,0,21,0,0,0,0,4,16,20,14,0,50,3,0,3,0,6,274,206,58,16,550,6,0,0,0,4,0,0,0,0,0,5,0,0,0,11,7,0,0,0,6,6,4,3,0,19,11,11,0,3,25
314011383,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,17,8,3,0,23,5,0,0,0,4,20,15,3,7,46,18,13,3,4,38,17,7,4,0,33,24,10,8,0,41,4,5,3,0,17,0,3,0,0,6,0,4,0,0,7,0,0,0,0,3,0,0,0,0,0,8,12,0,5,22,0,0,0,0,4,126,81,32,12,252,0,0,0,0,0,3,3,3,0,4,5,3,0,0,11,10,6,3,0,17,16,19,7,0,43,5,0,3,0,13,31,15,6,4,59,28,24,4,3,65,43,39,16,3,103,27,23,4,0,54,8,5,0,0,13,12,13,4,3,25,3,0,0,0,10,0,0,0,0,0,12,12,5,0,24,3,3,0,0,11,219,158,57,16,446,7,5,0,0,14,0,0,0,0,0,7,3,0,0,12,0,0,0,0,3,11,3,4,0,18,17,15,5,0,36
314011384,0,0,0,0,3,0,0,0,0,4,3,3,0,0,10,9,3,0,0,20,0,0,0,0,4,19,9,4,0,26,6,9,3,0,18,3,6,0,0,13,20,9,3,3,34,4,3,0,0,14,3,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,8,4,0,18,0,0,0,0,4,88,61,15,3,169,3,0,0,0,3,5,0,0,0,5,0,3,0,0,5,7,0,4,0,15,18,15,0,0,28,7,0,0,0,8,6,7,0,0,12,13,12,0,5,23,28,16,4,4,45,13,5,0,0,15,6,4,0,0,6,7,4,0,0,13,3,0,3,0,3,0,0,0,0,0,11,10,0,0,32,4,0,0,0,5,119,69,20,12,225,3,4,0,0,4,0,3,0,0,3,0,3,0,0,3,3,0,0,0,9,4,5,0,0,4,7,3,0,0,8
314011385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,7,3,0,0,0,3,12,15,0,3,30,13,11,3,0,33,8,3,3,0,18,23,5,10,0,39,8,7,0,0,18,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,3,0,10,3,0,0,0,0,89,54,17,10,171,3,0,0,0,7,0,0,0,0,5,4,4,0,0,4,6,0,0,0,8,10,4,0,0,13,3,0,0,0,4,10,9,3,0,19,13,11,3,0,26,23,13,11,3,53,17,10,3,0,27,10,5,0,0,17,5,10,0,0,18,0,0,3,0,4,0,0,0,0,3,0,5,0,0,14,0,0,0,0,6,103,80,30,6,219,0,3,0,0,6,3,0,0,0,4,0,3,0,0,3,0,0,0,0,4,5,6,0,0,11,6,3,3,0,9
314011386,3,0,0,0,0,3,0,0,0,3,10,4,3,0,21,41,16,3,0,58,4,3,0,0,6,79,64,15,6,161,38,30,14,3,85,47,27,7,0,83,122,41,11,3,181,43,23,6,0,76,6,12,3,0,27,6,7,0,0,17,4,0,0,0,3,0,0,0,0,0,22,21,14,10,63,7,3,0,0,15,445,253,77,22,797,4,0,3,0,4,7,3,0,0,9,4,8,0,0,17,23,11,3,0,40,31,24,5,4,67,18,3,0,0,23,63,30,10,4,107,42,23,0,3,74,116,72,14,0,207,65,40,8,0,110,23,4,3,0,32,18,22,3,0,38,7,3,0,0,15,0,0,0,0,3,35,21,7,4,68,16,3,0,0,14,478,268,56,24,826,0,3,0,0,9,4,0,0,0,3,10,3,0,0,15,4,9,3,0,18,19,13,3,0,33,26,16,7,0,50
314011387,3,0,0,0,3,3,0,0,0,3,5,0,3,0,5,12,5,3,0,23,0,0,0,0,0,20,12,0,8,38,9,5,4,0,20,5,9,6,0,24,22,14,0,4,35,3,9,0,0,9,6,0,0,0,9,5,3,3,0,12,0,0,0,0,0,0,0,0,0,0,5,8,0,0,12,0,0,0,0,5,102,78,23,10,206,3,0,0,0,3,4,3,0,0,6,4,3,0,0,6,10,0,4,0,10,9,3,5,0,19,5,3,0,0,10,10,13,0,0,24,12,12,3,0,23,29,18,3,0,46,11,13,3,0,31,13,3,0,0,15,7,9,3,3,20,5,3,0,0,7,0,0,0,0,0,7,9,3,0,24,4,0,0,0,8,133,90,29,3,255,3,3,0,0,4,3,0,0,0,3,0,3,0,0,5,9,3,0,0,18,9,3,0,0,14,3,3,0,0,7
314021388,3,3,3,0,12,3,0,0,0,5,27,14,3,3,48,63,55,8,0,122,9,3,0,0,11,93,81,28,17,222,55,26,16,0,98,49,30,10,3,93,90,39,9,3,140,16,21,6,0,41,4,0,0,0,4,0,4,0,0,7,3,0,0,0,4,0,0,0,0,0,30,27,8,3,75,17,5,3,3,37,471,314,103,29,918,9,3,3,0,15,9,0,0,0,11,24,9,3,0,32,41,22,14,0,73,75,52,21,7,154,30,11,4,0,41,86,52,17,5,167,66,54,11,7,132,144,73,17,5,240,55,28,8,3,94,21,10,0,0,35,8,7,0,0,9,8,4,0,0,10,0,0,0,0,3,35,39,8,3,81,11,9,7,3,27,622,362,103,34,1123,10,4,0,0,18,4,0,0,0,10,13,3,3,0,20,23,16,7,3,51,58,22,8,4,92,94,67,9,6,172
314021389,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,17,3,0,28,3,0,0,0,4,20,18,10,0,46,9,14,5,0,25,19,12,5,0,32,30,9,7,4,48,8,9,4,0,16,3,5,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,14,3,3,0,0,3,125,78,33,10,246,0,5,0,0,8,3,0,0,0,6,3,9,0,0,12,9,7,0,0,20,22,22,9,0,59,4,4,3,3,15,30,21,10,4,61,33,19,5,0,60,49,36,3,0,85,28,10,3,3,51,14,4,3,3,29,3,3,0,0,7,0,0,0,0,3,0,0,0,0,0,12,13,0,3,30,5,3,3,0,13,231,159,41,15,448,0,4,0,0,3,6,0,0,0,13,5,3,0,0,5,9,7,0,0,17,19,11,7,0,38,45,35,12,0,93
314021390,3,0,0,0,3,0,0,0,0,0,0,3,0,0,4,15,0,3,0,19,3,0,3,0,5,26,15,15,0,54,24,17,7,0,49,22,16,9,0,47,27,16,15,0,59,10,7,0,0,17,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,3,0,10,0,3,0,0,3,141,85,50,7,275,7,0,0,0,15,6,0,0,0,9,11,3,8,0,14,16,3,3,0,21,33,25,9,3,80,5,3,0,0,12,39,41,17,5,104,43,34,17,5,95,57,55,15,3,130,39,23,4,7,74,16,3,0,0,20,19,9,3,0,28,0,3,0,0,3,0,0,0,0,0,14,13,15,3,40,4,3,3,0,10,317,226,98,26,664,14,9,7,3,36,3,0,0,0,4,20,9,0,0,26,17,10,0,0,32,35,23,7,0,62,65,60,23,6,157
314031391,3,0,0,0,3,4,0,0,0,4,10,4,0,0,17,13,19,10,0,43,3,0,0,0,3,39,33,20,5,91,21,19,9,4,52,12,9,7,4,32,42,25,3,0,75,8,13,3,0,32,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,19,15,9,3,45,3,3,3,4,13,184,146,58,18,406,7,0,0,0,6,0,0,0,0,4,15,3,0,0,14,9,8,6,0,25,26,21,8,0,55,12,3,0,4,14,35,35,3,6,73,30,10,8,3,45,52,32,14,3,101,30,9,5,3,50,15,13,0,0,31,3,3,0,0,9,0,0,0,0,3,0,0,0,0,0,24,12,6,0,43,6,5,3,0,16,262,154,57,19,492,8,0,0,0,8,3,3,4,0,11,7,4,0,0,13,6,3,0,0,10,12,4,0,6,19,27,18,4,3,48
314031392,0,0,0,0,0,0,0,0,0,0,20,8,0,0,23,38,15,3,0,52,3,0,0,0,3,49,23,5,3,76,22,9,5,7,35,15,8,0,0,22,31,13,6,0,56,6,3,0,0,11,3,0,0,0,7,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,7,9,3,4,23,12,6,0,0,13,198,91,34,17,341,3,0,0,0,3,0,0,0,0,4,12,3,0,0,15,20,5,4,3,32,35,11,6,4,56,8,0,0,3,15,36,11,0,3,46,36,8,0,0,42,51,18,0,0,72,15,14,0,0,29,4,0,0,0,7,7,0,0,0,10,0,3,0,0,4,0,0,0,0,0,4,10,6,0,23,13,0,0,0,12,235,88,24,20,364,0,0,0,0,3,3,0,0,0,6,9,4,0,0,11,5,7,0,0,13,11,7,0,0,17,13,17,3,3,39
