SA2_MAINCODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
313021365,93,63,43,21,221,103,59,21,18,200,149,95,28,23,292,80,38,18,6,140,22,14,4,0,37,10,8,0,0,18,3,4,3,0,9,4,0,3,0,8,40,34,22,8,103,19,4,6,0,26,818,483,196,107,1595
313021366,80,63,35,23,204,102,60,25,24,212,160,79,42,11,299,62,38,11,8,120,35,12,8,7,57,6,11,5,3,26,3,11,0,0,15,0,0,0,0,4,27,27,14,15,78,14,8,9,5,31,719,454,206,112,1483
313021367,5,3,3,0,16,9,0,0,0,12,16,3,3,0,23,8,3,3,0,14,3,7,0,0,9,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0,8,3,3,0,13,0,0,0,0,4,57,37,17,3,118
313021368,36,15,7,12,74,28,20,16,10,71,57,32,15,8,107,28,21,0,0,50,20,9,0,0,32,0,5,0,0,11,0,0,0,0,0,0,0,0,0,3,16,16,4,3,32,9,0,3,0,11,289,151,65,37,549
313021369,3,3,3,0,9,3,6,0,0,8,13,12,0,0,26,6,0,3,0,11,4,0,3,0,9,3,3,0,0,3,0,0,0,0,0,3,0,0,0,6,8,8,3,3,18,0,0,0,0,0,56,44,13,7,113
313031370,9,7,4,0,30,19,3,3,6,30,14,12,0,0,26,15,6,0,0,24,3,4,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,3,0,15,5,3,0,0,9,100,62,31,16,204
313031371,13,7,6,0,26,18,5,3,3,38,26,19,7,0,54,11,4,0,0,23,4,0,0,0,11,3,3,0,0,4,3,3,0,0,3,0,0,0,0,0,11,7,11,4,32,3,0,0,0,3,145,64,43,13,268
313041372,45,26,16,9,101,46,25,8,0,82,86,34,9,4,136,32,24,7,3,72,20,8,3,0,30,9,8,0,0,13,3,0,0,0,11,5,3,0,0,9,22,15,8,3,49,15,0,3,0,18,378,196,86,22,680
313041373,70,48,33,10,165,102,32,19,12,171,162,64,26,19,268,72,33,9,7,113,31,8,8,0,54,12,4,4,0,17,3,5,4,0,17,7,0,0,0,3,48,38,13,14,108,17,12,8,3,40,715,395,164,85,1358
313041374,5,4,6,0,14,4,0,0,0,6,14,3,0,0,22,15,14,0,0,22,5,3,0,0,4,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,4,6,0,4,12,0,4,0,0,3,63,46,13,4,121
313041375,25,27,13,4,71,29,28,21,6,88,82,58,24,9,175,46,33,23,4,104,23,20,7,3,59,12,8,3,5,25,5,10,3,0,15,0,0,0,0,4,24,19,6,5,55,0,3,0,0,3,308,273,123,45,748
313041376,0,5,3,0,11,0,3,0,0,7,13,4,0,0,21,4,5,3,0,12,3,3,0,0,11,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,3,44,39,11,6,95
313051377,29,14,7,0,47,41,15,3,0,66,90,33,16,0,136,41,11,3,3,57,24,7,0,0,34,8,0,0,0,11,8,9,0,0,9,3,0,0,0,7,20,5,6,0,35,8,3,0,0,7,328,122,40,13,516
313051378,46,21,6,3,78,62,22,5,4,97,87,35,16,5,142,43,16,4,3,63,33,22,0,0,56,8,8,0,0,15,6,0,6,0,14,4,0,0,0,8,31,15,3,3,57,13,0,0,0,15,458,186,56,31,730
313051379,42,19,10,3,75,59,23,6,5,82,96,31,8,3,135,44,17,4,0,64,21,6,4,0,37,3,3,0,0,11,4,0,0,0,4,0,0,0,0,0,24,14,8,0,51,13,3,0,0,15,388,152,44,14,599
313051380,61,41,21,8,141,79,30,9,13,128,134,57,20,13,224,57,24,10,0,97,34,16,7,4,53,8,12,3,0,25,8,4,0,3,14,0,0,0,0,3,27,25,14,3,64,10,9,0,4,25,541,319,123,60,1043
313051542,29,11,5,0,47,28,10,3,0,45,57,20,8,4,82,39,20,0,4,65,24,9,0,0,31,10,4,0,0,15,0,3,3,0,12,4,3,0,0,3,24,18,9,0,44,6,0,0,3,14,285,131,39,17,470
314011382,23,10,4,0,40,23,19,3,3,47,80,47,13,0,146,33,28,6,0,74,33,24,6,0,56,14,5,0,0,19,8,3,3,0,10,0,7,4,0,11,23,18,8,0,52,0,3,0,0,9,280,188,56,14,541
314011383,20,13,11,0,41,25,22,12,4,58,80,48,15,9,143,56,40,5,4,108,23,24,8,0,46,17,7,0,4,25,7,3,3,0,16,3,0,0,4,5,17,27,8,0,50,3,0,0,0,10,285,203,66,24,579
314011384,11,7,0,0,22,25,8,4,0,32,28,18,0,0,47,9,5,3,0,21,9,8,0,0,21,0,0,3,0,3,3,0,0,0,4,3,0,0,0,4,9,12,4,3,22,0,0,0,0,0,122,68,18,4,212
314011385,12,8,0,0,21,9,7,0,0,20,23,16,0,0,40,31,12,5,0,43,8,7,3,0,18,5,3,0,0,14,4,9,0,0,11,0,0,0,0,0,10,4,0,0,18,0,0,0,0,0,117,78,18,3,209
314011386,39,21,7,3,68,41,24,5,0,74,122,80,14,7,215,79,51,9,3,135,60,27,10,3,97,14,12,7,0,30,9,8,3,4,22,0,6,5,0,12,35,27,14,3,77,10,3,0,0,8,467,295,77,30,870
314011387,3,3,3,0,14,15,6,3,0,27,26,14,3,0,40,15,13,4,3,32,5,11,0,0,17,5,3,0,0,8,8,0,0,0,7,3,3,0,0,9,13,7,8,4,32,0,3,0,0,3,134,81,26,11,250
314021388,105,54,32,11,205,98,52,17,13,177,177,105,21,10,310,94,47,9,6,157,53,13,3,0,74,10,0,3,0,19,11,4,0,0,20,3,0,0,0,3,43,36,14,3,87,3,6,0,0,16,791,430,137,68,1429
314021389,44,38,14,7,102,52,41,11,3,107,83,44,13,8,145,61,28,14,5,96,25,20,4,0,43,15,4,3,0,23,8,5,0,0,11,3,0,0,0,3,20,20,0,3,35,3,7,3,0,17,394,267,74,26,763
314021390,54,50,22,8,130,71,43,19,10,148,125,87,27,5,247,88,58,17,4,164,42,36,15,3,98,13,10,4,0,31,11,9,0,0,24,6,4,0,0,12,28,35,11,3,80,5,10,0,0,21,592,460,162,56,1265
314031391,30,16,9,8,59,31,16,13,0,58,52,36,4,14,104,46,22,7,3,71,19,16,0,4,38,5,4,3,0,13,0,0,0,0,3,0,0,0,0,0,12,21,6,5,40,5,3,0,0,10,261,165,57,40,524
314031392,30,7,7,0,40,28,14,4,0,47,38,27,4,0,75,21,13,6,0,41,15,4,4,0,21,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,10,8,4,3,21,4,0,0,0,5,199,116,30,13,355
314031393,19,13,4,0,41,22,16,4,4,53,52,13,5,4,75,29,14,3,6,56,17,8,0,0,20,11,5,0,0,13,0,5,0,0,5,3,0,0,0,3,17,10,0,0,28,5,7,0,0,5,218,118,35,20,388
314031394,42,30,17,4,94,56,30,3,0,84,112,51,12,10,179,54,26,11,3,90,22,14,8,0,41,7,3,0,0,16,3,4,0,0,12,0,0,0,0,0,23,11,7,3,44,10,3,0,0,15,414,225,67,26,733
315011395,6,3,0,6,14,0,3,0,0,4,10,7,0,5,19,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,55,30,11,13,105
315011396,21,21,0,4,44,13,8,4,3,31,27,19,15,3,61,12,6,0,4,24,11,5,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,16,12,0,8,37,3,4,0,0,11,199,107,46,44,386
315011397,0,0,0,0,0,0,0,0,0,4,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,3,3,3,23
315011398,5,7,0,0,12,5,7,3,0,16,8,0,4,0,12,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,7,0,0,0,0,0,67,38,25,6,139
315011399,11,0,4,3,26,11,3,7,5,21,7,11,5,12,33,3,3,4,8,14,5,3,0,0,7,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,5,4,0,5,16,0,0,0,0,0,90,47,29,42,204
315011400,11,0,3,0,15,12,3,5,0,20,16,6,0,0,25,13,3,0,0,14,4,3,0,0,4,0,0,0,0,0,3,0,0,0,3,3,3,0,0,4,6,4,0,0,13,4,0,0,0,4,108,36,10,4,167
315011401,3,0,4,0,10,3,5,3,3,17,12,13,3,4,30,12,3,3,3,22,4,5,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,8,6,3,4,26,3,3,3,0,16,73,46,27,29,175
315011402,22,8,8,3,47,15,12,3,5,39,16,12,4,7,41,3,3,0,3,12,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,19,11,0,0,3,12,182,96,33,35,356
315011403,4,0,0,0,5,0,0,0,0,0,7,0,3,0,13,7,3,0,0,19,6,4,0,0,14,4,3,0,0,5,4,3,0,0,7,0,0,3,0,3,0,0,0,0,5,3,0,0,0,3,46,22,11,3,79
315021404,7,9,3,4,26,10,4,3,0,20,11,12,3,3,29,7,5,3,0,22,9,0,0,0,10,0,0,0,0,3,0,0,0,4,3,3,0,0,0,3,6,3,5,10,30,13,4,4,7,23,128,78,43,35,291
315021405,31,8,12,8,64,29,14,6,3,50,67,24,25,10,125,50,29,9,0,87,47,25,3,3,78,17,4,0,0,30,10,7,4,0,18,9,4,3,0,11,34,19,10,18,70,13,6,0,3,24,398,201,103,72,770
315021406,7,3,3,0,11,3,0,0,0,6,3,0,0,0,9,4,0,0,0,8,0,0,0,0,0,3,0,0,0,3,3,0,0,0,6,4,0,0,0,4,10,3,0,0,12,3,0,0,0,11,45,26,17,11,100
315021407,7,0,0,0,13,8,3,0,0,8,7,4,0,0,18,0,3,0,0,3,4,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,0,0,13,0,0,4,0,7,51,30,9,3,93
315031408,5,4,5,0,15,12,0,5,0,16,14,10,5,3,27,12,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,14,3,3,3,22,3,0,0,0,7,77,37,17,9,136
315031409,11,0,3,6,22,10,3,0,4,20,17,10,5,0,29,5,3,0,0,14,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,3,3,11,5,5,0,3,12,98,34,16,15,164
315031410,0,3,0,0,4,4,3,0,0,10,5,3,0,0,5,7,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,39,14,5,6,67
315031411,5,3,3,0,12,11,3,3,0,17,9,9,0,0,23,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,11,0,0,3,0,11,68,34,19,10,133
315031412,7,0,4,0,12,8,5,0,3,18,9,11,4,0,26,3,7,0,0,8,5,3,0,0,8,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,3,0,13,0,0,0,0,6,64,37,9,5,121
316011413,45,12,4,0,63,38,19,10,0,69,73,26,8,0,109,44,26,8,0,75,12,11,5,3,32,3,4,0,0,12,9,3,0,0,10,4,3,0,0,8,23,19,3,0,49,5,3,0,0,8,334,152,53,12,543
316011414,43,23,11,3,76,46,25,4,0,75,79,45,13,3,133,42,32,0,3,74,19,12,4,0,37,8,8,3,0,13,5,3,5,0,14,6,0,3,0,9,18,24,7,0,56,7,0,0,0,7,337,214,54,17,621
316011415,34,26,4,3,65,41,16,3,3,62,94,37,14,3,142,35,24,11,3,70,10,19,3,0,42,3,0,3,3,7,3,5,0,0,6,3,0,0,0,3,13,19,7,3,46,4,0,0,0,3,311,190,64,22,586
316011416,24,19,13,6,54,22,18,6,3,48,51,50,7,3,110,27,16,6,5,45,15,12,0,3,23,4,3,0,0,5,3,0,0,0,7,0,0,0,0,0,13,9,3,0,29,3,0,0,0,5,215,147,42,27,428
316021417,34,25,10,3,67,43,16,5,3,61,60,31,10,5,107,36,20,6,4,64,16,13,0,0,28,0,5,0,0,11,0,3,0,0,8,0,0,0,0,0,13,11,8,0,33,5,4,0,0,8,268,167,48,20,498
316021418,18,6,3,0,32,14,5,6,0,22,41,13,0,0,60,15,10,3,0,36,8,12,0,0,19,3,0,0,0,3,0,3,0,0,3,3,0,0,0,3,11,15,3,0,30,3,0,0,0,6,165,86,23,7,283
316021419,37,17,9,0,59,25,6,3,0,35,49,8,3,0,61,23,5,0,0,32,7,0,0,0,13,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,16,8,4,0,23,4,3,0,0,7,201,85,22,4,314
316021420,49,35,24,8,114,57,25,16,9,112,115,65,19,7,210,47,34,7,3,97,27,12,3,0,42,7,6,3,0,16,3,8,0,0,14,0,0,0,0,4,25,30,14,3,71,8,4,3,3,15,465,311,111,44,934
316021421,30,19,4,0,46,33,8,3,0,50,81,19,7,0,106,22,14,5,0,34,18,0,0,0,19,0,4,0,0,6,6,0,0,0,5,0,3,0,0,3,9,14,7,0,25,11,3,0,0,13,256,115,29,9,413
316021422,21,7,3,0,39,30,12,3,3,48,48,18,3,3,75,23,15,0,0,40,13,3,0,0,19,6,0,0,0,4,0,0,0,0,7,3,0,0,0,4,14,20,3,0,35,3,0,0,0,5,227,112,19,10,368
316021423,25,12,3,3,40,28,10,3,0,44,42,33,3,7,79,30,16,4,0,51,11,4,0,0,24,7,4,0,0,6,0,0,0,0,0,5,3,0,0,9,20,5,8,0,33,3,0,0,0,7,221,121,32,11,391
316021424,25,19,0,3,51,29,10,0,0,44,55,26,3,0,90,22,10,0,0,37,23,5,3,0,27,0,5,0,0,4,0,3,0,0,7,0,0,0,0,5,13,14,4,0,37,4,4,0,0,9,225,127,22,11,377
316031425,42,30,6,4,81,51,22,3,3,82,77,41,16,7,143,40,11,0,4,60,30,4,0,0,33,8,4,0,0,11,11,3,0,0,8,0,0,0,0,0,29,12,4,3,57,9,3,0,0,9,393,176,56,22,645
316031426,29,21,3,8,56,35,17,9,0,64,67,35,5,4,113,33,13,3,4,57,13,4,3,0,29,5,3,3,0,12,3,0,0,0,6,0,0,0,0,0,20,17,4,0,46,4,3,3,0,9,293,170,44,14,522
316031427,64,34,12,0,106,88,20,12,3,125,150,48,11,4,211,56,18,3,0,84,29,13,0,0,40,7,3,0,0,9,12,4,0,0,15,4,0,3,0,3,39,20,9,0,58,11,3,3,0,20,581,224,59,14,883
316031428,44,11,5,0,55,28,14,3,0,48,78,23,3,0,108,27,10,8,0,44,18,0,0,0,24,3,0,0,0,7,4,3,0,0,6,6,0,0,0,4,24,12,5,0,37,4,3,0,0,9,308,108,33,6,453
316051434,9,0,0,0,6,14,6,0,0,22,22,11,4,0,36,12,6,0,0,25,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,24,4,3,0,0,6,96,47,6,4,161
316051435,16,18,3,0,37,33,15,5,0,54,41,26,8,0,70,31,14,0,0,39,8,3,3,0,17,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,17,9,3,6,30,7,3,0,0,10,197,106,25,10,330
316051437,21,12,3,0,38,34,13,4,0,43,50,25,0,0,81,20,6,5,0,30,13,5,0,0,25,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,16,9,4,3,23,0,3,0,0,3,205,83,21,6,323
316051438,47,30,9,3,88,44,23,4,0,71,73,32,15,3,124,26,18,3,0,44,5,11,3,0,19,3,3,0,0,3,3,3,0,0,5,0,0,0,0,0,25,17,3,0,46,5,0,0,0,4,301,173,49,18,543
316051543,10,4,3,0,20,15,4,3,0,23,18,5,0,0,26,5,0,0,0,7,5,6,0,0,8,0,0,0,0,4,0,0,0,0,3,3,0,0,0,3,9,8,0,0,14,0,0,0,0,3,98,47,9,10,161
316051544,14,14,4,0,34,11,13,9,3,40,27,20,10,0,57,13,15,0,0,35,7,3,0,0,10,4,0,0,0,4,0,3,0,0,3,3,0,0,0,3,0,6,5,3,15,3,4,0,0,6,109,111,42,11,269
316061439,17,11,3,0,32,34,22,4,0,61,48,34,4,3,92,32,3,3,0,40,4,8,3,0,14,5,0,0,0,5,0,4,3,0,11,0,0,0,0,3,12,17,4,3,37,6,3,0,0,10,236,132,37,13,424
316061440,29,19,11,0,52,28,12,3,0,45,37,16,3,0,55,16,9,4,0,30,7,6,0,0,15,3,3,0,0,6,0,0,0,0,0,0,0,0,0,3,20,15,0,0,36,3,0,0,0,3,213,105,28,5,352
316061441,16,10,0,3,27,11,13,3,3,30,32,7,5,0,51,7,4,0,0,15,6,3,3,0,13,6,3,0,0,7,0,3,0,0,5,0,3,0,0,3,5,4,7,3,24,0,0,0,0,3,113,70,25,11,216
316061442,29,11,3,3,44,13,13,7,3,42,49,19,7,5,70,21,12,10,3,42,6,7,4,0,17,12,0,0,0,10,6,5,0,0,9,0,0,0,0,0,12,18,8,0,36,8,4,0,3,15,227,123,48,23,422
316061443,24,12,3,0,38,13,8,0,0,23,19,15,4,0,34,7,3,0,0,16,8,3,0,0,15,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10,7,0,0,23,0,3,0,0,4,124,71,10,4,209
316061444,26,15,9,0,48,30,6,5,3,47,55,22,5,3,84,14,22,3,0,36,10,8,0,0,21,7,0,0,0,9,0,0,0,0,4,0,0,0,0,0,10,18,3,3,35,4,4,3,0,11,203,133,48,13,388
316071545,23,16,0,3,41,25,7,3,0,37,43,16,14,0,73,14,18,4,0,32,7,4,3,0,10,3,0,0,0,4,0,3,0,0,3,0,0,0,0,3,4,8,3,0,13,3,0,0,0,6,159,93,28,3,284
316071546,13,4,0,0,11,4,3,0,0,13,11,7,0,0,19,4,3,5,0,10,3,0,0,0,3,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,60,38,8,3,108
316071547,25,12,4,0,41,26,4,3,3,40,47,16,15,0,77,25,9,5,0,40,21,9,0,0,28,4,0,0,0,4,3,3,0,0,3,3,0,0,0,3,9,13,11,0,35,3,0,0,0,8,211,109,48,6,379
316071548,75,47,26,13,151,77,43,16,6,143,121,52,15,9,200,49,20,3,3,82,31,10,5,0,45,9,4,0,0,12,3,0,0,0,3,3,0,0,0,3,39,18,11,6,71,19,10,0,0,29,603,285,102,54,1047
316081549,53,28,11,0,96,59,23,10,8,103,108,39,19,8,176,41,19,8,0,68,23,13,8,0,40,3,3,0,0,8,3,6,3,0,12,3,0,0,0,3,37,18,9,6,73,10,0,0,0,12,463,249,102,26,842
317011445,21,11,3,3,35,3,3,3,0,11,18,13,3,3,38,10,3,3,0,11,3,0,0,0,6,3,0,0,0,7,0,3,0,0,7,0,0,0,0,0,9,10,3,0,15,0,0,0,0,3,95,60,26,9,194
317011446,39,18,11,11,84,42,25,12,5,81,90,37,5,15,145,24,13,5,0,48,13,4,5,0,30,6,4,0,0,12,0,0,0,0,4,0,0,0,0,0,17,12,9,4,42,4,3,0,3,9,324,157,61,58,607
317011447,31,24,16,6,74,38,10,3,3,63,82,25,5,9,124,27,13,3,3,48,9,9,0,0,18,9,3,0,0,12,3,0,0,0,3,0,0,0,0,0,17,10,6,4,34,6,3,0,0,4,301,141,45,39,521
317011448,14,19,9,7,40,20,6,5,3,38,34,18,4,7,63,14,4,0,0,20,4,3,0,0,11,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,8,8,8,0,24,9,3,0,0,15,158,87,40,23,301
317011449,14,5,4,4,25,9,7,3,0,15,19,12,3,0,45,12,4,3,0,25,4,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,9,0,3,18,0,0,0,0,0,82,50,24,13,173
317011450,14,13,7,4,34,16,5,6,0,27,32,18,8,5,67,22,20,10,4,52,13,6,3,3,27,6,4,0,0,12,8,3,0,0,10,0,3,0,0,3,14,12,6,0,29,3,3,0,0,4,167,104,45,20,337
317011451,28,18,8,7,52,42,9,5,3,55,66,12,9,3,91,20,8,0,0,26,9,5,0,0,18,8,3,0,0,11,0,0,0,0,0,0,0,0,0,3,9,13,7,3,29,4,3,0,3,15,241,104,41,20,408
317011452,5,5,3,0,14,4,5,3,5,19,15,6,4,3,36,17,11,4,0,33,7,5,3,0,15,0,3,0,0,10,0,3,0,0,10,0,0,0,0,0,4,3,0,0,12,3,0,0,0,3,80,58,22,10,171
317011453,51,23,11,8,87,42,21,6,7,80,84,24,11,7,121,26,17,7,0,49,11,3,3,0,15,8,3,3,0,9,3,3,0,0,8,0,0,0,0,0,22,10,4,0,38,10,3,5,0,14,352,154,68,26,598
317011454,26,10,5,3,46,24,11,4,4,44,23,15,3,0,45,22,15,3,3,38,6,4,0,0,9,3,0,0,0,3,5,0,0,0,7,0,0,0,0,0,11,0,3,0,12,6,0,3,0,8,185,92,39,19,332
317011455,6,10,12,0,27,30,7,4,0,36,41,26,13,0,78,19,16,4,9,44,13,7,0,0,22,6,7,0,0,8,8,0,0,0,6,3,0,3,0,8,13,11,7,0,28,3,0,0,0,4,184,97,38,14,333
317011456,47,24,8,4,85,58,23,11,4,95,104,34,10,3,156,50,24,7,3,84,9,7,3,0,25,4,3,4,0,6,3,5,0,0,10,3,0,0,0,3,30,15,10,5,63,5,0,0,0,11,430,185,69,27,712
317011457,20,8,3,0,35,26,9,0,0,39,52,33,7,5,95,30,16,0,0,48,8,0,0,0,10,7,0,0,0,7,0,3,3,0,5,4,0,0,0,3,17,10,7,0,39,7,0,0,0,9,218,98,39,11,370
317011458,14,20,10,5,48,18,11,10,6,51,55,35,10,3,101,27,20,3,3,55,22,4,0,0,26,10,0,0,0,12,0,3,0,0,7,0,0,0,0,0,19,7,9,6,42,5,0,0,0,3,240,121,64,37,463
317011459,50,26,19,14,109,67,28,11,3,108,104,37,15,4,161,33,19,4,7,67,20,3,3,0,31,7,3,0,0,3,0,0,0,0,6,0,0,0,0,3,21,16,12,4,47,14,3,7,0,19,422,205,98,54,778
318011460,27,9,3,3,45,26,17,0,8,50,53,18,4,0,77,21,11,4,0,40,10,0,0,0,12,3,0,0,0,7,0,7,3,0,6,0,0,0,0,0,16,5,4,0,23,4,5,0,0,13,223,94,54,21,392
318011461,12,4,3,3,26,15,3,0,0,19,23,5,9,0,36,8,4,0,0,19,6,7,0,0,9,5,0,0,0,5,0,3,0,0,3,0,0,0,0,0,12,3,3,3,25,7,3,3,0,10,128,47,28,12,224
318011462,25,22,12,7,59,29,11,5,0,50,44,17,11,6,80,24,4,6,0,28,7,9,3,0,14,4,0,0,0,5,0,0,0,0,5,0,0,0,0,0,16,18,3,3,39,9,7,0,0,16,219,113,54,24,415
318011463,5,3,3,0,11,8,3,0,0,9,5,3,4,0,15,8,0,0,0,12,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,7,4,0,3,14,3,0,0,0,3,50,31,13,9,106
318011464,15,9,4,3,27,14,3,3,0,21,31,6,3,0,41,9,6,0,0,15,9,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,3,3,4,20,0,3,0,0,5,119,51,19,11,198
318011465,13,5,4,0,26,7,6,3,0,18,19,9,0,0,25,9,3,0,0,17,5,3,0,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,15,6,3,0,28,5,0,0,0,5,109,43,9,4,173
318011466,3,4,5,3,14,10,6,3,3,24,16,4,11,9,35,4,6,3,4,17,3,0,0,5,6,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,7,10,0,0,0,0,0,76,58,36,33,200
318021467,23,9,0,3,38,19,10,3,0,39,28,19,3,0,54,22,7,0,0,30,8,3,0,0,15,5,3,0,0,8,0,0,0,0,3,0,0,0,0,3,7,3,4,0,11,0,0,0,0,5,147,91,25,14,275
318021468,7,5,3,3,20,15,11,8,3,35,27,19,6,4,54,21,12,3,0,47,15,11,7,3,30,7,4,0,0,16,6,5,0,0,10,0,0,0,0,3,7,6,0,3,22,0,0,0,0,0,129,97,39,18,280
318021469,5,3,0,0,6,6,0,0,0,11,11,3,3,0,17,12,0,0,0,12,11,0,0,0,11,0,0,0,0,4,3,0,0,0,6,0,0,0,0,4,7,0,0,0,12,3,3,0,0,3,70,20,11,3,105
318021470,8,3,3,0,15,12,8,4,0,28,17,15,11,4,47,12,8,3,7,26,9,3,0,0,20,9,5,0,0,11,0,0,0,0,4,0,0,0,0,0,7,4,4,0,16,3,0,0,0,3,93,71,25,13,205
318021471,26,23,15,13,73,45,15,7,10,74,44,29,13,4,87,20,16,5,4,48,19,9,3,0,27,11,3,3,3,18,3,0,0,0,4,0,0,3,0,4,26,14,7,7,53,5,4,3,0,16,292,179,93,49,611
318021472,17,4,10,0,34,23,14,9,6,45,53,11,3,3,65,19,5,3,3,30,8,5,4,0,17,3,3,0,0,6,3,3,0,4,6,0,0,0,0,0,22,8,3,0,35,3,0,0,0,8,189,75,43,20,325
318021473,43,42,27,19,130,51,35,12,10,105,88,67,20,13,188,59,43,17,0,118,13,14,4,0,34,6,6,4,0,18,5,5,0,0,8,4,0,0,0,4,20,20,16,4,66,8,9,3,0,19,424,329,126,67,948
318021474,15,3,0,0,14,6,4,6,0,17,17,10,4,0,36,20,8,4,0,32,12,9,0,0,29,8,0,0,0,11,0,0,0,0,3,0,0,0,0,0,6,6,3,3,15,0,0,0,0,0,112,57,16,13,200
318021475,18,3,10,5,37,16,8,3,4,32,43,18,0,0,65,12,6,0,0,25,14,5,0,0,18,3,0,0,0,3,6,4,0,0,10,0,0,0,0,0,18,12,3,0,29,0,5,0,0,9,204,94,19,13,328
318021476,29,17,13,3,61,32,19,3,3,57,69,33,8,4,120,31,14,7,0,57,17,7,0,0,26,3,3,4,0,9,3,3,0,0,8,0,0,0,0,0,18,8,4,9,38,11,4,3,0,16,275,165,53,27,521
318021477,14,10,8,4,33,17,9,3,0,26,27,25,6,5,58,19,6,0,4,33,9,3,3,0,13,3,4,0,0,8,0,0,0,0,3,0,0,0,0,0,12,4,3,3,23,0,3,0,0,5,143,92,24,17,280
318021478,32,5,3,0,40,24,5,0,0,29,38,14,5,0,56,17,4,0,0,21,10,4,0,0,11,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,5,9,0,0,12,3,0,0,0,3,194,63,21,9,285
