SA2_MAINCODE_2016,C06_Budh_0_14_yrs,C06_Budh_15_24,C06_Budh_25_34,C06_Budh_35_44,C06_Budh_45_54,C06_Budh_55_64,C06_Budh_65_74,C06_Budh_75_84,C06_Budh_85ov,C06_Budh_Tot,C06_C_Ang_0_14,C06_C_Ang_15_24,C06_C_Ang_25_34,C06_C_Ang_35_44,C06_C_Ang_45_54,C06_C_Ang_55_64,C06_C_Ang_65_74,C06_C_Ang_75_84,C06_C_Ang_85ov,C06_C_Ang_Tot,C06_C_As_Apo_0_14,C06_C_As_Apo_15_24,C06_C_As_Apo_25_34,C06_C_As_Apo_35_44,C06_C_As_Apo_45_54,C06_C_As_Apo_55_64,C06_C_As_Apo_65_74,C06_C_As_Apo_75_84,C06_C_As_Apo_85ov,C06_C_As_Apo_Tot,C06_C_Bap_0_14,C06_C_Bap_15_24,C06_C_Bap_25_34,C06_C_Bap_35_44,C06_C_Bap_45_54,C06_C_Bap_55_64,C06_C_Bap_65_74,C06_C_Bap_75_84,C06_C_Bap_85ov,C06_C_Bap_Tot,C06_C_Breth_0_14,C06_C_Breth_15_24,C06_C_Breth_25_34,C06_C_Breth_35_44,C06_C_Breth_45_54,C06_C_Breth_55_64,C06_C_Breth_65_74,C06_C_Breth_75_84,C06_C_Breth_85ov,C06_C_Breth_Tot,C06_C_Cath_0_14,C06_C_Cath_15_24,C06_C_Cath_25_34,C06_C_Cath_35_44,C06_C_Cath_45_54,C06_C_Cath_55_64,C06_C_Cath_65_74,C06_C_Cath_75_84,C06_C_Cath_85ov,C06_C_Cath_Tot,C06_C_Ch_Chr_0_14,C06_C_Ch_Chr_15_24,C06_C_Ch_Chr_25_34,C06_C_Ch_Chr_35_44,C06_C_Ch_Chr_45_54,C06_C_Ch_Chr_55_64,C06_C_Ch_Chr_65_74,C06_C_Ch_Chr_75_84,C06_C_Ch_Chr_85ov,C06_C_Ch_Chr_Tot,C06_C_E_Orth_0_14,C06_C_E_Orth_15_24,C06_C_E_Orth_25_34,C06_C_E_Orth_35_44,C06_C_E_Orth_45_54,C06_C_E_Orth_55_64,C06_C_E_Orth_65_74,C06_C_E_Orth_75_84,C06_C_E_Orth_85ov,C06_C_E_Orth_Tot,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_La_Da_Sai_0_14,C06_C_La_Da_Sai_15_24,C06_C_La_Da_Sai_25_34,C06_C_La_Da_Sai_35_44,C06_C_La_Da_Sai_45_54,C06_C_La_Da_Sai_55_64,C06_C_La_Da_Sai_65_74,C06_C_La_Da_Sai_75_84,C06_C_La_Da_Sai_85ov,C06_C_La_Da_Sai_Tot,C06_C_Luth_0_14,C06_C_Luth_15_24,C06_C_Luth_25_34,C06_C_Luth_35_44,C06_C_Luth_45_54,C06_C_Luth_55_64,C06_C_Luth_65_74,C06_C_Luth_75_84,C06_C_Luth_85ov,C06_C_Luth_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_Tot,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Se_da_Adv_0_14,C06_C_Se_da_Adv_15_24,C06_C_Se_da_Adv_25_34,C06_C_Se_da_Adv_35_44,C06_C_Se_da_Adv_45_54,C06_C_Se_da_Adv_55_64,C06_C_Se_da_Adv_65_74,C06_C_Se_da_Adv_75_84,C06_C_Se_da_Adv_85ov,C06_C_Se_da_Adv_Tot,C06_C_Uni_Ch_0_14,C06_C_Uni_Ch_15_24,C06_C_Uni_Ch_25_34,C06_C_Uni_Ch_35_44,C06_C_Uni_Ch_45_54,C06_C_Uni_Ch_55_64,C06_C_Uni_Ch_65_74,C06_C_Uni_Ch_75_84,C06_C_Uni_Ch_85ov,C06_C_Uni_Ch_Tot,C06_C_Chi_nfd_0_14,C06_C_Chi_nfd_15_24,C06_C_Chi_nfd_25_34,C06_C_Chi_nfd_35_44,C06_C_Chi_nfd_45_54,C06_C_Chi_nfd_55_64,C06_C_Chi_nfd_65_74,C06_C_Chi_nfd_75_84,C06_C_Chi_nfd_85ov,C06_C_Chi_nfd_Tot,C06_C_Oth_Chr_0_14,C06_C_Oth_Chr_15_24,C06_C_Oth_Chr_25_34,C06_C_Oth_Chr_35_44,C06_C_Oth_Chr_45_54,C06_C_Oth_Chr_55_64,C06_C_Oth_Chr_65_74,C06_C_Oth_Chr_75_84,C06_C_Oth_Chr_85ov,C06_C_Oth_Chr_Tot
206071142,93,77,109,97,88,46,42,34,3,581,34,54,178,109,85,70,39,27,7,600,0,0,0,0,0,0,0,0,0,0,9,6,9,3,5,7,3,3,0,48,0,0,0,0,0,0,0,0,0,0,191,193,460,284,180,156,110,64,23,1667,0,0,0,0,0,0,0,0,0,0,35,14,54,55,42,54,52,40,4,347,3,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,14,3,5,0,4,0,3,42,0,0,0,0,3,3,4,3,0,9,3,3,7,3,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,19,5,15,16,12,20,8,7,0,0,93,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,11,26,60,28,22,28,12,8,3,198,10,13,14,14,7,9,6,8,0,78,0,3,0,0,0,0,0,0,0,8
206071143,32,27,78,50,46,20,12,10,0,278,58,82,198,159,126,119,53,47,45,886,0,0,0,0,0,0,0,0,0,0,6,3,18,8,7,4,4,3,0,55,0,0,0,0,0,0,0,0,0,0,318,258,547,454,333,252,237,228,63,2688,0,0,0,3,0,3,0,0,0,4,64,27,68,107,42,67,87,44,7,500,0,0,3,0,0,4,0,0,0,10,3,0,0,0,0,0,0,0,0,3,3,3,25,5,15,3,3,0,0,58,7,0,3,0,0,0,0,0,0,11,0,0,3,3,0,0,0,5,0,11,3,6,10,0,6,4,6,0,0,34,6,12,10,19,19,22,9,12,5,116,0,0,3,3,0,5,0,0,0,18,0,0,0,0,0,0,3,0,0,5,27,27,62,42,33,29,15,21,10,268,13,22,22,14,16,5,8,0,3,98,0,0,3,3,3,0,0,0,0,13
206071144,298,258,317,310,307,180,137,103,36,1947,167,249,820,425,291,262,127,107,37,2491,0,0,0,0,0,0,0,0,0,0,15,15,68,21,13,14,10,3,0,167,0,0,0,0,0,0,0,0,0,0,606,699,1662,954,565,397,285,230,69,5466,5,8,7,3,3,0,3,0,0,29,193,113,233,304,157,224,333,152,21,1720,0,0,7,3,3,0,6,0,0,13,0,7,6,0,3,0,0,0,0,15,13,16,43,21,13,6,4,6,3,132,0,0,4,8,4,0,3,0,0,21,0,3,5,7,6,5,3,0,0,33,4,16,22,8,13,11,0,3,0,75,11,41,91,57,54,50,24,10,6,347,3,5,3,4,8,3,0,3,0,34,3,5,9,4,0,0,0,0,0,14,52,81,192,148,73,56,27,22,7,652,26,43,62,30,29,16,11,4,0,215,5,0,4,0,4,0,3,0,0,18
206071145,16,16,46,35,32,22,3,3,0,166,89,49,126,136,111,93,44,28,19,686,0,0,0,0,0,0,0,0,0,0,6,7,9,10,8,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,236,174,331,332,200,123,103,81,27,1594,0,3,0,3,0,0,0,0,0,7,44,29,62,76,54,49,85,41,3,445,3,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,5,5,4,7,6,3,6,0,3,46,0,0,3,3,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,9,0,6,6,9,0,0,0,0,0,23,0,3,17,19,16,19,7,13,9,107,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,8,40,31,43,40,53,36,0,13,12,266,9,5,19,11,8,11,0,0,0,64,0,0,0,0,0,0,0,0,0,4
207011146,9,24,23,19,27,18,15,0,0,136,229,88,96,174,164,125,89,128,79,1164,0,0,0,0,0,0,0,0,0,0,40,9,6,29,14,8,6,12,9,142,0,0,0,0,0,0,0,0,0,3,431,215,192,325,241,154,101,101,62,1826,0,0,4,0,4,0,0,3,0,11,69,30,31,72,42,27,35,5,6,320,4,0,3,3,3,3,3,0,3,17,3,0,3,0,4,0,0,0,0,16,4,0,8,10,10,4,6,3,0,48,0,3,0,3,0,0,0,0,0,12,3,3,0,0,0,0,0,0,3,17,7,6,0,4,4,3,3,0,0,27,19,15,12,24,34,35,18,26,24,218,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,81,55,39,59,98,44,18,45,27,460,32,12,17,20,12,14,5,4,0,112,0,0,0,0,0,0,0,0,0,0
207011147,80,108,79,98,148,69,25,12,3,618,324,247,124,257,367,312,237,297,140,2317,0,0,0,0,0,0,0,0,0,0,64,59,23,35,64,45,35,16,6,345,0,0,0,0,0,0,0,0,0,3,864,551,288,523,552,419,300,279,138,3911,6,11,3,3,10,8,3,4,0,54,172,64,44,156,81,67,83,31,6,705,0,0,0,0,0,0,5,0,0,4,0,0,0,3,0,0,0,0,0,0,20,8,8,18,16,10,12,12,4,96,9,3,0,4,4,3,4,0,0,20,5,8,9,9,7,5,8,4,4,59,9,33,9,4,19,13,3,0,0,90,31,37,20,46,65,60,36,48,39,381,3,0,3,5,3,3,0,8,0,29,5,0,0,3,3,0,0,0,0,14,155,114,60,112,151,161,117,169,63,1100,52,53,21,39,44,33,11,11,6,269,0,0,0,3,3,0,0,4,0,11
207011148,199,141,67,185,188,96,44,14,4,948,325,245,108,284,317,363,289,354,141,2425,0,0,0,0,0,0,0,0,0,0,86,72,22,70,81,36,26,32,19,447,6,0,0,4,3,3,0,5,0,18,1175,731,411,771,793,558,427,342,91,5294,3,11,0,5,7,6,9,7,0,47,419,207,109,379,238,155,222,127,19,1883,3,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,9,15,3,5,11,13,17,22,20,4,111,4,5,4,3,4,11,6,0,0,30,14,13,5,16,16,11,6,0,3,93,36,30,11,21,20,10,3,4,0,129,28,33,16,36,57,74,39,79,30,388,0,0,4,0,3,5,0,8,0,22,3,3,0,3,0,0,0,0,0,15,127,141,50,117,165,153,151,197,75,1176,52,47,26,35,36,22,11,11,6,247,3,0,0,0,3,4,0,0,0,10
207011149,49,57,59,60,73,51,15,5,0,368,543,364,237,433,498,515,269,239,222,3320,0,0,0,0,0,0,0,0,0,0,76,39,36,59,44,29,16,14,10,330,5,0,0,0,0,0,0,0,0,7,1158,764,439,777,749,551,335,324,167,5264,9,3,7,5,14,13,8,7,7,69,171,97,80,171,99,70,102,39,11,836,0,3,7,3,0,4,5,0,0,27,6,3,4,3,3,3,0,0,0,24,28,29,16,28,29,17,5,16,8,184,0,0,0,0,0,0,5,0,0,4,0,3,3,0,3,12,3,7,0,33,4,8,16,13,8,5,4,0,0,48,48,57,26,54,100,90,58,63,48,540,4,8,5,5,10,9,12,17,6,65,0,0,8,0,0,0,0,0,0,7,259,129,80,205,245,183,114,123,106,1446,52,38,22,42,48,32,22,7,3,268,3,3,0,4,3,0,3,0,0,21
207011150,26,45,45,39,49,20,8,9,0,242,498,233,178,412,391,338,194,173,77,2505,0,0,0,0,0,0,0,0,0,0,50,27,29,38,39,45,9,16,3,260,0,0,0,0,0,0,0,0,0,4,953,519,404,645,513,383,233,152,43,3855,3,3,0,3,10,4,4,5,3,42,186,56,81,177,76,67,84,34,7,768,4,0,4,0,0,3,0,0,0,15,6,0,3,7,0,0,0,0,0,17,10,9,7,22,17,9,5,7,3,89,3,0,3,0,4,0,0,0,0,17,7,3,4,9,3,3,4,4,7,40,3,8,11,3,3,0,3,0,0,40,44,24,20,61,78,64,50,34,18,392,4,0,0,0,0,9,3,5,0,19,0,0,0,0,0,0,0,0,0,7,177,138,68,168,191,147,66,90,40,1072,47,27,18,20,28,35,6,11,0,189,0,0,0,3,3,3,3,10,3,19
207011151,36,260,278,74,58,27,7,7,0,756,434,407,436,400,402,385,211,189,111,2981,0,0,0,3,0,0,0,0,0,3,27,50,59,28,39,21,13,0,4,239,0,0,0,0,0,0,0,0,0,0,687,742,903,610,488,419,225,183,110,4364,0,3,3,3,3,3,3,3,0,24,80,44,61,133,45,55,74,46,12,557,0,3,4,0,0,0,3,0,0,10,0,3,3,0,3,0,0,0,0,17,24,13,32,19,10,17,5,10,3,137,0,3,3,0,0,0,0,0,0,12,3,9,6,8,0,3,3,7,0,41,9,24,23,6,5,6,3,3,0,80,43,60,80,55,62,66,42,40,22,471,0,4,3,0,0,3,0,0,0,14,0,3,0,0,0,0,0,0,0,10,135,150,169,143,140,117,94,45,48,1051,27,72,62,22,28,23,8,5,3,258,0,3,0,4,3,0,6,0,0,17
207011152,21,82,124,44,33,26,5,7,6,350,368,219,275,315,271,231,123,82,51,1934,0,0,0,0,0,0,0,0,0,0,17,21,35,20,12,7,6,7,4,130,0,0,0,0,0,0,0,0,0,0,510,441,559,449,383,280,166,153,83,3026,0,0,3,0,0,0,0,0,0,4,92,40,73,110,67,60,64,45,7,569,5,0,4,6,7,0,0,3,3,23,0,5,0,0,3,0,0,0,0,6,13,5,28,21,4,4,3,3,0,89,0,3,0,0,3,0,0,0,0,15,0,5,4,4,3,0,4,0,4,23,6,12,19,4,7,4,0,0,0,51,28,33,39,45,50,45,26,37,8,307,0,0,0,4,3,4,3,0,0,21,0,0,0,3,4,0,0,0,0,11,119,99,100,96,88,103,39,39,14,693,26,40,28,21,31,18,7,4,0,171,3,3,0,4,0,0,0,0,0,14
207011153,82,138,132,108,125,77,15,15,3,691,453,357,360,407,458,460,224,239,127,3086,0,0,0,0,0,0,0,0,0,0,54,58,35,45,38,27,16,14,38,319,0,0,0,0,0,0,0,4,5,20,1285,984,728,910,836,667,461,390,139,6394,4,9,3,6,5,3,8,4,4,36,201,121,81,207,145,105,122,61,19,1059,0,4,0,4,5,0,3,0,0,22,0,3,0,0,3,0,0,0,0,6,28,17,23,27,22,21,13,13,7,177,0,0,0,0,3,0,0,0,0,12,3,7,5,5,8,8,7,9,4,57,9,28,26,16,18,10,0,0,3,102,25,29,34,51,78,88,49,38,31,429,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,0,9,131,135,97,147,150,172,98,106,64,1105,54,54,41,47,43,26,6,4,9,277,0,4,0,3,0,0,0,5,0,11
207011154,26,22,25,30,29,21,14,3,0,169,133,47,67,115,101,81,45,60,26,666,0,0,0,0,0,0,0,0,0,0,9,3,3,8,7,10,5,7,0,53,0,0,0,0,0,0,0,0,0,0,483,220,204,347,241,190,161,134,41,2022,3,0,0,0,0,0,0,0,0,8,106,45,42,120,56,44,46,24,3,478,0,0,3,0,0,4,0,0,0,10,9,0,0,0,0,0,0,0,0,8,3,3,3,3,4,0,5,4,0,24,0,3,3,0,0,0,0,0,0,7,4,0,0,5,0,0,0,0,0,11,3,0,3,3,0,0,0,0,0,13,8,7,8,15,20,17,8,5,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,19,56,42,42,29,36,17,299,13,4,3,8,14,4,4,6,0,57,0,0,0,0,0,0,3,0,0,3
207011155,29,41,36,40,56,28,6,5,0,254,491,335,165,386,488,420,198,219,125,2825,0,0,0,0,0,0,0,0,0,0,91,61,43,56,62,33,26,11,9,396,0,0,0,0,3,0,0,0,0,3,920,517,319,593,621,350,206,159,59,3750,8,0,3,7,3,4,3,5,0,47,99,64,44,100,56,36,49,16,3,468,3,4,3,6,0,0,0,0,0,17,4,0,0,3,0,3,0,0,0,13,21,22,9,21,16,23,12,12,0,132,0,3,0,0,6,3,0,0,0,7,3,7,4,3,3,7,3,0,3,34,19,12,20,10,14,9,3,3,0,89,50,65,46,66,88,106,69,49,36,573,11,4,4,12,0,3,0,0,0,34,0,0,0,5,0,0,0,3,0,8,193,142,63,136,236,164,91,79,55,1153,53,54,25,37,34,18,6,12,12,250,0,0,0,0,3,0,3,3,0,9
207021156,61,55,71,84,70,56,23,19,5,430,72,58,54,76,70,123,142,94,18,715,3,3,3,0,0,3,0,0,0,10,14,11,13,17,13,18,24,9,3,112,0,0,0,0,0,0,0,0,0,0,641,415,475,540,452,561,730,396,73,4288,0,0,0,0,11,3,6,3,0,22,238,169,201,272,140,193,224,91,15,1533,8,0,6,3,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,7,12,5,8,48,13,14,7,9,9,0,0,0,0,52,7,5,0,4,11,3,0,4,0,39,10,8,4,8,5,8,9,0,0,52,22,8,17,23,22,35,51,21,7,196,0,7,3,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,5,38,21,34,31,30,41,47,39,8,293,22,21,12,19,17,3,15,3,0,111,3,0,3,0,0,0,0,0,0,6
207021157,124,123,129,161,160,100,53,16,12,885,144,122,119,159,194,298,325,261,68,1693,0,0,0,0,0,0,0,0,0,0,39,43,53,40,49,41,66,31,7,358,0,0,0,0,3,0,0,5,0,5,684,523,500,593,506,660,603,338,74,4487,10,8,6,10,13,22,22,24,11,133,392,249,292,409,283,368,364,130,17,2516,4,0,3,0,3,5,0,4,0,21,8,0,0,0,0,3,0,0,0,14,14,21,16,13,16,16,19,19,0,134,14,21,10,11,16,6,7,3,0,88,8,19,6,14,11,5,9,0,3,81,25,26,12,25,24,6,7,0,0,114,31,13,22,40,37,70,84,75,26,399,5,4,3,7,3,0,6,3,0,36,0,3,0,0,0,0,7,0,0,15,70,73,60,76,92,130,183,113,36,821,36,52,25,39,47,30,17,8,4,252,0,0,0,3,0,0,4,0,0,7
207021159,69,61,75,97,92,88,36,15,5,533,204,197,112,191,299,333,218,126,91,1776,3,0,3,0,0,0,0,0,0,4,74,62,36,52,72,55,35,18,6,414,0,0,0,0,5,0,3,0,0,21,905,791,451,651,704,693,359,149,48,4762,10,9,7,6,9,11,7,9,0,69,378,274,189,342,291,235,151,52,11,1924,3,0,0,0,0,0,0,0,0,6,3,3,0,3,0,4,0,0,0,13,11,9,4,10,13,20,24,9,0,107,36,38,16,24,39,15,6,3,0,176,7,14,3,8,13,8,5,4,5,63,23,21,13,13,21,12,3,3,0,118,31,34,17,57,68,61,48,22,19,356,3,3,0,4,4,3,0,3,0,26,0,3,0,0,0,0,0,0,0,0,96,82,45,61,111,149,101,56,53,748,58,46,31,35,48,37,11,5,0,277,6,0,0,0,0,0,0,0,0,11
207021160,56,53,54,79,62,50,37,13,0,404,152,110,103,140,145,287,285,143,97,1474,0,0,0,0,0,0,0,0,0,0,34,30,24,34,33,21,30,21,3,233,3,0,0,3,3,0,0,0,0,10,619,414,476,487,464,542,452,235,84,3770,0,5,3,4,4,9,7,3,0,46,332,164,231,333,172,222,219,96,43,1812,0,0,0,0,3,3,3,0,0,13,4,8,0,3,3,0,0,0,0,20,8,3,7,9,11,13,29,24,3,109,12,16,5,6,8,3,6,3,0,53,7,9,3,3,15,9,4,4,3,56,26,23,15,20,13,13,3,4,0,120,6,8,17,19,27,66,55,31,24,244,0,3,0,0,3,5,0,3,0,19,0,0,0,0,0,0,0,0,0,3,42,41,53,54,48,154,127,55,35,608,24,34,29,20,26,30,17,3,4,197,0,0,0,0,0,5,0,0,0,7
207021424,121,117,73,134,148,110,50,27,10,778,228,180,110,199,245,276,160,102,38,1533,0,0,0,0,0,0,0,0,0,0,108,80,49,75,101,71,33,40,19,587,0,0,0,0,0,3,0,0,0,5,732,643,328,562,629,474,243,116,32,3752,9,14,11,3,11,13,10,8,0,81,315,219,158,282,244,206,146,46,3,1622,0,0,3,0,0,3,3,0,0,21,12,4,0,5,7,4,0,0,0,34,16,13,6,14,22,20,13,7,3,120,24,9,8,10,11,10,10,3,0,96,12,27,12,12,22,18,0,3,4,110,43,38,17,25,29,21,9,3,0,179,44,41,11,48,56,62,40,28,19,352,3,12,8,3,7,8,3,3,0,47,3,0,6,0,3,3,0,0,0,10,91,75,28,84,115,138,58,53,19,659,45,45,29,30,39,37,16,0,0,244,0,0,0,0,5,3,0,3,0,18
207021425,94,93,120,129,108,75,38,12,10,676,103,73,119,138,134,250,255,157,63,1278,0,0,0,0,0,0,0,0,0,0,56,30,32,45,39,38,31,12,0,297,5,3,4,4,5,4,3,0,0,27,418,321,396,377,316,340,410,224,49,2855,0,0,11,7,3,7,14,7,6,59,214,92,158,193,123,146,137,57,9,1127,3,3,9,3,3,0,0,0,0,28,3,0,0,0,0,0,0,0,0,4,10,6,9,9,8,15,25,30,4,120,20,21,13,10,15,19,5,9,0,111,3,5,5,3,3,3,12,8,3,44,33,19,24,28,23,9,5,3,0,147,23,22,18,35,37,50,60,37,12,285,0,0,5,3,0,7,8,0,3,23,0,3,0,0,3,3,0,0,0,12,48,29,47,63,56,98,101,58,24,521,49,38,32,35,31,24,3,0,0,216,0,3,0,0,0,0,0,0,0,9
207031161,70,60,79,96,81,41,20,14,0,466,362,203,237,372,339,346,325,335,104,2624,0,0,0,0,0,0,0,0,0,0,146,105,89,113,112,60,82,53,19,774,0,3,0,0,3,0,6,0,0,13,981,444,500,764,538,408,345,339,51,4367,42,9,24,28,27,24,35,17,0,206,142,50,95,141,68,75,57,40,6,666,3,3,4,8,3,3,9,6,0,39,4,3,6,5,3,3,0,0,0,31,28,14,22,27,32,27,16,29,8,205,4,3,4,0,0,3,0,0,0,19,0,5,7,0,11,3,3,3,0,32,39,36,26,34,28,18,6,3,0,195,35,22,35,63,63,73,82,90,29,495,11,15,4,11,6,4,6,4,4,67,16,3,7,11,3,6,5,3,0,65,152,100,82,174,173,167,209,210,52,1325,106,52,50,62,51,48,28,13,5,414,16,5,3,7,0,8,8,3,0,51
207031162,56,50,59,56,98,46,25,14,12,424,195,82,122,172,166,157,166,177,86,1319,0,0,0,0,0,0,0,0,0,0,54,34,55,37,41,39,47,38,19,356,3,3,0,3,0,0,0,0,0,15,553,250,271,404,300,247,230,178,52,2470,9,3,13,8,3,12,8,5,4,57,138,33,90,130,39,66,64,28,3,593,0,3,9,3,0,0,5,0,0,18,3,3,3,3,0,4,4,0,0,21,12,5,3,18,5,4,17,13,0,79,8,3,6,0,0,0,0,0,0,18,12,7,7,9,3,5,3,6,0,48,20,21,18,15,11,10,6,4,0,101,20,8,24,23,44,39,42,27,18,247,14,9,11,18,20,13,26,63,61,237,6,5,3,0,0,9,0,0,3,22,73,52,40,89,62,88,65,79,37,579,38,16,36,22,19,19,9,10,6,178,0,0,0,5,0,0,4,0,0,9
207031163,84,216,210,144,141,69,33,33,9,930,246,125,162,275,245,189,145,211,122,1724,0,0,0,0,0,0,0,0,0,0,89,76,73,88,65,38,27,31,11,498,0,3,0,0,5,0,0,0,0,8,738,479,433,581,456,311,254,247,94,3590,3,3,4,7,7,14,6,10,4,58,89,26,60,99,51,42,43,39,5,463,3,0,6,3,5,0,0,0,0,18,3,7,0,7,3,0,0,0,0,19,16,15,11,14,21,12,12,19,3,123,3,0,9,3,0,0,3,4,0,24,3,6,14,8,4,3,6,8,0,56,7,18,14,5,14,7,4,5,0,79,48,26,37,55,62,45,35,53,33,382,17,13,16,16,15,27,25,39,10,179,3,3,0,3,0,0,0,3,0,11,153,83,84,139,113,72,91,134,91,957,58,78,64,35,47,26,15,8,0,319,5,0,3,3,0,0,0,0,0,10
207031164,93,98,115,100,115,59,19,9,8,625,253,172,160,275,300,235,243,289,86,2016,0,0,0,0,0,0,0,0,0,0,66,51,68,57,56,46,34,23,5,411,7,7,0,3,0,0,0,0,0,15,832,443,453,628,476,338,355,288,67,3889,14,4,7,14,10,3,8,13,6,81,142,67,79,182,78,94,102,52,12,809,0,0,7,3,0,0,0,0,0,6,0,5,3,0,3,0,0,0,0,13,21,14,22,22,27,15,8,15,0,145,0,0,0,0,4,4,0,0,0,7,8,5,11,5,4,3,6,3,0,58,25,22,28,23,21,21,0,0,0,141,68,31,45,49,70,53,48,58,21,447,8,3,6,3,11,11,10,3,4,57,0,0,3,0,3,3,0,3,0,14,160,108,84,143,133,146,123,127,42,1065,61,57,56,61,47,27,15,11,3,327,0,0,0,0,6,4,5,3,0,16
207031165,60,165,113,64,63,32,20,8,0,530,104,113,109,123,156,126,136,221,98,1184,0,0,0,0,0,0,0,0,0,0,31,36,24,29,22,15,21,10,11,196,0,0,0,0,0,0,0,0,0,5,365,444,301,321,269,245,231,191,67,2424,4,0,0,3,0,4,4,9,0,31,136,49,80,170,34,82,113,41,3,707,5,5,5,4,3,0,0,0,0,20,3,3,0,3,0,3,3,3,0,19,3,18,5,3,12,5,3,6,0,63,8,0,0,3,0,0,0,4,0,13,6,3,3,3,4,0,0,7,3,28,20,38,21,17,15,8,4,0,0,117,36,37,21,30,35,38,30,55,23,302,4,0,0,0,7,0,6,3,0,25,0,4,0,0,0,0,0,0,0,10,75,95,44,62,60,55,74,127,55,659,28,30,27,21,10,11,10,10,4,157,0,3,0,0,0,0,3,4,0,17
207031166,87,125,117,103,115,53,42,15,13,682,96,82,66,130,112,173,193,106,42,993,0,0,0,0,0,0,0,0,0,0,45,36,35,42,35,37,14,19,3,269,0,3,0,3,3,0,0,0,0,7,387,297,281,274,254,304,312,145,48,2296,4,0,11,12,0,9,9,0,3,48,205,109,207,188,141,200,218,93,10,1372,3,3,4,0,4,3,4,3,3,33,0,0,0,0,3,0,0,0,0,12,3,4,4,6,4,6,25,10,3,75,0,0,5,7,3,5,3,3,0,21,6,9,10,0,6,8,0,3,0,44,31,14,19,22,13,10,0,3,4,113,15,18,12,31,34,41,45,25,10,229,0,0,5,0,0,3,10,0,0,20,0,3,0,0,0,0,0,0,0,13,50,55,50,45,64,102,109,61,16,550,50,50,24,32,24,11,13,3,0,203,0,0,0,0,0,0,0,0,0,7
