SA4_NAME16	Year	Age	FOE	adults
Central Coast	2016	25-34	Creative arts	1088
Central Coast	2016	25-34	Education	2084
Central Coast	2016	25-34	Engineering and related technologies	2864
Central Coast	2016	25-34	Field of study not stated	2576
Central Coast	2016	25-34	Food hospitality and personal services	2073
Central Coast	2016	25-34	Health	2743
Central Coast	2016	25-34	Information technology	680
Central Coast	2016	25-34	Management and commerce	4499
Central Coast	2016	25-34	Mixed field programmes	33
Central Coast	2016	25-34	Natural and physical sciences	448
Central Coast	2016	25-34	Society and culture	3285
Central Coast	2016	35-44	Agriculture environmental and related studies	678
Central Coast	2016	35-44	Architecture and building	2265
Central Coast	2016	35-44	Creative arts	1058
Central Coast	2016	35-44	Education	2211
Central Coast	2016	35-44	Engineering and related technologies	3376
Central Coast	2016	35-44	Field of study not stated	3002
Central Coast	2016	35-44	Food hospitality and personal services	1843
Central Coast	2016	35-44	Health	2988
Central Coast	2016	35-44	Information technology	806
Central Coast	2016	35-44	Management and commerce	5871
Central Coast	2016	35-44	Mixed field programmes	27
Central Coast	2016	35-44	Natural and physical sciences	582
Central Coast	2016	35-44	Society and culture	3554
Central Coast	2016	45-54	Agriculture environmental and related studies	612
Central Coast	2016	45-54	Architecture and building	2246
Central Coast	2016	45-54	Creative arts	748
Central Coast	2016	45-54	Education	2133
Central Coast	2016	45-54	Engineering and related technologies	4486
Central Coast	2016	45-54	Field of study not stated	3500
Central Coast	2016	45-54	Food hospitality and personal services	1577
Central Coast	2016	45-54	Health	3299
Central Coast	2016	45-54	Information technology	658
Central Coast	2016	45-54	Management and commerce	5589
Central Coast	2016	45-54	Mixed field programmes	41
Central Coast	2016	45-54	Natural and physical sciences	511
Central Coast	2016	45-54	Society and culture	3421
Central Coast	2016	55-64	Agriculture environmental and related studies	448
Central Coast	2016	55-64	Architecture and building	1827
Central Coast	2016	55-64	Creative arts	609
Central Coast	2016	55-64	Education	2749
Central Coast	2016	55-64	Engineering and related technologies	4618
Central Coast	2016	55-64	Field of study not stated	3402
Central Coast	2016	55-64	Food hospitality and personal services	1056
Central Coast	2016	55-64	Health	3166
Central Coast	2016	55-64	Information technology	372
Central Coast	2016	55-64	Management and commerce	4751
Central Coast	2016	55-64	Mixed field programmes	41
Central Coast	2016	55-64	Natural and physical sciences	468
Central Coast	2016	55-64	Society and culture	2683
Central Coast	2016	65-74	Agriculture environmental and related studies	231
Central Coast	2016	65-74	Architecture and building	1319
Central Coast	2016	65-74	Creative arts	374
Central Coast	2016	65-74	Education	1783
Central Coast	2016	65-74	Engineering and related technologies	3997
Central Coast	2016	65-74	Field of study not stated	3696
Central Coast	2016	65-74	Food hospitality and personal services	865
Central Coast	2016	65-74	Health	1717
Central Coast	2016	65-74	Information technology	160
Central Coast	2016	65-74	Management and commerce	3562
Central Coast	2016	65-74	Mixed field programmes	79
Central Coast	2016	65-74	Natural and physical sciences	341
Central Coast	2016	65-74	Society and culture	1510
Central Coast	2016	75-84	Agriculture environmental and related studies	117
Central Coast	2016	75-84	Architecture and building	740
Central Coast	2016	75-84	Creative arts	186
Central Coast	2016	75-84	Education	760
Central Coast	2016	75-84	Engineering and related technologies	2279
Central Coast	2016	75-84	Field of study not stated	3489
Central Coast	2016	75-84	Food hospitality and personal services	318
Central Coast	2016	75-84	Health	779
Central Coast	2016	75-84	Information technology	34
Central Coast	2016	75-84	Management and commerce	1348
Central Coast	2016	75-84	Mixed field programmes	104
Central Coast	2016	75-84	Natural and physical sciences	154
Central Coast	2016	75-84	Society and culture	463
Central Coast	2016	85+	Agriculture environmental and related studies	32
Central Coast	2016	85+	Architecture and building	221
Central Coast	2016	85+	Creative arts	57
Central Coast	2016	85+	Education	216
Central Coast	2016	85+	Engineering and related technologies	843
Central Coast	2016	85+	Field of study not stated	2672
Central Coast	2016	85+	Food hospitality and personal services	107
Central Coast	2016	85+	Health	271
Central Coast	2016	85+	Information technology	6
Central Coast	2016	85+	Management and commerce	501
Central Coast	2016	85+	Mixed field programmes	32
Central Coast	2016	85+	Natural and physical sciences	52
Central Coast	2016	85+	Society and culture	143
Central West	2006	15-19	Agriculture environmental and related studies	70
Central West	2006	15-19	Architecture and building	74
Central West	2006	15-19	Creative arts	36
Central West	2006	15-19	Education	15
Central West	2006	15-19	Engineering and related technologies	153
Central West	2006	15-19	Field of study not stated	1518
Central West	2006	15-19	Food hospitality and personal services	189
Central West	2006	15-19	Health	49
Central West	2006	15-19	Information technology	47
Central West	2006	15-19	Management and commerce	202
Central West	2006	15-19	Mixed field programmes	3
Central West	2006	15-19	Natural and physical sciences	0
Central West	2006	15-19	Society and culture	76
Central West	2006	20-24	Agriculture environmental and related studies	275
Central West	2006	20-24	Architecture and building	285
Central West	2006	20-24	Creative arts	143
Central West	2006	20-24	Education	180
Central West	2006	20-24	Engineering and related technologies	711
Central West	2006	20-24	Field of study not stated	1043
Central West	2006	20-24	Food hospitality and personal services	528
Central West	2006	20-24	Health	311
Central West	2006	20-24	Information technology	150
Central West	2006	20-24	Management and commerce	906
Central West	2006	20-24	Mixed field programmes	8
Central West	2006	20-24	Natural and physical sciences	45
Central West	2006	20-24	Society and culture	429
Central West	2006	25-34	Agriculture environmental and related studies	783
Central West	2006	25-34	Architecture and building	817
Central West	2006	25-34	Creative arts	300
Central West	2006	25-34	Education	1000
Central West	2006	25-34	Engineering and related technologies	2133
Central West	2006	25-34	Field of study not stated	2007
Central West	2006	25-34	Food hospitality and personal services	931
Central West	2006	25-34	Health	978
Central West	2006	25-34	Information technology	185
Central West	2006	25-34	Management and commerce	2028
Central West	2006	25-34	Mixed field programmes	7
Central West	2006	25-34	Natural and physical sciences	203
Central West	2006	25-34	Society and culture	1028
Central West	2006	35-44	Agriculture environmental and related studies	916
Central West	2006	35-44	Architecture and building	785
Central West	2006	35-44	Creative arts	257
Central West	2006	35-44	Education	1139
Central West	2006	35-44	Engineering and related technologies	2814
Central West	2006	35-44	Field of study not stated	2279
Central West	2006	35-44	Food hospitality and personal services	760
Central West	2006	35-44	Health	1487
Central West	2006	35-44	Information technology	228
Central West	2006	35-44	Management and commerce	2364
Central West	2006	35-44	Mixed field programmes	14
Central West	2006	35-44	Natural and physical sciences	253
Central West	2006	35-44	Society and culture	1087
Central West	2006	45-54	Agriculture environmental and related studies	825
Central West	2006	45-54	Architecture and building	818
Central West	2006	45-54	Creative arts	230
Central West	2006	45-54	Education	1767
Central West	2006	45-54	Engineering and related technologies	2670
Central West	2006	45-54	Field of study not stated	2132
Central West	2006	45-54	Food hospitality and personal services	500
Central West	2006	45-54	Health	1886
Central West	2006	45-54	Information technology	169
Central West	2006	45-54	Management and commerce	2044
Central West	2006	45-54	Mixed field programmes	8
Central West	2006	45-54	Natural and physical sciences	264
Central West	2006	45-54	Society and culture	1008
Central West	2006	55-64	Agriculture environmental and related studies	661
Central West	2006	55-64	Architecture and building	584
Central West	2006	55-64	Creative arts	213
Central West	2006	55-64	Education	1193
Central West	2006	55-64	Engineering and related technologies	2027
Central West	2006	55-64	Field of study not stated	2236
Central West	2006	55-64	Food hospitality and personal services	343
Central West	2006	55-64	Health	1224
Central West	2006	55-64	Information technology	94
Central West	2006	55-64	Management and commerce	1435
Central West	2006	55-64	Mixed field programmes	6
Central West	2006	55-64	Natural and physical sciences	213
Central West	2006	55-64	Society and culture	727
Central West	2006	65-74	Agriculture environmental and related studies	325
Central West	2006	65-74	Architecture and building	376
Central West	2006	65-74	Creative arts	90
Central West	2006	65-74	Education	478
Central West	2006	65-74	Engineering and related technologies	1148
Central West	2006	65-74	Field of study not stated	2293
Central West	2006	65-74	Food hospitality and personal services	148
Central West	2006	65-74	Health	609
Central West	2006	65-74	Information technology	28
Central West	2006	65-74	Management and commerce	562
Central West	2006	65-74	Mixed field programmes	4
Central West	2006	65-74	Natural and physical sciences	65
Central West	2006	65-74	Society and culture	255
Central West	2006	75-84	Agriculture environmental and related studies	114
Central West	2006	75-84	Architecture and building	159
Central West	2006	75-84	Creative arts	48
Central West	2006	75-84	Education	217
Central West	2006	75-84	Engineering and related technologies	546
Central West	2006	75-84	Field of study not stated	2143
Central West	2006	75-84	Food hospitality and personal services	66
Central West	2006	75-84	Health	317
Central West	2006	75-84	Information technology	0
Central West	2006	75-84	Management and commerce	242
Central West	2006	75-84	Mixed field programmes	3
Central West	2006	75-84	Natural and physical sciences	20
Central West	2006	75-84	Society and culture	109
Central West	2006	85+	Agriculture environmental and related studies	21
Central West	2006	85+	Architecture and building	24
Central West	2006	85+	Creative arts	19
Central West	2006	85+	Education	54
Central West	2006	85+	Engineering and related technologies	99
Central West	2006	85+	Field of study not stated	785
Central West	2006	85+	Food hospitality and personal services	23
Central West	2006	85+	Health	81
Central West	2006	85+	Information technology	0
Central West	2006	85+	Management and commerce	69
Central West	2006	85+	Mixed field programmes	3
Central West	2006	85+	Natural and physical sciences	7
Central West	2006	85+	Society and culture	28
Central West	2011	15-19	Agriculture environmental and related studies	68
Central West	2011	15-19	Architecture and building	66
Central West	2011	15-19	Creative arts	39
Central West	2011	15-19	Education	13
Central West	2011	15-19	Engineering and related technologies	139
Central West	2011	15-19	Field of study not stated	1566
Central West	2011	15-19	Food hospitality and personal services	157
Central West	2011	15-19	Health	80
Central West	2011	15-19	Information technology	33
Central West	2011	15-19	Management and commerce	185
Central West	2011	15-19	Mixed field programmes	12
Central West	2011	15-19	Natural and physical sciences	3
Central West	2011	15-19	Society and culture	112
