SA4_NAME16	Year	Age5yr	LabourForceStatus	adults
Central Coast	2016	35-39	Employed (part-time)	4256
Central Coast	2016	35-39	Not in the labour force	2984
Central Coast	2016	35-39	Unemployed (looking for full-time work)	446
Central Coast	2016	35-39	Unemployed (looking for part-time work)	297
Central Coast	2016	40-44		1032
Central Coast	2016	40-44	Employed (away from work)	394
Central Coast	2016	40-44	Employed (full-time)	10423
Central Coast	2016	40-44	Employed (hours worked not stated)	252
Central Coast	2016	40-44	Employed (part-time)	4828
Central Coast	2016	40-44	Not in the labour force	3117
Central Coast	2016	40-44	Unemployed (looking for full-time work)	496
Central Coast	2016	40-44	Unemployed (looking for part-time work)	330
Central Coast	2016	45-49		1128
Central Coast	2016	45-49	Employed (away from work)	391
Central Coast	2016	45-49	Employed (full-time)	10900
Central Coast	2016	45-49	Employed (hours worked not stated)	257
Central Coast	2016	45-49	Employed (part-time)	4939
Central Coast	2016	45-49	Not in the labour force	3329
Central Coast	2016	45-49	Unemployed (looking for full-time work)	533
Central Coast	2016	45-49	Unemployed (looking for part-time work)	261
Central Coast	2016	50-54		1076
Central Coast	2016	50-54	Employed (away from work)	504
Central Coast	2016	50-54	Employed (full-time)	10513
Central Coast	2016	50-54	Employed (hours worked not stated)	232
Central Coast	2016	50-54	Employed (part-time)	4834
Central Coast	2016	50-54	Not in the labour force	3886
Central Coast	2016	50-54	Unemployed (looking for full-time work)	570
Central Coast	2016	50-54	Unemployed (looking for part-time work)	275
Central Coast	2016	55-59		1172
Central Coast	2016	55-59	Employed (away from work)	556
Central Coast	2016	55-59	Employed (full-time)	8980
Central Coast	2016	55-59	Employed (hours worked not stated)	193
Central Coast	2016	55-59	Employed (part-time)	4803
Central Coast	2016	55-59	Not in the labour force	5583
Central Coast	2016	55-59	Unemployed (looking for full-time work)	461
Central Coast	2016	55-59	Unemployed (looking for part-time work)	288
Central Coast	2016	60-64		1080
Central Coast	2016	60-64	Employed (away from work)	461
Central Coast	2016	60-64	Employed (full-time)	4988
Central Coast	2016	60-64	Employed (hours worked not stated)	160
Central Coast	2016	60-64	Employed (part-time)	3764
Central Coast	2016	60-64	Not in the labour force	9281
Central Coast	2016	60-64	Unemployed (looking for full-time work)	336
Central Coast	2016	60-64	Unemployed (looking for part-time work)	252
Central Coast	2016	65-69		1215
Central Coast	2016	65-69	Employed (away from work)	177
Central Coast	2016	65-69	Employed (full-time)	1556
Central Coast	2016	65-69	Employed (hours worked not stated)	81
Central Coast	2016	65-69	Employed (part-time)	2059
Central Coast	2016	65-69	Not in the labour force	14819
Central Coast	2016	65-69	Unemployed (looking for full-time work)	41
Central Coast	2016	65-69	Unemployed (looking for part-time work)	89
Central Coast	2016	70-74		1170
Central Coast	2016	70-74	Employed (away from work)	59
Central Coast	2016	70-74	Employed (full-time)	388
Central Coast	2016	70-74	Employed (hours worked not stated)	39
Central Coast	2016	70-74	Employed (part-time)	877
Central Coast	2016	70-74	Not in the labour force	13982
Central Coast	2016	70-74	Unemployed (looking for full-time work)	15
Central Coast	2016	70-74	Unemployed (looking for part-time work)	28
Central Coast	2016	75+		3836
Central Coast	2016	75+	Employed (away from work)	26
Central Coast	2016	75+	Employed (full-time)	141
Central Coast	2016	75+	Employed (hours worked not stated)	65
Central Coast	2016	75+	Employed (part-time)	340
Central Coast	2016	75+	Not in the labour force	27538
Central Coast	2016	75+	Unemployed (looking for full-time work)	8
Central Coast	2016	75+	Unemployed (looking for part-time work)	22
Central West	2006	15-19		501
Central West	2006	15-19	Employed (away from work)	247
Central West	2006	15-19	Employed (full-time)	1989
Central West	2006	15-19	Employed (hours worked not stated)	279
Central West	2006	15-19	Employed (part-time)	3133
Central West	2006	15-19	Not in the labour force	6547
Central West	2006	15-19	Unemployed (looking for full-time work)	577
Central West	2006	15-19	Unemployed (looking for part-time work)	477
Central West	2006	20-24		472
Central West	2006	20-24	Employed (away from work)	242
Central West	2006	20-24	Employed (full-time)	4553
Central West	2006	20-24	Employed (hours worked not stated)	197
Central West	2006	20-24	Employed (part-time)	2004
Central West	2006	20-24	Not in the labour force	2273
Central West	2006	20-24	Unemployed (looking for full-time work)	584
Central West	2006	20-24	Unemployed (looking for part-time work)	255
Central West	2006	25-29		365
Central West	2006	25-29	Employed (away from work)	285
Central West	2006	25-29	Employed (full-time)	4531
Central West	2006	25-29	Employed (hours worked not stated)	178
Central West	2006	25-29	Employed (part-time)	1465
Central West	2006	25-29	Not in the labour force	2001
Central West	2006	25-29	Unemployed (looking for full-time work)	426
Central West	2006	25-29	Unemployed (looking for part-time work)	155
Central West	2006	30-34		474
Central West	2006	30-34	Employed (away from work)	330
Central West	2006	30-34	Employed (full-time)	5149
Central West	2006	30-34	Employed (hours worked not stated)	184
Central West	2006	30-34	Employed (part-time)	2146
Central West	2006	30-34	Not in the labour force	2371
Central West	2006	30-34	Unemployed (looking for full-time work)	369
Central West	2006	30-34	Unemployed (looking for part-time work)	168
Central West	2006	35-39		500
Central West	2006	35-39	Employed (away from work)	262
Central West	2006	35-39	Employed (full-time)	5704
Central West	2006	35-39	Employed (hours worked not stated)	247
Central West	2006	35-39	Employed (part-time)	2574
Central West	2006	35-39	Not in the labour force	2492
Central West	2006	35-39	Unemployed (looking for full-time work)	344
Central West	2006	35-39	Unemployed (looking for part-time work)	177
Central West	2006	40-44		486
Central West	2006	40-44	Employed (away from work)	273
Central West	2006	40-44	Employed (full-time)	6578
Central West	2006	40-44	Employed (hours worked not stated)	274
Central West	2006	40-44	Employed (part-time)	2846
Central West	2006	40-44	Not in the labour force	2242
Central West	2006	40-44	Unemployed (looking for full-time work)	353
Central West	2006	40-44	Unemployed (looking for part-time work)	183
Central West	2006	45-49		493
Central West	2006	45-49	Employed (away from work)	296
Central West	2006	45-49	Employed (full-time)	7185
Central West	2006	45-49	Employed (hours worked not stated)	235
Central West	2006	45-49	Employed (part-time)	2712
Central West	2006	45-49	Not in the labour force	2135
Central West	2006	45-49	Unemployed (looking for full-time work)	332
Central West	2006	45-49	Unemployed (looking for part-time work)	123
Central West	2006	50-54		484
Central West	2006	50-54	Employed (away from work)	377
Central West	2006	50-54	Employed (full-time)	6314
Central West	2006	50-54	Employed (hours worked not stated)	194
Central West	2006	50-54	Employed (part-time)	2337
Central West	2006	50-54	Not in the labour force	2568
Central West	2006	50-54	Unemployed (looking for full-time work)	269
Central West	2006	50-54	Unemployed (looking for part-time work)	119
Central West	2006	55-59		554
Central West	2006	55-59	Employed (away from work)	349
Central West	2006	55-59	Employed (full-time)	5079
Central West	2006	55-59	Employed (hours worked not stated)	181
Central West	2006	55-59	Employed (part-time)	2098
Central West	2006	55-59	Not in the labour force	4151
Central West	2006	55-59	Unemployed (looking for full-time work)	204
Central West	2006	55-59	Unemployed (looking for part-time work)	111
Central West	2006	60-64		496
Central West	2006	60-64	Employed (away from work)	227
Central West	2006	60-64	Employed (full-time)	2576
Central West	2006	60-64	Employed (hours worked not stated)	119
Central West	2006	60-64	Employed (part-time)	1470
Central West	2006	60-64	Not in the labour force	5379
Central West	2006	60-64	Unemployed (looking for full-time work)	113
Central West	2006	60-64	Unemployed (looking for part-time work)	94
Central West	2006	65-69		526
Central West	2006	65-69	Employed (away from work)	101
Central West	2006	65-69	Employed (full-time)	1053
Central West	2006	65-69	Employed (hours worked not stated)	82
Central West	2006	65-69	Employed (part-time)	787
Central West	2006	65-69	Not in the labour force	6021
Central West	2006	65-69	Unemployed (looking for full-time work)	7
Central West	2006	65-69	Unemployed (looking for part-time work)	23
Central West	2006	70-74		495
Central West	2006	70-74	Employed (away from work)	38
Central West	2006	70-74	Employed (full-time)	441
Central West	2006	70-74	Employed (hours worked not stated)	46
Central West	2006	70-74	Employed (part-time)	360
Central West	2006	70-74	Not in the labour force	5727
Central West	2006	70-74	Unemployed (looking for full-time work)	7
Central West	2006	70-74	Unemployed (looking for part-time work)	0
Central West	2006	75+		1336
Central West	2006	75+	Employed (away from work)	63
Central West	2006	75+	Employed (full-time)	332
Central West	2006	75+	Employed (hours worked not stated)	71
Central West	2006	75+	Employed (part-time)	274
Central West	2006	75+	Not in the labour force	11439
Central West	2006	75+	Unemployed (looking for full-time work)	0
Central West	2006	75+	Unemployed (looking for part-time work)	4
Central West	2011	15-19		623
Central West	2011	15-19	Employed (away from work)	255
Central West	2011	15-19	Employed (full-time)	1903
Central West	2011	15-19	Employed (hours worked not stated)	180
Central West	2011	15-19	Employed (part-time)	3164
Central West	2011	15-19	Not in the labour force	6489
Central West	2011	15-19	Unemployed (looking for full-time work)	416
Central West	2011	15-19	Unemployed (looking for part-time work)	467
Central West	2011	20-24		633
Central West	2011	20-24	Employed (away from work)	257
Central West	2011	20-24	Employed (full-time)	4983
Central West	2011	20-24	Employed (hours worked not stated)	200
Central West	2011	20-24	Employed (part-time)	2104
Central West	2011	20-24	Not in the labour force	2457
Central West	2011	20-24	Unemployed (looking for full-time work)	535
Central West	2011	20-24	Unemployed (looking for part-time work)	270
Central West	2011	25-29		497
Central West	2011	25-29	Employed (away from work)	322
Central West	2011	25-29	Employed (full-time)	5219
Central West	2011	25-29	Employed (hours worked not stated)	169
Central West	2011	25-29	Employed (part-time)	1620
Central West	2011	25-29	Not in the labour force	2054
Central West	2011	25-29	Unemployed (looking for full-time work)	350
Central West	2011	25-29	Unemployed (looking for part-time work)	150
Central West	2011	30-34		534
Central West	2011	30-34	Employed (away from work)	378
Central West	2011	30-34	Employed (full-time)	4786
Central West	2011	30-34	Employed (hours worked not stated)	176
Central West	2011	30-34	Employed (part-time)	1960
Central West	2011	30-34	Not in the labour force	2109
Central West	2011	30-34	Unemployed (looking for full-time work)	297
Central West	2011	30-34	Unemployed (looking for part-time work)	117
Central West	2011	35-39		646
Central West	2011	35-39	Employed (away from work)	334
Central West	2011	35-39	Employed (full-time)	5788
Central West	2011	35-39	Employed (hours worked not stated)	196
Central West	2011	35-39	Employed (part-time)	2446
Central West	2011	35-39	Not in the labour force	2055
Central West	2011	35-39	Unemployed (looking for full-time work)	299
Central West	2011	35-39	Unemployed (looking for part-time work)	134
Central West	2011	40-44		600
Central West	2011	40-44	Employed (away from work)	277
Central West	2011	40-44	Employed (full-time)	6466
Central West	2011	40-44	Employed (hours worked not stated)	196
Central West	2011	40-44	Employed (part-time)	2771
Central West	2011	40-44	Not in the labour force	2065
Central West	2011	40-44	Unemployed (looking for full-time work)	260
Central West	2011	40-44	Unemployed (looking for part-time work)	140
Central West	2011	45-49		558
Central West	2011	45-49	Employed (away from work)	327
Central West	2011	45-49	Employed (full-time)	6942
Central West	2011	45-49	Employed (hours worked not stated)	206
Central West	2011	45-49	Employed (part-time)	2671
Central West	2011	45-49	Not in the labour force	2182
Central West	2011	45-49	Unemployed (looking for full-time work)	250
Central West	2011	45-49	Unemployed (looking for part-time work)	145
Central West	2011	50-54		547
Central West	2011	50-54	Employed (away from work)	382
Central West	2011	50-54	Employed (full-time)	7004
Central West	2011	50-54	Employed (hours worked not stated)	181
Central West	2011	50-54	Employed (part-time)	2566
Central West	2011	50-54	Not in the labour force	2462
Central West	2011	50-54	Unemployed (looking for full-time work)	231
Central West	2011	50-54	Unemployed (looking for part-time work)	94
Central West	2011	55-59		602
Central West	2011	55-59	Employed (away from work)	365
Central West	2011	55-59	Employed (full-time)	5646
Central West	2011	55-59	Employed (hours worked not stated)	143
Central West	2011	55-59	Employed (part-time)	2359
Central West	2011	55-59	Not in the labour force	3220
Central West	2011	55-59	Unemployed (looking for full-time work)	183
Central West	2011	55-59	Unemployed (looking for part-time work)	108
Central West	2011	60-64		637
Central West	2011	60-64	Employed (away from work)	307
Central West	2011	60-64	Employed (full-time)	3436
Central West	2011	60-64	Employed (hours worked not stated)	143
Central West	2011	60-64	Employed (part-time)	2053
Central West	2011	60-64	Not in the labour force	5746
Central West	2011	60-64	Unemployed (looking for full-time work)	127
Central West	2011	60-64	Unemployed (looking for part-time work)	87
Central West	2011	65-69		602
Central West	2011	65-69	Employed (away from work)	153
Central West	2011	65-69	Employed (full-time)	1354
Central West	2011	65-69	Employed (hours worked not stated)	66
Central West	2011	65-69	Employed (part-time)	1136
Central West	2011	65-69	Not in the labour force	6827
