SA4_NAME16	Year	IndustryOfEmployment	Sex	workers
Hunter Valley exc Newcastle	2006	Accommodation and food services	F	4814
Hunter Valley exc Newcastle	2006	Accommodation and food services	M	2540
Hunter Valley exc Newcastle	2006	Administrative and support services	F	1378
Hunter Valley exc Newcastle	2006	Administrative and support services	M	1202
Hunter Valley exc Newcastle	2006	Agriculture forestry and fishing	F	1459
Hunter Valley exc Newcastle	2006	Agriculture forestry and fishing	M	2760
Hunter Valley exc Newcastle	2006	Arts and recreation services	F	519
Hunter Valley exc Newcastle	2006	Arts and recreation services	M	490
Hunter Valley exc Newcastle	2006	Construction	F	1025
Hunter Valley exc Newcastle	2006	Construction	M	6395
Hunter Valley exc Newcastle	2006	Education and training	F	4321
Hunter Valley exc Newcastle	2006	Education and training	M	1533
Hunter Valley exc Newcastle	2006	Electricity gas water and waste services	F	262
Hunter Valley exc Newcastle	2006	Electricity gas water and waste services	M	1361
Hunter Valley exc Newcastle	2006	Financial and insurance services	F	1259
Hunter Valley exc Newcastle	2006	Financial and insurance services	M	539
Hunter Valley exc Newcastle	2006	Health care and social assistance	F	7438
Hunter Valley exc Newcastle	2006	Health care and social assistance	M	1546
Hunter Valley exc Newcastle	2006	Information media and telecommunications	F	363
Hunter Valley exc Newcastle	2006	Information media and telecommunications	M	450
Hunter Valley exc Newcastle	2006	Manufacturing	F	2123
Hunter Valley exc Newcastle	2006	Manufacturing	M	8201
Hunter Valley exc Newcastle	2006	Mining	F	526
Hunter Valley exc Newcastle	2006	Mining	M	5973
Hunter Valley exc Newcastle	2006	Other services	F	1637
Hunter Valley exc Newcastle	2006	Other services	M	2463
Hunter Valley exc Newcastle	2006	Professional scientific and technical services	F	1947
Hunter Valley exc Newcastle	2006	Professional scientific and technical services	M	2018
Hunter Valley exc Newcastle	2006	Public administration and safety	F	2265
Hunter Valley exc Newcastle	2006	Public administration and safety	M	4009
Hunter Valley exc Newcastle	2006	Rental hiring and real estate services	F	819
Hunter Valley exc Newcastle	2006	Rental hiring and real estate services	M	743
Hunter Valley exc Newcastle	2006	Retail trade	F	7266
Hunter Valley exc Newcastle	2006	Retail trade	M	4171
Hunter Valley exc Newcastle	2006	Transport postal and warehousing	F	906
Hunter Valley exc Newcastle	2006	Transport postal and warehousing	M	3248
Hunter Valley exc Newcastle	2006	Wholesale trade	F	805
Hunter Valley exc Newcastle	2006	Wholesale trade	M	2114
Hunter Valley exc Newcastle	2011		F	892
Hunter Valley exc Newcastle	2011		M	1522
Hunter Valley exc Newcastle	2011	Accommodation and food services	F	5577
Hunter Valley exc Newcastle	2011	Accommodation and food services	M	2844
Hunter Valley exc Newcastle	2011	Administrative and support services	F	1859
Hunter Valley exc Newcastle	2011	Administrative and support services	M	1492
Hunter Valley exc Newcastle	2011	Agriculture forestry and fishing	F	1328
Hunter Valley exc Newcastle	2011	Agriculture forestry and fishing	M	2346
Hunter Valley exc Newcastle	2011	Arts and recreation services	F	630
Hunter Valley exc Newcastle	2011	Arts and recreation services	M	555
Hunter Valley exc Newcastle	2011	Construction	F	1172
Hunter Valley exc Newcastle	2011	Construction	M	7271
Hunter Valley exc Newcastle	2011	Education and training	F	4877
Hunter Valley exc Newcastle	2011	Education and training	M	1693
Hunter Valley exc Newcastle	2011	Electricity gas water and waste services	F	328
Hunter Valley exc Newcastle	2011	Electricity gas water and waste services	M	1456
Hunter Valley exc Newcastle	2011	Financial and insurance services	F	1292
Hunter Valley exc Newcastle	2011	Financial and insurance services	M	508
Hunter Valley exc Newcastle	2011	Health care and social assistance	F	9292
Hunter Valley exc Newcastle	2011	Health care and social assistance	M	1618
Hunter Valley exc Newcastle	2011	Information media and telecommunications	F	348
Hunter Valley exc Newcastle	2011	Information media and telecommunications	M	351
Hunter Valley exc Newcastle	2011	Manufacturing	F	2229
Hunter Valley exc Newcastle	2011	Manufacturing	M	8555
Hunter Valley exc Newcastle	2011	Mining	F	1164
Hunter Valley exc Newcastle	2011	Mining	M	8663
Hunter Valley exc Newcastle	2011	Other services	F	1927
Hunter Valley exc Newcastle	2011	Other services	M	3198
Hunter Valley exc Newcastle	2011	Professional scientific and technical services	F	2292
Hunter Valley exc Newcastle	2011	Professional scientific and technical services	M	2265
Hunter Valley exc Newcastle	2011	Public administration and safety	F	2606
Hunter Valley exc Newcastle	2011	Public administration and safety	M	4175
Hunter Valley exc Newcastle	2011	Rental hiring and real estate services	F	907
Hunter Valley exc Newcastle	2011	Rental hiring and real estate services	M	795
Hunter Valley exc Newcastle	2011	Retail trade	F	7542
Hunter Valley exc Newcastle	2011	Retail trade	M	3974
Hunter Valley exc Newcastle	2011	Transport postal and warehousing	F	1046
Hunter Valley exc Newcastle	2011	Transport postal and warehousing	M	3603
Hunter Valley exc Newcastle	2011	Wholesale trade	F	873
Hunter Valley exc Newcastle	2011	Wholesale trade	M	2215
Hunter Valley exc Newcastle	2016		F	1565
Hunter Valley exc Newcastle	2016		M	2814
Hunter Valley exc Newcastle	2016	Accommodation and food services	F	5708
Hunter Valley exc Newcastle	2016	Accommodation and food services	M	3319
Hunter Valley exc Newcastle	2016	Administrative and support services	F	2349
Hunter Valley exc Newcastle	2016	Administrative and support services	M	1775
Hunter Valley exc Newcastle	2016	Agriculture forestry and fishing	F	1323
Hunter Valley exc Newcastle	2016	Agriculture forestry and fishing	M	2409
Hunter Valley exc Newcastle	2016	Arts and recreation services	F	591
Hunter Valley exc Newcastle	2016	Arts and recreation services	M	574
Hunter Valley exc Newcastle	2016	Construction	F	1324
Hunter Valley exc Newcastle	2016	Construction	M	8108
Hunter Valley exc Newcastle	2016	Education and training	F	5735
Hunter Valley exc Newcastle	2016	Education and training	M	1721
Hunter Valley exc Newcastle	2016	Electricity gas water and waste services	F	298
Hunter Valley exc Newcastle	2016	Electricity gas water and waste services	M	1516
Hunter Valley exc Newcastle	2016	Financial and insurance services	F	1418
Hunter Valley exc Newcastle	2016	Financial and insurance services	M	597
Hunter Valley exc Newcastle	2016	Health care and social assistance	F	10948
Hunter Valley exc Newcastle	2016	Health care and social assistance	M	2003
Hunter Valley exc Newcastle	2016	Information media and telecommunications	F	310
Hunter Valley exc Newcastle	2016	Information media and telecommunications	M	381
Hunter Valley exc Newcastle	2016	Manufacturing	F	1847
Hunter Valley exc Newcastle	2016	Manufacturing	M	5586
Hunter Valley exc Newcastle	2016	Mining	F	1262
Hunter Valley exc Newcastle	2016	Mining	M	8668
Hunter Valley exc Newcastle	2016	Other services	F	2113
Hunter Valley exc Newcastle	2016	Other services	M	2913
Hunter Valley exc Newcastle	2016	Professional scientific and technical services	F	2319
Hunter Valley exc Newcastle	2016	Professional scientific and technical services	M	2181
Hunter Valley exc Newcastle	2016	Public administration and safety	F	3022
Hunter Valley exc Newcastle	2016	Public administration and safety	M	4320
Hunter Valley exc Newcastle	2016	Rental hiring and real estate services	F	937
Hunter Valley exc Newcastle	2016	Rental hiring and real estate services	M	744
Hunter Valley exc Newcastle	2016	Retail trade	F	7136
Hunter Valley exc Newcastle	2016	Retail trade	M	4066
Hunter Valley exc Newcastle	2016	Transport postal and warehousing	F	1153
Hunter Valley exc Newcastle	2016	Transport postal and warehousing	M	3675
Hunter Valley exc Newcastle	2016	Wholesale trade	F	567
Hunter Valley exc Newcastle	2016	Wholesale trade	M	1653
Illawarra	2006		F	942
Illawarra	2006		M	1518
Illawarra	2006	Accommodation and food services	F	4450
Illawarra	2006	Accommodation and food services	M	2942
Illawarra	2006	Administrative and support services	F	1819
Illawarra	2006	Administrative and support services	M	1483
Illawarra	2006	Agriculture forestry and fishing	F	168
Illawarra	2006	Agriculture forestry and fishing	M	343
Illawarra	2006	Arts and recreation services	F	779
Illawarra	2006	Arts and recreation services	M	818
Illawarra	2006	Construction	F	1008
Illawarra	2006	Construction	M	7931
Illawarra	2006	Education and training	F	7203
Illawarra	2006	Education and training	M	3679
Illawarra	2006	Electricity gas water and waste services	F	194
Illawarra	2006	Electricity gas water and waste services	M	938
Illawarra	2006	Financial and insurance services	F	2519
Illawarra	2006	Financial and insurance services	M	1381
Illawarra	2006	Health care and social assistance	F	10159
Illawarra	2006	Health care and social assistance	M	2621
Illawarra	2006	Information media and telecommunications	F	698
Illawarra	2006	Information media and telecommunications	M	958
Illawarra	2006	Manufacturing	F	2140
Illawarra	2006	Manufacturing	M	11471
Illawarra	2006	Mining	F	118
Illawarra	2006	Mining	M	2091
Illawarra	2006	Other services	F	1881
Illawarra	2006	Other services	M	2436
Illawarra	2006	Professional scientific and technical services	F	2485
Illawarra	2006	Professional scientific and technical services	M	3258
Illawarra	2006	Public administration and safety	F	3130
Illawarra	2006	Public administration and safety	M	4221
Illawarra	2006	Rental hiring and real estate services	F	975
Illawarra	2006	Rental hiring and real estate services	M	982
Illawarra	2006	Retail trade	F	7772
Illawarra	2006	Retail trade	M	4990
Illawarra	2006	Transport postal and warehousing	F	896
Illawarra	2006	Transport postal and warehousing	M	4459
Illawarra	2006	Wholesale trade	F	941
Illawarra	2006	Wholesale trade	M	2060
Illawarra	2011		F	973
Illawarra	2011		M	1403
Illawarra	2011	Accommodation and food services	F	5080
Illawarra	2011	Accommodation and food services	M	3516
Illawarra	2011	Administrative and support services	F	2070
Illawarra	2011	Administrative and support services	M	1666
Illawarra	2011	Agriculture forestry and fishing	F	153
Illawarra	2011	Agriculture forestry and fishing	M	344
Illawarra	2011	Arts and recreation services	F	776
Illawarra	2011	Arts and recreation services	M	906
Illawarra	2011	Construction	F	1002
Illawarra	2011	Construction	M	8383
Illawarra	2011	Education and training	F	8352
Illawarra	2011	Education and training	M	4034
Illawarra	2011	Electricity gas water and waste services	F	194
Illawarra	2011	Electricity gas water and waste services	M	1135
Illawarra	2011	Financial and insurance services	F	2782
Illawarra	2011	Financial and insurance services	M	1482
Illawarra	2011	Health care and social assistance	F	12688
Illawarra	2011	Health care and social assistance	M	3170
Illawarra	2011	Information media and telecommunications	F	594
Illawarra	2011	Information media and telecommunications	M	860
Illawarra	2011	Manufacturing	F	1817
Illawarra	2011	Manufacturing	M	10040
Illawarra	2011	Mining	F	186
Illawarra	2011	Mining	M	2868
Illawarra	2011	Other services	F	2083
Illawarra	2011	Other services	M	2748
Illawarra	2011	Professional scientific and technical services	F	2670
Illawarra	2011	Professional scientific and technical services	M	3587
Illawarra	2011	Public administration and safety	F	3601
Illawarra	2011	Public administration and safety	M	4787
Illawarra	2011	Rental hiring and real estate services	F	957
Illawarra	2011	Rental hiring and real estate services	M	864
Illawarra	2011	Retail trade	F	7638
Illawarra	2011	Retail trade	M	4890
Illawarra	2011	Transport postal and warehousing	F	984
Illawarra	2011	Transport postal and warehousing	M	5074
Illawarra	2011	Wholesale trade	F	906
Illawarra	2011	Wholesale trade	M	2165
